entloss,meankl,Tmt,Tmc,AttNC,TimeElapsed,AttC,TtR,MpbtN,MpbtA,entropy,TimestepsSoFar,MtR,Tbt,optimgain,surrgain,EpisodesSoFar,Ptt
0.0,0.0030965314,63.813559322033896,41.152542372881356,1.6440677966101696,11956.699132442474,8.35593220338983,-205.59322033898306,32.114750963527506,67.88524903647247,0.42834434,479947,-12.892004068182418,261380.33898305084,0.0029245752,0.0029245752,4640,62.10602968654517
0.0,0.0035492852,63.4,41.56666666666667,1.5833333333333333,12115.3471429348,8.416666666666666,-211.5,33.1118191024218,66.88818089757821,0.4175208,489942,-13.494085956130698,259686.4,0.0035981643,0.0035981643,4700,61.71880675130591
0.0,0.003270771,62.36206896551724,42.63793103448276,2.0172413793103448,12311.874041318893,7.982758620689655,-206.55172413793105,33.013790822673066,66.98620917732693,0.41338575,499873,-13.415885610087917,255435.0344827586,0.003055876,0.003055876,4758,60.72000309140715
0.0,0.003423567,61.32203389830509,43.67796610169491,2.0,12472.329398155212,8.0,-188.135593220339,30.573446433942166,69.42655356605782,0.41533372,509904,-12.402368063184628,251175.05084745763,0.0028147327,0.0028147327,4817,59.74100832417911
0.0,0.0030586568,61.557377049180324,43.42622950819672,1.459016393442623,12651.13696217537,8.540983606557377,-200.49180327868854,32.523288516886126,67.47671148311387,0.4142179,519922,-13.022638113974203,252139.0163934426,0.0032611308,0.0032611308,4878,59.97310510548044
0.0,0.0032203712,63.61666666666667,41.333333333333336,1.5,12808.95288681984,8.5,-209.0,32.714059641009996,67.28594035898999,0.41646358,529896,-13.600969673906507,260573.86666666667,0.00313945,0.00313945,4938,61.9323994227248
0.0,0.0030680432,62.7,42.28333333333333,1.65,13003.319922924042,8.35,-195.33333333333334,31.027742457435668,68.97225754256434,0.41351226,539939,-12.871189015313027,256819.2,0.002808105,0.002808105,4998,61.04829770233921
0.0,0.0027905584,62.833333333333336,42.1,1.6833333333333333,13164.852804422379,8.316666666666666,-206.66666666666666,32.58906194202772,67.41093805797229,0.41392726,549864,-13.4193577074193,257365.33333333334,0.0031724956,0.0031724956,5058,61.203117746706226
0.0,0.0035519903,62.85,42.1,1.4,13345.938244819641,8.6,-209.16666666666666,33.179804482801636,66.82019551719836,0.42051515,559835,-13.82780161954192,257433.6,0.0032644125,0.0032644125,5118,61.208396569392335
0.0,0.0043092123,61.54838709677419,43.45161290322581,1.8709677419354838,13504.847429275513,8.129032258064516,-186.61290322580646,30.08880125807586,69.91119874192411,0.40987226,569994,-12.44546953008332,252102.1935483871,0.0038904247,0.0038904247,5180,59.95330024929177
0.0,0.0031506177,62.0,42.983870967741936,1.4193548387096775,13695.309458494186,8.580645161290322,-194.83870967741936,31.207907486509846,68.79209251349018,0.40978983,579971,-12.780943431107076,253952.0,0.003067603,0.003067603,5242,60.389112565672136
0.0,0.0032694116,61.9344262295082,43.08196721311475,1.5081967213114753,13860.996711015701,8.491803278688524,-208.0327868852459,33.32220993528098,66.677790064719,0.4094432,589825,-13.68243558207196,253683.40983606558,0.0032275855,0.0032275855,5303,60.308549527871016
0.0,0.0031462547,61.88709677419355,43.096774193548384,1.435483870967742,14045.176301956177,8.564516129032258,-207.58064516129033,33.418666065119766,66.58133393488023,0.39568344,599952,-13.613439737519492,253489.5483870968,0.003245009,0.003245009,5365,60.282614420450884
0.0,0.0033342107,61.68852459016394,43.278688524590166,1.9508196721311475,14206.944490909576,8.049180327868852,-193.11475409836066,31.198979614253176,68.80102038574681,0.3841036,609975,-12.773439574516793,252676.19672131148,0.0035017142,0.0035017142,5426,60.10621960457876
0.0,0.0033830265,62.63333333333333,42.35,1.85,14396.592452287674,8.15,-200.33333333333334,31.94256568883537,68.05743431116463,0.38629436,619875,-13.361420798421515,256546.13333333333,0.0033163165,0.0033163165,5486,60.98573864100578
0.0,0.003697743,61.63934426229508,43.32786885245902,2.6721311475409837,14563.041696071625,7.327868852459017,-191.47540983606558,30.9672656948924,69.0327343051076,0.38867077,629907,-13.036426902774895,252474.75409836066,0.0032367725,0.0032367725,5547,60.05727191884923
0.0,0.003667909,61.88333333333333,43.1,2.35,14762.39640712738,7.65,-191.5,30.732761737241653,69.26723826275835,0.3950772,639893,-12.775357056374084,253474.13333333333,0.003266697,0.003266697,5607,60.281401006972295
0.0,0.003395539,61.86440677966102,43.11864406779661,2.1864406779661016,14931.828448295593,7.813559322033898,-191.52542372881356,30.749944395005134,69.25005560499484,0.39747027,649863,-12.87802457466714,253396.61016949153,0.0035456785,0.0035456785,5666,60.260411795798525
0.0,0.0032543447,60.81967213114754,44.18032786885246,2.2950819672131146,15113.89858174324,7.704918032786885,-179.8360655737705,29.51508493729689,70.4849150627031,0.39605936,659859,-12.078363467506719,249117.37704918033,0.0033863413,0.0033863413,5727,59.268446675446896
0.0,0.0045050057,61.78333333333333,43.2,2.316666666666667,15275.745100736618,7.683333333333334,-199.66666666666666,32.15177711389977,67.84822288610023,0.39410567,669965,-13.018399816259242,253064.53333333333,0.0034546838,0.0034546838,5787,60.185122307682335
0.0,0.003349878,62.11864406779661,42.847457627118644,2.23728813559322,15472.815473556519,7.762711864406779,-201.1864406779661,32.27100137669567,67.7289986233043,0.41150388,679913,-13.213564868359565,254437.9661016949,0.0034385924,0.0034385924,5846,60.51100426656884
0.0,0.003811417,60.96610169491525,44.03389830508475,2.2033898305084745,15647.771409273148,7.796610169491525,-206.27118644067798,33.59291268052157,66.40708731947842,0.40678892,689934,-13.395205773771792,249717.15254237287,0.0030679388,0.0030679388,5905,59.405629772208236
0.0,0.0031053748,63.05,41.916666666666664,2.05,15836.481342077255,7.95,-204.66666666666666,32.317033288321824,67.68296671167816,0.3908343,699893,-13.261240928648599,258252.8,0.002808385,0.002808385,5965,61.38930422509869
0.0,0.004493546,61.05,43.96666666666667,1.75,16005.534379959106,8.25,-208.66666666666666,33.9917767247696,66.00822327523039,0.3983907,709966,-13.571127044679054,250060.8,0.0033842335,0.0033842335,6025,59.47399634457299
0.0,0.0033763854,61.932203389830505,43.101694915254235,2.1186440677966103,16191.191447257996,7.88135593220339,-218.3050847457627,35.098582094555745,64.90141790544425,0.38334474,719937,-14.512233606092318,253674.30508474575,0.0029723835,0.0029723835,6084,60.298822771361365
0.0,0.0037524572,60.440677966101696,44.57627118644068,2.4745762711864407,16362.242287158966,7.52542372881356,-182.54237288135593,30.060060696970055,69.93993930302996,0.36179423,729876,-12.346042723978124,247565.01694915254,0.0031724472,0.0031724472,6143,58.90055154206083
0.0,0.0037164863,61.540983606557376,43.459016393442624,2.4754098360655736,16544.79453921318,7.524590163934426,-184.4262295081967,29.750904011035466,70.24909598896454,0.3719218,739960,-12.510832853650895,252071.868852459,0.0036197146,0.0036197146,6204,59.94786426020066
0.0,0.003200191,61.65,43.35,2.0166666666666666,16716.210184812546,7.983333333333333,-198.83333333333334,32.202075634006825,67.7979243659932,0.38381383,749873,-13.352233590154038,252518.4,0.0032529898,0.0032529898,6264,60.05043592095676
0.0,0.0042710076,62.95,42.016666666666666,1.9833333333333334,16885.687683343887,8.016666666666667,-207.5,32.70009532635495,67.29990467364503,0.34772867,759917,-13.519422037276119,257843.2,0.002981743,0.002981743,6324,61.29042959451716
0.0,0.0037700343,61.847457627118644,43.13559322033898,3.0508474576271185,17046.90947842598,6.9491525423728815,-189.66101694915255,30.426625653189237,69.57337434681078,0.35467514,769944,-12.927231145015172,253327.18644067796,0.0035653387,0.0035653387,6383,60.24545783707622
0.0,0.0030673342,60.50847457627118,44.49152542372882,2.6271186440677967,17240.058655500412,7.372881355932203,-191.01694915254237,31.290995024295036,68.70900497570497,0.36058122,779883,-12.728933194795747,247842.71186440677,0.003323217,0.003323217,6442,58.97377924985988
0.0,0.0041883728,61.91525423728814,43.08474576271186,2.406779661016949,17426.277638435364,7.593220338983051,-200.5084745762712,32.25297037111832,67.7470296288817,0.37447008,789988,-12.987103629797504,253604.88135593222,0.0042899502,0.0042899502,6501,60.30065706820418
0.0,0.0038226764,61.47457627118644,43.57627118644068,2.2033898305084745,17603.659984350204,7.796610169491525,-195.25423728813558,31.472359002798914,68.5276409972011,0.3755154,799829,-12.963353116407523,251799.86440677967,0.0030145575,0.0030145575,6560,59.85986836057641
0.0,0.0030489056,61.4,43.56666666666667,2.35,17767.639057397842,7.65,-187.33333333333334,30.55796330120781,69.4420366987922,0.37634602,809931,-12.62533032252665,251494.4,0.0026067954,0.0026067954,6620,59.833463095945824
0.0,0.0030625456,62.516666666666666,42.483333333333334,2.1666666666666665,17954.21356201172,7.833333333333333,-202.16666666666666,32.08590419523122,67.91409580476875,0.3691917,819988,-13.367710311085377,256068.26666666666,0.0031032306,0.0031032306,6680,60.86502350005281
0.0,0.0031044602,60.91525423728814,44.101694915254235,2.3559322033898304,18128.921979665756,7.6440677966101696,-186.4406779661017,30.43826902791543,69.56173097208459,0.35843718,829983,-12.550603352011239,249508.88135593222,0.0029065665,0.0029065665,6739,59.3486590489617
0.0,0.0026166968,61.610169491525426,43.389830508474574,3.0338983050847457,18316.72220849991,6.966101694915254,-178.47457627118644,29.0110128048163,70.98898719518368,0.3634904,839895,-12.282836722571966,252355.25423728814,0.002744487,0.002744487,6798,60.01088403270798
0.0,0.0033759119,61.75409836065574,43.22950819672131,2.5737704918032787,18488.751910209656,7.426229508196721,-193.44262295081967,30.985183441742127,69.01481655825786,0.36434656,849906,-13.051763449563579,252944.7868852459,0.0030140977,0.0030140977,6859,60.15545708152576
0.0,0.0034296229,61.05,43.95,3.05,18666.556371212006,6.95,-191.16666666666666,31.362219087778293,68.63778091222169,0.36147788,859879,-12.993691102102751,250060.8,0.0027819695,0.0027819695,6919,59.48461610309551
0.0,0.0038448644,60.75806451612903,44.25806451612903,2.8225806451612905,18837.921795129776,7.17741935483871,-180.32258064516128,29.525557948192667,70.47444205180732,0.354989,869938,-12.200252003288899,248865.03225806452,0.003234991,0.003234991,6981,59.19989672370744
0.0,0.003529258,61.06896551724138,43.94827586206897,2.8620689655172415,19030.355895757675,7.137931034482759,-176.20689655172413,28.853478396357783,71.14652160364221,0.3678268,879966,-11.827736677726046,250138.4827586207,0.0030265662,0.0030265662,7039,59.49545579322468
0.0,0.004352659,61.40350877192982,43.59649122807018,3.1403508771929824,19212.955834388733,6.859649122807017,-192.98245614035088,31.279735836799485,68.72026416320051,0.36660594,889972,-12.843108022542543,251508.77192982455,0.0036022859,0.0036022859,7096,59.817269829241376
0.0,0.0033571876,60.36206896551724,44.689655172413794,2.396551724137931,19387.84807419777,7.603448275862069,-195.17241379310346,32.256709764546606,67.7432902354534,0.35151723,899980,-12.968744725342313,247243.0344827586,0.003050371,0.003050371,7154,58.809231064812565
0.0,0.0038047107,60.86206896551724,44.13793103448276,2.913793103448276,19550.57934331894,7.086206896551724,-186.20689655172413,30.563044236394262,69.43695576360572,0.35937655,909815,-12.73725509216872,249291.0344827586,0.0033676678,0.0033676678,7212,59.30852244307402
0.0,0.0040036286,60.728813559322035,44.28813559322034,2.610169491525424,19738.515242099762,7.389830508474576,-177.96610169491527,29.365077716294827,70.63492228370514,0.37144008,919862,-12.167495990344475,248745.22033898305,0.003061932,0.003061932,7271,59.17108861495941
0.0,0.003978262,60.49152542372882,44.54237288135593,2.440677966101695,19910.949187278748,7.559322033898305,-171.864406779661,28.331954347874536,71.66804565212547,0.37303543,929858,-11.587907116510578,247773.28813559323,0.0030816174,0.0030816174,7330,58.94286916921122
0.0,0.0034098593,61.049180327868854,43.967213114754095,2.3114754098360657,20101.019340991974,7.688524590163935,-189.01639344262296,30.894474739932534,69.10552526006748,0.3766274,939911,-12.808307480465821,250057.44262295082,0.0027721524,0.0027721524,7391,59.477023422117014
0.0,0.003624538,60.53448275862069,44.48275862068966,2.0689655172413794,20262.985821723938,7.931034482758621,-182.75862068965517,30.172651441427547,69.82734855857245,0.36810938,949815,-12.102922908244269,247949.24137931035,0.0031045764,0.0031045764,7449,58.98886966859042
0.0,0.0036380158,60.8,44.233333333333334,2.35,20451.475096702576,7.65,-183.66666666666666,30.019082410477726,69.98091758952229,0.3614174,959897,-12.354633791439417,249036.8,0.0025934959,0.0025934959,7509,59.23286165468627
0.0,0.004328785,60.559322033898304,44.45762711864407,2.559322033898305,20621.80120754242,7.440677966101695,-173.05084745762713,28.51361073539704,71.48638926460296,0.35139126,969819,-11.852085956519026,248050.98305084746,0.0030205073,0.0030205073,7568,59.01162398411569
0.0,0.0037687086,60.35,44.666666666666664,2.3666666666666667,20813.917729139328,7.633333333333334,-182.33333333333334,30.026200328186857,69.97379967181311,0.35540676,979942,-12.28674868138288,247193.6,0.0030431696,0.0030431696,7628,58.81405530033695
0.0,0.0035738086,61.50819672131148,43.50819672131148,2.2131147540983607,20980.080302238464,7.786885245901639,-204.2622950819672,33.01151684494506,66.98848315505495,0.35302562,989863,-13.603937335721419,251937.5737704918,0.0030907919,0.0030907919,7689,59.9112179392421
0.0,0.0036207563,60.049180327868854,44.9344262295082,2.2131147540983607,21165.4015481472,7.786885245901639,-184.0983606557377,30.51630378010375,69.48369621989629,0.35445625,999954,-12.558180460794754,245961.44262295082,0.0034450642,0.0034450642,7750,58.552865567068395
0.0,0.0038490552,60.49180327868852,44.52459016393443,1.9508196721311475,21332.84574699402,8.049180327868852,-183.44262295081967,30.204191416755275,69.79580858324469,0.3442148,1009886,-12.588263519963359,247774.4262295082,0.0031509947,0.0031509947,7811,58.95341310263818
0.0,0.0030370648,60.564516129032256,44.46774193548387,2.2580645161290325,21526.20424389839,7.741935483870968,-186.4516129032258,30.678418206269086,69.32158179373091,0.3523362,1019965,-12.970876199769329,248072.25806451612,0.0029018268,0.0029018268,7873,59.01086638501682
0.0,0.0040157544,60.131147540983605,44.868852459016395,2.19672131147541,21707.915123462677,7.80327868852459,-185.5737704918033,30.63378110772058,69.3662188922794,0.35399476,1029846,-12.67125573440935,246297.18032786885,0.0033964165,0.0033964165,7934,58.62172639529195
0.0,0.0041450304,60.734375,44.265625,1.671875,21885.8307390213,8.328125,-192.1875,31.3915097964296,68.60849020357041,0.36221126,1039886,-12.956102756489997,248768.0,0.003807842,0.003807842,7998,59.18809121045399
0.0,0.0029945963,61.16129032258065,43.854838709677416,1.6129032258064515,22054.713793754578,8.387096774193548,-195.0,31.670988673100783,68.32901132689922,0.36593765,1049863,-13.109884244431122,250516.64516129033,0.0029275506,0.0029275506,8060,59.58075202381273
0.0,0.0035665683,61.96774193548387,43.016129032258064,1.0483870967741935,22242.87596797943,8.951612903225806,-200.80645161290323,32.120854026159925,67.87914597384005,0.36147055,1059926,-13.17315239015049,253819.87096774194,0.002590335,0.002590335,8122,60.35753968581597
0.0,0.004970098,61.096774193548384,43.935483870967744,1.0161290322580645,22423.833938121796,8.983870967741936,-212.25806451612902,34.752315765652355,65.24768423434767,0.35314757,1069832,-13.804633732068087,250252.38709677418,0.0044537196,0.0044537196,8184,59.51249859755071
0.0,0.0036925247,60.459016393442624,44.557377049180324,1.9508196721311475,22605.871024608612,8.049180327868852,-184.75409836065575,30.40292614743407,69.59707385256593,0.34554878,1079887,-12.598457787460582,247640.131147541,0.0030551048,0.0030551048,8245,58.92062433314562
0.0,0.0029122406,60.24590163934426,44.77049180327869,1.9672131147540983,22771.630758047104,8.032786885245901,-203.9344262295082,33.76813020408288,66.23186979591712,0.33610997,1089838,-13.805159568935396,246767.2131147541,0.002760735,0.002760735,8306,58.71744982423383
0.0,0.004134208,60.68852459016394,44.32786885245902,1.8360655737704918,22955.37359881401,8.163934426229508,-179.18032786885246,29.41737687367479,70.58262312632517,0.3547202,1099851,-12.284613302369978,248580.19672131148,0.0031153483,0.0031153483,8367,59.13737050820222
