TtR,Tmc,Tbt,meankl,AttC,MtR,Tmt,Ptt,TimestepsSoFar,MpbtA,surrgain,entloss,optimgain,AttNC,entropy,EpisodesSoFar,TimeElapsed,MpbtN
-80.10036275695285,19.539298669891174,345277.446191052,0.008761053,1.0,-75.83579012903601,84.2962515114873,81.98525027210594,9992,4.969684463822059,0.024098242,0.0,0.024098242,0.0,0.6845229,827,2053.011358499527,95.03031553617761
-80.26145552560646,19.5822102425876,345228.7654986523,0.00871828,1.0,-75.47981305694265,84.28436657681941,81.9501011752286,19999,4.768605255101208,0.0143594295,0.0,0.0143594295,0.0,0.6596586,1569,3887.121203184128,95.23139474489837
-80.61829652996846,19.263406940063092,346357.50157728704,0.009194821,1.0,-75.02070857114036,84.55993690851734,82.24008977716231,29988,4.655869824521263,0.02091847,0.0,0.02091847,0.0,0.6160034,2203,5445.461184501648,95.34413017547848
-80.3221601489758,19.67783985102421,344788.61824953445,0.009705086,1.0,-73.75363153169636,84.17690875232775,81.85957476164045,39990,4.571600312389215,0.024649555,0.0,0.024649555,0.0,0.5550931,2740,6778.306324005127,95.42839968761061
-80.20460358056266,19.565217391304348,345226.8030690537,0.009607849,1.0,-71.50486982509021,84.28388746803068,81.96318389762925,49951,4.834385288268833,0.026023712,0.0,0.026023712,0.0,0.4821082,3131,7751.703412294388,95.16561471173117
-79.4259927797834,19.815884476534297,344315.37906137184,0.009469814,1.0,-67.73408291386795,84.06137184115524,81.73489977467023,59978,5.507896162037571,0.025289692,0.0,0.025289692,0.0,0.4035834,3408,8442.062930583954,94.49210383796245
-78.0,20.31578947368421,342530.9941520468,0.008435395,1.0,-61.219741436150436,83.62573099415205,81.27994868699591,69989,6.73094166401429,0.018980067,0.0,0.018980067,0.0,0.3301608,3579,8877.542732715607,93.2690583359857
-77.65648854961832,19.82442748091603,344314.13740458013,0.0085389055,1.0,-57.573023016117915,84.06106870229007,81.72902489866995,79935,7.620180067832642,0.017130533,0.0,0.017130533,0.0,0.26343295,3710,9208.182476758957,92.37981993216736
-76.7710843373494,20.204819277108435,342879.6144578313,0.007945909,0.9759036144578314,-50.73094614646575,83.71084337349397,81.37916920259296,89923,8.29964701638189,0.011846089,0.0,0.011846089,0.024096385542168676,0.20564419,3793,9432.709648370743,91.70035298361812
-75.29824561403508,20.31578947368421,342267.50877192983,0.0056988522,0.8771929824561403,-45.22257468534671,83.56140350877193,81.27141734749658,99904,9.911983525759661,0.008308722,0.0,0.008308722,0.12280701754385964,0.19194083,3850,9586.440385818481,90.08801647424035
-75.70588235294117,20.431372549019606,342056.1568627451,0.007281552,0.9215686274509803,-43.66920809891226,83.50980392156863,81.17406259191912,109849,9.343394209680033,0.005902301,0.0,0.005902301,0.0784313725490196,0.13816783,3901,9728.991955041885,90.65660579031996
-76.0,20.40909090909091,341922.9090909091,0.0038546845,0.8181818181818182,-42.25941782632895,83.47727272727273,81.18647696337273,119891,8.986580132564212,0.0057581663,0.0,0.0057581663,0.18181818181818182,0.15573306,3945,9851.0048558712,91.01341986743576
-76.55813953488372,20.697674418604652,340920.5581395349,0.0054179532,0.6744186046511628,-42.896799352811875,83.23255813953489,80.92269203875145,129832,8.033594370043673,0.004302192,0.0,0.004302192,0.32558139534883723,0.11141168,3988,9974.878487110138,91.96640562995631
-77.3076923076923,19.794871794871796,344379.07692307694,0.004678304,0.6410256410256411,-42.21695893264957,84.07692307692308,81.75408878494585,139828,8.043639747061588,0.006269879,0.0,0.006269879,0.358974358974359,0.1419632,4027,10089.12262225151,91.95636025293841
-77.21052631578948,20.236842105263158,342662.7368421053,0.0040025124,0.5,-42.010997886161725,83.65789473684211,81.34744079639172,149898,7.718847987484657,0.006537735,0.0,0.006537735,0.5,0.16321331,4065,10196.499134778976,92.28115201251535
-76.95,19.575,345292.8,0.0033214027,0.75,-42.95001431119347,84.3,81.95970323367654,159845,8.750328607236103,0.003941397,0.0,0.003941397,0.25,0.14535095,4105,10310.412530183792,91.2496713927639
-76.1219512195122,20.634146341463413,341266.73170731706,0.0030283427,0.6829268292682927,-42.3216662600153,83.3170731707317,80.98519091728221,169928,8.647129306552015,0.0041223513,0.0,0.0041223513,0.3170731707317073,0.12591086,4146,10427.749560117722,91.35287069344801
-75.48648648648648,20.62162162162162,341517.8378378378,0.0058346223,0.5135135135135135,-41.97168819581672,83.37837837837837,81.00545456749335,179752,9.480331289348559,0.0065874453,0.0,0.0065874453,0.4864864864864865,0.18986234,4183,10536.995014190674,90.5196687106514
-76.5,20.025,343552.0,0.005933327,0.625,-42.39518220992759,83.875,81.54465327081019,189694,8.808753131404002,0.005997821,0.0,0.005997821,0.375,0.17520803,4223,10653.66143155098,91.19124686859598
-76.72727272727273,19.727272727272727,344622.54545454547,0.0047646393,0.7045454545454546,-42.996464314535224,84.13636363636364,81.81677402836523,199935,8.813264884477775,0.005364163,0.0,0.005364163,0.29545454545454547,0.12140283,4267,10770.599946975708,91.18673511552221
-76.575,20.025,343552.0,0.0033588677,0.7,-41.91467120478529,83.875,81.54582379982827,209838,8.715651168446922,0.0035862792,0.0,0.0035862792,0.3,0.11881858,4307,10882.004887342453,91.28434883155309
-77.66666666666667,20.0,343538.8717948718,0.004213427,0.6666666666666666,-42.539266337455096,83.87179487179488,81.56354277126654,219884,7.41141606631259,0.003906551,0.0,0.003906551,0.3333333333333333,0.13564071,4346,10992.993504047394,92.58858393368742
-76.91891891891892,20.27027027027027,342403.45945945947,0.0046549533,0.4864864864864865,-42.05032693005821,83.5945945945946,81.31219878198273,229772,7.9750834512181665,0.007340818,0.0,0.007340818,0.5135135135135135,0.17448658,4383,11100.485799074173,92.0249165487818
-77.425,19.625,344883.2,0.005100792,0.525,-42.95349735429615,84.2,81.90535592158112,239952,8.079781676639529,0.0057679475,0.0,0.0057679475,0.475,0.17022371,4423,11210.747307777405,91.92021832336047
-74.75675675675676,20.7027027027027,340853.6216216216,0.0039209174,0.6216216216216216,-40.10044120018509,83.21621621621621,80.91736164044538,249894,10.176215762187732,0.0036720596,0.0,0.0036720596,0.3783783783783784,0.16125892,4460,11319.22151350975,89.82378423781225
-75.56756756756756,20.72972972972973,340742.91891891893,0.0053130724,0.35135135135135137,-41.21067363113925,83.1891891891892,80.89311598737231,259835,9.162659687151557,0.005564026,0.0,0.005564026,0.6486486486486487,0.20245244,4497,11427.557226896286,90.83734031284843
-74.0,21.236842105263158,338890.1052631579,0.0061421203,0.3684210526315789,-40.762320226505125,82.73684210526316,80.43160991183254,269838,10.568425708927968,0.007836923,0.0,0.007836923,0.631578947368421,0.20094377,4535,11539.549546003342,89.43157429107201
-73.28947368421052,20.394736842105264,342231.5789473684,0.0063966173,0.3684210526315789,-40.89181337658626,83.55263157894737,81.2101171200482,279889,12.295583751988625,0.0075762467,0.0,0.0075762467,0.631578947368421,0.24449033,4573,11650.346549034119,87.70441624801137
-72.75675675675676,20.945945945945947,339968.0,0.007947384,0.2972972972972973,-39.774837173588615,83.0,80.6968014033781,289828,12.328991507095116,0.006116803,0.0,0.006116803,0.7027027027027027,0.2585803,4610,11756.190939426422,87.67100849290486
