MpbtN,AttC,entloss,meankl,optimgain,TtR,Tbt,Tmt,Ptt,Tmc,AttNC,TimestepsSoFar,TimeElapsed,MpbtA,MtR,EpisodesSoFar,entropy,surrgain
29.25964993712108,7.131147540983607,0.0,0.00414532,0.0010520588,-179.672131147541,249788.8524590164,60.98360655737705,59.41499448240334,44.032786885245905,2.8688524590163933,229873,7050.723420858383,70.7403500628789,-12.050042699855853,2973,0.39274055,0.0010520588
26.17739273240423,5.39344262295082,0.0,0.0043720324,0.00067361025,-158.19672131147541,247102.95081967214,60.32786885245902,58.795043763935595,44.68852459016394,4.60655737704918,239907,7206.391839265823,73.82260726759579,-10.983316985187301,3034,0.37171453,0.00067361025
28.03188255123008,4.193548387096774,0.0,0.005911319,0.0014349185,-170.6451612903226,248534.70967741936,60.67741935483871,59.118434698610244,44.354838709677416,5.806451612903226,249950,7358.4877507686615,71.96811744876992,-11.73451275693666,3096,0.35929415,0.0014349185
24.742335156716866,4.435483870967742,0.0,0.0059188576,0.0014513818,-149.51612903225808,246486.70967741936,60.17741935483871,58.662535895703144,44.82258064516129,5.564516129032258,259928,7513.8360459804535,75.25766484328311,-10.428050759869501,3158,0.38046014,0.0014513818
28.080942181705105,5.933333333333334,0.0,0.00942331,0.0007777936,-172.33333333333334,250402.13333333333,61.13333333333333,59.56557916889215,43.86666666666667,4.066666666666666,269925,7666.063509464264,71.9190578182949,-11.324222878087959,3218,0.34201145,0.0007777936
27.287092729519966,2.1746031746031744,0.0,0.0050262474,0.0013589234,-166.66666666666666,248490.66666666666,60.666666666666664,59.09675183498239,44.3968253968254,7.825396825396825,279963,7826.751368999481,72.71290727048003,-11.888138152375042,3281,0.31260073,0.0013589234
25.30861866218365,4.290322580645161,0.0,0.006062656,0.0014193798,-150.96774193548387,244174.4516129032,59.61290322580645,58.124985267119904,45.403225806451616,5.709677419354839,289924,7981.049954414368,74.69138133781634,-10.58188141100613,3343,0.37055558,0.0014193798
29.964203128069194,6.166666666666667,0.0,0.004020013,0.0010327314,-186.16666666666666,252996.26666666666,61.766666666666666,60.18039257605889,43.2,3.8333333333333335,299849,8130.105760097504,70.0357968719308,-12.060783092100491,3403,0.35560557,0.0010327314
27.58246058402865,4.290322580645161,0.0,0.0077606956,0.0020747033,-167.09677419354838,248138.32258064515,60.58064516129032,59.02036092958706,44.46774193548387,5.709677419354839,309946,8288.32623386383,72.41753941597138,-11.79836193519988,3465,0.3544489,0.0020747033
29.742136133188346,6.2,0.0,0.0070379735,0.0015860391,-181.0,248968.53333333333,60.78333333333333,59.20961450962134,44.266666666666666,3.8,319976,8435.901643037796,70.25786386681169,-12.212216302878423,3525,0.38450938,0.0015860391
29.40558138964733,7.052631578947368,0.0,0.0047801817,0.0012717255,-182.4561403508772,253448.98245614034,61.87719298245614,60.273088311251065,43.10526315789474,2.9473684210526314,329914,8587.32803440094,70.59441861035266,-11.705440476112619,3582,0.3540945,0.0012717255
24.63766223377951,5.26984126984127,0.0,0.0067803883,0.0012906299,-145.55555555555554,241338.92063492062,58.92063492063492,57.47024714163906,46.095238095238095,4.73015873015873,339933,8736.84109044075,75.36233776622049,-10.193738435404251,3645,0.34384468,0.0012906299
25.66535874630433,6.21875,0.0,0.0058369953,0.0018156519,-150.9375,240640.0,58.75,57.28702041401947,46.3125,3.78125,349874,8886.263056755066,74.3346412536957,-10.694508229641643,3709,0.35062742,0.0018156519
27.465600188371873,7.578125,0.0,0.005346314,0.0015550451,-164.375,243968.0,59.5625,58.067271822540334,45.46875,2.421875,359858,9032.72493481636,72.53439981162813,-11.140753274658971,3773,0.32072642,0.0015550451
25.17471860458156,4.59375,0.0,0.006894446,0.002199654,-148.75,241856.0,59.046875,57.56430463873416,46.015625,5.40625,369972,9189.627348423004,74.82528139541843,-10.504317054616992,3837,0.34664828,0.002199654
29.715957505737993,6.672131147540983,0.0,0.00614573,0.0009185968,-183.7704918032787,250124.59016393442,61.0655737704918,59.503482886402345,43.9344262295082,3.3278688524590163,379898,9334.863409280777,70.28404249426202,-12.00029525459668,3898,0.2878064,0.0009185968
25.917257026622725,2.6875,0.0,0.006165429,0.0012604523,-152.96875,241216.0,58.890625,57.413427920793644,46.1875,7.3125,389951,9503.62630867958,74.08274297337728,-10.786446174838416,3962,0.27925828,0.0012604523
24.485319398970525,2.6666666666666665,0.0,0.009102351,0.0023576282,-143.4920634920635,239973.5873015873,58.58730158730159,57.12337140819323,46.492063492063494,7.333333333333333,399935,9660.655586957932,75.51468060102948,-9.927562180564017,4025,0.33541226,0.0023576282
28.533486705011374,5.0476190476190474,0.0,0.0062866914,0.0014509222,-172.06349206349208,245434.92063492062,59.92063492063492,58.39688528488643,45.12698412698413,4.9523809523809526,409942,9812.8231716156,71.46651329498866,-11.62721509264517,4088,0.31690168,0.0014509222
25.795925393623413,3.09375,0.0,0.009421919,0.0025058514,-150.0,238464.0,58.21875,56.76108627717892,46.890625,6.90625,419827,9971.719770431519,74.20407460637661,-10.623785396709977,4152,0.3493129,0.0025058514
23.958777635904497,5.538461538461538,0.0,0.0049222633,0.0010174561,-135.84615384615384,232337.72307692308,56.723076923076924,55.36550635988177,48.353846153846156,4.461538461538462,429907,10123.908201932907,76.04122236409552,-9.638868827956909,4217,0.34536898,0.0010174561
27.45573721425737,4.666666666666667,0.0,0.006541819,0.0017708008,-161.9047619047619,241859.04761904763,59.04761904761905,57.568513537732166,46.01587301587302,5.333333333333333,439854,10279.219774007797,72.54426278574265,-11.172645642664424,4280,0.38144043,0.0017708008
24.96285281525083,5.921875,0.0,0.0055699805,0.0010014019,-145.9375,239360.0,58.4375,56.9761222880873,46.65625,4.078125,449911,10430.868690252304,75.03714718474919,-10.167487539742572,4344,0.3872597,0.0010014019
26.788236046452603,6.587301587301587,0.0,0.0072270012,0.0013142991,-156.66666666666666,238608.25396825396,58.25396825396825,56.83235626089763,46.77777777777778,3.4126984126984126,459915,10583.58229637146,73.21176395354739,-10.53664454482819,4407,0.35575303,0.0013142991
23.558822170634535,2.7384615384615385,0.0,0.006482172,0.0014182093,-135.69230769230768,236307.6923076923,57.69230769230769,56.29594216738111,47.353846153846156,7.2615384615384615,469960,10744.779349088669,76.44117782936544,-9.89039619365503,4472,0.33971944,0.0014182093
24.631561417608406,5.081967213114754,0.0,0.0076612146,0.0014123719,-148.52459016393442,245961.44262295082,60.049180327868854,58.50910541332161,45.01639344262295,4.918032786885246,479965,10904.684445142746,75.36843858239159,-10.087774589740238,4533,0.3978729,0.0014123719
26.661251133759045,6.131147540983607,0.0,0.007519746,0.0016814971,-158.85245901639345,243208.39344262294,59.377049180327866,57.88261594940352,45.67213114754098,3.8688524590163933,489883,11050.605303049088,73.33874886624098,-10.875606114399064,4594,0.37154052,0.0016814971
24.57630457673438,2.9393939393939394,0.0,0.010204302,0.0020073536,-138.63636363636363,231672.24242424243,56.56060606060606,55.182410399241554,48.57575757575758,7.0606060606060606,499857,11217.399816989899,75.42369542326558,-10.248715612185466,4660,0.37324008,0.0020073536
30.416973563928494,7.403225806451613,0.0,0.007279418,0.0015067017,-181.29032258064515,243117.4193548387,59.354838709677416,57.877522654533784,45.66129032258065,2.596774193548387,509965,11360.951734542847,69.58302643607152,-11.900919387654053,4722,0.3949175,0.0015067017
24.655427232898834,2.9692307692307693,0.0,0.008031823,0.001495,-142.76923076923077,237126.8923076923,57.89230769230769,56.48378502029388,47.15384615384615,7.030769230769231,519986,11524.495253801346,75.34457276710114,-10.16876162008298,4787,0.35079613,0.001495
25.182767170225144,4.828125,0.0,0.008495246,0.0014699688,-145.46875,235584.0,57.515625,56.11233469678302,47.5625,5.171875,529886,11681.223168373108,74.81723282977485,-10.311070195382731,4851,0.3763743,0.0014699688
26.774209012809,5.403225806451613,0.0,0.005529891,0.0010963244,-162.74193548387098,247213.4193548387,60.354838709677416,58.82233737209715,44.66129032258065,4.596774193548387,539927,11829.83605337143,73.22579098719099,-10.74257478589101,4913,0.37905866,0.0010963244
23.11090233167237,3.34375,0.0,0.00818836,0.0013854959,-134.21875,238400.0,58.203125,56.78422624783884,46.828125,6.65625,549854,11983.956555843353,76.88909766832765,-9.512751434242919,4977,0.3554207,0.0013854959
23.823717361316643,4.682539682539683,0.0,0.0077447863,0.0016038062,-137.77777777777777,236592.7619047619,57.76190476190476,56.33617742392652,47.333333333333336,5.317460317460317,559875,12136.10809469223,76.17628263868338,-9.602895588551839,5040,0.34105504,0.0016038062
24.314668871548097,2.8,0.0,0.00652423,0.0005115738,-138.30769230769232,232526.76923076922,56.76923076923077,55.356297945326695,48.41538461538462,7.2,569947,12295.374175310135,75.68533112845189,-9.950225302035546,5105,0.28428322,0.0005115738
23.46824745115416,1.3181818181818181,0.0,0.0060886326,0.0014670349,-132.72727272727272,231299.87878787878,56.46969696969697,55.07616358904282,48.71212121212121,8.681818181818182,579976,12459.669507980347,76.53175254884587,-9.92167045400396,5171,0.28987145,0.0014670349
22.92111495292271,2.5303030303030303,0.0,0.01045695,0.002551574,-126.81818181818181,227079.75757575757,55.43939393939394,54.09376505889524,49.75757575757576,7.46969696969697,589862,12622.53494143486,77.07888504707729,-9.513379597386681,5237,0.36095157,0.002551574
24.68094609820879,6.7384615384615385,0.0,0.0076531083,0.0014177753,-146.6153846153846,241411.93846153846,58.93846153846154,57.479853756294894,46.09230769230769,3.2615384615384615,599955,12766.481626272202,75.3190539017912,-9.952271202478478,5302,0.36166847,0.0014177753
23.651495563670018,3.4393939393939394,0.0,0.010318787,0.0020872897,-131.96969696969697,229251.87878787878,55.96969696969697,54.57343465663413,49.27272727272727,6.5606060606060606,609966,12924.410264492035,76.34850443632999,-9.588548266074575,5368,0.3750059,0.0020872897
32.92527963033848,7.155172413793103,0.0,0.008419291,0.0010739148,-209.6551724137931,257483.0344827586,62.86206896551724,61.223999726809005,42.08620689655172,2.8448275862068964,619844,13068.70933175087,67.07472036966152,-13.096918985901139,5426,0.42969203,0.0010739148
24.04934255540498,3.6666666666666665,0.0,0.008196937,0.0012416751,-138.1818181818182,235085.57575757575,57.39393939393939,55.99180791405569,47.696969696969695,6.333333333333333,629949,13223.67547416687,75.950657444595,-9.888716834869141,5492,0.304756,0.0012416751
22.53018418438532,2.378787878787879,0.0,0.008997678,0.0014931585,-125.0,227638.30303030304,55.57575757575758,54.215667181389186,49.63636363636363,7.621212121212121,639897,13380.817020893097,77.46981581561467,-9.338694896853573,5558,0.30233228,0.0014931585
25.26156083185828,4.253968253968254,0.0,0.008647308,0.0012137338,-146.82539682539684,238283.17460317462,58.17460317460318,56.74981404461425,46.87301587301587,5.746031746031746,649890,13533.669202566147,74.73843916814172,-10.169317445886412,5621,0.33303103,0.0012137338
22.51968860804831,2.4545454545454546,0.0,0.009284508,0.0020660271,-126.51515151515152,231424.0,56.5,55.111785352738906,48.666666666666664,7.545454545454546,659914,13691.829866409302,77.48031139195167,-9.392340398021275,5687,0.32178062,0.0020660271
28.423456213618962,4.492063492063492,0.0,0.007852793,0.0011077173,-167.93650793650792,241794.03174603175,59.03174603174603,57.558315041519386,46.01587301587302,5.507936507936508,669979,13840.336159706116,71.57654378638102,-11.532655955463614,5750,0.37467843,0.0011077173
28.068740570722664,4.819672131147541,0.0,0.013384083,0.0008150568,-171.63934426229508,248915.9344262295,60.77049180327869,59.19923063211171,44.278688524590166,5.180327868852459,679881,13990.436799764633,71.93125942927732,-11.664858215707746,5811,0.3400303,0.0008150568
24.39124504040001,2.076923076923077,0.0,0.007363855,0.001670417,-140.92307692307693,237315.93846153846,57.93846153846154,56.49133988515064,47.184615384615384,7.923076923076923,689935,14149.534044981003,75.60875495959999,-10.042309614348834,5876,0.3082405,0.001670417
22.423657678584775,3.7846153846153845,0.0,0.007934259,0.0014868246,-128.30769230769232,234921.35384615386,57.353846153846156,55.94563367016793,47.753846153846155,6.2153846153846155,699972,14304.23681139946,77.57634232141524,-9.293154030030673,5941,0.3231073,0.0014868246
22.135763672479847,3.772727272727273,0.0,0.007652202,0.0011435156,-123.78787878787878,229748.36363636365,56.09090909090909,54.70937578301155,49.10606060606061,6.2272727272727275,709893,14457.288984775543,77.86423632752015,-9.155680919646683,6007,0.31918278,0.0011435156
26.326838562433817,4.741935483870968,0.0,0.00804064,0.0016800201,-158.5483870967742,244570.83870967742,59.70967741935484,58.20802074681882,45.32258064516129,5.258064516129032,719959,14602.98644566536,73.67316143756621,-10.62372887014926,6069,0.3373502,0.0016800201
23.970418528225395,3.984375,0.0,0.0077121034,0.001412724,-137.34375,234240.0,57.1875,55.78188292975949,47.9375,6.015625,729894,14753.254981040955,76.02958147177459,-9.875936801706777,6133,0.28713703,0.001412724
24.04704643489921,2.828125,0.0,0.008308736,0.0025040314,-137.34375,233792.0,57.078125,55.66778555114366,48.0625,7.171875,739981,14911.812722682953,75.95295356510077,-9.627491524536726,6197,0.32580996,0.0025040314
25.333994791133918,4.415384615384616,0.0,0.006848075,0.0013243402,-144.6153846153846,235173.4153846154,57.41538461538462,55.99597095574931,47.707692307692305,5.584615384615384,749921,15061.07205915451,74.66600520886607,-10.314401957217186,6262,0.33306453,0.0013243402
23.21982223126229,5.045454545454546,0.0,0.00767291,0.0018047058,-129.0909090909091,228072.72727272726,55.68181818181818,54.300943136468845,49.56060606060606,4.954545454545454,759966,15210.628571033478,76.7801777687377,-9.343529720574919,6328,0.32520595,0.0018047058
22.891363370811966,4.6923076923076925,0.0,0.008703288,0.0013004724,-126.92307692307692,227359.5076923077,55.50769230769231,54.154973955258185,49.69230769230769,5.3076923076923075,769997,15361.675778388977,77.108636629188,-9.105478106003186,6393,0.32921126,0.0013004724
26.004724263445816,4.661290322580645,0.0,0.0071409033,0.0010317876,-153.8709677419355,240078.4516129032,58.61290322580645,57.1606202975158,46.435483870967744,5.338709677419355,779954,15511.43264245987,73.99527573655419,-10.45496842723622,6455,0.32715514,0.0010317876
24.88661133573021,3.484375,0.0,0.009230065,0.0011400473,-144.0625,235968.0,57.609375,56.170833291045504,47.53125,6.515625,789875,15664.02272939682,75.11338866426978,-10.205339158687986,6519,0.28372282,0.0011400473
22.02579345948548,1.2878787878787878,0.0,0.009794543,0.0024807,-124.6969696969697,230989.57575757575,56.39393939393939,54.99696035244501,48.803030303030305,8.712121212121213,799921,15827.307501077652,77.97420654051454,-9.291431868566335,6585,0.32089356,0.0024807
25.862472894247706,5.161290322580645,0.0,0.008183433,0.0016155408,-153.06451612903226,241664.0,59.0,57.527962840765,46.04838709677419,4.838709677419355,809944,15972.60537648201,74.13752710575231,-10.315879964007657,6647,0.33095822,0.0016155408
23.63430545073358,2.712121212121212,0.0,0.0046206047,0.0010149133,-134.24242424242425,233347.87878787878,56.96969696969697,55.57592831230575,48.15151515151515,7.287878787878788,819963,16128.71420288086,76.36569454926642,-9.797365682755492,6713,0.29594493,0.0010149133
23.76638975599444,3.3846153846153846,0.0,0.010674919,0.0016979333,-134.0,230258.21538461538,56.215384615384615,54.840020504634325,48.95384615384615,6.615384615384615,829956,16287.759598493576,76.23361024400556,-9.658371886773118,6778,0.31845003,0.0016979333
22.692444780720457,5.107692307692307,0.0,0.0068805604,0.0013885645,-126.92307692307692,229123.93846153846,55.93846153846154,54.570812420031615,49.246153846153845,4.892307692307693,839896,16438.867104053497,77.30755521927956,-9.176162994796183,6843,0.29163897,0.0013885645
22.165044170111667,4.507462686567164,0.0,0.008405961,0.0021521559,-122.53731343283582,226747.223880597,55.35820895522388,53.98143361028362,49.91044776119403,5.492537313432836,849994,16590.753895998,77.83495582988829,-8.95709651302729,6910,0.3214224,0.0021521559
30.324150666976504,7.548387096774194,0.0,0.006191572,0.0012487018,-183.8709677419355,246354.5806451613,60.145161290322584,58.631647680358846,44.854838709677416,2.4516129032258065,859969,16734.99388384819,69.6758493330235,-12.031447482596692,6972,0.31881618,0.0012487018
22.88736376471732,4.4375,0.0,0.008651691,0.00095889467,-131.09375,235648.0,57.53125,56.10493580398653,47.59375,5.5625,869930,16882.78721523285,77.11263623528264,-9.318437343178294,7036,0.28097793,0.00095889467
24.465564869989848,1.3432835820895523,0.0,0.008722467,0.0016702573,-135.37313432835822,227419.7014925373,55.52238805970149,54.15857437336076,49.701492537313435,8.656716417910447,879909,17043.826315402985,75.53443513001018,-10.05744817067609,7103,0.27666768,0.0016702573
23.86231729620351,4.121212121212121,0.0,0.007742201,0.0009215942,-134.3939393939394,230989.57575757575,56.39393939393939,54.988049974198454,48.81818181818182,5.878787878787879,889974,17196.385632038116,76.13768270379649,-9.701026134505494,7169,0.314568,0.0009215942
26.39039782061227,5.758064516129032,0.0,0.004545296,0.00079688843,-157.58064516129033,242985.29032258064,59.32258064516129,57.830536996351434,45.725806451612904,4.241935483870968,899958,17343.802043437958,73.60960217938774,-10.708832099017846,7231,0.3104481,0.00079688843
22.444301257922234,3.8923076923076922,0.0,0.011467967,0.0018011535,-125.38461538461539,228997.9076923077,55.90769230769231,54.528180544987826,49.30769230769231,6.107692307692307,909924,17496.096961975098,77.55569874207778,-9.060241233634692,7296,0.3258609,0.0018011535
28.313884564941837,6.590163934426229,0.0,0.008724938,0.0014780582,-170.0,243476.9836065574,59.442622950819676,57.93611912895886,45.622950819672134,3.4098360655737703,919957,17641.450129032135,71.68611543505816,-11.137892241789562,7357,0.31393582,0.0014780582
22.71880533884424,4.523076923076923,0.0,0.0148881655,0.0014581573,-132.46153846153845,237820.06153846154,58.06153846153846,56.61455791853568,47.04615384615385,5.476923076923077,929962,17791.253303289413,77.28119466115577,-9.450962616065997,7422,0.24294297,0.0014581573
24.76000267348141,2.0,0.0,0.0088572465,0.0022717384,-139.69230769230768,231077.4153846154,56.41538461538462,55.021533800013934,48.76923076923077,8.0,939929,17950.796454668045,75.23999732651856,-10.319435542723125,7487,0.2523212,0.0022717384
24.284410899152505,3.1538461538461537,0.0,0.009747437,0.0023549919,-137.84615384615384,233535.0153846154,57.01538461538462,55.59515715322259,48.15384615384615,6.846153846153846,949863,18109.85644221306,75.71558910084748,-10.016384849891422,7552,0.30284926,0.0023549919
25.396164888079056,5.904761904761905,0.0,0.0065397206,0.0012697608,-150.15873015873015,241794.03174603175,59.03174603174603,57.57475395842079,45.98412698412698,4.095238095238095,959924,18258.223623514175,74.60383511192092,-10.134826219903388,7615,0.29741466,0.0012697608
30.15291922898652,6.711864406779661,0.0,0.008548335,0.0015454455,-184.57627118644066,248467.5254237288,60.66101694915254,59.11955208801865,44.33898305084746,3.288135593220339,969902,18402.448310613632,69.84708077101347,-11.925321150266022,7674,0.29515395,0.0015454455
26.88074918719092,6.403225806451613,0.0,0.0034504584,0.00075141416,-160.6451612903226,242985.29032258064,59.32258064516129,57.81647039212058,45.75806451612903,3.596774193548387,979961,18548.119308948517,73.11925081280911,-10.843789104650275,7736,0.26697102,0.00075141416
25.58996724222121,5.241935483870968,0.0,0.006916742,0.0016368893,-147.41935483870967,235453.93548387097,57.483870967741936,56.07375708924466,47.61290322580645,4.758064516129032,989937,18700.99254179001,74.4100327577788,-10.011040242807255,7798,0.2638572,0.0016368893
23.597512854816816,3.1515151515151514,0.0,0.0068076532,0.0013607598,-130.3030303030303,226459.15151515152,55.28787878787879,53.97258617575333,49.86363636363637,6.848484848484849,999869,18859.501571893692,76.40248714518319,-9.563744505968083,7864,0.26919708,0.0013607598
25.635402262091098,4.523076923076923,0.0,0.0091437735,0.0014609967,-148.76923076923077,236559.75384615385,57.753846153846155,56.315789386331076,47.36923076923077,5.476923076923077,1009935,19008.09589242935,74.3645977379089,-10.484779634083775,7929,0.27585113,0.0014609967
23.638468130966334,3.3692307692307693,0.0,0.009839315,0.0016920721,-138.0,239017.35384615386,58.353846153846156,56.91181650918722,46.707692307692305,6.630769230769231,1019914,19163.504281044006,76.36153186903364,-9.976250360396127,7994,0.28325382,0.0016920721
28.528734917085934,5.60655737704918,0.0,0.009346589,0.0017396515,-172.95081967213116,246632.9180327869,60.21311475409836,58.69853679487653,44.78688524590164,4.39344262295082,1029871,19311.253970384598,71.47126508291407,-11.355296338351787,8055,0.28972185,0.0017396515
23.892322235791237,2.791044776119403,0.0,0.010285135,0.00174513,-137.01492537313433,233594.26865671642,57.02985074626866,55.61297736667592,48.134328358208954,7.208955223880597,1039983,19469.462473869324,76.10767776420874,-10.036248944176723,8122,0.2955769,0.00174513
28.348610503605602,5.932203389830509,0.0,0.008291884,0.0018764819,-171.6949152542373,246176.54237288135,60.101694915254235,58.601175897481625,44.88135593220339,4.067796610169491,1049864,19614.44693684578,71.65138949639442,-11.240860109872981,8181,0.2664162,0.0018764819
23.41310955155893,2.5384615384615383,0.0,0.009979793,0.002756543,-133.3846153846154,233156.92307692306,56.92307692307692,55.51675744290708,48.23076923076923,7.461538461538462,1059868,19770.08653664589,76.58689044844108,-9.606282687260103,8246,0.2933348,0.002756543
26.933255823537735,5.828125,0.0,0.007988192,0.0013879648,-157.03125,238144.0,58.140625,56.709900654966134,46.921875,4.171875,1069954,19919.88728427887,73.06674417646227,-10.932492674150241,8310,0.2456372,0.0013879648
23.504534193451036,3.621212121212121,0.0,0.009403506,0.0023726926,-136.06060606060606,237009.45454545456,57.86363636363637,56.43710532074372,47.22727272727273,6.378787878787879,1079999,20078.97659111023,76.49546580654896,-10.007997854059425,8376,0.2909664,0.0023726926
26.8124044357725,6.492063492063492,0.0,0.007963937,0.00084020523,-157.46031746031747,240038.60317460317,58.6031746031746,57.16921038152012,46.41269841269841,3.507936507936508,1089906,20223.805625915527,73.18759556422748,-10.702856731988883,8439,0.2456709,0.00084020523
24.299119813737327,4.2615384615384615,0.0,0.009152338,0.0019572435,-139.07692307692307,234354.21538461538,57.215384615384615,55.82254754185667,47.87692307692308,5.7384615384615385,1099932,20376.85408473015,75.70088018626268,-9.900648571609889,8504,0.26104805,0.0019572435
25.043039561450303,4.151515151515151,0.0,0.008546232,0.0013685266,-146.36363636363637,239988.36363636365,58.59090909090909,57.122895607189676,46.5,5.848484848484849,1109990,20526.696577072144,74.95696043854969,-10.448415423282857,8570,0.26030263,0.0013685266
26.335747894926232,5.67741935483871,0.0,0.008147231,0.0015137143,-157.25806451612902,242390.70967741936,59.17741935483871,57.711709696467224,45.83870967741935,4.32258064516129,1119857,20672.705450057983,73.66425210507377,-10.728681151589377,8632,0.2186149,0.0015137143
