TimeElapsed,surrgain,Tbt,Ptt,AttC,MpbtN,Tmt,meankl,optimgain,entropy,TtR,entloss,Tmc,MpbtA,MtR,AttNC,EpisodesSoFar,TimestepsSoFar
1542.555246591568,0.009397905,329248.9356725146,78.22586030830387,3.0,94.7416214705981,80.38304093567251,0.009313499,0.009397905,0.6839241,-228.4078947368421,0.0,23.609649122807017,5.258378529401791,-71.15961381607025,0.0,684,9999
2882.590898513794,0.006032958,330148.8219178082,78.4328058655239,3.0,93.92753216638255,80.6027397260274,0.009207508,0.006032958,0.6571478,-227.07534246575344,0.0,23.386986301369863,6.0724678336174005,-69.89595063015439,0.0,1268,19998
3991.813439130783,0.0084161395,332037.806185567,78.86124089046915,3.0,92.64089215821,81.06391752577319,0.008868176,0.0084161395,0.61575377,-225.24742268041237,0.0,22.927835051546392,7.3591078417898785,-68.21218269925231,0.0,1753,29993
4863.580931663513,0.007946322,332998.5306122449,79.08021622823063,3.0,91.83892564274502,81.2984693877551,0.009072471,0.007946322,0.56302434,-223.92091836734693,0.0,22.691326530612244,8.161074357254973,-66.29623123371348,0.0,2145,39990
5483.857157468796,0.008445234,333511.85130111524,79.19561703135153,3.0,89.74393544915732,81.42379182156134,0.008806502,0.008445234,0.51368403,-219.15613382899627,0.0,22.568773234200744,10.256064550842744,-61.74519271856348,0.0,2414,49994
5820.650388479233,0.006543876,331421.0133333333,78.72482414027144,3.0,86.01012696051413,80.91333333333333,0.007881737,0.006543876,0.47015393,-208.76,0.0,23.073333333333334,13.989873039485895,-52.7007067412106,0.0,2564,59964
5995.908406496048,0.004648382,328616.22857142857,78.07840657014148,2.9285714285714284,77.50237562544719,80.22857142857143,0.008006061,0.004648382,0.42536557,-186.68571428571428,0.0,23.771428571428572,22.49762437455284,-40.03157996478195,0.07142857142857142,2634,69955
6111.236113548279,0.0029672827,323770.1818181818,76.97986171623218,1.5227272727272727,69.30506893072591,79.04545454545455,0.008153651,0.0029672827,0.42074403,-164.45454545454547,0.0,24.954545454545453,30.69493106927409,-32.70261442461458,1.4772727272727273,2678,79859
6262.160238981247,0.004000216,330917.1612903226,78.64124347328908,2.838709677419355,74.49777198807666,80.79032258064517,0.0071456647,0.004000216,0.41111636,-180.6290322580645,0.0,23.161290322580644,25.50222801192332,-37.595067114516134,0.16129032258064516,2740,89962
6382.43431520462,0.002189924,323584.0,76.9359626961377,1.3333333333333333,66.09792972898826,79.0,0.0062194616,0.002189924,0.38538527,-156.92857142857142,0.0,25.0,33.90207027101174,-30.693204119028948,1.6666666666666667,2782,99959
6514.801890850067,0.003640056,326025.8461538461,77.4920426911235,2.480769230769231,69.55073784991076,79.59615384615384,0.0065878727,0.003640056,0.36737737,-166.21153846153845,0.0,24.403846153846153,30.449262150089247,-33.132425125263225,0.5192307692307693,2834,109989
6629.037768125534,0.003213097,324851.8095238095,77.22501866276559,0.9523809523809523,66.82527722804407,79.30952380952381,0.006768294,0.003213097,0.35676217,-159.21428571428572,0.0,24.69047619047619,33.17472277195596,-31.54460461773559,2.0476190476190474,2876,119947
6759.629136800766,0.004331758,323262.7450980392,76.87874495994362,2.3333333333333335,69.99084180540953,78.92156862745098,0.0070419777,0.004331758,0.32988808,-166.11764705882354,0.0,25.058823529411764,30.009158194590455,-34.13516497165373,0.6666666666666666,2927,129804
6871.212952375412,0.0025345285,324364.1904761905,77.09935615210728,1.2619047619047619,66.07658650111505,79.19047619047619,0.006991421,0.0025345285,0.3502433,-157.28571428571428,0.0,24.833333333333332,33.92341349888496,-31.218331221138754,1.7380952380952381,2969,139810
