MtR,AttC,TimeElapsed,AttNC,EpisodesSoFar,TimestepsSoFar,meankl,optimgain,entloss,TtR,Fce,surrgain,entropy
23.06807443662071,7.097560975609756,12866.16450881958,2.902439024390244,5432,1319802,0.010174751,1.13372806e-07,0.0,400.0,0.16,1.13372806e-07,5.1654663
23.1772175752157,6.65,12977.94350361824,3.35,5472,1329802,0.0101747215,2.7236938e-08,0.0,401.25,0.16050000000000003,2.7236938e-08,5.067858
23.09616749025618,6.6,13070.695132255554,3.4,5517,1339965,0.008933102,1.0528564e-07,0.0,400.44444444444446,0.170926278659612,1.0528564e-07,5.1654663
23.248586120999036,6.682926829268292,13166.258784294128,3.317073170731707,5558,1349968,0.008933204,7.8430176e-08,0.0,407.3170731707317,0.1629268292682927,7.8430176e-08,5.262986
23.016972544977992,6.341463414634147,13264.397050142288,3.658536585365854,5599,1359764,0.010174863,9.307861e-08,0.0,397.5609756097561,0.16234273044029143,9.307861e-08,5.1654663
24.220113438421453,6.975,13359.556629657745,3.025,5639,1369764,0.010174781,6.484986e-08,0.0,422.5,0.16899999999999998,6.484986e-08,5.067858
23.241330929345743,6.463414634146342,13458.30300617218,3.5365853658536586,5680,1379771,0.010174781,7.8125e-08,0.0,408.2926829268293,0.16331707317073174,7.8125e-08,4.9702187
21.966853587328803,6.744186046511628,13554.089282751083,3.255813953488372,5723,1389832,0.008933204,6.2408446e-08,0.0,378.6046511627907,0.16151798309937843,6.2408446e-08,5.067858
24.64804032495159,6.3,13652.808223962784,3.7,5763,1399832,0.010174163,4.7912597e-08,0.0,423.0,0.1692,4.7912597e-08,4.9702187
22.65815852338615,6.857142857142857,13746.9113509655,3.142857142857143,5805,1409870,0.010169499,1.6174317e-08,0.0,394.2857142857143,0.16214333814333812,1.6174317e-08,4.8726244
23.12012123771435,6.975,13851.196957111359,3.025,5845,1419870,0.010174781,7.93457e-08,0.0,404.5,0.1618,7.93457e-08,4.7751293
24.066591912277644,6.463414634146342,13947.162727117538,3.5365853658536586,5886,1429899,0.008933204,2.5543213e-07,0.0,418.780487804878,0.1697426408746846,2.5543213e-07,4.8726244
24.259699543888306,6.365853658536586,14044.45645904541,3.6341463414634148,5927,1439912,0.008933196,1.2268066e-07,0.0,421.9512195121951,0.1687804878048781,1.2268066e-07,4.97023
20.625579847941065,7.046511627906977,14138.238933086395,2.953488372093023,5970,1449774,0.010174751,1.9348144e-07,0.0,360.93023255813955,0.15103540305561572,1.9348144e-07,4.8726244
23.77940257684826,7.05,14237.066266536713,2.95,6010,1459774,0.008933416,8.331299e-08,0.0,414.75,0.1659,8.331299e-08,4.97023
21.601910489826917,6.976744186046512,14330.604317426682,3.0232558139534884,6053,1469861,0.010174744,1.4282226e-07,0.0,379.5348837209302,0.15557998590556732,1.4282226e-07,4.8726244
22.686850945251873,6.634146341463414,14431.807931661606,3.3658536585365852,6094,1479872,0.008933102,6.744385e-08,0.0,395.1219512195122,0.15804878048780488,6.744385e-08,4.9702306
21.649743734923348,6.829268292682927,14532.179316043854,3.1707317073170733,6135,1489887,0.010174387,8.8500975e-09,0.0,387.8048780487805,0.15970731707317073,8.8500975e-09,4.8726244
23.308873614512365,6.3023255813953485,14630.835094928741,3.697674418604651,6178,1499956,0.0089293895,2.8152465e-08,0.0,403.48837209302326,0.1684986035367782,2.8152465e-08,4.9702277
22.821691294117514,7.025,14736.876029491425,2.975,6218,1509956,0.010174781,1.7868042e-07,0.0,401.5,0.16060000000000002,1.7868042e-07,4.8726206
22.512774369937265,6.878048780487805,14830.885796785355,3.1219512195121952,6259,1519963,0.010173291,1.2207031e-08,0.0,395.1219512195122,0.1614355400696864,1.2207031e-08,4.7750955
22.68203468962605,6.804878048780488,14935.622184753418,3.1951219512195124,6300,1529982,0.008932718,7.5683595e-08,0.0,395.609756097561,0.15943003851091142,7.5683595e-08,4.872621
21.495799489341767,7.116279069767442,15035.109744787216,2.883720930232558,6343,1539940,0.0089311935,2.5024415e-08,0.0,367.4418604651163,0.152879792924333,2.5024415e-08,4.9702187
21.41807925030685,7.186046511627907,15136.57343173027,2.813953488372093,6386,1549969,0.008933204,1.3580322e-07,0.0,378.83720930232556,0.1590077519379845,1.3580322e-07,5.0678587
22.766763573193387,6.804878048780488,15231.155367136002,3.1951219512195124,6427,1559996,0.010174781,7.5683595e-08,0.0,404.6341463414634,0.1642710027100271,7.5683595e-08,4.9702187
22.551836474757337,6.232558139534884,15332.62099981308,3.7674418604651163,6470,1569930,0.010174639,3.1433107e-08,0.0,389.5348837209302,0.16237437226905282,3.1433107e-08,4.8726206
22.442867056499594,6.690476190476191,15427.698342561722,3.3095238095238093,6512,1579980,0.010112762,3.8146974e-09,0.0,387.14285714285717,0.16053324453324455,3.8146974e-09,4.7753778
22.805143020174725,6.7073170731707314,15532.902257204056,3.292682926829268,6553,1589991,0.008933102,4.4342042e-07,0.0,401.219512195122,0.1604878048780488,4.4342042e-07,4.8729844
22.83126293067203,7.512195121951219,15628.393490552902,2.4878048780487805,6594,1599781,0.008932931,7.4920656e-08,0.0,394.1463414634146,0.162752198180289,7.4920656e-08,4.970508
24.48914576926972,6.0,15728.177726984024,4.0,6635,1609850,0.010173768,1.2176514e-07,0.0,427.8048780487805,0.17240155531990103,1.2176514e-07,4.872985
22.36731214691384,6.904761904761905,15830.700041770935,3.0952380952380953,6677,1619755,0.008923402,1.3122558e-08,0.0,383.3333333333333,0.1612703583336495,1.3122558e-08,4.9704623
