meankl,EpisodesSoFar,Ptt,AttNC,AttC,surrgain,entloss,TtR,optimgain,entropy,MtR,Tmt,Tmc,Tbt,TimeElapsed,MpbtN,TimestepsSoFar,MpbtA
0.0036388584,4516,79.65054602161926,0.8205128205128205,0.1794871794871795,0.003910428,0.0,-68.38461538461539,0.003910428,0.23907192,-38.69122244494819,81.8974358974359,22.076923076923077,335451.89743589744,11469.380291461945,83.4553143392817,319879,16.544685660718304
0.0030180297,4554,80.72033433988912,0.9210526315789473,0.07894736842105263,0.0020484857,0.0,-69.65789473684211,0.0020484857,0.24126264,-39.716233568431356,83.02631578947368,20.92105263157895,340075.7894736842,11577.181564331055,83.82797964809096,329759,16.172020351909037
0.009495484,4592,81.10409947152432,0.8421052631578947,0.15789473684210525,0.004507581,0.0,-69.60526315789474,0.004507581,0.31931156,-38.8552149418423,83.39473684210526,20.5,341584.84210526315,11684.880895614624,83.42395939583993,339989,16.576040604160053
0.0075765275,4641,80.86909572332424,0.4489795918367347,0.5510204081632653,0.011363897,0.0,-70.0204081632653,0.011363897,0.22962312,-43.69066886403465,83.14285714285714,20.755102040816325,340553.14285714284,11821.689006328583,84.21404918418938,349979,15.78595081581062
0.004385423,4678,79.69206107856482,0.8648648648648649,0.13513513513513514,0.0045726956,0.0,-66.94594594594595,0.0045726956,0.2888031,-37.18815837991992,81.91891891891892,22.027027027027028,335539.8918918919,11931.750989437103,81.63155156463031,359922,18.368448435369686
0.003195909,4718,80.32707884067135,0.65,0.35,0.0036597992,0.0,-68.275,0.0036597992,0.25778526,-38.9860121465284,82.625,21.35,338432.0,12045.451459169388,82.62036556598363,369946,17.379634434016346
0.0059861992,4756,80.84073339605214,0.8157894736842105,0.18421052631578946,0.00429592,0.0,-68.89473684210526,0.00429592,0.29468596,-38.417617396936805,83.13157894736842,20.789473684210527,340506.94736842107,12148.740355968475,82.82713638830026,379929,17.17286361169972
0.0029997188,4799,79.87528927155402,0.3953488372093023,0.6046511627906976,0.0024430817,0.0,-68.4186046511628,0.0024430817,0.27593878,-39.51169735938151,82.13953488372093,21.837209302325583,336443.5348837209,12268.584468364716,83.3057647437431,389747,16.694235256256917
0.0049250596,4841,79.57240521640158,0.5714285714285714,0.42857142857142855,0.0038062835,0.0,-66.69047619047619,0.0038062835,0.26903555,-37.68737649883586,81.83333333333333,22.166666666666668,335189.3333333333,12382.861530303955,81.46525709441104,399935,18.534742905588928
0.005242526,4879,79.46754105075168,0.7894736842105263,0.21052631578947367,0.004737259,0.0,-66.02631578947368,0.004737259,0.25905663,-37.435223876950516,81.65789473684211,22.263157894736842,334470.7368421053,12494.60424232483,80.81432062221782,409872,19.18567937778218
0.00565346,4918,80.69370242765198,0.7692307692307693,0.23076923076923078,0.003775479,0.0,-68.66666666666667,0.003775479,0.26142266,-38.45170320883557,82.97435897435898,20.94871794871795,339862.9743589744,12605.17451095581,82.73372734732364,419848,17.26627265267636
0.006669978,4958,80.31982728255257,0.825,0.175,0.005950757,0.0,-69.75,0.005950757,0.22237872,-41.206862510671975,82.575,21.35,338227.2,12717.944735527039,84.41690652049378,429748,15.583093479506218
0.0064378427,4996,79.92217379988607,0.8421052631578947,0.15789473684210525,0.0045505036,0.0,-68.34210526315789,0.0045505036,0.2587131,-37.49045870762735,82.21052631578948,21.789473684210527,336734.3157894737,12825.169581651688,83.1375762564071,439950,16.86242374359288
0.008676071,5033,79.66726378578721,0.8108108108108109,0.1891891891891892,0.005243408,0.0,-66.97297297297297,0.005243408,0.29441795,-37.311843865954806,81.89189189189189,22.054054054054053,335429.1891891892,12935.443604707718,81.74866163364003,449813,18.251338366359985
0.006081114,5075,80.35803167341508,0.7380952380952381,0.2619047619047619,0.004570981,0.0,-67.26190476190476,0.004570981,0.22549687,-39.56743176729441,82.61904761904762,21.30952380952381,338407.61904761905,13050.845186710358,81.36352304363747,459881,18.63647695636252
0.0050387117,5113,80.45643647511044,0.8421052631578947,0.15789473684210525,0.0038347626,0.0,-67.76315789473684,0.0038347626,0.26043832,-38.19665792439806,82.76315789473684,21.210526315789473,338997.8947368421,13157.211861610413,81.84091483343282,469922,18.159085166567166
0.0045632143,5152,80.51081118965912,0.8717948717948718,0.1282051282051282,0.0038573472,0.0,-68.7948717948718,0.0038573472,0.24800466,-39.027627157897,82.82051282051282,21.153846153846153,339232.8205128205,13266.621180295944,83.06727830038268,479869,16.93272169961734
0.010923473,5189,80.12845252190299,0.8918918918918919,0.10810810810810811,0.0073041627,0.0,-67.0,0.0073041627,0.30642056,-37.60018915104695,82.43243243243244,21.56756756756757,337643.24324324325,13371.424874067307,81.24824876172333,489893,18.751751238276665
0.0060970336,5231,79.69657628125518,0.7142857142857143,0.2857142857142857,0.007295379,0.0,-67.19047619047619,0.007295379,0.25364867,-40.06546485490041,81.92857142857143,22.023809523809526,335579.4285714286,13487.581555366516,81.9440102593256,499868,18.055989740674402
0.0050306963,5271,80.72362065341633,0.725,0.275,0.0027709717,0.0,-67.625,0.0027709717,0.2665082,-38.74849070939428,83.05,20.925,340172.8,13592.618267774582,81.36873443833764,509960,18.63126556166236
0.0066671064,5312,79.99142421173578,0.5609756097560976,0.43902439024390244,0.004249594,0.0,-67.8048780487805,0.004249594,0.2281992,-39.75384512219358,82.2439024390244,21.70731707317073,336871.0243902439,13706.08805179596,82.39188875631653,519772,17.60811124368349
0.008186397,5352,80.95601753456053,0.725,0.275,0.0053233323,0.0,-68.95,0.0053233323,0.26667744,-39.37330542139229,83.3,20.675,341196.8,13814.50844502449,82.74997959176592,529930,17.25002040823409
0.0028679958,5391,80.0998161781471,0.5897435897435898,0.41025641025641024,0.0012061222,0.0,-66.0,0.0012061222,0.26985365,-37.162295331883826,82.35897435897436,21.58974358974359,337342.358974359,13925.664556741714,80.09286792903742,539780,19.907132070962582
0.0054032775,5431,79.91343901341197,0.675,0.325,0.003398523,0.0,-65.7,0.003398523,0.2842689,-37.42724385641329,82.2,21.8,336691.2,14036.490314722061,79.91919062153808,549975,20.08080937846192
0.004702641,5473,79.8484383161346,0.6190476190476191,0.38095238095238093,0.0036218262,0.0,-67.26190476190476,0.0036218262,0.27578714,-38.72197242367771,82.07142857142857,21.857142857142858,336164.5714285714,14152.845584392548,81.92997864332986,559984,18.07002135667017
0.007431854,5512,79.53732485204502,0.6153846153846154,0.38461538461538464,0.0052456725,0.0,-65.43589743589743,0.0052456725,0.27515113,-37.15385103388204,81.7948717948718,22.205128205128204,335031.7948717949,14261.107865333557,79.9809564891927,569861,20.019043510807276
0.005177944,5552,80.67601342989845,0.725,0.275,0.0046796747,0.0,-66.525,0.0046796747,0.2605344,-37.57372855383039,83.0,20.975,339968.0,14370.671847820282,80.15434912199069,579892,19.845650878009312
0.0055523836,5592,80.45920248867455,0.85,0.15,0.003205536,0.0,-66.475,0.003205536,0.27331543,-38.6895148702688,82.725,21.2,338841.6,14482.342489480972,80.3092057374193,589953,19.690794262580702
0.004428702,5633,80.19306745664215,0.7073170731707317,0.2926829268292683,0.002595752,0.0,-66.90243902439025,0.002595752,0.26674,-37.959114064884176,82.4390243902439,21.48780487804878,337670.243902439,14594.25073313713,81.12080651615304,599992,18.879193483846958
0.0062131793,5671,79.77287553373736,0.8157894736842105,0.18421052631578946,0.0031575577,0.0,-65.73684210526316,0.0031575577,0.28225225,-37.21380219772011,82.02631578947368,21.94736842105263,335979.7894736842,14703.402092456818,80.08569464157218,609757,19.914305358427796
0.0037135736,5715,80.20387975531064,0.5909090909090909,0.4090909090909091,0.0044624275,0.0,-66.6590909090909,0.0044624275,0.24105093,-39.338503094635705,82.47727272727273,21.477272727272727,337826.9090909091,14821.224311351776,80.78426033600554,619939,19.215739663994455
0.004884905,5755,80.18828441656669,0.6,0.4,0.0031557586,0.0,-65.65,0.0031557586,0.24131015,-38.078079841141985,82.475,21.5,337817.6,14934.504232406616,79.52600542064513,629878,20.473994579354873
0.0058287,5794,80.52593975892668,0.7692307692307693,0.23076923076923078,0.002660978,0.0,-65.8974358974359,0.002660978,0.25383955,-37.32908753294303,82.7948717948718,21.128205128205128,339127.7948717949,15040.425526618958,79.58751690739811,639877,20.41248309260187
0.0070484895,5832,80.18588924217136,0.9473684210526315,0.05263157894736842,0.005933922,0.0,-65.28947368421052,0.005933922,0.28185895,-37.13842917101997,82.44736842105263,21.5,337704.4210526316,15145.984387636185,79.15069796361821,649890,20.84930203638179
0.005635673,5872,80.48013988655404,0.85,0.15,0.0033638398,0.0,-66.85,0.0033638398,0.27446613,-37.875499847995926,82.725,21.175,338841.6,15252.938652515411,80.80054398089166,659989,19.19945601910836
0.008832016,5915,80.59847496003556,0.627906976744186,0.37209302325581395,0.008759329,0.0,-67.11627906976744,0.008759329,0.23776303,-39.010717202445065,82.86046511627907,21.046511627906977,339396.4651162791,15368.120198488235,80.94752292764586,669874,19.05247707235415
