MpbtA,Ptt,MtR,TtR,MpbtN,Tmc,TimeElapsed,surrgain,AttC,TimestepsSoFar,Tbt,entloss,Tmt,entropy,optimgain,AttNC,EpisodesSoFar,meankl
67.10919392041517,61.43462333879379,-13.200602402852505,-208.64406779661016,32.89080607958484,41.86440677966102,8049.158844709396,0.0028818967,8.067796610169491,259938,258464.54237288135,0.0,63.101694915254235,0.4250921,0.0028818967,1.9322033898305084,3292,0.0027481134
70.2293999321349,60.62059268604705,-12.31073477591043,-185.86206896551724,29.770600067865097,42.741379310344826,8224.162088632584,0.0027989612,7.327586206896552,269886,255011.3103448276,0.0,62.258620689655174,0.42583218,0.0027989612,2.6724137931034484,3350,0.003927867
66.80235612328396,61.32466975186588,-13.506840758707565,-210.0,33.197643876716036,41.983050847457626,8372.725724697113,0.002904018,8.067796610169491,279861,257978.57627118644,0.0,62.983050847457626,0.4401284,0.002904018,1.9322033898305084,3409,0.0032668298
67.3928758951692,61.21967351936362,-13.380602663593054,-205.83333333333334,32.60712410483081,42.083333333333336,8532.878575086594,0.0026278961,8.316666666666666,289952,257433.6,0.0,62.85,0.42677718,0.0026278961,1.6833333333333333,3469,0.0025643215
69.41006863602183,60.70967373591964,-12.486451564243813,-190.83333333333334,30.58993136397818,42.65,8686.02314734459,0.0034396853,8.116666666666667,299990,255385.6,0.0,62.35,0.43755656,0.0034396853,1.8833333333333333,3529,0.0037590472
65.4957978209359,61.808377771550866,-14.086858271522082,-220.49180327868854,34.50420217906411,41.47540983606557,8870.580758333206,0.003119379,8.852459016393443,309871,260129.5737704918,0.0,63.50819672131148,0.43894446,0.003119379,1.1475409836065573,3590,0.0043931743
66.46971400286313,61.60599712249747,-13.661612052805404,-213.83333333333334,33.530285997136865,41.666666666666664,9022.964389801025,0.003459328,8.8,319882,259072.0,0.0,63.25,0.4415146,0.003459328,1.2,3650,0.0038354376
65.83957112965005,61.188741592213034,-13.939165285587093,-216.77966101694915,34.16042887034995,42.101694915254235,9193.630377054214,0.0032222192,8.305084745762711,329998,257214.91525423728,0.0,62.79661016949152,0.4362107,0.0032222192,1.694915254237288,3709,0.0027238335
67.19837993487049,61.56857302259279,-13.406665022454256,-208.47457627118644,32.80162006512952,41.728813559322035,9347.454280138016,0.0036320111,7.898305084745763,339845,259089.35593220338,0.0,63.25423728813559,0.42212534,0.0036320111,2.1016949152542375,3768,0.0030790693
66.438868495231,61.770051774731876,-13.785600034229642,-213.38983050847457,33.561131504769,41.49152542372882,9518.515317678452,0.0037234668,8.423728813559322,349885,259783.59322033898,0.0,63.42372881355932,0.43759438,0.0037234668,1.576271186440678,3827,0.0037875555
67.81598429044222,60.88956522430644,-13.499199078346756,-202.0,32.184015709557784,42.46666666666667,9684.936976671219,0.0034833679,7.55,359878,256204.8,0.0,62.55,0.41065398,0.0034833679,2.45,3887,0.0031100244
69.51904580967566,60.61336852512978,-12.546456493470009,-190.0,30.480954190324354,42.758620689655174,9859.325766086578,0.0027803537,6.896551724137931,369948,255011.3103448276,0.0,62.258620689655174,0.41339442,0.0027803537,3.103448275862069,3945,0.0026280964
67.52058894230348,60.953882726286054,-13.54105137857753,-203.5593220338983,32.479411057696524,42.389830508474574,10016.546602725983,0.0028986211,7.47457627118644,379961,256451.25423728814,0.0,62.610169491525426,0.42897746,0.0028986211,2.5254237288135593,4004,0.003092551
66.38233211884564,61.63451074119024,-13.969468508536368,-214.13793103448276,33.61766788115435,41.6551724137931,10173.879839658737,0.0028524133,7.379310344827586,389941,259319.1724137931,0.0,63.310344827586206,0.4260733,0.0028524133,2.6206896551724137,4062,0.0026393158
68.14956953856358,60.80856846833591,-13.059726779196838,-198.59649122807016,31.850430461436446,42.54385964912281,10347.589980602264,0.0028277044,7.719298245614035,399837,255820.35087719298,0.0,62.45614035087719,0.41418704,0.0028277044,2.280701754385965,4119,0.0028369618
68.6505874361211,60.86753969065891,-12.85848936871309,-197.04918032786884,31.349412563878907,42.47540983606557,10513.02657699585,0.002995114,7.655737704918033,409964,256033.5737704918,0.0,62.50819672131148,0.3974832,0.002995114,2.3442622950819674,4180,0.0026168216
68.7937795120887,59.720530340386,-13.107468720854266,-191.66666666666666,31.206220487911313,43.7,10681.822865486145,0.003583414,6.766666666666667,419974,251084.8,0.0,61.3,0.39212418,0.003583414,3.2333333333333334,4240,0.0030580482
68.44280377186723,60.31653540897269,-13.06191631577013,-195.5,31.557196228132764,43.06666666666667,10833.237200021744,0.0031260387,7.566666666666666,429876,253678.93333333332,0.0,61.93333333333333,0.3895963,0.0031260387,2.433333333333333,4300,0.0026307728
71.70273039658667,59.09834458096794,-11.842387432790995,-172.16666666666666,28.29726960341333,44.36666666666667,11016.105305433273,0.0026920831,6.833333333333333,439873,248422.4,0.0,60.65,0.40678257,0.0026920831,3.1666666666666665,4360,0.0031442933
69.57302535805476,59.81644828524225,-12.407887566013462,-188.135593220339,30.426974641945254,43.59322033898305,11167.17397236824,0.0027916702,8.084745762711865,449791,251452.74576271186,0.0,61.389830508474574,0.417049,0.0027916702,1.9152542372881356,4419,0.0025232064
69.546324848979,60.75354000633436,-12.722714710250612,-190.5084745762712,30.453675151021,42.610169491525426,11346.162732124329,0.003083397,7.694915254237288,459906,255618.16949152542,0.0,62.40677966101695,0.42386016,0.003083397,2.305084745762712,4478,0.00427984
68.0817091589845,61.54895361063892,-13.24792328711756,-204.2622950819672,31.918290841015494,41.721311475409834,11494.830020189285,0.002596151,8.245901639344263,469924,258786.62295081967,0.0,63.18032786885246,0.43005028,0.002596151,1.7540983606557377,4539,0.0036754066
62.59255312338456,61.73426298437028,-15.231325979048236,-239.19354838709677,37.40744687661544,41.54838709677419,11672.46832227707,0.003823374,8.85483870967742,479966,259765.67741935485,0.0,63.41935483870968,0.43724543,0.003823374,1.1451612903225807,4601,0.0038639917
66.01677066147899,61.96672208892422,-13.929249172905928,-218.47457627118644,33.98322933852101,41.28813559322034,11823.944524288177,0.002903165,8.338983050847459,489849,260686.10169491524,0.0,63.644067796610166,0.45195153,0.002903165,1.6610169491525424,4660,0.0034039728
65.5392911927005,60.27858290639668,-13.792235684127414,-215.33333333333334,34.4607088072995,43.1,11996.049108743668,0.0027236224,8.533333333333333,499900,253474.13333333333,0.0,61.88333333333333,0.45213524,0.0027236224,1.4666666666666666,4720,0.0027871586
62.32680668157511,62.235451567027944,-15.134018884137726,-242.58064516129033,37.673193318424886,41.016129032258064,12150.14375925064,0.0034862293,9.112903225806452,509975,261945.8064516129,0.0,63.95161290322581,0.44688624,0.0034862293,0.8870967741935484,4782,0.0033186374
65.24157486064314,61.10584034609966,-13.914580083998839,-219.32203389830508,34.75842513935686,42.220338983050844,12316.886987447739,0.003109878,8.745762711864407,519891,257076.06779661018,0.0,62.76271186440678,0.42706794,0.003109878,1.2542372881355932,4841,0.003864967
67.6902422420631,59.85574169956444,-13.323196699774881,-200.0,32.30975775793689,43.559322033898304,12477.544753789902,0.0035386963,7.322033898305085,529825,251661.01694915254,0.0,61.440677966101696,0.40688553,0.0035386963,2.6779661016949152,4900,0.004430279
68.91757377421457,60.44683193928809,-12.646475213824411,-192.80701754385964,31.082426225785415,42.92982456140351,12644.476297855377,0.0032443323,7.947368421052632,539861,254239.43859649124,0.0,62.07017543859649,0.41934887,0.0032443323,2.0526315789473686,4957,0.0038612483
69.8268159026044,59.95101315019519,-12.593200958145218,-186.5,30.173184097395602,43.43333333333333,12808.641678571701,0.002904438,6.983333333333333,549873,251972.26666666666,0.0,61.516666666666666,0.39978337,0.002904438,3.0166666666666666,5017,0.0028605142
69.04630230995133,60.43532391372912,-12.836781508933443,-192.54237288135593,30.9536976900487,42.94915254237288,12962.48127412796,0.0030086138,7.677966101694915,559912,254229.69491525425,0.0,62.067796610169495,0.4197186,0.0030086138,2.3220338983050848,5076,0.0031234687
68.18279522012494,59.84628638234006,-12.821881061637573,-196.0,31.817204779875055,43.56666666666667,13135.013615369797,0.0030203564,7.8,569875,251630.93333333332,0.0,61.43333333333333,0.43297347,0.0030203564,2.2,5136,0.0028477618
65.12120200362209,61.86878265578311,-14.228945224757483,-222.95081967213116,34.878797996377905,41.40983606557377,13290.053738355637,0.0034526584,8.19672131147541,579951,260398.16393442624,0.0,63.57377049180328,0.4329385,0.0034526584,1.8032786885245902,5197,0.0044632265
68.98189935796464,61.06512293966549,-12.960788516747593,-194.83333333333334,31.01810064203539,42.266666666666666,13461.029909610748,0.003605597,7.8,589915,256887.46666666667,0.0,62.71666666666667,0.41945085,0.003605597,2.2,5257,0.0032124144
67.99677498116537,60.361927197101075,-13.368572085721048,-199.83333333333334,32.00322501883466,43.03333333333333,13611.851069927216,0.002617603,7.133333333333334,599839,253952.0,0.0,62.0,0.40677628,0.002617603,2.8666666666666667,5317,0.002609632
69.01159170631045,60.69377077249664,-12.72024012577586,-193.89830508474577,30.988408293689528,42.66101694915254,13791.517271280289,0.0023515883,7.762711864406779,609846,255271.05084745763,0.0,62.32203389830509,0.4165118,0.0023515883,2.23728813559322,5376,0.0022671516
67.93523609479948,60.122670815098296,-13.246702780742906,-198.83333333333334,32.06476390520052,43.266666666666666,13940.864078998566,0.0030594757,7.516666666666667,619893,252791.46666666667,0.0,61.71666666666667,0.41983712,0.0030594757,2.4833333333333334,5436,0.002897694
69.42024836823224,59.897150714478386,-12.63178251597965,-189.16666666666666,30.579751631767767,43.5,14122.446012496948,0.003058471,7.366666666666666,629931,251767.46666666667,0.0,61.46666666666667,0.4037376,0.003058471,2.6333333333333333,5496,0.0036279778
71.02055122122493,58.053440877474785,-11.866498987842416,-171.66666666666666,28.97944877877507,45.483333333333334,14275.452851295471,0.0028113928,6.966666666666667,639953,243916.8,0.0,59.55,0.3698008,0.0028113928,3.033333333333333,5556,0.0030824987
68.46297086305523,59.293918814119046,-12.933259619687423,-191.864406779661,31.537029136944746,44.16949152542373,14449.860376358032,0.002970448,7.237288135593221,649884,249300.61016949153,0.0,60.86440677966102,0.39287484,0.002970448,2.76271186440678,5615,0.0034956161
69.51413137221861,59.89656234027038,-12.774535804750546,-187.86885245901638,30.485868627781375,43.50819672131148,14607.617973566055,0.0031497416,6.950819672131147,659975,251803.2786885246,0.0,61.47540983606557,0.38804466,0.0031497416,3.0491803278688523,5676,0.0027053424
69.8418146349376,59.52468571486761,-12.718039171166337,-184.83333333333334,30.158185365062387,43.916666666666664,14791.983028411865,0.0034741003,6.783333333333333,669974,250265.6,0.0,61.1,0.39785314,0.0034741003,3.216666666666667,5736,0.004346135
68.532870971785,59.18961555474621,-12.965227654490699,-191.7741935483871,31.46712902821499,44.25806451612903,14955.163901805878,0.0028436005,7.5,679968,248732.90322580645,0.0,60.725806451612904,0.39280882,0.0028436005,2.5,5798,0.0029118848
70.9513620934632,59.67823020771339,-12.0384259328527,-178.135593220339,29.048637906536804,43.74576271186441,15124.256555557251,0.0031141846,7.406779661016949,689847,250897.35593220338,0.0,61.25423728813559,0.3898254,0.0031141846,2.593220338983051,5857,0.0042701215
70.81270439210192,59.614080987472754,-12.206813904294817,-178.66666666666666,29.187295607898115,43.81666666666667,15288.399623394012,0.0031821844,7.4,699834,250606.93333333332,0.0,61.18333333333333,0.4145319,0.0031821844,2.6,5917,0.0038307644
67.79230919851322,59.84147986279442,-13.168763699617397,-199.16666666666666,32.20769080148679,43.583333333333336,15456.96531200409,0.0029303357,7.366666666666666,709882,251699.2,0.0,61.45,0.41180477,0.0029303357,2.6333333333333333,5977,0.0034304876
65.26864795135658,60.2554813892669,-14.221935023050742,-216.7741935483871,34.73135204864344,43.11290322580645,15619.34555888176,0.00346365,7.774193548387097,719890,253291.35483870967,0.0,61.83870967741935,0.4034384,0.00346365,2.225806451612903,6039,0.0048542293
72.26556139242439,59.69730738974826,-11.69921782066225,-170.16666666666666,27.73443860757559,43.71666666666667,15780.4499938488,0.0029678305,6.966666666666667,729983,250948.26666666666,0.0,61.266666666666666,0.39181495,0.0029678305,3.033333333333333,6099,0.0031665089
70.81311298469649,58.87180266057551,-12.23985360527128,-176.66666666666666,29.18688701530351,44.61666666666667,15945.619239091873,0.0029817289,7.416666666666667,739909,247466.66666666666,0.0,60.416666666666664,0.38151062,0.0029817289,2.5833333333333335,6159,0.0031146936
70.5825743058616,58.42315375273156,-12.406826152442308,-175.5737704918033,29.41742569413842,45.114754098360656,16113.043521881104,0.00337414,6.508196721311475,749981,245625.70491803277,0.0,59.967213114754095,0.36933056,0.00337414,3.4918032786885247,6220,0.003245302
70.2925348272037,58.73999703320384,-12.301649460787669,-180.0,29.70746517279632,44.733333333333334,16280.260519266129,0.003162425,7.383333333333334,759992,246784.0,0.0,60.25,0.3867457,0.003162425,2.6166666666666667,6280,0.004110296
69.85700123871301,58.210815462821074,-12.224920266955394,-179.66666666666666,30.14299876128698,45.333333333333336,16438.617320775986,0.0025664936,7.383333333333334,769898,244667.73333333334,0.0,59.733333333333334,0.40415716,0.0025664936,2.6166666666666667,6340,0.0024178592
71.17779946064645,59.78944337011076,-12.209688654082314,-177.21311475409837,28.82220053935353,43.622950819672134,16606.127980470657,0.0021680112,7.032786885245901,779891,251333.24590163934,0.0,61.36065573770492,0.3971385,0.0021680112,2.9672131147540983,6401,0.002571528
71.60503036785289,59.50613356044325,-11.780188660873105,-174.16666666666666,28.394969632147106,43.95,16759.129913568497,0.0024802438,7.15,789982,250265.6,0.0,61.1,0.41339922,0.0024802438,2.85,6461,0.0026955912
68.6808567863649,60.05463387543706,-13.062326160156196,-194.40677966101694,31.31914321363508,43.33898305084746,16932.89112830162,0.0027345081,7.322033898305085,799921,252494.10169491524,0.0,61.644067796610166,0.39826033,0.0027345081,2.6779661016949152,6520,0.0026676035
69.87142455952828,59.486754588482924,-12.310055207534166,-184.40677966101694,30.128575440471735,43.94915254237288,17079.817553043365,0.00266659,7.271186440677966,809980,250064.2711864407,0.0,61.05084745762712,0.38887683,0.00266659,2.7288135593220337,6579,0.0029683067
70.93980682216849,58.90569731386583,-12.165352007087032,-175.83333333333334,29.06019317783153,44.56666666666667,17252.0370221138,0.0031690607,6.583333333333333,819925,247534.93333333332,0.0,60.43333333333333,0.39031318,0.0031690607,3.4166666666666665,6639,0.0032451977
70.381189561535,59.31276594312339,-12.540021149438477,-180.98360655737704,29.618810438465005,44.14754098360656,17402.668838977814,0.0036068417,7.049180327868853,829958,249385.96721311475,0.0,60.885245901639344,0.4161743,0.0036068417,2.9508196721311477,6700,0.0039433204
67.25504942340552,60.35489776456558,-13.37933111023574,-204.4262295081967,32.744950576594476,43.032786885245905,17565.86088371277,0.0027393592,8.573770491803279,839893,253884.8524590164,0.0,61.98360655737705,0.4100307,0.0027393592,1.4262295081967213,6761,0.0030778367
68.30721972448829,59.47151729334768,-13.239072744309153,-194.66666666666666,31.692780275511698,43.96666666666667,17715.10841703415,0.0026316773,7.716666666666667,849819,249992.53333333333,0.0,61.03333333333333,0.40327784,0.0026316773,2.283333333333333,6821,0.0022778008
72.65131809274034,59.406893075144986,-11.352412496588483,-167.5,27.34868190725966,44.03333333333333,17877.516793966293,0.002880509,7.116666666666666,859914,249719.46666666667,0.0,60.96666666666667,0.40126446,0.002880509,2.8833333333333333,6881,0.0029000677
69.9416212051477,59.49384140514393,-12.36757231619571,-184.83333333333334,30.058378794852278,43.95,18027.902004003525,0.0031455609,8.033333333333333,869911,250129.06666666668,0.0,61.06666666666667,0.41099992,0.0031455609,1.9666666666666666,6941,0.0032355166
68.67397835958502,59.738328271255426,-12.786516025266854,-194.28571428571428,31.326021640414954,43.682539682539684,18201.018042087555,0.0026861213,8.174603174603174,879971,251156.31746031746,0.0,61.317460317460316,0.4013995,0.0026861213,1.8253968253968254,7004,0.0032613534
67.88562043818314,59.74589365905533,-13.055196405257705,-196.83333333333334,32.114379561816875,43.666666666666664,18349.163880586624,0.0026178295,8.083333333333334,889929,251153.06666666668,0.0,61.31666666666667,0.40950477,0.0026178295,1.9166666666666667,7064,0.0028775302
69.0124787962808,60.661615090667745,-12.82768201919583,-193.05084745762713,30.987521203719197,42.69491525423729,18521.151743888855,0.0029976917,7.88135593220339,899890,255132.2033898305,0.0,62.28813559322034,0.38988796,0.0029976917,2.1186440677966103,7123,0.0038927044
70.10945859237215,59.379275956944,-12.652954576178622,-183.0,29.89054140762787,44.083333333333336,18669.073251008987,0.0028125916,7.25,909868,249719.46666666667,0.0,60.96666666666667,0.3928174,0.0028125916,2.75,7183,0.003253368
71.4892478992675,58.448665794264485,-11.593099115238285,-170.66666666666666,28.510752100732507,45.05,18840.608100175858,0.0030817774,7.316666666666666,919918,245555.2,0.0,59.95,0.4013262,0.0030817774,2.683333333333333,7243,0.003487577
70.04345476965977,60.19089455571227,-12.354793671585734,-185.08474576271186,29.956545230340218,43.20338983050848,18987.937555789948,0.0027416744,8.322033898305085,929850,253118.91525423728,0.0,61.79661016949152,0.40595722,0.0027416744,1.6779661016949152,7302,0.0028882946
70.49306436638823,58.62489106019706,-12.318524622181396,-178.19672131147541,29.506935633611793,44.868852459016395,19161.43652510643,0.002920525,7.557377049180328,939999,246364.32786885247,0.0,60.14754098360656,0.4186503,0.002920525,2.442622950819672,7363,0.0037045374
71.34777182377988,58.40803655340672,-11.742231007379004,-172.45901639344262,28.652228176220127,45.09836065573771,19317.12678861618,0.0030413093,8.032786885245901,949957,245424.26229508198,0.0,59.91803278688525,0.40822408,0.0030413093,1.9672131147540983,7424,0.0031864122
69.0216489483776,60.44410041899331,-12.852444740382584,-194.0983606557377,30.97835105162242,42.9344262295082,19479.734138727188,0.0029451319,7.868852459016393,959873,254220.59016393442,0.0,62.0655737704918,0.39972845,0.0029451319,2.1311475409836067,7485,0.002913479
68.53625164817707,59.70020644298897,-12.784946791988549,-194.03225806451613,31.463748351822954,43.70967741935484,19633.7642121315,0.0028873035,8.064516129032258,969998,250913.03225806452,0.0,61.25806451612903,0.40720183,0.0028873035,1.935483870967742,7547,0.0029067385
69.90748095576889,58.9096010166871,-12.320904934514088,-182.54237288135593,30.092519044231093,44.559322033898304,19805.63278579712,0.0029201852,7.966101694915254,979840,247565.01694915254,0.0,60.440677966101696,0.40763876,0.0029201852,2.0338983050847457,7606,0.0030667998
69.86824737279855,58.580617865338276,-12.11435640544543,-181.66666666666666,30.13175262720142,44.916666666666664,19962.578061580658,0.0024871677,7.766666666666667,989942,246169.6,0.0,60.1,0.38973454,0.0024871677,2.2333333333333334,7666,0.0033210076
70.40707227218309,59.54509986278073,-12.296749717747753,-181.5,29.59292772781689,43.88333333333333,20130.826335906982,0.0037056045,7.966666666666667,999857,250333.86666666667,0.0,61.11666666666667,0.40102375,0.0037056045,2.033333333333333,7726,0.0037098303
70.26260510910278,57.91393457007316,-11.974771739457342,-177.70491803278688,29.73739489089722,45.622950819672134,20293.20371413231,0.003107603,7.721311475409836,1009957,243275.54098360657,0.0,59.39344262295082,0.38350376,0.003107603,2.278688524590164,7787,0.003660027
71.4762440228275,58.215634334791815,-11.325479905983807,-170.16949152542372,28.5237559771725,45.30508474576271,20446.15147304535,0.0026732455,7.694915254237288,1019851,244579.7966101695,0.0,59.71186440677966,0.38866085,0.0026732455,2.305084745762712,7846,0.0038508503
68.31906212162704,60.036033203067426,-12.9594160470144,-196.5,31.680937878372962,43.36666666666667,20614.76269865036,0.0030303933,7.983333333333333,1029836,252450.13333333333,0.0,61.63333333333333,0.37720352,0.0030303933,2.0166666666666666,7906,0.003519172
70.09045430688204,58.88016485374253,-12.27841647714537,-180.65573770491804,29.90954569311796,44.60655737704918,20775.328528642654,0.0032784916,7.967213114754099,1039967,247505.83606557376,0.0,60.42622950819672,0.40073523,0.0032784916,2.0327868852459017,7967,0.004500897
66.85035707254515,60.16354191733378,-13.299959116706304,-206.4406779661017,33.149642927454856,43.220338983050844,20942.518830537796,0.0032326528,8.169491525423728,1049923,252980.06779661018,0.0,61.76271186440678,0.38723603,0.0032326528,1.8305084745762712,8026,0.004082833
65.18407313107085,59.70691542165981,-14.003400902682957,-215.0793650793651,34.81592686892917,43.714285714285715,21105.103756904602,0.0032864287,8.634920634920634,1059964,251026.2857142857,0.0,61.285714285714285,0.3793093,0.0032864287,1.3650793650793651,8089,0.0040243855
67.99943789398264,59.042426357170726,-12.749315545798437,-194.75409836065575,32.000562106017355,44.42622950819672,21272.19207262993,0.0032420617,8.327868852459016,1069925,248177.31147540984,0.0,60.59016393442623,0.38529342,0.0032420617,1.6721311475409837,8150,0.0032173602
68.97003264362993,59.244569864502765,-12.39644637822068,-189.672131147541,31.02996735637007,44.21311475409836,21423.180386781693,0.0030879804,8.62295081967213,1079966,249050.22950819673,0.0,60.80327868852459,0.38635817,0.0030879804,1.3770491803278688,8211,0.003247413
67.18852384578021,59.05901390060777,-13.176787284082376,-200.16666666666666,32.81147615421979,44.43333333333333,21605.654968738556,0.0030595956,8.183333333333334,1089909,248354.13333333333,0.0,60.63333333333333,0.39031345,0.0030595956,1.8166666666666667,8271,0.0033763202
68.76398282550467,59.28199104169463,-12.480102467912868,-190.95238095238096,31.236017174495323,44.17460317460318,21760.60578608513,0.0047297976,8.301587301587302,1099974,249205.84126984127,0.0,60.84126984126984,0.38476014,0.0047297976,1.6984126984126984,8334,0.0045213024
70.09920367208862,59.16051220562421,-12.25301447166839,-182.29508196721312,29.900796327911408,44.295081967213115,21932.982147455215,0.003281133,8.065573770491802,1109890,248647.34426229508,0.0,60.704918032786885,0.38869348,0.003281133,1.9344262295081966,8395,0.0038975086
