AttNC,AttC,Tbt,surrgain,optimgain,entloss,Tmc,entropy,Ptt,MpbtN,MtR,MpbtA,TtR,TimestepsSoFar,Tmt,TimeElapsed,meankl,EpisodesSoFar
0.0,3.0,328366.6823529412,0.008365415,0.008365415,0.0,23.830882352941178,0.6844596,78.0202762080132,94.71868355434837,-70.9283947135989,5.281316445651486,-227.73970588235295,9990,80.16764705882353,1589.0462474822998,0.008675265,680
0.0,3.0,329902.14965986396,0.0073321075,0.0073321075,0.0,23.44557823129252,0.6567315,78.37743724724672,93.94458841123704,-69.88770787724623,6.05541158876292,-226.9234693877551,19988,80.54251700680273,2940.4410166740417,0.009729991,1268
0.0,3.0,331663.6624472574,0.009764449,0.009764449,0.0,23.014767932489452,0.60814494,78.77877370729333,92.57146367722024,-67.91895529556666,7.428536322779805,-224.79746835443038,29992,80.97257383966245,4023.8432796001434,0.010377179,1742
0.0,3.0,333719.11590296496,0.011118086,0.011118086,0.0,22.51212938005391,0.5420407,79.24693281631403,91.29477301829881,-65.73006367768849,8.705226981701246,-223.0754716981132,39998,81.4743935309973,4908.212338685989,0.010440486,2113
0.004761904761904762,2.9952380952380953,333570.4380952381,0.007905706,0.007905706,0.0,22.552380952380954,0.47350323,79.21104835731866,88.62592838357126,-59.03045303239632,11.374071616428797,-216.4857142857143,49993,81.43809523809524,5404.209382534027,0.008537131,2323
0.009345794392523364,2.9906542056074765,331852.56074766355,0.00867131,0.00867131,0.0,22.981308411214954,0.415049,78.81423972353832,83.35542972835539,-48.5734168840215,16.644570271644596,-202.5981308411215,59957,81.01869158878505,5668.670906305313,0.008404575,2430
0.16393442622950818,2.8360655737704916,329895.868852459,0.0063502076,0.0063502076,0.0,23.442622950819672,0.35124525,78.38401933979851,73.32259542361943,-36.77597594100782,26.677404576380553,-177.29508196721312,69999,80.54098360655738,5835.7278435230255,0.009461678,2491
0.9534883720930233,2.046511627906977,323107.72093023255,0.0019128204,0.0019128204,0.0,25.11627906976744,0.3005354,76.82648027079763,65.29916413190419,-30.133552928279673,34.70083586809583,-154.6046511627907,79931,78.88372093023256,5967.655923128128,0.0059899823,2534
1.5853658536585367,1.4146341463414633,322385.1707317073,0.0020182522,0.0020182522,0.0,25.29268292682927,0.3169619,76.6638099280768,65.88634112042219,-30.40634659303227,34.113658879577805,-155.70731707317074,89857,78.70731707317073,6099.627828836441,0.0026871837,2575
1.6097560975609757,1.3902439024390243,327180.48780487804,0.001730097,0.001730097,0.0,24.121951219512194,0.2856226,77.7563642747624,68.42685554246746,-31.23657061206005,31.57314445753254,-164.1219512195122,99832,79.8780487804878,6228.739995718002,0.0033203806,2616
2.05,0.95,320512.0,0.0015917562,0.0015917562,0.0,25.775,0.28038457,76.21972682447542,68.55261747980228,-31.410852547848414,31.44738252019773,-160.875,109889,78.25,6360.736484527588,0.0012259114,2656
1.7380952380952381,1.2619047619047619,323486.4761904762,0.0021209025,0.0021209025,0.0,25.0,0.30092084,76.93382217378864,66.6577070460822,-31.571773662579723,33.342292953917806,-158.14285714285714,119952,78.97619047619048,6493.615470170975,0.0024987396,2698
1.4761904761904763,1.5238095238095237,317732.5714285714,0.0034228496,0.0034228496,0.0,26.428571428571427,0.3418116,75.6005881630916,67.10083806502595,-30.238533429529394,32.89916193497403,-156.21428571428572,129882,77.57142857142857,6626.09462594986,0.0035209253,2740
0.4423076923076923,2.5576923076923075,326340.92307692306,0.003382606,0.003382606,0.0,24.326923076923077,0.28662556,77.56351075909836,69.23463961586312,-32.49168791638975,30.76536038413688,-165.75,139892,79.67307692307692,6774.938010931015,0.006974968,2792
1.5116279069767442,1.4883720930232558,325298.6046511628,0.0019148559,0.0019148559,0.0,24.558139534883722,0.3077018,77.34438609601727,68.23124375407556,-31.439001427170652,31.768756245924415,-162.69767441860466,149988,79.4186046511628,6908.682290792465,0.0021994999,2835
1.0465116279069768,1.9534883720930232,321297.8604651163,0.003973235,0.003973235,0.0,25.558139534883722,0.25030583,76.41411177736545,67.5073512563319,-30.898699284507465,32.49264874366811,-159.13953488372093,159962,78.44186046511628,7045.765544176102,0.006235199,2878
