EpisodesSoFar,meankl,AttC,entropy,MtR,entloss,surrgain,AttNC,TimeElapsed,TimestepsSoFar,TtR,Fce,optimgain
4280,0.0035058968,0.1111111111111111,0.5346373,16.426918475717496,0.0,0.0045064637,0.8888888888888888,3136.0598924160004,779785,28.8,0.11520000000000002,0.0045064637
4326,0.0031886718,0.13043478260869565,0.52389765,16.64328777862479,0.0,0.004460123,0.8695652173913043,3171.4160389900208,789791,29.152173913043477,0.11660869565217392,0.004460123
4373,0.0035242843,0.14893617021276595,0.50758886,14.440732720924261,0.0,0.004368721,0.851063829787234,3212.2148988246918,799800,26.21276595744681,0.10485106382978727,0.004368721
4419,0.004753023,0.13043478260869565,0.5258761,15.710234626623095,0.0,0.0049683135,0.8695652173913043,3257.942484855652,809812,27.73913043478261,0.12001242236024845,0.0049683135
4463,0.002729971,0.09090909090909091,0.5375557,16.492819788119867,0.0,0.004266826,0.9090909090909091,3299.5380969047546,819828,29.204545454545453,0.11681818181818183,0.004266826
4504,0.0032042519,0.024390243902439025,0.52283627,18.17192591051373,0.0,0.0036641662,0.975609756097561,3339.8743987083435,829829,31.51219512195122,0.1260487804878049,0.0036641662
4555,0.0030806041,0.21568627450980393,0.50123256,14.84213275137969,0.0,0.004664673,0.7843137254901961,3379.5327520370483,839840,26.058823529411764,0.10423529411764708,0.004664673
4598,0.002685331,0.06976744186046512,0.49966437,17.902898140878378,0.0,0.0046272064,0.9302325581395349,3417.4342799186707,849863,31.372093023255815,0.1496655592469546,0.0046272064
4643,0.0037547962,0.1111111111111111,0.4925046,17.52292210806979,0.0,0.0039230864,0.8888888888888888,3455.9713106155396,859942,30.466666666666665,0.12664165464165464,0.0039230864
4691,0.0041084066,0.16666666666666666,0.48557788,15.423933635088517,0.0,0.004853233,0.8333333333333334,3498.999575614929,869950,26.8125,0.128,0.004853233
4734,0.0028118717,0.06976744186046512,0.49516016,18.29791733992072,0.0,0.0040363893,0.9302325581395349,3539.4955110549927,879953,31.674418604651162,0.1498604651162791,0.0040363893
4778,0.0037638603,0.11363636363636363,0.48062217,17.473676826945795,0.0,0.0051005958,0.8863636363636364,3583.070070743561,889842,30.681818181818183,0.12481818181818184,0.0051005958
4822,0.0022009006,0.09090909090909091,0.4904883,17.133335454365053,0.0,0.0035434037,0.9090909090909091,3619.0940124988556,899990,29.84090909090909,0.1216677115987461,0.0035434037
4868,0.0039828788,0.13043478260869565,0.49627706,16.331650180527333,0.0,0.005659993,0.8695652173913043,3657.0548679828644,909996,28.043478260869566,0.11217391304347826,0.005659993
4912,0.004739988,0.11363636363636363,0.46612802,16.394002318747837,0.0,0.006053975,0.8863636363636364,3699.531662464142,919865,28.613636363636363,0.11627600327600329,0.006053975
4957,0.0033453403,0.1111111111111111,0.4766819,16.27402169224913,0.0,0.004311164,0.8888888888888888,3737.6649124622345,929906,28.622222222222224,0.12011771771771775,0.004311164
4999,0.003879868,0.047619047619047616,0.4905098,17.415290287323767,0.0,0.0051714783,0.9523809523809523,3776.500407218933,939908,30.071428571428573,0.14399999999999996,0.0051714783
5042,0.0042748675,0.06976744186046512,0.51899385,17.537674142875197,0.0,0.0047346875,0.9302325581395349,3816.8387763500214,949911,30.186046511627907,0.12074418604651163,0.0047346875
5086,0.0033905027,0.09090909090909091,0.541953,17.677483491371824,0.0,0.00479944,0.9090909090909091,3854.573712825775,959965,30.863636363636363,0.1306355446355446,0.00479944
5134,0.0035047359,0.16666666666666666,0.54786086,16.448594976900477,0.0,0.003966787,0.8333333333333334,3891.3149995803833,969977,28.645833333333332,0.11458333333333337,0.003966787
5181,0.0024634185,0.1702127659574468,0.54420847,15.34680565117302,0.0,0.003774959,0.8297872340425532,3932.565838098526,979865,26.97872340425532,0.1093837908072113,0.003774959
5227,0.002139245,0.13043478260869565,0.54254436,16.654302883999012,0.0,0.0034280694,0.8695652173913043,3970.98353266716,989881,29.195652173913043,0.11867193675889327,0.0034280694
5275,0.00429054,0.16666666666666666,0.5309047,16.355949023401127,0.0,0.004070492,0.8333333333333334,4014.1161818504333,999891,28.895833333333332,0.11558333333333333,0.004070492
5319,0.0033428872,0.09090909090909091,0.50424445,16.224550017700942,0.0,0.0037569725,0.9090909090909091,4051.1713156700134,1009895,28.34090909090909,0.11336363636363639,0.0037569725
