entropy,surrgain,entloss,AttC,Fce,EpisodesSoFar,TtR,TimestepsSoFar,AttNC,TimeElapsed,meankl,MtR,optimgain
1.746083,4.0716783e-05,0.0,5.125,0.12170000000000003,1486,304.25,359917,4.875,2939.451224565506,0.0028384482,17.29986529752704,4.0716783e-05
1.7635587,0.00013201691,0.0,5.0,0.11490000000000004,1526,287.25,369917,5.0,3016.3465073108673,0.0060017006,16.25292022414059,0.00013201691
1.801802,0.000113742215,0.0,5.4,0.11520000000000004,1566,288.0,379917,4.6,3092.320963859558,0.0020565502,16.332552263580215,0.000113742215
1.8476557,7.6023636e-05,0.0,5.125,0.11840000000000002,1606,296.0,389917,4.875,3168.4486169815063,0.005520425,16.959179682319444,7.6023636e-05
1.92261,0.00022685814,0.0,5.3,0.11950000000000002,1646,298.75,399917,4.7,3247.7090141773224,0.0067908415,17.22374706307842,0.00022685814
1.959709,0.00030733505,0.0,5.825,0.12780000000000005,1686,319.5,409917,4.175,3324.789754629135,0.006204863,18.3166809818486,0.00030733505
1.9598309,4.1861877e-05,0.0,6.175,0.1376,1726,344.0,419917,3.825,3405.818650007248,0.008745437,19.752871676028,4.1861877e-05
1.9500712,0.00023565858,0.0,6.309523809523809,0.16133333333333336,1768,403.3333333333333,429933,3.6904761904761907,3484.0172834396362,0.0022241145,23.206912679086347,0.00023565858
1.924919,0.00014682114,0.0,6.72093023255814,0.1922683864243372,1811,433.48837209302326,439769,3.2790697674418605,3565.8834183216095,0.0017907514,25.198491635824936,0.00014682114
1.9066137,0.00027209808,0.0,6.5227272727272725,0.1664121398314946,1855,400.0,449895,3.477272727272727,3639.6279067993164,0.008268945,23.1516112532283,0.00027209808
1.8970625,0.0005882837,0.0,7.3125,0.20108945207769235,1903,466.0416666666667,459938,2.6875,3720.2335567474365,0.0025850446,27.467829052422655,0.0005882837
1.9164647,0.0002761853,0.0,6.844444444444444,0.2044674582529655,1948,458.44444444444446,469948,3.1555555555555554,3796.376102209091,0.005506794,26.819611933803557,0.0002761853
1.9292324,0.0024238531,0.0,6.5813953488372094,0.16025170998632013,1991,393.25581395348837,479997,3.4186046511627906,3878.899970293045,0.008722338,22.688893052268956,0.0024238531
1.9244405,0.0016277842,0.0,5.975,0.14089999999999997,2031,352.25,489997,4.025,3957.888137817383,0.0111851,20.343825649804295,0.0016277842
1.8789463,0.00028038392,0.0,5.675,0.1274,2071,318.5,499997,4.325,4036.115415096283,0.0027030183,18.386943634967285,0.00028038392
1.8594885,0.00013646026,0.0,5.375,0.12079999999999999,2111,302.0,509997,4.625,4117.558395147324,0.0024587908,17.120549876314236,0.00013646026
1.832875,6.9113004e-05,0.0,5.525,0.12610000000000002,2151,315.25,519997,4.475,4196.348243236542,0.0020152633,17.711014500992764,6.9113004e-05
1.8139311,3.8096772e-05,0.0,5.2,0.12750000000000003,2191,318.75,529997,4.8,4279.18500161171,0.0013152383,18.462188801366942,3.8096772e-05
1.7730373,7.988342e-05,0.0,5.075,0.11650000000000002,2231,291.25,539997,4.925,4361.484773874283,0.00261774,16.791590478229622,7.988342e-05
1.8026118,4.5337983e-05,0.0,5.0,0.12060000000000004,2271,301.5,549997,5.0,4444.335913658142,0.0073923096,17.35581729518478,4.5337983e-05
1.8815578,0.0001213118,0.0,5.175,0.119,2311,297.5,559997,4.825,4524.536647558212,0.0060586133,16.88608380792543,0.0001213118
1.9339287,0.00025833276,0.0,5.175,0.12440000000000004,2351,311.0,569997,4.825,4605.6871073246,0.0057545155,17.72059609075788,0.00025833276
1.942751,0.00011645714,0.0,5.65,0.13680000000000003,2391,342.0,579997,4.35,4684.512792825699,0.0073344493,19.524223081168884,0.00011645714
1.9366356,0.0002242881,0.0,6.6,0.1585714285714286,2431,387.75,589754,3.4,4765.566683292389,0.0022573501,22.251668655823998,0.0002242881
1.8734138,0.0004189788,0.0,6.608695652173913,0.19380714346374106,2477,432.39130434782606,599962,3.391304347826087,4845.318724393845,0.0053680837,25.41767575177331,0.0004189788
1.8858619,0.00014748474,0.0,6.976190476190476,0.16146031746031747,2519,384.04761904761904,609974,3.0238095238095237,4926.030019760132,0.002551619,22.21816185904292,0.00014748474
1.8596522,0.00012245147,0.0,7.170212765957447,0.18303579032169354,2566,419.36170212765956,619974,2.8297872340425534,5006.18731212616,0.0023137692,24.58237133469875,0.00012245147
1.8162754,0.00020914353,0.0,6.214285714285714,0.18485714285714286,2608,450.4761904761905,629990,3.7857142857142856,5085.422097682953,0.0067683198,25.88340941217545,0.00020914353
1.8039528,0.0003704373,0.0,6.840909090909091,0.21017601736165678,2652,490.45454545454544,639800,3.159090909090909,5163.188152074814,0.0027929468,28.68362148025052,0.0003704373
1.8483859,0.0001398056,0.0,6.627906976744186,0.19045456868712682,2695,454.4186046511628,649897,3.372093023255814,5239.23620390892,0.0029676794,26.70161898726974,0.0001398056
1.8376875,0.0002679016,0.0,7.066666666666666,0.17998099191698755,2740,429.55555555555554,659956,2.933333333333333,5315.48078584671,0.009157804,25.29692637326045,0.0002679016
1.8471781,0.0035183528,0.0,6.025,0.14810000000000004,2780,370.25,669956,3.975,5391.57981467247,0.0087145595,21.257588271570004,0.0035183528
1.8447269,0.0018567981,0.0,5.875,0.13389999999999996,2820,334.75,679956,4.125,5468.223133802414,0.011449788,19.18793826063969,0.0018567981
1.7939115,0.00026517792,0.0,5.575,0.12900000000000003,2860,322.5,689956,4.425,5541.259028673172,0.0035558594,18.389465445924806,0.00026517792
1.7822174,0.0001575389,0.0,5.634146341463414,0.12163192904656321,2901,298.780487804878,699967,4.365853658536586,5618.36962890625,0.002724722,17.15010763675186,0.0001575389
1.7581445,2.7324983e-05,0.0,5.2,0.11910000000000005,2941,297.75,709967,4.8,5693.319018125534,0.0010485485,16.898914550110504,2.7324983e-05
1.699305,4.6664427e-06,0.0,5.325,0.10910000000000004,2981,272.75,719967,4.675,5768.963719367981,0.0058327136,15.507388146765944,4.6664427e-06
1.6994988,8.516632e-05,0.0,4.9,0.10570000000000004,3021,264.25,729967,5.1,5844.957926273346,0.0020625126,15.074251746472992,8.516632e-05
1.6931063,1.615959e-05,0.0,4.5,0.10860000000000006,3061,271.5,739967,5.5,5920.6842522621155,0.0017151263,15.575377485918168,1.615959e-05
1.714269,0.00015070969,0.0,4.975,0.10590000000000004,3101,264.75,749967,5.025,5995.411900997162,0.0051834583,15.245333213614837,0.00015070969
1.7284788,0.00025673275,0.0,5.325,0.11930000000000004,3141,298.25,759967,4.675,6072.224639177322,0.00384349,17.115272722056098,0.00025673275
1.8033454,9.8312914e-05,0.0,4.825,0.10890000000000007,3181,272.25,769967,5.175,6148.565239906311,0.0072809868,15.584320659912198,9.8312914e-05
1.8563341,5.3090705e-05,0.0,5.05,0.11260000000000003,3221,281.5,779967,4.95,6224.404813528061,0.005107076,16.086819738086426,5.3090705e-05
1.9191581,0.00015153259,0.0,5.375,0.12290000000000001,3261,307.25,789967,4.625,6302.401843547821,0.005683441,17.58131135677645,0.00015153259
1.9486109,0.00013735206,0.0,5.55,0.11290000000000004,3301,282.25,799967,4.45,6382.167516708374,0.011267759,15.766633660290745,0.00013735206
1.9883713,0.0001221019,0.0,5.475,0.12430000000000005,3341,310.75,809967,4.525,6461.102536439896,0.0060494714,17.871287042113778,0.0001221019
2.0656376,0.00013624954,0.0,5.65,0.131,3381,327.5,819967,4.35,6542.552814722061,0.0079225395,18.970454572342465,0.00013624954
2.116829,0.00023243325,0.0,5.65,0.13360000000000002,3421,334.0,829967,4.35,6618.55849313736,0.0053287414,19.15313516202874,0.00023243325
2.098154,8.6019594e-05,0.0,5.475,0.13080000000000003,3461,327.0,839967,4.525,6696.2575833797455,0.0013689474,18.38053571800614,8.6019594e-05
2.1943445,5.972992e-05,0.0,5.7,0.1386,3501,346.5,849967,4.3,6773.055082798004,0.008698745,19.813379746732636,5.972992e-05
2.228855,4.5342254e-05,0.0,5.65,0.13440000000000002,3541,336.0,859967,4.35,6852.358831167221,0.001188176,19.60572260032126,4.5342254e-05
2.3264241,1.6927337e-05,0.0,5.425,0.13280000000000006,3581,332.0,869967,4.575,6928.034741163254,0.008933204,19.164370099825828,1.6927337e-05
2.424046,2.6618118e-05,0.0,5.829268292682927,0.13775609756097565,3622,344.390243902439,879974,4.170731707317073,7005.287101507187,0.008933204,19.681715462239538,2.6618118e-05
2.5216084,9.839325e-06,0.0,5.8,0.14650000000000002,3662,366.25,889974,4.2,7081.067958831787,0.008933204,20.97661025978612,9.839325e-06
2.6192338,2.1342697e-05,0.0,5.65,0.1464,3702,366.0,899974,4.35,7157.048645734787,0.008933204,21.057930705564676,2.1342697e-05
2.7167976,1.3881912e-05,0.0,5.925,0.1469,3742,367.25,909974,4.075,7233.947605133057,0.008933204,21.124681373609974,1.3881912e-05
2.8143678,6.213379e-07,0.0,5.975,0.15550000000000003,3782,388.75,919974,4.025,7312.028954982758,0.008933034,22.39282602930624,6.213379e-07
2.716797,3.3180236e-06,0.0,6.609756097560975,0.1413658536585366,3823,353.4146341463415,929983,3.3902439024390243,7387.703489780426,0.010174871,20.16582279391737,3.3180236e-06
2.619233,9.391327e-06,0.0,6.65,0.1478,3863,369.5,939983,3.35,7465.600200176239,0.010174871,20.996116651498447,9.391327e-06
2.5216084,7.805977e-06,0.0,6.3,0.1477,3903,369.25,949983,3.7,7539.1371920108795,0.010174781,20.86519281254814,7.805977e-06
2.619233,1.0401459e-05,0.0,6.225,0.13919999999999996,3943,348.0,959983,3.775,7618.725439071655,0.008933102,19.935600042923603,1.0401459e-05
2.716797,2.8379823e-06,0.0,6.2,0.1482,3983,370.5,969983,3.8,7696.672239303589,0.008933196,21.005172766686265,2.8379823e-06
2.8143678,1.2972641e-05,0.0,6.2,0.15740000000000004,4023,393.5,979983,3.8,7775.623938322067,0.008933196,22.773479914270872,1.2972641e-05
2.9119737,1.5315856e-05,0.0,6.125,0.1555,4063,388.75,989983,3.875,7855.483594179153,0.008933204,22.188523437935938,1.5315856e-05
3.0095463,5.255661e-06,0.0,5.951219512195122,0.14329539295392957,4104,351.7073170731707,999992,4.048780487804878,7930.4254631996155,0.008933196,20.229366096435108,5.255661e-06
2.9119737,2.9495238e-06,0.0,6.0,0.1624,4144,402.5,1009817,4.0,8006.456810474396,0.010174751,23.000830181486304,2.9495238e-06
3.0095463,8.107605e-06,0.0,5.585365853658536,0.15186741713570978,4185,374.390243902439,1019856,4.414634146341464,8081.028711080551,0.008933196,21.430416172381246,8.107605e-06
3.1071725,6.9187163e-06,0.0,6.85,0.1419,4225,354.75,1029856,3.15,8159.947474002838,0.008933196,20.225844716137793,6.9187163e-06
3.2047532,4.5671845e-06,0.0,5.804878048780488,0.1567667950363714,4266,383.6585365853659,1039913,4.195121951219512,8233.82215976715,0.008933102,22.236469322093786,4.5671845e-06
3.302337,7.980652e-06,0.0,5.775,0.16330000000000006,4306,408.25,1049913,4.225,8307.66658115387,0.00893351,23.499154448659798,7.980652e-06
3.399908,1.3769532e-06,0.0,6.809523809523809,0.1548273227099059,4348,374.76190476190476,1059993,3.1904761904761907,8385.275113344193,0.008933196,21.881261181924906,1.3769532e-06
3.302337,4.4799804e-06,0.0,6.5,0.16004117647058827,4388,393.25,1069760,3.5,8459.701468467712,0.010174781,22.392758516574535,4.4799804e-06
3.399908,3.3752443e-07,0.0,6.25,0.16049999999999998,4428,401.25,1079760,3.75,8533.047527313232,0.008933204,23.100307811202647,3.3752443e-07
3.302337,2.3205566e-06,0.0,6.5,0.15344217687074832,4470,358.8095238095238,1089772,3.5,8605.809155464172,0.01017476,20.68670896828966,2.3205566e-06
3.399908,3.150177e-06,0.0,6.15,0.1639,4510,409.75,1099772,3.85,8680.481465101242,0.008933204,23.39502902792674,3.150177e-06
3.49754,2.1791077e-06,0.0,6.190476190476191,0.16554112554112554,4552,410.4761904761905,1109832,3.8095238095238093,8753.907733917236,0.008933196,23.448081853385087,2.1791077e-06
3.59513,2.4723815e-06,0.0,6.536585365853658,0.16427415869095396,4593,404.8780487804878,1119911,3.4634146341463414,8826.828787565231,0.008933204,23.24801166609126,2.4723815e-06
3.49754,1.9137574e-06,0.0,6.048780487804878,0.16145412311265972,4634,401.4634146341463,1129974,3.951219512195122,8899.643745422363,0.010174871,22.889525973796065,1.9137574e-06
3.399908,5.5168152e-06,0.0,6.317073170731708,0.1624808362369338,4675,389.2682926829268,1139981,3.682926829268293,8974.639934062958,0.010174781,22.182701986702323,5.5168152e-06
3.302337,1.1871338e-07,0.0,6.1,0.15589999999999998,4715,389.75,1149981,3.9,9046.809429883957,0.010174871,22.467088486142206,1.1871338e-07
3.2047532,2.8674317e-06,0.0,6.0,0.15950000000000003,4755,398.75,1159981,4.0,9120.065093517303,0.010174781,23.12118703748821,2.8674317e-06
3.302337,4.619446e-06,0.0,6.904761904761905,0.15277674706246133,4797,360.7142857142857,1169776,3.0952380952380953,9193.950515031815,0.008933102,20.54051729026809,4.619446e-06
3.399908,1.4733887e-06,0.0,6.65,0.1514,4837,378.5,1179776,3.35,9266.605810642242,0.008933204,21.716850196542975,1.4733887e-06
3.49754,4.422455e-06,0.0,5.7,0.1711,4877,427.75,1189776,4.3,9339.848032951355,0.008933416,24.627521211508437,4.422455e-06
3.5951276,4.584503e-06,0.0,6.536585365853658,0.14533924611973392,4918,358.0487804878049,1199787,3.4634146341463414,9412.64468717575,0.008933204,20.669041278611513,4.584503e-06
3.6926928,3.4317017e-07,0.0,6.125,0.16820000000000004,4958,420.5,1209787,3.875,9486.588723659515,0.008933067,23.887319240181398,3.4317017e-07
3.7902834,2.087555e-06,0.0,6.1,0.1638,4998,409.5,1219787,3.9,9558.348884105682,0.008933204,23.632910288258635,2.087555e-06
3.8878775,1.8381119e-06,0.0,7.0,0.16136585365853656,5039,391.4634146341463,1229792,3.0,9632.24491429329,0.008933102,22.520229124677776,1.8381119e-06
3.9854317,2.1212768e-06,0.0,7.024390243902439,0.15160975609756097,5080,367.5609756097561,1239807,2.975609756097561,9705.197178125381,0.008933204,21.251060011085528,2.1212768e-06
3.8878775,5.331421e-07,0.0,6.6,0.16470293742017877,5125,372.6666666666667,1249878,3.4,9778.865486860275,0.010174863,21.377394873837453,5.331421e-07
3.7902834,7.6843264e-07,0.0,6.634146341463414,0.1606542324246772,5166,398.2926829268293,1259895,3.3658536585365852,9856.040289640427,0.01017476,22.80718045162067,7.6843264e-07
3.8878775,1.5744018e-06,0.0,6.2,0.1668,5206,417.0,1269895,3.8,9929.10787820816,0.008933204,23.903439064406257,1.5744018e-06
3.9854317,2.2705078e-07,0.0,6.658536585365853,0.1660317309969216,5247,407.0731707317073,1279769,3.341463414634146,10005.589273691177,0.008933102,23.69457501213094,2.2705078e-07
4.0830264,3.868103e-07,0.0,6.636363636363637,0.16108080808080805,5291,371.8181818181818,1289795,3.3636363636363638,10077.92524933815,0.008933196,21.301102882441125,3.868103e-07
4.1806602,1.0871887e-06,0.0,6.35,0.16340000000000002,5331,408.5,1299795,3.65,10157.494156837463,0.008933196,23.708540487529564,1.0871887e-06
4.0830264,9.094238e-07,0.0,6.609756097560975,0.16294446076990893,5372,400.0,1309878,3.3902439024390243,10233.694530248642,0.010174781,23.12435183340252,9.094238e-07
4.1806602,4.850769e-07,0.0,6.190476190476191,0.16639172922717224,5414,404.04761904761904,1319990,3.8095238095238093,10310.72933125496,0.008933204,23.09031219998627,4.850769e-07
4.27826,1.1878967e-07,0.0,6.8,0.1648315789473684,5454,406.0,1329759,3.2,10386.369909763336,0.008933102,23.34243947321872,1.1878967e-07
4.1806602,1.3780212e-06,0.0,6.125,0.1607,5494,401.75,1339759,3.875,10464.701822042465,0.01017476,23.16712061868188,1.3780212e-06
4.27826,6.2347414e-07,0.0,5.975609756097561,0.1801951219512195,5535,450.4878048780488,1349766,4.024390243902439,10541.911446809769,0.008933204,25.73772875263616,6.2347414e-07
4.375801,2.1903992e-07,0.0,6.880952380952381,0.1606165413533835,5577,395.7142857142857,1359872,3.119047619047619,10622.564232349396,0.008933204,22.765100648891185,2.1903992e-07
4.473393,6.698608e-08,0.0,6.975609756097561,0.16452797704447633,5618,405.609756097561,1369923,3.024390243902439,10700.176026582718,0.008933102,23.455972194794963,6.698608e-08
4.571031,2.986145e-07,0.0,6.780487804878049,0.1605103189493434,5659,396.8292682926829,1379936,3.2195121951219514,10777.913212537766,0.008933204,23.115897193986818,2.986145e-07
4.668636,1.4274598e-07,0.0,7.214285714285714,0.15718681318681318,5701,384.2857142857143,1389954,2.7857142857142856,10852.54718375206,0.008933196,22.012348512366238,1.4274598e-07
4.7661643,9.689331e-08,0.0,6.675,0.16194615384615385,5741,397.75,1399769,3.325,10932.723356485367,0.008933196,22.769880703599775,9.689331e-08
4.86377,1.5487672e-07,0.0,7.325,0.1584,5781,396.0,1409769,2.675,11005.714293718338,0.008933102,22.60679908077639,1.5487672e-07
4.9613776,1.0650635e-07,0.0,7.0,0.15538408400727183,5824,375.5813953488372,1419842,3.0,11083.276372909546,0.008933102,21.597865656049226,1.0650635e-07
5.058901,1.7440796e-07,0.0,7.0,0.16076327116212336,5865,400.4878048780488,1429927,3.0,11158.07894897461,0.008933204,23.239082460366227,1.7440796e-07
5.156509,2.432251e-07,0.0,6.1,0.167,5905,417.5,1439927,3.9,11231.426721334457,0.008933102,24.389688195327594,2.432251e-07
5.254147,1.1367798e-07,0.0,6.523809523809524,0.17144207392919336,5947,414.5238095238095,1449758,3.4761904761904763,11304.156695842743,0.00893351,23.84996730459207,1.1367798e-07
5.3517537,6.2408446e-08,0.0,6.414634146341464,0.1743816355810617,5988,429.2682926829268,1459775,3.5853658536585367,11377.73881316185,0.008933102,24.51567669100336,6.2408446e-08
5.4492736,6.5460206e-08,0.0,6.048780487804878,0.18074796747967478,6029,448.5365853658537,1469820,3.951219512195122,11451.71295285225,0.008933204,25.637220654958384,6.5460206e-08
5.546879,2.1362304e-08,0.0,7.487804878048781,0.16887551472917328,6070,417.8048780487805,1479897,2.5121951219512195,11525.764990091324,0.008933102,24.039057521470884,2.1362304e-08
5.64452,5.645752e-09,0.0,7.146341463414634,0.15583148558758314,6111,384.390243902439,1489952,2.8536585365853657,11598.289021968842,0.008933204,22.1183277974442,5.645752e-09
5.546879,6.393432e-08,0.0,6.725,0.1628,6151,407.0,1499952,3.275,11672.355716228485,0.01017476,23.025862186210183,6.393432e-08
5.64452,2.3956298e-08,0.0,6.4523809523809526,0.16313682396035337,6193,400.23809523809524,1509982,3.5476190476190474,11743.751004934311,0.008933204,22.954277144209737,2.3956298e-08
5.546879,6.866455e-09,0.0,7.024390243902439,0.16975609756097562,6234,412.4390243902439,1519987,2.975609756097561,11818.733883857727,0.010175116,23.626560939618848,6.866455e-09
5.4492736,3.9367677e-08,0.0,6.809523809523809,0.16147543461829172,6276,390.95238095238096,1529822,3.1904761904761907,11891.564684152603,0.010174751,22.758687195887962,3.9367677e-08
5.3517537,7.1792606e-08,0.0,6.902439024390244,0.15809059233449474,6317,390.7317073170732,1539857,3.097560975609756,11964.674011230469,0.010174781,22.39277116961748,7.1792606e-08
5.254147,1.5121459e-07,0.0,6.512195121951219,0.15678048780487805,6358,391.9512195121951,1549868,3.4878048780487805,12038.090755939484,0.010175116,22.107866408470695,1.5121459e-07
5.3517537,4.3029786e-08,0.0,6.45,0.16769999999999996,6398,419.25,1559868,3.55,12112.105407238007,0.008933102,24.030614307250097,4.3029786e-08
5.4492736,3.6621093e-09,0.0,6.475,0.17260000000000003,6438,431.5,1569868,3.525,12184.95803809166,0.008933102,24.574717043327507,3.6621093e-09
5.5468783,6.1035155e-09,0.0,7.15,0.1656,6478,414.0,1579868,2.85,12255.945702075958,0.008931509,23.785493804447746,6.1035155e-09
5.6445174,3.6315917e-08,0.0,6.725,0.1603,6518,400.75,1589868,3.275,12329.98184299469,0.008933204,23.069455599969626,3.6315917e-08
5.7421317,1.0299683e-08,0.0,6.7317073170731705,0.15983186299948104,6559,395.3658536585366,1599915,3.268292682926829,12403.59008693695,0.008933102,22.85868113042431,1.0299683e-08
5.6445174,7.026672e-08,0.0,7.261904761904762,0.16398639455782313,6601,377.3809523809524,1609939,2.738095238095238,12479.435552358627,0.010174781,21.429028241400623,7.026672e-08
5.7421317,3.059387e-08,0.0,6.785714285714286,0.1556057347670251,6643,380.23809523809524,1619985,3.2142857142857144,12552.03174996376,0.008933204,21.8128348284402,3.059387e-08
5.644528,5.1879883e-09,0.0,6.658536585365853,0.169044336921102,6684,409.2682926829268,1629767,3.341463414634146,12627.523700237274,0.010168999,23.774674674607983,5.1879883e-09
5.7421417,8.392334e-09,0.0,6.928571428571429,0.16507946336429308,6726,403.3333333333333,1639871,3.0714285714285716,12699.957271575928,0.008933204,23.285509391016223,8.392334e-09
5.8396688,1.2969971e-08,0.0,6.627906976744186,0.1680586086770192,6769,409.5348837209302,1649932,3.372093023255814,12776.680572986603,0.008933077,24.076549314707464,1.2969971e-08
5.7421427,1.5258789e-09,0.0,6.325581395348837,0.1694476121798999,6812,403.72093023255815,1659991,3.6744186046511627,12847.824449539185,0.010174639,23.041452272778198,1.5258789e-09
5.8396754,1.2817383e-08,0.0,6.902439024390244,0.16295763799743257,6853,399.2682926829268,1669785,3.097560975609756,12922.505812168121,0.008933204,22.950127756589005,1.2817383e-08
5.9372263,-3.967285e-09,0.0,7.119047619047619,0.1526243386243386,6895,368.8095238095238,1679809,2.880952380952381,12994.296683311462,0.008926868,21.236704251320354,-3.967285e-09
5.839638,8.544922e-09,0.0,6.5,0.16586243386243385,6937,401.9047619047619,1689827,3.5,13066.412133693695,0.010174863,22.94247084358864,8.544922e-09
5.839638,8.544922e-09,0.0,7.121951219512195,0.1604878048780488,6978,401.219512195122,1699836,2.8780487804878048,13137.465760469437,0.010174863,23.080103883661064,8.544922e-09
5.9372263,-6.2561036e-09,0.0,6.767441860465116,0.16718440216114633,7021,401.6279069767442,1709863,3.2325581395348837,13209.304688453674,0.008933102,23.379662858440142,-6.2561036e-09
5.839638,5.493164e-09,0.0,6.465116279069767,0.1640144971307762,7064,388.83720930232556,1719890,3.5348837209302326,13283.126425743103,0.0101747215,22.86683544232936,5.493164e-09
5.9372263,-4.4250488e-09,0.0,6.404761904761905,0.174332269880657,7106,424.76190476190476,1729934,3.5952380952380953,13357.163170814514,0.008932251,24.66429761395191,-4.4250488e-09
