EpisodesSoFar,entloss,TimeElapsed,MtR,AttC,Fce,TtR,entropy,AttNC,surrgain,meankl,TimestepsSoFar,optimgain
12179,0.0,8498.481410503387,21.508857604620307,0.024390243902439025,0.15082926829268292,37.707317073170735,-0.03427434,0.975609756097561,0.0050929277,0.0074693123,2739969,0.0050929277
12221,0.0,8528.688401222229,20.890437024728946,0.07142857142857142,0.15025402215215455,36.19047619047619,-0.04297842,0.9285714285714286,0.0029350892,0.004816883,2749770,0.0029350892
12264,0.0,8559.840072393417,20.856091823161837,0.06976744186046512,0.1486268958543984,36.69767441860465,-0.06345747,0.9302325581395349,0.004670448,0.00698742,2759795,0.004670448
12306,0.0,8590.724775075912,21.653687591308575,0.047619047619047616,0.16002267573696144,37.92857142857143,-0.042407952,0.9523809523809523,0.0045181625,0.005778119,2769845,0.0045181625
12347,0.0,8621.801340341568,21.52171816740107,0.024390243902439025,0.15265040650406503,37.78048780487805,-0.054550063,0.975609756097561,0.003457435,0.0056852745,2779860,0.003457435
12388,0.0,8652.96123099327,21.741964696484395,0.024390243902439025,0.15102439024390243,37.75609756097561,-0.059928797,0.975609756097561,0.004572371,0.008047264,2789861,0.004572371
12429,0.0,8683.144799470901,21.48851590540967,0.024390243902439025,0.15508331320936972,38.19512195121951,-0.053730357,0.975609756097561,0.0054781195,0.0060360674,2799962,0.0054781195
12469,0.0,8714.111337423325,21.199672546475608,0.025,0.15226153846153848,37.425,-0.08827105,0.975,0.0061560534,0.008046344,2809777,0.0061560534
12511,0.0,8744.803052902222,21.42454105756681,0.047619047619047616,0.15272463768115938,37.76190476190476,-0.13713554,0.9523809523809523,0.00659513,0.007299013,2819893,0.00659513
12552,0.0,8775.284179210663,20.99888248324091,0.024390243902439025,0.14624390243902438,36.5609756097561,-0.16253898,0.975609756097561,0.0052414574,0.007987961,2829894,0.0052414574
12593,0.0,8805.804302692413,22.354032461882923,0.024390243902439025,0.15981846248842235,39.26829268292683,-0.13919616,0.975609756097561,0.004803001,0.007017708,2839973,0.004803001
12633,0.0,8836.950510263443,23.526670114387173,0.0,0.1635,40.875,-0.13687629,1.0,0.0037663113,0.008897083,2849973,0.0037663113
12673,0.0,8867.600763320923,20.202475718788072,0.025,0.14604516129032263,35.275,-0.15420735,0.975,0.0033189945,0.005301992,2859754,0.0033189945
12714,0.0,8898.481884002686,22.185565077445613,0.024390243902439025,0.15521951219512192,38.80487804878049,-0.16373205,0.975609756097561,0.005736535,0.006717137,2869755,0.005736535
12755,0.0,8929.151887893677,20.603838566232557,0.024390243902439025,0.14769191270860077,36.36585365853659,-0.17785689,0.975609756097561,0.004849066,0.006457165,2879850,0.004849066
12795,0.0,8959.731393098831,21.98370195616113,0.025,0.15418571428571431,38.525,-0.15943085,0.975,0.003982411,0.011002222,2889845,0.003982411
12836,0.0,8991.167570114136,19.9889697951289,0.024390243902439025,0.14339295392953927,35.34146341463415,-0.16013332,0.975609756097561,0.004363704,0.006511686,2899908,0.004363704
12876,0.0,9021.491146564484,21.323747085070664,0.0,0.15189999999999995,37.975,-0.15285428,1.0,0.0049022962,0.0052134856,2909908,0.0049022962
12917,0.0,9052.693875789642,20.448628238957923,0.024390243902439025,0.14400000000000002,36.0,-0.14697465,0.975609756097561,0.0070029916,0.008684629,2919909,0.0070029916
12957,0.0,9083.395286798477,20.397221780924088,0.0,0.14450000000000002,36.125,-0.14764903,1.0,0.004673532,0.0069739777,2929909,0.004673532
12997,0.0,9114.158195257187,20.569463203846603,0.025,0.1453268292682927,36.2,-0.15864763,0.975,0.0052061216,0.0065015852,2939864,0.0052061216
13040,0.0,9144.901149511337,19.30708409166807,0.09302325581395349,0.1384305307096005,33.627906976744185,-0.16733493,0.9069767441860465,0.005786719,0.0069001447,2949834,0.005786719
13080,0.0,9174.848046064377,21.904126696954513,0.0,0.1528,38.2,-0.1867315,1.0,0.0050259493,0.0076626763,2959834,0.0050259493
13121,0.0,9205.923866987228,20.215859778480745,0.024390243902439025,0.14638564196962722,35.78048780487805,-0.21122015,0.975609756097561,0.005355739,0.007819689,2969887,0.005355739
13162,0.0,9236.348982334137,21.07542356531372,0.024390243902439025,0.1521693511274735,37.31707317073171,-0.22857527,0.975609756097561,0.006473926,0.00798821,2979940,0.006473926
13203,0.0,9267.17704319954,20.971060838646125,0.04878048780487805,0.14989943359149235,36.26829268292683,-0.21807905,0.9512195121951219,0.005716963,0.0066618226,2989936,0.005716963
13243,0.0,9297.88513636589,20.2115113447124,0.0,0.1428,35.7,-0.2088069,1.0,0.0064537376,0.006387931,2999936,0.0064537376
13283,0.0,9328.561607599258,20.92629513733123,0.0,0.1475,36.875,-0.22728096,1.0,0.0051618773,0.008517411,3009936,0.0051618773
13324,0.0,9358.939452886581,20.792814044965134,0.024390243902439025,0.14712195121951221,36.78048780487805,-0.21437027,0.975609756097561,0.004876483,0.004631267,3019937,0.004876483
13364,0.0,9389.32575249672,20.06714863126904,0.0,0.1395,34.875,-0.21282373,1.0,0.0056706145,0.0069618835,3029937,0.0056706145
13404,0.0,9420.303213834763,19.869585914966283,0.0,0.14120000000000005,35.3,-0.23389177,1.0,0.006719928,0.008034766,3039937,0.006719928
13444,0.0,9450.569827795029,20.4154690301795,0.0,0.14260000000000003,35.65,-0.2222682,1.0,0.003633902,0.0062288796,3049937,0.003633902
13484,0.0,9481.259605884552,20.347390390555717,0.0,0.1436,35.9,-0.22215268,1.0,0.005560379,0.0073547317,3059937,0.005560379
13524,0.0,9511.379778862,20.570729163419248,0.025,0.14531100917431194,35.875,-0.18690489,0.975,0.007080385,0.0067977915,3069796,0.007080385
13565,0.0,9541.990029096603,19.848447274552633,0.024390243902439025,0.13882926829268294,34.707317073170735,-0.17512527,0.975609756097561,0.0065353853,0.006190761,3079797,0.0065353853
13606,0.0,9572.132431268692,20.11712303301615,0.024390243902439025,0.1415609756097561,35.390243902439025,-0.1719202,0.975609756097561,0.006745979,0.0085427575,3089798,0.006745979
