entloss,meankl,TtR,TimeElapsed,Tmt,surrgain,MtR,Ptt,AttNC,AttC,EpisodesSoFar,entropy,MpbtA,optimgain,Tmc,TimestepsSoFar,Tbt,MpbtN
0.0,0.0047805724,-151.46938775510205,8384.905411243439,78.34693877551021,0.0031585398,-30.095893930279985,76.32850153151364,0.6122448979591837,2.3877551020408165,3502,0.36604956,35.656234492845755,0.0031585398,25.653061224489797,279917,320909.0612244898,64.34376550715426
0.0,0.0075214533,-142.70454545454547,8504.321735620499,77.4090909090909,0.002937795,-28.614592007975258,75.4375111738356,1.75,1.25,3546,0.38557473,38.643477573534675,0.002937795,26.613636363636363,289881,317067.63636363635,61.35652242646534
0.0,0.005790102,-146.47826086956522,8623.152965068817,78.28260869565217,0.002974651,-28.992713155198313,76.26870328073026,0.8478260869565217,2.152173913043478,3592,0.3652718,37.65164074055558,0.002974651,25.717391304347824,299858,320645.5652173913,62.34835925944443
0.0,0.0053235134,-135.53333333333333,8739.5167593956,77.06666666666666,0.002677529,-27.569257057823947,75.12098615531539,1.5777777777777777,1.4222222222222223,3637,0.3389426,41.38212819770123,0.002677529,26.955555555555556,309987,315665.06666666665,58.61787180229877
0.0,0.0032361252,-140.67391304347825,8857.728349208832,77.43478260869566,0.00180071,-28.79289673563023,75.47666938958783,1.2826086956521738,1.7173913043478262,3683,0.33591458,39.49132394707435,0.00180071,26.565217391304348,319863,317172.8695652174,60.50867605292565
0.0,0.005088257,-134.6,8974.71685218811,76.95555555555555,0.0035758794,-27.82649028791745,75.03054738444719,1.6,1.4,3728,0.35188112,41.77068103490071,0.0035758794,27.044444444444444,329822,315209.9555555555,58.22931896509928
0.0,0.00709014,-135.46666666666667,9091.82383441925,77.62222222222222,0.0022699432,-27.46521684665285,75.65321022787843,1.2222222222222223,1.7777777777777777,3773,0.36307284,41.800075804023955,0.0022699432,26.377777777777776,339952,317940.6222222222,58.19992419597603
0.0,0.00513439,-136.63636363636363,9211.374558210373,77.81818181818181,0.0017466695,-27.906686796159885,75.83288784023688,1.3636363636363635,1.6363636363636365,3817,0.38570216,41.55223576861625,0.0017466695,26.181818181818183,349811,318743.2727272727,58.44776423138373
0.0,0.004326873,-146.80851063829786,9328.350952386856,78.36170212765957,0.002078295,-29.367384634282782,76.3438624285418,0.7872340425531915,2.2127659574468086,3864,0.37657,37.68508823196075,0.002078295,25.638297872340427,359904,320969.5319148936,62.31491176803925
0.0,0.0039547198,-144.5744680851064,9447.49893784523,77.70212765957447,0.0025157735,-29.595318427431998,75.72682839326686,1.2553191489361701,1.7446808510638299,3911,0.3457925,38.04244969418508,0.0025157735,26.29787234042553,369980,318267.91489361704,61.95755030581489
0.0,0.0034517944,-139.6,9562.739903450012,76.91111111111111,0.0018677572,-28.324253112825836,74.97523271459187,1.4444444444444444,1.5555555555555556,3956,0.32871857,39.53317982452076,0.0018677572,27.11111111111111,379834,315027.9111111111,60.46682017547923
0.0,0.0060855704,-140.45454545454547,9678.123059272766,77.47727272727273,0.001348708,-28.525540883241295,75.50124951881341,1.75,1.25,4000,0.36225355,39.67599888799114,0.001348708,26.545454545454547,389816,317346.9090909091,60.32400111200884
0.0,0.0053915456,-141.84782608695653,9796.873178720474,77.6304347826087,0.0023011097,-28.44295827244097,75.64516393932014,1.434782608695652,1.565217391304348,4046,0.3299249,39.10891875500986,0.0023011097,26.391304347826086,399816,317974.26086956525,60.89108124499016
0.0,0.0059772613,-136.17391304347825,9913.546311855316,77.82608695652173,0.0021442426,-28.079820534253425,75.84397048165249,1.4782608695652173,1.5217391304347827,4092,0.34157297,41.72258986804361,0.0021442426,26.17391304347826,409892,318775.652173913,58.27741013195638
0.0,0.0051028593,-132.84782608695653,10032.43270111084,77.15217391304348,0.002342578,-27.266240763933222,75.2143800492667,1.2826086956521738,1.7173913043478262,4138,0.366279,42.65361890834417,0.002342578,26.847826086956523,419871,316015.3043478261,57.34638109165583
0.0,0.004456419,-143.0,10149.572836875916,77.75555555555556,0.002075444,-27.74242495630326,75.77681728629435,1.0444444444444445,1.9555555555555555,4183,0.36107117,38.795264562301,0.002075444,26.244444444444444,429852,318486.7555555556,61.20473543769898
0.0,0.006091917,-145.93333333333334,10268.202409505844,77.04444444444445,0.0023858815,-29.7463331919349,75.11073067232756,1.8888888888888888,1.1111111111111112,4228,0.3740954,36.931282327963174,0.0023858815,26.955555555555556,439922,315574.0444444445,63.068717672036826
0.0,0.006075728,-140.13333333333333,10385.950340986252,77.55555555555556,0.0026212626,-28.227092586042698,75.5893759627082,1.6,1.4,4273,0.3278763,39.926520302152106,0.0026212626,26.444444444444443,449931,317667.55555555556,60.07347969784788
0.0,0.0074950177,-129.73333333333332,10501.479447603226,76.88888888888889,0.0026556794,-26.481069664025405,74.96637064661051,1.8444444444444446,1.1555555555555554,4318,0.32543418,43.798938614965884,0.0026556794,27.11111111111111,459915,314936.8888888889,56.201061385034116
0.0,0.0070775114,-133.33333333333334,10615.48169183731,77.53333333333333,0.003064091,-27.457383719936807,75.57028276841474,1.7777777777777777,1.2222222222222223,4363,0.2870288,42.75137217171715,0.003064091,26.466666666666665,469789,317576.5333333333,57.248627828282864
0.0,0.0064540613,-126.32608695652173,10731.464133501053,76.06521739130434,0.0028628458,-26.534173813677693,74.15564455574517,1.5,1.5,4409,0.2853871,44.647049401235215,0.0028628458,28.0,479899,311563.1304347826,55.35295059876477
0.0,0.0065167467,-132.45652173913044,10849.897899627686,76.5,0.002666561,-27.258154205310422,74.60644318810891,1.7608695652173914,1.2391304347826086,4455,0.28415287,42.31863890842732,0.002666561,27.5,489927,313344.0,57.68136109157268
0.0,0.009419227,-127.46666666666667,10965.802953958511,76.22222222222223,0.003537671,-25.801689506257404,74.34333855528305,1.6666666666666667,1.3333333333333333,4500,0.32998258,44.325616341791594,0.003537671,27.77777777777778,499823,312206.22222222225,55.67438365820839
0.0,0.006488444,-130.59574468085106,11079.735493421555,77.02127659574468,0.0030775187,-26.578244063586585,75.09306249050177,1.3404255319148937,1.6595744680851063,4547,0.3024203,43.50499412341047,0.0030775187,26.97872340425532,509881,315479.1489361702,56.49500587658953
0.0,0.0058686747,-135.46666666666667,11195.359007358551,76.64444444444445,0.0026744476,-27.64346462608465,74.72542451757565,1.8666666666666667,1.1333333333333333,4592,0.30519074,41.209145981683896,0.0026744476,27.377777777777776,519797,313935.64444444445,58.79085401831612
0.0,0.0059542195,-125.73333333333333,11311.364096164703,76.53333333333333,0.0025847747,-25.823647577691155,74.6218307005521,2.0444444444444443,0.9555555555555556,4637,0.29238254,45.25996197051892,0.0025847747,27.488888888888887,529806,313480.5333333333,54.740038029481084
0.0,0.005923474,-128.93478260869566,11425.096292495728,76.47826086956522,0.002719904,-26.48065807752545,74.55543689543897,2.0434782608695654,0.9565217391304348,4683,0.30275673,43.920548354038694,0.002719904,27.565217391304348,539926,313254.95652173914,56.07945164596129
0.0,0.0066638496,-135.0,11538.793281555176,77.72727272727273,0.002542521,-27.534672649257075,75.75299874015967,1.8863636363636365,1.1136363636363635,4727,0.32895505,42.15658083604125,0.002542521,26.272727272727273,549743,318370.9090909091,57.84341916395875
0.0,0.0055049164,-134.4255319148936,11652.369244098663,77.42553191489361,0.0033670706,-26.718877700137536,75.4691291087953,1.1702127659574468,1.8297872340425532,4774,0.30269513,42.111388931837574,0.0033670706,26.574468085106382,559860,317134.97872340423,57.888611068162426
0.0,0.009329061,-123.93333333333334,11767.375455617905,76.11111111111111,0.0041565886,-25.399662320007995,74.24180452383955,1.8666666666666667,1.1333333333333333,4819,0.3226543,45.744834647640225,0.0041565886,27.88888888888889,569874,311751.1111111111,54.255165352359775
0.0,0.0049060504,-132.5625,11885.212544202805,76.95833333333333,0.0023026362,-26.985561216971792,75.0186044868757,1.1458333333333333,1.8541666666666667,4867,0.28461203,42.68817908024789,0.0023026362,27.0625,579811,315221.3333333333,57.311820919752115
0.0,0.0102047585,-126.32608695652173,12001.036400794983,76.02173913043478,0.0035502014,-26.13257311280889,74.11584955114549,1.6521739130434783,1.3478260869565217,4913,0.32815742,44.74412698817669,0.0035502014,28.043478260869566,589853,311385.04347826086,55.25587301182331
0.0,0.006316454,-136.47058823529412,12124.28781747818,77.6470588235294,0.0031843556,-27.789621785061208,75.67554061129246,0.6274509803921569,2.372549019607843,4964,0.26044938,41.49710786342596,0.0031843556,26.352941176470587,599820,318042.35294117645,58.502892136574026
0.0,0.00706174,-120.76595744680851,12236.926690340042,76.19148936170212,0.0028303375,-25.162388827303914,74.30386342550348,1.7446808510638299,1.2553191489361701,5011,0.29378158,47.194564449265826,0.0028303375,27.829787234042552,609908,312080.3404255319,52.805435550734174
0.0,0.0055246684,-133.25,12356.746447086334,76.91666666666667,0.002429942,-27.156972102830583,74.99492058909301,1.4166666666666667,1.5833333333333333,5059,0.24397816,42.294496578226195,0.002429942,27.083333333333332,619812,315050.6666666667,57.705503421773834
0.0,0.006697021,-126.58695652173913,12471.06115436554,75.80434782608695,0.002092514,-26.048471366358736,73.9539783760766,1.9782608695652173,1.0217391304347827,5105,0.22935513,44.32328630020799,0.002092514,28.195652173913043,629909,310494.60869565216,55.676713699791996
0.0,0.009407389,-125.08695652173913,12581.893412828445,76.5,0.003991783,-25.89284999270771,74.6055241197998,1.8043478260869565,1.1956521739130435,5151,0.29383388,45.539895177845345,0.003991783,27.5,639945,313344.0,54.46010482215462
0.0,0.006631745,-127.43478260869566,12694.403067350388,77.06521739130434,0.0021086843,-26.010659776093174,75.13469639397226,1.5434782608695652,1.4565217391304348,5197,0.28717577,44.89175648887246,0.0021086843,26.934782608695652,649834,315659.1304347826,55.10824351112753
0.0,0.006344209,-126.125,12808.92674279213,76.27083333333333,0.0018845835,-25.517082428713675,74.39070641235547,1.125,1.875,5245,0.23400149,44.852393844338444,0.0018845835,27.729166666666668,659865,312405.3333333333,55.147606155661556
0.0,0.0074604065,-122.21739130434783,12923.100940227509,76.08695652173913,0.0026507792,-25.48293556439342,74.19209974038036,1.7608695652173914,1.2391304347826086,5291,0.2599174,46.38309628685033,0.0026507792,27.956521739130434,669803,311652.17391304346,53.61690371314967
0.0,0.008785523,-119.55319148936171,13036.448831796646,76.80851063829788,0.0036640768,-25.527129373926755,74.8951531497077,1.8085106382978724,1.1914893617021276,5338,0.27820322,48.07818347160792,0.0036640768,27.19148936170213,679786,314607.6595744681,51.921816528392085
0.0,0.0025711327,-130.375,13152.678787231445,76.125,0.0012794434,-26.609845674604852,74.24121191241917,1.2916666666666667,1.7083333333333333,5386,0.2237096,42.908933969917804,0.0012794434,27.895833333333332,689930,311808.0,57.09106603008218
0.0,0.005924841,-122.1063829787234,13268.039704561234,76.19148936170212,0.002101583,-25.406586513915542,74.30181830916796,1.7446808510638299,1.2553191489361701,5433,0.22051577,46.57549853952612,0.002101583,27.829787234042552,699992,312080.3404255319,53.42450146047389
0.0,0.0088021355,-117.33333333333333,13381.701389551163,75.82222222222222,0.0032929422,-24.128681421906073,73.97151212022251,1.6,1.4,5478,0.23851481,48.39019491933485,0.0032929422,28.177777777777777,709877,310567.8222222222,51.60980508066515
0.0,0.006108498,-123.06521739130434,13495.860524654388,75.71739130434783,0.0019633586,-25.616869545377302,73.84459449288462,1.7608695652173914,1.2391304347826086,5524,0.19911833,45.94431450433291,0.0019633586,28.32608695652174,719868,310138.4347826087,54.05568549566709
0.0,0.005974408,-126.70212765957447,13611.982773542404,75.8936170212766,0.0024607594,-26.212792967745308,74.01131980860467,1.872340425531915,1.127659574468085,5571,0.21284363,44.45589719631664,0.0024607594,28.148936170212767,729879,310860.25531914894,55.54410280368333
0.0,0.006629762,-121.8125,13728.228923797607,75.72916666666667,0.0021632954,-25.694872640550205,73.88475206251648,2.5625,0.4375,5619,0.22990791,46.43310100570084,0.0021632954,28.270833333333332,739996,310186.6666666667,53.56689899429916
0.0,0.009872098,-118.3695652173913,13841.414077043533,75.47826086956522,0.0035034057,-24.64427580093185,73.63330863203885,2.652173913043478,0.34782608695652173,5665,0.2737646,47.72350689850754,0.0035034057,28.543478260869566,749958,309158.95652173914,52.27649310149248
0.0,0.0055589927,-122.67391304347827,13954.038220643997,75.1086956521739,0.0031137757,-25.062687480146145,73.28948269600588,1.7608695652173914,1.2391304347826086,5711,0.21487162,45.65256538399058,0.0031137757,28.91304347826087,759908,307645.2173913043,54.347434616009416
0.0,0.0022609606,-118.7872340425532,14067.028019428253,75.48936170212765,0.00044389445,-24.822974643822338,73.6323887041464,2.021276595744681,0.9787234042553191,5758,0.23965068,47.52886384606737,0.00044389445,28.5531914893617,769849,309204.42553191487,52.47113615393263
0.0,0.008853404,-116.68085106382979,14182.132972717285,75.29787234042553,0.00219443,-24.493769114899152,73.46849082715494,1.8936170212765957,1.1063829787234043,5805,0.25832593,48.343637907163924,0.00219443,28.72340425531915,779840,308420.08510638296,51.656362092836076
0.0,0.007872595,-122.25,14297.469201803207,75.75,0.0028010004,-24.80090791429876,73.90450030177952,1.2291666666666667,1.7708333333333333,5853,0.24466881,46.22972238493569,0.0028010004,28.25,789920,310272.0,53.770277615064295
0.0,0.0066341255,-125.21739130434783,14412.54486823082,76.17391304347827,0.002742448,-25.726990744804908,74.2856023059601,1.9565217391304348,1.0434782608695652,5899,0.23574531,45.235103536155044,0.002742448,27.847826086956523,799878,312008.347826087,54.764896463844934
0.0,0.0074765594,-121.3125,14528.415286779404,76.0,0.0032462077,-25.41818097311266,74.13895736812711,1.9583333333333333,1.0416666666666667,5947,0.2193453,46.78030410119114,0.0032462077,28.0,809894,311296.0,53.21969589880886
0.0,0.0060399952,-125.67391304347827,14642.325789690018,76.1304347826087,0.0020746947,-26.012265083438336,74.23168410093173,1.6521739130434783,1.3478260869565217,5993,0.19188918,45.08334945023102,0.0020746947,27.91304347826087,819942,311830.26086956525,54.916650549768974
0.0,0.007305822,-121.36363636363636,14754.94001197815,75.70454545454545,0.0023078686,-24.84982957311003,73.86088254897665,2.0454545454545454,0.9545454545454546,6037,0.20660047,46.52501441140322,0.0023078686,28.295454545454547,829862,310085.8181818182,53.474985588596766
0.0,0.0069928076,-123.78260869565217,14867.100303173065,75.78260869565217,0.0025645285,-25.14632633339555,73.91972141757105,1.7391304347826086,1.2608695652173914,6083,0.22315109,45.63862719584366,0.0025645285,28.23913043478261,839848,310405.5652173913,54.361372804156325
0.0,0.010837719,-124.30434782608695,14979.72951054573,76.6304347826087,0.0054242676,-25.462893598374134,74.71447767962518,1.8695652173913044,1.1304347826086956,6129,0.25518933,45.94619601220683,0.0054242676,27.391304347826086,849843,313878.26086956525,54.05380398779319
0.0,0.0069129057,-122.3125,15089.786699056625,75.97916666666667,0.0030032247,-25.591181480727926,74.11876837515909,1.9791666666666667,1.0208333333333333,6177,0.26009902,46.358669833259114,0.0030032247,28.020833333333332,859985,311210.6666666667,53.64133016674088
0.0,0.0065377993,-116.68085106382979,15200.774299144745,75.55319148936171,0.0032517116,-24.327249745184442,73.67770234814427,2.25531914893617,0.7446808510638298,6224,0.2520545,48.60828604069347,0.0032517116,28.51063829787234,869882,309465.87234042556,51.39171395930653
0.0,0.007665417,-122.1063829787234,15313.534349441528,76.57446808510639,0.0027878382,-25.198006538383957,74.64768253661012,1.5957446808510638,1.4042553191489362,6271,0.24771152,46.80932207328271,0.0027878382,27.46808510638298,879927,313649.02127659577,53.19067792671729
0.0,0.0061619165,-116.21739130434783,15428.504478216171,75.26086956521739,0.002735613,-24.383504576165425,73.40456306496522,2.4347826086956523,0.5652173913043478,6317,0.24598499,48.46735493792403,0.002735613,28.804347826086957,889786,308268.52173913043,51.53264506207599
0.0,0.009668927,-113.1063829787234,15542.618346452713,74.91489361702128,0.0032569203,-23.726673213824686,73.01386235159913,2.4893617021276597,0.5106382978723404,6364,0.27406934,49.708059291601735,0.0032569203,29.25531914893617,899964,306851.40425531915,50.291940708398265
0.0,0.008273534,-123.66666666666667,15658.161668539047,76.17777777777778,0.0025984272,-25.30422021809192,74.30239621608796,1.511111111111111,1.488888888888889,6409,0.27848697,45.96714082186554,0.0025984272,27.822222222222223,909890,312024.1777777778,54.03285917813446
0.0,0.010832601,-118.43478260869566,15771.391157627106,75.8913043478261,0.0013274801,-24.397681516230996,74.00839687199773,2.0869565217391304,0.9130434782608695,6455,0.2744023,48.03989787619,0.0013274801,28.152173913043477,919796,310850.7826086957,51.96010212381
0.0,0.007947369,-124.46808510638297,15885.488021373749,75.34042553191489,0.0020182475,-25.280239055240973,73.50572168959675,1.553191489361702,1.446808510638298,6502,0.2439775,44.993094194929554,0.0020182475,28.680851063829788,929982,308594.3829787234,55.006905805070446
0.0,0.005450427,-114.19148936170212,16000.109830141068,75.31914893617021,0.0017058207,-24.062746176777168,73.4865129084321,2.276595744680851,0.723404255319149,6549,0.22366256,49.44621864089737,0.0017058207,28.70212765957447,939853,308507.2340425532,50.55378135910263
0.0,0.009184037,-115.27659574468085,16116.233236789703,74.57446808510639,0.0024778189,-24.40690369813912,72.77675504108409,2.5106382978723403,0.48936170212765956,6596,0.22525193,48.47807061549986,0.0024778189,29.46808510638298,949980,305457.02127659577,51.52192938450014
0.0,0.0081940405,-121.76086956521739,16228.906856060028,75.8695652173913,0.0026796397,-25.352913143334085,74.00313730406637,1.934782608695652,1.065217391304348,6642,0.2145996,46.49199503961593,0.0026796397,28.152173913043477,959829,310761.73913043475,53.50800496038409
0.0,0.009555918,-116.4375,16339.477081775665,76.14583333333333,0.004984723,-24.57009215700053,74.2760344000795,2.2916666666666665,0.7083333333333334,6690,0.22900958,49.064173948095664,0.004984723,27.854166666666668,969929,311893.3333333333,50.935826051904336
0.0,0.0074582226,-122.68085106382979,16454.22337245941,74.7872340425532,0.0029265604,-25.783021540931127,72.97583345764968,2.127659574468085,0.8723404255319149,6737,0.2342777,45.31648309629456,0.0029265604,29.25531914893617,979839,306328.5106382979,54.68351690370544
0.0,0.004236128,-124.85106382978724,16569.342958450317,75.63829787234043,0.002412079,-25.182115379515157,73.78408695083343,1.2765957446808511,1.7234042553191489,6784,0.1952235,44.97469908179715,0.002412079,28.382978723404257,989835,309814.4680851064,55.025300918202845
0.0,0.008338675,-121.72340425531915,16685.123723506927,75.57446808510639,0.0033099132,-25.177988208778185,73.71228451127841,1.9361702127659575,1.0638297872340425,6831,0.19022337,46.38414688817901,0.0033099132,28.46808510638298,999838,309553.02127659577,53.61585311182101
0.0,0.008648552,-110.80851063829788,16798.433273792267,74.76595744680851,0.004077895,-23.47847075344069,72.94279016118035,2.617021276595745,0.3829787234042553,6878,0.22439903,50.48126002363532,0.004077895,29.29787234042553,1009851,306241.3617021277,49.51873997636469
0.0,0.0065286164,-118.08510638297872,16912.6217713356,75.87234042553192,0.0026750143,-24.720972038129222,74.01871992429865,2.25531914893617,0.7446808510638298,6925,0.20166293,48.19198086242432,0.0026750143,28.127659574468087,1019959,310773.10638297873,51.80801913757568
0.0,0.008931101,-114.76595744680851,17028.078231096268,74.61702127659575,0.0028826909,-24.356682840906654,72.80369383449367,2.4680851063829787,0.5319148936170213,6972,0.23502627,48.668729789142674,0.0028826909,29.4468085106383,1029957,305631.3191489362,51.331270210857326
0.0,0.0068862396,-125.04255319148936,17143.779165029526,76.1063829787234,0.0024342723,-25.845739050074865,74.23633898911781,1.702127659574468,1.297872340425532,7019,0.22785257,45.20190718062964,0.0024342723,27.893617021276597,1039865,311731.74468085106,54.79809281937036
0.0,0.007984248,-126.9375,17261.05890727043,75.14583333333333,0.0025280511,-26.032038434208847,73.29700373821828,1.1041666666666667,1.8958333333333333,7067,0.20825768,43.74153452717405,0.0025280511,28.916666666666668,1049972,307797.3333333333,56.25846547282595
0.0,0.009089656,-123.31914893617021,17373.140624284744,75.48936170212765,0.0040369425,-25.616576638490677,73.61936301634697,1.7659574468085106,1.2340425531914894,7114,0.23300771,45.54541408943854,0.0040369425,28.574468085106382,1059849,309204.42553191487,54.45458591056144
0.0,0.005054947,-126.24489795918367,17491.59817290306,76.0,0.0015540352,-26.43395052185362,74.12395238557598,1.5510204081632653,1.4489795918367347,7163,0.20638679,44.72870516255137,0.0015540352,28.020408163265305,1069963,311296.0,55.271294837448636
0.0,0.009094699,-123.57446808510639,17601.941811561584,76.14893617021276,0.0025179097,-25.532742745531266,74.27880051875586,1.8936170212765957,1.1063829787234043,7210,0.23130609,45.97114659945208,0.0025179097,27.851063829787233,1079973,311906.0425531915,54.02885340054792
0.0,0.0050651166,-125.29787234042553,17715.394682645798,76.70212765957447,0.0020780335,-25.321104373648726,74.79545063120592,1.4893617021276595,1.5106382978723405,7257,0.19989297,45.61621176559837,0.0020780335,27.29787234042553,1089894,314171.91489361704,54.38378823440163
