TimeElapsed,TimestepsSoFar,AttC,MtR,Tmc,entropy,meankl,Tmt,Tbt,Ptt,MpbtN,optimgain,surrgain,TtR,AttNC,MpbtA,EpisodesSoFar,entloss
2122.0714585781097,9991,1.0,-76.01724323398751,19.575793184488838,0.6836323,0.009477352,84.25146886016451,345094.0164512338,81.95023605881833,95.1510536262204,0.023538733,0.023538733,-80.15981198589894,0.0,4.848946373779108,851,0.0
3912.5492448806763,19980,1.0,-75.64562861135686,19.43166441136671,0.65677863,0.009356697,84.41407307171853,345760.0433017591,82.0871997623014,95.31040460872526,0.012157031,0.012157031,-80.44790257104195,0.0,4.689595391274512,1590,0.0
5466.039431333542,29994,1.0,-74.74526951311238,19.613564668769715,0.6102629,0.010470916,84.24921135646687,345084.7697160883,81.92045928578284,95.38004672215708,0.018383957,0.018383957,-80.35015772870662,0.0,4.6199532778427015,2224,0.0
6712.430671930313,39993,1.0,-73.67430295867103,19.441634241245136,0.5497481,0.00996762,84.39299610894942,345673.7120622568,82.07605502362107,95.4457624197728,0.02080188,0.02080188,-80.54280155642023,0.0,4.554237580227066,2738,0.0
7768.1593198776245,49992,1.0,-72.35282875224516,19.592074592074592,0.47863945,0.01016412,84.27039627039628,345171.54312354315,81.94010801044074,95.48565597916982,0.024421409,0.024421409,-80.46153846153847,0.0,4.514344020830025,3167,0.0
8488.861414909363,59976,1.0,-68.85495295131491,19.64965986394558,0.41565016,0.009288164,84.18367346938776,344816.32653061225,81.88257086783416,94.98079051061809,0.021808852,0.021808852,-79.95238095238095,0.0,5.019209489381944,3461,0.0
9025.121085643768,69951,1.0,-64.69105230925156,20.334883720930232,0.34627527,0.009139142,83.6,342425.6,81.26094882801524,94.36258167652448,0.02351335,0.02351335,-78.88837209302325,0.0,5.637418323475575,3676,0.0
9377.475439548492,79864,0.9928057553956835,-59.03055909261238,19.690647482014388,0.30212513,0.008320806,84.17985611510791,344800.690647482,81.85066993147288,93.00072990045847,0.014579787,0.014579787,-78.28776978417267,0.007194244604316547,6.999270099541505,3815,0.0
9614.704324960709,89875,0.989010989010989,-51.501658284389165,20.417582417582416,0.27793196,0.0062138587,83.45054945054945,341813.4505494505,81.17507131245257,90.43656107088071,0.014410187,0.014410187,-75.48351648351648,0.01098901098901099,9.563438929119291,3906,0.0
9809.846023797989,99930,1.0,-48.4220360713373,20.013333333333332,0.22475462,0.006647031,83.85333333333334,343463.25333333336,81.55011330555786,90.25060677420208,0.011406854,0.011406854,-75.72,0.0,9.749393225797922,3981,0.0
