surrgain,AttNC,EpisodesSoFar,TimestepsSoFar,MtR,TtR,entropy,TimeElapsed,Fce,meankl,AttC,entloss,optimgain
0.00087117613,1.6222222222222222,2113,459801,14.758127664609251,79.06666666666666,1.3727661,2863.763313293457,0.11636940836940837,0.00073200214,1.3777777777777778,0.0,0.00087117613
0.001433933,1.7142857142857142,2155,469853,16.681181057473264,87.28571428571429,1.3802513,2932.100298166275,0.11749579831932773,0.0028034775,1.2857142857142858,0.0,0.001433933
0.0010509191,1.8333333333333333,2197,479863,16.546414177621784,87.64285714285714,1.3870738,2991.3436481952667,0.12195767195767199,0.0047601457,1.1666666666666667,0.0,0.0010509191
0.0014179545,1.5833333333333333,2245,489923,16.270368310030836,84.9375,1.3812144,3051.4316277503967,0.12034126984126985,0.006395135,1.4166666666666667,0.0,0.0014179545
0.0013039276,1.8372093023255813,2288,499936,16.490747324708313,87.20930232558139,1.3997052,3109.1691176891327,0.1187700258397933,0.004801143,1.1627906976744187,0.0,0.0013039276
0.0014063022,1.7708333333333333,2336,509778,14.24709687810771,72.8125,1.404663,3180.850670337677,0.13545373654823772,0.0013750762,1.2291666666666667,0.0,0.0014063022
0.0008708471,1.9268292682926829,2377,519795,16.638880934594056,87.51219512195122,1.4019805,3237.650368452072,0.11668292682926833,0.0013794706,1.0731707317073171,0.0,0.0008708471
0.00071497855,1.7954545454545454,2421,529786,16.503722211716568,86.45454545454545,1.4075927,3293.640271425247,0.11553949980150856,0.0032791006,1.2045454545454546,0.0,0.00071497855
0.00061201403,1.7142857142857142,2463,539806,17.047618433411145,88.5,1.4108863,3356.2582845687866,0.12304238618524338,0.0014061445,1.2857142857142858,0.0,0.00061201403
0.0012975261,1.7555555555555555,2508,549823,15.64534696398972,83.13333333333334,1.4031234,3415.3224697113037,0.12202558922558926,0.0013970685,1.2444444444444445,0.0,0.0012975261
0.0009286069,1.5909090909090908,2552,559837,15.706553373138133,82.56818181818181,1.3929325,3474.3736226558685,0.1553636363636364,0.0013583343,1.4090909090909092,0.0,0.0009286069
0.0005811946,1.8095238095238095,2594,569847,16.579308897342628,87.78571428571429,1.3929921,3533.4266872406006,0.14331216931216928,0.0028202469,1.1904761904761905,0.0,0.0005811946
0.00048226523,1.7872340425531914,2641,579962,14.785018433371997,78.0,1.4121206,3586.4061703681946,0.11987123291042662,0.007945129,1.2127659574468086,0.0,0.00048226523
0.0013356308,1.6956521739130435,2687,589806,15.864362051481084,82.6304347826087,1.4082061,3644.986693382263,0.1226871186390935,0.0014519762,1.3043478260869565,0.0,0.0013356308
0.0009635437,1.2777777777777777,2741,599771,14.011884806117601,73.05555555555556,1.4122224,3705.078229188919,0.11379335440445125,0.0020013952,1.7222222222222223,0.0,0.0009635437
0.00096210325,1.6304347826086956,2787,609847,15.262490015495775,80.54347826086956,1.4412078,3764.8127884864807,0.12108823442004224,0.002379779,1.3695652173913044,0.0,0.00096210325
0.00095805514,1.446808510638298,2834,619977,16.2619030148588,84.06382978723404,1.4444149,3829.0250523090363,0.12059342515440809,0.005370724,1.553191489361702,0.0,0.00095805514
0.0006115967,1.5625,2882,629809,14.399783246447916,74.625,1.4385898,3886.27717089653,0.10887224123852031,0.00182802,1.4375,0.0,0.0006115967
0.00023370412,1.6818181818181819,2926,639897,15.80473698474983,82.22727272727273,1.4423041,3943.5452654361725,0.11373260073260076,0.00086574466,1.3181818181818181,0.0,0.00023370412
0.0009940547,1.5813953488372092,2969,649809,16.73713068719486,86.44186046511628,1.4432375,4011.689891576767,0.12597196998700919,0.0038374155,1.4186046511627908,0.0,0.0009940547
0.00085281016,1.8222222222222222,3014,659828,15.785599186045008,82.2,1.4429059,4067.4029519557953,0.12616835016835018,0.0022795906,1.1777777777777778,0.0,0.00085281016
0.000192306,1.6222222222222222,3059,669883,16.035875994125263,84.8,1.4366013,4130.19077539444,0.12179047619047617,0.0031940034,1.3777777777777778,0.0,0.000192306
0.00038085785,1.7906976744186047,3102,679904,16.36270480595791,86.16279069767442,1.4146264,4191.1887221336365,0.11634108527131787,0.007332706,1.2093023255813953,0.0,0.00038085785
0.0012803166,1.8222222222222222,3147,689941,15.23410734474001,80.0,1.4160532,4252.411483049393,0.1310024691358024,0.003340757,1.1777777777777778,0.0,0.0012803166
0.0010450884,1.2352941176470589,3198,699851,14.997170590041222,77.41176470588235,1.415687,4308.303327322006,0.16495473013120074,0.006547051,1.7647058823529411,0.0,0.0010450884
0.0011549342,1.2040816326530612,3247,709802,16.227033490019792,84.24489795918367,1.4113775,4368.825703859329,0.12824707437996521,0.005889483,1.7959183673469388,0.0,0.0011549342
0.0007321536,1.6136363636363635,3291,719837,17.09513621014759,88.56818181818181,1.3968029,4430.778098583221,0.12978066708379046,0.0060838927,1.3863636363636365,0.0,0.0007321536
0.0004258606,1.4583333333333333,3339,729870,15.645337001399275,80.0,1.3947636,4489.064767122269,0.1178709354151136,0.0013953233,1.5416666666666667,0.0,0.0004258606
0.00035676014,1.5217391304347827,3385,739825,15.844324235110218,81.84782608695652,1.3954966,4546.091920852661,0.1316958798087867,0.003449354,1.4782608695652173,0.0,0.00035676014
0.0001265508,1.9024390243902438,3426,749830,15.554689314440866,82.46341463414635,1.3981457,4599.420737504959,0.10995121951219516,0.01235541,1.0975609756097562,0.0,0.0001265508
0.00056205963,1.7608695652173914,3472,759972,15.774744259401656,82.3695652173913,1.3940796,4659.063653945923,0.12047567634793493,0.0031679922,1.2391304347826086,0.0,0.00056205963
0.00018771489,1.7272727272727273,3516,769998,16.47038665882857,86.25,1.3945312,4718.144575834274,0.12131168831168834,0.001245254,1.2727272727272727,0.0,0.00018771489
0.0016310394,1.574468085106383,3563,779910,14.315091220313736,74.93617021276596,1.3812375,4776.602030515671,0.1489341918585616,0.004829121,1.425531914893617,0.0,0.0016310394
0.0013924667,1.7317073170731707,3604,789923,16.033794378762565,85.17073170731707,1.376477,4836.415637016296,0.11711819887429646,0.0041389177,1.2682926829268293,0.0,0.0013924667
0.00095666706,1.7317073170731707,3645,799968,16.819966209485802,87.58536585365853,1.3792334,4898.03182554245,0.11944715447154473,0.0044273287,1.2682926829268293,0.0,0.00095666706
0.0007845398,1.7045454545454546,3689,809829,15.330458315771823,80.72727272727273,1.3898543,4955.052644491196,0.10971291866028711,0.0026485883,1.2954545454545454,0.0,0.0007845398
0.0005874491,1.7916666666666667,3737,819921,14.39228799648626,74.6875,1.4060917,5011.239755630493,0.10095068027210889,0.00096110156,1.2083333333333333,0.0,0.0005874491
0.000883609,1.8181818181818181,3781,829937,15.558114566768914,80.5909090909091,1.4371709,5070.441658735275,0.10745454545454547,0.009253843,1.1818181818181819,0.0,0.000883609
0.00092855684,1.5333333333333334,3826,839887,17.182351473483916,89.86666666666666,1.4604492,5130.276914358139,0.15669504067664988,0.0020227905,1.4666666666666666,0.0,0.00092855684
0.0012238052,1.510204081632653,3875,849857,15.073834280612388,77.63265306122449,1.4793255,5189.155241012573,0.11551970795493074,0.004741147,1.489795918367347,0.0,0.0012238052
0.0011787781,1.0677966101694916,3934,859844,13.678058570897125,70.77966101694915,1.4764493,5251.197797298431,0.13332404280704,0.0012580373,1.9322033898305084,0.0,0.0011787781
0.00089395395,1.3018867924528301,3987,869765,14.90391773049742,76.18867924528301,1.4692751,5304.804347276688,0.1445692933709512,0.0057625007,1.6981132075471699,0.0,0.00089395395
0.00083848875,1.4782608695652173,4033,879909,16.389962340312255,86.93478260869566,1.4637454,5365.538820028305,0.12343961352657008,0.005501537,1.5217391304347827,0.0,0.00083848875
0.0006264465,1.744186046511628,4076,889920,16.658030124789292,87.83720930232558,1.4482055,5424.900658369064,0.1203455149501661,0.0038223371,1.255813953488372,0.0,0.0006264465
0.00036785685,1.5476190476190477,4118,899940,18.04005989987103,96.28571428571429,1.4253685,5487.645357847214,0.13846572475143906,0.0052920775,1.4523809523809523,0.0,0.00036785685
0.000827123,1.7727272727272727,4162,909986,16.958583367116177,89.38636363636364,1.4216198,5546.103415489197,0.12418507657217336,0.0012035028,1.2272727272727273,0.0,0.000827123
0.00048932445,1.880952380952381,4204,919992,15.811876943046519,83.28571428571429,1.4259026,5607.544178247452,0.11888888888888889,0.009362567,1.119047619047619,0.0,0.00048932445
0.0005502375,1.4042553191489362,4251,929956,15.585916534783392,81.38297872340425,1.420776,5664.317466497421,0.1187752215754961,0.004826596,1.5957446808510638,0.0,0.0005502375
0.0011234543,1.7555555555555555,4296,939985,15.430722193675981,81.2,1.4121953,5724.522215604782,0.12084040404040404,0.0028557596,1.2444444444444445,0.0,0.0011234543
0.0014124812,1.5217391304347827,4342,949984,15.22152724244003,79.23913043478261,1.4033227,5783.678311347961,0.11442788129744652,0.006077679,1.4782608695652173,0.0,0.0014124812
0.00016332601,1.6956521739130435,4388,959831,13.878168851640341,72.78260869565217,1.4001489,5844.268936872482,0.10161103319308093,0.0013207877,1.3043478260869565,0.0,0.00016332601
0.0007489469,1.7674418604651163,4431,969842,15.690823912891325,82.46511627906976,1.3917601,5902.167532682419,0.10995348837209301,0.0035515954,1.2325581395348837,0.0,0.0007489469
0.00077192584,1.7826086956521738,4477,979888,14.04339756495891,74.54347826086956,1.3976302,5965.463887929916,0.10127313266443705,0.0024277177,1.2173913043478262,0.0,0.00077192584
0.00037421062,1.7954545454545454,4521,989906,16.1151088618004,84.3409090909091,1.4044187,6019.896217346191,0.13954545454545447,0.0066112108,1.2045454545454546,0.0,0.00037421062
0.00023190943,1.825,4561,999906,17.97434475381554,93.6,1.4006371,6083.139051437378,0.12480000000000002,0.0030586452,1.175,0.0,0.00023190943
0.00014996032,1.8837209302325582,4604,1009913,16.192809513546656,85.3953488372093,1.3990115,6143.401669502258,0.12151937984496126,0.0006791092,1.1162790697674418,0.0,0.00014996032
0.00017313131,1.6590909090909092,4648,1019943,15.491867551347632,80.45454545454545,1.3910676,6207.888631105423,0.1147012987012987,0.0012130034,1.3409090909090908,0.0,0.00017313131
0.00036784567,1.8780487804878048,4689,1029948,17.100358488347087,89.85365853658537,1.3914826,6264.408849477768,0.11980487804878052,0.013478697,1.1219512195121952,0.0,0.00036784567
0.00075723673,2.025,4729,1039948,18.33450522976975,96.975,1.4061394,6328.648369073868,0.12930000000000003,0.004522271,0.975,0.0,0.00075723673
0.0008694344,1.7674418604651163,4772,1049955,15.655655097870376,82.74418604651163,1.403367,6387.807289838791,0.11032558139534891,0.003469879,1.2325581395348837,0.0,0.0008694344
0.001126412,1.6818181818181819,4816,1059766,14.454507416218876,75.3409090909091,1.4245489,6446.906104803085,0.11241990924436068,0.0018240181,1.3181818181818181,0.0,0.001126412
0.0007329465,1.744186046511628,4859,1069779,16.006169956204136,83.65116279069767,1.437503,6503.967531442642,0.11153488372093026,0.0016484492,1.255813953488372,0.0,0.0007329465
0.00036618856,1.975609756097561,4900,1079780,16.997572521807463,88.09756097560975,1.4384651,6568.947867870331,0.11746341463414636,0.0019027952,1.024390243902439,0.0,0.00036618856
0.0012111051,1.7857142857142858,4942,1089800,16.715337318391942,86.78571428571429,1.4324596,6627.437273025513,0.13400746965452845,0.0019251812,1.2142857142857142,0.0,0.0012111051
0.0013574937,1.6829268292682926,4983,1099805,16.33863848207191,86.04878048780488,1.4559414,6690.992574930191,0.11473170731707319,0.013446121,1.3170731707317074,0.0,0.0013574937
0.0004800537,1.565217391304348,5029,1109867,16.252327488430915,86.15217391304348,1.441519,6746.675529241562,0.11733785055524187,0.002176039,1.434782608695652,0.0,0.0004800537
0.0008942673,1.7272727272727273,5073,1119754,15.805971270248433,81.81818181818181,1.4388776,6805.845199108124,0.11646755417534876,0.0040276684,1.2727272727272727,0.0,0.0008942673
0.0011161247,1.4901960784313726,5124,1129975,14.945872282387008,78.05882352941177,1.4408724,6868.92150759697,0.1297318466891392,0.0025393127,1.5098039215686274,0.0,0.0011161247
0.0007902303,1.8048780487804879,5165,1139976,17.039733026865314,88.02439024390245,1.4659792,6927.818845272064,0.11736585365853663,0.0015433436,1.1951219512195121,0.0,0.0007902303
0.0010778483,1.5227272727272727,5209,1149751,17.2167880535625,91.63636363636364,1.4437166,6989.820892095566,0.15372727272727277,0.004165401,1.4772727272727273,0.0,0.0010778483
0.00052776997,1.7619047619047619,5251,1159753,15.773812457252607,83.57142857142857,1.4728895,7055.187261343002,0.11142857142857142,0.002036401,1.2380952380952381,0.0,0.00052776997
0.0013202301,1.6304347826086956,5297,1169769,14.897385992274351,78.91304347826087,1.4676484,7109.331990718842,0.10521739130434786,0.007908233,1.3695652173913044,0.0,0.0013202301
0.0011074697,1.565217391304348,5343,1179863,15.795897253999986,82.30434782608695,1.4636574,7178.4759793281555,0.12036807705538359,0.0034980266,1.434782608695652,0.0,0.0011074697
0.00075459416,1.4680851063829787,5390,1189926,15.606713960915554,82.14893617021276,1.473391,7242.893740415573,0.13331690929451287,0.0025698293,1.5319148936170213,0.0,0.00075459416
0.0010367167,1.5319148936170213,5437,1199995,15.263786858491436,80.04255319148936,1.4678528,7299.16800737381,0.11228470292695925,0.002734196,1.4680851063829787,0.0,0.0010367167
0.0014898396,1.5106382978723405,5484,1209971,15.416169829418903,80.80851063829788,1.4879578,7361.784952402115,0.14008213049841176,0.007360187,1.4893617021276595,0.0,0.0014898396
0.0011140202,1.0980392156862746,5535,1219762,15.074461724402644,77.3529411764706,1.4982023,7419.790409564972,0.11644221942373423,0.0023739263,1.9019607843137254,0.0,0.0011140202
0.00077940116,1.2884615384615385,5587,1229756,14.016017787521928,73.03846153846153,1.5080483,7482.077739715576,0.11071606746694543,0.0030291565,1.7115384615384615,0.0,0.00077940116
0.0005007576,1.3061224489795917,5636,1239847,15.580068164878307,81.42857142857143,1.5084118,7544.801349878311,0.126091725001689,0.0017904928,1.6938775510204083,0.0,0.0005007576
0.0012529205,1.5555555555555556,5681,1249885,16.750660779841457,88.0,1.5137132,7599.778521537781,0.12848109553354958,0.0006712481,1.4444444444444444,0.0,0.0012529205
0.0015587036,1.6,5726,1259996,16.667646308615318,87.13333333333334,1.5003664,7665.555774927139,0.1219805243445693,0.0057617654,1.4,0.0,0.0015587036
0.0010090555,1.880952380952381,5768,1269763,16.580348313862956,87.5,1.5029637,7726.067815065384,0.11840293040293044,0.0077176187,1.119047619047619,0.0,0.0010090555
0.00078514405,1.5869565217391304,5814,1279877,16.241977681198314,84.52173913043478,1.4947622,7784.19065618515,0.12695388788513942,0.0014859874,1.4130434782608696,0.0,0.00078514405
0.0009239675,1.711111111111111,5859,1289936,15.915309401594701,84.0,1.4787596,7843.404187917709,0.1479399107791264,0.0043378607,1.288888888888889,0.0,0.0009239675
0.0011265137,1.5813953488372092,5902,1299947,17.031069251623787,89.51162790697674,1.4634919,7908.494552373886,0.12846511627906976,0.003372468,1.4186046511627908,0.0,0.0011265137
0.00069191714,1.7906976744186047,5945,1309964,16.188898189109462,86.5813953488372,1.4687523,7963.182197332382,0.11544186046511631,0.0008754405,1.2093023255813953,0.0,0.00069191714
0.0005142741,1.5813953488372092,5988,1319979,16.38791293666015,86.02325581395348,1.4814875,8024.0172510147095,0.11469767441860468,0.0015526505,1.4186046511627908,0.0,0.0005142741
0.00018671747,1.5952380952380953,6030,1329766,16.249339074808937,84.64285714285714,1.481043,8083.031693935394,0.11773645754598142,0.00025936798,1.4047619047619047,0.0,0.00018671747
0.00025328368,1.7272727272727273,6074,1339792,16.051035988570334,84.4090909090909,1.4707457,8140.140971183777,0.12376827094474153,0.0012424873,1.2727272727272727,0.0,0.00025328368
0.00021985473,1.6382978723404256,6121,1349881,14.480538210343271,76.08510638297872,1.4688698,8203.271228313446,0.11044639132248645,0.0010986786,1.3617021276595744,0.0,0.00021985473
0.0013642674,1.5490196078431373,6172,1359956,13.773920627739578,72.70588235294117,1.4470303,8262.085987091064,0.12250550577194178,0.0047150287,1.4509803921568627,0.0,0.0013642674
5.0253297e-05,1.5555555555555556,6217,1369979,15.234920757007245,79.33333333333333,1.4333961,8324.35487651825,0.13115213675213672,0.0015616748,1.4444444444444444,0.0,5.0253297e-05
0.00063495483,1.813953488372093,6260,1379994,15.029601940455953,79.95348837209302,1.4259791,8389.300520420074,0.1066046511627907,0.0093161,1.186046511627907,0.0,0.00063495483
0.00042513225,1.7380952380952381,6302,1389777,16.87719461518799,88.71428571428571,1.4159378,8443.098222255707,0.1206015037593985,0.0048898123,1.2619047619047619,0.0,0.00042513225
0.00034929198,1.775,6342,1399777,17.009596307520546,88.95,1.4194365,8508.325706481934,0.11860000000000004,0.0014169475,1.225,0.0,0.00034929198
0.0010658493,1.9761904761904763,6384,1409787,16.182849283696644,85.28571428571429,1.4122323,8561.242682933807,0.11371428571428573,0.003900021,1.0238095238095237,0.0,0.0010658493
0.0010438131,1.5454545454545454,6428,1419807,16.814378463654933,88.22727272727273,1.3935544,8621.56397151947,0.14027272727272727,0.005611282,1.4545454545454546,0.0,0.0010438131
0.0006522349,1.8837209302325582,6471,1429870,15.270500121696143,79.53488372093024,1.3914765,8685.338838338852,0.1130842757427825,0.000767666,1.1162790697674418,0.0,0.0006522349
0.0005838633,1.8780487804878048,6512,1439873,16.945478598459385,89.1951219512195,1.3982052,8743.694801092148,0.11892682926829272,0.0060543157,1.1219512195121952,0.0,0.0005838633
0.000576386,1.6938775510204083,6561,1449954,13.906906805392467,72.3061224489796,1.404175,8801.264752626419,0.1423834321906102,0.0034039496,1.3061224489795917,0.0,0.000576386
0.0012383921,1.7045454545454546,6605,1459783,14.807790134817845,78.61363636363636,1.4097875,8858.445451259613,0.10908033826638479,0.0024906108,1.2954545454545454,0.0,0.0012383921
0.0010061376,1.6428571428571428,6647,1469791,17.02536412052347,90.21428571428571,1.3899313,8916.354989290237,0.12028571428571427,0.0023790624,1.3571428571428572,0.0,0.0010061376
0.0008441223,1.6444444444444444,6692,1479824,15.09363106479689,77.66666666666667,1.3840324,8984.683599472046,0.120597150997151,0.0025733947,1.3555555555555556,0.0,0.0008441223
0.00021136475,1.7272727272727273,6736,1489842,15.441717931375239,81.06818181818181,1.3708953,9041.13965177536,0.10974825174825176,0.006545642,1.2727272727272727,0.0,0.00021136475
0.0011390081,1.8837209302325582,6779,1499975,16.13787350154339,84.06976744186046,1.3767544,9094.68548321724,0.11387814722275615,0.0027283854,1.1162790697674418,0.0,0.0011390081
0.0010180771,1.6818181818181819,6823,1509760,15.096550659192149,78.0,1.3914914,9161.103430509567,0.10697402597402603,0.0033657209,1.3181818181818181,0.0,0.0010180771
0.0010542786,1.5909090909090908,6867,1519820,16.131541746915435,85.77272727272727,1.3941771,9219.419148921967,0.1385390749601276,0.001351025,1.4090909090909092,0.0,0.0010542786
0.0009048862,1.5434782608695652,6913,1529996,15.540180354875615,81.45652173913044,1.4108133,9272.726987361908,0.12021835055039912,0.002066025,1.4565217391304348,0.0,0.0009048862
0.00096397504,1.5681818181818181,6957,1539819,16.486660352111702,86.52272727272727,1.4263891,9329.155406951904,0.12252144082332762,0.0009524231,1.4318181818181819,0.0,0.00096397504
0.0014377232,1.7209302325581395,7000,1549846,17.53194994931489,91.95348837209302,1.4361479,9389.286753892899,0.12509560723514213,0.0038937225,1.2790697674418605,0.0,0.0014377232
0.002248109,1.565217391304348,7046,1559769,15.784921326898365,81.97826086956522,1.4421014,9447.990018129349,0.12015278450330272,0.0065574097,1.434782608695652,0.0,0.002248109
0.0013259832,1.627906976744186,7089,1569778,16.582062924750666,88.46511627906976,1.431594,9511.785316944122,0.1456744186046512,0.0048868684,1.372093023255814,0.0,0.0013259832
0.0003001854,1.6904761904761905,7131,1579798,15.66085797874625,82.92857142857143,1.426316,9562.37299656868,0.11057142857142861,0.003789758,1.3095238095238095,0.0,0.0003001854
0.0006894661,1.711111111111111,7176,1589863,15.077474073750967,78.33333333333333,1.441849,9624.110771894455,0.1506307328605201,0.0022101817,1.288888888888889,0.0,0.0006894661
