optimgain,entloss,meankl,AttNC,AttC,MtR,entropy,surrgain,EpisodesSoFar,TimestepsSoFar,Fce,TimeElapsed,TtR
0.002895238,0.0,0.0077350657,0.9302325581395349,0.06976744186046512,19.968946819879147,0.24194346,0.002895238,4868,899934,0.1412093023255814,3286.3758878707886,35.30232558139535
0.0041222735,0.0,0.00858718,0.8695652173913043,0.13043478260869565,18.136505399593624,0.18665366,0.0041222735,4914,909942,0.1293913043478261,3322.120050430298,32.34782608695652
0.0024727555,0.0,0.0068409867,0.9512195121951219,0.04878048780487805,19.639811627837428,0.1781522,0.0024727555,4955,919974,0.14178909201744974,3360.20778298378,34.829268292682926
0.0016006592,0.0,0.004780917,0.9069767441860465,0.09302325581395349,19.730601382227952,0.2064586,0.0016006592,4998,929872,0.14497220110808928,3398.5709042549133,34.83720930232558
0.0024094952,0.0,0.00822389,0.8666666666666667,0.13333333333333333,18.96486262116956,0.1443934,0.0024094952,5043,939942,0.13717118862959973,3433.998248577118,32.86666666666667
0.0028053191,0.0,0.006635778,0.9512195121951219,0.04878048780487805,20.443910514243214,0.16767898,0.0028053191,5084,949766,0.1472702973605079,3471.2178242206573,36.048780487804876
0.0020625915,0.0,0.0063115526,0.9523809523809523,0.047619047619047616,19.819095349921444,0.21705447,0.0020625915,5126,959768,0.1403809523809524,3508.4042880535126,35.095238095238095
0.0033373353,0.0,0.008315517,0.8695652173913043,0.13043478260869565,18.31276605509794,0.22959052,0.0033373353,5172,969784,0.1334940711462451,3541.7966079711914,31.956521739130434
0.0018349531,0.0,0.006352768,0.8888888888888888,0.1111111111111111,18.329253705792514,0.19049273,0.0018349531,5217,979793,0.13466666666666666,3582.009997367859,32.577777777777776
0.0030223504,0.0,0.008126562,1.0,0.0,19.58006836358222,0.22261181,0.0030223504,5257,989793,0.1385,3619.414345264435,34.625
0.0029496246,0.0,0.0074017677,0.9302325581395349,0.06976744186046512,18.942380579596836,0.20713237,0.0029496246,5300,999848,0.13662659060991666,3653.490264415741,33.46511627906977
0.002054827,0.0,0.010260281,0.9523809523809523,0.047619047619047616,19.9100511944542,0.23847461,0.002054827,5342,1009850,0.13923809523809524,3690.476217985153,34.80952380952381
0.004064861,0.0,0.007904224,1.0,0.0,21.396832506487815,0.2493729,0.004064861,5382,1019850,0.14989999999999998,3726.2127289772034,37.475
0.003058875,0.0,0.006224441,0.7959183673469388,0.20408163265306123,17.630589146837327,0.23172155,0.003058875,5431,1029988,0.13379700329445987,3762.2428255081177,30.73469387755102
0.002846061,0.0,0.005786863,0.9523809523809523,0.047619047619047616,20.693682260214626,0.26344264,0.002846061,5473,1039990,0.1441904761904762,3800.1373591423035,36.04761904761905
0.0023559364,0.0,0.007922758,0.9069767441860465,0.09302325581395349,19.717419936205008,0.27824518,0.0023559364,5516,1049812,0.1424771641826865,3837.955887556076,34.41860465116279
0.0021630689,0.0,0.007054604,0.975609756097561,0.024390243902439025,20.3204257951485,0.23466367,0.0021630689,5557,1059813,0.14243902439024392,3871.8843591213226,35.609756097560975
0.0016357086,0.0,0.008851878,0.851063829787234,0.14893617021276595,17.934894234898483,0.1660027,0.0016357086,5604,1069820,0.12663829787234043,3909.4604284763336,31.659574468085108
0.003149849,0.0,0.008377162,0.9090909090909091,0.09090909090909091,18.884435179664674,0.17887715,0.003149849,5648,1079824,0.13281818181818184,3948.296648979187,33.20454545454545
0.003995346,0.0,0.0070891716,0.7692307692307693,0.23076923076923078,15.955002860974018,0.13501032,0.003995346,5700,1089950,0.11952139971950368,3984.881070613861,28.403846153846153
0.0037728797,0.0,0.008352863,0.975609756097561,0.024390243902439025,20.841221531913213,0.18354037,0.0037728797,5741,1099951,0.14409756097560975,4022.1698043346405,36.02439024390244
0.0026966827,0.0,0.0063243583,0.9090909090909091,0.09090909090909091,19.167539613936203,0.18517306,0.0026966827,5785,1109997,0.13581818181818184,4056.890741586685,33.95454545454545
0.0035792969,0.0,0.007999685,0.9523809523809523,0.047619047619047616,20.27926337701111,0.19730428,0.0035792969,5827,1119999,0.1414285714285714,4090.675374031067,35.357142857142854
0.002110727,0.0,0.0060387184,0.9069767441860465,0.09302325581395349,18.238255376850645,0.19821179,0.002110727,5870,1129753,0.12958139534883722,4126.905162572861,32.395348837209305
0.0023365677,0.0,0.008563527,0.9090909090909091,0.09090909090909091,19.255794232163144,0.14555292,0.0023365677,5914,1139757,0.13681818181818184,4163.245489120483,34.20454545454545
0.00315695,0.0,0.007836107,0.9090909090909091,0.09090909090909091,17.75141821607608,0.22608417,0.00315695,5958,1149819,0.12848844375963023,4200.443576335907,31.386363636363637
0.0030804023,0.0,0.007316021,0.8888888888888888,0.1111111111111111,19.11383413942586,0.20117337,0.0030804023,6003,1159878,0.13583838383838384,4238.302805900574,33.644444444444446
0.0033202302,0.0,0.006928911,0.9523809523809523,0.047619047619047616,18.935503691378546,0.21230139,0.0033202302,6045,1169880,0.13438095238095243,4272.3660225868225,33.595238095238095
0.0022664918,0.0,0.0072711273,0.9523809523809523,0.047619047619047616,18.62782115148185,0.26080287,0.0022664918,6087,1179882,0.132952380952381,4306.937427520752,33.23809523809524
0.0022715642,0.0,0.008542854,0.9302325581395349,0.06976744186046512,18.218534502998697,0.219101,0.0022715642,6130,1189979,0.1305476369092273,4346.35477232933,31.930232558139537
0.0035077934,0.0,0.009783529,0.9512195121951219,0.04878048780487805,19.940960350628057,0.20365095,0.0035077934,6171,1199841,0.1415891012964184,4386.208610773087,34.8780487804878
0.0030646545,0.0,0.0073405867,0.7,0.3,16.94709382344719,0.15853056,0.0030646545,6221,1209822,0.12878257948936928,4421.9357323646545,29.24
0.002784158,0.0,0.006575227,0.8636363636363636,0.13636363636363635,19.436368346571363,0.20726965,0.002784158,6265,1219898,0.16530199318773706,4456.942006826401,34.31818181818182
0.0031560853,0.0,0.007216024,0.9069767441860465,0.09302325581395349,20.111585437196062,0.22072698,0.0031560853,6308,1229816,0.1507731230283246,4492.34291601181,35.372093023255815
0.003680326,0.0,0.006506923,0.9302325581395349,0.06976744186046512,19.669773847407146,0.22838353,0.003680326,6351,1239819,0.14009302325581396,4527.152595758438,35.02325581395349
0.0023235641,0.0,0.007975154,0.8478260869565217,0.15217391304347827,18.21063080391177,0.17032033,0.0023235641,6397,1249962,0.1334306761398438,4568.313805103302,32.34782608695652
0.0033302025,0.0,0.00887536,0.8636363636363636,0.13636363636363635,18.586353307439854,0.15177931,0.0033302025,6441,1259824,0.1335489405007903,4603.976251602173,32.31818181818182
0.0020462205,0.0,0.012284584,0.975609756097561,0.024390243902439025,18.990723217806003,0.14057164,0.0020462205,6482,1269825,0.13512195121951223,4642.420321464539,33.78048780487805
0.0027365924,0.0,0.0065635536,1.0,0.0,17.34075398995939,0.18871309,0.0027365924,6522,1279825,0.12250000000000003,4678.937254667282,30.625
0.0031099152,0.0,0.008596769,0.9090909090909091,0.09090909090909091,17.15183912326021,0.14653511,0.0031099152,6566,1289831,0.12245454545454547,4715.556103229523,30.613636363636363
0.0018049523,0.0,0.006024057,0.9523809523809523,0.047619047619047616,18.436941642052535,0.16316238,0.0018049523,6608,1299833,0.13057142857142856,4751.533339977264,32.642857142857146
0.0025886842,0.0,0.009247268,0.9523809523809523,0.047619047619047616,18.914096503082355,0.11329652,0.0025886842,6650,1309837,0.1341904761904762,4790.655505180359,33.54761904761905
0.0029594386,0.0,0.006950972,0.975609756097561,0.024390243902439025,18.539549429210663,0.15521191,0.0029594386,6691,1319838,0.1280975609756098,4827.381754875183,32.02439024390244
0.0023167294,0.0,0.009018236,0.9523809523809523,0.047619047619047616,18.006531847574212,0.098167434,0.0023167294,6733,1329840,0.12838095238095243,4861.044996738434,32.095238095238095
0.002793274,0.0,0.009241809,1.0,0.0,18.93964526564112,0.038583595,0.002793274,6773,1339840,0.1331,4902.3480656147,33.275
0.0025539552,0.0,0.008210274,1.0,0.0,17.954904414666384,0.10880953,0.0025539552,6813,1349840,0.1254,4936.498085021973,31.35
0.0029522704,0.0,0.008129474,0.9523809523809523,0.047619047619047616,17.422497841055083,0.084830105,0.0029522704,6855,1359844,0.1471428571428572,4971.772311449051,30.857142857142858
0.0011811248,0.0,0.0073253885,0.9523809523809523,0.047619047619047616,16.35534370563733,0.1434199,0.0011811248,6897,1369846,0.14123809523809527,5010.866197824478,29.38095238095238
0.0020733476,0.0,0.007493012,1.0,0.0,18.05757304039052,0.13445282,0.0020733476,6937,1379846,0.12569999999999998,5049.2918219566345,31.425
0.0035448037,0.0,0.0067662736,0.9090909090909091,0.09090909090909091,16.554363701607386,0.09318141,0.0035448037,6981,1389850,0.11609090909090912,5086.804109096527,29.022727272727273
0.0016586601,0.0,0.005505319,0.975609756097561,0.024390243902439025,17.755964462233717,0.11041177,0.0016586601,7022,1399851,0.1242926829268293,5125.023411989212,31.073170731707318
0.0036896789,0.0,0.006111216,0.9523809523809523,0.047619047619047616,16.336551263716075,0.101925135,0.0036896789,7064,1409853,0.11571428571428574,5160.048055171967,28.928571428571427
0.0038924285,0.0,0.0065686437,0.975609756097561,0.024390243902439025,16.465345433021167,0.0978775,0.0038924285,7105,1419854,0.11531707317073173,5197.476149082184,28.829268292682926
0.0030158695,0.0,0.010126726,0.975609756097561,0.024390243902439025,17.721860766115327,0.06140521,0.0030158695,7146,1429855,0.12400000000000001,5239.369755983353,31.0
0.003671199,0.0,0.0094716875,0.975609756097561,0.024390243902439025,18.09030223556513,0.064104825,0.003671199,7187,1439856,0.12809756097560976,5274.027806520462,32.02439024390244
0.0042070877,0.0,0.009090665,0.8809523809523809,0.11904761904761904,18.947112220775416,0.052686743,0.0042070877,7229,1449931,0.13950171218005614,5312.305885076523,33.30952380952381
0.0027190552,0.0,0.007977492,0.723404255319149,0.2765957446808511,18.781316403690443,0.070250414,0.0027190552,7276,1459892,0.14791983858989655,5348.722872257233,32.61702127659574
0.003207882,0.0,0.009495772,0.975609756097561,0.024390243902439025,20.639725151503693,0.02259062,0.003207882,7317,1469999,0.14712559835878733,5381.929174423218,36.390243902439025
0.0031972702,0.0,0.0073660966,0.975609756097561,0.024390243902439025,19.359355981394387,0.014258278,0.0031972702,7358,1480000,0.13990243902439028,5421.803954362869,34.97560975609756
0.003049728,0.0,0.007980374,0.975,0.025,19.8446790687698,0.018213252,0.003049728,7398,1489751,0.14090000000000003,5458.371399879456,35.225
0.0036707649,0.0,0.00848669,0.9302325581395349,0.06976744186046512,19.05471638134406,0.012760639,0.0036707649,7441,1499754,0.13516279069767445,5494.517821311951,33.7906976744186
0.0019660904,0.0,0.009610078,0.975609756097561,0.024390243902439025,19.61818960431992,-0.053255163,0.0019660904,7482,1509761,0.1406829268292683,5531.991221189499,35.170731707317074
0.00108105,0.0,0.007653755,1.0,0.0,20.310123296620255,-0.00302732,0.00108105,7522,1519761,0.14390000000000003,5565.804119586945,35.975
0.003747934,0.0,0.008619264,0.975609756097561,0.024390243902439025,20.094461032796353,-0.025742596,0.003747934,7563,1529762,0.14204878048780492,5600.894507646561,35.51219512195122
0.0017312394,0.0,0.008952755,0.9523809523809523,0.047619047619047616,18.80067019139356,-0.068762645,0.0017312394,7605,1539764,0.1344761904761905,5640.680942773819,33.61904761904762
0.0036531398,0.0,0.009062699,1.0,0.0,18.47991821781782,-0.0142623065,0.0036531398,7645,1549764,0.13140000000000002,5676.990961313248,32.85
0.0031851989,0.0,0.00694624,1.0,0.0,19.03281858443961,0.022918433,0.0031851989,7685,1559764,0.13230000000000003,5715.540976285934,33.075
0.0041762106,0.0,0.008457422,0.9523809523809523,0.047619047619047616,18.54661350516496,0.04706713,0.0041762106,7727,1569766,0.1304761904761905,5751.733202457428,32.61904761904762
0.0030051316,0.0,0.0070206835,0.9090909090909091,0.09090909090909091,17.692907811901804,0.068924285,0.0030051316,7771,1579770,0.12572727272727274,5786.980869293213,31.431818181818183
0.0021384263,0.0,0.006180321,0.975609756097561,0.024390243902439025,18.410519875022523,0.084759645,0.0021384263,7812,1589771,0.1311219512195122,5822.499248981476,32.78048780487805
0.003709372,0.0,0.008681729,1.0,0.0,19.173515093132604,0.069245465,0.003709372,7852,1599771,0.13640000000000002,5859.297890901566,34.1
