MtR,optimgain,Ptt,Tmt,entloss,AttC,MpbtA,Tbt,AttNC,TtR,meankl,MpbtN,EpisodesSoFar,TimeElapsed,entropy,Tmc,TimestepsSoFar,surrgain
-38.812839261837496,0.006278174,80.23983453381967,82.55263157894737,0.0,0.34210526315789475,14.803783378553572,338135.5789473684,0.6578947368421053,-70.34210526315789,0.0047671804,85.19621662144644,4487,11370.944208621979,0.25032383,21.44736842105263,259962,0.006278174
-39.42543890622785,0.0062552174,80.25792796657414,82.55,0.0,0.45,15.25933150505173,338124.8,0.55,-69.975,0.003786981,84.74066849494828,4527,11483.254346847534,0.24443409,21.425,269877,0.0062552174
-39.29734565832625,0.004628425,80.3539302518708,82.675,0.0,0.6,15.302553248242798,338636.8,0.4,-70.025,0.003571645,84.69744675175721,4567,11598.688511371613,0.2377953,21.325,279886,0.004628425
-39.544543979321794,0.0043285126,80.79393878936646,83.12820512820512,0.0,0.5128205128205128,14.48444338562449,340493.1282051282,0.48717948717948717,-71.1025641025641,0.00421316,85.51555661437548,4606,11709.499763965607,0.21212104,20.846153846153847,289892,0.0043285126
-38.95728945650791,0.005779425,80.17729232215159,82.42105263157895,0.0,0.42105263157894735,14.88578046026754,337596.63157894736,0.5789473684210527,-70.1842105263158,0.0049576913,85.11421953973246,4644,11819.5166015625,0.21556076,21.5,299906,0.005779425
-39.649422131917696,0.005345642,80.43107970899875,82.75675675675676,0.0,0.2702702702702703,14.045287111562663,338971.6756756757,0.7297297297297297,-71.13513513513513,0.005107334,85.95471288843733,4681,11929.029260396957,0.22240128,21.243243243243242,309866,0.005345642
-40.047224799722414,0.005620655,80.88914249023269,83.1842105263158,0.0,0.18421052631578946,14.322849672705086,340722.5263157895,0.8157894736842105,-71.28947368421052,0.0046898597,85.6771503272949,4719,12033.732446670532,0.22990991,20.736842105263158,319977,0.005620655
-40.04670866199182,0.005808075,80.5175291827984,82.78378378378379,0.0,0.3783783783783784,14.260079238980783,339082.3783783784,0.6216216216216216,-71.0,0.00453653,85.73992076101922,4756,12141.015585422516,0.25220504,21.135135135135137,329774,0.005808075
-39.145340494642134,0.0040405486,80.41406527806586,82.71794871794872,0.0,0.717948717948718,15.644673669173953,338812.71794871794,0.28205128205128205,-69.76923076923077,0.003703413,84.35532633082605,4795,12251.712281942368,0.22592041,21.256410256410255,339770,0.0040405486
-38.44419784491755,0.005204709,80.06907823282091,82.36842105263158,0.0,0.47368421052631576,15.721148502049578,337381.05263157893,0.5263157894736842,-69.44736842105263,0.0038649498,84.27885149795041,4833,12360.183499574661,0.2359005,21.63157894736842,349990,0.005204709
-38.81800463364355,0.004551297,80.32100673649525,82.55263157894737,0.0,0.5526315789473685,15.693194677789617,338135.5789473684,0.4473684210526316,-69.63157894736842,0.0045818724,84.30680532221037,4871,12467.560123443604,0.21597156,21.342105263157894,359908,0.004551297
-39.131901363614936,0.0051691844,80.4286165673852,82.71052631578948,0.0,0.42105263157894735,15.798295580911438,338782.3157894737,0.5789473684210527,-69.63157894736842,0.0043390817,84.20170441908856,4909,12577.065238237381,0.229553,21.236842105263158,369785,0.0051691844
-40.09039437085308,0.0027775208,80.67268685057576,82.97435897435898,0.0,0.28205128205128205,13.35472753495657,339862.9743589744,0.717948717948718,-71.8974358974359,0.002309754,86.64527246504342,4948,12685.376368045807,0.1916964,20.974358974358974,379934,0.0027775208
-41.24934954565893,0.0048618745,81.08363855516559,83.3170731707317,0.0,0.4634146341463415,13.322848818348278,341266.73170731706,0.5365853658536586,-72.21951219512195,0.005549923,86.67715118165171,4989,12801.280400276184,0.18145342,20.51219512195122,389865,0.0048618745
-38.66871956588816,0.0035534913,80.2879913066029,82.60526315789474,0.0,0.5,16.33334950338125,338351.15789473685,0.5,-69.10526315789474,0.0037174483,83.66665049661874,5027,12913.529079437256,0.2423753,21.394736842105264,399961,0.0035534913
-39.792465637377134,0.007559442,80.61929810466722,82.89189189189189,0.0,0.1891891891891892,14.647570962511821,339525.1891891892,0.8108108108108109,-70.75675675675676,0.0071093943,85.35242903748818,5064,13019.6826004982,0.27277496,21.027027027027028,409880,0.007559442
-40.48301077845713,0.007778793,80.50485104586896,82.7560975609756,0.0,0.4878048780487805,15.025307161961994,338968.9756097561,0.5121951219512195,-70.39024390243902,0.0044157584,84.97469283803798,5105,13134.284184217453,0.20480742,21.146341463414632,419862,0.007778793
-39.82817355091681,0.0034953891,80.73993042242525,83.02564102564102,0.0,0.38461538461538464,15.540764043185064,340073.0256410256,0.6153846153846154,-70.15384615384616,0.0038075668,84.45923595681492,5144,13243.989409685135,0.21548384,20.897435897435898,429953,0.0034953891
-39.88151724582878,0.005600419,80.8604552792789,83.13157894736842,0.0,0.39473684210526316,15.018498996450134,340506.94736842107,0.6052631578947368,-70.63157894736842,0.0055641914,84.98150100354985,5182,13350.518265724182,0.26201326,20.763157894736842,439859,0.005600419
-38.30081455503163,0.00461508,79.55823021660429,81.82051282051282,0.0,0.6410256410256411,16.369883016386936,335136.8205128205,0.358974358974359,-68.43589743589743,0.004039079,83.63011698361309,5221,13465.407375335693,0.23487021,22.17948717948718,449738,0.00461508
-38.53112584586861,0.004756091,80.11168362433249,82.39473684210526,0.0,0.34210526315789475,16.19762924472513,337488.84210526315,0.6578947368421053,-69.07894736842105,0.0040802895,83.8023707552749,5259,13575.371751785278,0.24757646,21.57894736842105,459744,0.004756091
-37.401032250752124,0.0052722977,79.66473128563386,81.89189189189189,0.0,0.2702702702702703,17.130734413834226,335429.1891891892,0.7297297297297297,-67.89189189189189,0.004064483,82.86926558616575,5296,13682.676664113998,0.25705984,22.054054054054053,469816,0.0052722977
-39.95594043444974,0.0067384155,79.78531594101848,82.0,0.0,0.125,15.749741657759989,335872.0,0.875,-69.125,0.0045202607,84.25025834223999,5336,13794.51477599144,0.24299458,21.925,479852,0.0067384155
-38.22393647774618,0.004819078,80.13762457804785,82.42105263157895,0.0,0.2894736842105263,16.390156310228623,337596.63157894736,0.7105263157894737,-68.89473684210526,0.0045591365,83.60984368977138,5374,13903.591661453247,0.22509053,21.55263157894737,489898,0.004819078
-38.93600262550296,0.005542134,79.67245962676402,81.91891891891892,0.0,0.24324324324324326,15.652462584777506,335539.8918918919,0.7567567567567568,-69.10810810810811,0.0056861527,84.34753741522249,5411,14010.633964538574,0.24946132,22.054054054054053,499723,0.005542134
-40.31631743295722,0.004138049,80.4449337927095,82.73170731707317,0.0,0.36585365853658536,15.632001378384818,338869.0731707317,0.6341463414634146,-69.8048780487805,0.0043948046,84.36799862161519,5452,14122.103033542633,0.23225656,21.21951219512195,509855,0.004138049
-38.678363093278364,0.004214788,80.26206926851144,82.51282051282051,0.0,0.5641025641025641,16.70374653600681,337972.5128205128,0.4358974358974359,-68.74358974358974,0.004200448,83.2962534639932,5491,14231.683242559433,0.2628232,21.41025641025641,519814,0.004214788
-38.473303028755836,0.0038455054,79.54015091183956,81.8,0.0,0.675,16.131104907451768,335052.8,0.325,-68.6,0.0031430405,83.86889509254821,5531,14345.501581192017,0.24032329,22.2,529788,0.0038455054
-39.14285151557651,0.0054947096,80.08580999590984,82.36585365853658,0.0,0.7560975609756098,16.145691566666425,337370.53658536583,0.24390243902439024,-69.04878048780488,0.004446953,83.85430843333356,5572,14458.040669202805,0.22229087,21.609756097560975,539921,0.0054947096
-38.26196314306557,0.006597226,79.8142946010867,82.05128205128206,0.0,0.7692307692307693,16.148607940026817,336082.0512820513,0.23076923076923078,-68.7948717948718,0.0056950445,83.85139205997318,5611,14569.752752304077,0.25790986,21.897435897435898,549797,0.006597226
-38.60521527743948,0.0034081498,80.35055541592155,82.65,0.0,0.55,17.634441679554484,338534.4,0.45,-68.075,0.0034867271,82.36555832044552,5651,14679.293187379837,0.21001631,21.325,559922,0.0034081498
-38.63517280104313,0.0044001983,80.46195947207708,82.76923076923077,0.0,0.6153846153846154,16.80009782906296,339022.76923076925,0.38461538461538464,-68.84615384615384,0.0062742145,83.19990217093705,5690,14794.009913682938,0.19938534,21.205128205128204,569840,0.0044001983
-39.086081926857034,0.007752365,80.54330626814549,82.8108108108108,0.0,0.08108108108108109,15.941479083980152,339193.08108108107,0.918918918918919,-69.62162162162163,0.0058354414,84.05852091601984,5727,14899.242969751358,0.23704062,21.10810810810811,579915,0.007752365
-39.247781370236666,0.0047037597,80.76514324088353,83.05128205128206,0.0,0.41025641025641024,16.124259038975918,340178.0512820513,0.5897435897435898,-69.66666666666667,0.004400623,83.87574096102409,5766,15007.351168632507,0.22529013,20.871794871794872,589983,0.0047037597
-38.4783365091331,0.004372522,79.86940762851066,82.13157894736842,0.0,0.42105263157894735,16.18946262877286,336410.94736842107,0.5789473684210527,-68.84210526315789,0.0037972268,83.81053737122714,5804,15114.499445915222,0.21822795,21.842105263157894,599958,0.004372522
-39.219887230195326,0.0051749726,80.14314342441986,82.44736842105263,0.0,0.4473684210526316,16.030173329635037,337704.4210526316,0.5526315789473685,-69.23684210526316,0.005562651,83.96982667036494,5842,15221.677308559418,0.2515986,21.55263157894737,609936,0.0051749726
-39.20308972214375,0.0051011,80.5982736150577,82.89189189189189,0.0,0.16216216216216217,16.43310287686328,339525.1891891892,0.8378378378378378,-69.27027027027027,0.0042316797,83.56689712313673,5879,15328.9834690094,0.23964275,21.054054054054053,619795,0.0051011
-38.670041757738026,0.0049633943,80.11329343952711,82.39473684210526,0.0,0.4473684210526316,15.044531445702008,337488.84210526315,0.5526315789473685,-70.02631578947368,0.0033781761,84.95546855429798,5917,15437.754164934158,0.22279951,21.57894736842105,629842,0.0049633943
-38.86434421937022,0.0051708543,80.65231826822554,82.97368421052632,0.0,0.4473684210526316,16.878097794458952,339860.2105263158,0.5526315789473685,-68.97368421052632,0.0047065727,83.12190220554106,5955,15548.714815855026,0.22507027,21.0,639805,0.0051708543
-38.411725794983255,0.0048636324,79.46654164093908,81.67567567567568,0.0,0.1891891891891892,15.537649918704401,334543.5675675676,0.8108108108108109,-69.0,0.0051664375,84.4623500812956,5992,15653.144073963165,0.2020938,22.27027027027027,649754,0.0048636324
-38.7492895086021,0.007510765,80.11422864355272,82.39473684210526,0.0,0.2894736842105263,16.654953552772103,337488.84210526315,0.7105263157894737,-68.65789473684211,0.006239228,83.3450464472279,6030,15759.314352035522,0.22485693,21.57894736842105,659955,0.007510765
-39.39419479885052,0.0046978607,80.64959561973953,82.94871794871794,0.0,0.5897435897435898,16.27081399047015,339757.9487179487,0.41025641025641024,-69.46153846153847,0.004854781,83.72918600952984,6069,15869.353613615036,0.23662075,21.0,669919,0.0046978607
-39.42670929550846,0.0036457994,79.55649896352527,81.775,0.0,0.85,16.004178813680706,334950.4,0.15,-68.7,0.0044316896,83.99582118631932,6109,15983.742977619171,0.1996396,22.175,679790,0.0036457994
-39.17080475502235,0.0043311766,80.67470095319098,83.0,0.0,0.675,16.17889136755684,339968.0,0.325,-69.575,0.004282814,83.82110863244318,6149,16093.968432188034,0.17276356,20.975,689882,0.0043311766
-39.437015385448994,0.0058935164,81.152856929557,83.51282051282051,0.0,0.6153846153846154,15.416356455509668,342068.5128205128,0.38461538461538464,-70.61538461538461,0.0043443306,84.58364354449033,6188,16200.179795503616,0.20312591,20.46153846153846,699895,0.0058935164
-39.49290229394036,0.005628764,81.08972675755089,83.35897435897436,0.0,0.46153846153846156,15.766608886693598,341438.358974359,0.5384615384615384,-70.2051282051282,0.0052415,84.2333911133064,6227,16308.66639328003,0.18417573,20.512820512820515,709967,0.005628764
-40.3135387975135,0.0054126815,81.12263189637999,83.43589743589743,0.0,0.48717948717948717,14.59047028501577,341753.4358974359,0.5128205128205128,-71.28205128205128,0.0049919593,85.40952971498422,6266,16416.93225836754,0.1726157,20.487179487179485,719788,0.0054126815
-38.15463082532242,0.004591867,79.72158642534632,81.97368421052632,0.0,0.47368421052631576,15.34588102295724,335764.2105263158,0.5263157894736842,-69.39473684210526,0.0044353716,84.65411897704276,6304,16528.300181865692,0.1922739,22.0,729850,0.004591867
-38.70696664836413,0.0042082686,80.66773949286171,82.94594594594595,0.0,0.2702702702702703,16.74033864778841,339746.5945945946,0.7297297297297297,-69.05405405405405,0.0039444,83.25966135221162,6341,16633.005504846573,0.22003886,20.972972972972972,739930,0.0042082686
-37.79327332711303,0.006798407,79.46933005765302,81.70270270270271,0.0,0.43243243243243246,16.466003762012317,334654.2702702703,0.5675675675675675,-68.27027027027027,0.006899115,83.53399623798768,6378,16738.275482416153,0.23261933,22.27027027027027,749925,0.006798407
-37.5606567357013,0.005437584,79.55058058623484,81.78947368421052,0.0,0.631578947368421,16.534767464974138,335009.6842105263,0.3684210526315789,-68.26315789473684,0.0052840966,83.46523253502589,6416,16850.09339928627,0.22082275,22.18421052631579,759851,0.005437584
-38.97109543444271,0.0049855025,80.27674742270166,82.58974358974359,0.0,0.5384615384615384,17.010413507870393,338287.58974358975,0.46153846153846156,-68.56410256410257,0.004645373,82.9895864921296,6455,16956.158106565475,0.21095401,21.41025641025641,769907,0.0049855025
-38.319662968845996,0.0052931816,79.55248052942615,81.78947368421052,0.0,0.34210526315789475,16.525682989459757,335009.6842105263,0.6578947368421053,-68.28947368421052,0.0059556523,83.47431701054023,6493,17067.276424646378,0.19302298,22.18421052631579,779895,0.0052931816
-39.04478601389661,0.003909918,80.50661809853172,82.8157894736842,0.0,0.18421052631578946,16.247151807251573,339213.4736842105,0.8157894736842105,-69.34210526315789,0.0049293777,83.75284819274843,6531,17170.90353322029,0.19420359,21.157894736842106,789991,0.003909918
-39.46810554428024,0.0072229407,79.87400578093947,82.13513513513513,0.0,0.02702702702702703,15.71009781655699,336425.5135135135,0.972972972972973,-69.24324324324324,0.0066424385,84.28990218344302,6568,17276.635058403015,0.234214,21.83783783783784,799942,0.0072229407
-39.80235103689793,0.004519177,81.1398623746434,83.41025641025641,0.0,0.10256410256410256,16.86167313889607,341648.41025641025,0.8974358974358975,-69.33333333333333,0.003692505,83.1383268611039,6607,17383.111830949783,0.23264492,20.46153846153846,809945,0.004519177
-38.34889668065405,0.0046186065,79.67497918099814,81.92105263157895,0.0,0.21052631578947367,17.919069536456107,335548.63157894736,0.7894736842105263,-67.26315789473684,0.0038050003,82.0809304635439,6645,17492.10489463806,0.23643704,22.05263157894737,819949,0.0046186065
-37.45781875670346,0.0073920838,79.87897495592756,82.16216216216216,0.0,0.08108108108108109,18.09792516795384,336536.2162162162,0.918918918918919,-67.29729729729729,0.0067958413,81.90207483204615,6682,17597.852501153946,0.22961827,21.83783783783784,829835,0.0073920838
-38.129354428396525,0.0064657927,80.1938148786741,82.5,0.0,0.02631578947368421,18.00577602770052,337920.0,0.9736842105263158,-67.63157894736842,0.004707122,81.99422397229947,6720,17700.00980734825,0.23290068,21.5,839966,0.0064657927
-37.65730490049168,0.00631475,79.80258767503915,82.08108108108108,0.0,0.1891891891891892,19.3099499627893,336204.1081081081,0.8108108108108109,-66.21621621621621,0.006473111,80.69005003721071,6757,17805.916295051575,0.23605733,21.91891891891892,849831,0.00631475
-37.24719495369626,0.006563483,80.4615866360708,82.76923076923077,0.0,0.20512820512820512,18.997666788498407,339022.76923076925,0.7948717948717948,-67.07692307692308,0.0043660584,81.0023332115016,6796,17911.02392077446,0.23880406,21.205128205128204,859939,0.006563483
-37.91107811837577,0.0042718523,80.45835371393261,82.76315789473684,0.0,0.15789473684210525,19.53196242931133,338997.8947368421,0.8421052631578947,-66.60526315789474,0.0043962244,80.46803757068865,6834,18015.327762126923,0.26627442,21.210526315789473,869929,0.0042718523
-37.973571511481445,0.0056351637,79.3670488871839,81.58974358974359,0.0,0.2564102564102564,18.614668463888886,334191.58974358975,0.7435897435897436,-66.41025641025641,0.0069270944,81.38533153611108,6873,18120.922900915146,0.23883809,22.384615384615383,879937,0.0056351637
-38.620080693666374,0.0060667754,80.41407315119882,82.71794871794872,0.0,0.10256410256410256,18.14636597564034,338812.71794871794,0.8974358974358975,-67.6923076923077,0.0043737227,81.85363402435966,6912,18231.83869576454,0.22403815,21.256410256410255,889857,0.0060667754
-38.10312263780827,0.008441959,79.97465807583535,82.24324324324324,0.0,0.02702702702702703,18.288146779652305,336868.3243243243,0.972972972972973,-67.21621621621621,0.0068857283,81.71185322034769,6949,18335.45538496971,0.2503912,21.72972972972973,899776,0.008441959
-38.686028221359884,0.0058581056,79.53604038010505,81.775,0.0,0.175,18.66062772351432,334950.4,0.825,-66.55,0.005767049,81.3393722764857,6989,18448.334821224213,0.21836857,22.2,909808,0.0058581056
-40.97825230529286,0.007962537,80.61277116759393,82.95121951219512,0.0,0.12195121951219512,17.154424169702576,339768.1951219512,0.8780487804878049,-68.73170731707317,0.0063684313,82.84557583029745,7030,18560.08830666542,0.21731591,21.048780487804876,919899,0.007962537
-37.95521371113637,0.0054124966,79.92021082036653,82.1842105263158,0.0,0.15789473684210525,17.46209162993672,336626.5263157895,0.8421052631578947,-67.8157894736842,0.0047548446,82.53790837006329,7068,18667.22732257843,0.23428793,21.789473684210527,929804,0.0054124966
-36.84873980147789,0.0044520074,80.12400516003278,82.4054054054054,0.0,0.1891891891891892,18.336208419274506,337532.54054054053,0.8108108108108109,-67.27027027027027,0.0046580164,81.66379158072546,7105,18772.708396434784,0.20971079,21.56756756756757,939789,0.0044520074
-37.81076806102019,0.0063318266,80.03680086032723,82.28947368421052,0.0,0.15789473684210525,18.295123795316776,337057.6842105263,0.8421052631578947,-67.23684210526316,0.0066635557,81.70487620468322,7143,18878.950760364532,0.24111193,21.657894736842106,949861,0.0063318266
-36.34576576241731,0.0044865296,79.28519551525947,81.52631578947368,0.0,0.3157894736842105,19.368061982616428,333931.7894736842,0.6842105263157895,-65.76315789473684,0.0052633793,80.63193801738358,7181,18988.17415857315,0.23223498,22.473684210526315,959864,0.0044865296
-35.705786982564824,0.0059451247,78.63650652999206,80.80555555555556,0.0,0.3333333333333333,19.629342565898636,330979.55555555556,0.6666666666666666,-64.94444444444444,0.0055061514,80.37065743410137,7217,19096.118748903275,0.2554162,23.166666666666668,969775,0.0059451247
-37.51471734525674,0.006105467,79.63144707681754,81.875,0.0,0.475,19.306029531053273,335360.0,0.525,-66.075,0.005170437,80.69397046894674,7257,19206.830659151077,0.21649268,22.1,979781,0.006105467
-37.5454194608866,0.0066386294,79.91517756461678,82.2,0.0,0.425,19.22739289954371,336691.2,0.575,-66.4,0.0063044494,80.77260710045628,7297,19315.246577739716,0.24452578,21.8,989940,0.0066386294
-37.63346378408845,0.0066297236,80.09389182320788,82.35,0.0,0.575,18.734588881212076,337305.6,0.425,-66.925,0.0066363937,81.26541111878794,7337,19427.138474702835,0.24542297,21.6,999768,0.0066297236
-36.66995864007366,0.0054979585,79.67779910286811,81.925,0.0,0.425,20.57484824597767,335564.8,0.575,-65.075,0.0059142755,79.42515175402234,7377,19534.266260147095,0.24979815,22.05,1009908,0.0054979585
-36.87613501943114,0.0032700042,79.61545895777483,81.88095238095238,0.0,0.8095238095238095,19.633444716800664,335384.38095238095,0.19047619047619047,-65.80952380952381,0.0039757304,80.36655528319935,7419,19651.54533267021,0.21753581,22.11904761904762,1019770,0.0032700042
-40.39793028562558,0.006690457,80.35767153445657,82.62222222222222,0.0,0.4888888888888889,18.239782107891095,338420.6222222222,0.5111111111111111,-67.57777777777778,0.006176559,81.76021789210893,7464,19768.81056189537,0.2086153,21.31111111111111,1029984,0.006690457
-36.368921882218636,0.0044039614,79.75180114587116,82.02564102564102,0.0,0.6410256410256411,20.294316094376466,335977.0256410256,0.358974358974359,-65.41025641025641,0.0049055647,79.70568390562352,7503,19878.50414443016,0.20606765,21.974358974358974,1039829,0.0044039614
-37.81789695259018,0.005257941,79.56534320543682,81.8048780487805,0.0,0.5121951219512195,19.474171886980674,335072.7804878049,0.4878048780487805,-65.90243902439025,0.0058222623,80.52582811301932,7544,19988.102193832397,0.18610331,22.170731707317074,1049978,0.005257941
-37.48685247849387,0.00467307,80.46238301778011,82.78947368421052,0.0,0.34210526315789475,19.88941500889622,339105.6842105263,0.6578947368421053,-66.3157894736842,0.0043045417,80.11058499110379,7582,20093.065760612488,0.21330494,21.210526315789473,1059844,0.00467307
-38.17606988537953,0.004895587,80.77033584255162,83.07692307692308,0.0,0.20512820512820512,20.14162667207017,340283.07692307694,0.7948717948717948,-66.35897435897436,0.0049004667,79.85837332792985,7621,20201.450669765472,0.21551017,20.871794871794872,1069770,0.004895587
-39.5660119646306,0.0063836593,80.96347747467343,83.26829268292683,0.0,0.34146341463414637,18.239005669184834,341066.9268292683,0.6585365853658537,-68.09756097560975,0.0050295317,81.76099433081517,7662,20313.583791732788,0.17876904,20.658536585365855,1079795,0.0063836593
-38.28353468067889,0.004552902,79.87921282571752,82.07692307692308,0.0,0.2564102564102564,18.894098151427293,336187.07692307694,0.7435897435897436,-66.58974358974359,0.0054949587,81.10590184857269,7701,20421.979345321655,0.19140723,21.82051282051282,1089809,0.004552902
-37.62329315800187,0.008835654,79.95485822439996,82.17948717948718,0.0,0.1794871794871795,19.142669211887753,336607.1794871795,0.8205128205128205,-66.48717948717949,0.0076323426,80.85733078811225,7740,20530.83614706993,0.197779,21.743589743589745,1099907,0.008835654
-37.518098076682776,0.00471642,80.4307521192293,82.71052631578948,0.0,0.23684210526315788,19.94756581347955,338782.3157894737,0.7631578947368421,-66.23684210526316,0.0052633095,80.05243418652046,7778,20637.74258708954,0.18655285,21.236842105263158,1109759,0.00471642
