surrgain,TimeElapsed,entloss,AttC,meankl,EpisodesSoFar,entropy,MtR,optimgain,AttNC,TtR,Fce,TimestepsSoFar
0.003796615,10090.633894205093,0.0,0.0,0.006203157,5969,-0.04241696,17.50898498124654,0.003796615,1.0,31.1,0.1244,1179773
0.0040245606,10177.463993310928,0.0,0.047619047619047616,0.007903807,6011,-0.098208405,17.05557480814937,0.0040245606,0.9523809523809523,30.071428571428573,0.12028571428571432,1189775
0.004155651,10266.749125480652,0.0,0.0,0.0062243505,6051,-0.0628723,18.81810568993681,0.004155651,1.0,32.4,0.1296,1199775
0.004125054,10353.10892033577,0.0,0.024390243902439025,0.0074766325,6092,-0.042543374,18.197684366114515,0.004125054,0.975609756097561,31.951219512195124,0.1278048780487805,1209776
0.0038089142,10442.22701883316,0.0,0.0,0.006223338,6132,-0.021226864,18.416377780113088,0.0038089142,1.0,32.275,0.12910000000000002,1219776
0.0045329956,10524.477732419968,0.0,0.0,0.0053275507,6172,-0.013627023,18.403148512796164,0.0045329956,1.0,32.525,0.13010000000000005,1229776
0.0049481047,10604.045330762863,0.0,0.047619047619047616,0.0073555983,6214,0.014293271,17.72972796759443,0.0049481047,0.9523809523809523,30.833333333333332,0.12333333333333335,1239778
0.0029902924,10688.382076978683,0.0,0.0,0.007078235,6254,0.011320148,19.309153727432378,0.0029902924,1.0,34.025,0.13610000000000003,1249778
0.004521235,10767.91874241829,0.0,0.0,0.0059792567,6294,0.021636892,18.31323126330851,0.004521235,1.0,32.125,0.12850000000000003,1259778
0.0034217895,10858.48648571968,0.0,0.024390243902439025,0.006606411,6335,0.011051689,18.737685842291075,0.0034217895,0.975609756097561,33.1219512195122,0.13248780487804876,1269779
0.004461659,10947.135533571243,0.0,0.0,0.007382308,6375,0.011365414,19.398733709964432,0.004461659,1.0,33.85,0.13540000000000002,1279779
0.0039549135,11031.72977757454,0.0,0.0,0.006645752,6415,-0.002657652,20.23841894779052,0.0039549135,1.0,35.3,0.14120000000000002,1289779
0.0044532423,11121.803545951843,0.0,0.06976744186046512,0.006506903,6458,0.009700298,17.970124027225772,0.0044532423,0.9302325581395349,31.6046511627907,0.12641860465116278,1299782
0.0046184836,11207.115915298462,0.0,0.0,0.0069973543,6498,0.061828606,19.38229437578739,0.0046184836,1.0,33.925,0.1357,1309782
0.0038930085,11293.11136674881,0.0,0.047619047619047616,0.0062672817,6540,0.08846575,18.236328694758164,0.0038930085,0.9523809523809523,32.142857142857146,0.12857142857142861,1319784
0.0030138558,11385.339981794357,0.0,0.0,0.0051099937,6580,0.09438421,19.739631243116506,0.0030138558,1.0,35.05,0.14020000000000005,1329784
0.0024539954,11475.53851366043,0.0,0.1111111111111111,0.0074092764,6625,0.07517632,18.395068071298105,0.0024539954,0.8888888888888888,32.37777777777778,0.12951111111111113,1339791
0.002819304,11550.403064966202,0.0,0.024390243902439025,0.006017277,6666,0.09276179,18.59100309540338,0.002819304,0.975609756097561,32.609756097560975,0.13043902439024394,1349792
0.003263414,11642.791944503784,0.0,0.047619047619047616,0.0056002783,6708,0.1272478,19.406707604906064,0.003263414,0.9523809523809523,33.595238095238095,0.13438095238095238,1359794
0.002931868,11731.88607621193,0.0,0.024390243902439025,0.005171962,6749,0.167572,20.05077573025055,0.002931868,0.975609756097561,34.34146341463415,0.1373658536585366,1369795
0.004050904,11813.937186956406,0.0,0.047619047619047616,0.0056586675,6791,0.182541,18.019922862533967,0.004050904,0.9523809523809523,31.476190476190474,0.12590476190476194,1379797
0.0021487204,11898.701380491257,0.0,0.06976744186046512,0.0038237756,6834,0.19763172,17.416356398482648,0.0021487204,0.9302325581395349,30.674418604651162,0.12269767441860467,1389800
0.0028969478,11981.120661497116,0.0,0.047619047619047616,0.0074084257,6876,0.14103712,18.585717506187784,0.0028969478,0.9523809523809523,32.833333333333336,0.13133333333333333,1399802
0.004405429,12067.623391151428,0.0,0.0,0.0064286515,6916,0.12620308,18.76424635138159,0.004405429,1.0,33.375,0.13349999999999998,1409802
0.0030648545,12141.834856033325,0.0,0.024390243902439025,0.0060515045,6957,0.13275145,18.409359307641395,0.0030648545,0.975609756097561,32.36585365853659,0.12946341463414637,1419803
0.005060614,12225.306918382645,0.0,0.024390243902439025,0.0067927293,6998,0.16237062,18.436584612482246,0.005060614,0.975609756097561,32.390243902439025,0.12956097560975613,1429806
0.0032488366,12317.52021431923,0.0,0.06976744186046512,0.00589068,7041,0.18046613,17.804870139937517,0.0032488366,0.9302325581395349,31.232558139534884,0.12493023255813954,1439809
0.0023008639,12403.330289125443,0.0,0.06976744186046512,0.0032802627,7084,0.17863467,18.122650733631403,0.0023008639,0.9302325581395349,31.697674418604652,0.12824806201550387,1449830
0.0030384185,12479.455330133438,0.0,0.024390243902439025,0.0055565406,7125,0.18946636,18.281526308536886,0.0030384185,0.975609756097561,31.682926829268293,0.1267317073170732,1459831
0.0036375707,12560.531042814255,0.0,0.047619047619047616,0.004601885,7167,0.19646652,18.43053506559687,0.0036375707,0.9523809523809523,32.285714285714285,0.1291428571428572,1469833
0.0026107652,12647.703977584839,0.0,0.047619047619047616,0.0050221686,7209,0.18347338,17.641071278838766,0.0026107652,0.9523809523809523,31.0,0.12400000000000004,1479835
0.004491867,12736.424770832062,0.0,0.047619047619047616,0.007006946,7251,0.17116372,17.87735675869184,0.004491867,0.9523809523809523,31.642857142857142,0.12657142857142858,1489837
0.004108831,12823.760175704956,0.0,0.024390243902439025,0.007111008,7292,0.1898804,18.74311341194117,0.004108831,0.975609756097561,32.75609756097561,0.13102439024390244,1499838
0.0034466346,12893.925698518753,0.0,0.047619047619047616,0.00572173,7334,0.20578806,18.305430393488148,0.0034466346,0.9523809523809523,32.166666666666664,0.12866666666666668,1509840
0.0043142317,12995.414102554321,0.0,0.024390243902439025,0.0072826585,7375,0.24644314,19.63447301038191,0.0043142317,0.975609756097561,34.53658536585366,0.13814634146341465,1519841
0.0040707537,13079.006355524063,0.0,0.09090909090909091,0.0072171935,7419,0.19830164,19.52771722967207,0.0040707537,0.9090909090909091,34.18181818181818,0.14039066339066336,1529883
0.0030394283,13156.593116044998,0.0,0.13333333333333333,0.0049938774,7464,0.17637686,18.613468339891657,0.0030394283,0.8666666666666667,32.6,0.14192325403404998,1539857
0.004064879,13243.565873146057,0.0,0.024390243902439025,0.0076452126,7505,0.13051601,20.582240898192026,0.004064879,0.975609756097561,35.58536585365854,0.14234146341463416,1549858
0.003699182,13329.02916765213,0.0,0.09090909090909091,0.0062178774,7549,0.12225321,19.36693466647411,0.003699182,0.9090909090909091,33.61363636363637,0.15261675579322634,1559900
0.003844162,13422.086540460587,0.0,0.06976744186046512,0.0075608534,7592,0.11579637,18.859951817450167,0.003844162,0.9302325581395349,33.41860465116279,0.1366940966010734,1569941
0.0022875702,13505.691709756851,0.0,0.0,0.0030053575,7632,0.1209183,21.451749610492502,0.0022875702,1.0,37.775,0.1511,1579941
0.0047134077,13591.519593000412,0.0,0.047619047619047616,0.0065076095,7674,0.115290344,20.720472157891304,0.0047134077,0.9523809523809523,35.88095238095238,0.14352380952380955,1589943
0.0047729504,13678.549508810043,0.0,0.14893617021276595,0.0068603987,7721,0.109988734,16.734597035301018,0.0047729504,0.851063829787234,29.02127659574468,0.1242553191489362,1599972
0.0038876496,13768.434898853302,0.0,0.024390243902439025,0.0058769956,7762,0.09409307,20.150771068705044,0.0038876496,0.975609756097561,35.707317073170735,0.14282926829268294,1609973
0.0032916886,13849.953273773193,0.0,0.047619047619047616,0.0058832867,7804,0.11794713,19.877382917128106,0.0032916886,0.9523809523809523,34.785714285714285,0.14121212121212123,1619985
