EpisodesSoFar,surrgain,AttNC,TtR,Fce,meankl,TimeElapsed,entloss,AttC,MtR,entropy,TimestepsSoFar,optimgain
5154,0.0015772888,1.9268292682926829,111.21951219512195,0.14829268292682926,0.0035866257,4687.277061462402,0.0,1.0731707317073171,20.89135350775347,0.69000846,1129772,0.0015772888
5194,0.0020852955,1.9,114.15,0.15219999999999995,0.004448441,4731.2391991615295,0.0,1.1,21.508161144825927,0.68921477,1139772,0.0020852955
5234,0.0015678479,1.575,117.075,0.15610000000000002,0.0037279378,4771.831068754196,0.0,1.425,22.74015296099717,0.65661633,1149772,0.0015678479
5275,0.0021529451,1.7317073170731707,115.46341463414635,0.1564896456511735,0.0040565566,4813.347811222076,0.0,1.2682926829268293,22.11281464697248,0.65784204,1159825,0.0021529451
5317,0.0019586778,1.5952380952380953,115.85714285714286,0.15867375090423805,0.0039467304,4853.906456947327,0.0,1.4047619047619047,22.48048491190222,0.6603142,1169931,0.0019586778
5360,0.0024121471,1.4883720930232558,106.18604651162791,0.14662415481020136,0.0052904217,4895.397330522537,0.0,1.5116279069767442,20.390175913752202,0.62951666,1179789,0.0024121471
5401,0.002009847,1.829268292682927,110.70731707317073,0.14760975609756097,0.006031778,4936.2406759262085,0.0,1.170731707317073,21.291256696509517,0.5654518,1189790,0.002009847
5441,0.002153007,2.0,118.65,0.15819999999999995,0.0055417744,4976.83872628212,0.0,1.0,22.53771449876853,0.54157215,1199790,0.002153007
5481,0.0019335292,2.0,125.775,0.16770000000000002,0.003327533,5018.052857160568,0.0,1.0,23.960905911683092,0.53656733,1209790,0.0019335292
5521,0.0021467987,2.0,116.325,0.15510000000000002,0.0048310873,5058.350344181061,0.0,1.0,22.25742176559676,0.5305802,1219790,0.0021467987
5561,0.0022399775,2.4,123.3,0.16439999999999996,0.0039150086,5100.16131234169,0.0,0.6,23.253299612493002,0.5426635,1229790,0.0022399775
5601,0.0019010988,2.075,122.7,0.16359999999999997,0.0044897757,5140.928348064423,0.0,0.925,23.053027364401963,0.5131774,1239790,0.0019010988
5641,0.0021447525,2.325,117.6,0.15680000000000002,0.004875902,5182.190999984741,0.0,0.675,22.302198526773566,0.4883134,1249790,0.0021447525
5681,0.0020627563,2.35,124.5,0.166,0.003902468,5222.4690499305725,0.0,0.65,23.51882223229027,0.48373204,1259790,0.0020627563
5721,0.0016525411,2.4,124.2,0.16560000000000002,0.003981727,5262.796120166779,0.0,0.6,23.044735079183685,0.4771967,1269790,0.0016525411
5761,0.0023965384,2.525,123.975,0.16530000000000003,0.0056603313,5302.937908649445,0.0,0.475,23.259882118580496,0.4384178,1279790,0.0023965384
5801,0.002232668,2.425,125.025,0.16670000000000001,0.00508017,5343.368621587753,0.0,0.575,23.243745903326474,0.4082051,1289790,0.002232668
5841,0.0020570601,2.55,136.425,0.18189999999999998,0.00487963,5383.433066606522,0.0,0.45,25.28551157315266,0.39324737,1299790,0.0020570601
5881,0.002659846,2.525,143.175,0.19090000000000001,0.006124008,5425.011343717575,0.0,0.475,26.849205469886556,0.34304824,1309790,0.002659846
5921,0.0020834778,2.35,126.975,0.16929999999999995,0.0039863028,5466.349401712418,0.0,0.65,23.70018512279074,0.35528636,1319790,0.0020834778
5961,0.0020997112,2.675,141.075,0.18810000000000002,0.004499931,5506.767854690552,0.0,0.325,26.358608901781366,0.33259314,1329790,0.0020997112
6001,0.002570608,2.625,129.375,0.1725,0.006771779,5546.956509113312,0.0,0.375,24.16725002196288,0.2796013,1339790,0.002570608
6041,0.003264554,2.5,131.625,0.17550000000000004,0.0061125043,5587.77974319458,0.0,0.5,24.43293690751195,0.25369364,1349790,0.003264554
6081,0.0020909074,2.675,148.125,0.19750000000000004,0.0048567425,5628.864041805267,0.0,0.325,27.70876384965411,0.22012332,1359790,0.0020909074
6122,0.0034897146,2.5609756097560976,128.85365853658536,0.17180487804878045,0.007807841,5669.715415716171,0.0,0.43902439024390244,23.726078805096083,0.18866071,1369791,0.0034897146
6163,0.0025230886,2.341463414634146,142.53658536585365,0.1930227081581161,0.004799085,5710.949356555939,0.0,0.6585365853658537,26.779234355468894,0.15390989,1379820,0.0025230886
6203,0.002523399,2.175,141.075,0.18810000000000007,0.005665992,5751.7803382873535,0.0,0.825,26.574233188290094,0.098159775,1389820,0.002523399
