meankl,Tmt,MtR,Tmc,EpisodesSoFar,TimeElapsed,surrgain,MpbtA,MpbtN,Tbt,Ptt,entropy,optimgain,entloss,AttC,TimestepsSoFar,TtR,AttNC
0.0024152223,83.13157894736842,-39.330534748658714,20.86842105263158,4246,10240.690767526627,0.003944937,14.864937159828784,85.13506284017123,340506.94736842107,80.7767368292089,0.24996807,0.003944937,0.0,0.18421052631578946,229982,-70.84210526315789,0.8157894736842105
0.0050165723,82.28947368421052,-38.91502064569569,21.63157894736842,4284,10332.855077266693,0.0058907964,15.900444570982014,84.09955542901798,337057.6842105263,80.05693215040908,0.27103052,0.0058907964,0.0,0.18421052631578946,239937,-69.21052631578948,0.8157894736842105
0.004747559,83.07692307692308,-39.66036986096815,20.897435897435898,4323,10419.156152009964,0.005027285,15.638970935600522,84.36102906439949,340283.07692307694,80.74915174315825,0.3016462,0.005027285,0.0,0.3076923076923077,249880,-70.1025641025641,0.6923076923076923
0.005928034,81.65853658536585,-38.469605906660725,22.29268292682927,4364,10520.394870758057,0.0063125365,16.30649828772042,83.6935017122796,334473.3658536585,79.44609675290417,0.26483226,0.0063125365,0.0,0.6341463414634146,259837,-68.34146341463415,0.36585365853658536
0.005809298,82.8,-38.92865994488327,21.175,4404,10613.584024906158,0.006170508,16.95661948018052,83.0433805198195,339148.8,80.48998877107242,0.29102564,0.006170508,0.0,0.55,269903,-68.8,0.45
0.0049756067,82.48780487804878,-39.38858206198295,21.48780487804878,4445,10711.596363782883,0.005628003,16.954263961318524,83.04573603868147,337870.0487804878,80.19784394464955,0.25348878,0.005628003,0.0,0.5121951219512195,279905,-68.51219512195122,0.4878048780487805
0.003940072,83.45,-39.629414209443084,20.475,4485,10804.32190155983,0.0031381745,16.034828473334212,83.9651715266658,341811.2,81.13358341521142,0.2211259,0.0031381745,0.0,0.55,289742,-70.1,0.45
0.0029846197,82.74358974358974,-39.2396321718811,21.205128205128204,4524,10896.080304384232,0.0044895825,15.526733343071756,84.47326665692822,338917.74358974356,80.45797755085106,0.26050952,0.0044895825,0.0,0.38461538461538464,299847,-69.8974358974359,0.6153846153846154
0.004419302,82.52631578947368,-38.779038489273795,21.36842105263158,4562,10982.502477645874,0.0042439066,16.087661148163253,83.91233885183675,338027.7894736842,80.29563411265698,0.28241053,0.0042439066,0.0,0.3684210526315789,309778,-69.28947368421052,0.631578947368421
0.004800279,82.3953488372093,-41.18114535540871,21.58139534883721,4605,11079.58756351471,0.0054794587,14.847645718276398,85.1523542817236,337491.3488372093,80.11255834016981,0.2377187,0.0054794587,0.0,0.4186046511627907,319845,-70.13953488372093,0.5813953488372093
0.005124188,82.54761904761905,-40.8178119929387,21.404761904761905,4647,11173.830910205841,0.0049708313,14.753319328959408,85.2466806710406,338115.04761904763,80.27293299017258,0.20739238,0.0049708313,0.0,0.47619047619047616,329813,-70.38095238095238,0.5238095238095238
0.004470725,83.26315789473684,-39.64711245682645,20.68421052631579,4685,11262.123539447784,0.0060490207,14.421743540378547,85.57825645962146,341045.8947368421,80.94220101597195,0.21846254,0.0060490207,0.0,0.21052631578947367,339829,-71.26315789473684,0.7894736842105263
0.0061865984,82.35135135135135,-39.087417680109446,21.594594594594593,4722,11354.052612066269,0.0052240845,14.621018992830457,85.37898100716953,337311.13513513515,80.09491977272212,0.2664172,0.0052240845,0.0,0.10810810810810811,349986,-70.32432432432432,0.8918918918918919
0.004422338,82.55263157894737,-38.52139803068142,21.44736842105263,4760,11440.46770644188,0.0047001815,14.59304767001591,85.4069523299841,338135.5789473684,80.24018570809498,0.25609663,0.0047001815,0.0,0.42105263157894735,359826,-70.52631578947368,0.5789473684210527
0.0066031464,82.85365853658537,-40.27928555380004,21.121951219512194,4801,11532.067811489105,0.0046494673,14.326198462605838,85.67380153739416,339368.5853658537,80.53930686654188,0.1789781,0.0046494673,0.0,0.43902439024390244,369926,-71.0,0.5609756097560976
0.005544999,82.33333333333333,-38.87841869912932,21.583333333333332,4837,11618.19640302658,0.004510495,14.391083236926967,85.60891676307307,337237.3333333333,80.1005422239978,0.22539614,0.004510495,0.0,0.1388888888888889,379949,-70.47222222222223,0.8611111111111112
0.0077155153,82.86486486486487,-39.806316295477245,21.10810810810811,4874,11705.902128696442,0.0065551726,15.014197325344725,84.98580267465525,339414.4864864865,80.55158304881225,0.25500804,0.0065551726,0.0,0.3783783783783784,389833,-70.43243243243244,0.6216216216216216
0.004586433,82.3076923076923,-38.97631760854984,21.615384615384617,4913,11793.45715713501,0.0046383934,15.2623087275942,84.73769127240583,337132.3076923077,80.07008657444779,0.24062788,0.0046383934,0.0,0.48717948717948717,399970,-69.74358974358974,0.5128205128205128
0.0050940905,82.86842105263158,-39.459897771875156,21.05263157894737,4951,11881.707290410995,0.00464069,15.889395118480545,84.11060488151946,339429.05263157893,80.59519812384353,0.27949664,0.00464069,0.0,0.5,409755,-69.71052631578948,0.5
0.005300322,82.95121951219512,-39.71885041566265,21.024390243902438,4992,11971.393165826797,0.005583451,16.472287037784263,83.52771296221573,339768.1951219512,80.63064951142925,0.23389365,0.005583451,0.0,0.43902439024390244,419813,-69.29268292682927,0.5609756097560976
0.004920867,82.74358974358974,-38.85104572237604,21.205128205128204,5031,12057.531947851181,0.0044082003,16.28024756213244,83.71975243786754,338917.74358974356,80.45928848512048,0.2565284,0.0044082003,0.0,0.41025641025641024,429849,-69.28205128205128,0.5897435897435898
0.0055301897,81.92307692307692,-37.905017640198416,22.025641025641026,5070,12147.352474927902,0.0046369303,17.242864801143668,82.75713519885633,335556.92307692306,79.69373767382437,0.254768,0.0046369303,0.0,0.41025641025641024,439934,-67.82051282051282,0.5897435897435898
0.0054494524,82.11111111111111,-37.256252797377705,21.88888888888889,5106,12231.580121040344,0.0051311767,17.955649443359352,82.04435055664064,336327.1111111111,79.82925125499143,0.25930253,0.0051311767,0.0,0.25,449708,-67.38888888888889,0.75
0.0049376967,83.0952380952381,-40.71122595151244,20.80952380952381,5148,12327.732118844986,0.0052708387,15.631923200382456,84.36807679961755,340358.09523809527,80.81837320086048,0.21144141,0.0052708387,0.0,0.35714285714285715,459862,-70.11904761904762,0.6428571428571429
0.0032394573,82.5,-38.08051125751822,21.44736842105263,5186,12413.643039226532,0.0035446854,16.58614605626303,83.41385394373698,337920.0,80.23133764215561,0.23659039,0.0035446854,0.0,0.39473684210526316,469840,-68.8157894736842,0.6052631578947368
0.0040374314,83.15,-39.61641967548065,20.825,5226,12505.58145236969,0.005998288,14.87964431866853,85.12035568133147,340582.4,80.8155277504993,0.23457637,0.005998288,0.0,0.375,479821,-70.8,0.625
0.006154868,82.02631578947368,-38.25990578985657,21.94736842105263,5264,12590.323827266693,0.00525495,15.957171561613931,84.04282843838605,335979.7894736842,79.77149287402477,0.2301772,0.00525495,0.0,0.39473684210526316,489745,-68.94736842105263,0.6052631578947368
0.0066219545,82.65789473684211,-38.20704094092335,21.31578947368421,5302,12675.766599655151,0.00828658,17.139750600063387,82.86024939993666,338566.7368421053,80.3587890137558,0.22937573,0.00828658,0.0,0.3157894736842105,499813,-68.52631578947368,0.6842105263157895
0.004647051,83.35897435897436,-39.191378652581975,20.512820512820515,5341,12763.40848326683,0.0051062074,16.380444880639523,83.61955511936046,341438.358974359,81.0892825750976,0.24882065,0.0051062074,0.0,0.28205128205128205,509994,-69.74358974358974,0.717948717948718
0.0040124105,81.6923076923077,-37.193858638428786,22.28205128205128,5380,12850.293729782104,0.0042561432,16.550736801238166,83.44926319876183,334611.6923076923,79.45869277208624,0.23371512,0.0042561432,0.0,0.5641025641025641,519994,-68.17948717948718,0.4358974358974359
0.004190615,82.43243243243244,-38.4880053058392,21.54054054054054,5417,12939.355542421341,0.004583819,17.085000465257043,82.91499953474298,337643.24324324325,80.1509388637306,0.24058655,0.004583819,0.0,0.24324324324324326,529742,-68.35135135135135,0.7567567567567568
0.0050716926,82.53846153846153,-38.96637611624336,21.41025641025641,5456,13024.209277391434,0.0046129823,16.70189577893273,83.29810422106726,338077.53846153844,80.2674535515533,0.2222741,0.0046129823,0.0,0.3076923076923077,539932,-68.74358974358974,0.6923076923076923
0.004278232,82.21052631578948,-38.276492689975335,21.736842105263158,5494,13109.522287368774,0.0050904173,16.666507108588267,83.33349289141175,336734.3157894737,79.96336238743406,0.266903,0.0050904173,0.0,0.07894736842105263,549999,-68.55263157894737,0.9210526315789473
0.0057782633,83.26829268292683,-40.717477965175384,20.70731707317073,5535,13198.514509439468,0.0066616973,15.644473463858954,84.35552653614104,341066.9268292683,80.92476540454224,0.19623947,0.0066616973,0.0,0.3902439024390244,559892,-70.26829268292683,0.6097560975609756
0.0046120025,83.1842105263158,-39.53127524062399,20.68421052631579,5573,13284.682832717896,0.004896912,15.495190785363928,84.50480921463605,340722.5263157895,80.92912361598572,0.24319293,0.004896912,0.0,0.23684210526315788,569929,-70.3157894736842,0.7631578947368421
0.0038494042,82.97297297297297,-38.0975282214268,21.027027027027028,5610,13368.4372549057,0.0031907975,16.412229011068746,83.58777098893124,339857.2972972973,80.63180271127455,0.24274653,0.0031907975,0.0,0.10810810810810811,579983,-69.35135135135135,0.8918918918918919
0.004065512,83.13888888888889,-37.58766650019126,20.805555555555557,5646,13451.993420124054,0.0044707274,17.80965260213924,82.19034739786076,340536.8888888889,80.82752926108543,0.26973334,0.0044707274,0.0,0.2222222222222222,589792,-68.36111111111111,0.7777777777777778
0.0062750885,82.38461538461539,-37.33542353199025,21.615384615384617,5685,13537.6573741436,0.006413521,18.13745984222887,81.86254015777114,337447.3846153846,80.08482295478204,0.3092367,0.006413521,0.0,0.4358974358974359,599989,-67.43589743589743,0.5641025641025641
0.0051860046,83.4186046511628,-39.30122535894162,20.53488372093023,5728,13632.493238210678,0.0067211455,17.57266895444719,82.42733104555282,341682.6046511628,81.08182012153043,0.25461796,0.0067211455,0.0,0.6511627906976745,609991,-68.79069767441861,0.3488372093023256
0.0058965026,82.25,-38.203273308810864,21.75,5768,13724.65521812439,0.006639691,17.799441316011745,82.20055868398825,336896.0,79.96024389921453,0.26045337,0.006639691,0.0,0.525,619833,-67.6,0.475
0.0055395514,82.41463414634147,-39.14853730493597,21.536585365853657,5809,13814.345785140991,0.007684201,17.466007007848173,82.53399299215182,337570.34146341466,80.14983528910882,0.23314351,0.007684201,0.0,0.3170731707317073,629880,-68.04878048780488,0.6829268292682927
0.0066807694,83.08108108108108,-37.87301812423434,20.864864864864863,5846,13896.687869787216,0.0063508805,17.653617927700594,82.34638207229943,340300.1081081081,80.77284527657207,0.26781264,0.0063508805,0.0,0.10810810810810811,639751,-68.43243243243244,0.8918918918918919
0.0056032245,82.69767441860465,-40.08473938366295,21.25581395348837,5889,13989.749542236328,0.006347499,16.6868497380209,83.31315026197909,338729.67441860464,80.41414848066324,0.23281531,0.006347499,0.0,0.4186046511627907,649909,-68.90697674418605,0.5813953488372093
0.006761289,82.10810810810811,-37.29523617656575,21.864864864864863,5926,14072.579556465149,0.005762834,18.080874826165598,81.91912517383442,336314.8108108108,79.84850795859074,0.27067548,0.005762834,0.0,0.10810810810810811,659843,-67.29729729729729,0.8918918918918919
0.0037108124,82.07692307692308,-38.04363114927827,21.897435897435898,5965,14155.398801803589,0.005092816,17.83150505773972,82.16849494226027,336187.07692307694,79.81818971455834,0.27933794,0.005092816,0.0,0.10256410256410256,669944,-67.46153846153847,0.8974358974358975
0.0056742555,82.53658536585365,-40.107741490293854,21.414634146341463,6006,14243.185418367386,0.0051557617,17.74647438325146,82.25352561674852,338069.85365853657,80.26378990508472,0.23074701,0.0051557617,0.0,0.17073170731707318,679785,-67.92682926829268,0.8292682926829268
0.0046370467,83.07692307692308,-38.53728265095668,20.871794871794872,6045,14322.873235940933,0.0052921753,18.78899385626452,81.21100614373546,340283.07692307694,80.76791535828404,0.23206414,0.0052921753,0.0,0.1282051282051282,689845,-67.51282051282051,0.8717948717948718
0.0045054876,81.84615384615384,-37.904738896514154,22.102564102564102,6084,14402.712817907333,0.00491243,18.177907235059685,81.82209276494034,335241.8461538461,79.62272056422557,0.23987149,0.00491243,0.0,0.20512820512820512,699866,-67.0,0.7948717948717948
0.0074750977,83.05263157894737,-38.22510384770192,20.86842105263158,6122,14480.083103895187,0.0055939667,18.187217883918954,81.81278211608107,340183.5789473684,80.76706439238194,0.2813161,0.0055939667,0.0,0.07894736842105263,709996,-67.94736842105263,0.9210526315789473
0.0061341124,82.5,-38.06637704358901,21.475,6162,14564.862154483795,0.006869748,18.535392347947976,81.46460765205201,337920.0,80.2119080924547,0.26377106,0.006869748,0.0,0.4,719791,-67.225,0.6
0.0059096212,82.02380952380952,-39.34206096617456,21.952380952380953,6204,14651.428252458572,0.006358683,18.01608252989193,81.98391747010807,335969.5238095238,79.76881116453265,0.22681437,0.006358683,0.0,0.21428571428571427,729955,-67.28571428571429,0.7857142857142857
0.0048394264,82.0,-37.065670319018764,22.0,6241,14733.700692653656,0.0047188844,19.210479833747787,80.7895201662522,335872.0,79.72693605042059,0.24404433,0.0047188844,0.0,0.1891891891891892,739853,-66.24324324324324,0.8108108108108109
0.007119715,82.60526315789474,-37.617965021616875,21.36842105263158,6279,14822.851479053497,0.0064049377,19.219627133609407,80.78037286639059,338351.15789473685,80.30950416618646,0.29358816,0.0064049377,0.0,0.21052631578947367,749755,-66.76315789473684,0.7894736842105263
0.006621318,82.55319148936171,-42.575816237646606,21.425531914893618,6326,14915.561646461487,0.008861926,17.362946267814227,82.63705373218575,338137.87234042556,80.25740003355386,0.23192506,0.008861926,0.0,0.40425531914893614,759926,-68.25531914893617,0.5957446808510638
0.005290461,82.97435897435898,-38.267327142351654,20.897435897435898,6365,15002.421642065048,0.0048427703,19.2102537054882,80.78974629451179,339862.9743589744,80.7334695147316,0.22432922,0.0048427703,0.0,0.3076923076923077,769923,-67.05128205128206,0.6923076923076923
0.0036471337,81.6842105263158,-37.032914641643984,22.289473684210527,6403,15083.157900810242,0.0043187193,18.962234671094045,81.03776532890595,334578.5263157895,79.45373153729616,0.23919253,0.0043187193,0.0,0.15789473684210525,779935,-66.23684210526316,0.8421052631578947
0.0063887313,82.37837837837837,-37.945325926072435,21.594594594594593,6440,15166.28586935997,0.006259487,19.123674466590217,80.87632553340978,337421.8378378378,80.10054913180254,0.26826298,0.006259487,0.0,0.05405405405405406,789865,-66.64864864864865,0.9459459459459459
0.005111913,82.41025641025641,-37.55990576393782,21.53846153846154,6479,15246.485935211182,0.0059220917,19.529016462505922,80.4709835374941,337552.41025641025,80.14907796110082,0.25087452,0.0059220917,0.0,0.23076923076923078,799875,-66.3076923076923,0.7692307692307693
0.0056054993,81.97560975609755,-38.683395975454104,22.0,6520,15333.98881816864,0.0051462036,20.3208919919732,79.6791080080268,335772.0975609756,79.72374816974109,0.23204382,0.0051462036,0.0,0.2926829268292683,809907,-65.34146341463415,0.7073170731707317
0.0053291656,81.475,-37.268820636141925,22.525,6560,15414.866270303726,0.0038883484,19.656009118740705,80.34399088125929,333721.6,79.24070601876394,0.23720093,0.0038883484,0.0,0.3,819951,-65.475,0.7
0.0044226865,82.25641025641026,-36.864515480564,21.666666666666668,6599,15497.438054323196,0.0039424286,20.491877032573058,79.50812296742693,336922.25641025644,80.02604154498681,0.22263657,0.0039424286,0.0,0.2564102564102564,829989,-65.41025641025641,0.7435897435897436
0.0045451177,81.51282051282051,-37.33010102517809,22.435897435897434,6638,15581.305276632309,0.0047918274,19.966506897406227,80.0334931025938,333876.5128205128,79.31424639101452,0.23044202,0.0047918274,0.0,0.358974358974359,839999,-65.25641025641026,0.6410256410256411
0.0060186186,82.35897435897436,-37.795615006043285,21.58974358974359,6677,15660.571517944336,0.0070863,19.504798906886236,80.49520109311374,337342.358974359,80.10143181144001,0.22483546,0.0070863,0.0,0.3333333333333333,849789,-66.3076923076923,0.6666666666666666
0.008781557,82.65,-37.59960551505645,21.35,6717,15743.550591945648,0.009365476,19.349886052375062,80.65011394762493,338534.4,80.33235197689254,0.24722373,0.009365476,0.0,0.35,859998,-66.65,0.65
0.0051782695,81.82051282051282,-37.035661633594586,22.153846153846153,6756,15823.04915881157,0.005088176,20.227385293889395,79.7726147061106,335136.8205128205,79.57902561856551,0.23211206,0.005088176,0.0,0.48717948717948717,869924,-65.28205128205128,0.5128205128205128
0.005196591,81.55263157894737,-36.20636374475352,22.44736842105263,6794,15902.4512155056,0.0053016176,20.903325295793206,79.09667470420676,334039.5789473684,79.30948399047818,0.22434913,0.0053016176,0.0,0.47368421052631576,879817,-64.5,0.5263157894736842
0.0038330657,81.05263157894737,-35.78245523144326,22.94736842105263,6832,15981.669154644012,0.0054455567,20.823091897875134,79.17690810212487,331991.5789473684,78.84564206726769,0.21090361,0.0054455567,0.0,0.5526315789473685,889727,-64.15789473684211,0.4473684210526316
0.0059770094,82.17948717948718,-36.712783663245126,21.743589743589745,6871,16058.667675971985,0.006403182,21.339515175944662,78.66048482405532,336607.1794871795,79.95521754601953,0.19110739,0.006403182,0.0,0.20512820512820512,899836,-64.66666666666667,0.7948717948717948
0.004749635,82.975,-37.92146827795064,20.95,6911,16140.029775381088,0.0052255066,19.865827518384705,80.13417248161528,339865.6,80.69459719546617,0.19963762,0.0052255066,0.0,0.25,909877,-66.5,0.75
0.0032899166,82.3076923076923,-36.891773788478226,21.615384615384617,6950,16219.348002433777,0.0038738037,20.176671811933904,79.82332818806609,337132.3076923077,80.07285480241248,0.2039062,0.0038738037,0.0,0.358974358974359,919920,-65.71794871794872,0.6410256410256411
0.006066096,81.71794871794872,-37.162410767560004,22.256410256410255,6989,16295.864034891129,0.006815118,19.638867978299007,80.36113202170097,334716.71794871794,79.48609013056648,0.23091622,0.006815118,0.0,0.3333333333333333,929947,-65.66666666666667,0.6666666666666666
0.0035435872,81.73684210526316,-35.65461446861974,22.236842105263158,7027,16377.667226314545,0.0053624283,21.814819075444287,78.18518092455572,334794.1052631579,79.50265632893718,0.22064185,0.0053624283,0.0,0.47368421052631576,939878,-63.921052631578945,0.5263157894736842
0.0047567473,81.55,-35.83163396326712,22.45,7067,16463.764666318893,0.004833369,21.044442117567677,78.95555788243232,334028.8,79.30812147405251,0.21483412,0.004833369,0.0,0.525,949870,-64.4,0.475
0.0051409914,81.925,-37.016598041983464,22.05,7107,16543.766728639603,0.0052230987,20.4588474490234,79.54115255097662,335564.8,79.67657425435746,0.19909072,0.0052230987,0.0,0.55,959884,-65.15,0.45
0.0077414108,81.21052631578948,-35.79615595522539,22.763157894736842,7145,16620.321899414062,0.006643521,21.405813090205342,78.59418690979467,332638.3157894737,79.01342388131722,0.21828291,0.006643521,0.0,0.2894736842105263,969767,-63.8421052631579,0.7105263157894737
0.0059727784,81.4390243902439,-36.91923706836393,22.5609756097561,7186,16701.91767835617,0.005849795,20.72596791327521,79.27403208672476,333574.243902439,79.20352449106609,0.20102468,0.005849795,0.0,0.4634146341463415,979985,-64.5609756097561,0.5365853658536586
0.005658537,82.05128205128206,-36.99561694556087,21.897435897435898,7225,16780.794944524765,0.0041433806,21.246789518574737,78.75321048142526,336082.0512820513,79.81403413932578,0.20545757,0.0041433806,0.0,0.4358974358974359,989844,-64.64102564102564,0.5641025641025641
0.00428407,81.55,-36.464114895400556,22.45,7265,16861.88759112358,0.004583961,21.047390424596326,78.95260957540368,334028.8,79.30703158969077,0.21178499,0.004583961,0.0,0.525,999969,-64.375,0.475
0.0046571917,82.25641025641026,-36.988877969467545,21.692307692307693,7304,16938.218705654144,0.004763643,20.204293359486353,79.79570664051364,336922.25641025644,80.00642366126091,0.1992414,0.004763643,0.0,0.48717948717948717,1009758,-65.64102564102564,0.5128205128205128
0.0035738742,82.2439024390244,-37.726106936228035,21.70731707317073,7345,17016.637180805206,0.0038807618,20.042608378456038,79.95739162154396,336871.0243902439,79.99332375392511,0.21028936,0.0038807618,0.0,0.4878048780487805,1019877,-65.7560975609756,0.5121951219512195
0.0053634597,83.125,-37.42299047570469,20.8,7385,17093.17885375023,0.0068325102,20.915118422576597,79.08488157742339,340480.0,80.83258909003807,0.2080067,0.0068325102,0.0,0.525,1029909,-65.75,0.475
0.003398709,82.17073170731707,-37.290884800490375,21.78048780487805,7426,17173.018320560455,0.003454506,19.531612592415883,80.46838740758409,336571.31707317074,79.92462666794223,0.19160458,0.003454506,0.0,0.6341463414634146,1039891,-66.09756097560975,0.36585365853658536
0.0045082895,81.71794871794872,-35.95211001886188,22.256410256410255,7465,17251.475222826004,0.0038339065,20.845774260527858,79.15422573947215,334716.71794871794,79.48270488911915,0.18521129,0.0038339065,0.0,0.48717948717948717,1049967,-64.71794871794872,0.5128205128205128
0.0074478225,82.43589743589743,-37.60019426166885,21.564102564102566,7504,17328.357679605484,0.006662323,20.627647399686218,79.37235260031379,337657.4358974359,80.13382603997607,0.20276004,0.006662323,0.0,0.2564102564102564,1059852,-65.43589743589743,0.7435897435897436
0.0049834936,82.15,-37.71741115116764,21.825,7544,17406.98744726181,0.0045699705,19.15245307704804,80.84754692295196,336486.4,79.88570121661266,0.17701116,0.0045699705,0.0,0.575,1069773,-66.4,0.425
0.004751202,82.875,-37.253261330866195,21.1,7584,17482.995839595795,0.005422052,20.673906126023944,79.32609387397603,339456.0,80.5626237912677,0.18128157,0.005422052,0.0,0.4,1079818,-65.725,0.6
0.0031979457,82.7948717948718,-37.54894580993532,21.205128205128204,7623,17560.071705818176,0.0042017396,20.462302724378223,79.53769727562177,339127.7948717949,80.46789803353569,0.1805377,0.0042017396,0.0,0.2564102564102564,1089952,-65.84615384615384,0.7435897435897436
0.0054687294,81.85,-37.79549442475492,22.1,7663,17638.258727788925,0.00683374,18.68978887393073,81.31021112606926,335257.6,79.62765120106897,0.1797039,0.00683374,0.0,0.35,1099895,-66.55,0.65
0.0073997206,81.3157894736842,-36.57189143049931,22.657894736842106,7701,17714.29612183571,0.007966639,21.026691898519783,78.97330810148019,333069.4736842105,79.11010027580012,0.21859878,0.007966639,0.0,0.18421052631578946,1109834,-64.23684210526316,0.8157894736842105
0.005467239,82.07894736842105,-36.378373489874946,21.842105263157894,7739,17790.319071531296,0.004917742,21.20750468930997,78.79249531069003,336195.36842105264,79.86119708749882,0.18243538,0.004917742,0.0,0.18421052631578946,1119798,-64.6842105263158,0.8157894736842105
