optimgain,TimestepsSoFar,Tmc,EpisodesSoFar,Ptt,MpbtN,meankl,AttC,Tbt,entloss,MtR,MpbtA,TtR,surrgain,TimeElapsed,entropy,Tmt,AttNC
0.005063547,2349968,22.794871794871796,12495,78.98850229009797,77.40427503995512,0.009731574,0.07692307692307693,332616.2051282051,0.0,-35.9200966927691,22.595724960044866,-62.87179487179487,0.005063547,34066.89148688316,0.19524199,81.2051282051282,0.9230769230769231
0.0055535156,2359862,21.926829268292682,12536,79.79099082790599,78.54345850985449,0.009095114,0.1951219512195122,336071.8048780488,0.0,-37.59453813008141,21.45654149014552,-64.4390243902439,0.0055535156,34183.00643968582,0.16589239,82.04878048780488,0.8048780487804879
0.0033421353,2369986,21.435897435897434,12575,80.23740388216532,77.5782003933391,0.010025222,0.0,337762.46153846156,0.0,-36.766910681486536,22.42179960666088,-63.97435897435897,0.0033421353,34286.68023967743,0.18762727,82.46153846153847,1.0
0.0051557436,2379788,22.075,12615,79.65910135668977,77.8760865416551,0.008755945,0.175,335564.8,0.0,-36.947181088480576,22.123913458344905,-63.8,0.0051557436,34397.402087688446,0.16629033,81.925,0.825
0.0045591216,2389878,21.894736842105264,12653,79.81780013682514,77.53605975662492,0.009676339,0.0,336087.5789473684,0.0,-36.42920848056991,22.463940243375077,-63.63157894736842,0.0045591216,34502.26764011383,0.19002631,82.05263157894737,1.0
0.003109291,2399944,21.564102564102566,12692,80.13490078706128,76.86345398939466,0.008240492,0.05128205128205128,337657.4358974359,0.0,-36.33011799704101,23.136546010605322,-63.35897435897436,0.003109291,34605.12747454643,0.17209187,82.43589743589743,0.9487179487179487
0.006932901,2409940,21.536585365853657,12733,80.15897408538774,79.41539236252194,0.009311853,0.12195121951219512,337770.14634146343,0.0,-37.93106421392008,20.584607637478047,-65.48780487804878,0.006932901,34716.70681095123,0.15862797,82.46341463414635,0.8780487804878049
0.003934375,2419824,21.07894736842105,12771,80.58090441266809,77.77300961513224,0.008825717,0.0,339536.84210526315,0.0,-36.80104850934536,22.22699038486777,-64.5,0.003934375,34822.87160491943,0.15484425,82.89473684210526,1.0
0.004170805,2429861,21.55263157894737,12809,80.13509183527894,76.7622759196967,0.008495244,0.02631578947368421,337488.84210526315,0.0,-35.7200573065693,23.23772408030329,-63.28947368421053,0.004170805,34932.21948218346,0.1562842,82.39473684210526,0.9736842105263158
0.0039163576,2439808,21.076923076923077,12848,80.58392813499678,78.97285651557557,0.009678903,0.02564102564102564,339547.89743589744,0.0,-37.508436141178805,21.02714348442442,-65.46153846153847,0.0039163576,35037.042304992676,0.13872404,82.8974358974359,0.9743589743589743
0.0034695563,2449851,21.473684210526315,12886,80.20981066117584,79.79516029097734,0.009226046,0.02631578947368421,337812.2105263158,0.0,-36.949328959528096,20.204839709022668,-65.84210526315789,0.0034695563,35143.153312683105,0.14767832,82.47368421052632,0.9736842105263158
0.002261195,2459997,20.46153846153846,12925,81.1524476211587,79.18594291591434,0.009836091,0.0,341963.4871794872,0.0,-37.12759842496704,20.81405708408569,-66.12820512820512,0.002261195,35248.46399760246,0.16168565,83.48717948717949,1.0
0.0048729684,2469837,21.973684210526315,12963,79.74971390688891,79.5393586499271,0.010345512,0.02631578947368421,335872.0,0.0,-37.23458469048847,20.460641350072887,-65.23684210526316,0.0048729684,35354.501687049866,0.18172853,82.0,0.9736842105263158
0.0042933137,2479895,22.58974358974359,13002,79.17887341334607,78.24917332967925,0.009165711,0.07692307692307693,333456.41025641025,0.0,-36.28601807370119,21.75082667032076,-63.717948717948715,0.0042933137,35466.214296102524,0.16083078,81.41025641025641,0.9230769230769231
0.0027253053,2489900,21.425,13042,80.25552008873791,79.18423759469297,0.007929004,0.075,338022.4,0.0,-38.53328380899592,20.81576240530701,-65.4,0.0027253053,35575.76046252251,0.15434268,82.525,0.925
0.0049814917,2499838,21.157894736842106,13080,80.50184499583415,78.09325060960113,0.009441528,0.07894736842105263,339105.6842105263,0.0,-36.04856201315938,21.906749390398893,-64.71052631578948,0.0049814917,35681.63405299187,0.16171174,82.78947368421052,0.9210526315789473
