TimestepsSoFar,AttNC,MtR,EpisodesSoFar,entloss,meankl,Fce,entropy,TimeElapsed,AttC,TtR,optimgain,surrgain
3859794,9.069767441860465,124.89652962870905,16033,0.0,0.010174863,0.8967240201658805,0.7901862,41845.85624694824,0.9302325581395349,2181.1627906976746,0.000400701,0.000400701
3869799,9.731707317073171,136.67353254345196,16074,0.0,0.008933196,0.9611707317073167,0.8877775,41946.999415159225,0.2682926829268293,2390.9756097560976,0.00035001838,0.00035001838
3879808,9.75609756097561,134.05514162979486,16115,0.0,0.010174751,0.9449105691056912,0.7901862,42040.646209955215,0.24390243902439024,2342.682926829268,0.00044553276,0.00044553276
3889837,9.731707317073171,136.61318865207798,16156,0.0,0.00893351,0.9643364171572751,0.8877775,42137.02033042908,0.2682926829268293,2388.5365853658536,0.00010175793,0.00010175793
3899886,9.255813953488373,128.1618404221207,16199,0.0,0.008933196,0.9181058011755685,0.9853671,42231.5402970314,0.7441860465116279,2238.3720930232557,3.8020993e-05,3.8020993e-05
3909819,8.41304347826087,114.07164338529799,16245,0.0,0.010174871,0.8276438191412907,0.8877775,42322.83452916145,1.5869565217391304,1991.304347826087,0.00019306446,0.00019306446
3919831,9.523809523809524,131.31445300623537,16287,0.0,0.01017476,0.9316870748299318,0.7901864,42420.46034574509,0.47619047619047616,2297.6190476190477,0.00014824873,0.00014824873
3929860,9.232558139534884,130.08366902246462,16330,0.0,0.008933102,0.9234954193093728,0.8877775,42515.32666897774,0.7674418604651163,2273.953488372093,7.656124e-05,7.656124e-05
3939941,8.48936170212766,118.53983431103049,16377,0.0,0.010174781,0.8693595932644741,0.7901862,42609.37060165405,1.5106382978723405,2069.3617021276596,0.00033100316,0.00033100316
3949951,9.523809523809524,133.79937869278302,16419,0.0,0.010174863,0.946190476190476,0.6925985,42706.3294904232,0.47619047619047616,2342.1428571428573,7.9564e-05,7.9564e-05
3959965,9.523809523809524,134.8485427439467,16461,0.0,0.008933204,0.958486772486772,0.7901862,42803.240164518356,0.47619047619047616,2359.0476190476193,0.00019883779,0.00019883779
3969752,9.285714285714286,130.4108613581297,16503,0.0,0.008933102,0.9326765167605505,0.8877775,42895.327672958374,0.7142857142857143,2282.1428571428573,0.00037365558,0.00037365558
3979817,8.51063829787234,118.49731858398509,16550,0.0,0.010174751,0.86471303414983,0.7901862,42999.66485953331,1.4893617021276595,2070.425531914894,5.946678e-05,5.946678e-05
3989849,9.476190476190476,132.2911566790011,16592,0.0,0.008933204,0.9383265306122448,0.8877775,43095.92998838425,0.5238095238095238,2314.285714285714,0.0001950676,0.0001950676
3999883,9.523809523809524,131.87945026296552,16634,0.0,0.010174751,0.9326042692939245,0.7901864,43195.65875220299,0.47619047619047616,2307.1428571428573,3.9384384e-05,3.9384384e-05
4009901,9.523809523809524,133.5765410556238,16676,0.0,0.01017476,0.945798392084106,0.6925995,43294.9997177124,0.47619047619047616,2337.6190476190477,9.831756e-05,9.831756e-05
4019901,10.0,141.4806432675623,16716,0.0,0.010174871,0.9903999999999998,0.59500766,43392.525757074356,0.0,2476.0,0.00014456714,0.00014456714
4029913,9.523809523809524,135.75176976497823,16758,0.0,0.010174863,0.9577460317460319,0.49741593,43493.73293161392,0.47619047619047616,2375.2380952380954,0.00012567194,0.00012567194
4039913,10.0,142.59611763649946,16798,0.0,0.010174781,0.9982000000000001,0.39983118,43593.04022312164,0.0,2495.5,0.00011483679,0.00011483679
4049913,10.0,142.81797850910283,16838,0.0,0.008933204,0.9995999999999998,0.49741593,43691.69422864914,0.0,2499.0,0.00043499135,0.00043499135
4059913,10.0,142.5425006276263,16878,0.0,0.010174751,0.9976999999999997,0.39983118,43789.01922225952,0.0,2494.25,0.0002185169,0.0002185169
4069913,10.0,142.7853668780846,16918,0.0,0.010174781,0.9993000000000001,0.30224276,43890.888073682785,0.0,2498.25,0.0001584068,0.0001584068
4079913,10.0,142.8784238871937,16958,0.0,0.008933416,1.0,0.39983132,43985.61787343025,0.0,2500.0,0.00026854585,0.00026854585
4089913,10.0,142.8127904500228,16998,0.0,0.01017476,0.9995,0.30224293,44085.94380378723,0.0,2498.75,0.0005485781,0.0005485781
4099913,10.0,142.8784238871937,17038,0.0,0.008933196,1.0,0.39983132,44180.18068766594,0.0,2500.0,0.00039743056,0.00039743056
4109913,9.925,142.40459210493344,17078,0.0,0.010174863,0.9967,0.30224293,44277.300843954086,0.075,2491.75,0.00020058062,0.00020058062
4119913,10.0,142.8575079243305,17118,0.0,0.0024602725,0.9998000000000001,0.25344753,44377.02861738205,0.0,2499.5,1.1689377e-06,1.1689377e-06
4129913,10.0,142.8784238871937,17158,0.0,0.008933204,1.0,0.35104015,44479.092153549194,0.0,2500.0,0.0005975099,0.0005975099
4139913,10.0,142.83578291619216,17198,0.0,0.010174266,0.9997,0.25344855,44572.516657590866,0.0,2499.25,6.0924223e-05,6.0924223e-05
4149913,10.0,142.86896984201545,17238,0.0,0.010174781,0.9998999999999999,0.15586042,44673.65508055687,0.0,2499.75,0.00031092437,0.00031092437
4159913,10.0,142.8784238871937,17278,0.0,0.010174781,1.0,0.058269423,44772.81641244888,0.0,2500.0,0.0009460162,0.0009460162
4169913,10.0,142.86472423005642,17318,0.0,0.008933204,0.9999,0.1558604,44866.50902557373,0.0,2499.75,0.000207513,0.000207513
4179913,10.0,142.8784238871937,17358,0.0,3.71933e-05,1.0,0.16195726,44971.31918501854,0.0,2500.0,1.2636184e-07,1.2636184e-07
4189913,10.0,142.86082214479234,17398,0.0,0.008933102,0.9998999999999999,0.25955078,45072.9503967762,0.0,2499.75,8.248214e-05,8.248214e-05
4199913,10.0,142.8784238871937,17438,0.0,0.010174863,1.0,0.16195726,45164.19918680191,0.0,2500.0,0.00052471936,0.00052471936
4209913,10.0,142.8784238871937,17478,0.0,0.008933102,1.0,0.25955078,45265.44715499878,0.0,2500.0,0.0004104075,0.0004104075
4219913,10.0,142.8784238871937,17518,0.0,0.010174863,1.0,0.16195726,45363.61235642433,0.0,2500.0,0.00020487288,0.00020487288
4229913,10.0,142.8784238871937,17558,0.0,0.010174781,1.0,0.06436896,45462.26835894585,0.0,2500.0,0.0002487446,0.0002487446
4239913,10.0,142.85523437721412,17598,0.0,0.010174863,0.9998000000000001,-0.03322205,45563.700548172,0.0,2499.5,0.00031703233,0.00031703233
4249913,10.0,142.8784238871937,17638,0.0,0.010174781,1.0,-0.130813,45662.544646024704,0.0,2500.0,7.095319e-05,7.095319e-05
4259913,10.0,142.8784238871937,17678,0.0,0.008933416,1.0,-0.03322206,45756.59527206421,0.0,2500.0,0.00014524675,0.00014524675
4269913,10.0,142.8784238871937,17718,0.0,0.0024602413,1.0,-0.08201621,45861.85900592804,0.0,2500.0,6.988497e-06,6.988497e-06
4279913,10.0,142.8784238871937,17758,0.0,0.008933102,1.0,0.015573186,45956.82882428169,0.0,2500.0,0.00036504213,0.00036504213
4289913,10.0,142.8784238871937,17798,0.0,0.010174781,1.0,-0.08201623,46057.85553026199,0.0,2500.0,2.4453744e-05,2.4453744e-05
4299913,10.0,142.8784238871937,17838,0.0,0.008933102,1.0,0.015572842,46157.50757074356,0.0,2500.0,0.00034680488,0.00034680488
4309913,10.0,142.8784238871937,17878,0.0,0.010174781,1.0,-0.08201672,46252.08136463165,0.0,2500.0,0.00015925994,0.00015925994
4319913,10.0,142.8784238871937,17918,0.0,0.010174781,1.0,-0.17960592,46351.87512135506,0.0,2500.0,0.00018494192,0.00018494192
4329913,10.0,142.8784238871937,17958,0.0,0.008933204,1.0,-0.08201621,46453.08827280998,0.0,2500.0,0.0006540246,0.0006540246
4339913,10.0,142.8784238871937,17998,0.0,0.008933204,1.0,0.015573501,46544.878517627716,0.0,2500.0,0.00060152163,0.00060152163
4349913,10.0,142.8784238871937,18038,0.0,0.008933102,1.0,0.11316406,46644.48048758507,0.0,2500.0,8.0225254e-05,8.0225254e-05
4359913,10.0,142.8784238871937,18078,0.0,0.008933204,1.0,0.2107541,46741.59262108803,0.0,2500.0,0.0006070881,0.0006070881
4369913,10.0,142.8784238871937,18118,0.0,0.010174781,1.0,0.11316194,46838.57265329361,0.0,2500.0,0.00046148017,0.00046148017
4379913,10.0,142.8784238871937,18158,0.0,0.010174863,1.0,0.015572842,46935.64258790016,0.0,2500.0,0.00029167088,0.00029167088
4389913,10.0,142.8784238871937,18198,0.0,0.008933204,1.0,0.11316406,47035.69495820999,0.0,2500.0,0.0003986753,0.0003986753
4399913,10.0,142.86242115287473,18238,0.0,0.008933204,0.9999,0.2107541,47131.163455963135,0.0,2499.75,0.00037580918,0.00037580918
4409913,10.0,142.8784238871937,18278,0.0,0.008933204,1.0,0.30834576,47233.49231481552,0.0,2500.0,0.00037384772,0.00037384772
4419913,10.0,142.86896984201545,18318,0.0,0.010174871,0.9998999999999999,0.21075408,47338.05985355377,0.0,2499.75,0.000110449255,0.000110449255
4429913,10.0,142.8784238871937,18358,0.0,0.008933204,1.0,0.3083458,47435.76519083977,0.0,2500.0,0.00020459217,0.00020459217
4439913,10.0,142.8443666106526,18398,0.0,0.01017476,0.9997,0.21075429,47542.07145142555,0.0,2499.25,0.00017002829,0.00017002829
4449913,10.0,142.8784238871937,18438,0.0,0.010174781,1.0,0.113164105,47643.23680090904,0.0,2500.0,0.00051762525,0.00051762525
4459913,10.0,142.8784238871937,18478,0.0,0.008933416,1.0,0.21075432,47742.61513900757,0.0,2500.0,0.0006443995,0.0006443995
4469913,10.0,142.84876813797314,18518,0.0,3.7312508e-05,0.9998000000000001,0.20465583,47850.1574485302,0.0,2499.5,3.1986236e-08,3.1986236e-08
4479913,10.0,142.8784238871937,18558,0.0,0.0023052692,1.0,0.25344944,47952.691095113754,0.0,2500.0,8.077622e-08,8.077622e-08
4489913,10.0,142.8784238871937,18598,0.0,0.008933196,1.0,0.3510428,48050.51345324516,0.0,2500.0,0.000762677,0.000762677
4499913,10.0,142.810276151773,18638,0.0,0.008933196,0.9995,0.4486305,48153.78785085678,0.0,2498.75,0.00032814118,0.00032814118
4509913,10.0,142.7270656692226,18678,0.0,0.008933416,0.9988999999999999,0.54622513,48248.65823531151,0.0,2497.25,2.1466218e-05,2.1466218e-05
4519922,9.75609756097561,139.0896719438066,18719,0.0,0.010174751,0.9787859078590786,0.44863054,48347.07172894478,0.24390243902439024,2433.9024390243903,0.00035602748,0.00035602748
4529922,10.0,142.77362187147088,18759,0.0,0.008933204,0.9993000000000001,0.5462254,48440.53896045685,0.0,2498.25,0.00021188318,0.00021188318
4539922,10.0,142.3800072141774,18799,0.0,0.008933196,0.9965000000000002,0.6438061,48541.24919581413,0.0,2491.25,0.00034871942,0.00034871942
4549922,10.0,142.1012038979929,18839,0.0,0.010174863,0.9949999999999999,0.54622513,48632.86364555359,0.0,2487.5,9.875267e-05,9.875267e-05
4559933,9.75609756097561,139.06645150940454,18880,0.0,0.010174863,0.9830864745011083,0.4486305,48735.988139390945,0.24390243902439024,2431.2195121951218,0.00022462475,0.00022462475
4569942,9.75609756097561,139.3098116735723,18921,0.0,0.010174871,0.9802493224932248,0.3510428,48835.314593076706,0.24390243902439024,2437.560975609756,0.0003976034,0.0003976034
4579947,9.75609756097561,139.4037803913026,18962,0.0,0.010174781,0.980390243902439,0.25344878,48936.47246360779,0.24390243902439024,2439.0243902439024,5.8828085e-05,5.8828085e-05
4589947,10.0,142.8784238871937,19002,0.0,0.008933204,1.0,0.3510428,49042.57794761658,0.0,2500.0,8.792111e-05,8.792111e-05
4599947,10.0,142.76125710178286,19042,0.0,0.008933196,0.9993000000000001,0.4486304,49138.81105709076,0.0,2498.25,0.00029671108,0.00029671108
4609947,10.0,142.7593348202953,19082,0.0,0.010174781,0.9991,0.3510428,49244.543912649155,0.0,2497.75,0.0004021444,0.0004021444
4619947,10.0,142.85906336233657,19122,0.0,0.010174781,0.9999,0.25344872,49343.93382740021,0.0,2499.75,0.000111315574,0.000111315574
4629947,9.925,142.58208666642037,19162,0.0,0.008933204,0.9981,0.35104102,49440.99694061279,0.075,2495.25,0.0003144839,0.0003144839
4639947,10.0,142.81225790358403,19202,0.0,0.008933204,0.9995999999999998,0.4486304,49539.626903772354,0.0,2499.0,0.0003372567,0.0003372567
4649947,10.0,142.83921680742165,19242,0.0,0.0024604485,0.9997000000000001,0.3998382,49640.150337934494,0.0,2499.25,5.062351e-06,5.062351e-06
4659947,10.0,142.77785897544214,19282,0.0,0.008933102,0.9992999999999999,0.49742708,49732.6151638031,0.0,2498.25,0.00057250145,0.00057250145
4669947,10.0,142.68019667878482,19322,0.0,0.01017476,0.9987000000000001,0.39983827,49837.126234054565,0.0,2496.75,0.00026159204,0.00026159204
4679947,10.0,142.74186172965307,19362,0.0,0.008933204,0.9992000000000001,0.4974271,49933.97745490074,0.0,2498.0,0.00028113433,0.00028113433
4689947,10.0,142.752625437908,19402,0.0,0.008933204,0.9991000000000001,0.5950095,50033.588574409485,0.0,2497.75,0.00020706959,0.00020706959
4699947,9.825,141.5171680399885,19442,0.0,0.008933204,0.9906,0.6926035,50136.30310535431,0.175,2476.5,0.00021306022,0.00021306022
4709950,9.75609756097561,137.66933994703427,19483,0.0,0.008933196,0.9725203252032517,0.79019725,50234.728622198105,0.24390243902439024,2411.2195121951218,0.00024900658,0.00024900658
4719969,9.279069767441861,129.89544877784303,19526,0.0,0.008933102,0.9254686398872444,0.8877786,50335.609397649765,0.7209302325581395,2273.0232558139537,7.3011e-05,7.3011e-05
4729768,9.261904761904763,128.35265987557636,19568,0.0,0.008933204,0.9158927738927739,0.9853681,50436.64238071442,0.7380952380952381,2244.0476190476193,0.00027003555,0.00027003555
4739854,8.3125,112.1850855162599,19616,0.0,0.01017476,0.8227179487179486,0.8877786,50542.68204379082,1.6875,1960.0,0.00044705992,0.00044705992
4749867,9.75609756097561,134.7178048204232,19657,0.0,0.008933204,0.9503339587242026,0.9853681,50639.79219675064,0.24390243902439024,2358.048780487805,0.00010690703,0.00010690703
4759969,8.166666666666666,110.73949423550299,19705,0.0,0.010174781,0.8028581272142655,0.8877786,50738.578292131424,1.8333333333333333,1927.2916666666667,0.0004307224,0.0004307224
4769770,8.478260869565217,117.38482050180625,19751,0.0,0.010174863,0.8511743522178304,0.7901972,50827.22409772873,1.5217391304347827,2053.913043478261,0.00015546578,0.00015546578
4779811,9.30232558139535,130.13309882652536,19794,0.0,0.008933196,0.9278158327460654,0.8877786,50922.92957353592,0.6976744186046512,2275.3488372093025,7.839119e-05,7.839119e-05
4789853,9.090909090909092,125.97143201607828,19838,0.0,0.010174781,0.8983878895910977,0.7901972,51016.438626527786,0.9090909090909091,2203.409090909091,0.0006969065,0.0006969065
4799874,9.30232558139535,130.20312510143344,19881,0.0,0.010174863,0.9358354203935595,0.69259983,51112.35968375206,0.6976744186046512,2277.906976744186,0.00026551672,0.00026551672
4809886,9.523809523809524,134.519779522135,19923,0.0,0.008933204,0.9467619047619045,0.7901972,51206.654009103775,0.47619047619047616,2355.2380952380954,0.0003416924,0.0003416924
4819901,9.30232558139535,130.07276598818507,19966,0.0,0.010174751,0.9242790697674416,0.69259983,51311.03950715065,0.6976744186046512,2276.5116279069766,0.00020902607,0.00020902607
4829910,9.75609756097561,137.8743924789614,20007,0.0,0.008933204,0.9724227642276421,0.7901972,51408.85944199562,0.24390243902439024,2411.4634146341464,6.690742e-05,6.690742e-05
4839944,9.404761904761905,132.44653330604092,20049,0.0,0.008933196,0.937832703451751,0.8877786,51510.20811915398,0.5952380952380952,2314.285714285714,3.266121e-05,3.266121e-05
4849975,9.279069767441861,129.61749103607715,20092,0.0,0.008933196,0.9362716869693614,0.9853681,51609.85701966286,0.7209302325581395,2266.046511627907,0.00014503997,0.00014503997
4859892,8.840909090909092,119.98338064871926,20136,0.0,0.010174871,0.8597370755965799,0.8877786,51707.09735941887,1.1590909090909092,2093.409090909091,0.00023392896,0.00023392896
4869925,8.88888888888889,122.56813295414504,20181,0.0,0.010174863,0.8842271604938272,0.7901972,51805.7447810173,1.1111111111111112,2144.6666666666665,0.00013415166,0.00013415166
4879936,9.75609756097561,136.66432515129964,20222,0.0,0.010174863,0.9645764966740575,0.69259983,51903.653738737106,0.24390243902439024,2390.243902439024,0.00048586936,0.00048586936
4889957,9.30232558139535,131.85275718326056,20265,0.0,0.008933204,0.9332262156448202,0.7901972,51999.36083316803,0.6976744186046512,2306.5116279069766,0.00016843347,0.00016843347
4899994,8.844444444444445,124.36605914976052,20310,0.0,0.008933204,0.8901226871893538,0.8877786,52093.18338751793,1.1555555555555554,2175.777777777778,6.1178514e-05,6.1178514e-05
4909840,8.27659574468085,114.72249912112133,20357,0.0,0.010174781,0.8334634726975154,0.790197,52194.28670334816,1.7234042553191489,2002.7659574468084,0.00054090674,0.00054090674
4919895,9.232558139534884,129.75710825839928,20400,0.0,0.010174863,0.920738279808047,0.69259983,52282.07620382309,0.7674418604651163,2267.2093023255816,0.00048044126,0.00048044126
4929914,9.707317073170731,137.74750332366582,20441,0.0,0.008933196,0.9753735558408217,0.790197,52386.50483059883,0.2926829268292683,2408.7804878048782,4.5116863e-05,4.5116863e-05
4939974,9.068181818181818,127.3552573909638,20485,0.0,0.010174781,0.918641287011996,0.69259983,52481.72101998329,0.9318181818181818,2225.4545454545455,0.00016374783,0.00016374783
4949984,9.523809523809524,134.93264035675807,20527,0.0,0.01017476,0.9582630385487528,0.59500915,52579.22247505188,0.47619047619047616,2359.5238095238096,0.00065881765,0.00065881765
4959984,9.975,142.27789757147258,20567,0.0,0.01017476,0.9959000000000001,0.497427,52670.08024907112,0.025,2489.75,0.0007397574,0.0007397574
4969984,10.0,142.744367433305,20607,0.0,0.010174863,0.9988999999999999,0.3998382,52767.553673028946,0.0,2497.25,0.0005292449,0.0005292449
4979984,10.0,142.8111187871039,20647,0.0,0.008933196,0.9996,0.49742708,52854.93847036362,0.0,2499.0,8.923439e-05,8.923439e-05
4989984,10.0,142.69019320946296,20687,0.0,0.008933196,0.9987,0.5950092,52954.01008248329,0.0,2496.75,0.0001571942,0.0001571942
4999765,9.75,138.83773445048342,20727,0.0,8.6426735e-06,0.9810967741935481,0.59208,53057.90159869194,0.25,2426.25,-2.822876e-09,-2.822876e-09
