entloss,EpisodesSoFar,TimestepsSoFar,AttC,MpbtA,optimgain,AttNC,TtR,surrgain,Ptt,Tmt,MpbtN,TimeElapsed,MtR,meankl,Tbt,Tmc,entropy
0.0,4442,509879,2.404255319148936,38.466403260540346,0.0036994608,0.5957446808510638,-142.72340425531914,0.0036994608,75.33710367487416,77.29787234042553,61.53359673945964,11865.765987873077,-29.099432739711293,0.0047518243,316612.08510638296,26.72340425531915,0.32036284
0.0,4487,519853,1.5555555555555556,42.59282222056952,0.0042522745,1.4444444444444444,-133.13333333333333,0.0042522745,75.33176813672762,77.31111111111112,57.40717777943047,11998.769758462906,-27.43878061519307,0.0055015655,316666.31111111114,26.733333333333334,0.35155535
0.0,4537,529964,2.34,40.8830622949217,0.004718162,0.66,-136.8,0.004718162,75.06530290110983,77.02,59.1169377050783,12140.755471467972,-28.048193495223742,0.0064636646,315473.92,27.02,0.322701
0.0,4582,539797,2.088888888888889,42.685563843148365,0.0032368246,0.9111111111111111,-132.26666666666668,0.0032368246,74.92593445554772,76.84444444444445,57.31443615685161,12275.895432949066,-26.78779967484674,0.003916931,314754.84444444446,27.155555555555555,0.30255535
0.0,4627,549849,2.1555555555555554,42.78701147019935,0.0030425058,0.8444444444444444,-130.0,0.0030425058,73.80402449328143,75.68888888888888,57.21298852980066,12410.298913478851,-26.68240525922868,0.003976991,310021.68888888886,28.377777777777776,0.2969869
0.0,4673,559942,1.6956521739130435,41.755893818128534,0.0036715942,1.3043478260869565,-133.17391304347825,0.0036715942,74.23639070618786,76.1086956521739,58.24410618187147,12548.143992900848,-27.03484468473291,0.0051488485,311741.2173913043,27.891304347826086,0.33160827
0.0,4721,569969,1.8333333333333333,39.703798086518766,0.0030578014,1.1666666666666667,-140.0625,0.0030578014,75.32993775148513,77.29166666666667,60.29620191348121,12688.450280427933,-28.46749294522668,0.0070921,316586.6666666667,26.729166666666668,0.27168113
0.0,4766,579991,1.3555555555555556,41.82684278830949,0.0013803276,1.6444444444444444,-134.73333333333332,0.0013803276,75.1322847940894,77.06666666666666,58.1731572116905,12824.682583093643,-28.03226503724282,0.004758069,315665.06666666665,26.933333333333334,0.26182455
0.0,4810,589962,1.0227272727272727,40.7190598060081,0.004526377,1.9772727272727273,-137.04545454545453,0.004526377,75.09207039227543,77.02272727272727,59.28094019399191,12958.868282794952,-28.048926990059986,0.0050121536,315485.0909090909,26.977272727272727,0.29952812
0.0,4851,599798,1.4390243902439024,36.83094995563751,0.0043929615,1.5609756097560976,-145.17073170731706,0.0043929615,74.68886523318724,76.60975609756098,63.16905004436249,13091.50610256195,-28.213479798526993,0.005820315,313793.56097560975,27.414634146341463,0.27273858
0.0,4895,609893,0.75,39.92851365020697,0.0026484441,2.25,-138.13636363636363,0.0026484441,74.67323508704034,76.5909090909091,60.07148634979301,13225.794837236404,-27.78526907176225,0.002695901,313716.36363636365,27.431818181818183,0.28321913
0.0,4943,619923,1.6458333333333333,36.27843101085178,0.004513966,1.3541666666666667,-149.125,0.004513966,75.69875656789755,77.6875,63.72156898914821,13367.708267688751,-30.7695610216353,0.005732155,318208.0,26.333333333333332,0.2602614
0.0,4988,629827,1.5777777777777777,39.60101641572168,0.0033802337,1.4222222222222223,-141.6,0.0033802337,76.08924815978997,78.08888888888889,60.39898358427832,13505.900837421417,-28.829892726904323,0.0046755667,319852.0888888889,25.91111111111111,0.26545328
0.0,5033,639889,1.2666666666666666,40.75886461658745,0.0031006043,1.7333333333333334,-136.33333333333334,0.0031006043,74.87042645608629,76.8,59.24113538341255,13638.940423488617,-28.034153930867674,0.004698173,314572.8,27.22222222222222,0.27670294
0.0,5077,649869,1.2272727272727273,37.916842056256286,0.004419567,1.7727272727272727,-144.47727272727272,0.004419567,75.43151783657233,77.38636363636364,62.08315794374369,13773.904253482819,-29.35822758016233,0.0050083976,316974.54545454547,26.613636363636363,0.26417214
0.0,5121,659817,1.7272727272727273,39.65041265454091,0.0031432994,1.2727272727272727,-138.61363636363637,0.0031432994,74.62394883607317,76.52272727272727,60.34958734545907,13909.082307815552,-28.04861990914549,0.008697774,313437.0909090909,27.477272727272727,0.23801221
0.0,5165,669877,1.1818181818181819,40.46751373515996,0.0030689016,1.8181818181818181,-135.61363636363637,0.0030689016,74.01360451409488,75.88636363636364,59.53248626484005,14047.4121696949,-27.697203663320852,0.003445025,310830.54545454547,28.136363636363637,0.25190976
0.0,5208,679941,1.1162790697674418,38.26055796604356,0.0025446839,1.8837209302325582,-143.2325581395349,0.0025446839,75.26547559637628,77.20930232558139,61.73944203395644,14181.909805774689,-28.79123462100505,0.0027812524,316249.3023255814,26.790697674418606,0.24471354
0.0,5251,689950,1.0232558139534884,39.825435165354264,0.0028953175,1.9767441860465116,-137.86046511627907,0.0028953175,74.34959023033586,76.27906976744185,60.17456483464572,14315.976171970367,-27.750986224963675,0.0034578268,312439.06976744183,27.790697674418606,0.278629
0.0,5295,699813,1.25,36.515858816898415,0.00419381,1.75,-146.5909090909091,0.00419381,74.85559508622502,76.77272727272727,63.48414118310159,14451.363324642181,-29.60942216556238,0.004386496,314461.0909090909,27.227272727272727,0.27945182
0.0,5338,709890,1.0,40.370721281414724,0.003438394,2.0,-138.06976744186048,0.003438394,75.15824799575526,77.09302325581395,59.62927871858526,14588.333914995193,-27.73109202779197,0.004546575,315773.0232558139,26.906976744186046,0.25668514
0.0,5381,719817,1.302325581395349,39.59916257271883,0.0027528116,1.697674418604651,-140.2325581395349,0.0027528116,75.2871454199475,77.23255813953489,60.40083742728118,14721.893061161041,-28.415210998690434,0.0047812755,316344.5581395349,26.767441860465116,0.22262345
0.0,5424,729998,1.2790697674418605,38.832499020901274,0.0042255544,1.7209302325581395,-140.72093023255815,0.0042255544,74.72883039291739,76.65116279069767,61.16750097909873,14857.915392398834,-28.160975980376993,0.0054292176,313963.16279069765,27.372093023255815,0.25902155
0.0,5466,739906,1.3571428571428572,40.97677056189622,0.0032197398,1.6428571428571428,-135.28571428571428,0.0032197398,74.37906221589634,76.26190476190476,59.02322943810378,14992.988550186157,-27.319936176263347,0.0044060107,312368.7619047619,27.738095238095237,0.25817347
0.0,5510,750000,1.1590909090909092,38.81528458783881,0.0050597205,1.8409090909090908,-140.04545454545453,0.0050597205,74.22799043784518,76.11363636363636,61.184715412161204,15127.645455360413,-27.908326310879453,0.005353603,311761.45454545453,27.90909090909091,0.25385317
0.0,5553,759789,1.186046511627907,37.74661995037425,0.004520274,1.813953488372093,-145.32558139534885,0.004520274,75.76505297218552,77.74418604651163,62.253380049625754,15263.619183063507,-28.945136603635927,0.005631187,318440.18604651163,26.25581395348837,0.2265408
0.0,5597,769819,1.3636363636363635,39.536120413531926,0.0027731562,1.6363636363636365,-138.27272727272728,0.0027731562,74.19907662207135,76.06818181818181,60.463879586468096,15398.809282302856,-27.74726812784326,0.0033744827,311575.2727272727,27.931818181818183,0.246454
0.0,5641,779928,1.2045454545454546,39.39233378553626,0.005010737,1.7954545454545454,-139.77272727272728,0.005010737,74.98563849247887,76.9090909090909,60.60766621446373,15533.926726102829,-28.185405597169325,0.005675437,315019.63636363635,27.09090909090909,0.28151792
0.0,5684,789905,1.744186046511628,35.42779147220608,0.004278421,1.255813953488372,-151.46511627906978,0.004278421,75.93449836003654,77.90697674418605,64.57220852779392,15669.469443321228,-30.0978599597719,0.005834447,319106.9767441861,26.069767441860463,0.22508119
0.0,5728,799947,1.5227272727272727,41.90335142589098,0.0036294565,1.4772727272727273,-133.97727272727272,0.0036294565,74.8346491848347,76.75,58.09664857410903,15804.54770565033,-27.13265470475435,0.004515544,314368.0,27.25,0.26648852
0.0,5770,809859,1.2857142857142858,42.003569029033784,0.0043349536,1.7142857142857142,-132.35714285714286,0.0043349536,74.1263096613206,76.02380952380952,57.996430970966216,15938.644214868546,-26.710185407097406,0.005094091,311393.5238095238,28.023809523809526,0.26800913
0.0,5813,819866,1.255813953488372,41.107799084132374,0.003480958,1.744186046511628,-134.93023255813952,0.003480958,74.33850348472518,76.23255813953489,58.89220091586761,16071.80621790886,-27.304329985898452,0.0040732166,312248.5581395349,27.790697674418606,0.26724988
0.0,5857,829901,1.3181818181818181,41.4303137807631,0.0032938318,1.6818181818181819,-134.45454545454547,0.0032938318,74.61621390342978,76.54545454545455,58.5696862192369,16208.015629529953,-27.06519557810518,0.00454005,313530.1818181818,27.5,0.2701791
0.0,5900,839762,1.3953488372093024,39.03757711396891,0.004560916,1.6046511627906976,-142.25581395348837,0.004560916,75.57452846901414,77.55813953488372,60.96242288603109,16343.32684636116,-28.145210385378718,0.0057487856,317678.1395348837,26.46511627906977,0.272848
0.0,5944,849986,1.0,40.32487233698075,0.0040597627,2.0,-134.52272727272728,0.0040597627,73.21997520500081,75.06818181818181,59.67512766301923,16480.3107817173,-26.97896107731158,0.0047809696,307479.2727272727,29.0,0.29388958
0.0,5987,859798,1.3255813953488371,41.90052365889001,0.0038534068,1.6744186046511629,-132.34883720930233,0.0038534068,73.93871550416797,75.79069767441861,58.09947634110999,16614.94812297821,-26.68281018708229,0.004095885,310438.6976744186,28.209302325581394,0.27348977
0.0,6029,869813,1.4523809523809523,42.35606601433979,0.003857483,1.5476190476190477,-132.07142857142858,0.003857483,74.40051377115147,76.28571428571429,57.643933985660205,16749.29353451729,-26.425027028764664,0.0048940876,312466.28571428574,27.714285714285715,0.28319728
0.0,6073,879860,1.4772727272727273,41.73005977025867,0.0033417675,1.5227272727272727,-132.88636363636363,0.0033417675,74.04322085959055,75.93181818181819,58.26994022974131,16885.722282648087,-26.837359974768642,0.0053079845,311016.7272727273,28.113636363636363,0.266135
0.0,6116,889803,1.186046511627907,42.04719918175776,0.0038757152,1.813953488372093,-133.25581395348837,0.0038757152,74.67916582013603,76.5813953488372,57.952800818242245,17020.940340280533,-27.06386904199291,0.006069229,313677.3953488372,27.41860465116279,0.2535144
0.0,6159,899946,0.7441860465116279,41.73698491956054,0.00496419,2.255813953488372,-133.88372093023256,0.00496419,74.6996069884693,76.6046511627907,58.26301508043945,17156.221509456635,-26.931067969433354,0.0053396407,313772.6511627907,27.3953488372093,0.273423
0.0,6202,909954,0.8372093023255814,40.586973767173205,0.004124483,2.1627906976744184,-137.2325581395349,0.004124483,75.04857186606571,76.97674418604652,59.41302623282683,17288.1223423481,-27.429290870749703,0.0051781815,315296.74418604653,27.023255813953487,0.24357645
0.0,6247,919885,1.1333333333333333,41.48452523836714,0.0046073366,1.8666666666666667,-134.46666666666667,0.0046073366,74.47326564886467,76.37777777777778,58.515474761632845,17425.957702875137,-28.026292680920672,0.0048354724,312843.3777777778,27.644444444444446,0.26580134
0.0,6291,929860,1.0454545454545454,40.68812148412437,0.0025650605,1.9545454545454546,-136.36363636363637,0.0025650605,74.62592559447788,76.52272727272727,59.31187851587563,17560.96655035019,-27.88644439431099,0.0049322825,313437.0909090909,27.477272727272727,0.23240636
0.0,6334,939950,0.9534883720930233,41.07919948453503,0.0054236217,2.046511627906977,-134.37209302325581,0.0054236217,73.95277188988712,75.83720930232558,58.92080051546496,17700.363635778427,-27.248271175049897,0.005978193,310629.20930232556,28.209302325581394,0.2759586
0.0,6378,949993,1.3636363636363635,41.748281721991255,0.004618249,1.6363636363636365,-132.13636363636363,0.004618249,73.79510735521067,75.63636363636364,58.25171827800873,17836.548418045044,-27.082650180607448,0.004892994,309806.54545454547,28.363636363636363,0.2868632
0.0,6422,959779,1.5681818181818181,40.940010043014745,0.004894416,1.4318181818181819,-136.22727272727272,0.004894416,74.8413711924579,76.77272727272727,59.05998995698526,17975.551204442978,-27.60427013926292,0.0053626727,314461.0909090909,27.25,0.25578043
0.0,6465,969842,0.9534883720930233,41.876881201620314,0.005106834,2.046511627906977,-131.58139534883722,0.005106834,73.58427122771738,75.44186046511628,58.12311879837968,18108.888587474823,-26.092745472227673,0.0054407064,309009.8604651163,28.6046511627907,0.2904616
0.0,6511,979808,1.565217391304348,41.71006913761862,0.004816576,1.434782608695652,-133.04347826086956,0.004816576,73.99919511082292,75.8695652173913,58.289930862381354,18250.176365613937,-27.446958275781892,0.0049755196,310761.73913043475,28.152173913043477,0.2641385
0.0,6556,989928,1.4,41.390751840332555,0.004128931,1.6,-134.86666666666667,0.004128931,74.76562342764986,76.68888888888888,58.60924815966744,18382.384798765182,-27.63266854475138,0.005522889,314117.68888888886,27.333333333333332,0.28177837
0.0,6600,999978,1.3409090909090908,41.497772662002895,0.0047664624,1.6590909090909092,-133.77272727272728,0.0047664624,74.28306225309366,76.1590909090909,58.502227337997084,18518.49749493599,-26.955268229937953,0.0057088872,311947.63636363635,27.84090909090909,0.28412738
0.0,6643,1009966,1.1395348837209303,43.34518518059059,0.0060059694,1.8604651162790697,-129.62790697674419,0.0060059694,74.33126898068669,76.20930232558139,56.65481481940939,18652.727560043335,-26.01732128137639,0.007429136,312153.3023255814,27.790697674418606,0.29432127
0.0,6687,1019811,1.4090909090909092,40.97191790678595,0.004184756,1.5909090909090908,-135.75,0.004184756,74.73082956943547,76.63636363636364,59.02808209321406,18787.785084486008,-27.898743417441537,0.005705298,313902.54545454547,27.363636363636363,0.28675097
0.0,6733,1029995,1.4782608695652173,44.29237500731513,0.005874758,1.5217391304347827,-128.93478260869566,0.005874758,75.17963247372948,77.1304347826087,55.70762499268487,18922.7029337883,-26.415500207358264,0.0050914334,315926.26086956525,26.891304347826086,0.29916286
0.0,6778,1039912,1.711111111111111,43.7541652016604,0.004712578,1.288888888888889,-128.46666666666667,0.004712578,74.17775723984087,76.04444444444445,56.24583479833958,19060.564026355743,-26.358252345235854,0.0047586123,311478.0444444445,27.955555555555556,0.27346596
0.0,6822,1049835,1.7954545454545454,43.034240675744755,0.00555403,1.2045454545454546,-130.9090909090909,0.00555403,74.52632662722624,76.43181818181819,56.96575932425525,19196.182026863098,-26.84198386078184,0.006669874,313064.7272727273,27.59090909090909,0.32372332
0.0,6868,1059789,1.9130434782608696,44.517300258616196,0.0038878927,1.0869565217391304,-126.32608695652173,0.0038878927,74.00102743776888,75.8695652173913,55.48269974138381,19333.772476434708,-26.309689378344753,0.004576157,310761.73913043475,28.152173913043477,0.29179147
0.0,6913,1069906,1.6444444444444444,42.43072823196614,0.0046608234,1.3555555555555556,-131.0,0.0046608234,73.90752112316835,75.75555555555556,57.56927176803387,19467.74567914009,-26.803893932029062,0.004944111,310294.7555555556,28.244444444444444,0.29618654
0.0,6958,1079895,1.5555555555555556,43.50885599412428,0.004928775,1.4444444444444444,-129.86666666666667,0.004928775,74.62041220572819,76.53333333333333,56.491144005875704,19602.602481603622,-26.856346880920302,0.0060701226,313480.5333333333,27.488888888888887,0.28826863
0.0,7002,1089787,1.5681818181818181,41.1911557751808,0.0036234644,1.4318181818181819,-134.72727272727272,0.0036234644,74.50412673033703,76.4090909090909,58.8088442248192,19739.074836730957,-27.448984846695442,0.004553723,312971.63636363635,27.613636363636363,0.31956238
