surrgain,Tbt,Tmt,MpbtA,optimgain,EpisodesSoFar,TtR,MtR,AttC,TimestepsSoFar,TimeElapsed,MpbtN,entropy,Ptt,Tmc,AttNC,meankl,entloss
0.0063472106,339105.6842105263,82.78947368421052,13.245458445253645,0.0063472106,4639,-71.84210526315789,-39.80489019603012,0.3684210526315789,339804,11727.99097084999,86.75454155474635,0.23598814,80.54116398974419,21.105263157894736,0.631578947368421,0.0027821257,0.0
0.0054233796,337510.4,82.4,13.875194612236498,0.0054233796,4679,-70.975,-39.55008341718555,0.6,349763,11845.021214723587,86.1248053877635,0.22146697,80.11596617826902,21.575,0.4,0.0022846584,0.0
0.006508673,340830.3157894737,83.21052631578948,13.749124944244535,0.006508673,4717,-71.8157894736842,-40.1146107282197,0.47368421052631576,359781,11956.130925655365,86.25087505575546,0.22631074,80.86943587221272,20.763157894736842,0.5263157894736842,0.0027347184,0.0
0.008636217,341692.63157894736,83.42105263157895,13.01009872347294,0.008636217,4755,-72.57894736842105,-40.14284981631504,0.3157894736842105,369939,12068.609434366226,86.98990127652705,0.2554556,81.08598880609668,20.526315789473685,0.6842105263157895,0.0037616543,0.0
0.0060525206,338196.75675675675,82.56756756756756,15.163263322187419,0.0060525206,4792,-70.05405405405405,-38.65156084088524,0.4864864864864865,379728,12182.983721494675,84.83673667781257,0.24564986,80.27329223226693,21.405405405405407,0.5135135135135135,0.0027848152,0.0
0.0060999757,338212.5714285714,82.57142857142857,13.771123229329438,0.0060999757,4834,-71.19047619047619,-40.63131773716513,0.5238095238095238,389724,12301.409533977509,86.22887677067057,0.23414497,80.33141716296218,21.333333333333332,0.47619047619047616,0.002165033,0.0
0.004595819,339968.0,83.0,13.789953462215825,0.004595819,4873,-71.53846153846153,-39.855092300329964,0.4358974358974359,399787,12415.081179618835,86.2100465377842,0.23817636,80.71530736034444,20.923076923076923,0.5641025641025641,0.0020857737,0.0
0.0070441444,337305.6,82.35,13.902680515448655,0.0070441444,4913,-70.925,-40.35210514477716,0.425,409988,12528.333849906921,86.09731948455132,0.24279946,80.05197761230013,21.65,0.575,0.002122734,0.0
0.007794036,338196.75675675675,82.56756756756756,13.165706357460596,0.007794036,4950,-71.70270270270271,-39.83633967469284,0.35135135135135137,419726,12633.504845619202,86.8342936425394,0.25456992,80.25287859490822,21.43243243243243,0.6486486486486487,0.0027829143,0.0
0.0062515754,338124.8,82.55,13.958869499351792,0.0062515754,4990,-71.05,-40.72880581810023,0.525,429746,12750.578167915344,86.04113050064822,0.25652933,80.27531430402883,21.4,0.475,0.004312259,0.0
0.008454132,337300.83720930235,82.34883720930233,14.964079254485323,0.008454132,5033,-70.06976744186046,-39.88360374890917,0.6744186046511628,440000,12872.673501968384,85.03592074551466,0.22616419,80.1031980356418,21.58139534883721,0.32558139534883723,0.0032511821,0.0
0.007133738,338534.4,82.65,13.03664472714687,0.007133738,5073,-71.875,-41.22636512411714,0.45,449720,12988.352527856827,86.96335527285314,0.23502123,80.35090719802785,21.325,0.55,0.0022521236,0.0
0.007999228,338392.6153846154,82.61538461538461,13.12848160721896,0.007999228,5112,-71.76923076923077,-39.75001335888625,0.5641025641025641,459939,13100.884853601456,86.87151839278103,0.23836783,80.31718839009754,21.358974358974358,0.4358974358974359,0.0041510155,0.0
0.0060193604,337203.2,82.325,13.526369271258607,0.0060193604,5152,-71.25,-39.92051346601682,0.65,469782,13217.555772542953,86.4736307287414,0.20319809,80.0261176448688,21.675,0.35,0.0028276439,0.0
0.0058599534,339768.1951219512,82.95121951219512,13.495950324972824,0.0058599534,5193,-71.7560975609756,-40.10287745793827,0.7073170731707317,479823,13331.258654594421,86.50404967502719,0.22094199,80.66695162033186,20.975609756097562,0.2926829268292683,0.0023072644,0.0
0.0054510115,340358.09523809527,83.0952380952381,11.866945468375029,0.0054510115,5235,-73.21428571428571,-40.68674153777662,0.6904761904761905,489908,13451.906416654587,88.13305453162499,0.2142219,80.76367514388673,20.88095238095238,0.30952380952380953,0.0022132732,0.0
0.0061510466,336671.2195121951,82.1951219512195,12.427172808949413,0.0061510466,5276,-71.97560975609755,-40.35781953102457,0.6829268292682927,499897,13569.05288553238,87.57282719105059,0.2145063,79.92641026802325,21.78048780487805,0.3170731707317073,0.002885535,0.0
0.007851434,335548.63157894736,81.92105263157895,11.762709253545488,0.007851434,5314,-72.28947368421052,-39.82420542500046,0.47368421052631576,509767,13678.95931148529,88.23729074645449,0.21828194,79.65242876948662,22.07894736842105,0.5263157894736842,0.0033386531,0.0
0.0060915863,338169.756097561,82.5609756097561,11.972448780990039,0.0060915863,5355,-72.6829268292683,-41.15981660573995,0.4878048780487805,519885,13798.161851644516,88.02755121900996,0.2139226,80.24689673416322,21.4390243902439,0.5121951219512195,0.0023171147,0.0
0.009526393,341692.63157894736,83.42105263157895,12.018364495261219,0.009526393,5393,-73.39473684210526,-41.27991794443651,0.42105263157894735,529788,13912.769752025604,87.98163550473879,0.22517295,81.10873533366515,20.5,0.5789473684210527,0.00487595,0.0
0.005802472,339251.2,82.825,12.751572576525156,0.005802472,5433,-72.275,-40.27129509120631,0.55,539815,14024.870260715485,87.24842742347488,0.19265966,80.53188178259741,21.125,0.45,0.0033465691,0.0
0.0070100497,339558.4,82.9,12.00204470997264,0.0070100497,5473,-72.95,-40.760529119981626,0.575,549918,14141.583046674728,87.99795529002735,0.21186484,80.60189529322996,21.05,0.425,0.0034369742,0.0
0.00683237,338418.1621621622,82.62162162162163,11.930199191818852,0.00683237,5510,-72.78378378378379,-40.385081966392924,0.2702702702702703,559858,14252.546937942505,88.06980080818114,0.22453025,80.32494738794988,21.35135135135135,0.7297297297297297,0.0032718028,0.0
0.005960267,335539.8918918919,81.91891891891892,12.42770355995032,0.005960267,5547,-71.72972972972973,-39.0872418949509,0.3783783783783784,569961,14358.46029663086,87.5722964400497,0.21436563,79.64989570587677,22.08108108108108,0.6216216216216216,0.003273864,0.0
0.008421179,338418.1621621622,82.62162162162163,12.394509284957005,0.008421179,5584,-72.4054054054054,-39.808618854786914,0.3783783783783784,579781,14473.429797410965,87.605490715043,0.19570352,80.32317722960946,21.35135135135135,0.6216216216216216,0.004163707,0.0
0.010031107,339213.4736842105,82.8157894736842,12.432360602750776,0.010031107,5622,-72.52631578947368,-40.7145215651435,0.39473684210526316,589825,14586.620168685913,87.56763939724924,0.25738916,80.52490631381333,21.13157894736842,0.6052631578947368,0.0049198926,0.0
0.0076328795,336922.25641025644,82.25641025641026,14.106579860023594,0.0076328795,5661,-70.6923076923077,-40.09321353496555,0.5641025641025641,599894,14698.235068798065,85.89342013997641,0.24910298,80.00213247216972,21.692307692307693,0.4358974358974359,0.0034083945,0.0
0.005553696,338812.71794871794,82.71794871794872,14.048923322408255,0.005553696,5700,-71.1025641025641,-39.682454420134555,0.5128205128205128,609848,14811.851032018661,85.95107667759174,0.26333588,80.39427271287995,21.28205128205128,0.48717948717948717,0.0032394775,0.0
0.008036499,341666.34146341466,83.41463414634147,13.755244200412854,0.008036499,5741,-71.92682926829268,-40.80387947378075,0.3902439024390244,619740,14931.100093603134,86.24475579958717,0.25742692,81.09844941891453,20.51219512195122,0.6097560975609756,0.0031193336,0.0
0.010446338,337237.3333333333,82.33333333333333,14.10311898140169,0.010446338,5780,-70.74358974358974,-39.8351635731022,0.358974358974359,629782,15041.706623792648,85.8968810185983,0.25337592,80.03542557761398,21.666666666666668,0.6410256410256411,0.0041754153,0.0
0.008274367,341045.8947368421,83.26315789473684,14.598920329202368,0.008274367,5818,-71.13157894736842,-39.32306651997527,0.2631578947368421,639856,15152.413576841354,85.40107967079763,0.2527114,80.94129465732685,20.68421052631579,0.7368421052631579,0.0033244041,0.0
0.007955106,337972.5128205128,82.51282051282051,13.820646751475316,0.007955106,5857,-71.1025641025641,-39.61900726717982,0.38461538461538464,649935,15268.93880391121,86.1793532485247,0.25628185,80.22250993274272,21.46153846153846,0.6153846153846154,0.0039715804,0.0
0.00771156,333873.9512195122,81.51219512195122,15.290054425767044,0.00771156,5898,-69.04878048780488,-39.43211567841597,0.5365853658536586,659860,15389.963948249817,84.70994557423295,0.25499797,79.27122356084907,22.48780487804878,0.4634146341463415,0.002858751,0.0
0.008413454,338469.46341463417,82.63414634146342,14.956201778229067,0.008413454,5939,-70.29268292682927,-39.418188634108816,0.6097560975609756,669907,15510.145160198212,85.04379822177091,0.24376675,80.33335652863329,21.341463414634145,0.3902439024390244,0.0038944748,0.0
0.007552668,338169.756097561,82.5609756097561,13.728793455141377,0.007552668,5980,-71.2439024390244,-40.62847622472086,0.34146341463414637,679948,15631.184745550156,86.27120654485864,0.21393965,80.26593685862869,21.414634146341463,0.6585365853658537,0.0039981576,0.0
0.007278515,335429.1891891892,81.89189189189189,13.551761904573484,0.007278515,6017,-70.8108108108108,-39.075672919544004,0.24324324324324326,689803,15740.297672271729,86.44823809542652,0.21012908,79.64503146361349,22.08108108108108,0.7567567567567568,0.002799427,0.0
0.0062449784,338497.641025641,82.64102564102564,12.980998225145456,0.0062449784,6056,-71.92307692307692,-40.21509979161671,0.23076923076923078,699962,15853.315784454346,87.01900177485452,0.21308997,80.38130072625471,21.28205128205128,0.7692307692307693,0.0032681182,0.0
0.007410916,339644.63157894736,82.92105263157895,13.517692248640712,0.007410916,6094,-71.76315789473684,-40.679551700155855,0.2631578947368421,709824,15968.850474596024,86.4823077513593,0.22497284,80.62318280732534,21.026315789473685,0.7368421052631579,0.0026358245,0.0
0.005512912,339860.2105263158,82.97368421052632,13.397224339110874,0.005512912,6132,-71.86842105263158,-39.56231472751728,0.3157894736842105,719793,16080.238203287125,86.60277566088912,0.21746187,80.63056068843075,21.026315789473685,0.6842105263157895,0.0024574515,0.0
0.0071708346,338890.1052631579,82.73684210526316,12.619937488628375,0.0071708346,6170,-72.28947368421052,-39.948337363973806,0.21052631578947367,729935,16188.99300980568,87.38006251137158,0.23321533,80.43169036475794,21.236842105263158,0.7894736842105263,0.0034136283,0.0
0.0064657927,339232.8205128205,82.82051282051282,13.331333259940578,0.0064657927,6209,-71.7948717948718,-39.48294593935689,0.38461538461538464,739951,16307.905887842178,86.66866674005941,0.2359494,80.50902857231816,21.153846153846153,0.6153846153846154,0.002689921,0.0
0.012652619,336842.1052631579,82.23684210526316,14.226205029330378,0.012652619,6247,-70.52631578947368,-39.01229160354573,0.2894736842105263,749824,16416.463361024857,85.7737949706696,0.26065367,79.94593223336196,21.763157894736842,0.7105263157894737,0.0054907,0.0
0.005344937,335429.1891891892,81.89189189189189,15.323009628256196,0.005344937,6284,-69.37837837837837,-37.266817236817246,0.4864864864864865,759937,16527.398389577866,84.6769903717438,0.22945261,79.66537178666324,22.054054054054053,0.5135135135135135,0.0024153728,0.0
0.008850688,336949.8947368421,82.26315789473684,14.110428870615387,0.008850688,6322,-70.65789473684211,-38.48230857713164,0.3684210526315789,769999,16646.521324634552,85.88957112938463,0.2573705,79.97102753461198,21.736842105263158,0.631578947368421,0.0036876411,0.0
0.008608557,337488.84210526315,82.39473684210526,16.077979763232783,0.008608557,6360,-69.15789473684211,-38.788024655240825,0.5526315789473685,779883,16757.461938619614,83.92202023676721,0.2685853,80.1141909050408,21.57894736842105,0.4473684210526316,0.0031120025,0.0
0.00903229,336712.2051282051,82.2051282051282,15.960395002297027,0.00903229,6399,-69.1025641025641,-38.8009118671423,0.3076923076923077,789953,16866.442712068558,84.03960499770295,0.2754436,79.93688864892788,21.76923076923077,0.6923076923076923,0.0038200333,0.0
0.008024909,340867.1219512195,83.21951219512195,15.130513800834983,0.008024909,6440,-70.63414634146342,-39.54177078708585,0.5853658536585366,799983,16981.776342868805,84.86948619916501,0.25425914,80.91906021305186,20.70731707317073,0.4146341463414634,0.002812272,0.0
0.007610083,335052.8,81.8,15.51638335844259,0.007610083,6480,-69.125,-39.49560729511068,0.6,809801,17098.600251436234,84.4836166415574,0.219436,79.53988968644465,22.2,0.4,0.0034459373,0.0
0.006194909,336842.1052631579,82.23684210526316,15.149790728285149,0.006194909,6518,-69.78947368421052,-38.81658016727092,0.3157894736842105,819985,17207.213903665543,84.85020927171486,0.24065283,79.98656130924398,21.710526315789473,0.6842105263157895,0.0028188797,0.0
0.006554117,336082.0512820513,82.05128205128206,14.703713298311872,0.006554117,6557,-70.0,-39.53256606066874,0.46153846153846156,829906,17324.797185897827,85.29628670168815,0.24178182,79.77446914590789,21.94871794871795,0.5384615384615384,0.0026024661,0.0
0.0061066435,338812.71794871794,82.71794871794872,14.430901730913034,0.0061066435,6596,-70.7948717948718,-39.448274649870704,0.46153846153846156,839870,17437.325476884842,85.56909826908698,0.23240536,80.41477092175818,21.256410256410255,0.5384615384615384,0.0026300778,0.0
0.011228205,335318.4864864865,81.86486486486487,14.325639661850026,0.011228205,6633,-70.16216216216216,-38.812984266493615,0.2972972972972973,849928,17543.901743650436,85.67436033814998,0.25994003,79.59869009958253,22.135135135135137,0.7027027027027027,0.006413765,0.0
0.008583035,336082.0512820513,82.05128205128206,14.593609906761671,0.008583035,6672,-70.05128205128206,-39.00512044309775,0.4358974358974359,859901,17662.713464021683,85.40639009323833,0.25029942,79.79404051451148,21.923076923076923,0.5641025641025641,0.0035353503,0.0
0.0075054932,338602.6666666667,82.66666666666667,13.816323820433606,0.0075054932,6714,-71.26190476190476,-41.7959229285317,0.5238095238095238,869714,17780.960850715637,86.1836761795664,0.23615068,80.38397127117246,21.285714285714285,0.47619047619047616,0.0026861485,0.0
0.0074943453,339068.8780487805,82.78048780487805,14.36521536906166,0.0074943453,6755,-70.90243902439025,-40.165507871989945,0.5853658536585366,879820,17891.15910243988,85.63478463093833,0.22705878,80.47285776464312,21.195121951219512,0.4146341463414634,0.0036628994,0.0
0.005307703,338812.71794871794,82.71794871794872,14.562019874336999,0.005307703,6794,-70.6923076923077,-39.58448203889098,0.5384615384615384,889912,18005.951500177383,85.43798012566299,0.2397643,80.41350110720562,21.256410256410255,0.46153846153846156,0.0024739467,0.0
0.009783348,337408.0,82.375,13.160262720468783,0.009783348,6834,-71.525,-40.15163936387381,0.6,899775,18120.026540994644,86.83973727953122,0.25190052,80.11423273236582,21.575,0.4,0.007774391,0.0
0.007841557,336486.4,82.15,13.95450752227544,0.007841557,6874,-70.7,-38.751437841973974,0.775,909846,18235.21917295456,86.04549247772458,0.23237224,79.90374462668049,21.8,0.225,0.0029808036,0.0
0.008442711,337920.0,82.5,12.999987147581518,0.008442711,6916,-71.76190476190476,-39.770571911269926,0.8333333333333334,919869,18356.623487710953,87.0000128524185,0.2434645,80.20961068715373,21.476190476190474,0.16666666666666666,0.0032097271,0.0
0.009410672,339187.8095238095,82.80952380952381,14.579158985320056,0.009410672,6958,-70.73809523809524,-40.05422895432904,0.7619047619047619,929835,18474.902257680893,85.42084101467997,0.24732035,80.53273120402457,21.11904761904762,0.23809523809523808,0.005370082,0.0
0.0076263566,338443.9069767442,82.62790697674419,14.09913459518521,0.0076263566,7001,-70.97674418604652,-39.86657939013471,0.7906976744186046,939928,18597.139359235764,85.90086540481478,0.22379825,80.32651092397948,21.348837209302324,0.20930232558139536,0.0033066643,0.0
0.0077970037,337822.4761904762,82.47619047619048,14.072376696377246,0.0077970037,7043,-70.88095238095238,-39.56823305921679,0.8333333333333334,949743,18720.02335214615,85.92762330362274,0.23515446,80.22352039020068,21.452380952380953,0.16666666666666666,0.0035767127,0.0
0.0065738433,338602.6666666667,82.66666666666667,15.005699821356375,0.0065738433,7085,-70.26190476190476,-39.59061254285833,0.8571428571428571,959787,18835.085657835007,84.99430017864363,0.23397632,80.38271747794256,21.285714285714285,0.14285714285714285,0.0032045017,0.0
0.008814329,337872.37209302327,82.48837209302326,13.970672533464828,0.008814329,7128,-70.97674418604652,-39.76590505037151,0.8604651162790697,969887,18956.007033348083,86.02932746653518,0.21529026,80.2152997297302,21.46511627906977,0.13953488372093023,0.00398659,0.0
0.008267697,339668.2926829268,82.92682926829268,13.432082174897841,0.008267697,7169,-71.8048780487805,-40.71314869642444,0.5609756097560976,979752,19074.264895677567,86.56791782510216,0.21983013,80.64524672699383,21.0,0.43902439024390244,0.0031498608,0.0
0.0118690645,338069.85365853657,82.53658536585365,14.143647016199937,0.0118690645,7210,-70.85365853658537,-39.68498405460485,0.7073170731707317,989831,19187.973787546158,85.85635298380005,0.25674462,80.22480339401149,21.463414634146343,0.2926829268292683,0.0052233455,0.0
0.009110162,339316.36363636365,82.8409090909091,12.820240833651928,0.009110162,7254,-72.22727272727273,-40.32393048686029,0.75,999942,19309.404449224472,87.17975916634809,0.20968816,80.54349189005528,21.113636363636363,0.25,0.0036133507,0.0
0.0068481597,337408.0,82.375,15.208025360500297,0.0068481597,7294,-69.85,-39.030099753937705,0.625,1009962,19429.186231136322,84.79197463949973,0.23576635,80.13250750086677,21.55,0.375,0.0038022874,0.0
0.006098999,335974.4,82.025,14.285945047971893,0.006098999,7334,-70.35,-39.890268973726094,0.5,1019948,19541.990615844727,85.7140549520281,0.221975,79.76787700367643,21.95,0.5,0.002417083,0.0
0.010028335,337643.24324324325,82.43243243243244,15.051180647659766,0.010028335,7371,-70.0,-38.66544453005931,0.2702702702702703,1029998,19652.426248073578,84.94881935234024,0.27461302,80.18984603899159,21.486486486486488,0.7297297297297297,0.0065393997,0.0
0.00707558,336842.1052631579,82.23684210526316,15.35551038159276,0.00707558,7409,-69.63157894736842,-38.15138081044112,0.5263157894736842,1039943,19766.039616584778,84.64448961840726,0.24392097,79.94547606420122,21.763157894736842,0.47368421052631576,0.004036815,0.0
0.008305927,339105.6842105263,82.78947368421052,14.700148262510906,0.008305927,7447,-70.60526315789474,-39.17837205680622,0.4473684210526316,1049767,19872.802005529404,85.29985173748909,0.24358642,80.50159760013484,21.157894736842106,0.5526315789473685,0.004158745,0.0
0.007956567,337817.6,82.475,14.35475759612035,0.007956567,7487,-70.625,-40.41868809214557,0.5,1059924,19984.717572689056,85.64524240387969,0.22758526,80.20744550799614,21.475,0.5,0.0044867224,0.0
0.0064013456,334578.5263157895,81.6842105263158,14.825228312091,0.0064013456,7525,-69.60526315789474,-38.803598963254196,0.47368421052631576,1069933,20097.034932613373,85.17477168790899,0.2452956,79.43160141619475,22.31578947368421,0.5263157894736842,0.0028432203,0.0
0.007233804,338458.94736842107,82.63157894736842,15.375709358319984,0.007233804,7563,-69.92105263157895,-38.78910886161366,0.34210526315789475,1079946,20204.554958820343,84.62429064168,0.23927166,80.37419240236629,21.289473684210527,0.6578947368421053,0.0034462144,0.0
0.007342337,338243.36842105264,82.57894736842105,14.98741439876684,0.007342337,7601,-70.23684210526316,-39.782188640540674,0.4473684210526316,1089725,20317.708171367645,85.01258560123316,0.23491807,80.30514029512842,21.36842105263158,0.5526315789473685,0.004275492,0.0
0.008398632,337770.14634146343,82.46341463414635,14.826068729009876,0.008398632,7642,-70.21951219512195,-38.985651128950984,0.5365853658536586,1099902,20432.90486383438,85.17393127099014,0.23028858,80.23237896032126,21.4390243902439,0.4634146341463415,0.0034712686,0.0
0.006963094,338124.8,82.55,14.78356437430333,0.006963094,7682,-70.325,-39.26429917896778,0.6,1109922,20544.70749425888,85.21643562569666,0.23055354,80.25769115670008,21.425,0.4,0.0034020713,0.0
0.011502959,338243.36842105264,82.57894736842105,15.521455276588952,0.011502959,7720,-69.76315789473684,-39.21206828858686,0.3157894736842105,1119815,20654.001996278763,84.47854472341103,0.28398222,80.32628482407661,21.342105263157894,0.6842105263157895,0.0072832694,0.0
