TimestepsSoFar,meankl,MtR,AttC,AttNC,surrgain,entloss,optimgain,Fce,TimeElapsed,entropy,TtR,EpisodesSoFar
3689880,0.003952011,17.980762497934794,0.11363636363636363,0.8863636363636364,0.0046836273,0.0,0.0046836273,0.13177260614486894,16495.473047971725,0.34844545,30.795454545454547,17601
3699970,0.0031304169,17.792168359205437,0.09090909090909091,0.9090909090909091,0.0043918183,0.0,0.0043918183,0.132002331002331,16544.261960029602,0.35388094,30.75,17645
3709852,0.0049458337,17.65197331667873,0.09302325581395349,0.9069767441860465,0.0058965804,0.0,0.0058965804,0.13284615617236023,16590.86955690384,0.35081595,31.046511627906977,17688
3719967,0.0039712354,16.846335715144907,0.1111111111111111,0.8888888888888888,0.0066194665,0.0,0.0066194665,0.12621037993024278,16635.7648127079,0.36201146,29.355555555555554,17733
3729854,0.0031709538,15.896025515006357,0.19148936170212766,0.8085106382978723,0.006991916,0.0,0.006991916,0.12646717241426655,16680.369568109512,0.37715146,27.5531914893617,17780
3739980,0.0043892707,18.087489232227245,0.09090909090909091,0.9090909090909091,0.006853894,0.0,0.006853894,0.13233004189151737,16721.324486255646,0.40828305,31.15909090909091,17824
3749804,0.00867858,18.131116268763865,0.09302325581395349,0.9069767441860465,0.0062965387,0.0,0.0062965387,0.12985254824344386,16767.68610072136,0.3956489,31.651162790697676,17867
3759873,0.006261523,16.529595224208215,0.1111111111111111,0.8888888888888888,0.0038136276,0.0,0.0038136276,0.12359215686274509,16810.447000980377,0.37496954,28.488888888888887,17912
3769900,0.0041087307,16.254570994525476,0.1111111111111111,0.8888888888888888,0.0056712297,0.0,0.0056712297,0.11543188405797103,16855.86346411705,0.37524518,28.2,17957
3779778,0.0032201896,18.79448909191507,0.04878048780487805,0.9512195121951219,0.004802789,0.0,0.004802789,0.13825947791898485,16901.860460042953,0.3687286,32.8780487804878,17998
3789909,0.0049701277,16.775173013789992,0.14893617021276595,0.851063829787234,0.006059221,0.0,0.006059221,0.12052065081351686,16942.396146774292,0.37149128,29.638297872340427,18045
3799912,0.0031841956,17.71583115534989,0.06976744186046512,0.9302325581395349,0.0044783936,0.0,0.0044783936,0.1478139534883721,16985.124903440475,0.3990745,31.162790697674417,18088
3809968,0.0034045156,16.311579026178165,0.13043478260869565,0.8695652173913043,0.0051676263,0.0,0.0051676263,0.11882379862700229,17027.63476395607,0.43006465,27.891304347826086,18134
3819984,0.0049117333,18.073854888167418,0.047619047619047616,0.9523809523809523,0.0054488145,0.0,0.0054488145,0.13123809523809524,17072.798921108246,0.45362705,31.69047619047619,18176
3829990,0.0057866545,16.06543035360801,0.09090909090909091,0.9090909090909091,0.0032049285,0.0,0.0032049285,0.15233333333333338,17122.794457912445,0.4743248,28.681818181818183,18220
3839762,0.002183999,16.440537930618756,0.09302325581395349,0.9069767441860465,0.0043650605,0.0,0.0043650605,0.12294391244870043,17169.47371315956,0.47921425,28.186046511627907,18263
3849769,0.004501213,15.453303422543872,0.14893617021276595,0.851063829787234,0.0037046478,0.0,0.0037046478,0.10953191489361704,17211.024513959885,0.48620299,27.382978723404257,18310
3859772,0.003859171,15.942379015989077,0.06976744186046512,0.9302325581395349,0.0046050646,0.0,0.0046050646,0.11330232558139539,17249.281941652298,0.4787398,28.325581395348838,18353
3869774,0.0029175752,16.360984784116187,0.047619047619047616,0.9523809523809523,0.0041104066,0.0,0.0041104066,0.11447619047619047,17298.261021137238,0.5108643,28.61904761904762,18395
3879779,0.0030092918,15.880691650601003,0.1111111111111111,0.8888888888888888,0.0039675506,0.0,0.0039675506,0.1112,17344.296386003494,0.5070308,27.8,18440
3889782,0.0025228376,16.854014757445285,0.06976744186046512,0.9302325581395349,0.0034159964,0.0,0.0034159964,0.11962790697674416,17389.02670431137,0.52417886,29.906976744186046,18483
3899791,0.0043547587,16.028095840046742,0.1111111111111111,0.8888888888888888,0.003448105,0.0,0.003448105,0.11164444444444449,17437.80327272415,0.5492858,27.91111111111111,18528
3909812,0.0021649704,15.533591070806628,0.1836734693877551,0.8163265306122449,0.003984861,0.0,0.003984861,0.11369614512471657,17477.747232437134,0.5337104,26.877551020408163,18577
3919816,0.002445684,17.095554961805508,0.09090909090909091,0.9090909090909091,0.00391368,0.0,0.00391368,0.12072727272727275,17522.402795553207,0.5285333,30.181818181818183,18621
3929883,0.004363294,15.53645989108147,0.14893617021276595,0.851063829787234,0.0057973443,0.0,0.0057973443,0.11077966101694915,17564.473046302795,0.5119928,27.21276595744681,18668
3939889,0.004756878,16.56172953405535,0.13043478260869565,0.8695652173913043,0.0036537873,0.0,0.0036537873,0.11869565217391306,17606.834925174713,0.50439435,29.67391304347826,18714
3949893,0.0035914597,16.761578950121567,0.09090909090909091,0.9090909090909091,0.0043748193,0.0,0.0043748193,0.11790909090909092,17653.101804971695,0.5189179,29.477272727272727,18758
3959894,0.0029097851,17.951492010512535,0.024390243902439025,0.975609756097561,0.0041235792,0.0,0.0041235792,0.12400000000000001,17698.132482767105,0.5437617,31.0,18799
3969900,0.004237187,17.163090228205938,0.13043478260869565,0.8695652173913043,0.004463929,0.0,0.004463929,0.11808695652173912,17743.1725897789,0.5475855,29.52173913043478,18845
3979912,0.004237745,16.153572743528972,0.13043478260869565,0.8695652173913043,0.0035192985,0.0,0.0035192985,0.11330434782608699,17787.068937301636,0.5490745,28.32608695652174,18891
3989916,0.0025137234,16.953241619604857,0.09090909090909091,0.9090909090909091,0.0034100097,0.0,0.0034100097,0.11745454545454549,17830.127001285553,0.5339027,29.363636363636363,18935
3999935,0.0040655066,13.626836145578121,0.24528301886792453,0.7547169811320755,0.004658438,0.0,0.004658438,0.10508176100628931,17874.367251634598,0.5317778,23.79245283018868,18988
4009938,0.0044976776,17.383506294693486,0.06976744186046512,0.9302325581395349,0.005004757,0.0,0.005004757,0.12093023255813956,17917.250014781952,0.5504766,30.232558139534884,19031
4019941,0.002675874,17.092457493896113,0.06976744186046512,0.9302325581395349,0.0041617407,0.0,0.0041617407,0.11934883720930234,17962.067673683167,0.5491525,29.837209302325583,19074
4029945,0.0028650796,16.866241190110966,0.09090909090909091,0.9090909090909091,0.004245818,0.0,0.004245818,0.11681818181818188,18014.691393375397,0.56365967,29.204545454545453,19118
4039948,0.0031649112,17.344016166933166,0.06976744186046512,0.9302325581395349,0.0040184874,0.0,0.0040184874,0.12167441860465121,18059.58665394783,0.5605158,30.41860465116279,19161
4049952,0.0023386723,16.543922379960403,0.09090909090909091,0.9090909090909091,0.0043043257,0.0,0.0043043257,0.1159090909090909,18100.570489645004,0.55380034,28.977272727272727,19205
4059960,0.004583052,17.119731990534465,0.09090909090909091,0.9090909090909091,0.0052675507,0.0,0.0052675507,0.11990909090909095,18142.15692806244,0.54861444,29.977272727272727,19249
4069964,0.003092895,16.360013618633335,0.09090909090909091,0.9090909090909091,0.0049669477,0.0,0.0049669477,0.1381818181818182,18192.090743541718,0.54127115,28.886363636363637,19293
4079975,0.001996714,15.107531097182214,0.1836734693877551,0.8163265306122449,0.0030582917,0.0,0.0030582917,0.10644897959183676,18240.3164935112,0.5376281,26.612244897959183,19342
4089977,0.003658618,17.81394953676249,0.047619047619047616,0.9523809523809523,0.0045354567,0.0,0.0045354567,0.12533333333333335,18282.29246854782,0.5647557,31.333333333333332,19384
4099986,0.0040318556,15.785136084300136,0.1111111111111111,0.8888888888888888,0.0049999114,0.0,0.0049999114,0.11040000000000005,18332.942296743393,0.5789576,27.6,19429
4109989,0.0048707817,17.344398041725213,0.06976744186046512,0.9302325581395349,0.0055979174,0.0,0.0055979174,0.12186046511627907,18375.593891620636,0.6059874,30.46511627906977,19472
4119995,0.0027187301,18.01395398487099,0.09090909090909091,0.9090909090909091,0.004026146,0.0,0.004026146,0.12609090909090911,18417.68484711647,0.6099873,31.522727272727273,19516
4129763,0.0046192184,16.086956321818445,0.1702127659574468,0.8297872340425532,0.0058091735,0.0,0.0058091735,0.12298277608915906,18459.300639390945,0.58531666,28.25531914893617,19563
4139770,0.0046501127,17.307712987272048,0.1111111111111111,0.8888888888888888,0.005344439,0.0,0.005344439,0.12035555555555558,18500.65948843956,0.58802086,30.08888888888889,19608
4149798,0.0034466225,16.009114416830553,0.16666666666666666,0.8333333333333334,0.0046359575,0.0,0.0046359575,0.11437280701754386,18551.824434041977,0.58169824,27.833333333333332,19656
4159802,0.0041445936,17.350221267345397,0.09090909090909091,0.9090909090909091,0.005304495,0.0,0.005304495,0.12245454545454547,18603.429618358612,0.60221314,30.613636363636363,19700
4169849,0.003016182,16.808168025332577,0.1111111111111111,0.8888888888888888,0.004490025,0.0,0.004490025,0.12082273901808785,18641.771991968155,0.6009496,29.77777777777778,19745
4179866,0.0035169288,17.607062667980863,0.14893617021276595,0.851063829787234,0.0042019826,0.0,0.0042019826,0.12867311411992266,18683.469514608383,0.5958558,30.319148936170212,19792
4189874,0.004029068,15.92133047147592,0.13043478260869565,0.8695652173913043,0.0032884986,0.0,0.0032884986,0.11269565217391309,18726.59379720688,0.57803357,28.17391304347826,19838
4199884,0.0049191504,15.814986244963437,0.16666666666666666,0.8333333333333334,0.005022528,0.0,0.005022528,0.1167777777777778,18774.08993911743,0.5830887,27.479166666666668,19886
4209930,0.0032872872,16.71928412723226,0.16666666666666666,0.8333333333333334,0.0048479848,0.0,0.0048479848,0.11833333333333339,18816.727381706238,0.5566734,28.604166666666668,19934
4219937,0.0038622124,17.003039244945445,0.06976744186046512,0.9302325581395349,0.0045495178,0.0,0.0045495178,0.11776744186046512,18861.93662261963,0.54971594,29.441860465116278,19977
4229957,0.0034708169,15.188400483650698,0.2,0.8,0.005834816,0.0,0.005834816,0.10853714285714287,18905.529591083527,0.53364974,26.44,20027
4239964,0.0047590574,15.966585144943192,0.14893617021276595,0.851063829787234,0.006581904,0.0,0.006581904,0.11293617021276597,18950.55468273163,0.52540195,28.23404255319149,20074
4249971,0.0041379216,16.376019724313007,0.14893617021276595,0.851063829787234,0.005516185,0.0,0.005516185,0.11514893617021278,18991.285546779633,0.50729364,28.78723404255319,20121
4259976,0.0032424012,16.77126906533309,0.1111111111111111,0.8888888888888888,0.0051712776,0.0,0.0051712776,0.1191111111111111,19033.327878713608,0.51957136,29.77777777777778,20166
4269978,0.0031047515,17.7300053877212,0.047619047619047616,0.9523809523809523,0.003543081,0.0,0.003543081,0.12380952380952379,19082.525757074356,0.52727103,30.952380952380953,20208
4279984,0.0053321496,15.798581102418927,0.13043478260869565,0.8695652173913043,0.0035903489,0.0,0.0035903489,0.13200000000000003,19131.117416620255,0.5107023,27.58695652173913,20254
4289994,0.0019617795,14.299389395142475,0.2,0.8,0.003668065,0.0,0.003668065,0.10048000000000001,19171.221647024155,0.52108467,25.12,20304
4299998,0.004227427,16.76444280152652,0.09090909090909091,0.9090909090909091,0.0052677905,0.0,0.0052677905,0.11790909090909092,19213.834357261658,0.5447054,29.477272727272727,20348
4309754,0.0027251632,16.07029049049801,0.13333333333333333,0.8666666666666667,0.0039080107,0.0,0.0039080107,0.11164444444444446,19257.249644756317,0.5451971,27.91111111111111,20393
4319762,0.0029238977,15.292159054802482,0.16666666666666666,0.8333333333333334,0.004698309,0.0,0.004698309,0.10558333333333335,19304.1476624012,0.53217673,26.395833333333332,20441
4329777,0.0029098121,16.57485021744069,0.1111111111111111,0.8888888888888888,0.0037500518,0.0,0.0037500518,0.12190476190476193,19349.936949253082,0.5244565,28.933333333333334,20486
4339786,0.0034856857,15.39973245329339,0.14893617021276595,0.851063829787234,0.005298695,0.0,0.005298695,0.12885106382978723,19390.67925643921,0.51765764,26.914893617021278,20533
4349790,0.004017305,16.551410341786802,0.09090909090909091,0.9090909090909091,0.005326192,0.0,0.005326192,0.116,19441.787570476532,0.53481996,29.0,20577
4359791,0.0037841285,18.505433722214338,0.024390243902439025,0.975609756097561,0.0056707687,0.0,0.0056707687,0.12780487804878055,19488.91530776024,0.53347784,31.951219512195124,20618
4369800,0.0029110753,18.092142298711043,0.024390243902439025,0.975609756097561,0.0049573565,0.0,0.0049573565,0.1300271002710027,19528.024304389954,0.5403247,31.853658536585368,20659
4379813,0.0031700167,15.047016816836043,0.14893617021276595,0.851063829787234,0.005112894,0.0,0.005112894,0.10993313069908818,19566.928911209106,0.53354174,26.74468085106383,20706
