Tbt,Ptt,entropy,MpbtN,Tmt,TimeElapsed,AttNC,EpisodesSoFar,surrgain,TimestepsSoFar,AttC,entloss,MtR,Tmc,MpbtA,TtR,optimgain,meankl
240739.09677419355,57.32501293484025,0.38029203,25.632853572516687,58.774193548387096,10619.63811802864,3.2419354838709675,4408,0.00081018615,469869,6.758064516129032,0.0,-10.306164598622786,46.25806451612903,74.36714642748332,-150.6451612903226,0.00081018615,0.0044233883
245825.0158730159,58.48073927992485,0.38385987,26.165140451629444,60.01587301587302,10770.566219329834,3.365079365079365,4471,0.0020495092,479962,6.634920634920635,0.0,-10.762267233170483,45.04761904761905,73.83485954837055,-157.14285714285714,0.0020495092,0.0072585023
239973.5873015873,57.14828344838123,0.41961145,25.146230428729968,58.58730158730159,10918.494572162628,3.8412698412698414,4534,0.0009227423,489862,6.158730158730159,0.0,-10.416147111940903,46.44444444444444,74.85376957127002,-146.82539682539684,0.0009227423,0.00794399
252651.68253968254,60.075186801035734,0.4005616,30.12680884477273,61.682539682539684,11067.874145269394,1.7301587301587302,4597,0.0010792945,499975,8.26984126984127,0.0,-12.487109350836413,43.333333333333336,69.87319115522727,-186.34920634920636,0.0010792945,0.007161658
244329.6507936508,58.151302162874366,0.38321218,27.23443577689556,59.65079365079365,11215.35715341568,2.888888888888889,4660,0.0011827081,509933,7.111111111111111,0.0,-11.197724831853003,45.38095238095238,72.76556422310442,-162.53968253968253,0.0011827081,0.004796528
242444.19047619047,57.71001571705222,0.38736933,27.45223879014525,59.19047619047619,11372.93938112259,4.174603174603175,4723,0.0012610077,519874,5.825396825396825,0.0,-11.424018792085176,45.857142857142854,72.54776120985474,-162.38095238095238,0.0012610077,0.006273995
238348.19047619047,56.74256008220248,0.3631863,23.127727774947232,58.19047619047619,11524.727934360504,4.4603174603174605,4786,0.0009814517,529888,5.5396825396825395,0.0,-9.52789559982816,46.904761904761905,76.87227222505277,-134.76190476190476,0.0009814517,0.005879059
235110.4,56.004741326823385,0.37442535,23.07398606391561,57.4,11681.709914684296,6.6461538461538465,4851,0.0021070333,539893,3.353846153846154,0.0,-9.655389758725214,47.676923076923075,76.92601393608439,-132.15384615384616,0.0021070333,0.009432009
244459.68253968254,58.18030185416043,0.44004437,26.590115600257178,59.682539682539684,11841.090319395065,3.492063492063492,4914,0.0009851923,549975,6.507936507936508,0.0,-10.806927958530512,45.34920634920635,73.4098843997428,-158.57142857142858,0.0009851923,0.0066420827
248177.31147540984,59.04326611943462,0.41325134,29.208447047376293,60.59016393442623,11984.78414106369,2.081967213114754,4975,0.001800657,559926,7.918032786885246,0.0,-11.343927820097738,44.42622950819672,70.7915529526237,-177.37704918032787,0.001800657,0.007924474
236937.84615384616,56.44153374217064,0.38020077,25.65960796185204,57.84615384615385,12146.913944721222,5.876923076923077,5040,0.002007794,569971,4.123076923076923,0.0,-10.680067332551417,47.2,74.34039203814797,-148.76923076923077,0.002007794,0.008996753
241078.85714285713,57.37020604441713,0.37225538,26.11074737356855,58.857142857142854,12293.164501667023,3.857142857142857,5103,0.002066952,579982,6.142857142857143,0.0,-10.4357843339384,46.23809523809524,73.88925262643146,-153.96825396825398,0.002066952,0.0077559627
227079.75757575757,54.063386801668116,0.35214606,23.052309407185817,55.43939393939394,12451.33388710022,5.212121212121212,5169,0.0011219167,589944,4.787878787878788,0.0,-9.515406779597967,49.81818181818182,76.9476905928142,-127.57575757575758,0.0011219167,0.0062952656
232041.6507936508,55.27914623084255,0.3506562,25.060771189329603,56.65079365079365,12600.595457077026,3.4285714285714284,5232,0.0015631793,599868,6.571428571428571,0.0,-10.030915387841398,48.46031746031746,74.93922881067037,-142.06349206349208,0.0015631793,0.00714427
238685.0909090909,56.82894888093099,0.3637397,22.976016289342414,58.27272727272727,12762.447636842728,6.363636363636363,5298,0.002655725,609958,3.6363636363636362,0.0,-9.80542679892614,46.803030303030305,77.02398371065757,-133.93939393939394,0.002655725,0.008551566
242721.03225806452,57.76485572019765,0.36063126,25.932935613591315,59.25806451612903,12908.08883190155,3.6451612903225805,5360,0.0010302967,619936,6.354838709677419,0.0,-10.417136528890202,45.806451612903224,74.06706438640867,-154.3548387096774,0.0010302967,0.006578098
234795.3230769231,55.9007883741268,0.31002152,23.52844877204139,57.323076923076925,13075.078042984009,6.584615384615384,5425,0.0015749607,629881,3.4153846153846152,0.0,-9.804343559330306,47.815384615384616,76.47155122795859,-134.30769230769232,0.0015749607,0.009005267
230989.57575757575,54.99508765882932,0.3553278,22.41088066419997,56.39393939393939,13232.415657997131,6.757575757575758,5491,0.0030595309,639918,3.242424242424242,0.0,-9.244846672921915,48.803030303030305,77.58911933580002,-125.75757575757575,0.0030595309,0.008796444
250758.50847457626,59.64532480802772,0.45961776,29.392207731559626,61.220338983050844,13387.117065191269,4.237288135593221,5550,0.0010885019,649914,5.762711864406779,0.0,-11.806380208054794,43.779661016949156,70.60779226844036,-181.01694915254237,0.0010885019,0.0073859254
262497.1034482759,62.37409465169215,0.4509672,37.03097753609276,64.08620689655173,13526.764807224274,2.0,5608,0.0020000995,659954,8.0,0.0,-14.631546702363073,40.86206896551724,62.96902246390723,-240.51724137931035,0.0020000995,0.009523755
243136.0,57.85978829837219,0.37053132,25.707792517613697,59.359375,13683.336041927338,5.875,5672,0.0016650024,670000,4.125,0.0,-10.669760033708675,45.703125,74.29220748238633,-152.96875,0.0016650024,0.008899544
236736.0,56.3701199679208,0.3440981,22.9083897148953,57.796875,13834.556488990784,5.25,5736,0.0014900746,679915,4.75,0.0,-9.29811842671013,47.296875,77.09161028510472,-132.34375,0.0014900746,0.008900196
232778.83076923076,55.43019715581287,0.3343829,23.003988206283807,56.83076923076923,13996.298445940018,5.892307692307693,5801,0.0017064947,689833,4.107692307692307,0.0,-9.4586313130494,48.323076923076925,76.99601179371618,-130.6153846153846,0.0017064947,0.008273347
238261.16923076924,56.761231308304374,0.31834126,23.957751122962854,58.16923076923077,14154.937922000885,6.015384615384615,5866,0.001446665,699859,3.9846153846153847,0.0,-9.81300246959624,46.84615384615385,76.04224887703715,-138.76923076923077,0.001446665,0.008309032
228445.0909090909,54.40129429209885,0.32215428,23.362006715236767,55.77272727272727,14315.17318534851,7.5606060606060606,5932,0.0011444788,709861,2.4393939393939394,0.0,-9.559980424180202,49.43939393939394,76.63799328476324,-129.84848484848484,0.0011444788,0.009088959
234102.15384615384,55.764291086571326,0.3345939,24.24105162246999,57.15384615384615,14480.042976617813,6.292307692307692,5997,0.0013889755,719909,3.707692307692308,0.0,-9.849374069384803,47.93846153846154,75.75894837752999,-138.6153846153846,0.0013889755,0.008212225
234278.78787878787,55.783782870016076,0.3613632,24.195717261420448,57.196969696969695,14635.861832380295,6.515151515151516,6063,0.0015565307,729977,3.484848484848485,0.0,-9.881601439000447,47.93939393939394,75.80428273857953,-138.03030303030303,0.0015565307,0.009612594
237435.87096774194,56.538207503227206,0.351697,27.186162052029957,57.96774193548387,14792.819029092789,3.9838709677419355,6125,0.0015507498,739933,6.016129032258065,0.0,-10.79585163627127,47.11290322580645,72.81383794797001,-158.70967741935485,0.0015507498,0.0088248905
225952.4776119403,53.78538057842517,0.30067575,21.98656362151852,55.16417910447761,14951.381879329681,6.462686567164179,6192,0.0018717651,749991,3.537313432835821,0.0,-9.120721642453079,50.134328358208954,78.01343637848149,-121.19402985074628,0.0018717651,0.007933695
230058.66666666666,54.78158769981134,0.3100628,24.72209042862924,56.166666666666664,15120.339829921722,6.515151515151516,6258,0.0010643674,759897,3.484848484848485,0.0,-10.105108406259065,49.03030303030303,75.27790957137073,-138.78787878787878,0.0010643674,0.0060775867
228134.78787878787,54.29996014398935,0.34801647,22.895373016345054,55.696969696969695,15275.566968202591,6.2727272727272725,6324,0.0013586661,769979,3.727272727272727,0.0,-9.276234733381871,49.57575757575758,77.10462698365497,-127.57575757575758,0.0013586661,0.00972127
248244.45901639343,59.06121515065106,0.38177446,29.581180271627865,60.60655737704918,15427.93534398079,4.081967213114754,6385,0.0015226733,779974,5.918032786885246,0.0,-11.987492884252767,44.40983606557377,70.41881972837213,-180.98360655737704,0.0015226733,0.0078584375
229996.60606060605,54.737273271332285,0.32005572,24.20694431849091,56.15151515151515,15586.061566829681,7.0,6451,0.0019910363,789924,3.0,0.0,-9.925403912328957,49.10606060606061,75.79305568150916,-135.3030303030303,0.0019910363,0.009368341
234858.33846153846,55.95377552320213,0.30933625,24.743955352349122,57.33846153846154,15750.051217794418,5.6461538461538465,6516,0.0011107874,799885,4.3538461538461535,0.0,-9.91347695398592,47.723076923076924,75.25604464765088,-141.3846153846154,0.0011107874,0.006846653
230617.21212121213,54.90260207543711,0.34208655,23.61915959349294,56.303030303030305,15909.018319129944,7.333333333333333,6582,0.0017565524,809904,2.6666666666666665,0.0,-9.796296501753432,48.90909090909091,76.38084040650706,-133.1818181818182,0.0017565524,0.010177428
235032.38095238095,55.97624363691123,0.34396908,25.87478579426071,57.38095238095238,16062.24553513527,4.238095238095238,6645,0.0016248897,819913,5.761904761904762,0.0,-10.09181017514855,47.714285714285715,74.1252142057393,-148.4126984126984,0.0016248897,0.007652892
232171.68253968254,55.27146942736511,0.30897936,24.280142383450585,56.682539682539684,16213.741094112396,3.8253968253968256,6708,0.0015465538,829860,6.174603174603175,0.0,-9.4941556102928,48.507936507936506,75.71985761654943,-137.61904761904762,0.0015465538,0.007625609
227147.29411764705,54.10487214964236,0.3239892,24.31495778441284,55.455882352941174,16377.485314369202,7.455882352941177,6776,0.0020007067,839951,2.5441176470588234,0.0,-9.9804678896384,49.75,75.68504221558716,-134.85294117647058,0.0020007067,0.008926662
235487.49206349207,56.102768886709406,0.3371486,26.076413414584202,57.492063492063494,16532.73516345024,4.031746031746032,6839,0.0015345947,849928,5.968253968253968,0.0,-10.278887590181137,47.55555555555556,73.92358658541582,-150.63492063492063,0.0015345947,0.008649315
226893.57575757575,53.984839807877094,0.28656846,22.978412174702783,55.39393939393939,16694.97551202774,7.636363636363637,6905,0.0010576596,859845,2.3636363636363638,0.0,-9.416840208525237,49.93939393939394,77.02158782529722,-126.81818181818181,0.0010576596,0.008216615
223935.0447761194,53.33337925154877,0.32831094,22.31855898036389,54.67164179104478,16866.64783525467,7.0,6972,0.0023093487,869894,3.0,0.0,-9.014808234126923,50.59701492537314,77.68144101963614,-121.94029850746269,0.0023093487,0.008936028
243159.3650793651,57.88876569915053,0.35909876,25.797711141398807,59.36507936507937,17012.7269449234,3.7142857142857144,7035,0.0009498279,879902,6.285714285714286,0.0,-10.071843999460267,45.65079365079365,74.20228885860124,-154.44444444444446,0.0009498279,0.008889862
222467.8208955224,52.937076173345986,0.3320414,21.55787166192145,54.3134328358209,17176.50146126747,7.507462686567164,7102,0.0010852228,889977,2.4925373134328357,0.0,-8.60372132452519,51.07462686567164,78.44212833807853,-116.56716417910448,0.0010852228,0.008002802
238998.3492063492,56.91502906323301,0.37309656,25.715058653036895,58.34920634920635,17323.43723678589,4.0476190476190474,7165,0.0012285296,899994,5.9523809523809526,0.0,-10.369910607678873,46.698412698412696,74.28494134696312,-150.79365079365078,0.0012285296,0.008468051
236527.74603174604,56.34530375366599,0.35727844,26.546640207373454,57.74603174603175,17480.718131303787,4.746031746031746,7228,0.0017708124,909974,5.253968253968254,0.0,-10.765810609064689,47.301587301587304,73.45335979262656,-154.12698412698413,0.0017708124,0.007946433
236462.73015873015,56.3062090602249,0.36519828,26.467253438632653,57.73015873015873,17629.329833745956,5.301587301587301,7291,0.0015940253,919990,4.698412698412699,0.0,-10.56994105026134,47.36507936507937,73.53274656136732,-153.17460317460316,0.0015940253,0.008094057
239518.47619047618,57.03534933903908,0.33724067,23.824193856272192,58.476190476190474,17783.219057798386,4.523809523809524,7354,0.0016112715,929941,5.476190476190476,0.0,-9.750506378686008,46.57142857142857,76.17580614372781,-139.52380952380952,0.0016112715,0.008864466
227233.47692307693,54.09164356314419,0.28413868,23.63961035061447,55.47692307692308,17939.45053768158,6.2,7419,0.001487052,939884,3.8,0.0,-9.596637776986007,49.8,76.36038964938552,-130.92307692307693,0.001487052,0.007803276
233030.8923076923,55.517378638563066,0.30266652,25.672808050686154,56.89230769230769,18099.560715913773,7.138461538461539,7484,0.0016704169,949968,2.8615384615384616,0.0,-10.410840721994028,48.2,74.32719194931387,-145.69230769230768,0.0016704169,0.008959969
230636.3076923077,54.92606548773824,0.26102006,22.397180907403197,56.30769230769231,18257.641716480255,6.846153846153846,7549,0.0011731354,959992,3.1538461538461537,0.0,-8.920908870681508,48.86153846153846,77.60281909259683,-126.76923076923077,0.0011731354,0.0071601695
230912.0,55.01932075553984,0.30592567,24.02879076674196,56.375,18423.569888830185,8.75,7613,0.0019230719,969941,1.25,0.0,-9.559967324715398,48.734375,75.97120923325805,-135.3125,0.0019230719,0.010151118
240896.0,57.337329738895185,0.29632658,25.206945132093818,58.8125,18582.541466474533,6.21875,7677,0.0015777566,979838,3.78125,0.0,-10.295343346980438,46.265625,74.79305486790616,-148.90625,0.0015777566,0.008040847
231014.4,55.02176490619195,0.30607077,24.490987651213064,56.4,18741.797660827637,6.523076923076923,7742,0.0011853985,989999,3.476923076923077,0.0,-9.830907894757305,48.753846153846155,75.50901234878692,-137.84615384615384,0.0011853985,0.009095088
234752.0,55.897734268690954,0.32962066,22.65986925300111,57.3125,18896.683796405792,5.25,7806,0.0016413043,999972,4.75,0.0,-9.132128427152853,47.8125,77.34013074699884,-129.375,0.0016413043,0.009984591
236577.03225806452,56.31610556990254,0.3351657,25.268960962924638,57.75806451612903,19045.33588862419,4.32258064516129,7868,0.0012540144,1009881,5.67741935483871,0.0,-10.000817518387978,47.37096774193548,74.73103903707535,-146.4516129032258,0.0012540144,0.008439422
238608.25396825396,56.816185899969085,0.31283414,25.444337059505227,58.25396825396825,19201.340403318405,5.0,7931,0.0020074877,1019902,5.0,0.0,-10.264271634723242,46.80952380952381,74.55566294049476,-148.73015873015873,0.0020074877,0.007882362
236736.0,56.355909988204054,0.29618442,23.241003003595395,57.796875,19355.622264385223,7.046875,7995,0.0016631732,1029900,2.953125,0.0,-9.462301589181534,47.328125,76.75899699640458,-135.3125,0.0016631732,0.008574637
237120.0,56.45136508223823,0.2828002,25.12499400854725,57.890625,19520.54563975334,7.5,8059,0.0017723572,1039860,2.5,0.0,-10.199261354121848,47.21875,74.87500599145275,-145.46875,0.0017723572,0.008680511
230476.41791044775,54.893007924575485,0.26733094,24.46238228580652,56.26865671641791,19683.68540453911,8.343283582089553,8126,0.00078191713,1049959,1.6567164179104477,0.0,-9.935408624578553,48.8955223880597,75.53761771419349,-137.91044776119404,0.00078191713,0.0065348777
228416.0,54.39915859788714,0.29908058,23.47768521093871,55.765625,19844.35979437828,7.75,8190,0.0015181567,1059871,2.25,0.0,-9.434606590349645,49.4375,76.52231478906128,-130.9375,0.0015181567,0.00919845
235584.0,56.11275663872794,0.28743395,24.70237315317245,57.515625,20000.930998563766,6.28125,8254,0.0012811155,1069936,3.71875,0.0,-9.895607969434007,47.5625,75.29762684682754,-142.5,0.0012811155,0.008561158
232463.75384615385,55.371347865324836,0.3026396,23.66509151724819,56.753846153846155,20158.971863746643,7.338461538461538,8319,0.0015745709,1079884,2.6615384615384614,0.0,-9.56106014302754,48.36923076923077,76.33490848275181,-134.0,0.0015745709,0.009194607
238413.20634920636,56.76435582569329,0.32710826,25.55637527228543,58.20634920634921,20315.462398052216,6.111111111111111,8382,0.0014675708,1089868,3.888888888888889,0.0,-10.275722776017336,46.87301587301587,74.44362472771458,-150.0,0.0014675708,0.008617535
233161.69696969696,55.526331524213205,0.2889691,22.19754565509412,56.92424242424242,20474.059009075165,6.954545454545454,8448,0.0018266226,1099896,3.0454545454545454,0.0,-9.10387676935356,48.21212121212121,77.80245434490584,-125.75757575757575,0.0018266226,0.009052008
228631.27272727274,54.46660870957688,0.30774513,23.804444316604968,55.81818181818182,20636.56284546852,7.045454545454546,8514,0.0012441165,1109949,2.9545454545454546,0.0,-9.623588219974323,49.34848484848485,76.19555568339501,-132.57575757575756,0.0012441165,0.009278717
