optimgain,TimeElapsed,meankl,TimestepsSoFar,AttC,MtR,TtR,AttNC,entloss,Fce,surrgain,entropy,EpisodesSoFar
0.0067751557,14005.726078987122,0.0046131704,3429882,0.06976744186046512,18.081770549628406,32.372093023255815,0.9302325581395349,0.0,0.13094573643410856,0.0067751557,0.20739146,15936
0.007307282,14043.740540266037,0.0037334706,3439913,0.06976744186046512,18.390626944852556,32.093023255813954,0.9302325581395349,0.0,0.12978989574979954,0.007307282,0.20508565,15979
0.0073824753,14085.025753498077,0.0037392457,3449923,0.047619047619047616,18.873961115255106,33.666666666666664,0.9523809523809523,0.0,0.13976719576719576,0.0073824753,0.21502097,16021
0.0067766206,14125.783841133118,0.0036903098,3459947,0.047619047619047616,19.26105018439975,34.11904761904762,0.9523809523809523,0.0,0.13835610766045547,0.0067766206,0.23413117,16063
0.0064938436,14169.671669960022,0.0035202045,3469951,0.09090909090909091,18.59586418719401,32.47727272727273,0.9090909090909091,0.0,0.12990909090909095,0.0064938436,0.2364043,16107
0.0062207323,14211.818568229675,0.0038245015,3479953,0.047619047619047616,18.68589221306343,33.404761904761905,0.9523809523809523,0.0,0.13361904761904764,0.0062207323,0.22661474,16149
0.0068537774,14248.910039186478,0.0053537386,3489956,0.06976744186046512,18.38943031254271,32.55813953488372,0.9302325581395349,0.0,0.13023255813953488,0.0068537774,0.21048704,16192
0.006695107,14290.069843053818,0.0035982644,3499979,0.024390243902439025,19.182313072885695,33.26829268292683,0.975609756097561,0.0,0.1369247083775186,0.006695107,0.23158099,16233
0.006905809,14330.85733294487,0.0041790414,3509774,0.07142857142857142,18.68317871951333,32.976190476190474,0.9285714285714286,0.0,0.13419712070874867,0.006905809,0.22768487,16275
0.007441864,14367.275734186172,0.003912706,3519791,0.1111111111111111,18.40457658640811,32.31111111111111,0.8888888888888888,0.0,0.12924444444444447,0.007441864,0.22291037,16320
0.006829898,14411.588495969772,0.0045032525,3529799,0.047619047619047616,19.424739501969558,34.38095238095238,0.9523809523809523,0.0,0.1375238095238095,0.006829898,0.20107281,16362
0.0067158137,14455.554745435715,0.0035858392,3539804,0.024390243902439025,21.466051673656256,36.80487804878049,0.975609756097561,0.0,0.14721951219512192,0.0067158137,0.21458389,16403
0.006391385,14492.279527425766,0.004304053,3549885,0.1111111111111111,18.507467774591117,32.17777777777778,0.8888888888888888,0.0,0.14004367147896563,0.006391385,0.22592694,16448
