AttC,optimgain,Tbt,meankl,MpbtN,EpisodesSoFar,entropy,TimeElapsed,MtR,TtR,AttNC,Tmt,Tmc,Ptt,MpbtA,TimestepsSoFar,entloss,surrgain
1.0,0.024958655,345548.05797101447,0.00943329,95.09459164633314,828,0.683689,2007.2335271835327,-75.95266613501632,-80.21859903381643,0.0,84.3623188405797,19.497584541062803,82.02806702331918,4.905408353666675,9998,0.0,0.024958655
1.0,0.014302918,346351.8061911171,0.01003105,95.2691932239941,1571,0.65472734,3791.649234056473,-75.76871754922806,-80.55316285329744,0.0,84.5585464333782,19.271870794078062,82.23323641113126,4.730806776005504,19996,0.0,0.014302918
1.0,0.017719055,345740.22929936304,0.010227091,95.42868489452444,2199,0.6072068,5295.543095111847,-74.89319680734941,-80.54777070063695,0.0,84.4092356687898,19.43949044585987,82.08020561916045,4.5713151054752945,29999,0.0,0.017719055
1.0,0.016671896,345710.8453608247,0.0101017915,95.44244811087097,2684,0.5431879,6470.208709001541,-73.32691797382229,-80.55051546391752,0.0,84.4020618556701,19.445360824742266,82.07431534110385,4.557551889128952,39994,0.0,0.016671896
1.0,0.021739794,344020.07506702415,0.009834361,95.2587394066444,3057,0.46751127,7384.702327013016,-70.99143773059055,-80.00536193029491,0.0,83.9892761394102,19.871313672922252,81.6807187720254,4.741260593355609,49982,0.0,0.021739794
1.0,0.022493202,344033.7712177122,0.009735837,94.75152296867137,3328,0.38797647,8052.290413379669,-67.81030632914506,-79.58671586715867,0.0,83.99261992619927,19.88560885608856,81.67031116431684,5.248477031328694,59983,0.0,0.022493202
0.9928571428571429,0.016769135,344005.4857142857,0.009247448,92.31398953558369,3468,0.31365377,8403.830379724503,-59.565909614255396,-77.53571428571429,0.007142857142857143,83.98571428571428,19.914285714285715,81.64793061974166,7.686010464416336,69981,0.0,0.016769135
0.7704918032786885,0.007622383,343661.11475409835,0.007692485,87.95479838926684,3529,0.24633342,8561.746947050095,-46.77254525159042,-73.81967213114754,0.22950819672131148,83.90163934426229,19.950819672131146,81.6086290119591,12.04520161073316,79980,0.0,0.007622383
0.627906976744186,0.0045992737,341682.6046511628,0.005593459,86.24351092886339,3572,0.20654267,8685.476775169373,-40.83053397825163,-71.97674418604652,0.37209302325581395,83.4186046511628,20.488372093023255,81.11605131079924,13.756489071136613,89713,0.0,0.0045992737
0.18421052631578946,0.005951199,342554.94736842107,0.008236417,88.04284855387768,3610,0.29180527,8790.67144203186,-39.89689494428189,-73.65789473684211,0.8157894736842105,83.63157894736842,20.210526315789473,81.36526522356142,11.95715144612231,99922,0.0,0.005951199
0.5686274509803921,0.008184387,343019.92156862747,0.0077568605,87.23653168632143,3661,0.20168307,8928.918917179108,-44.57077060776629,-73.05882352941177,0.43137254901960786,83.74509803921569,20.176470588235293,81.40849106436747,12.76346831367858,109982,0.0,0.008184387
0.10810810810810811,0.0048126862,342735.5675675676,0.006945279,87.24011691187847,3698,0.294603,9034.346086502075,-40.025107542085,-73.02702702702703,0.8918918918918919,83.67567567567568,20.216216216216218,81.36705385625152,12.759883088121514,119922,0.0,0.0048126862
0.4489795918367347,0.008698665,341138.28571428574,0.0065856096,87.69058604202263,3747,0.21207744,9171.770853281021,-46.1521045166993,-73.06122448979592,0.5510204081632653,83.28571428571429,20.632653061224488,80.98340713663231,12.309413957977355,129789,0.0,0.008698665
0.1891891891891892,0.006357524,341628.54054054053,0.008699063,86.97391545410575,3784,0.31188262,9276.441127061844,-39.46501770643197,-72.56756756756756,0.8108108108108109,83.4054054054054,20.54054054054054,81.07444690584836,13.026084545894227,139928,0.0,0.006357524
0.6956521739130435,0.0037365917,339968.0,0.0061819903,85.2256440613653,3830,0.22849761,9402.183887720108,-41.464800946595105,-70.76086956521739,0.30434782608695654,83.0,20.934782608695652,80.7073219991263,14.77435593863471,149876,0.0,0.0037365917
0.24324324324324326,0.0032838322,338860.97297297296,0.0035826718,84.94146771293322,3867,0.2678828,9510.293769359589,-38.53743973835774,-70.29729729729729,0.7567567567567568,82.72972972972973,21.243243243243242,80.42490042151609,15.058532287066791,159735,0.0,0.0032838322
0.4166666666666667,0.00864864,340394.6666666667,0.0056937383,86.59870432597437,3915,0.218561,9637.4459233284,-44.59831537953132,-72.02083333333333,0.5833333333333334,83.10416666666667,20.791666666666668,80.83286801746546,13.401295674025652,169979,0.0,0.00864864
0.19444444444444445,0.0076620597,338602.6666666667,0.0074873366,86.72797134602492,3951,0.30040053,9746.13416671753,-38.76893371251248,-71.72222222222223,0.8055555555555556,82.66666666666667,21.27777777777778,80.38816971339214,13.27202865397508,179720,0.0,0.0076620597
0.43478260869565216,0.00747893,340858.4347826087,0.0050813216,86.12121339695622,3997,0.23426807,9872.046058654785,-43.42449251303289,-71.67391304347827,0.5652173913043478,83.21739130434783,20.717391304347824,80.90909658765999,13.8787866030438,189774,0.0,0.00747893
0.23076923076923078,0.0039240355,341543.3846153846,0.0057190154,85.99100243834972,4036,0.28621212,9980.79869890213,-40.57104374637925,-71.71794871794872,0.7692307692307693,83.38461538461539,20.53846153846154,81.07278714294392,14.008997561650245,199923,0.0,0.0039240355
0.6818181818181818,0.0036587236,339223.2727272727,0.004930691,85.49249111554394,4080,0.22702566,10100.128761053085,-40.98545366759378,-70.81818181818181,0.3181818181818182,82.81818181818181,21.113636363636363,80.54090344957683,14.507508884456037,209931,0.0,0.0036587236
0.325,0.0019003601,341811.2,0.0034099407,86.42759147969511,4120,0.23063082,10211.297935247421,-40.6720182838976,-72.175,0.675,83.45,20.475,81.13311627335689,13.57240852030489,219925,0.0,0.0019003601
0.25,0.006455384,341708.8,0.0052618883,87.09534613816518,4160,0.20734808,10324.717537879944,-41.779097664721135,-72.675,0.75,83.425,20.5,81.10917006105271,12.904653861834799,229801,0.0,0.006455384
0.10810810810810811,0.004667053,343399.7837837838,0.0073070037,87.33626285073133,4197,0.2832515,10430.63703083992,-39.98689224117194,-73.27027027027027,0.8918918918918919,83.83783783783784,19.972972972972972,81.58046766269867,12.663737149268673,239856,0.0,0.004667053
0.13157894736842105,0.0066351565,339536.84210526315,0.006933914,85.3686790367134,4235,0.31318426,10537.801295518875,-39.43175327971256,-70.76315789473684,0.868421052631579,82.89473684210526,21.07894736842105,80.5800051762331,14.63132096328662,249918,0.0,0.0066351565
0.627906976744186,0.004267433,338253.3953488372,0.0063639157,82.62623914918687,4278,0.23242934,10655.687111139297,-39.017442475439,-68.25581395348837,0.37209302325581395,82.5813953488372,21.41860465116279,80.26612583630059,17.373760850813127,259862,0.0,0.004267433
0.1891891891891892,0.0051578,336536.2162162162,0.007483359,83.40517062538282,4315,0.32097653,10763.132924318314,-37.50160147293623,-68.54054054054055,0.8108108108108109,82.16216216216216,21.756756756756758,79.9395929869592,16.5948293746172,269858,0.0,0.0051578
0.5869565217391305,0.006153372,341125.5652173913,0.005140529,84.21865819160723,4361,0.24772976,10885.195276021957,-42.35075883376736,-70.1086956521739,0.41304347826086957,83.28260869565217,20.608695652173914,81.00372203742563,15.781341808392765,279755,0.0,0.006153372
0.5,0.003812745,338534.4,0.0059420303,83.7712978546862,4401,0.25558972,10994.96860575676,-38.87089367136936,-69.25,0.5,82.65,21.3,80.36980009956818,16.228702145313783,289956,0.0,0.003812745
0.2702702702702703,0.005183687,339857.2972972973,0.0053818678,84.01462184989069,4438,0.28244585,11104.091563463211,-38.91600253548816,-69.72972972972973,0.7297297297297297,82.97297297297297,21.0,80.6516908674847,15.985378150109302,299813,0.0,0.005183687
0.3902439024390244,0.0030905365,340867.1219512195,0.0056680287,82.3029720495449,4479,0.23661807,11213.552858352661,-38.93242883312594,-68.48780487804878,0.6097560975609756,83.21951219512195,20.70731707317073,80.91816473002608,17.69702795045511,309908,0.0,0.0030905365
0.225,0.0033153687,337100.8,0.00403174,84.9997658749495,4519,0.23054436,11326.481329202652,-40.29294638193538,-70.0,0.775,82.3,21.7,80.00214356521866,15.0002341250505,319925,0.0,0.0033153687
0.13513513513513514,0.0072027193,341739.24324324325,0.007687086,84.58471543330334,4556,0.29522294,11431.982564210892,-39.20801953483197,-70.62162162162163,0.8648648648648649,83.43243243243244,20.43243243243243,81.16406405321867,15.415284566696625,329806,0.0,0.0072027193
0.36585365853658536,0.0028463134,338069.85365853657,0.0047028516,83.48799781774754,4597,0.23016128,11546.493559598923,-39.05424488083103,-68.92682926829268,0.6341463414634146,82.53658536585365,21.4390243902439,80.24504382622263,16.51200218225246,339809,0.0,0.0028463134
0.13513513513513514,0.0037615204,338971.6756756757,0.0052767494,83.70682811396,4634,0.30283028,11653.377097129822,-38.19631024845694,-69.27027027027027,0.8648648648648649,82.75675675675676,21.243243243243242,80.43019042873267,16.293171886040003,349848,0.0,0.0037615204
0.4318181818181818,0.005564044,338292.36363636365,0.0064089913,84.42918165970322,4678,0.2313936,11773.90721154213,-41.20058222838191,-69.72727272727273,0.5681818181818182,82.5909090909091,21.34090909090909,80.32992205132165,15.570818340296762,359875,0.0,0.005564044
0.15789473684210525,0.0029317662,340830.3157894737,0.0032258553,84.40097335261007,4716,0.25396904,11881.448745012283,-39.801654711854106,-70.26315789473684,0.8421052631578947,83.21052631578948,20.68421052631579,80.93424091808977,15.599026647389936,369750,0.0,0.0029317662
0.10526315789473684,0.003861508,337488.84210526315,0.0045355954,84.48942487009724,4754,0.22091748,11990.065336465836,-39.073033880822585,-69.60526315789474,0.8947368421052632,82.39473684210526,21.55263157894737,80.13248717588415,15.510575129902792,379796,0.0,0.003861508
0.10810810810810811,0.003354354,340521.5135135135,0.0044620973,84.3632055460304,4791,0.25418988,12096.68071269989,-38.965000825725134,-70.1891891891892,0.8918918918918919,83.13513513513513,20.756756756756758,80.86447186179639,15.636794453969594,389750,0.0,0.003354354
0.1891891891891892,0.003198108,337200.4324324324,0.0047690393,84.0178259208338,4828,0.25041074,12201.991500616074,-38.56150786982332,-69.1891891891892,0.8108108108108109,82.32432432432432,21.64864864864865,80.04787946297782,15.982174079166203,399815,0.0,0.003198108
