entloss,TtR,meankl,entropy,optimgain,AttC,AttNC,TimestepsSoFar,EpisodesSoFar,Fce,surrgain,TimeElapsed,MtR
0.0,97.35,0.008151065,-1.3701196,0.0031382584,0.0,3.0,4879904,20444,0.12979999999999997,0.0031382584,18101.197779893875,18.325716680743923
0.0,87.75,0.009169076,-1.3590463,0.0042970115,0.0,3.0,4889904,20484,0.11699999999999999,0.0042970115,18129.18014883995,16.67612516051277
0.0,86.325,0.007530516,-1.3810577,0.0033817077,0.0,3.0,4899904,20524,0.11510000000000001,0.0033817077,18155.827311992645,16.23408827787702
0.0,92.55,0.011159196,-1.3770638,0.0088029625,0.05,2.95,4909904,20564,0.1234,0.0088029625,18182.979179620743,17.43774229309414
0.0,95.1,0.009105088,-1.3761842,0.004041401,0.0,3.0,4919904,20604,0.12679999999999997,0.004041401,18210.68283033371,17.944912815894384
0.0,98.925,0.011315924,-1.3762108,0.0024753388,0.0,3.0,4929904,20644,0.13190000000000002,0.0024753388,18238.15040588379,18.597699559225923
0.0,91.5,0.009359425,-1.369632,0.0037921753,0.0,3.0,4939904,20684,0.12200000000000004,0.0037921753,18268.288943767548,17.51995687636389
0.0,96.525,0.009579913,-1.3633659,0.0032389846,0.0,3.0,4949904,20724,0.1286999999999999,0.0032389846,18296.31413269043,18.575580745947466
0.0,94.05,0.009057608,-1.3802605,0.003075525,0.0,3.0,4959904,20764,0.1254,0.003075525,18324.37659549713,17.6369961380833
0.0,77.475,0.009270503,-1.3737824,0.003801523,0.0,3.0,4969904,20804,0.10330000000000003,0.003801523,18353.83494758606,14.87771004928663
0.0,85.125,0.008207937,-1.3739036,0.0042654537,0.0,3.0,4979904,20844,0.11350000000000002,0.0042654537,18381.528661966324,16.16671597542232
0.0,71.1,0.009965566,-1.3666161,0.004443139,0.025,2.975,4989904,20884,0.09480000000000005,0.004443139,18409.7084004879,13.613995748754046
0.0,95.625,0.009834838,-1.357861,0.0041899993,0.025,2.975,4999904,20924,0.12749999999999997,0.0041899993,18437.414125919342,18.198935546823385
