TtR,entloss,entropy,Ptt,surrgain,EpisodesSoFar,Tmc,MpbtA,TimeElapsed,MpbtN,Tbt,optimgain,TimestepsSoFar,MtR,Tmt,AttC,AttNC,meankl
-162.5,0.0,0.32257807,57.72245631946772,0.001868103,4161,45.84375,72.58663203008804,10176.150166988373,27.413367969911896,242496.0,0.001868103,429996,-11.704906846205553,59.203125,1.21875,8.78125,0.008021748
-150.0,0.0,0.30898055,57.55899496572837,0.0018253769,4223,46.016129032258064,74.65544088139097,10336.982550621033,25.344559118609,241796.12903225806,0.0018253769,439856,-10.398747762951063,59.03225806451613,3.806451612903226,6.193548387096774,0.00651031
-152.0,0.0,0.32921946,57.81218343421709,0.0015976466,4288,45.753846153846155,74.32366911108794,10498.891853094101,25.676330888912034,242924.3076923077,0.0015976466,449977,-10.977611163746452,59.30769230769231,1.7384615384615385,8.261538461538462,0.006458342
-143.38709677419354,0.0,0.356015,57.08813538270425,0.0016874811,4350,46.54838709677419,75.45820314925223,10662.072813034058,24.541796850747783,239880.25806451612,0.0016874811,459895,-9.931753536197006,58.564516129032256,3.838709677419355,6.161290322580645,0.005276147
-157.46031746031747,0.0,0.36839157,57.49287500092308,0.001477901,4413,46.095238095238095,73.31271419149967,10816.797976255417,26.68728580850032,241533.96825396825,0.001477901,469897,-11.011152114027078,58.96825396825397,3.6825396825396823,6.317460317460317,0.006638761
-127.53846153846153,0.0,0.36044657,55.138504412140485,0.0016242666,4478,48.63076923076923,77.32873818078586,10976.071392297745,22.67126181921414,231518.52307692307,0.0016242666,479896,-9.350445715269434,56.52307692307692,4.1692307692307695,5.8307692307692305,0.00771187
-136.6153846153846,0.0,0.3577818,55.48159931295936,0.0010434894,4543,48.261538461538464,75.99616771008884,11125.392277240753,24.003832289911173,232967.87692307692,0.0010434894,489934,-9.701325217781992,56.87692307692308,5.7384615384615385,4.2615384615384615,0.0069430503
-162.25806451612902,0.0,0.34708592,58.37261734516448,0.0018565222,4605,45.145161290322584,73.01029258053579,11281.595055818558,26.98970741946419,245297.5483870968,0.0018565222,499893,-10.783859783010046,59.88709677419355,6.064516129032258,3.935483870967742,0.007674812
-135.07692307692307,0.0,0.3189057,55.94572255024439,0.0015201889,4670,47.76923076923077,76.41694436425794,11437.09805727005,23.583055635742035,234984.36923076923,0.0015201889,509908,-9.733988773437641,57.36923076923077,3.4307692307692306,6.569230769230769,0.0083004935
-143.1818181818182,0.0,0.33550155,55.03348594168368,0.0013035437,4736,48.72727272727273,74.54891392101854,11608.688039064407,25.451086078981447,230989.57575757575,0.0013035437,519910,-10.547664217436335,56.39393939393939,2.772727272727273,7.2272727272727275,0.008598558
-155.71428571428572,0.0,0.34929773,57.65536404675198,0.001153252,4799,45.92063492063492,73.79800661836674,11764.330830097198,26.201993381633248,242249.14285714287,0.001153252,529960,-10.72016032561909,59.142857142857146,4.873015873015873,5.126984126984127,0.006244721
-161.80327868852459,0.0,0.33283272,57.388376767768044,0.0011251501,4860,46.21311475409836,72.56440644518037,11926.423800230026,27.43559355481966,241126.81967213115,0.0011251501,539824,-11.06438646148764,58.868852459016395,4.0,6.0,0.006832867
-141.71875,0.0,0.31395835,56.99005800108306,0.0010010102,4924,46.640625,75.84707451134781,12087.368293523788,24.152925488652176,239424.0,0.0010010102,549909,-10.00714879476532,58.453125,2.6875,7.3125,0.007650365
-134.92307692307693,0.0,0.33288017,55.17477723709331,0.00093713106,4989,48.56923076923077,76.09358938403506,12254.061397790909,23.90641061596496,231581.53846153847,0.00093713106,559863,-9.95402567161589,56.53846153846154,1.8615384615384616,8.138461538461538,0.005545442
-130.625,0.0,0.33111143,55.44817619212642,0.0014770967,5053,48.296875,77.05765886805393,12419.021644115448,22.942341131946055,232832.0,0.0014770967,569810,-9.204569122033844,56.84375,3.96875,6.03125,0.006662943
-132.83582089552237,0.0,0.34180382,54.47045185955745,0.0019738309,5120,49.343283582089555,76.2077738587302,12579.14014172554,23.792226141269765,228642.38805970148,0.0019738309,579987,-9.841263411707605,55.82089552238806,2.2686567164179103,7.731343283582089,0.005650226
-201.0344827586207,0.0,0.45909297,61.11244856748266,0.0020028872,5178,42.189655172413794,68.22632830303519,12732.77341914177,31.773671696964808,256918.06896551725,0.0020028872,589825,-12.948556373382948,62.724137931034484,5.9655172413793105,4.0344827586206895,0.008472979
-221.05263157894737,0.0,0.44665733,62.21008310638586,0.0025422354,5235,41.01754385964912,65.63844239478844,12877.634017467499,34.36155760521155,261640.98245614034,0.0025422354,599902,-13.768856246909607,63.87719298245614,7.473684210526316,2.526315789473684,0.0113382535
-143.125,0.0,0.37303755,56.50916591405484,0.0010845722,5299,47.15625,75.39413656919238,13038.857459783554,24.605863430807602,237376.0,0.0010845722,609990,-9.854724184631289,57.953125,4.0625,5.9375,0.006111968
-159.3548387096774,0.0,0.3639631,57.71807844427868,0.0017006512,5361,45.83870967741935,73.095734806725,13191.409414291382,26.904265193274995,242456.7741935484,0.0017006512,619928,-10.864446217489462,59.193548387096776,4.435483870967742,5.564516129032258,0.007598021
-138.28125,0.0,0.32204276,55.32834713344936,0.0015969751,5425,48.421875,75.5628302365652,13354.638941764832,24.43716976343478,232320.0,0.0015969751,629894,-9.772698382840911,56.71875,3.421875,6.578125,0.0068978188
-135.07692307692307,0.0,0.29467288,55.51591061492821,0.00078559323,5490,48.276923076923076,76.31543107912323,13512.988671064377,23.684568920876796,233345.96923076923,0.00078559323,639879,-9.65868294269754,56.96923076923077,2.230769230769231,7.769230769230769,0.0057252366
-147.42424242424244,0.0,0.3413165,55.561628642466964,0.0024394437,5556,48.166666666666664,74.01669019289658,13682.661028385162,25.983309807103417,233285.81818181818,0.0024394437,649861,-10.88260471352118,56.95454545454545,1.393939393939394,8.606060606060606,0.008693496
-162.38095238095238,0.0,0.41596398,57.932486032431235,0.0015462646,5619,45.61904761904762,72.8196442531252,13835.660413980484,27.180355746874785,243419.42857142858,0.0015462646,659901,-10.963292100891525,59.42857142857143,5.0476190476190474,4.9523809523809526,0.009615301
-169.16666666666666,0.0,0.40598005,58.21071873167332,0.0010661151,5679,45.333333333333336,71.92357666562624,13984.640244722366,28.076423334373786,244667.73333333334,0.0010661151,669832,-11.050552340810956,59.733333333333334,7.1,2.9,0.0031772265
-150.31746031746033,0.0,0.3466382,57.5142570937978,0.0019380744,5742,46.06349206349206,74.59802971563762,14145.327823877335,25.401970284362406,241598.9841269841,0.0019380744,679913,-10.337305005954262,58.98412698412698,5.301587301587301,4.698412698412699,0.007381013
-129.24242424242425,0.0,0.29470262,55.290156415902885,0.0018939117,5808,48.46969696969697,77.13090463692693,14310.287022352219,22.869095363073075,232168.72727272726,0.0018939117,689861,-9.594991142926661,56.68181818181818,1.9545454545454546,8.045454545454545,0.007339721
-124.3076923076923,0.0,0.3549001,54.16368847505986,0.0011596296,5873,49.707692307692305,77.63621662583249,14479.27728509903,22.363783374167518,227485.53846153847,0.0011596296,699904,-8.96307593107347,55.53846153846154,3.7384615384615385,6.2615384615384615,0.008262934
-174.91803278688525,0.0,0.38596585,59.27890923465512,0.0010772027,5934,44.18032786885246,71.33764061635921,14624.344274759293,28.662359383640784,249184.52459016393,0.0010772027,709911,-11.854223853419677,60.83606557377049,6.60655737704918,3.3934426229508197,0.005437198
-158.75,0.0,0.34466532,58.140130960822376,0.0014478329,5998,45.390625,73.4695640971883,14789.51635837555,26.53043590281172,244288.0,0.0014478329,719992,-10.950771022648652,59.640625,4.46875,5.53125,0.007909459
-134.0625,0.0,0.3040205,55.9650956260911,0.0007534955,6062,47.71875,76.55210024398085,14941.547877788544,23.44789975601913,234944.0,0.0007534955,729871,-9.680488401116579,57.359375,4.4375,5.5625,0.0062945117
-135.78125,0.0,0.31874266,57.37530737045146,0.0013792787,6126,46.203125,76.98917475225524,15105.349039554596,23.010825247744798,240960.0,0.0013792787,739904,-9.780142234853878,58.828125,4.125,5.875,0.0069156447
-156.7741935483871,0.0,0.3220809,57.671627007775975,0.0010483502,6188,45.88709677419355,73.53922018003477,15257.92868757248,26.460779819965257,242258.5806451613,0.0010483502,749999,-10.611871561157859,59.145161290322584,4.354838709677419,5.645161290322581,0.008051941
-138.90625,0.0,0.32653812,55.69007064209367,0.0019359882,6252,48.046875,75.69540109742596,15429.596167087555,24.304598902574057,233920.0,0.0019359882,759888,-10.072061177573143,57.109375,2.5,7.5,0.006741331
-172.33333333333334,0.0,0.35703883,59.23250064314307,0.0011579477,6312,44.233333333333334,71.84330710352062,15579.118116617203,28.15669289647938,249036.8,0.0011579477,769898,-11.388948825958693,60.8,5.65,4.35,0.011544149
-166.1904761904762,0.0,0.30803165,58.21817779983539,0.0009743591,6375,45.301587301587304,72.24736012598181,15739.036729335785,27.752639874018175,244589.7142857143,0.0009743591,779927,-11.238106627298494,59.714285714285715,3.4444444444444446,6.555555555555555,0.011195056
-155.3125,0.0,0.332161,56.82926575173057,0.0018857459,6439,46.828125,73.36606441343434,15913.96192741394,26.63393558656567,238784.0,0.0018857459,789959,-11.13895785390544,58.296875,1.3125,8.6875,0.008282709
-183.33333333333334,0.0,0.3583529,59.126574700472624,0.0015651525,6499,44.31666666666667,70.09257011095173,16067.817860603333,29.907429889048295,248422.4,0.0015651525,799932,-11.900127484742962,60.65,4.633333333333334,5.366666666666666,0.010625385
-144.44444444444446,0.0,0.30238754,56.63736549035994,0.00096404966,6562,47.01587301587302,75.17693255455846,16237.596744775772,24.82306744544153,237893.07936507938,0.00096404966,809875,-10.354126203147684,58.07936507936508,2.7301587301587302,7.26984126984127,0.0075466945
-138.92307692307693,0.0,0.32488275,55.99662475537557,0.0014448913,6627,47.723076923076924,75.83047540120626,16398.27196598053,24.16952459879378,235236.43076923076,0.0014448913,819926,-9.918344345575612,57.43076923076923,2.4,7.6,0.012572964
-125.23076923076923,0.0,0.29814377,55.59771831621152,0.0007346765,6692,48.10769230769231,78.0445272591816,16563.159588575363,21.955472740818376,233345.96923076923,0.0007346765,829971,-8.967610571743007,56.96923076923077,4.492307692307692,5.507692307692308,0.006029634
-135.3030303030303,0.0,0.27202687,55.84898088219346,0.0011189282,6758,47.878787878787875,76.47468568994559,16719.58899116516,23.525314310054398,234589.0909090909,0.0011189282,839998,-9.753279700956478,57.27272727272727,3.303030303030303,6.696969696969697,0.011328019
-142.57575757575756,0.0,0.30965626,55.42438521840714,0.0028020234,6824,48.333333333333336,74.97502719314896,16891.624027729034,25.024972806851046,232789.33333333334,0.0028020234,849980,-10.630293284066711,56.833333333333336,2.3333333333333335,7.666666666666667,0.00934882
-143.4375,0.0,0.38286516,56.89512890195106,0.0013776959,6888,46.734375,75.53971244764756,17041.552777290344,24.460287552352455,238976.0,0.0013776959,859973,-10.011764862024,58.34375,5.234375,4.765625,0.007150151
-179.16666666666666,0.0,0.36271128,59.31161006692035,0.001548133,6948,44.15,70.84817063355558,17190.856250047684,29.1518293664444,249378.13333333333,0.001548133,869860,-11.68870980827413,60.88333333333333,7.216666666666667,2.783333333333333,0.0071980157
-130.0,0.0,0.32700792,55.43905709400336,0.0011783323,7014,48.31818181818182,77.16185954722495,17345.887716054916,22.838140452775022,232851.39393939395,0.0011783323,879944,-9.259146451618703,56.84848484848485,4.0606060606060606,5.9393939393939394,0.008726489
-143.75,0.0,0.31351018,55.33090329289627,0.0016920053,7078,48.421875,74.7618601681777,17503.83615875244,25.238139831822348,232320.0,0.0016920053,889958,-10.085111320755077,56.71875,5.96875,4.03125,0.008046391
-135.3846153846154,0.0,0.28656605,55.918215811823046,0.0006090802,7143,47.753846153846155,76.38102257623066,17661.94043135643,23.618977423769334,234669.29230769232,0.0006090802,899906,-9.675196399544037,57.292307692307695,4.984615384615385,5.015384615384615,0.006860553
-133.90625,0.0,0.286512,55.72158171348466,0.002034427,7207,47.984375,76.56512303393028,17814.115589380264,23.434876966069695,233920.0,0.002034427,909918,-9.451588371186784,57.109375,4.921875,5.078125,0.008369435
-144.6875,0.0,0.286913,56.5251765572774,0.0019275009,7271,47.109375,75.14981933063645,17968.627883911133,24.850180669363553,237312.0,0.0019275009,919945,-9.977610944509884,57.9375,5.578125,4.421875,0.0088700345
-122.08955223880596,0.0,0.26790544,54.59639728563226,0.0012347491,7338,49.208955223880594,78.16938239193074,18125.485661029816,21.830617608069236,229192.59701492538,0.0012347491,929952,-8.945505453940042,55.95522388059702,4.3283582089552235,5.6716417910447765,0.008094616
-124.17910447761194,0.0,0.2582896,52.95143898506342,0.00093414,7405,51.04477611940298,77.05584410982043,18293.340978384018,22.944155890179534,222467.8208955224,0.00093414,939983,-9.226632355047343,54.3134328358209,4.373134328358209,5.626865671641791,0.006473054
-127.72727272727273,0.0,0.24565281,55.19612427040313,0.0013804508,7471,48.56060606060606,77.3490974164811,18445.434792280197,22.6509025835189,231734.30303030304,0.0013804508,949927,-9.194611520549076,56.57575757575758,4.96969696969697,5.03030303030303,0.01234101
-171.93548387096774,0.0,0.2225655,58.12869453778152,0.00070355134,7533,45.41935483870968,71.51028662715079,18606.645796775818,28.48971337284921,244306.5806451613,0.00070355134,959949,-11.34676204167638,59.645161290322584,5.629032258064516,4.370967741935484,0.010430222
-127.57575757575758,0.0,0.27942804,54.24289959361901,0.0013386011,7599,49.63636363636363,77.02574576196886,18769.891389369965,22.974254238031158,227886.54545454544,0.0013386011,969868,-9.352195308336716,55.63636363636363,1.7878787878787878,8.212121212121213,0.01336142
-169.52380952380952,0.0,0.20793875,58.03118565720362,0.0017621093,7662,45.523809523809526,71.79862663045768,18926.56757903099,28.201373369542313,243874.53968253967,0.0017621093,979934,-11.479784634349375,59.53968253968254,5.746031746031746,4.253968253968254,0.0094382195
-125.67164179104478,0.0,0.23945066,54.391935139732404,0.0015104816,7729,49.43283582089552,77.41782808535247,19088.762978553772,22.582171914647546,228336.71641791044,0.0015104816,989991,-9.312254298834814,55.74626865671642,2.283582089552239,7.7164179104477615,0.007680388
-133.1818181818182,0.0,0.27636325,55.977625096134396,0.0022258835,7795,47.72727272727273,76.78836573202183,19250.6093211174,23.211634267978127,235085.57575757575,0.0022258835,999909,-9.80881822379903,57.39393939393939,2.727272727272727,7.2727272727272725,0.011053076
-169.8360655737705,0.0,0.19603412,59.07128393207837,0.0012110749,7856,44.40983606557377,72.22127676697504,19399.263255357742,27.77872323302494,248378.75409836066,0.0012110749,1009962,-11.204927241969918,60.63934426229508,6.163934426229508,3.8360655737704916,0.0060744947
-147.5,0.0,0.22708087,56.02238953033028,0.0017855981,7920,47.6875,74.44114647513008,19559.370096445084,25.558853524869907,235328.0,0.0017855981,1019957,-10.400704539228803,57.453125,3.515625,6.484375,0.0072460724
-131.66666666666666,0.0,0.21696489,55.20303068485777,0.0008155182,7986,48.56060606060606,76.70136936494582,19722.660479545593,23.298630635054174,231796.36363636365,0.0008155182,1029938,-9.508257056074097,56.59090909090909,3.257575757575758,6.742424242424242,0.0064680194
-138.93939393939394,0.0,0.26286116,54.4944080332761,0.002091507,8052,49.333333333333336,75.13893458632181,19883.27994966507,24.861065413678194,228817.45454545456,0.002091507,1039904,-10.038030941243848,55.86363636363637,2.696969696969697,7.303030303030303,0.0069859014
-140.15384615384616,0.0,0.19260673,55.8811990771418,0.0006762977,8117,47.83076923076923,75.49688880418154,20045.18542122841,24.503111195818445,234669.29230769232,0.0006762977,1049862,-9.856044322048255,57.292307692307695,4.938461538461539,5.061538461538461,0.003828551
-140.1492537313433,0.0,0.26023552,53.91201595264937,0.002208583,8184,49.95522388059702,74.6883674784702,20208.75297498703,25.311632521529823,226319.28358208956,0.002208583,1059935,-10.28713521798032,55.25373134328358,2.044776119402985,7.955223880597015,0.010382487
-157.96875,0.0,0.20597239,57.28782561609408,0.0008689282,8248,46.3125,73.23599837512305,20370.78064441681,26.76400162487696,240640.0,0.0008689282,1069863,-10.845255801202406,58.75,4.578125,5.421875,0.0073064934
-135.69230769230768,0.0,0.24053325,54.74673408705,0.0008701932,8313,49.06153846153846,75.76646858676976,20526.460424900055,24.233531413230256,229880.12307692308,0.0008701932,1079891,-9.72741795494123,56.12307692307692,4.061538461538461,5.938461538461539,0.008393242
-139.69230769230768,0.0,0.21552691,56.38913697375,0.001716265,8378,47.276923076923076,75.94532290863611,20681.862337589264,24.05467709136389,236811.8153846154,0.001716265,1089982,-9.662052979776492,57.815384615384616,5.323076923076923,4.676923076923077,0.010075711
-137.53846153846155,0.0,0.20364231,55.226677570996884,0.0015194898,8443,48.52307692307692,75.69857022262049,20836.068227291107,24.30142977737949,231833.6,0.0015194898,1099956,-9.53736131071506,56.6,6.076923076923077,3.923076923076923,0.007606316
-165.32258064516128,0.0,0.1674532,57.26851855892886,0.00076380494,8505,46.306451612903224,72.0936748393121,20992.55236840248,27.906325160687892,240474.83870967742,0.00076380494,1109893,-11.161362256955515,58.70967741935484,5.564516129032258,4.435483870967742,0.006721488
-140.6153846153846,0.0,0.23960695,56.200500304505354,0.002531597,8570,47.49230769230769,75.57958765222908,21154.2566511631,24.42041234777093,236055.63076923077,0.002531597,1119872,-10.01172386821636,57.63076923076923,3.076923076923077,6.923076923076923,0.010709615
