surrgain,entropy,TtR,Tmt,Tmc,Ptt,Tbt,EpisodesSoFar,TimestepsSoFar,AttC,entloss,MtR,TimeElapsed,optimgain,AttNC,MpbtA,MpbtN,meankl
0.003941372,0.28105956,-144.4090909090909,76.25,27.795454545454547,74.33863273749134,312320.0,3400,259866,1.6818181818181819,0.0,-29.367346836545348,8651.720835208893,0.003941372,1.3181818181818181,36.88954004615108,63.11045995384891,0.0037521666
0.0035851083,0.3210917,-138.42857142857142,75.92857142857143,28.071428571428573,74.06768982232796,311003.4285714286,3442,269903,1.5,0.0,-28.25567816057809,8787.062789916992,0.0035851083,1.5,39.22501403170719,60.774985968292825,0.0053306906
0.0026611858,0.28839415,-144.27906976744185,77.20930232558139,26.790697674418606,75.26444416409753,316249.3023255814,3485,279904,2.0930232558139537,0.0,-28.390924643769264,8922.655889511108,0.0026611858,0.9069767441860465,37.77055236751207,62.22944763248794,0.0037250782
0.004398271,0.34164053,-142.875,76.325,27.675,74.43788317154939,312627.2,3525,289839,1.35,0.0,-27.631332187524617,9057.823060035706,0.004398271,1.65,37.61778601309051,62.382213986909505,0.005614676
0.0032754736,0.33111164,-151.46808510638297,78.74468085106383,25.23404255319149,76.71460118988931,322538.21276595746,3572,299834,2.234042553191489,0.0,-30.14816720681039,9198.408857107162,0.0032754736,0.7659574468085106,35.939705547603744,64.06029445239625,0.003959169
0.003156154,0.34109324,-139.9090909090909,77.38636363636364,26.613636363636363,75.43026735392291,316974.54545454547,3616,309861,1.5454545454545454,0.0,-28.50853521001271,9335.823479890823,0.003156154,1.4545454545454546,39.80492195450634,60.195078045493645,0.0039909207
0.004209424,0.35020688,-148.5,78.11363636363636,25.90909090909091,76.09692490932483,319953.45454545453,3660,319821,1.7727272727272727,0.0,-29.55035566975658,9466.7980966568,0.004209424,1.2272727272727273,36.6539533946781,63.34604660532188,0.0045862496
0.004191587,0.29732847,-146.17021276595744,78.27659574468085,25.72340425531915,76.26268150135706,320620.93617021275,3707,329833,1.702127659574468,0.0,-30.006810410821895,9608.469435930252,0.004191587,1.297872340425532,37.89858738770947,62.10141261229052,0.0048921276
0.0037109104,0.3008838,-149.58139534883722,78.16279069767442,25.86046511627907,76.141452680808,320154.79069767444,3750,339971,1.1627906976744187,0.0,-29.941083549976213,9741.259546279907,0.0037109104,1.8372093023255813,36.21665035621447,63.78334964378555,0.0038688472
0.0045086634,0.3557475,-140.86046511627907,77.5813953488372,26.41860465116279,75.61416809839982,317773.3953488372,3793,349858,1.6046511627906976,0.0,-28.70974884110791,9875.571570158005,0.0045086634,1.3953488372093024,39.477533525903034,60.52246647409696,0.006170554
0.003814858,0.34146798,-148.30434782608697,78.15217391304348,25.869565217391305,76.13307709443764,320111.3043478261,3839,359916,2.1956521739130435,0.0,-29.516447308336343,10014.301942586899,0.003814858,0.8043478260869565,36.75884185124159,63.24115814875843,0.004041468
0.003234728,0.33313093,-138.6818181818182,76.88636363636364,27.136363636363637,74.94718611462547,314926.54545454547,3883,369977,2.25,0.0,-27.536906785513317,10152.966506958008,0.003234728,0.75,39.94775089903382,60.05224910096618,0.003473285
0.0032838676,0.32964635,-140.5909090909091,77.25,26.75,75.30184293688555,316416.0,3927,379829,2.1363636363636362,0.0,-28.301490094454607,10292.705820322037,0.0032838676,0.8636363636363636,39.423265578744015,60.576734421255985,0.0036554397
0.0050119325,0.35591152,-141.0,76.37777777777778,27.622222222222224,74.487478758633,312843.3777777778,3972,389946,1.7555555555555555,0.0,-28.380460063390036,10431.852551698685,0.0050119325,1.2444444444444445,38.581706929329435,61.41829307067058,0.0061278106
0.004860266,0.37857354,-146.5909090909091,77.8409090909091,26.15909090909091,75.85586206013645,318836.36363636365,4016,399956,2.1136363636363638,0.0,-29.111140862309846,10566.63709807396,0.004860266,0.8863636363636364,37.329211583507465,62.6707884164925,0.0061694677
0.004731334,0.33526745,-150.0681818181818,77.0,27.022727272727273,75.05328675624612,315392.0,4060,409865,2.477272727272727,0.0,-28.99727052629321,10704.136476039886,0.004731334,0.5227272727272727,35.06566697051643,64.93433302948355,0.006132656
0.003763167,0.33199728,-144.5581395348837,77.97674418604652,26.023255813953487,75.98154714782954,319392.74418604653,4103,419791,1.9534883720930232,0.0,-28.903660154704326,10839.62807559967,0.003763167,1.0465116279069768,38.24564979011526,61.75435020988473,0.0047267918
0.0037923558,0.34212768,-142.22727272727272,77.27272727272727,26.772727272727273,75.29469277732298,316509.0909090909,4147,429929,2.0,0.0,-28.016468747992175,10973.57514500618,0.0037923558,1.0,38.77199144012107,61.228008559878916,0.0052642976
0.003424764,0.32176393,-142.0909090909091,77.63636363636364,26.386363636363637,75.65102994482409,317998.54545454547,4191,439940,1.7272727272727273,0.0,-28.537590456156263,11108.467297792435,0.003424764,1.2727272727272727,39.029670761083395,60.97032923891659,0.0038850992
0.0038642108,0.35065416,-149.93023255813952,78.09302325581395,25.906976744186046,76.09120799916683,319869.0232558139,4234,449882,1.5813953488372092,0.0,-29.761755363883747,11242.156905651093,0.0038642108,1.4186046511627908,36.08318901551957,63.91681098448041,0.00484914
0.004241544,0.34797645,-143.51162790697674,77.48837209302326,26.511627906976745,75.52509854600338,317392.37209302327,4277,459907,1.3953488372093024,0.0,-28.755601730013183,11378.936427116394,0.004241544,1.6046511627906976,38.39940403782884,61.60059596217115,0.0063826726
0.0041995924,0.3212361,-144.73333333333332,77.13333333333334,26.866666666666667,75.1939540429614,315938.13333333336,4322,469843,1.9555555555555555,0.0,-29.13621795469783,11515.338541507721,0.0041995924,1.0444444444444445,37.5993066069127,62.400693393087295,0.0051559885
0.003128352,0.31385145,-143.93333333333334,77.33333333333333,26.68888888888889,75.36866011851332,316757.3333333333,4367,479891,1.711111111111111,0.0,-29.136625696530306,11652.46279335022,0.003128352,1.288888888888889,38.00426816889118,61.995731831108806,0.00431566
0.004010901,0.30972737,-142.0,77.22222222222223,26.77777777777778,75.27632638669307,316302.22222222225,4412,489834,1.8888888888888888,0.0,-28.5518182649923,11790.78797507286,0.004010901,1.1111111111111112,38.869499336176915,61.130500663823064,0.005074324
0.004370677,0.27830324,-140.4,76.66666666666667,27.355555555555554,74.74356178772315,314026.6666666667,4457,499863,2.0,0.0,-28.488858033365823,11930.65170264244,0.004370677,1.0,39.010717624361924,60.98928237563806,0.005073161
0.0045125457,0.28797492,-137.5909090909091,75.8409090909091,28.204545454545453,73.95855261719292,310644.36363636365,4501,509861,1.7954545454545454,0.0,-28.111012009964853,12066.12553358078,0.0045125457,1.2045454545454546,39.55627627648382,60.44372372351619,0.005267944
0.004604482,0.30184308,-135.28571428571428,76.0952380952381,27.904761904761905,74.22302660648799,311686.09523809527,4543,519863,1.1666666666666667,0.0,-26.983982750598308,12202.482782125473,0.004604482,1.8333333333333333,40.769460572866805,59.230539427133195,0.0041402536
0.003758875,0.2890892,-149.1627906976744,77.18604651162791,26.813953488372093,75.24280330560408,316154.0465116279,4586,529878,2.0,0.0,-29.322837009074096,12339.841797828674,0.003758875,1.0,35.6544170942022,64.3455829057978,0.0051009594
0.0035995382,0.2883614,-141.85714285714286,76.35714285714286,27.666666666666668,74.45353713160337,312758.85714285716,4628,539807,1.6666666666666667,0.0,-28.3318585615013,12476.843935251236,0.0035995382,1.3333333333333333,38.166898637048476,61.83310136295154,0.004548496
0.0042401897,0.31779975,-142.5681818181818,77.70454545454545,26.295454545454547,75.72985776741264,318277.8181818182,4672,549899,1.1818181818181819,0.0,-29.042856496328344,12612.125007867813,0.0042401897,1.8181818181818181,38.8957278323008,61.10427216769919,0.0056599188
0.0043432456,0.32144153,-145.97727272727272,76.77272727272727,27.25,74.84291855667524,314461.0909090909,4716,559890,1.8181818181818181,0.0,-29.00432385002279,12747.156329870224,0.0043432456,1.1818181818181819,36.746876602949605,63.253123397050416,0.0047305725
0.0037685113,0.3440497,-142.21428571428572,76.4047619047619,27.595238095238095,74.51362120563964,312953.90476190473,4758,569816,1.4523809523809523,0.0,-28.271409640429933,12883.817687749863,0.0037685113,1.5476190476190477,37.99049665201061,62.00950334798939,0.004610006
0.0033152117,0.34592798,-143.2325581395349,77.51162790697674,26.511627906976745,75.53131206562287,317487.62790697673,4801,579770,1.9767441860465116,0.0,-28.272488916335295,13016.924996137619,0.0033152117,1.0232558139534884,38.462588600651124,61.53741139934889,0.0029628584
0.0047947997,0.3513105,-138.62790697674419,77.20930232558139,26.790697674418606,75.2663122144214,316249.3023255814,4844,589785,1.5813953488372092,0.0,-27.974245599391505,13151.699006557465,0.0047947997,1.4186046511627908,40.290997382175846,59.70900261782416,0.004982377
0.0052544223,0.31888908,-148.89795918367346,77.3061224489796,26.714285714285715,75.34332031354717,316645.8775510204,4893,599872,2.1020408163265305,0.0,-30.00433468951348,13295.278284788132,0.0052544223,0.8979591836734694,35.85441609289663,64.14558390710334,0.006035722
0.0038465087,0.29575574,-141.06521739130434,77.34782608695652,26.67391304347826,75.38014593146563,316816.6956521739,4939,609880,1.7608695652173914,0.0,-28.584817078306187,13435.289956331253,0.0038465087,1.2391304347826086,39.23794940413857,60.76205059586143,0.0051199757
0.0042887395,0.29424387,-134.93023255813952,76.55813953488372,27.46511627906977,74.64156365311315,313582.1395348837,4982,619903,1.0232558139534884,0.0,-27.244381057138806,13573.03770160675,0.0042887395,1.9767441860465116,41.22505089619921,58.7749491038008,0.0057368022
0.0040977225,0.31968158,-135.06976744186048,77.23255813953489,26.767441860465116,75.28962369903854,316344.5581395349,5025,629819,1.558139534883721,0.0,-27.736777694904365,13707.205065488815,0.0040977225,1.441860465116279,41.78257027975884,58.21742972024116,0.0043951287
0.0058348374,0.3378982,-133.63636363636363,76.38636363636364,27.636363636363637,74.48275487516813,312878.54545454547,5069,639765,1.8863636363636365,0.0,-26.99693888910613,13845.405807733536,0.0058348374,1.1136363636363635,41.64279567972793,58.35720432027206,0.005393843
0.0045705843,0.31452447,-143.94,77.3,26.7,75.35091341553466,316620.8,5119,649814,2.34,0.0,-29.73376562818373,13991.230816364288,0.0045705843,0.66,38.05358174271648,61.94641825728351,0.0052002817
0.0048900163,0.30293527,-146.81632653061226,77.51020408163265,26.489795918367346,75.54579636365396,317481.79591836734,5168,659843,2.020408163265306,0.0,-29.872713396073692,14133.342201471329,0.0048900163,0.9795918367346939,37.0200670978944,62.9799329021056,0.006136431
0.003838625,0.30850446,-133.86666666666667,76.13333333333334,27.88888888888889,74.24616829464361,311842.13333333336,5213,669850,1.8666666666666667,0.0,-27.282213655450015,14272.52980542183,0.003838625,1.1333333333333333,41.4106889544861,58.5893110455139,0.0040141684
0.003129182,0.30443704,-137.5909090909091,76.27272727272727,27.727272727272727,74.38920070660396,312413.0909090909,5257,679827,1.8636363636363635,0.0,-27.8939210433229,14407.33964395523,0.003129182,1.1363636363636365,39.85295445337925,60.14704554662075,0.0044335527
0.004566365,0.3569213,-137.1818181818182,76.9090909090909,27.113636363636363,74.97171274432918,315019.63636363635,5301,689937,1.9090909090909092,0.0,-27.900065871992467,14541.572578191757,0.004566365,1.0909090909090908,40.54402971965093,59.4559702803491,0.0051322547
0.004479883,0.3638649,-136.5681818181818,76.3409090909091,27.704545454545453,74.42353225650642,312692.36363636365,5345,699964,2.090909090909091,0.0,-26.76977879221754,14677.788767576218,0.004479883,0.9090909090909091,40.41268200343036,59.587317996569645,0.0052555054
0.0041729216,0.3555131,-143.6590909090909,77.68181818181819,26.318181818181817,75.70600325975494,318184.7272727273,5389,709880,2.2954545454545454,0.0,-28.10046835200619,14813.213625192642,0.0041729216,0.7045454545454546,38.432031921667395,61.5679680783326,0.0045998003
0.0036281606,0.34175077,-138.66666666666666,76.31111111111112,27.68888888888889,74.42742191113766,312570.31111111114,5434,719888,1.9777777777777779,0.0,-28.090919662382525,14949.326339006424,0.0036281606,1.0222222222222221,39.49921040657029,60.50078959342974,0.005253509
0.0045432863,0.3367185,-138.20454545454547,76.95454545454545,27.045454545454547,75.02642844574962,315205.8181818182,5478,729889,1.75,0.0,-27.718540183045253,15084.962096452713,0.0045432863,1.25,40.11668958663381,59.88331041336619,0.004876588
0.0035273142,0.32548386,-140.25,77.43181818181819,26.568181818181817,75.4736926236702,317160.7272727273,5522,739971,1.8409090909090908,0.0,-28.170317755537038,15217.27667760849,0.0035273142,1.1590909090909092,39.64586340774036,60.35413659225965,0.004693473
0.003570133,0.33688924,-137.1627906976744,76.48837209302326,27.558139534883722,74.56421193952092,313296.37209302327,5565,749921,1.4651162790697674,0.0,-27.330757580833527,15350.933653354645,0.003570133,1.5348837209302326,40.24579581319043,59.75420418680954,0.0038651477
0.0041671293,0.3359856,-135.0681818181818,76.6590909090909,27.363636363636363,74.73677650210938,313995.63636363635,5609,759934,1.2954545454545454,0.0,-27.648768391580766,15486.319303512573,0.0041671293,1.7045454545454546,41.33767791098883,58.662322089011155,0.0060617626
0.0040797004,0.3204603,-141.13953488372093,77.95348837209302,26.046511627906977,75.96225834964135,319297.488372093,5652,769831,1.069767441860465,0.0,-28.017779763520537,15620.932004928589,0.0040797004,1.930232558139535,39.81076567830367,60.18923432169636,0.005086429
0.003680048,0.29031423,-138.52173913043478,77.32608695652173,26.695652173913043,75.36140790763487,316727.652173913,5698,779947,1.0,0.0,-28.22112343054202,15758.998136520386,0.003680048,2.0,40.36727793466085,59.63272206533916,0.004449602
0.0045538503,0.2976775,-139.0909090909091,76.25,27.795454545454547,74.33989363114075,312320.0,5742,789810,1.25,0.0,-28.215372580812872,15896.85571050644,0.0045538503,1.75,39.31550301218288,60.68449698781713,0.0049884184
0.004337138,0.3372512,-137.65116279069767,76.69767441860465,27.325581395348838,74.77171797991885,314153.67441860464,5785,799849,1.0930232558139534,0.0,-27.36133383710956,16035.308607339859,0.004337138,1.9069767441860466,40.26871411809673,59.73128588190325,0.0069672656
0.006606653,0.32200328,-140.0625,77.6875,26.333333333333332,75.69944720694266,318208.0,5833,809845,1.6666666666666667,0.0,-28.72919644284424,16176.813510417938,0.006606653,1.3333333333333333,40.07885044576395,59.92114955423605,0.005867396
0.004751709,0.34617153,-134.6,76.33333333333333,27.68888888888889,74.43230704582726,312661.3333333333,5878,819973,1.2222222222222223,0.0,-27.36968225338953,16311.419446468353,0.004751709,1.7777777777777777,41.329196798793774,58.670803201206226,0.006639392
0.0044481335,0.35363194,-148.1590909090909,77.52272727272727,26.5,75.54184098378606,317533.0909090909,5922,829816,2.1363636363636362,0.0,-29.009828600956872,16448.14082622528,0.0044481335,0.8636363636363636,36.34450642058584,63.65549357941416,0.005898818
0.004320648,0.31313777,-136.73333333333332,77.31111111111112,26.68888888888889,75.36187742666525,316666.31111111114,5967,839898,1.5555555555555556,0.0,-27.252054141352218,16583.55378985405,0.004320648,1.4444444444444444,41.14168920575873,58.858310794241284,0.006167171
0.0037381465,0.28980514,-138.34883720930233,76.32558139534883,27.674418604651162,74.43970554492627,312629.5813953488,6010,849885,1.255813953488372,0.0,-27.55133392458558,16716.09795165062,0.0037381465,1.744186046511628,39.74664245984711,60.25335754015287,0.0052083503
0.003827354,0.32571465,-137.51162790697674,76.62790697674419,27.3953488372093,74.70791443778614,313867.9069767442,6053,859969,1.255813953488372,0.0,-27.577151013716023,16851.063737392426,0.003827354,1.744186046511628,40.283166678489486,59.71683332151053,0.003566143
0.0041789766,0.31328326,-133.29545454545453,76.31818181818181,27.681818181818183,74.4341510237596,312599.2727272727,6097,869828,1.5227272727272727,0.0,-27.01773779284292,16986.659388303757,0.0041789766,1.4772727272727273,41.843173637817976,58.15682636218203,0.0041299663
0.003285085,0.3121464,-136.33333333333334,77.2,26.822222222222223,75.24296454295327,316211.2,6142,879958,1.4444444444444444,0.0,-27.595322497237945,17123.72549676895,0.003285085,1.5555555555555556,41.20521915267296,58.794780847327054,0.004557065
0.0038219218,0.3271126,-143.30232558139534,77.55813953488372,26.441860465116278,75.59320976669767,317678.1395348837,6185,889921,1.1395348837209303,0.0,-28.66909487329149,17260.18736743927,0.0038219218,1.8604651162790697,38.493489905331806,61.50651009466817,0.004459661
0.0039920486,0.3353123,-132.07142857142858,76.16666666666667,27.857142857142858,74.27655570081156,311978.6666666667,6227,899804,1.119047619047619,0.0,-26.227424044542843,17394.8160033226,0.0039920486,1.880952380952381,42.28523941204186,57.71476058795814,0.0049663056
0.0055291504,0.3348526,-142.63636363636363,77.22727272727273,26.772727272727273,75.2819845474814,316322.9090909091,6271,909769,1.6363636363636365,0.0,-28.24203744703841,17529.51366996765,0.0055291504,1.3636363636363635,38.496150674622456,61.503849325377544,0.00467203
0.0033964834,0.30938342,-132.8372093023256,76.67441860465117,27.348837209302324,74.75155077032883,314058.4186046512,6314,919807,1.441860465116279,0.0,-27.245106433702034,17666.01415657997,0.0033964834,1.558139534883721,42.318758120338224,57.68124187966177,0.0050006136
0.005675464,0.31936902,-132.53333333333333,76.42222222222222,27.6,74.515604998878,313025.4222222222,6359,929974,1.0222222222222221,0.0,-27.1041525260979,17803.218771219254,0.005675464,1.9777777777777779,42.19983417180513,57.800165828194885,0.0072107865
0.0042192,0.29845196,-129.0,76.1086956521739,27.91304347826087,74.22551434729107,311741.2173913043,6405,939914,2.0217391304347827,0.0,-26.678357380878378,17939.422584056854,0.0042192,0.9782608695652174,43.45435125782288,56.54564874217713,0.005705268
0.0035471069,0.28901336,-129.4090909090909,76.1590909090909,27.886363636363637,74.25488807704545,311947.63636363635,6449,949993,1.4545454545454546,0.0,-26.533432576513338,18076.106629133224,0.0035471069,1.5454545454545454,43.41057924064072,56.58942075935927,0.004724888
0.004517675,0.2987488,-130.32558139534885,76.5813953488372,27.46511627906977,74.64939286111257,313677.3953488372,6492,959840,1.1162790697674418,0.0,-26.66203227309723,18212.075620412827,0.004517675,1.8837209302325582,43.299483856588814,56.700516143411186,0.0066337986
0.0043362114,0.29655337,-137.6,76.66666666666667,27.333333333333332,74.75844253872418,314026.6666666667,6537,969812,1.8444444444444446,0.0,-28.49092787349035,18351.632914304733,0.0043362114,1.1555555555555554,40.20457046323448,59.79542953676552,0.0049635544
0.004956167,0.29907846,-131.58139534883722,76.44186046511628,27.58139534883721,74.53199791286883,313105.8604651163,6580,979913,1.5348837209302326,0.0,-26.90172974510165,18488.075635433197,0.004956167,1.4651162790697674,42.70495624341861,57.295043756581364,0.0058631357
0.0037428695,0.27970776,-128.45454545454547,76.86363636363636,27.15909090909091,74.92961600929064,314833.45454545453,6624,989850,1.3636363636363635,0.0,-26.86406276378932,18622.357293367386,0.0037428695,1.6363636363636365,44.32782668657325,55.67217331342675,0.0046461048
0.0035183574,0.28074825,-131.04545454545453,75.52272727272727,28.522727272727273,73.65995793278549,309341.0909090909,6668,999847,1.1363636363636365,0.0,-26.810303581366714,18757.94567489624,0.0035183574,1.8636363636363635,42.161896181017575,57.838103818982425,0.004555372
0.0039620018,0.30515558,-129.2,76.0,28.022222222222222,74.12096606991112,311296.0,6713,1009880,1.1777777777777778,0.0,-26.88123056297053,18897.702823400497,0.0039620018,1.8222222222222222,43.38739895719616,56.61260104280384,0.005115629
0.0055538644,0.33434883,-128.04545454545453,76.25,27.772727272727273,74.3557230776326,312320.0,6757,1019948,1.0681818181818181,0.0,-26.1445214080214,19032.85621523857,0.0055538644,1.9318181818181819,44.00740010927154,55.99259989072846,0.007312489
0.0037308536,0.30750176,-129.46666666666667,76.26666666666667,27.755555555555556,74.37212678671406,312388.26666666666,6802,1029991,1.3777777777777778,0.0,-26.254724501014884,19167.729087352753,0.0037308536,1.6222222222222222,43.439741404590094,56.560258595409906,0.005581409
0.0042350963,0.33240652,-134.6590909090909,76.75,27.272727272727273,74.82261801801627,314368.0,6846,1039811,1.0681818181818181,0.0,-27.77158612793283,19305.06009888649,0.0042350963,1.9318181818181819,41.48984267214639,58.510157327853626,0.005738401
0.0032615997,0.31497118,-123.47727272727273,76.04545454545455,28.0,74.14995327993302,311482.1818181818,6890,1049833,1.5227272727272727,0.0,-24.852437333239894,19437.566792726517,0.0032615997,1.4772727272727273,45.87416948388772,54.12583051611227,0.0042498573
0.005119454,0.32524928,-135.61363636363637,77.61363636363636,26.386363636363637,75.6423838634897,317905.45454545453,6934,1059846,1.7954545454545454,0.0,-27.407566504249587,19570.7310090065,0.005119454,1.2045454545454546,41.80978962477117,58.190210375228844,0.0075701834
0.0033045704,0.30552408,-138.20454545454547,77.45454545454545,26.545454545454547,75.49660737050743,317253.8181818182,6978,1069840,1.7272727272727273,0.0,-27.835572455046144,19705.85392832756,0.0033045704,1.2727272727272727,40.52247559369658,59.47752440630341,0.005277736
0.003867331,0.30067796,-134.72727272727272,76.70454545454545,27.34090909090909,74.76420764251333,314181.8181818182,7022,1079761,1.6590909090909092,0.0,-27.724513927750504,19839.579496383667,0.003867331,1.3409090909090908,41.44978222685174,58.550217773148276,0.005126403
0.004668163,0.28884274,-140.79545454545453,76.0909090909091,27.90909090909091,74.22322549785635,311668.36363636365,7066,1089800,1.8863636363636365,0.0,-27.952257996833637,19976.229735851288,0.004668163,1.1136363636363635,38.44714252384349,61.552857476156504,0.006121385
0.0041471776,0.29008472,-131.6590909090909,76.9090909090909,27.113636363636363,74.9719322681617,315019.63636363635,7110,1099791,1.6818181818181819,0.0,-26.928602408669597,20111.256073713303,0.0041471776,1.3181818181818181,42.91777010776094,57.08222989223905,0.005215787
0.0048632375,0.3034299,-131.4,75.91111111111111,28.11111111111111,74.03852592218163,310931.9111111111,7155,1110000,1.511111111111111,0.0,-26.51642042095505,20248.005427360535,0.0048632375,1.488888888888889,42.356795413783686,57.64320458621631,0.005635142
