AttNC,Ptt,TimeElapsed,AttC,Tbt,MpbtN,Tmt,MpbtA,EpisodesSoFar,entropy,meankl,optimgain,TimestepsSoFar,entloss,surrgain,MtR,TtR,Tmc
0.0,72.74302055508997,1322.339793920517,10.0,305334.92119089316,97.48459727527512,74.5446584938704,2.5154027247247965,571,0.685912,0.007331505,0.0026318708,9986,0.0,0.0026318708,-66.92500874686031,-726.584938704028,29.493870402802102
0.0,72.06805675789847,2408.2953605651855,10.0,302475.1897654584,96.35094076590222,73.84648187633262,3.6490592340977055,1040,0.66337264,0.008507136,0.0017821841,19985,0.0,0.0017821841,-64.32029553233467,-711.4072494669509,30.226012793176974
0.0,71.06018184407641,3322.6073293685913,10.0,298266.1224489796,95.1574479783792,72.8188775510204,4.84255202162083,1432,0.6257734,0.008714559,0.0048960005,29992,0.0,0.0048960005,-61.40301700807697,-692.8571428571429,31.323979591836736
0.009259259259259259,70.61304027471212,3804.327521085739,9.99074074074074,296296.2962962963,90.22049467292545,72.33796296296296,9.77950532707446,1648,0.58448374,0.006968971,0.0028449523,39961,0.0,0.0028449523,-53.354701527464805,-652.5462962962963,31.800925925925927
0.3880597014925373,69.2328211408654,3980.684100151062,9.611940298507463,290938.2686567164,75.23887425882205,71.02985074626865,24.761125741177956,1715,0.54564124,0.0064255,0.0024253675,49914,0.0,0.0024253675,-34.7771016527864,-534.776119402985,33.35820895522388
1.9782608695652173,67.01827331037272,4115.303635120392,8.021739130434783,281911.652173913,55.24825953450563,68.82608695652173,44.75174046549437,1761,0.5144179,0.0037949244,0.0020076525,59787,0.0,0.0020076525,-21.616295562352764,-381.0869565217391,35.80434782608695
1.5769230769230769,65.5720823836154,4246.879081249237,8.423076923076923,275771.07692307694,43.28188581030542,67.32692307692308,56.71811418969457,1813,0.4651931,0.003858971,0.001609353,69883,0.0,0.001609353,-17.432683309965185,-292.6923076923077,37.36538461538461
4.473684210526316,63.297931038988985,4386.42106628418,5.526315789473684,266383.7192982456,33.95512727856582,65.03508771929825,66.04487272143416,1870,0.36545375,0.0048308903,0.0019256482,79826,0.0,0.0019256482,-14.639210227557344,-221.57894736842104,39.85964912280702
5.593220338983051,61.71728376563049,4521.947515010834,4.406779661016949,259644.74576271186,29.09445690958126,63.389830508474574,70.90554309041876,1929,0.35296327,0.0070793517,0.0025369532,89879,0.0,0.0025369532,-13.080152163641092,-184.23728813559322,41.559322033898304
1.9833333333333334,60.65741695649005,4656.304725408554,8.016666666666667,255112.53333333333,31.202107248863168,62.28333333333333,68.79789275113681,1989,0.40096062,0.0040749833,0.0020819623,99855,0.0,0.0020819623,-13.807392684247727,-194.66666666666666,42.7
2.71875,58.70801732893854,4791.047793388367,7.28125,246720.0,28.031559250080107,60.234375,71.96844074991989,2053,0.4120347,0.003542454,0.0016766778,109912,0.0,0.0016766778,-12.036805033835417,-168.90625,44.78125
0.8,61.423265781333534,4930.206377506256,9.2,258489.1076923077,35.49334390929688,63.10769230769231,64.50665609070312,2118,0.4049742,0.006874247,0.0024137234,119853,0.0,0.0024137234,-14.38055090283179,-225.84615384615384,41.89230769230769
3.683333333333333,60.0451208930263,5070.783128261566,6.316666666666666,252450.13333333333,28.145098840878447,61.63333333333333,71.85490115912161,2178,0.34971923,0.004279739,0.0016969525,129887,0.0,0.0016969525,-11.924725056490841,-174.0,43.35
5.338709677419355,58.846612215063885,5213.843362569809,4.661290322580645,247279.48387096773,28.056342032759254,60.37096774193548,71.94365796724074,2240,0.35808742,0.0057392255,0.002423598,139970,0.0,0.002423598,-12.573016559874564,-169.19354838709677,44.62903225806452
4.147540983606557,60.25703709725718,5353.653474569321,5.852459016393443,253414.81967213115,26.272568955232085,61.868852459016395,73.72743104476794,2301,0.3956296,0.0039797155,0.0015502139,149969,0.0,0.0015502139,-11.212936483745127,-162.78688524590163,43.131147540983605
2.3559322033898304,59.1176535860189,5489.330080032349,7.6440677966101696,248467.5254237288,27.507926605070107,60.66101694915254,72.49207339492989,2360,0.3516803,0.0038392437,0.0015225101,159939,0.0,0.0015225101,-11.006120747316263,-167.11864406779662,44.33898305084746
5.338709677419355,57.90419386037479,5632.286579847336,4.661290322580645,243183.48387096773,25.27229825258802,59.37096774193548,74.72770174741198,2422,0.37245524,0.005136965,0.0019753226,169873,0.0,0.0019753226,-10.695676088223712,-150.32258064516128,45.62903225806452
3.7666666666666666,59.42920766806046,5766.716744184494,6.233333333333333,249856.0,27.516456205038814,61.0,72.4835437949612,2482,0.3315592,0.0035588348,0.0014036418,179921,0.0,0.0014036418,-11.19307147674233,-168.66666666666666,44.016666666666666
5.580645161290323,57.657911710042264,5909.098804473877,4.419354838709677,242192.51612903227,24.146796307194567,59.12903225806452,75.85320369280545,2544,0.32603523,0.0024468335,0.0016979297,189909,0.0,0.0016979297,-10.257918281650788,-142.90322580645162,45.903225806451616
5.292307692307692,57.97933005512332,6055.322485208511,4.707692307692308,243617.47692307693,25.984307150524973,59.47692307692308,74.01569284947502,2609,0.37580523,0.0060426686,0.0025834716,199984,0.0,0.0025834716,-11.265920977236686,-155.07692307692307,45.56923076923077
3.2222222222222223,57.852368471471685,6191.282488584518,6.777777777777778,243029.33333333334,26.357779621018004,59.333333333333336,73.642220378982,2672,0.37106827,0.0047974363,0.0027356318,209992,0.0,0.0027356318,-10.982652778008037,-156.984126984127,45.698412698412696
1.4444444444444444,58.11937384164914,6322.1965980529785,8.555555555555555,244199.61904761905,30.008498213683172,59.61904761904762,69.99150178631683,2735,0.34274355,0.004306671,0.002186917,219879,0.0,0.002186917,-12.069026636597593,-180.15873015873015,45.41269841269841
3.6,55.88044627593954,6461.4958074092865,6.4,234669.29230769232,24.017578510719808,57.292307692307695,75.98242148928017,2800,0.35108644,0.0045242296,0.0020177811,229980,0.0,0.0020177811,-9.955931754471612,-138.15384615384616,47.83076923076923
2.328125,55.7202768463711,6600.55948138237,7.671875,234048.0,24.75047020828305,57.140625,75.24952979171695,2864,0.3468684,0.0025528132,0.0015656671,239869,0.0,0.0015656671,-10.216346412446294,-141.71875,48.015625
3.140625,56.14928987750183,6741.965776205063,6.859375,235840.0,23.30395202365725,57.578125,76.69604797634271,2928,0.35180616,0.0032943238,0.0019986187,249890,0.0,0.0019986187,-9.694327807470266,-134.375,47.546875
2.753846153846154,58.106692452456855,6883.477769374847,7.246153846153846,244058.5846153846,27.773923653482182,59.58461538461538,72.22607634651783,2993,0.34134457,0.004948742,0.0021869242,259905,0.0,0.0021869242,-11.432570253184107,-168.0,45.41538461538462
4.15625,56.593893921678294,7026.835018157959,5.84375,237568.0,23.86150846635062,58.0,76.13849153364941,3057,0.3489959,0.0026915455,0.0018263045,269894,0.0,0.0018263045,-10.059180505668271,-138.4375,47.03125
3.9365079365079363,56.788642156275486,7169.391991376877,6.063492063492063,238413.20634920636,23.112804965220818,58.20634920634921,76.88719503477918,3120,0.32160798,0.0041540386,0.0017694875,279850,0.0,0.0017694875,-9.687453521403556,-134.9206349206349,46.82539682539682
5.15625,56.142933224169006,7316.403059720993,4.84375,235776.0,24.56522549668675,57.5625,75.43477450331326,3184,0.3486872,0.00428346,0.002043069,289840,0.0,0.002043069,-10.319417111164602,-141.875,47.546875
4.875,55.564252358575665,7461.594373464584,5.125,233344.0,23.436695078297994,56.96875,76.56330492170197,3248,0.32438704,0.002607481,0.0015116008,299927,0.0,0.0015116008,-9.467131040190113,-133.4375,48.171875
5.354838709677419,56.65945686767808,7604.8251321315765,4.645161290322581,237898.32258064515,22.716094982211395,58.08064516129032,77.28390501778861,3310,0.3460471,0.0037705696,0.0018972306,309917,0.0,0.0018972306,-9.320895162924465,-132.09677419354838,46.96774193548387
4.9523809523809526,55.33253540743495,7749.877061367035,5.0476190476190474,232301.7142857143,24.56600059408229,56.714285714285715,75.43399940591769,3373,0.3491115,0.003211272,0.0017451011,319841,0.0,0.0017451011,-10.090441513711946,-139.52380952380952,48.41269841269841
4.2063492063492065,56.792961877401574,7892.638305902481,5.7936507936507935,238608.25396825396,23.84378588382832,58.25396825396825,76.15621411617165,3436,0.34170344,0.0040157894,0.0020577079,329970,0.0,0.0020577079,-9.648982410543157,-139.36507936507937,46.857142857142854
3.9523809523809526,56.11784539236008,8034.378399133682,6.0476190476190474,235747.55555555556,22.362351942136094,57.55555555555556,77.63764805786391,3499,0.34341288,0.00435346,0.0020149602,339867,0.0,0.0020149602,-9.288831285462221,-128.4126984126984,47.58730158730159
2.253968253968254,56.82331030997808,8175.894559383392,7.746031746031746,238738.2857142857,26.13249421774396,58.285714285714285,73.86750578225603,3562,0.3338206,0.0047546034,0.0019099797,349841,0.0,0.0019099797,-10.362583965851059,-152.53968253968253,46.82539682539682
4.3538461538461535,56.27319676636429,8320.994191408157,5.6461538461538465,236433.72307692308,22.802383607951136,57.723076923076924,77.19761639204887,3627,0.35681388,0.0054287743,0.0023125755,359954,0.0,0.0023125755,-9.508347927908737,-132.15384615384616,47.43076923076923
2.734375,55.79516030981133,8461.941771030426,7.265625,234368.0,23.479003756160033,57.21875,76.52099624383999,3691,0.34467265,0.0050235568,0.0026309243,369850,0.0,0.0026309243,-9.644359777010045,-134.84375,47.9375
2.5692307692307694,55.282749467917995,8604.398774385452,7.430769230769231,232211.6923076923,23.864282379963544,56.69230769230769,76.13571762003646,3756,0.3497626,0.004745413,0.0021241521,379958,0.0,0.0021241521,-9.678572052398861,-135.69230769230768,48.49230769230769
