optimgain,entloss,MtR,MpbtA,TimeElapsed,TimestepsSoFar,Tbt,AttC,entropy,Tmt,AttNC,TtR,meankl,MpbtN,surrgain,Ptt,Tmc,EpisodesSoFar
0.0040327944,0.0,-41.6620084431823,10.502201246794845,9477.590332746506,129774,340703.1794871795,0.5384615384615384,0.1564121,83.17948717948718,0.46153846153846156,-74.46153846153847,0.0038144444,89.49779875320515,0.0040327944,80.90105586042166,20.71794871794872,3806
0.0054837265,0.0,-40.56066899308008,10.265774798587334,9582.986589670181,139820,340081.77777777775,0.2222222222222222,0.21716397,83.02777777777777,0.7777777777777778,-74.52777777777777,0.0048674275,89.73422520141266,0.0054837265,80.72373277703952,20.916666666666668,3842
0.0065791258,0.0,-41.78002946628662,10.765926826989338,9689.907636165619,149954,340703.1794871795,0.20512820512820512,0.21988389,83.17948717948718,0.7948717948717948,-74.25641025641026,0.0036850984,89.23407317301069,0.0065791258,80.88231629468987,20.743589743589745,3881
0.0035414917,0.0,-40.511905481610036,12.76247028325629,9798.99817943573,159995,339757.9487179487,0.46153846153846156,0.22979327,82.94871794871794,0.5384615384615384,-72.38461538461539,0.0029767377,87.23752971674368,0.0035414917,80.64841276513994,21.0,3920
0.008335804,0.0,-39.68894275386236,12.790152655286134,9904.521973609924,169848,338147.55555555556,0.1388888888888889,0.30559555,82.55555555555556,0.8611111111111112,-72.0,0.007993576,87.20984734471386,0.008335804,80.26545740113805,21.416666666666668,3956
0.004374939,0.0,-40.15426637181748,14.554112748478156,10021.814732074738,179813,340619.63636363635,0.7045454545454546,0.22957548,83.1590909090909,0.29545454545454547,-71.06818181818181,0.0042562075,85.44588725152185,0.004374939,80.8396473728347,20.795454545454547,4000
0.0045070527,0.0,-40.56737033014451,14.47236804490818,10131.421215057373,189801,342118.4,0.375,0.28172666,83.525,0.625,-71.475,0.004807641,85.52763195509182,0.0045070527,81.2415854228414,20.35,4040
0.0060480805,0.0,-39.15366646530083,15.690009889319356,10247.670510530472,199765,337408.0,0.425,0.24238637,82.375,0.575,-69.475,0.0053494056,84.30999011068064,0.0060480805,80.09413633749614,21.6,4080
0.0071604704,0.0,-41.97052655185773,13.153414435981885,10371.485483646393,209764,336919.81395348837,0.3488372093023256,0.19851448,82.25581395348837,0.6511627906976745,-71.4186046511628,0.006545024,86.84658556401811,0.0071604704,79.98186390401814,21.72093023255814,4123
0.0059451684,0.0,-39.8308638561286,13.909947482289567,10476.263915538788,219936,340521.5135135135,0.13513513513513514,0.25663966,83.13513513513513,0.8648648648648649,-71.62162162162163,0.0058027464,86.09005251771043,0.0059451684,80.88660339334109,20.72972972972973,4160
0.0037708045,0.0,-38.416567792503514,14.452058090604668,10580.096916437149,229757,339854.22222222225,0.1388888888888889,0.19219807,82.97222222222223,0.8611111111111112,-71.0,0.003947339,85.54794190939532,0.0037708045,80.65122674554486,21.0,4196
0.0033185184,0.0,-38.09588649823912,13.380940497553873,10688.623685598373,239955,337351.1111111111,0.05555555555555555,0.19830184,82.36111111111111,0.9444444444444444,-71.38888888888889,0.0032073902,86.61905950244612,0.0033185184,80.10260924526101,21.583333333333332,4232
0.0061962553,0.0,-42.90603814850776,10.96327595746084,10805.214643239975,249921,342323.2,0.15,0.1582417,83.575,0.85,-74.425,0.005579353,89.03672404253916,0.0061962553,81.26607715611196,20.325,4272
0.0032726123,0.0,-39.95473778719786,11.349162726222493,10910.977632761002,259865,341021.2571428571,0.0,0.15741633,83.25714285714285,1.0,-73.82857142857142,0.0035426277,88.6508372737775,0.0032726123,80.96052823807743,20.65714285714286,4307
0.0051996475,0.0,-40.53749874033071,10.16774808742197,11016.87214922905,269933,342542.6285714286,0.0,0.21325347,83.62857142857143,1.0,-75.14285714285714,0.0057038944,89.832251912578,0.0051996475,81.3046862564482,20.285714285714285,4342
0.0048517943,0.0,-40.583810222336936,11.959567212781261,11128.393461227417,279766,342071.35135135136,0.10810810810810811,0.17462158,83.51351351351352,0.8918918918918919,-73.54054054054055,0.0044631693,88.04043278721875,0.0048517943,81.15174924419084,20.45945945945946,4379
0.0036303222,0.0,-40.07556332984696,10.868207016751787,11230.09332704544,289942,340764.44444444444,0.0,0.18628132,83.19444444444444,1.0,-74.19444444444444,0.0029902295,89.1317929832482,0.0036303222,80.89841773385393,20.72222222222222,4415
0.0054201614,0.0,-40.93287131469931,9.8815225939863,11340.490832567215,299973,341185.7297297297,0.10810810810810811,0.15326485,83.29729729729729,0.8918918918918919,-75.08108108108108,0.004457422,90.11847740601367,0.0054201614,80.97302425758572,20.64864864864865,4452
0.006498535,0.0,-40.073249288142286,10.67043571337139,11444.994931221008,309991,341723.4285714286,0.0,0.21577768,83.42857142857143,1.0,-74.57142857142857,0.0055020778,89.32956428662861,0.006498535,81.09725439109451,20.514285714285716,4487
0.005650103,0.0,-41.15357486620247,11.315757491641644,11555.43281340599,319758,340853.6216216216,0.10810810810810811,0.17553352,83.21621621621621,0.8918918918918919,-73.8108108108108,0.005704615,88.68424250835835,0.005650103,80.87725555531885,20.756756756756758,4524
0.0056853173,0.0,-38.98666971862923,13.193141154601005,11657.826416254044,329951,339740.44444444444,0.0,0.23745567,82.94444444444444,1.0,-72.0,0.005818075,86.806858845399,0.0056853173,80.6464036970585,21.0,4560
0.0046225013,0.0,-40.814315434113645,12.423450095006803,11770.877696037292,339989,340410.8108108108,0.08108108108108109,0.1767689,83.10810810810811,0.918918918918919,-72.75675675675676,0.0043052277,87.57654990499319,0.0046225013,80.81940062154939,20.81081081081081,4597
0.0048746043,0.0,-39.255024675569636,11.735150900690419,11875.108978271484,349985,340436.1142857143,0.02857142857142857,0.20219493,83.11428571428571,0.9714285714285714,-73.37142857142857,0.0037107177,88.26484909930957,0.0048746043,80.80434022499671,20.82857142857143,4632
0.0067630843,0.0,-39.394510337811624,12.350425905492502,11980.831478118896,359976,338563.65714285715,0.05714285714285714,0.23521763,82.65714285714286,0.9428571428571428,-72.48571428571428,0.005737802,87.64957409450747,0.0067630843,80.37820647904066,21.285714285714285,4667
0.006646221,0.0,-39.07517933705951,14.369956838977425,12090.545687675476,369942,339525.1891891892,0.10810810810810811,0.21986645,82.89189189189189,0.8918918918918919,-70.97297297297297,0.0048357593,85.63004316102256,0.006646221,80.61797433562704,21.027027027027028,4704
0.0038477578,0.0,-39.25868877358366,13.332949603860207,12192.282608509064,379749,340764.44444444444,0.027777777777777776,0.2132823,83.19444444444444,0.9722222222222222,-72.11111111111111,0.0034758437,86.6670503961398,0.0038477578,80.88070214730452,20.75,4740
0.005617261,0.0,-40.29654370332074,12.843817785888875,12295.72003364563,389878,340830.3157894737,0.13157894736842105,0.2616368,83.21052631578948,0.868421052631579,-72.52631578947368,0.004764676,87.15618221411114,0.005617261,80.95441682637838,20.657894736842106,4778
0.0059197634,0.0,-39.249162190857156,15.904989681307699,12403.91029047966,399777,339303.7837837838,0.1891891891891892,0.25450763,82.83783783783784,0.8108108108108109,-69.70270270270271,0.0046480973,84.0950103186923,0.0059197634,80.52490209201191,21.135135135135137,4815
0.0034633179,0.0,-38.481752021832925,15.59994608227333,12513.199452638626,409988,337165.4736842105,0.2631578947368421,0.214725,82.3157894736842,0.7368421052631579,-69.47368421052632,0.0042957123,84.40005391772668,0.0034633179,80.01827042458429,21.68421052631579,4853
0.0058156527,0.0,-39.39150276658336,14.066464811196923,12618.403268575668,419792,341628.54054054053,0.16216216216216217,0.23315205,83.4054054054054,0.8378378378378378,-71.70270270270271,0.0049683778,85.9335351888031,0.0058156527,81.07617512975426,20.54054054054054,4890
0.00373067,0.0,-39.70908943433487,14.440935851548176,12726.671351909637,429809,337975.35135135136,0.13513513513513514,0.21992344,82.51351351351352,0.8648648648648649,-70.62162162162163,0.0037600643,85.55906414845181,0.00373067,80.22549537407117,21.45945945945946,4927
0.0036090394,0.0,-38.35651132072934,14.668157187044816,12832.304993152618,439881,333824.0,0.05555555555555555,0.22498305,81.5,0.9444444444444444,-69.61111111111111,0.002906693,85.33184281295519,0.0036090394,79.25795857884668,22.5,4963
0.011317439,0.0,-38.597826587849596,14.248530798410094,12936.640062570572,449911,337123.55555555556,0.05555555555555555,0.28132325,82.30555555555556,0.9444444444444444,-70.61111111111111,0.008887578,85.75146920158991,0.011317439,80.05320644015991,21.63888888888889,4999
0.004246563,0.0,-40.215059094930815,14.37583578508839,13046.780573368073,459923,339968.0,0.35,0.25336054,83.0,0.65,-71.075,0.003786853,85.6241642149116,0.004246563,80.67716433734371,20.975,5039
0.0028431702,0.0,-37.987547738599794,16.88593779623323,13154.799108743668,469914,333500.63157894736,0.3157894736842105,0.2749656,81.42105263157895,0.6842105263157895,-67.6842105263158,0.0023117096,83.11406220376675,0.0028431702,79.20884115080639,22.55263157894737,5077
0.0039307983,0.0,-38.14276838757201,17.086926216947564,13267.363853931427,479856,334028.8,0.45,0.24936338,81.55,0.55,-67.6,0.0042377627,82.91307378305245,0.0039307983,79.30933016027666,22.45,5117
0.005907403,0.0,-38.70695473682256,15.578060926434576,13374.293250083923,489833,337643.24324324325,0.10810810810810811,0.29364654,82.43243243243244,0.8918918918918919,-69.5945945945946,0.0068719513,84.42193907356545,0.005907403,80.17057880975514,21.513513513513512,5154
0.008539008,0.0,-40.907690025157784,16.303728564787285,13496.516997098923,499777,340526.54545454547,0.5681818181818182,0.23752807,83.13636363636364,0.4318181818181818,-69.5909090909091,0.005714995,83.69627143521272,0.008539008,80.83618731834737,20.795454545454547,5198
0.0036056214,0.0,-38.398655120140354,16.39218591995784,13604.494195461273,509922,335656.4210526316,0.34210526315789475,0.24458933,81.94736842105263,0.6578947368421053,-68.52631578947368,0.0042483737,83.60781408004216,0.0036056214,79.69727605625148,22.026315789473685,5236
0.004618059,0.0,-39.418479142752346,15.200358499573477,13719.407705545425,519754,339547.89743589744,0.38461538461538464,0.19159056,82.8974358974359,0.6153846153846154,-70.28205128205128,0.0059333765,84.79964150042652,0.004618059,80.61995048946252,21.025641025641026,5275
0.007850367,0.0,-38.74959689187268,15.02839147916136,13820.977729558945,529988,339635.8918918919,0.1891891891891892,0.2649786,82.91891891891892,0.8108108108108109,-70.48648648648648,0.005990785,84.97160852083861,0.007850367,80.64227528459601,21.0,5312
0.0063882265,0.0,-41.253166763962916,14.836485241115863,13933.423411130905,539845,341299.2,0.4,0.21340169,83.325,0.6,-71.0,0.0049675787,85.16351475888413,0.0063882265,81.01734052183278,20.6,5352
0.0041697207,0.0,-38.06737346567119,15.36767677368985,14039.80624127388,549789,338027.7894736842,0.6052631578947368,0.21756597,82.52631578947368,0.39473684210526316,-69.84210526315789,0.004812299,84.63232322631013,0.0041697207,80.21488823625941,21.473684210526315,5390
0.0039227232,0.0,-39.42806504580229,14.932623080080658,14150.375530958176,559822,339644.63157894736,0.5526315789473685,0.21751167,82.92105263157895,0.4473684210526316,-70.55263157894737,0.0035256965,85.06737691991934,0.0039227232,80.60225677549336,21.05263157894737,5428
0.0048913513,0.0,-39.98088995145672,14.485514924500949,14260.605795383453,569956,339337.8461538461,0.5128205128205128,0.22985335,82.84615384615384,0.48717948717948717,-70.84615384615384,0.0032497323,85.51448507549905,0.0048913513,80.55239900435879,21.102564102564102,5467
0.006235202,0.0,-39.682230328600724,15.313023024874047,14371.314512729645,579791,338674.5263157895,0.5526315789473685,0.22238958,82.6842105263158,0.4473684210526316,-70.0,0.0061075212,84.68697697512593,0.006235202,80.38294010634962,21.289473684210527,5505
0.004219223,0.0,-38.8168743709457,15.259088051653299,14477.177120685577,589965,338782.3157894737,0.3157894736842105,0.2071316,82.71052631578948,0.6842105263157895,-70.10526315789474,0.0040335744,84.7409119483467,0.004219223,80.44807036349208,21.210526315789473,5543
0.003934848,0.0,-39.26810380772524,14.838740666229027,14586.692567825317,599972,337596.63157894736,0.42105263157894735,0.21471709,82.42105263157895,0.5789473684210527,-70.1842105263158,0.0043313606,85.16125933377097,0.003934848,80.17892121338936,21.5,5581
0.0055236975,0.0,-39.79914876756379,15.035914135628317,14694.421777486801,609821,342878.3157894737,0.5526315789473685,0.24857967,83.71052631578948,0.4473684210526316,-71.13157894736842,0.0053578475,84.96408586437168,0.0055236975,81.39893694050629,20.18421052631579,5619
0.0047486983,0.0,-39.75993845917265,15.166933948151605,14805.148949861526,619760,340493.1282051282,0.5384615384615384,0.2484843,83.12820512820512,0.46153846153846156,-70.53846153846153,0.0041291174,84.83306605184839,0.0047486983,80.85456646685387,20.76923076923077,5658
0.004556885,0.0,-38.59629351661639,15.826584057155383,14912.409814119339,629732,338566.7368421053,0.6052631578947368,0.24608292,82.65789473684211,0.39473684210526316,-69.57894736842105,0.004170172,84.17341594284463,0.004556885,80.39895113768446,21.263157894736842,5696
0.0058124573,0.0,-38.97956820598932,16.049175900052944,15016.615014314651,639967,340493.1282051282,0.1794871794871795,0.24753281,83.12820512820512,0.8205128205128205,-69.7948717948718,0.0054720747,83.95082409994704,0.0058124573,80.87445525761338,20.743589743589745,5735
0.0048258607,0.0,-39.35458160719837,15.504339056815367,15126.902693033218,649917,336292.10256410256,0.48717948717948717,0.22910532,82.1025641025641,0.5128205128205128,-69.38461538461539,0.003951307,84.49566094318465,0.0048258607,79.86293727542083,21.846153846153847,5774
0.0052656694,0.0,-38.99971044790041,15.93938884162382,15234.098801612854,659884,337596.63157894736,0.2894736842105263,0.23473449,82.42105263157895,0.7105263157894737,-69.26315789473684,0.0043461774,84.06061115837619,0.0052656694,80.17987214723972,21.5,5812
0.005304193,0.0,-40.195971706767494,14.292985456998242,15346.967017412186,669870,338569.3658536585,0.6585365853658537,0.20459196,82.65853658536585,0.34146341463414637,-70.82926829268293,0.004451183,85.70701454300175,0.005304193,80.39654468407713,21.26829268292683,5853
0.0046313675,0.0,-38.892563046436024,14.916650187073785,15453.267125368118,679890,336303.15789473685,0.4473684210526316,0.22121343,82.10526315789474,0.5526315789473685,-69.84210526315789,0.0035426896,85.08334981292624,0.0046313675,79.8638841161527,21.842105263157894,5891
0.0061848327,0.0,-39.16633153079395,15.667111045608147,15566.001655817032,689760,335979.7894736842,0.5263157894736842,0.26045373,82.02631578947368,0.47368421052631576,-69.1842105263158,0.005624089,84.33288895439185,0.0061848327,79.74916033747716,21.973684210526315,5929
0.0059947693,0.0,-38.37319998599103,15.545593251117785,15678.017817258835,699828,334255.15789473685,0.5,0.22310635,81.60526315789474,0.5,-68.89473684210526,0.0052623046,84.45440674888222,0.0059947693,79.35733805885064,22.394736842105264,5967
0.0062593217,0.0,-38.951332817771494,15.195132759654808,15788.671576023102,709966,338707.6923076923,0.41025641025641024,0.2317916,82.6923076923077,0.5897435897435898,-70.12820512820512,0.004565827,84.80486724034522,0.0062593217,80.38968963784156,21.28205128205128,6006
0.0063406313,0.0,-39.0260802295683,15.420281941091808,15903.203451633453,719853,334578.5263157895,0.3684210526315789,0.20160007,81.6842105263158,0.631578947368421,-69.10526315789474,0.0058463854,84.5797180589082,0.0063406313,79.45046431508743,22.289473684210527,6044
0.0055252183,0.0,-38.58802726359179,15.663299597067896,16009.084968566895,729802,336093.4054054054,0.24324324324324326,0.25237978,82.05405405405405,0.7567567567567568,-69.1891891891892,0.00490432,84.3367004029321,0.0055252183,79.79787011323802,21.91891891891892,6081
0.0036844055,0.0,-39.25201153050587,16.97358026403659,16119.615359783173,739922,340070.4,0.575,0.26212114,83.025,0.425,-68.9,0.0024586036,83.02641973596343,0.0036844055,80.71888490248537,20.925,6121
0.005553235,0.0,-38.89581205886992,17.157282011922586,16227.418226480484,749759,338027.7894736842,0.34210526315789475,0.28523257,82.52631578947368,0.6578947368421053,-68.36842105263158,0.0068262895,82.84271798807742,0.005553235,80.25807556110412,21.42105263157895,6159
0.007668576,0.0,-40.50690795315397,15.033757560599732,16345.869585990906,759940,337586.6046511628,0.5813953488372093,0.20919116,82.4186046511628,0.4186046511627907,-70.06976744186046,0.006108491,84.96624243940029,0.007668576,80.17028039028884,21.511627906976745,6202
0.0059716646,0.0,-39.76123402796856,15.84530206738294,16455.250729560852,769890,342068.5128205128,0.4358974358974359,0.24623643,83.51282051282051,0.5641025641025641,-70.25641025641026,0.004289926,84.15469793261708,0.0059716646,81.21370186888645,20.384615384615383,6241
0.0041933744,0.0,-39.410451339281266,16.411968841622105,16568.985471248627,779992,340267.7073170732,0.5365853658536586,0.23673002,83.07317073170732,0.4634146341463415,-69.4390243902439,0.0049057794,83.58803115837789,0.0041933744,80.76280045503452,20.878048780487806,6282
0.0046945633,0.0,-38.80774383309617,16.507657582336098,16681.271736383438,789891,336187.07692307694,0.48717948717948717,0.23545161,82.07692307692308,0.5128205128205128,-68.56410256410257,0.0034205064,83.4923424176639,0.0046945633,79.83791287703598,21.871794871794872,6321
0.0051585115,0.0,-38.41306626407135,16.32552763189122,16790.54684305191,799778,336410.94736842107,0.34210526315789475,0.27273053,82.13157894736842,0.6578947368421053,-68.71052631578948,0.0044931564,83.67447236810877,0.0051585115,79.88875739030493,21.81578947368421,6359
0.0056653135,0.0,-38.43928504273762,17.44011147410464,16902.46536397934,809866,337132.3076923077,0.5897435897435898,0.26600212,82.3076923076923,0.41025641025641024,-67.97435897435898,0.004277612,82.5598885258953,0.0056653135,80.09196568221488,21.58974358974359,6398
0.0051626717,0.0,-38.56664487527798,16.995302396281893,17013.721309185028,819880,335971.9024390244,0.5365853658536586,0.2300916,82.02439024390245,0.4634146341463415,-68.07317073170732,0.0046863114,83.0046976037181,0.0051626717,79.76902649636918,21.951219512195124,6439
0.005125482,0.0,-38.21495028781121,16.78503716561215,17123.708328962326,829750,337657.4358974359,0.5128205128205128,0.25606447,82.43589743589743,0.48717948717948717,-68.58974358974359,0.005126623,83.21496283438785,0.005125482,80.17290838002648,21.512820512820515,6478
0.0049653808,0.0,-39.03892512208831,16.996314367385736,17237.234963178635,839739,336292.10256410256,0.3333333333333333,0.2245216,82.1025641025641,0.6666666666666666,-68.15384615384616,0.005018006,83.00368563261426,0.0049653808,79.82122791682988,21.897435897435898,6517
0.0056978897,0.0,-38.48660304610617,14.885335594476427,17345.861040830612,849861,332961.6842105263,0.18421052631578946,0.23037888,81.28947368421052,0.8157894736842105,-69.1842105263158,0.0050358907,85.11466440552358,0.0056978897,79.06631792784658,22.710526315789473,6555
0.004959355,0.0,-38.45905488642392,15.918111393047496,17451.4922811985,859797,336425.5135135135,0.02702702702702703,0.25206137,82.13513513513513,0.972972972972973,-69.08108108108108,0.0058239256,84.0818886069525,0.004959355,79.89579676187901,21.81081081081081,6592
0.0041323183,0.0,-37.90502890736773,16.91318175757179,17557.797468423843,869880,336410.94736842107,0.07894736842105263,0.2483168,82.13157894736842,0.9210526315789473,-68.23684210526316,0.0035232536,83.08681824242821,0.0041323183,79.87059887263077,21.842105263157894,6630
0.005804681,0.0,-38.451288487778406,17.25449187722356,17668.27902817726,879873,334401.641025641,0.1794871794871795,0.22244821,81.64102564102564,0.8205128205128205,-67.58974358974359,0.0056201685,82.74550812277646,0.005804681,79.39281458790886,22.358974358974358,6669
0.0057340953,0.0,-37.04672971062962,17.733254378109898,17774.404626607895,889847,336327.1111111111,0.027777777777777776,0.2684013,82.11111111111111,0.9722222222222222,-67.55555555555556,0.005253627,82.26674562189012,0.0057340953,79.82933384079291,21.88888888888889,6705
0.006598996,0.0,-38.259748865032336,16.832888107353625,17880.307388067245,899787,337488.84210526315,0.18421052631578946,0.27396318,82.39473684210526,0.8157894736842105,-68.55263157894737,0.005259882,83.16711189264637,0.006598996,80.11367473847189,21.57894736842105,6743
0.0051995725,0.0,-38.86228041319449,17.982067946402637,17991.373932361603,909730,335977.0256410256,0.20512820512820512,0.24984004,82.02564102564102,0.7948717948717948,-67.28205128205128,0.0054761553,82.01793205359733,0.0051995725,79.76960715158022,21.94871794871795,6782
0.005653973,0.0,-37.41478605607904,18.86925767339371,18096.958030700684,919814,337203.2,0.375,0.24323882,82.325,0.625,-66.8,0.0039948425,81.13074232660631,0.005653973,80.08635275511367,21.6,6822
0.005499756,0.0,-37.27425979023421,17.55094476589165,18201.474081516266,929804,333824.0,0.3684210526315789,0.23947102,81.5,0.631578947368421,-67.21052631578948,0.003633866,82.44905523410836,0.005499756,79.3014391065244,22.44736842105263,6860
0.007034609,0.0,-39.0892496452555,16.184672022359944,18315.95158147812,939833,338069.85365853657,0.3902439024390244,0.22858144,82.53658536585365,0.6097560975609756,-69.1951219512195,0.006047521,83.81532797764005,0.007034609,80.28234391488319,21.390243902439025,6901
0.0039121644,0.0,-38.09558715193461,17.694029763887368,18423.961936950684,949926,336734.3157894737,0.21052631578947367,0.2064105,82.21052631578948,0.7894736842105263,-67.6842105263158,0.0041132853,82.30597023611266,0.0039121644,79.9423699001142,21.763157894736842,6939
0.0056216903,0.0,-38.08516961616033,16.33262393485528,18526.008455991745,959969,338196.75675675675,0.08108108108108109,0.23488928,82.56756756756756,0.918918918918919,-69.10810810810811,0.0049327514,83.66737606514471,0.0056216903,80.27524476836876,21.405405405405407,6976
0.006316144,0.0,-38.87916528310048,16.847226732715153,18629.782177209854,969978,336518.7368421053,0.10526315789473684,0.2515376,82.15789473684211,0.8947368421052632,-68.34210526315789,0.006240662,83.15277326728484,0.006316144,79.89533355024206,21.81578947368421,7014
0.006458876,0.0,-38.27693463192713,18.60133166429508,18738.713778972626,979791,337273.2631578947,0.39473684210526316,0.19311322,82.34210526315789,0.6052631578947368,-67.05263157894737,0.005470919,81.39866833570494,0.006458876,80.10482319610972,21.57894736842105,7052
0.0048234956,0.0,-37.94098431471479,17.570256968325705,18847.300928592682,989789,336626.5263157895,0.21052631578947367,0.21022882,82.1842105263158,0.7894736842105263,-67.76315789473684,0.0047489214,82.4297430316743,0.0048234956,79.91904988260781,21.789473684210527,7090
0.005040225,0.0,-39.11710573140003,17.328729740432326,18951.709200143814,999831,340075.7894736842,0.15789473684210525,0.21198401,83.02631578947368,0.8421052631578947,-68.63157894736842,0.00400134,82.67127025956768,0.005040225,80.70123991159385,20.94736842105263,7128
0.0060468507,0.0,-38.061263982507626,17.797504158187124,19057.249496936798,1009974,339105.6842105263,0.23684210526315788,0.23021743,82.78947368421052,0.7631578947368421,-68.07894736842105,0.006321032,82.20249584181288,0.0060468507,80.48154965126633,21.18421052631579,7166
0.006217978,0.0,-37.90221544666223,18.087348019009983,19164.3106443882,1019885,337381.05263157893,0.23684210526315788,0.23227912,82.36842105263158,0.7631578947368421,-67.47368421052632,0.0053751855,81.91265198099,0.006217978,80.10987891191226,21.57894736842105,7204
0.0054147607,0.0,-38.436964055180574,19.00325867400024,19272.782140254974,1029923,338812.71794871794,0.46153846153846156,0.21322861,82.71794871794872,0.5384615384615384,-67.02564102564102,0.0041205147,80.99674132599976,0.0054147607,80.45386153145253,21.205128205128204,7243
0.005020744,0.0,-38.4167458216598,17.51700322544351,19381.223492860794,1039992,338917.74358974356,0.3333333333333333,0.22028159,82.74358974358974,0.6666666666666666,-68.23076923076923,0.0047764746,82.4829967745565,0.005020744,80.47859643169369,21.17948717948718,7282
0.004500966,0.0,-37.44523220080646,18.697496532734046,19489.467938184738,1049987,335764.2105263158,0.3684210526315789,0.23722602,81.97368421052632,0.631578947368421,-66.65789473684211,0.0043008574,81.30250346726594,0.004500966,79.74369888630741,21.973684210526315,7320
0.0055958345,0.0,-37.40772474667356,17.950373530905456,19599.882493019104,1059898,336502.1538461539,0.5641025641025641,0.21651116,82.15384615384616,0.4358974358974359,-67.41025641025641,0.004791636,82.0496264690945,0.0055958345,79.86874328904953,21.846153846153847,7359
0.0041923295,0.0,-36.932533153106284,19.085342514069538,19707.04006099701,1069964,337381.05263157893,0.3684210526315789,0.23216535,82.36842105263158,0.631578947368421,-66.63157894736842,0.0035110496,80.91465748593046,0.0041923295,80.12971466426329,21.55263157894737,7397
0.0042355345,0.0,-38.18063212472875,19.210253713142034,19813.940354585648,1079988,338351.15789473685,0.2894736842105263,0.23653491,82.60526315789474,0.7105263157894737,-66.73684210526316,0.0034661957,80.78974628685795,0.0042355345,80.3111722461681,21.36842105263158,7435
0.0046380325,0.0,-36.499789896876855,19.05051369245,19924.71004009247,1089894,331560.4210526316,0.5,0.22478144,80.94736842105263,0.5,-65.55263157894737,0.0050748424,80.94948630755002,0.0046380325,78.76560481852086,23.026315789473685,7473
0.0044649947,0.0,-36.7072445471638,19.0821111935776,20031.80689764023,1099895,332440.2162162162,0.24324324324324326,0.2448189,81.16216216216216,0.7567567567567568,-65.67567567567568,0.0055355765,80.9178888064224,0.0044649947,78.94565275129044,22.83783783783784,7510
0.004008286,0.0,-37.43150526853897,19.5496552553001,20136.25922679901,1109866,336949.8947368421,0.23684210526315788,0.20504776,82.26315789473684,0.7631578947368421,-66.1842105263158,0.003416732,80.4503447446999,0.004008286,80.03403120725847,21.657894736842106,7548
