AttNC,Tmt,TtR,MpbtA,TimeElapsed,optimgain,AttC,MtR,Ptt,meankl,TimestepsSoFar,entropy,surrgain,Tmc,entloss,EpisodesSoFar,MpbtN,Tbt
0.0,84.40495867768595,-80.29279811097993,4.8671074645110295,2143.0952038764954,0.020859528,1.0,-76.1197581534761,82.0853272780407,0.0087291645,9997,0.68451005,0.020859528,19.43211334120425,0.0,847,95.1328925354886,345722.71074380167
0.0,84.43589743589743,-80.48178137651821,4.676094013920086,3994.182250738144,0.014596894,1.0,-75.68970681167471,82.10287110168846,0.0093400115,19988,0.65770453,0.014596894,19.41565452091768,0.0,1588,95.32390598607965,345849.4358974359
0.0,84.26382306477093,-80.37440758293839,4.609520382597497,5619.6928832530975,0.018195594,1.0,-74.7798008518465,81.93974755195191,0.009683441,29996,0.6125981,0.018195594,19.59083728278041,0.0,2221,95.39047961740225,345144.61927330174
0.0,84.32452830188679,-80.59811320754717,4.414464028256045,6988.955916404724,0.020521881,1.0,-73.957794163366,81.99483067943605,0.009995132,39991,0.5498726,0.020521881,19.532075471698114,0.0,2751,95.58553597174388,345393.2679245283
0.0027247956403269754,84.11171662125341,-80.04632152588556,4.828226183653488,7943.830680608749,0.018949253,0.997275204359673,-71.21179126425257,81.77450903619562,0.009835207,49992,0.46322456,0.018949253,19.77384196185286,0.0,3118,95.17177381634653,344521.59128065396
0.07792207792207792,83.7012987012987,-78.03246753246754,6.796673692233265,8359.92926955223,0.018220965,0.922077922077922,-63.593758622317964,81.3709577019915,0.0088686235,59994,0.33167765,0.018220965,20.214285714285715,0.0,3272,93.20332630776676,342840.51948051946
0.39705882352941174,82.98529411764706,-74.6029411764706,10.152614667600293,8563.716392755508,0.013247442,0.6029411764705882,-52.590525064330286,80.70915500148656,0.007357626,69938,0.2509812,0.013247442,20.926470588235293,0.0,3340,89.84738533239971,339907.76470588235
0.7073170731707317,82.8780487804878,-72.1951219512195,12.927836691197351,8703.82899928093,0.0063338135,0.2926829268292683,-42.027398073218656,80.59711775555749,0.0048433603,79819,0.23448637,0.0063338135,21.048780487804876,0.0,3381,87.07216330880264,339468.48780487804
0.5952380952380952,84.02380952380952,-73.02380952380952,13.100603406196266,8834.620554924011,0.006093353,0.40476190476190477,-41.75804107400531,81.73715757984577,0.0082696555,89836,0.16636938,0.006093353,19.80952380952381,0.0,3423,86.89939659380373,344161.5238095238
0.9444444444444444,84.5,-76.52777777777777,9.454250782509723,8963.123234033585,0.0033748979,0.05555555555555555,-41.76688589386102,82.2427612781923,0.0037473743,99785,0.20313254,0.0033748979,19.25,0.0,3459,90.54574921749027,346112.0
0.7837837837837838,83.24324324324324,-73.94594594594595,11.177898554677528,9087.372717380524,0.0022545655,0.21621621621621623,-40.80268803234226,80.90252659534887,0.00093493116,109735,0.20080824,0.0022545655,20.72972972972973,0.0,3496,88.82210144532249,340964.3243243243
0.7027027027027027,82.32432432432432,-72.48648648648648,11.990952910458411,9222.398422002792,0.00194086,0.2972972972972973,-39.30917553063249,80.0469247099295,0.0008099006,119997,0.19010769,0.00194086,21.64864864864865,0.0,3533,88.00904708954157,337200.4324324324
0.8055555555555556,82.91666666666667,-73.61111111111111,11.236822875645172,9349.809949159622,0.0023693938,0.19444444444444445,-40.48024139917555,80.66503307818965,0.0021407222,129799,0.17495698,0.0023693938,20.97222222222222,0.0,3569,88.76317712435484,339626.6666666667
0.7297297297297297,83.1891891891892,-74.67567567567568,10.233604555745597,9474.85013461113,0.003550795,0.2702702702702703,-41.651346563736226,80.85134283221856,0.0024457148,139884,0.19031957,0.003550795,20.783783783783782,0.0,3606,89.7663954442544,340742.91891891893
0.5277777777777778,82.94444444444444,-73.88888888888889,10.913374342974917,9606.43722486496,0.0010491639,0.4722222222222222,-41.18482978263597,80.66674949958636,0.005013471,149780,0.14367004,0.0010491639,20.97222222222222,0.0,3642,89.08662565702508,339740.44444444444
0.9142857142857143,83.77142857142857,-76.2,9.0439737598151,9726.221824645996,0.0032944046,0.08571428571428572,-41.662108439839784,81.41611981536322,0.0020315337,159709,0.18761988,0.0032944046,20.17142857142857,0.0,3677,90.95602624018491,343127.77142857143
0.7297297297297297,83.1891891891892,-74.5945945945946,10.32889422642879,9854.16634297371,0.003138063,0.2702702702702703,-41.27512564409064,80.85200749060678,0.0023466556,169880,0.20565942,0.003138063,20.783783783783782,0.0,3714,89.67110577357121,340742.91891891893
0.631578947368421,83.21052631578948,-73.26315789473684,11.990724473398618,9985.188257455826,0.0046414277,0.3684210526315789,-40.883549559601924,80.89297861257309,0.004941937,179806,0.26321673,0.0046414277,20.736842105263158,0.0,3752,88.00927552660137,340830.3157894737
0.35714285714285715,83.47619047619048,-71.71428571428571,14.117669819525233,10125.2424492836,0.0017788399,0.6428571428571429,-40.736902221816756,81.19076044400569,0.0016555815,189807,0.24266116,0.0017788399,20.404761904761905,0.0,3794,85.88233018047478,341918.4761904762
0.4523809523809524,82.35714285714286,-70.5,14.446895621868464,10264.243725061417,0.0056498917,0.5476190476190477,-40.73957698852866,80.13171266929771,0.0050434456,199888,0.19277102,0.0056498917,21.547619047619047,0.0,3836,85.55310437813156,337334.85714285716
0.7222222222222222,82.80555555555556,-71.61111111111111,13.514815785281318,10388.313830137253,0.0028790946,0.2777777777777778,-39.20376327232184,80.49610555740692,0.0023390932,209817,0.24828848,0.0028790946,21.166666666666668,0.0,3872,86.48518421471869,339171.55555555556
0.475,83.35,-72.475,13.052149174456755,10521.975012540817,0.003800241,0.525,-41.265831541250456,81.07786569706738,0.0031399068,219807,0.19439654,0.003800241,20.525,0.0,3912,86.94785082554326,341401.6
0.5,82.6842105263158,-72.44736842105263,12.408520892761247,10649.828047037125,0.003456173,0.5,-39.56551498523954,80.42208189967835,0.0033148057,229920,0.21652421,0.003456173,21.236842105263158,0.0,3950,87.59147910723875,338674.5263157895
0.3684210526315789,81.97368421052632,-71.60526315789474,12.66105740916964,10780.035728693008,0.005046196,0.631578947368421,-39.42538599295125,79.72150581242686,0.0052031316,239935,0.22743692,0.005046196,22.0,0.0,3988,87.33894259083036,335764.2105263158
0.7027027027027027,82.86486486486487,-72.45945945945945,12.567913206973373,10907.329649686813,0.0017358336,0.2972972972972973,-39.872598232557536,80.55176895025633,0.0015067066,249818,0.23192763,0.0017358336,21.10810810810811,0.0,4025,87.43208679302663,339414.4864864865
0.6578947368421053,81.5,-69.84210526315789,14.332719226008255,11038.57223200798,0.005347884,0.34210526315789475,-38.99002752522849,79.28119347469186,0.0049228836,259924,0.20919628,0.005347884,22.473684210526315,0.0,4063,85.66728077399175,333824.0
0.8378378378378378,83.0,-72.37837837837837,12.784725981047279,11167.239372730255,0.0013444839,0.16216216216216217,-40.2369230918958,80.65626457417385,0.0046000993,269897,0.18211406,0.0013444839,21.0,0.0,4100,87.21527401895271,339968.0
0.9705882352941176,82.05882352941177,-72.3529411764706,11.8368819725613,11294.951006889343,0.0043860655,0.029411764705882353,-38.86327139350072,79.82346755634113,0.002841632,279885,0.22780623,0.0043860655,21.88235294117647,0.0,4134,88.1631180274387,336112.9411764706
0.9444444444444444,83.36111111111111,-73.11111111111111,12.312166197655067,11420.725039482117,0.00870965,0.05555555555555555,-39.8777483898398,81.05629698998148,0.008734606,289830,0.2658476,0.00870965,20.555555555555557,0.0,4170,87.68783380234491,341447.1111111111
0.6,83.425,-71.25,14.595192043291373,11555.664356470108,0.004190048,0.4,-39.98187889871768,81.12788958394992,0.003894448,299822,0.22035469,0.004190048,20.475,0.0,4210,85.40480795670865,341708.8
0.6410256410256411,82.61538461538461,-70.7948717948718,14.386349453232237,11696.029304027557,0.004654292,0.358974358974359,-39.85361710503372,80.35680854815318,0.0068746926,309750,0.19723865,0.004654292,21.307692307692307,0.0,4249,85.61365054676776,338392.6153846154
0.9722222222222222,82.86111111111111,-72.11111111111111,12.989504311704794,11820.009994506836,0.0045464477,0.027777777777777776,-39.53639251921609,80.57004896182212,0.0030913916,319864,0.24557534,0.0045464477,21.083333333333332,0.0,4285,87.01049568829522,339399.1111111111
