entloss,optimgain,Tmt,meankl,MtR,TtR,TimestepsSoFar,surrgain,MpbtN,Tbt,TimeElapsed,AttC,entropy,Ptt,MpbtA,Tmc,EpisodesSoFar,AttNC
0.0,0.006871486,82.28205128205128,0.006879548,-38.82013238827358,-68.48717948717949,609839,0.006871486,83.23618296631577,337027.28205128206,15924.670959949493,0.41025641025641024,0.30042073,80.06838627677777,16.763817033684248,21.615384615384617,5582,0.5897435897435898
0.0,0.004828311,81.625,0.004826279,-37.34021057316865,-67.4,619746,0.004828311,82.57976885767422,334336.0,16064.385930299759,0.7,0.25900093,79.41570367335592,17.42023114232578,22.325,5622,0.3
0.0,0.0046734056,82.36585365853658,0.005024633,-38.961585716348154,-68.82926829268293,629813,0.0046734056,83.55639422722082,337370.53658536583,16200.739758253098,0.7804878048780488,0.24770534,80.08592103603645,16.443605772779183,21.609756097560975,5663,0.21951219512195122
0.0,0.004631035,82.71428571428571,0.0043747136,-39.31012396631002,-69.23809523809524,639937,0.004631035,83.69318170745079,338797.71428571426,16332.48213672638,0.6904761904761905,0.23634477,80.40914133180142,16.30681829254923,21.261904761904763,5705,0.30952380952380953
0.0,0.007179698,82.35897435897436,0.007000224,-39.1514497440418,-68.74358974358974,649890,0.007179698,83.4683032617036,337342.358974359,16466.810839414597,0.38461538461538464,0.27592242,80.12035396667784,16.531696738296414,21.564102564102566,5744,0.6153846153846154
0.0,0.0058176788,82.4390243902439,0.005035057,-38.06400385448534,-68.6829268292683,659980,0.0058176788,83.29119342505044,337670.243902439,16599.522922992706,0.8292682926829268,0.24641106,80.1724504377358,16.708806574949588,21.51219512195122,5785,0.17073170731707318
0.0,0.006835886,82.23684210526316,0.00504423,-38.348862072276866,-68.36842105263158,669832,0.006835886,83.09390904297716,336842.1052631579,16730.880143404007,0.5263157894736842,0.26093698,80.00683600179359,16.90609095702283,21.68421052631579,5823,0.47368421052631576
0.0,0.00576214,82.2,0.006066488,-38.680470310115524,-68.4,679907,0.00576214,83.20270670617904,336691.2,16862.86366724968,0.475,0.2107311,79.91380480555353,16.797293293820946,21.8,5863,0.525
0.0,0.004123999,81.92105263157895,0.003729853,-37.63960366236824,-67.8157894736842,689998,0.004123999,82.75626240970121,335548.63157894736,16994.643817663193,0.47368421052631576,0.25237364,79.6518953238307,17.24373759029878,22.07894736842105,5901,0.5263157894736842
0.0,0.0057419254,82.41025641025641,0.007162056,-40.05895657593984,-69.35897435897436,699920,0.0057419254,84.12948906707626,337552.41025641025,17125.75427556038,0.4358974358974359,0.20484675,80.18764575061913,15.870510932923745,21.487179487179485,5940,0.5641025641025641
0.0,0.003300856,82.91891891891892,0.003582998,-39.122581634432755,-70.27027027027027,709901,0.003300856,84.75108889595991,339635.8918918919,17258.16176223755,0.2702702702702703,0.2251829,80.62303103226397,15.248911104040088,21.027027027027028,5977,0.7297297297297297
0.0,0.0029206611,83.23076923076923,0.0048224325,-40.82364212180332,-71.38461538461539,719871,0.0029206611,85.71272833462352,340913.23076923075,17385.165752649307,0.2564102564102564,0.18501036,80.97012653925914,14.287271665376478,20.641025641025642,6016,0.7435897435897436
0.0,0.0061112917,82.72972972972973,0.0051595434,-39.508616985041996,-70.89189189189189,729904,0.0061112917,85.69652314216846,338860.97297297296,17513.580169200897,0.32432432432432434,0.23216224,80.46830756464686,14.303476857831546,21.18918918918919,6053,0.6756756756756757
0.0,0.004431778,82.37837837837837,0.0037400185,-39.38755497969079,-70.5945945945946,739848,0.004431778,85.6845869439745,337421.8378378378,17646.818295240402,0.1891891891891892,0.22962421,80.16058178980079,14.315413056025502,21.513513513513512,6090,0.8108108108108109
0.0,0.0048610535,82.21052631578948,0.0055498383,-39.24656761730594,-69.78947368421052,749917,0.0048610535,84.87710761512233,336734.3157894737,17775.931691408157,0.2894736842105263,0.1891806,79.94226074073431,15.12289238487764,21.763157894736842,6128,0.7105263157894737
0.0,0.0075074304,82.94444444444444,0.005450811,-39.42296563886818,-71.5,759818,0.0075074304,86.21373933422679,339740.44444444444,17919.44474720955,0.19444444444444445,0.22920533,80.60456000005311,13.78626066577322,21.055555555555557,6164,0.8055555555555556
0.0,0.008801302,83.47222222222223,0.006273041,-39.39394334634624,-71.61111111111111,769725,0.008801302,85.78127530700172,341902.22222222225,18040.30037999153,0.05555555555555555,0.24723904,81.13873999325021,14.218724692998277,20.47222222222222,6200,0.9444444444444444
0.0,0.0036595704,82.57894736842105,0.0065382775,-39.12614132159603,-69.86842105263158,779816,0.0036595704,84.59247239867666,338243.36842105264,18166.493548631668,0.23684210526315788,0.22752886,80.2859931680812,15.407527601323329,21.394736842105264,6238,0.7631578947368421
0.0,0.005641588,81.92307692307692,0.0038665642,-38.787402772465256,-69.51282051282051,789838,0.005641588,84.82215215298788,335556.92307692306,18308.232067108154,0.4358974358974359,0.20838985,79.6548139907187,15.17784784701209,22.076923076923077,6277,0.5641025641025641
0.0,0.0044566863,82.67567567567568,0.0046318327,-38.122029673205134,-69.51351351351352,799809,0.0044566863,84.06170200041502,338639.5675675676,18432.313718557358,0.32432432432432434,0.20337206,80.37462169162457,15.938297999584977,21.2972972972973,6314,0.6756756756756757
0.0,0.0055801943,83.71052631578948,0.006774945,-39.404830782503986,-70.21052631578948,809945,0.0055801943,83.8696890169823,342878.3157894737,18571.702338695526,0.3157894736842105,0.22884305,81.35685480286128,16.130310983017683,20.236842105263158,6352,0.6842105263157895
0.0,0.0044619264,81.56756756756756,0.0053333887,-38.5119326174401,-68.89189189189189,819950,0.0044619264,84.46919600202537,334100.75675675675,18699.80464911461,0.4594594594594595,0.24414407,79.36510071523547,15.530803997974633,22.37837837837838,6389,0.5405405405405406
0.0,0.007065741,82.02702702702703,0.005584743,-38.39018542180678,-68.86486486486487,829787,0.007065741,83.93242643704166,335982.7027027027,18824.188403606415,0.43243243243243246,0.2656852,79.75215184887918,16.06757356295835,21.972972972972972,6426,0.5675675675675675
0.0,0.0073142326,82.675,0.006964863,-38.57382106493391,-68.85,839716,0.0073142326,83.27699147263348,338636.8,18961.896826028824,0.55,0.21872051,80.45138454446693,16.723008527366538,21.2,6466,0.45
0.0,0.0074086944,81.71052631578948,0.006062072,-38.02079694464531,-68.36842105263158,849886,0.0074086944,83.71721633318884,334686.3157894737,19089.587758541107,0.3157894736842105,0.22613227,79.4968666093497,16.282783666811163,22.236842105263158,6504,0.6842105263157895
0.0,0.0034618867,82.39473684210526,0.003558554,-38.424289810135136,-69.02631578947368,859995,0.0034618867,83.73613383907987,337488.84210526315,19228.896516799927,0.3684210526315789,0.24175964,80.11310464068359,16.26386616092009,21.57894736842105,6542,0.631578947368421
0.0,0.0062552774,83.02631578947368,0.0059104925,-38.906996666710704,-68.94736842105263,869979,0.0062552774,83.03508353951685,340075.7894736842,19357.946147203445,0.23684210526315788,0.30216607,80.72351145217617,16.964916460483145,20.92105263157895,6580,0.7631578947368421
0.0,0.0044983155,82.73170731707317,0.004370025,-39.03139933699047,-68.5609756097561,879844,0.0044983155,82.85655582298408,338869.0731707317,19487.960629224777,0.4878048780487805,0.24606338,80.42646028763174,17.14344417701594,21.24390243902439,6621,0.5121951219512195
0.0,0.005043069,82.82926829268293,0.0039201574,-39.23426699299918,-68.63414634146342,889942,0.005043069,82.88006590185498,339268.68292682926,19622.941395282745,0.6097560975609756,0.23617691,80.53620599024939,17.11993409814502,21.121951219512194,6662,0.3902439024390244
0.0,0.0041894675,82.2051282051282,0.0038528058,-37.93389928690322,-67.87179487179488,899960,0.0041894675,82.57116920114125,336712.2051282051,19758.53336071968,0.5384615384615384,0.26805022,79.93622067971384,17.428830798858726,21.76923076923077,6701,0.46153846153846156
0.0,0.0059560547,82.28947368421052,0.0069683455,-38.36828589617111,-68.13157894736842,909841,0.0059560547,82.77560425685611,337057.6842105263,19886.20911502838,0.2894736842105263,0.26994854,80.0344200669646,17.2243957431439,21.657894736842106,6739,0.7105263157894737
0.0,0.005626413,81.61538461538461,0.004982268,-37.472354898239715,-66.82051282051282,919868,0.005626413,81.85960209578397,334296.6153846154,20018.022475719452,0.4358974358974359,0.2961737,79.38849269780411,18.14039790421605,22.358974358974358,6778,0.5641025641025641
0.0,0.005907411,81.95238095238095,0.0055912193,-38.850908830944626,-67.95238095238095,929943,0.005907411,82.90381215379536,335676.95238095237,20163.827501535416,0.7380952380952381,0.22607727,79.71857257468103,17.096187846204625,22.0,6820,0.2619047619047619
0.0,0.0041589784,82.71052631578948,0.0035559905,-38.61270040162708,-68.44736842105263,939892,0.0041589784,82.72670126168677,338782.3157894737,20290.17329478264,0.2894736842105263,0.26164514,80.44843835059785,17.273298738313233,21.210526315789473,6858,0.7105263157894737
0.0,0.005832443,82.33333333333333,0.0069507645,-37.788788242719704,-67.38461538461539,949958,0.005832443,81.75498179378964,337237.3333333333,20430.27280139923,0.2564102564102564,0.25516722,80.09714987236639,18.245018206210336,21.58974358974359,6897,0.7435897435897436
0.0,0.004402978,82.25641025641026,0.006209211,-38.031731097248695,-68.0,959966,0.004402978,82.67479580392339,336922.25641025644,20556.806589126587,0.48717948717948717,0.21635942,80.02403097050245,17.325204196076594,21.666666666666668,6936,0.5128205128205128
0.0,0.005957957,82.33333333333333,0.0035057557,-37.209392206628486,-68.0,969767,0.005957957,82.54486501659994,337237.3333333333,20685.488039970398,0.16666666666666666,0.2626084,80.05757154085,17.455134983400058,21.63888888888889,6972,0.8333333333333334
0.0,0.0065349243,81.66666666666667,0.0065270746,-37.67557813452398,-67.33333333333333,979867,0.0065349243,82.42198698131631,334506.6666666667,20822.587924718857,0.3333333333333333,0.27237085,79.41641121938837,17.578013018683677,22.333333333333332,7011,0.6666666666666666
0.0,0.0052522644,82.02702702702703,0.0053483276,-37.24357141807231,-67.13513513513513,989738,0.0052522644,81.79719353378849,335982.7027027027,20948.94126677513,0.3783783783783784,0.2523887,79.79329247522934,18.202806466211502,21.91891891891892,7048,0.6216216216216216
0.0,0.0053993133,82.0,0.006114023,-38.62608580688272,-67.325,999952,0.0053993133,82.03933702900835,335872.0,21093.621903419495,0.525,0.21572872,79.74595897465989,17.960662970991617,21.975,7088,0.475
0.0,0.0048008757,82.78947368421052,0.0048804567,-38.16265054389107,-68.23684210526316,1009981,0.0048008757,82.3872077734798,339105.6842105263,21218.531596183777,0.4473684210526316,0.25859833,80.50117137443452,17.61279222652019,21.157894736842106,7126,0.5526315789473685
0.0,0.005408807,82.74358974358974,0.008215871,-39.014411242013,-68.71794871794872,1019826,0.005408807,83.03565686987935,338917.74358974356,21348.31394958496,0.5641025641025641,0.19520777,80.47773952188574,16.964343130120653,21.17948717948718,7165,0.4358974358974359
0.0,0.0051526153,82.86842105263158,0.004569069,-39.27012006344332,-69.78947368421052,1029792,0.0051526153,84.18738576729828,339429.05263157893,21487.88023877144,0.39473684210526316,0.2163868,80.63601719221181,15.812614232701737,21.0,7203,0.6052631578947368
0.0,0.0024250366,82.92105263157895,0.003318933,-38.58214189216018,-69.23684210526316,1039978,0.0024250366,83.44095837352722,339644.63157894736,21607.966113328934,0.18421052631578946,0.2131537,80.64556613315649,16.559041626472787,21.0,7241,0.8157894736842105
0.0,0.0072684297,82.86111111111111,0.007727493,-38.41522916958343,-69.72222222222223,1049906,0.0072684297,84.14054983983306,339399.1111111111,21744.684086084366,0.1388888888888889,0.2690345,80.56937040411297,15.859450160166919,21.083333333333332,7277,0.8611111111111112
0.0,0.0044470034,82.05128205128206,0.0046192296,-37.89733136727114,-68.05128205128206,1059939,0.0044470034,82.91885206333711,336082.0512820513,21874.55673956871,0.358974358974359,0.23303843,79.7948122058334,17.081147936662905,21.923076923076923,7316,0.6410256410256411
0.0,0.0044237203,82.64864864864865,0.004600728,-38.14996897175075,-68.56756756756756,1069800,0.0044237203,82.93646289795058,338528.86486486485,22000.157809257507,0.2702702702702703,0.23084459,80.39210334196812,17.063537102049413,21.27027027027027,7353,0.7297297297297297
0.0,0.004976778,82.39473684210526,0.005518525,-37.960139438048365,-67.60526315789474,1079875,0.004976778,82.03466344676738,337488.84210526315,22138.991374731064,0.23684210526315788,0.26116621,80.11400971744894,17.96533655323263,21.57894736842105,7391,0.7631578947368421
0.0,0.0051851035,82.2051282051282,0.0044250833,-37.82642852113869,-67.53846153846153,1089995,0.0051851035,82.15372901140886,336712.2051282051,22272.30277442932,0.3076923076923077,0.234038,79.95771535250226,17.846270988591126,21.743589743589745,7430,0.6923076923076923
0.0,0.0058730072,81.97368421052632,0.0056490707,-39.63866654230895,-68.6842105263158,1099739,0.0058730072,83.75322833243486,335764.2105263158,22405.200100183487,0.3157894736842105,0.20453958,79.72286136503645,16.246771667565163,22.0,7468,0.6842105263157895
