optimgain,AttNC,EpisodesSoFar,entloss,entropy,TtR,Fce,TimeElapsed,surrgain,TimestepsSoFar,MtR,AttC,meankl
0.0006371023,9.523809523809524,1887,0.0,0.6481861,2290.2380952380954,0.9305291005291002,2811.2497520446777,0.0006371023,389837,130.83447183411803,0.47619047619047616,0.0037596996
0.00055548875,9.75609756097561,1928,0.0,0.64627653,2327.8048780487807,0.9406829268292682,2880.7069833278656,0.00055548875,399842,133.0200864588304,0.24390243902439024,0.0037937232
0.0008680858,9.523809523809524,1970,0.0,0.696723,2273.5714285714284,0.9184813384813385,2952.318420648575,0.0008680858,409884,130.00042184576876,0.47619047619047616,0.005655279
0.0007424032,9.75609756097561,2011,0.0,0.63826877,2261.7073170731705,0.9116971808679124,3022.7115926742554,0.0007424032,419961,129.47803268918554,0.24390243902439024,0.00569188
0.00082957995,9.523809523809524,2053,0.0,0.6531063,2239.0476190476193,0.9153734335839597,3092.1715109348297,0.00082957995,429985,128.21663958181756,0.47619047619047616,0.0038623633
0.00050521997,10.0,2093,0.0,0.66277367,2367.75,0.9471,3164.7386240959167,0.00050521997,439985,135.58400885627321,0.0,0.0021134282
0.00079907954,9.75609756097561,2134,0.0,0.6979985,2285.8536585365855,0.9223739837398375,3234.2262308597565,0.00079907954,449988,130.59838047306155,0.24390243902439024,0.0061490065
0.00097338,9.0,2177,0.0,0.6466674,2044.4186046511627,0.843712282245798,3305.4234104156494,0.00097338,459794,117.48037830972753,1.0,0.00599875
0.000762923,9.975,2217,0.0,0.66144514,2342.5,0.937,3374.9652132987976,0.000762923,469794,133.74166135717968,0.025,0.005125156
0.00039306591,9.30232558139535,2260,0.0,0.6648578,2227.6744186046512,0.9123939808481533,3445.974909543991,0.00039306591,479821,127.39526896397746,0.6976744186046512,0.0025157484
0.00069828384,9.5,2302,0.0,0.6218032,2255.714285714286,0.9073862433862432,3519.7152712345123,0.00069828384,489833,128.89708745505664,0.5,0.0056772777
0.0007754509,10.0,2342,0.0,0.5880195,2344.75,0.9379000000000002,3593.1730346679688,0.0007754509,499833,133.89480296133428,0.0,0.004140249
0.0009896655,9.95,2382,0.0,0.55545217,2395.5,0.9581999999999999,3669.0442543029785,0.0009896655,509833,136.9849423101918,0.05,0.0058960323
0.0010906495,10.0,2422,0.0,0.49731648,2436.0,0.9743999999999999,3741.535135984421,0.0010906495,519833,139.09864208580024,0.0,0.007480965
0.00063881464,10.0,2462,0.0,0.50286865,2472.75,0.9891,3814.9670281410217,0.00063881464,529833,141.3580772055162,0.0,0.0036844115
0.000929402,10.0,2502,0.0,0.5663736,2473.75,0.9895000000000002,3890.76358628273,0.000929402,539833,141.36247125853134,0.0,0.006661024
0.0006737319,9.75609756097561,2543,0.0,0.5983359,2395.8536585365855,0.966820399113082,3962.573719263077,0.0006737319,549844,137.02273687133172,0.24390243902439024,0.004772668
0.00079390954,9.75609756097561,2584,0.0,0.5485926,2368.2926829268295,0.9553400286944049,4037.324402809143,0.00079390954,559861,135.46618868522503,0.24390243902439024,0.0066576283
0.00054993224,10.0,2624,0.0,0.5484383,2455.75,0.9823000000000001,4106.611660718918,0.00054993224,569861,140.36654409039505,0.0,0.0027419422
0.00062737317,10.0,2664,0.0,0.5256424,2463.25,0.9852999999999996,4176.954435110092,0.00062737317,579861,140.80721223376514,0.0,0.004219552
0.00032630886,10.0,2704,0.0,0.5123896,2482.0,0.9928000000000001,4247.769613742828,0.00032630886,589861,141.92109522934905,0.0,0.0024843367
0.000531577,10.0,2744,0.0,0.5754634,2489.75,0.9959000000000001,4314.522619724274,0.000531577,599861,142.2712114857215,0.0,0.004931783
0.00020308098,9.75609756097561,2785,0.0,0.56191844,2412.439024390244,0.9713348115299333,4384.750132799149,0.00020308098,609872,137.82407980510328,0.24390243902439024,0.0009063768
0.00054755044,9.75609756097561,2826,0.0,0.61669147,2418.7804878048782,0.9810592334494772,4453.163152456284,0.00054755044,619879,138.23718266848405,0.24390243902439024,0.005260669
0.00083734235,10.0,2866,0.0,0.55294615,2451.75,0.9806999999999999,4521.841694116592,0.00083734235,629879,140.16080348652903,0.0,0.006459905
0.00040514427,10.0,2906,0.0,0.58309925,2477.25,0.9908999999999999,4591.195568323135,0.00040514427,639879,141.5632517417213,0.0,0.0044217934
0.0005827514,9.731707317073171,2947,0.0,0.5323504,2421.7073170731705,0.9686829268292683,4659.44714474678,0.0005827514,649884,138.4367596133291,0.2682926829268293,0.007476059
0.00090404914,9.75609756097561,2988,0.0,0.58016956,2417.560975609756,0.9750569105691057,4728.607357740402,0.00090404914,659887,138.16857514576273,0.24390243902439024,0.0074161976
0.0005751953,10.0,3028,0.0,0.61950725,2451.0,0.9803999999999998,4798.2897617816925,0.0005751953,669887,140.15161837057673,0.0,0.006169192
0.0004907562,9.523809523809524,3070,0.0,0.6395646,2281.904761904762,0.9299365079365077,4869.026755571365,0.0004907562,679895,130.39964914094557,0.47619047619047616,0.0023585209
0.0005849318,9.75609756097561,3111,0.0,0.62015563,2329.0243902439024,0.9354612937433722,4939.638324022293,0.0005849318,689918,133.10258449159898,0.24390243902439024,0.004272461
0.0006422285,9.30232558139535,3154,0.0,0.57380015,2219.5348837209303,0.9032159468438541,5008.165193796158,0.0006422285,699963,127.0552013837881,0.6976744186046512,0.00492441
0.0010519596,10.0,3194,0.0,0.53359103,2423.0,0.9691999999999998,5077.662966966629,0.0010519596,709963,138.36309498745837,0.0,0.009169237
0.00053094473,10.0,3234,0.0,0.5052191,2469.75,0.9878999999999998,5147.353542566299,0.00053094473,719963,141.14479054790394,0.0,0.0023295307
0.00048518425,10.0,3274,0.0,0.52515376,2474.25,0.9897,5216.435959339142,0.00048518425,729963,141.28983557465637,0.0,0.0018131436
0.0006109324,10.0,3314,0.0,0.5588679,2473.25,0.9893000000000001,5285.982711553574,0.0006109324,739963,141.37433540116712,0.0,0.0027914813
0.0005653686,10.0,3354,0.0,0.5005418,2463.5,0.9853999999999997,5356.082429647446,0.0005653686,749963,140.85067274767292,0.0,0.005954265
0.00043418794,10.0,3394,0.0,0.49835438,2484.0,0.9935999999999998,5426.4326171875,0.00043418794,759963,141.93078506623928,0.0,0.0020721278
0.00047130708,10.0,3434,0.0,0.48146546,2491.5,0.9965999999999999,5496.25933098793,0.00047130708,769963,142.47420134390273,0.0,0.004182585
0.0006222875,9.75609756097561,3475,0.0,0.51504564,2434.390243902439,0.9822350332594234,5564.679256916046,0.0006222875,779974,139.17880733888603,0.24390243902439024,0.014404555
0.00042120376,9.75609756097561,3516,0.0,0.4740381,2414.878048780488,0.9739837398373986,5636.696899652481,0.00042120376,789977,138.10082834200477,0.24390243902439024,0.004034157
0.0005065998,10.0,3556,0.0,0.43779603,2485.5,0.9942,5708.807463884354,0.0005065998,799977,142.01505449301175,0.0,0.0053180023
0.0005354638,10.0,3596,0.0,0.4489221,2494.25,0.9976999999999998,5780.925961971283,0.0005354638,809977,142.55939225532626,0.0,0.009785206
0.0006252949,10.0,3636,0.0,0.4233004,2491.0,0.9964000000000001,5857.354152441025,0.0006252949,819977,142.27929425909264,0.0,0.0041048476
0.00089519913,9.75609756097561,3677,0.0,0.37039524,2426.829268292683,0.9775052264808364,5927.73739361763,0.00089519913,829984,138.66698132826707,0.24390243902439024,0.0053942977
0.00040785185,10.0,3717,0.0,0.35441387,2493.25,0.9973000000000001,6003.843331336975,0.00040785185,839984,142.51022753422757,0.0,0.001496118
0.000606057,10.0,3757,0.0,0.31644815,2495.25,0.9981000000000002,6074.19257235527,0.000606057,849984,142.53647408800128,0.0,0.0060547404
0.0006558613,10.0,3797,0.0,0.2765961,2498.5,0.9994000000000002,6146.038536071777,0.0006558613,859984,142.7907582213918,0.0,0.006972821
0.00044941742,10.0,3837,0.0,0.2886851,2497.5,0.999,6219.099800109863,0.00044941742,869984,142.72211561200783,0.0,0.003050737
0.00072874804,9.975,3877,0.0,0.3594361,2498.5,0.9994,6287.472389221191,0.00072874804,879984,142.80866285720495,0.025,0.00553401
0.0006471582,10.0,3917,0.0,0.2877002,2495.75,0.9983000000000002,6358.466259717941,0.0006471582,889984,142.6625692029329,0.0,0.006811022
0.0006560201,10.0,3957,0.0,0.2601468,2498.75,0.9995,6425.731349945068,0.0006560201,899984,142.80181069267633,0.0,0.0058678063
0.0004920364,10.0,3997,0.0,0.2915792,2498.0,0.9991999999999999,6493.583937883377,0.0004920364,909984,142.7667667992742,0.0,0.0018228901
0.0007819665,10.0,4037,0.0,0.21940754,2498.75,0.9995,6562.60192656517,0.0007819665,919984,142.8189298951676,0.0,0.008089159
0.00035674163,10.0,4077,0.0,0.19366579,2499.75,0.9999,6632.109828472137,0.00035674163,929984,142.85658838479304,0.0,0.0021901377
0.00092194154,10.0,4117,0.0,0.16377261,2499.25,0.9997,6703.51749253273,0.00092194154,939984,142.835697271147,0.0,0.0076104067
0.0010437692,10.0,4157,0.0,0.14356028,2499.75,0.9999,6776.450312137604,0.0010437692,949984,142.8669286609238,0.0,0.0073740026
0.0006287891,10.0,4197,0.0,0.14747566,2498.5,0.9994,6848.533236026764,0.0006287891,959984,142.80698410151308,0.0,0.0028600257
0.00089809427,10.0,4237,0.0,0.10044846,2497.75,0.9991,6926.390103816986,0.00089809427,969984,142.73208016714761,0.0,0.0047192676
0.0010983635,10.0,4277,0.0,0.06624132,2499.75,0.9998999999999999,7000.092376947403,0.0010983635,979984,142.86565265418466,0.0,0.007876267
0.0006486783,10.0,4317,0.0,0.070080645,2499.0,0.9996,7076.436905145645,0.0006486783,989984,142.7989713049147,0.0,0.0022031304
0.0010560537,10.0,4357,0.0,0.012344334,2499.5,0.9998000000000001,7150.3057181835175,0.0010560537,999984,142.85433405799398,0.0,0.006127905
0.0010763217,10.0,4397,0.0,-0.0054578786,2499.5,0.9998000000000001,7225.304437637329,0.0010763217,1009984,142.84178775645728,0.0,0.0056034676
0.0011160375,10.0,4437,0.0,0.043682206,2500.0,1.0,7299.014018058777,0.0011160375,1019984,142.8784238871937,0.0,0.005272052
0.0011525571,10.0,4477,0.0,0.045879256,2499.0,0.9996,7370.577907562256,0.0011525571,1029984,142.81021102552322,0.0,0.005886379
0.0010750017,10.0,4517,0.0,0.06033706,2495.5,0.9982,7443.06657409668,0.0010750017,1039984,142.58087706781262,0.0,0.0068103606
0.0010691095,10.0,4557,0.0,0.06690326,2494.75,0.9978999999999999,7515.4907422065735,0.0010691095,1049984,142.50483395483838,0.0,0.00842538
0.0011573072,10.0,4597,0.0,0.055049803,2471.75,0.9886999999999997,7588.605494260788,0.0011573072,1059984,141.0063814530538,0.0,0.0041679153
0.0014380127,10.0,4637,0.0,0.025016053,2476.0,0.9903999999999996,7660.731236696243,0.0014380127,1069984,141.30059092927166,0.0,0.007927876
0.0012122854,10.0,4677,0.0,0.033348072,2472.5,0.9889999999999999,7731.654478311539,0.0012122854,1079984,140.89207445518744,0.0,0.0056077186
0.0010873026,10.0,4717,0.0,0.061856493,2477.75,0.9911,7803.9309322834015,0.0010873026,1089984,141.33524185804342,0.0,0.005351546
0.0009135515,10.0,4757,0.0,0.05145877,2483.5,0.9933999999999997,7875.2234671115875,0.0009135515,1099984,141.64868633683471,0.0,0.0051540355
0.0008518631,10.0,4797,0.0,0.03488337,2490.5,0.9961999999999998,7947.308277845383,0.0008518631,1109984,142.20773793604968,0.0,0.004256281
0.0011022789,10.0,4837,0.0,0.07537867,2485.0,0.9939999999999998,8018.978400230408,0.0011022789,1119984,141.683818929746,0.0,0.006037391
0.0011891751,10.0,4877,0.0,0.07847289,2469.5,0.9877999999999995,8089.863986253738,0.0011891751,1129984,140.68724927105737,0.0,0.004680545
0.00070360507,10.0,4917,0.0,0.07419198,2462.75,0.9850999999999998,8160.847331762314,0.00070360507,1139984,140.32945648858413,0.0,0.0032920344
0.0015774008,10.0,4957,0.0,0.04442212,2464.5,0.9857999999999997,8233.138179063797,0.0015774008,1149984,140.43322364015728,0.0,0.006142779
0.001078349,10.0,4997,0.0,0.08860799,2470.0,0.9879999999999995,8307.20062828064,0.001078349,1159984,140.79781379582502,0.0,0.0054521314
0.00063372613,10.0,5037,0.0,0.090022035,2438.0,0.9752000000000001,8379.694493293762,0.00063372613,1169984,138.75787301524582,0.0,0.0036736743
0.00094305864,10.0,5077,0.0,0.07814383,2458.25,0.9833000000000001,8451.585330247879,0.00094305864,1179984,140.1664184197278,0.0,0.0058747595
0.001324847,10.0,5117,0.0,0.08915623,2443.5,0.9773999999999999,8527.605551481247,0.001324847,1189984,139.05848227577968,0.0,0.005916818
0.0007313373,10.0,5157,0.0,0.086665176,2433.0,0.9731999999999997,8601.482756853104,0.0007313373,1199984,138.2046670813955,0.0,0.0033678277
0.0013786012,10.0,5197,0.0,0.063950725,2439.0,0.9756,8675.233726501465,0.0013786012,1209984,138.78341061538788,0.0,0.0069466224
0.0014875944,10.0,5237,0.0,0.061283436,2448.0,0.9792,8748.030742406845,0.0014875944,1219984,139.3959994170453,0.0,0.0064792163
0.0014189236,10.0,5277,0.0,0.016231613,2371.5,0.9486000000000001,8820.658071756363,0.0014189236,1229984,134.72916674008485,0.0,0.006929834
0.0014825506,10.0,5317,0.0,0.020650849,2407.25,0.9628999999999998,8895.876096725464,0.0014825506,1239984,136.85340346607904,0.0,0.0056376825
0.0019163684,9.775,5357,0.0,0.027856136,2143.25,0.8573000000000001,8969.168932199478,0.0019163684,1249984,123.61125703177075,0.225,0.005405447
0.0014889684,10.0,5397,0.0,0.05012932,1853.5,0.7414000000000001,9044.300279855728,0.0014889684,1259984,106.5770691306841,0.0,0.00608003
0.0013962627,10.0,5437,0.0,0.018314345,2267.75,0.9071,9119.546027898788,0.0013962627,1269984,129.4835060709096,0.0,0.006598674
0.0015352214,10.0,5477,0.0,0.06534868,2178.25,0.8713000000000001,9193.044929742813,0.0015352214,1279984,126.29046178309758,0.0,0.005265648
0.0017691525,10.0,5517,0.0,0.07718372,2220.5,0.8881999999999998,9268.141284942627,0.0017691525,1289984,127.1754743935937,0.0,0.006119763
0.001651022,8.255813953488373,5560,0.0,0.07457832,1974.1860465116279,0.793499316005472,9340.432863235474,0.001651022,1299764,112.79679267856721,1.744186046511628,0.0053707776
0.0017682782,10.0,5600,0.0,0.080730505,2431.25,0.9724999999999999,9414.489758014679,0.0017682782,1309764,138.30962106307166,0.0,0.00824566
0.0011705556,10.0,5640,0.0,0.09043891,2473.0,0.9892,9487.4975233078,0.0011705556,1319764,140.82522989157755,0.0,0.00599793
0.0013896606,10.0,5680,0.0,0.074588776,2467.75,0.9870999999999999,9562.722380876541,0.0013896606,1329764,140.84834597852512,0.0,0.0061690114
0.00070425,10.0,5720,0.0,0.08195091,2483.75,0.9934999999999998,9637.875306129456,0.00070425,1339764,141.77385596584813,0.0,0.0033482905
0.0017910678,10.0,5760,0.0,0.09942627,2468.75,0.9874999999999998,9711.953800201416,0.0017910678,1349764,140.85290891983234,0.0,0.008109863
0.0010927728,10.0,5800,0.0,0.09871164,2427.5,0.9709999999999998,9787.56563448906,0.0010927728,1359764,138.2424658164902,0.0,0.0059035327
0.0011846111,10.0,5840,0.0,0.07826633,2429.0,0.9715999999999998,9861.100124120712,0.0011846111,1369764,138.44886984912452,0.0,0.004849646
0.0016033563,10.0,5880,0.0,0.072216034,2427.75,0.9711000000000001,9936.885069608688,0.0016033563,1379764,138.49373941717047,0.0,0.0080466475
0.0009327384,10.0,5920,0.0,0.08605191,2478.75,0.9915,10011.243508815765,0.0009327384,1389764,141.5644267629213,0.0,0.0044909283
0.0010474063,9.75609756097561,5961,0.0,0.10201201,2403.9024390243903,0.9615609756097557,10086.555277824402,0.0010474063,1399767,137.299213046116,0.24390243902439024,0.0042973934
0.0007736115,10.0,6001,0.0,0.0696782,2448.5,0.9793999999999998,10163.125919103622,0.0007736115,1409767,139.76313205702303,0.0,0.0076782103
0.0013684054,10.0,6041,0.0,0.043437533,2484.0,0.9936000000000001,10237.703953266144,0.0013684054,1419767,141.75553681960233,0.0,0.0053093117
0.0011307647,10.0,6081,0.0,-0.009682528,2486.25,0.9944999999999998,10311.520344495773,0.0011307647,1429767,141.76663369593834,0.0,0.0060143215
0.0011234751,10.0,6121,0.0,0.000831008,2489.0,0.9956000000000002,10385.615010023117,0.0011234751,1439767,142.07723647065288,0.0,0.006501167
0.0014096648,10.0,6161,0.0,-0.000732541,2489.5,0.9957999999999998,10458.373245239258,0.0014096648,1449767,142.03489911388613,0.0,0.0076812617
0.0012886914,10.0,6201,0.0,-0.020454424,2497.75,0.9991,10534.238092422485,0.0012886914,1459767,142.7183994149615,0.0,0.009002614
0.0013152327,10.0,6241,0.0,-0.007121997,2489.5,0.9958,10604.990224838257,0.0013152327,1469767,142.13172244155197,0.0,0.007695818
0.0010646173,10.0,6281,0.0,-0.05781555,2497.25,0.9989000000000001,10677.614255428314,0.0010646173,1479767,142.68328063386122,0.0,0.0076919543
0.00091699447,10.0,6321,0.0,-0.011753932,2488.75,0.9955,10748.89903306961,0.00091699447,1489767,141.92213725003887,0.0,0.00661067
0.0013063748,10.0,6361,0.0,-0.030523792,2451.0,0.9804,10819.27381825447,0.0013063748,1499767,139.90730266469626,0.0,0.0045930874
0.0011636064,10.0,6401,0.0,-0.02346781,2340.0,0.9360000000000002,10891.254972934723,0.0011636064,1509767,133.355511907896,0.0,0.0039545214
0.0017258641,10.0,6441,0.0,-0.03686483,2195.75,0.8783,10961.87719988823,0.0017258641,1519767,125.27862814041171,0.0,0.0075624255
0.0013113074,10.0,6481,0.0,-0.029377148,2213.25,0.8852999999999996,11033.473418951035,0.0013113074,1529767,125.74073451276153,0.0,0.007538902
0.0008846095,10.0,6521,0.0,-0.009464393,2288.25,0.9152999999999997,11105.200075864792,0.0008846095,1539767,131.30135631936395,0.0,0.0059445594
0.0014496591,10.0,6561,0.0,-0.00942421,2403.25,0.9612999999999999,11176.329335689545,0.0014496591,1549767,136.8772939407141,0.0,0.008345347
0.00093886716,10.0,6601,0.0,-0.049198184,2465.5,0.9862,11249.848683357239,0.00093886716,1559767,140.97213430623725,0.0,0.0069295364
0.0015348993,10.0,6641,0.0,-0.03512191,2430.75,0.9723,11322.054443836212,0.0015348993,1569767,138.68315427167414,0.0,0.0068437494
0.0010998102,10.0,6681,0.0,-0.060057368,2489.75,0.9959000000000001,11397.719612836838,0.0010998102,1579767,142.13476079136794,0.0,0.0067908303
0.00092327606,10.0,6721,0.0,-0.0671689,2498.5,0.9994000000000002,11470.965315818787,0.00092327606,1589767,142.75876291127472,0.0,0.005232614
0.0003649064,10.0,6761,0.0,-0.090575956,2498.5,0.9994,11546.979299545288,0.0003649064,1599767,142.75189242255772,0.0,0.0027923437
0.0010538324,10.0,6801,0.0,-0.13196756,2497.75,0.9991000000000001,11619.09688949585,0.0010538324,1609767,142.74428802840708,0.0,0.008320388
0.0011848732,10.0,6841,0.0,-0.09545201,2499.5,0.9998000000000001,11692.19078040123,0.0011848732,1619767,142.84042496163602,0.0,0.0047304616
0.0012487242,10.0,6881,0.0,-0.16419938,2499.5,0.9998000000000001,11764.802354812622,0.0012487242,1629767,142.8294164121624,0.0,0.0071733873
0.0008767216,10.0,6921,0.0,-0.14381625,2500.0,1.0,11838.697474718094,0.0008767216,1639767,142.8784238871937,0.0,0.0043716417
0.0007670395,10.0,6961,0.0,-0.15634002,2498.75,0.9994999999999999,11911.681354761124,0.0007670395,1649767,142.77447174329737,0.0,0.0064127753
0.0013184607,10.0,7001,0.0,-0.1016159,2499.75,0.9999,11986.999910354614,0.0013184607,1659767,142.8545266477347,0.0,0.008268601
0.0010423276,10.0,7041,0.0,-0.12075058,2480.25,0.9921,12059.284722089767,0.0010423276,1669767,142.00467326058921,0.0,0.0062113698
0.0010115018,10.0,7081,0.0,-0.14316559,2456.0,0.9823999999999999,12134.247663021088,0.0010115018,1679767,140.86696813326077,0.0,0.0046163294
0.001786485,10.0,7121,0.0,-0.18254942,2393.75,0.9574999999999999,12205.018052577972,0.001786485,1689767,137.50087825539381,0.0,0.006803572
0.0010848565,10.0,7161,0.0,-0.22189789,2468.25,0.9873000000000001,12278.354993581772,0.0010848565,1699767,140.92566890442677,0.0,0.005514334
0.0012009137,10.0,7201,0.0,-0.24315916,2468.5,0.9873999999999998,12350.523822546005,0.0012009137,1709767,141.28659696394615,0.0,0.0050295447
0.0011408374,10.0,7241,0.0,-0.20665899,2498.5,0.9994,12422.346935510635,0.0011408374,1719767,142.8037287466405,0.0,0.00497908
0.0010021792,10.0,7281,0.0,-0.23457208,2497.25,0.9989000000000001,12494.55929350853,0.0010021792,1729767,142.7224556396656,0.0,0.0031180282
0.0010098575,10.0,7321,0.0,-0.24774551,2498.0,0.9991999999999999,12564.52512049675,0.0010098575,1739767,142.7766019435679,0.0,0.0044529317
0.0008592691,10.0,7361,0.0,-0.2710562,2498.0,0.9992000000000001,12637.349217891693,0.0008592691,1749767,142.74076984133768,0.0,0.0058991504
0.00096490845,10.0,7401,0.0,-0.2783619,2499.5,0.9998000000000001,12708.779901742935,0.00096490845,1759767,142.8447282502892,0.0,0.005534464
0.0016387262,10.0,7441,0.0,-0.25678992,2498.75,0.9994999999999999,12781.663962125778,0.0016387262,1769767,142.76858937507345,0.0,0.0070594554
0.0010805128,10.0,7481,0.0,-0.2224218,2498.5,0.9994,12852.893573522568,0.0010805128,1779767,142.79209836208904,0.0,0.0061913757
