entropy,TimeElapsed,AttNC,AttC,MtR,Tmc,MpbtA,EpisodesSoFar,Tmt,TtR,Ptt,optimgain,MpbtN,Tbt,meankl,surrgain,entloss,TimestepsSoFar
0.26577696,17093.162707090378,0.17073170731707318,0.8292682926829268,-38.152477594223924,22.26829268292683,16.785536253042533,5844,81.70731707317073,-68.0,79.47284558851374,0.0060248994,83.21446374695746,334673.1707317073,0.006035954,0.0060248994,0.0,679781
0.24356645,17234.351734876633,0.525,0.475,-37.51614027966631,22.125,17.266285725702538,5884,81.875,-67.75,79.61032083608919,0.005432315,82.73371427429744,335360.0,0.0054916292,0.005432315,0.0,689905
0.24889341,17362.30250310898,0.4,0.6,-38.790293269958205,21.3,17.041057492543953,5924,82.675,-68.6,80.3744749798926,0.0042210068,82.95894250745604,338636.8,0.0038306415,0.0042210068,0.0,699945
0.23868126,17499.640780210495,0.2682926829268293,0.7317073170731707,-39.07237932268091,21.78048780487805,16.176875670515294,5965,82.21951219512195,-68.90243902439025,79.93239323249684,0.0052546263,83.82312432948471,336771.1219512195,0.005617143,0.0052546263,0.0,709848
0.27807936,17638.635013103485,0.41025641025641024,0.5897435897435898,-38.602744233738,21.71794871794872,16.377135415260664,6004,82.28205128205128,-68.7948717948718,79.9884996590941,0.008191054,83.62286458473933,337027.28205128206,0.008131392,0.008191054,0.0,719868
0.22711086,17771.97363972664,0.35714285714285715,0.6428571428571429,-39.46932939567556,21.666666666666668,16.853037135005714,6046,82.33333333333333,-68.45238095238095,80.03518377516448,0.005237952,83.1469628649943,337237.3333333333,0.0052321535,0.005237952,0.0,729971
0.22554173,17922.43042588234,0.3076923076923077,0.6923076923076923,-37.78763742169808,22.102564102564102,16.547686979709844,6085,81.87179487179488,-68.33333333333333,79.62419462394897,0.0049134917,83.45231302029015,335346.8717948718,0.006072866,0.0049134917,0.0,739880
0.25957692,18046.521449804306,0.8108108108108109,0.1891891891891892,-38.650818651700206,20.945945945945947,16.470542207766936,6122,83.0,-69.32432432432432,80.69867086010964,0.0041626175,83.52945779223305,339968.0,0.0044548437,0.0041626175,0.0,749752
0.23132496,18181.16097164154,0.7,0.3,-38.6293707676308,21.975,17.38147438783834,6162,82.0,-67.8,79.74521033962283,0.008012066,82.61852561216166,335872.0,0.0062074335,0.008012066,0.0,759935
0.22456728,18333.051557540894,0.5238095238095238,0.47619047619047616,-39.840341321425,21.261904761904763,15.545213780716129,6204,82.66666666666667,-69.83333333333333,80.40188538339133,0.0075707124,84.45478621928386,338602.6666666667,0.0059998273,0.0075707124,0.0,769921
0.26927635,18460.23644375801,0.5405405405405406,0.4594594594594595,-38.195585370143505,21.81081081081081,17.181127583101052,6241,82.16216216216216,-68.02702702702703,79.89832815401243,0.0066145933,82.81887241689896,336536.2162162162,0.0071456213,0.0066145933,0.0,779740
0.23077248,18608.183569908142,0.625,0.375,-39.03082613020321,21.225,17.665436809557498,6281,82.75,-68.175,80.44369012275777,0.006310891,82.33456319044251,338944.0,0.0060289865,0.006310891,0.0,789875
0.22203206,18739.29629445076,0.5263157894736842,0.47368421052631576,-39.085187402688085,21.657894736842106,16.367427682401257,6319,82.3157894736842,-68.86842105263158,80.04114772591848,0.005827953,83.63257231759873,337165.4736842105,0.0061129816,0.005827953,0.0,799750
0.22394247,18873.33274793625,0.5128205128205128,0.48717948717948717,-38.131095591404424,21.435897435897434,16.737022293705323,6358,82.56410256410257,-68.74358974358974,80.2515106947205,0.0047260285,83.26297770629468,338182.5641025641,0.0051599387,0.0047260285,0.0,809740
0.22669458,19016.036774635315,0.625,0.375,-39.221639543983116,21.275,16.100200461320846,6398,82.7,-69.4,80.39695045842294,0.0047389893,83.89979953867915,338739.2,0.0050223893,0.0047389893,0.0,819990
0.2589328,19138.191683769226,0.7027027027027027,0.2972972972972973,-38.03502249268206,22.08108108108108,16.769396835127285,6435,81.91891891891892,-68.1891891891892,79.65160340415,0.007351163,83.2306031648727,335539.8918918919,0.0078487955,0.007351163,0.0,829883
0.21865171,19280.858512878418,0.4358974358974359,0.5641025641025641,-38.28821561251445,21.897435897435898,17.20208636617702,6474,82.07692307692308,-67.94871794871794,79.81774767260804,0.0038231078,82.797913633823,336187.07692307694,0.004559435,0.0038231078,0.0,839918
0.21660405,19410.544521808624,0.6052631578947368,0.39473684210526316,-38.19522491366852,21.763157894736842,16.66133855449892,6512,82.21052631578948,-68.47368421052632,79.94292333060629,0.0039424873,83.33866144550109,336734.3157894737,0.004414475,0.0039424873,0.0,849796
0.23549055,19537.28372311592,0.6578947368421053,0.34210526315789475,-38.14173390697837,21.894736842105264,16.46392070812062,6550,82.05263157894737,-68.55263157894737,79.81406459090223,0.0038099182,83.53607929187939,336087.5789473684,0.0059139067,0.0038099182,0.0,859963
0.25458398,19674.16023850441,0.7777777777777778,0.2222222222222222,-37.35885686189566,22.305555555555557,17.679209947687166,6586,81.69444444444444,-67.25,79.44201562133556,0.0047624023,82.32079005231282,334620.44444444444,0.0073540527,0.0047624023,0.0,869679
0.23727134,19806.239389419556,0.6666666666666666,0.3333333333333333,-38.263890256693536,21.923076923076923,17.938483023224656,6625,82.02564102564102,-67.35897435897436,79.79022764987971,0.0057952637,82.06151697677537,335977.0256410256,0.005723237,0.0057952637,0.0,879742
0.25141588,19936.614365577698,0.7894736842105263,0.21052631578947367,-37.69240279863075,21.05263157894737,18.101305203866055,6663,82.89473684210526,-67.86842105263158,80.60006089506312,0.007645607,81.89869479613394,339536.84210526315,0.007990349,0.007645607,0.0,889887
0.25879565,20067.339898109436,0.5945945945945946,0.40540540540540543,-36.707300326423784,21.64864864864865,19.137926372796265,6700,82.27027027027027,-66.54054054054055,80.03987438333094,0.0069335527,80.86207362720373,336979.02702702704,0.006739245,0.0069335527,0.0,899901
0.2392214,20198.534921646118,0.5526315789473685,0.4473684210526316,-37.08391744801587,22.105263157894736,18.56836978113756,6738,81.89473684210526,-66.71052631578948,79.6270557600536,0.004517054,81.43163021886244,335440.84210526315,0.006429433,0.004517054,0.0,909727
0.2022144,20339.501351594925,0.5121951219512195,0.4878048780487805,-37.290116476880065,21.878048780487806,18.245045711056388,6779,82.09756097560975,-67.1219512195122,79.83682420504537,0.005712204,81.75495428894358,336271.60975609755,0.006622207,0.005712204,0.0,920000
0.20613049,20474.70492553711,0.8108108108108109,0.1891891891891892,-37.84677287499009,20.89189189189189,18.49467592836188,6816,83.0,-67.64864864864865,80.74045287428257,0.004313635,81.50532407163811,339968.0,0.004544422,0.004313635,0.0,929867
0.23724002,20601.98129248619,0.7567567567567568,0.24324324324324326,-37.748821813412015,21.56756756756757,17.87471851748935,6853,82.35135135135135,-67.67567567567568,80.1153534272054,0.0072130165,82.12528148251063,337311.13513513515,0.005929292,0.0072130165,0.0,939841
0.22108456,20737.16701722145,0.6410256410256411,0.358974358974359,-38.84034265154798,22.05128205128205,17.386864848541475,6892,81.87179487179488,-67.64102564102564,79.66748946084982,0.006234615,82.6131351514585,335346.8717948718,0.005256932,0.006234615,0.0,949787
0.23600864,20868.386132717133,0.55,0.45,-38.18438961798726,21.675,17.62304559354438,6932,82.275,-67.775,80.02161919140866,0.0045211166,82.37695440645561,336998.4,0.004839621,0.0045211166,0.0,959985
0.25210288,20995.975791454315,0.631578947368421,0.3684210526315789,-38.161126228524914,21.236842105263158,17.766946672614733,6970,82.76315789473684,-68.05263157894737,80.43789697167242,0.0055689486,82.23305332738524,338997.8947368421,0.006345396,0.0055689486,0.0,969950
0.22218326,21140.227775335312,0.575,0.425,-37.63385082114093,21.95,17.819048695733578,7010,82.05,-67.425,79.7736413061449,0.008101857,82.18095130426642,336076.8,0.006572052,0.008101857,0.0,979844
0.24788305,21266.72904419899,0.7837837837837838,0.21621621621621623,-36.411826766581974,22.513513513513512,18.946448841469195,7047,81.43243243243244,-66.0,79.24021681099967,0.004287239,81.05355115853081,333547.24324324325,0.0029863643,0.004287239,0.0,989763
0.23029195,21399.174993038177,0.6666666666666666,0.3333333333333333,-37.89157024903024,22.102564102564102,17.9862277001269,7086,81.87179487179488,-67.15384615384616,79.62733479791908,0.006260928,82.0137722998731,335346.8717948718,0.006190015,0.006260928,0.0,999808
0.23028901,21538.423254966736,0.7692307692307693,0.23076923076923078,-38.518595972531024,21.333333333333332,18.813578117096515,7125,82.61538461538461,-67.07692307692308,80.33850169323901,0.00576308,81.1864218829035,338392.6153846154,0.0048333416,0.00576308,0.0,1009820
0.20434797,21665.730432748795,0.7692307692307693,0.23076923076923078,-38.69454006621024,21.076923076923077,18.31418754371061,7164,82.84615384615384,-67.6923076923077,80.57303530364315,0.0038108032,81.6858124562894,339337.8461538461,0.006446635,0.0038108032,0.0,1019888
0.2260917,21805.42001724243,0.7837837837837838,0.21621621621621623,-37.39089448542179,22.2972972972973,17.826097751099137,7201,81.67567567567568,-67.10810810810811,79.44686700778303,0.004651097,82.17390224890089,334543.5675675676,0.0048632994,0.004651097,0.0,1029748
0.22966279,21935.64116668701,0.8421052631578947,0.15789473684210525,-37.557618398683665,21.63157894736842,17.889405941867945,7239,82.3157894736842,-67.60526315789474,80.06225396448617,0.0047216467,82.11059405813205,337165.4736842105,0.0049704122,0.0047216467,0.0,1039846
0.19776466,22064.249299764633,0.6923076923076923,0.3076923076923077,-38.253433535798145,22.256410256410255,18.506362188273393,7278,81.71794871794872,-66.61538461538461,79.48464730249219,0.00480556,81.49363781172661,334716.71794871794,0.005915596,0.00480556,0.0,1049760
0.18869899,22210.070938825607,0.7105263157894737,0.2894736842105263,-37.81857546090212,22.0,17.65058915025707,7316,81.89473684210526,-67.44736842105263,79.7102827898167,0.0044340547,82.34941084974294,335440.84210526315,0.0062749987,0.0044340547,0.0,1059741
0.20602539,22336.82323551178,0.8421052631578947,0.15789473684210525,-38.46182738291735,21.157894736842106,18.156036461057653,7354,82.8157894736842,-67.78947368421052,80.5071892767689,0.0046425173,81.84396353894236,339213.4736842105,0.006582651,0.0046425173,0.0,1069834
0.19099233,22470.050275325775,0.7894736842105263,0.21052631578947367,-38.26067662207473,21.973684210526315,17.05453908394431,7392,82.02631578947368,-68.05263157894737,79.7522751692951,0.00575952,82.94546091605571,335979.7894736842,0.006406868,0.00575952,0.0,1079850
0.20613852,22606.670517921448,0.631578947368421,0.3684210526315789,-37.17331588393874,22.342105263157894,17.936951839908943,7430,81.57894736842105,-66.94736842105263,79.39652283825859,0.007559363,82.06304816009106,334147.36842105264,0.006816901,0.007559363,0.0,1089976
0.17461358,22733.384393930435,0.7297297297297297,0.2702702702702703,-38.05310786935231,20.945945945945947,17.911871197493685,7467,82.97297297297297,-68.10810810810811,80.69522794843616,0.004196878,82.08812880250632,339857.2972972973,0.005115639,0.004196878,0.0,1099880
0.172151,22874.999401330948,0.5833333333333334,0.4166666666666667,-36.678889352834204,23.083333333333332,17.26469838545833,7503,80.86111111111111,-66.94444444444444,78.70665359151447,0.0045155105,82.73530161454165,331207.1111111111,0.006482788,0.0045155105,0.0,1109804
