entloss,surrgain,AttNC,TimestepsSoFar,EpisodesSoFar,AttC,Tbt,MpbtN,TtR,MtR,Ptt,MpbtA,meankl,entropy,TimeElapsed,optimgain,Tmt,Tmc
0.0,0.0063966946,0.9565217391304348,1089803,7319,2.0434782608695654,316549.5652173913,65.19988878329013,-151.5,-30.418478925177077,75.33302198141537,34.80011121670988,0.004511349,0.25800827,18599.478068113327,0.0063966946,77.28260869565217,26.717391304347824
0.0,0.005562808,0.9111111111111111,1099846,7364,2.088888888888889,314936.8888888889,63.04718755363097,-145.6,-29.158921196861996,74.95076496913124,36.95281244636904,0.005721716,0.27361226,18720.245424985886,0.005562808,76.88888888888889,27.133333333333333
0.0,0.006363137,1.0212765957446808,1109986,7411,1.9787234042553192,315392.0,63.653983316233,-147.19148936170214,-29.399505205632657,75.0697128092975,36.34601668376699,0.005047634,0.2680801,18845.83913040161,0.006363137,77.0,27.0
0.0,0.0058758073,0.8043478260869565,1119903,7457,2.1956521739130435,317083.82608695654,63.387318073812324,-147.19565217391303,-29.436871889439384,75.45476356723853,36.612681926187655,0.004245855,0.2589584,18966.850863933563,0.0058758073,77.41304347826087,26.58695652173913
0.0,0.005586808,1.1136363636363635,1129912,7501,1.8863636363636365,315857.45454545453,60.39581622836906,-139.8409090909091,-27.959232829695637,75.17583993547777,39.60418377163093,0.004636099,0.25453198,19082.003621816635,0.005586808,77.11363636363636,26.886363636363637
0.0,0.00587633,0.9772727272727273,1139999,7545,2.022727272727273,314740.36363636365,62.871182115393346,-145.1590909090909,-28.48328095097854,74.92294065837937,37.12881788460664,0.005115681,0.24304418,19195.262613773346,0.00587633,76.8409090909091,27.15909090909091
0.0,0.0058550527,1.2093023255813953,1149849,7588,1.7906976744186047,317201.8604651163,61.6643313646172,-143.37209302325581,-28.685755424868464,75.4691503876878,38.3356686353828,0.0040476103,0.24646573,19309.631938934326,0.0058550527,77.44186046511628,26.58139534883721
0.0,0.007366324,1.6136363636363635,1159921,7632,1.3863636363636365,319022.54545454547,60.77555545585698,-142.0909090909091,-28.768046575939398,75.8988727019895,39.22444454414301,0.005955657,0.26053163,19423.41372871399,0.007366324,77.88636363636364,26.113636363636363
0.0,0.0061977487,1.288888888888889,1169771,7677,1.711111111111111,318213.68888888886,62.76671328025936,-146.4,-30.262652577262337,75.71509723522445,37.23328671974063,0.0049618473,0.24396595,19540.341829299927,0.0061977487,77.68888888888888,26.31111111111111
0.0,0.00506707,0.7555555555555555,1179783,7722,2.2444444444444445,312843.3777777778,62.2675907676331,-143.0,-28.403957965132985,74.47331084136924,37.732409232366884,0.005493547,0.23224282,19659.913038492203,0.00506707,76.37777777777778,27.644444444444446
0.0,0.006065707,0.9565217391304348,1189760,7768,2.0434782608695654,318241.39130434784,62.80822533258267,-146.47826086956522,-28.982279883460595,75.71926463025045,37.19177466741734,0.004681851,0.22344981,19784.156533002853,0.006065707,77.69565217391305,26.304347826086957
0.0,0.005472513,1.0217391304347827,1199953,7814,1.9782608695652173,318330.4347826087,62.571674707621874,-146.08695652173913,-29.37657971147066,75.7402395495614,37.42832529237813,0.004999561,0.23032594,19902.488144636154,0.005472513,77.71739130434783,26.282608695652176
0.0,0.00795834,1.1777777777777778,1209943,7859,1.8222222222222222,314390.7555555556,61.61472108215728,-142.13333333333333,-28.956334779143713,74.82621494705245,38.385278917842705,0.005419876,0.23338999,20020.403105974197,0.00795834,76.75555555555556,27.266666666666666
0.0,0.0065835654,0.8,1219996,7904,2.2,315118.93333333335,64.14601135285488,-148.26666666666668,-29.689852185973294,75.00689097952136,35.85398864714514,0.0046094703,0.22120383,20139.84650659561,0.0065835654,76.93333333333334,27.066666666666666
0.0,0.005959128,0.75,1229815,7948,2.25,318464.0,63.60840310950473,-148.63636363636363,-29.764572279494484,75.76812245936058,36.39159689049526,0.0044640405,0.21453568,20256.459412813187,0.005959128,77.75,26.25
0.0,0.005544031,0.8085106382978723,1239951,7995,2.1914893617021276,315217.7021276596,63.385273316185994,-146.74468085106383,-29.165822689443058,75.01265033779205,36.614726683814,0.0046774535,0.2132134,20380.712633371353,0.005544031,76.95744680851064,27.06382978723404
0.0,0.006978191,1.0454545454545454,1249783,8039,1.9545454545454546,312413.0909090909,61.22447522500633,-140.11363636363637,-28.09568797799649,74.39064145077124,38.77552477499366,0.004825075,0.23659717,20498.01575922966,0.006978191,76.27272727272727,27.727272727272727
0.0,0.0066219564,1.0444444444444445,1259887,8084,1.9555555555555555,313116.44444444444,62.04658296337079,-142.6,-28.955089438293232,74.5351364026504,37.95341703662919,0.004989409,0.2460857,20619.32191991806,0.0066219564,76.44444444444444,27.57777777777778
0.0,0.006188497,1.0,1269962,8129,2.0,316939.3777777778,65.30078861693752,-151.8,-30.20290231211961,75.40935530093488,34.699211383062476,0.005478552,0.21220832,20740.559936761856,0.006188497,77.37777777777778,26.644444444444446
0.0,0.0046847574,0.7777777777777778,1279989,8174,2.2222222222222223,315665.06666666665,62.2920549781138,-144.13333333333333,-28.565927752722924,75.13242692872582,37.7079450218862,0.0046283863,0.23198268,20861.84445333481,0.0046847574,77.06666666666666,26.933333333333334
0.0,0.005200482,0.6666666666666666,1289792,8219,2.3333333333333335,312388.26666666666,61.92702352576707,-141.8,-28.15510516909074,74.36965172677304,38.072976474232945,0.0045402464,0.23996098,20983.603097438812,0.005200482,76.26666666666667,27.755555555555556
0.0,0.0059326696,1.0217391304347827,1299963,8265,1.9782608695652173,313254.95652173914,62.79058993668086,-144.06521739130434,-29.092060082018467,74.58168233133304,37.20941006331917,0.004759176,0.23436111,21105.15757417679,0.0059326696,76.47826086956522,27.52173913043478
0.0,0.0067665903,1.2325581395348837,1309867,8308,1.7674418604651163,314820.4651162791,63.7170496701913,-147.13953488372093,-29.173661185848275,74.9392270576526,36.28295032980868,0.006129362,0.24382983,21220.45240497589,0.0067665903,76.86046511627907,27.13953488372093
0.0,0.0056442423,0.9772727272727273,1319941,8352,2.022727272727273,315392.0,65.86378763823373,-152.38636363636363,-29.27597661274783,75.06950037651455,34.13621236176627,0.004693797,0.23512167,21337.452052116394,0.0056442423,77.0,27.0
0.0,0.0055426955,1.0454545454545454,1329845,8396,1.9545454545454546,319581.0909090909,63.43193189142582,-148.77272727272728,-29.642826420261507,76.01151409059467,36.568068108574195,0.0052011814,0.2420846,21451.42081642151,0.0055426955,78.02272727272727,26.0
0.0,0.005262768,0.6956521739130435,1339963,8442,2.3043478260869565,314857.73913043475,65.28941557860658,-150.7826086956522,-29.208246662171927,74.94685671563927,34.710584421393385,0.0041181752,0.22060221,21572.72024655342,0.005262768,76.8695652173913,27.130434782608695
0.0,0.00517872,0.9772727272727273,1349809,8486,2.022727272727273,319953.45454545453,63.8228809532545,-149.5909090909091,-29.535104649407536,76.11077803365761,36.17711904674548,0.0043688775,0.22751927,21690.57705974579,0.00517872,78.11363636363636,25.886363636363637
0.0,0.0060488707,0.8695652173913043,1359785,8532,2.130434782608696,316104.347826087,65.36332278992968,-151.7608695652174,-30.653853968827548,75.23115238977726,34.63667721007032,0.0052581085,0.22508015,21810.519178390503,0.0060488707,77.17391304347827,26.82608695652174
0.0,0.006144476,0.7555555555555555,1369895,8577,2.2444444444444445,312388.26666666666,62.39829697031142,-142.93333333333334,-28.532261296410645,74.38421662297625,37.60170302968858,0.0055104177,0.23415051,21927.585123300552,0.006144476,76.26666666666667,27.733333333333334
0.0,0.0054403306,0.4583333333333333,1379988,8625,2.5416666666666665,316757.3333333333,62.93782276770074,-146.1875,-29.34932979270182,75.38197082230015,37.062177232299256,0.0047089844,0.22796941,22052.237326145172,0.0054403306,77.33333333333333,26.666666666666668
0.0,0.0062922286,0.5434782608695652,1389803,8671,2.4565217391304346,315570.0869565217,64.15130745757327,-148.3695652173913,-29.05125867384365,75.11158906007516,35.84869254242673,0.005317934,0.22539443,22174.143449783325,0.0062922286,77.04347826086956,26.956521739130434
