entloss,TimeElapsed,AttC,optimgain,AttNC,meankl,surrgain,TimestepsSoFar,entropy,Fce,EpisodesSoFar,MtR,TtR
0.0,96726.14067220688,0.0,0.0011513814,10.0,0.0060079433,0.0011513814,2809839,-0.06446576,0.9747999999999999,11652,139.1492516619092,2437.0
0.0,97011.99348831177,0.0,0.0014095464,10.0,0.0048221136,0.0014095464,2819839,-0.04992414,0.9793,11692,139.9015971795393,2448.25
0.0,97291.14585661888,0.0,0.001113725,10.0,0.005181641,0.001113725,2829839,-0.07910157,0.9730999999999994,11732,138.90588479523336,2432.75
0.0,97579.47652745247,0.0,0.001375108,10.0,0.0049681505,0.001375108,2839839,-0.09973596,0.9731999999999996,11772,139.01648280966785,2433.0
0.0,97857.79996395111,0.0,0.0014674106,10.0,0.005974948,0.0014674106,2849839,-0.08191299,0.9675,11812,138.19912232897508,2418.75
0.0,98133.72384905815,0.0,0.0012469993,10.0,0.0071464186,0.0012469993,2859839,-0.113555215,0.9726999999999999,11852,138.79407765162267,2431.75
0.0,98411.77176761627,0.0,0.0014783911,10.0,0.0065628625,0.0014783911,2869839,-0.1427328,0.9625999999999999,11892,137.42059658495015,2406.5
0.0,98695.71905136108,0.0,0.0015579697,10.0,0.007259966,0.0015579697,2879839,-0.13712268,0.9526,11932,135.91486490893038,2381.5
0.0,98972.0676677227,0.0,0.00186599,10.0,0.006292546,0.00186599,2889839,-0.1349316,0.9426,11972,134.48709961327557,2356.5
0.0,99251.94674801826,0.0,0.0012928247,10.0,0.005899453,0.0012928247,2899839,-0.119855195,0.9531000000000004,12012,136.07338754458425,2382.75
0.0,99534.43530607224,0.0,0.0014245404,10.0,0.0067438683,0.0014245404,2909839,-0.12746477,0.9461999999999999,12052,135.07195843739643,2365.5
0.0,99808.61200904846,0.0,0.0012880701,10.0,0.005199026,0.0012880701,2919839,-0.109021716,0.9564,12092,136.56667459604083,2391.0
0.0,100081.94539046288,0.0,0.0010996301,10.0,0.004820914,0.0010996301,2929839,-0.06563831,0.9446,12132,134.92945005345274,2361.5
0.0,100367.46020150185,0.0,0.0015727769,10.0,0.0074149645,0.0015727769,2939839,-0.03740896,0.9416000000000004,12172,134.20163953131174,2354.0
0.0,100647.09127235413,0.0,0.0012342756,10.0,0.00544067,0.0012342756,2949839,-0.057720445,0.9262000000000002,12212,132.16090581243617,2315.5
0.0,100928.98556661606,0.0,0.001171951,10.0,0.005907934,0.001171951,2959839,-0.05378751,0.9310999999999998,12252,133.14938880328535,2327.75
0.0,101223.39938998222,0.0,0.0014424357,10.0,0.0053273155,0.0014424357,2969839,-0.06250499,0.9495999999999999,12292,135.50862234796463,2374.0
0.0,101496.5381462574,0.0,0.0013103582,10.0,0.0044485386,0.0013103582,2979839,-0.053128663,0.9376999999999999,12332,133.93957889166563,2344.25
0.0,101773.03092288971,0.0,0.0014365121,10.0,0.005990413,0.0014365121,2989839,-0.042349044,0.9384000000000002,12372,133.99689856702838,2346.0
0.0,102057.84481620789,0.0,0.0017714415,10.0,0.007850193,0.0017714415,2999839,-0.026266668,0.9489000000000001,12412,135.55228398313494,2372.25
0.0,102328.51523947716,0.0,0.00097511476,10.0,0.0051238216,0.00097511476,3009839,-0.023564659,0.9244000000000001,12452,131.94126865168795,2311.0
0.0,102613.18782019615,0.0,0.0010716525,10.0,0.0037073616,0.0010716525,3019839,0.0012971164,0.9110999999999997,12492,130.13790273591837,2277.75
0.0,102887.05605053902,0.0,0.0013084172,10.0,0.006362946,0.0013084172,3029839,-0.022457177,0.9072000000000005,12532,129.76096185864418,2268.0
0.0,103167.79055380821,0.24390243902439024,0.0014512037,9.75609756097561,0.0058133067,0.0014512037,3039844,-0.02916925,0.8672195121951223,12573,123.80042359217943,2168.048780487805
0.0,103446.36136507988,0.0,0.0012684562,10.0,0.0055155065,0.0012684562,3049844,-0.054606237,0.9006000000000001,12613,128.5632979265887,2251.5
0.0,103714.29034638405,0.0,0.0015533315,10.0,0.0055657136,0.0015533315,3059844,-0.05200205,0.9022,12653,128.99318507953157,2255.5
0.0,103994.44743919373,0.0,0.0016816974,10.0,0.006069812,0.0016816974,3069844,-0.067970544,0.8971,12693,128.3134812143034,2242.75
0.0,104272.61076951027,0.025,0.0014950264,9.975,0.0062884283,0.0014950264,3079844,-0.11025931,0.8865000000000002,12733,126.73853469335594,2216.25
