TimestepsSoFar,entropy,AttC,MtR,TimeElapsed,Fce,optimgain,TtR,entloss,meankl,surrgain,EpisodesSoFar,AttNC
209912,1.0614576,0.3220338983050847,11.834334649011183,809.3679831027985,0.10112994350282485,0.0022434318,20.83050847457627,0.0,0.003746093,0.0022434318,1486,0.6779661016949152
219944,1.0295639,0.3333333333333333,12.102091912228213,848.245359659195,0.08505185185185186,0.0017663635,20.816666666666666,0.0,0.0030698164,0.0017663635,1546,0.6666666666666666
229959,1.0333191,0.14893617021276595,14.930938153046267,887.2558093070984,0.10476595744680854,0.0026489235,26.19148936170213,0.0,0.0029102475,0.0026489235,1593,0.851063829787234
239758,1.0432322,0.22,14.195775776571072,926.9193255901337,0.10505576354679805,0.0035058255,24.96,0.0,0.0058737434,0.0035058255,1643,0.78
249808,1.0329589,0.25925925925925924,13.661321233924888,965.0468242168427,0.10056196045669731,0.002220627,23.62962962962963,0.0,0.002558863,0.002220627,1697,0.7407407407407407
259935,1.0404857,0.42028985507246375,11.152928448238237,1006.0752773284912,0.09372261199263487,0.0023891365,19.434782608695652,0.0,0.0021087632,0.0023891365,1766,0.5797101449275363
269812,1.0324708,0.3275862068965517,13.029577347404507,1041.7100648880005,0.11576729583925985,0.0030738954,22.724137931034484,0.0,0.0021796399,0.0030738954,1824,0.6724137931034483
279889,0.98096335,0.40298507462686567,11.211008319122888,1081.2923336029053,0.09545665611337252,0.0028906814,19.65671641791045,0.0,0.0038994194,0.0028906814,1891,0.5970149253731343
289902,0.9837035,0.1836734693877551,15.308719133711632,1120.179609298706,0.12881632653061226,0.0022013886,27.122448979591837,0.0,0.0014048095,0.0022013886,1940,0.8163265306122449
299813,0.9592334,0.1875,14.726598344095544,1157.2873141765594,0.11443064709191329,0.002515123,25.666666666666668,0.0,0.0032944866,0.002515123,1988,0.8125
309885,0.94681364,0.3103448275862069,13.024240294489616,1195.5770173072815,0.12204938678985867,0.0027389925,22.67241379310345,0.0,0.0023516207,0.0027389925,2046,0.6896551724137931
319915,0.9295588,0.23076923076923078,14.80598697125765,1234.6942629814148,0.13180219780219782,0.0019685791,25.884615384615383,0.0,0.0020763658,0.0019685791,2098,0.7692307692307693
329958,0.91647804,0.2982456140350877,13.420017087782435,1272.688469171524,0.09973114604693552,0.0037323898,23.56140350877193,0.0,0.0034832763,0.0037323898,2155,0.7017543859649122
339756,0.8781132,0.2641509433962264,13.997957846869152,1310.8867616653442,0.12485814116002794,0.0038082153,24.37735849056604,0.0,0.0042996765,0.0038082153,2208,0.7358490566037735
349975,0.8879378,0.2727272727272727,14.210499611709833,1351.6667249202728,0.14413630893540902,0.0031954926,24.78181818181818,0.0,0.0028894555,0.0031954926,2263,0.7272727272727273
359993,0.89126873,0.2,14.98668133325359,1387.4598634243011,0.10472,0.0021958943,26.18,0.0,0.00096305506,0.0021958943,2313,0.8
369784,0.8729303,0.2777777777777778,13.259017136318285,1425.54150390625,0.10371193415637861,0.00332584,23.0,0.0,0.004219548,0.00332584,2367,0.7222222222222222
379881,0.90155685,0.21568627450980393,15.009011994567468,1458.628389596939,0.10949102604004564,0.0037326196,26.07843137254902,0.0,0.0042141895,0.0037326196,2418,0.7843137254901961
389927,0.8713038,0.2857142857142857,13.793093341294737,1497.1527090072632,0.12402380952380947,0.0031640977,24.25,0.0,0.0031957873,0.0031640977,2474,0.7142857142857143
399770,0.87588155,0.30357142857142855,13.595658286591826,1536.2390520572662,0.09733446712018143,0.0031993766,23.803571428571427,0.0,0.0040357537,0.0031993766,2530,0.6964285714285714
409914,0.86077833,0.2857142857142857,13.894949078664473,1573.498812675476,0.13057964531582117,0.0030823625,24.178571428571427,0.0,0.0022313443,0.0030823625,2586,0.7142857142857143
419950,0.85683924,0.3389830508474576,13.516853647715461,1610.575984954834,0.1106834485333496,0.0032382049,23.45762711864407,0.0,0.004703895,0.0032382049,2645,0.6610169491525424
429764,0.8184437,0.1702127659574468,15.665614034743438,1646.7365498542786,0.1295718310186395,0.004243042,27.0,0.0,0.004497448,0.004243042,2692,0.8297872340425532
439801,0.81632084,0.21568627450980393,13.852270374622012,1683.1779186725616,0.11188048552754434,0.0030917153,24.313725490196077,0.0,0.0020090092,0.0030917153,2743,0.7843137254901961
449874,0.7962877,0.2727272727272727,13.417290045196165,1721.933804512024,0.10205128205128206,0.0030421326,23.29090909090909,0.0,0.0047778417,0.0030421326,2798,0.7272727272727273
459896,0.76990515,0.23076923076923078,15.010538472144415,1759.297441959381,0.1165897435897436,0.003749875,25.98076923076923,0.0,0.005548422,0.003749875,2850,0.7692307692307693
469935,0.78131866,0.14893617021276595,15.771707773568217,1792.7967069149017,0.11508132200824155,0.002772047,27.46808510638298,0.0,0.0021083297,0.002772047,2897,0.851063829787234
479956,0.78637093,0.21568627450980393,13.735439145504905,1832.9579882621765,0.0984089635854342,0.0029613785,23.92156862745098,0.0,0.0021286947,0.0029613785,2948,0.7843137254901961
489985,0.8082653,0.14893617021276595,15.696146355394617,1868.1174154281616,0.13018439716312055,0.004936365,26.914893617021278,0.0,0.0076574935,0.004936365,2995,0.851063829787234
499805,0.78359354,0.20408163265306123,14.192827751179403,1905.0953288078308,0.12517304544195296,0.0032905808,24.836734693877553,0.0,0.0038501397,0.0032905808,3044,0.7959183673469388
509853,0.7915024,0.23076923076923078,14.471391305571295,1946.0815012454987,0.1081794871794872,0.0033212036,25.46153846153846,0.0,0.0032810608,0.0033212036,3096,0.7692307692307693
519886,0.79742587,0.24528301886792453,14.11935917642182,1979.4206047058105,0.1010360205831904,0.0040217484,24.849056603773583,0.0,0.008065664,0.0040217484,3149,0.7547169811320755
529913,0.83282286,0.24528301886792453,14.116275627525328,2016.6717765331268,0.10672536687631023,0.002906993,24.62264150943396,0.0,0.0032575703,0.002906993,3202,0.7547169811320755
539967,0.8047484,0.2857142857142857,13.568658512651835,2053.0406868457794,0.09912698412698415,0.003199031,23.5,0.0,0.0035980255,0.003199031,3258,0.7142857142857143
549839,0.790102,0.2641509433962264,14.633414351875437,2090.916000843048,0.11610689706287192,0.0026702613,25.22641509433962,0.0,0.0021572537,0.0026702613,3311,0.7358490566037735
559974,0.78946555,0.24528301886792453,14.399038072241233,2129.7639825344086,0.10707975840430747,0.0039864546,24.77358490566038,0.0,0.003565349,0.0039864546,3364,0.7547169811320755
569818,0.77198064,0.2909090909090909,13.584183147356708,2165.7966029644012,0.11985804569761789,0.0030865357,23.89090909090909,0.0,0.0037318452,0.0030865357,3419,0.7090909090909091
579925,0.77602994,0.21568627450980393,14.67270394428507,2201.7600479125977,0.11136849633470411,0.0037693023,25.647058823529413,0.0,0.002519723,0.0037693023,3470,0.7843137254901961
589792,0.7390441,0.35,13.213114013009458,2243.597074985504,0.11633138132745975,0.004426263,23.2,0.0,0.004972268,0.004426263,3530,0.65
599872,0.7544317,0.23076923076923078,14.010443293107832,2279.3210940361023,0.10800321900321898,0.0048272614,24.01923076923077,0.0,0.005365931,0.0048272614,3582,0.7692307692307693
609980,0.7367473,0.38095238095238093,12.632045116345962,2316.433469772339,0.12025319569036799,0.0045018177,21.365079365079364,0.0,0.0033109619,0.0045018177,3645,0.6190476190476191
619912,0.7370623,0.2909090909090909,13.097766327592426,2355.378992319107,0.1111920354861066,0.0035864715,22.418181818181818,0.0,0.0039382474,0.0035864715,3700,0.7090909090909091
629784,0.77278864,0.20408163265306123,15.527668151526473,2389.8656079769135,0.11566835135308041,0.003652127,26.571428571428573,0.0,0.0040241936,0.003652127,3749,0.7959183673469388
639956,0.7650208,0.25925925925925924,13.791070273534002,2428.618169784546,0.11569708128582057,0.0034575867,24.01851851851852,0.0,0.0048951157,0.0034575867,3803,0.7407407407407407
649922,0.7985516,0.23529411764705882,14.441947548599984,2464.1526889801025,0.12308719511196291,0.0038727256,25.372549019607842,0.0,0.004622118,0.0038727256,3854,0.7647058823529411
659847,0.7963273,0.25,13.724115654245876,2502.3686797618866,0.107038938383766,0.0036196404,23.98076923076923,0.0,0.0029531692,0.0036196404,3906,0.75
669781,0.7698121,0.2909090909090909,14.069278486383038,2541.1429159641266,0.11094435088039216,0.0032274334,24.454545454545453,0.0,0.004753458,0.0032274334,3961,0.7090909090909091
679817,0.75633943,0.23076923076923078,13.933556854191604,2575.2191545963287,0.09906688963210705,0.002607235,24.576923076923077,0.0,0.0029664435,0.002607235,4013,0.7692307692307693
689819,0.76656485,0.047619047619047616,17.379015872743068,2612.7670204639435,0.12104761904761906,0.0028545684,30.261904761904763,0.0,0.00289613,0.0028545684,4055,0.9523809523809523
699918,0.7559831,0.24528301886792453,13.925181415255258,2648.274496078491,0.10415346958299235,0.004430455,24.0188679245283,0.0,0.0035535607,0.004430455,4108,0.7547169811320755
709991,0.73548055,0.2777777777777778,13.548893406798888,2684.3803129196167,0.11828009463097178,0.003944778,23.48148148148148,0.0,0.003711763,0.003944778,4162,0.7222222222222222
719801,0.75640696,0.2641509433962264,13.21206849905996,2722.210794210434,0.10351007879905598,0.003603679,22.943396226415093,0.0,0.0032294502,0.003603679,4215,0.7358490566037735
729829,0.7432168,0.16666666666666666,16.119151561524923,2760.674563884735,0.11208333333333337,0.0039333655,28.020833333333332,0.0,0.003649065,0.0039333655,4263,0.8333333333333334
739954,0.748437,0.30357142857142855,12.989378341488628,2796.565356492996,0.09973328552191951,0.004162819,22.142857142857142,0.0,0.0050885337,0.004162819,4319,0.6964285714285714
749825,0.73858804,0.1875,14.704286008500048,2833.992812871933,0.10433708708708712,0.0031615691,25.5625,0.0,0.0037801894,0.0031615691,4367,0.8125
759834,0.7128671,0.1836734693877551,15.764202104477619,2871.5417211055756,0.10767346938775511,0.0033339912,26.918367346938776,0.0,0.0029742725,0.0033339912,4416,0.8163265306122449
769857,0.66826636,0.2727272727272727,12.937257693558177,2907.8463909626007,0.09357922077922079,0.004015792,22.763636363636362,0.0,0.0042993445,0.004015792,4471,0.7272727272727273
779864,0.67926764,0.1111111111111111,15.755532922203578,2944.478351354599,0.11013333333333335,0.0034073135,27.533333333333335,0.0,0.002875358,0.0034073135,4516,0.8888888888888888
789871,0.71054953,0.1111111111111111,15.484574132713417,2980.8676421642303,0.11057777777777777,0.0023110246,27.644444444444446,0.0,0.004406494,0.0023110246,4561,0.8888888888888888
799882,0.7351159,0.1836734693877551,14.614631611233168,3018.6364030838013,0.10778231292517008,0.0019932655,25.26530612244898,0.0,0.0024926143,0.0019932655,4610,0.8163265306122449
809902,0.72138304,0.2,14.269716432286602,3053.9345140457153,0.10928888888888891,0.0024739853,25.14,0.0,0.0034648494,0.0024739853,4660,0.8
819911,0.6772179,0.1836734693877551,14.64852062734501,3090.205005168915,0.10130612244897963,0.0024362018,25.3265306122449,0.0,0.0029448688,0.0024362018,4709,0.8163265306122449
829914,0.71997726,0.06976744186046512,15.269517639547455,3124.063112974167,0.10725581395348842,0.003938159,26.813953488372093,0.0,0.007437143,0.003938159,4752,0.9302325581395349
839938,0.7270744,0.13043478260869565,15.48165691148333,3160.10666847229,0.12089302967563842,0.002381645,27.23913043478261,0.0,0.0010668909,0.002381645,4798,0.8695652173913043
849941,0.75383747,0.06976744186046512,15.578242289373796,3197.598174095154,0.11013953488372094,0.0017255463,27.53488372093023,0.0,0.001612346,0.0017255463,4841,0.9302325581395349
859957,0.7903978,0.13043478260869565,15.322117313776232,3232.199554204941,0.10695652173913048,0.0018964928,26.73913043478261,0.0,0.004050566,0.0018964928,4887,0.8695652173913043
869982,0.78974175,0.21568627450980393,13.444976999652605,3268.98082780838,0.11661251167133521,0.0014243576,23.88235294117647,0.0,0.0063561206,0.0014243576,4938,0.7843137254901961
879992,0.75677645,0.2,14.242203815957787,3305.3145010471344,0.09864000000000002,0.0024882313,24.66,0.0,0.0032721679,0.0024882313,4988,0.8
889756,0.73452705,0.1702127659574468,14.086040374403746,3343.1777834892273,0.10297872340425533,0.0023913803,24.70212765957447,0.0,0.0045217383,0.0023913803,5035,0.8297872340425532
899763,0.7115789,0.1111111111111111,14.726937066330132,3381.059958934784,0.10328888888888892,0.0017802521,25.822222222222223,0.0,0.004793466,0.0017802521,5080,0.8888888888888888
909776,0.6963483,0.1836734693877551,13.243976319480225,3417.6004021167755,0.11477551020408164,0.0032318481,23.612244897959183,0.0,0.0062772552,0.0032318481,5129,0.8163265306122449
919892,0.6937188,0.047619047619047616,17.029831834033093,3451.1498305797577,0.12553256704980842,0.0023344727,30.214285714285715,0.0,0.0016623505,0.0023344727,5171,0.9523809523809523
929900,0.6749901,0.13043478260869565,14.63249346446405,3487.6819648742676,0.10855072463768116,0.0031658355,25.347826086956523,0.0,0.0020345286,0.0031658355,5217,0.8695652173913043
939954,0.69220185,0.16666666666666666,15.256371430898229,3522.89768075943,0.13134574468085106,0.0017530338,26.479166666666668,0.0,0.0015064138,0.0017530338,5265,0.8333333333333334
949858,0.7195455,0.13333333333333333,15.151986193883333,3560.3260066509247,0.11419054916985955,0.00285822,26.444444444444443,0.0,0.0035507493,0.00285822,5310,0.8666666666666667
959872,0.71545243,0.13043478260869565,15.009982958773742,3600.9738001823425,0.10426086956521739,0.0031334888,26.065217391304348,0.0,0.004235881,0.0031334888,5356,0.8695652173913043
969954,0.7028416,0.16666666666666666,14.075789089700573,3637.249621629715,0.10984937402190921,0.003314981,24.854166666666668,0.0,0.0019506493,0.003314981,5404,0.8333333333333334
979961,0.6825262,0.14893617021276595,14.706644477250007,3670.95077753067,0.10272340425531917,0.0014946106,25.680851063829788,0.0,0.0024200233,0.0014946106,5451,0.851063829787234
989975,0.69989026,0.16666666666666666,15.379650421929929,3705.473954677582,0.10683333333333335,0.0013613068,26.708333333333332,0.0,0.0060001905,0.0013613068,5499,0.8333333333333334
999979,0.6613536,0.09090909090909091,16.744830180740173,3740.527462720871,0.11645454545454546,0.0019250122,29.113636363636363,0.0,0.0028291186,0.0019250122,5543,0.9090909090909091
1009985,0.64214844,0.13043478260869565,14.979769777439406,3777.402652978897,0.10478260869565222,0.0033422746,26.195652173913043,0.0,0.005263223,0.0033422746,5589,0.8695652173913043
1019991,0.62690145,0.13043478260869565,14.837608056107184,3819.3237738609314,0.10269565217391309,0.0035481004,25.67391304347826,0.0,0.004686769,0.0035481004,5635,0.8695652173913043
1029995,0.6332069,0.09090909090909091,16.411003210441063,3854.702123641968,0.11436363636363636,0.0036200783,28.59090909090909,0.0,0.0053175306,0.0036200783,5679,0.9090909090909091
1039753,0.5789713,0.1702127659574468,13.490118847898799,3891.4075536727905,0.11565957446808513,0.003281772,23.617021276595743,0.0,0.0044969176,0.003281772,5726,0.8297872340425532
1049765,0.57540953,0.09090909090909091,16.375778441078538,3926.0483152866364,0.11854545454545459,0.0034095733,28.522727272727273,0.0,0.0017543733,0.0034095733,5770,0.9090909090909091
1059772,0.5562246,0.14893617021276595,14.406992548319508,3959.647225856781,0.10204255319148939,0.0035311908,25.51063829787234,0.0,0.0023998942,0.0035311908,5817,0.851063829787234
1069792,0.53721035,0.16666666666666666,15.277180513954265,4002.0749094486237,0.10956481481481485,0.0032507752,26.833333333333332,0.0,0.0024682204,0.0032507752,5865,0.8333333333333334
1079753,0.53330404,0.15217391304347827,14.798632235095237,4038.1857991218567,0.10941653037880153,0.0034011353,25.391304347826086,0.0,0.0025038957,0.0034011353,5911,0.8478260869565217
1089846,0.5740358,0.14893617021276595,15.072681405750753,4073.409865617752,0.10765456821026287,0.0034274003,26.170212765957448,0.0,0.004099375,0.0034274003,5958,0.851063829787234
1099865,0.53598094,0.14893617021276595,14.818663111413766,4110.444161891937,0.10616634429400386,0.0030522645,25.617021276595743,0.0,0.0026492367,0.0030522645,6005,0.851063829787234
1109943,0.53989583,0.16666666666666666,14.92492382786137,4145.600350141525,0.10832511737089205,0.0031156403,26.083333333333332,0.0,0.0027816936,0.0031156403,6053,0.8333333333333334
1119961,0.5568018,0.09090909090909091,15.416669650757484,4182.81640124321,0.1081818181818182,0.0026760239,27.045454545454547,0.0,0.0023992804,0.0026760239,6097,0.9090909090909091
1129751,0.5667006,0.13333333333333333,15.377012169352863,4224.288152217865,0.11017921146953406,0.0028965478,26.288888888888888,0.0,0.0013988083,0.0028965478,6142,0.8666666666666667
1139760,0.5266725,0.1111111111111111,14.946590886919854,4257.561614990234,0.1052444444444445,0.0024802797,26.31111111111111,0.0,0.0031246436,0.0024802797,6187,0.8888888888888888
1149782,0.5474549,0.09090909090909091,14.997835774605916,4296.057670593262,0.1084688995215311,0.0038031586,26.84090909090909,0.0,0.0023080774,0.0038031586,6231,0.9090909090909091
1159795,0.51820695,0.14893617021276595,14.629881035059103,4332.977765321732,0.10255319148936173,0.004315204,25.638297872340427,0.0,0.0051865904,0.004315204,6278,0.851063829787234
1169830,0.5089723,0.06976744186046512,15.345488063875072,4366.070225954056,0.11020718816067654,0.002228305,27.093023255813954,0.0,0.0019349268,0.002228305,6321,0.9302325581395349
1179898,0.5371423,0.09302325581395349,16.49870466322418,4411.288348197937,0.11709507820041339,0.0028255738,28.6046511627907,0.0,0.0034902305,0.0028255738,6364,0.9069767441860465
1189909,0.551269,0.1836734693877551,13.245965963827643,4447.965966939926,0.11477551020408168,0.002373374,23.612244897959183,0.0,0.0018725971,0.002373374,6413,0.8163265306122449
1199921,0.5790929,0.16666666666666666,13.391378893371803,4481.127294540405,0.09741666666666669,0.0045526437,23.333333333333332,0.0,0.006139039,0.0045526437,6461,0.8333333333333334
1209927,0.55404896,0.13043478260869565,14.564428590837963,4522.046518325806,0.10313043478260875,0.0032361862,25.782608695652176,0.0,0.0035467045,0.0032361862,6507,0.8695652173913043
1219963,0.53399897,0.16666666666666666,13.560836194212564,4556.134194850922,0.10260024154589376,0.0016142486,23.729166666666668,0.0,0.005323935,0.0016142486,6555,0.8333333333333334
1229968,0.513043,0.06976744186046512,15.908593079118932,4593.4546501636505,0.13479069767441854,0.0029495086,27.906976744186046,0.0,0.0034726,0.0029495086,6598,0.9302325581395349
1239972,0.49527293,0.09090909090909091,14.921746162396794,4633.494177103043,0.10390909090909095,0.00191456,25.977272727272727,0.0,0.0015267105,0.00191456,6642,0.9090909090909091
1249974,0.50715935,0.047619047619047616,16.02888930259539,4667.681792259216,0.11000000000000004,0.0018940372,27.5,0.0,0.007671363,0.0018940372,6684,0.9523809523809523
1259978,0.5242005,0.09090909090909091,15.642937479297949,4704.5841426849365,0.10900000000000004,0.0035938674,27.25,0.0,0.0026721135,0.0035938674,6728,0.9090909090909091
1269981,0.49949062,0.06976744186046512,14.779647700804633,4744.377235889435,0.1034418604651163,0.0027047517,25.86046511627907,0.0,0.0040479293,0.0027047517,6771,0.9302325581395349
1279989,0.48824996,0.13043478260869565,14.710765948728085,4778.002580165863,0.10200000000000002,0.0031248757,25.5,0.0,0.0030258133,0.0031248757,6817,0.8695652173913043
1289754,0.47080728,0.15217391304347827,14.485423365453997,4815.940167188644,0.10226086956521742,0.0027754898,25.565217391304348,0.0,0.0026819983,0.0027754898,6863,0.8478260869565217
1299757,0.50834125,0.06976744186046512,14.805107309424281,4854.209767580032,0.10288372093023261,0.0041987435,25.72093023255814,0.0,0.0050805565,0.0041987435,6906,0.9302325581395349
1309760,0.5446754,0.06976744186046512,15.511015048073638,4887.741117954254,0.10818604651162793,0.0033720764,27.046511627906977,0.0,0.0034088818,0.0033720764,6949,0.9302325581395349
1319765,0.53750324,0.1111111111111111,14.396048987679494,4928.643969297409,0.12355555555555557,0.0028328353,25.355555555555554,0.0,0.0015477178,0.0028328353,6994,0.8888888888888888
1329767,0.58846,0.047619047619047616,15.092878546287047,4962.859888076782,0.10761904761904766,0.0027762009,26.904761904761905,0.0,0.005599795,0.0027762009,7036,0.9523809523809523
1339791,0.57080334,0.25925925925925924,12.27946494365227,4998.0540227890015,0.09246913580246915,0.0036752336,21.59259259259259,0.0,0.004270392,0.0036752336,7090,0.7407407407407407
1349832,0.5516961,0.06976744186046512,17.14867177360932,5041.501893997192,0.12324388789505071,0.0038228363,29.930232558139537,0.0,0.0038366024,0.0038228363,7133,0.9302325581395349
1359917,0.5773036,0.1111111111111111,16.571028987652408,5074.571345329285,0.12203698523698525,0.00335112,28.91111111111111,0.0,0.002826456,0.00335112,7178,0.8888888888888888
1369779,0.58707476,0.2641509433962264,13.547707277219653,5108.869063138962,0.10267234931385877,0.0036625182,23.58490566037736,0.0,0.0037036347,0.0036625182,7231,0.7358490566037735
1379813,0.5814602,0.09090909090909091,15.512384076670395,5151.005383014679,0.11575420875420878,0.0032500976,26.886363636363637,0.0,0.0022646128,0.0032500976,7275,0.9090909090909091
1389829,0.52273566,0.2,14.565270008098564,5185.00834274292,0.09976000000000003,0.0038116248,24.94,0.0,0.004832718,0.0038116248,7325,0.8
1399984,0.53551966,0.1111111111111111,15.677228471781559,5226.681160449982,0.11120348583878001,0.004135443,27.155555555555555,0.0,0.0024372803,0.004135443,7370,0.8888888888888888
1409774,0.5268256,0.20408163265306123,14.145851433039606,5265.485439538956,0.10507477484921098,0.0028368281,24.408163265306122,0.0,0.0028035047,0.0028368281,7419,0.7959183673469388
1419879,0.5136444,0.21568627450980393,13.175392127179173,5297.350630521774,0.09784980354914996,0.0030835853,23.215686274509803,0.0,0.0027306685,0.0030835853,7470,0.7843137254901961
1429881,0.5604447,0.047619047619047616,16.633107556623113,5336.2618317604065,0.1163809523809524,0.0025497242,29.095238095238095,0.0,0.0032317475,0.0025497242,7512,0.9523809523809523
1439849,0.567618,0.13333333333333333,15.23186512812789,5372.18509721756,0.10791444966092857,0.0033169915,26.866666666666667,0.0,0.0031741504,0.0033169915,7557,0.8666666666666667
1449856,0.56267476,0.1111111111111111,15.90874185250815,5406.606179714203,0.11013333333333336,0.0027734253,27.533333333333335,0.0,0.0021522085,0.0027734253,7602,0.8888888888888888
1459861,0.5892613,0.06976744186046512,16.019635036421242,5449.482896327972,0.11013953488372097,0.003918013,27.53488372093023,0.0,0.003531945,0.003918013,7645,0.9302325581395349
1469890,0.61691487,0.1111111111111111,17.469129995734253,5484.757800102234,0.1256,0.003480973,29.8,0.0,0.0030068133,0.003480973,7690,0.8888888888888888
1479913,0.6203288,0.1111111111111111,16.37157584185124,5519.8650715351105,0.11448888888888892,0.00308461,28.622222222222224,0.0,0.0023058953,0.00308461,7735,0.8888888888888888
1489918,0.6520385,0.06976744186046512,16.30293806961337,5561.011914253235,0.11432558139534886,0.0029337585,28.58139534883721,0.0,0.0040714117,0.0029337585,7778,0.9302325581395349
1499770,0.6134852,0.3389830508474576,11.878618468816162,5597.265324115753,0.10194254178302033,0.0039358274,20.983050847457626,0.0,0.004086928,0.0039358274,7837,0.6610169491525424
1509784,0.63352424,0.047619047619047616,18.262198709232372,5636.062485456467,0.13246886446886447,0.0038842163,31.38095238095238,0.0,0.006442769,0.0038842163,7879,0.9523809523809523
1519787,0.63062495,0.06976744186046512,15.62366376870127,5673.412044286728,0.11023255813953493,0.0027244263,27.558139534883722,0.0,0.003503178,0.0027244263,7922,0.9302325581395349
1529878,0.6456982,0.1836734693877551,14.152472992306638,5707.507499456406,0.10285681342755022,0.0031007628,24.93877551020408,0.0,0.00302877,0.0031007628,7971,0.8163265306122449
1539881,0.6718426,0.06976744186046512,15.991717660476812,5744.862279176712,0.11330232558139537,0.002131449,28.325581395348838,0.0,0.002365039,0.002131449,8014,0.9302325581395349
1549949,0.6685785,0.23076923076923078,13.893952761226094,5783.274622917175,0.10036363636363638,0.0029149547,24.71153846153846,0.0,0.002207472,0.0029149547,8066,0.7692307692307693
1559772,0.6352619,0.15217391304347827,15.31705512246246,5820.1278424263,0.11114082581350837,0.0034850785,26.717391304347824,0.0,0.0058540115,0.0034850785,8112,0.8478260869565217
1569813,0.60522705,0.1836734693877551,14.022039772147831,5860.419962644577,0.09915646258503404,0.002509383,24.46938775510204,0.0,0.002929355,0.002509383,8161,0.8163265306122449
1579882,0.5969537,0.1836734693877551,14.563979605119586,5895.0100004673,0.10790198963597981,0.0027614264,25.081632653061224,0.0,0.0031057934,0.0027614264,8210,0.8163265306122449
1589887,0.62071985,0.06976744186046512,15.99822881020433,5928.934896707535,0.11358139534883724,0.00241494,28.3953488372093,0.0,0.004454787,0.00241494,8253,0.9302325581395349
