Fce,AttC,meankl,EpisodesSoFar,MtR,TimeElapsed,TimestepsSoFar,TtR,entloss,entropy,AttNC,optimgain,surrgain
0.1702,6.4,0.010174387,8579,24.370792840363748,20222.133639097214,2069840,425.5,0.0,7.0646257,3.6,-3.6621093e-09,-3.6621093e-09
0.1766621315192744,5.880952380952381,0.010174387,8621,24.410210204686493,20318.494534492493,2079890,424.76190476190476,0.0,7.0646257,4.119047619047619,-3.6621093e-09,-3.6621093e-09
0.15675088496937237,7.285714285714286,0.010174304,8663,21.90590017022157,20412.563672304153,2089998,381.1904761904762,0.0,6.96711,2.7142857142857144,1.3122558e-08,1.3122558e-08
0.17179246095035564,6.761904761904762,0.008933102,8705,23.62728013894144,20506.00044298172,2099805,412.6190476190476,0.0,7.0646257,3.238095238095238,5.493164e-09,5.493164e-09
0.15455996177735312,7.130434782608695,0.008933204,8751,20.21205178284185,20606.54576253891,2109889,353.2608695652174,0.0,7.162246,2.869565217391304,-8.392334e-09,-8.392334e-09
0.1612191895002725,7.111111111111111,0.008933204,8796,21.407230428009044,20700.76409459114,2120000,376.0,0.0,7.162246,2.888888888888889,-8.392334e-09,-8.392334e-09
0.1735305408757248,6.2439024390243905,0.010172724,8837,24.091764538828464,20806.09174656868,2129846,422.6829268292683,0.0,7.064632,3.7560975609756095,6.866455e-09,6.866455e-09
0.16441117842485828,6.232558139534884,0.010172724,8880,22.84372393620712,20897.08337688446,2139883,399.7674418604651,0.0,7.064632,3.7674418604651163,6.866455e-09,6.866455e-09
0.1699512195121951,6.536585365853658,0.010172724,8921,24.71208746465099,21000.460663318634,2149898,424.8780487804878,0.0,7.064632,3.4634146341463414,6.866455e-09,6.866455e-09
0.16124252185918087,6.7317073170731705,0.008933102,8962,22.586069669931614,21097.748631238937,2159951,395.8536585365854,0.0,7.162252,3.268292682926829,-4.4250488e-09,-4.4250488e-09
0.1615866921521372,7.023809523809524,0.0,9004,22.66465208930485,21212.488013982773,2169926,390.4761904761905,0.0,7.1624613,2.9761904761904763,-1.2207031e-09,-1.2207031e-09
0.16889381075427584,6.604651162790698,0.008932462,9047,23.804315249025457,21310.753295898438,2179850,410.69767441860466,0.0,7.2598014,3.395348837209302,2.746582e-09,2.746582e-09
0.16430769230769232,6.333333333333333,0.0,9089,23.08404502446558,21418.740569114685,2189870,406.42857142857144,0.0,7.2600856,3.6666666666666665,-9.155274e-09,-9.155274e-09
0.16036236933797912,6.878048780487805,0.008933067,9130,22.723855832546516,21521.03290605545,2199905,393.4146341463415,0.0,7.3574243,3.1219512195121952,-1.2207031e-09,-1.2207031e-09
0.17594192799070846,6.261904761904762,0.00058567524,9172,25.08868433639454,21616.74581336975,2209953,435.0,0.0,7.3818364,3.738095238095238,-1.0681152e-08,-1.0681152e-08
0.15988075880758804,6.585365853658536,0.0001476407,9213,22.585793584638186,21717.812633514404,2219980,393.6585365853659,0.0,7.3940425,3.4146341463414633,-5.9509278e-09,-5.9509278e-09
