meankl,EpisodesSoFar,TtR,optimgain,MpbtN,MtR,Tmc,Tbt,AttC,TimeElapsed,Tmt,entloss,surrgain,Ptt,entropy,AttNC,TimestepsSoFar,MpbtA
0.008781614,15193,-134.92307692307693,0.0013662293,23.77159476530257,-9.570355260302556,48.15384615384615,233282.95384615383,3.353846153846154,36774.31320476532,56.95384615384615,0.0,0.0013662293,55.568736386865176,0.18337625,6.6461538461538465,2139898,76.22840523469742
0.008469316,15259,-138.4848484848485,0.0015041785,24.281404705289486,-9.942828845602467,48.09090909090909,233534.0606060606,3.3333333333333335,36932.147990942,57.015151515151516,0.0,0.0015041785,55.627828358646745,0.18319024,6.666666666666667,2149968,75.7185952947105
0.009466663,15322,-138.4126984126984,0.0015321986,24.29018314670038,-9.749041250721117,48.095238095238095,233602.03174603175,3.761904761904762,37089.54744529724,57.03174603174603,0.0,0.0015321986,55.63023863037353,0.17649187,6.238095238095238,2159880,75.70981685329963
0.009502207,15388,-136.5151515151515,0.001074227,24.762714636991134,-9.881382183111274,49.77272727272727,226893.57575757575,3.227272727272727,37248.06714773178,55.39393939393939,0.0,0.001074227,54.06518409493172,0.18399537,6.7727272727272725,2169967,75.23728536300887
0.010893463,15453,-138.92307692307693,0.0016709208,25.507046193272657,-10.16754441344893,50.8,223326.52307692307,2.4461538461538463,37412.6383292675,54.52307692307692,0.0,0.0016709208,53.16562025393829,0.22122313,7.553846153846154,2179928,74.49295380672736
0.008897531,15517,-154.0625,0.00163211,26.70412595173646,-10.68219860445034,47.40625,236352.0,5.25,37564.092059612274,57.703125,0.0,0.00163211,56.27371870457137,0.16176055,4.75,2189989,73.29587404826357
0.009360727,15582,-132.76923076923077,0.0009250165,24.11827269075981,-9.680918582590227,50.292307692307695,225406.03076923077,4.015384615384615,37723.22604012489,55.03076923076923,0.0,0.0009250165,53.645808020300365,0.17551719,5.984615384615385,2199892,75.88172730924018
0.009158152,15647,-133.53846153846155,0.0010757153,24.148586947739485,-9.84709053732161,49.84615384615385,226603.3230769231,3.1846153846153844,37884.767750024796,55.323076923076925,0.0,0.0010757153,53.99667221248271,0.18005043,6.815384615384615,2209853,75.8514130522605
0.0108912205,15713,-145.6060606060606,0.002402637,26.27329933309082,-10.701265194604646,49.81818181818182,226707.39393939395,2.712121212121212,38047.259311914444,55.34848484848485,0.0,0.002402637,54.02092664269672,0.21079113,7.287878787878788,2219930,73.72670066690918
0.009714053,15777,-153.59375,0.0013664097,26.807135360959588,-10.517049011099346,48.125,233600.0,6.46875,38200.813601493835,57.03125,0.0,0.0013664097,55.6166043659491,0.19191492,3.53125,2229911,73.19286463904041
0.013070999,15836,-222.03389830508473,0.00955299,35.253045173315805,-13.88706680907241,42.54237288135593,255618.16949152542,8.23728813559322,38346.23242139816,62.40677966101695,0.0,0.00955299,60.79624697896059,0.13633406,1.7627118644067796,2239894,64.74695482668419
0.010926962,15897,-174.59016393442624,0.0038049708,29.417013831726823,-11.638315457228304,45.721311475409834,243006.95081967214,5.770491803278689,38494.24518227577,59.32786885245902,0.0,0.0038049708,57.83822782590454,0.15729715,4.229508196721311,2249881,70.5829861682732
0.013243742,15963,-134.0909090909091,0.003300114,23.90071168084358,-9.590389848784703,49.121212121212125,230182.78787878787,3.787878787878788,38656.99045038223,56.196969696969695,0.0,0.003300114,54.74951165909582,0.19786729,6.212121212121212,2259920,76.09928831915643
0.008377163,16027,-148.59375,0.0013209082,26.10683216198748,-10.310962579288438,48.515625,232128.0,4.828125,38810.78964805603,56.671875,0.0,0.0013209082,55.26065594602027,0.1567599,5.171875,2269903,73.89316783801252
0.010267824,16093,-138.1818181818182,0.0022345774,24.80777623161231,-10.1721086008236,49.28787878787879,229003.63636363635,1.7424242424242424,38977.39686346054,55.90909090909091,0.0,0.0022345774,54.53743856692296,0.19626133,8.257575757575758,2279947,75.19222376838769
0.009360168,16158,-132.6153846153846,0.0010252191,23.83083639240598,-9.471517217257961,49.4,228556.8,3.0923076923076924,39138.58187890053,55.8,0.0,0.0010252191,54.432177711361355,0.16932787,6.907692307692308,2289906,76.16916360759402
0.010452781,16224,-141.96969696969697,0.0019435126,25.393307415517377,-10.284123300246558,49.25757575757576,229065.69696969696,1.2121212121212122,39304.365023851395,55.92424242424242,0.0,0.0019435126,54.55914237460431,0.21039775,8.787878787878787,2299930,74.60669258448262
0.008981439,16286,-171.29032258064515,0.0013306704,29.04179739354117,-11.439980378033056,46.03225806451613,241730.06451612903,4.967741935483871,39455.51784157753,59.016129032258064,0.0,0.0013306704,57.54417561767263,0.16939777,5.032258064516129,2309937,70.95820260645881
0.008916002,16349,-153.65079365079364,0.0009950092,26.326326000426874,-10.710182974189955,46.80952380952381,238803.3015873016,3.0634920634920637,39611.945491075516,58.301587301587304,0.0,0.0009950092,56.83865397766279,0.16638647,6.936507936507937,2319923,73.67367399957313
0.007521785,16413,-140.46875,0.0008450232,24.636960024808122,-10.232892503915533,48.109375,233600.0,1.328125,39780.00039720535,57.03125,0.0,0.0008450232,55.624690290435815,0.18507122,8.671875,2329840,75.36303997519188
0.008725799,16479,-153.1818181818182,0.00088227907,27.139141057440646,-11.236947915790395,48.696969696969695,231424.0,1.621212121212121,39947.97667002678,56.5,0.0,0.00088227907,55.096038081304094,0.18844044,8.378787878787879,2339971,72.86085894255935
