TimestepsSoFar,AttC,AttNC,TtR,MpbtA,MpbtN,Tbt,Ptt,entloss,Tmt,EpisodesSoFar,entropy,optimgain,Tmc,meankl,surrgain,TimeElapsed,MtR
3349823,0.1282051282051282,0.8717948717948718,-65.66666666666667,19.172210736854737,80.82778926314528,332721.23076923075,79.01204223394191,0.0,81.23076923076923,16279,0.2372524,0.0057412153,22.76923076923077,0.0056607905,0.0057412153,52856.86512732506,-37.530390825435546
3359777,0.1794871794871795,0.8205128205128205,-65.64102564102564,19.345518006580864,80.65448199341911,333351.3846153846,79.19280284475965,0.0,81.38461538461539,16318,0.20869072,0.0066846223,22.564102564102566,0.006374305,0.0066846223,52990.66251993179,-37.388517287150805
3369894,0.08108108108108109,0.918918918918919,-64.62162162162163,19.932392130444864,80.06760786955515,330558.2702702703,78.51986486060336,0.0,80.70270270270271,16355,0.25228402,0.005005724,23.2972972972973,0.0035127643,0.005005724,53121.28289890289,-35.87967956669443
3379964,0.23076923076923078,0.7692307692307693,-64.38461538461539,20.565085162491673,79.43491483750833,331776.0,78.81665771786501,0.0,81.0,16394,0.2633872,0.004948841,22.974358974358974,0.005281478,0.004948841,53260.26782464981,-36.347875844893075
3389861,0.38095238095238093,0.6190476190476191,-66.0952380952381,19.66809417328593,80.33190582671409,336554.6666666667,79.95660216033411,0.0,82.16666666666667,16436,0.22195718,0.004718628,21.738095238095237,0.0056738546,0.004718628,53396.659440755844,-38.85314643550241
3399817,0.43902439024390244,0.5609756097560976,-65.7560975609756,19.728406837949507,80.2715931620505,335372.48780487804,79.63289897768317,0.0,81.8780487804878,16477,0.22077036,0.0054361573,22.097560975609756,0.0058913003,0.0054361573,53535.58622288704,-37.39804054882068
3409811,0.48717948717948717,0.5128205128205128,-64.48717948717949,20.92163346586703,79.07836653413294,333771.4871794872,79.24839414669212,0.0,81.48717948717949,16516,0.20858607,0.0050026,22.512820512820515,0.004278123,0.0050026,53672.81336593628,-35.77359915860599
3419947,0.4358974358974359,0.5641025641025641,-65.38461538461539,18.94532412155923,81.05467587844079,330200.6153846154,78.43857760555952,0.0,80.61538461538461,16555,0.21376929,0.005508922,23.384615384615383,0.0063362885,0.005508922,53806.112107753754,-36.96478132283583
3429775,0.48717948717948717,0.5128205128205128,-64.97435897435898,20.118415503282325,79.88158449671766,333036.3076923077,79.08308460139527,0.0,81.3076923076923,16594,0.2125918,0.0045034178,22.692307692307693,0.0044393823,0.0045034178,53945.908665418625,-36.64157443240506
3439797,0.4358974358974359,0.5641025641025641,-65.48717948717949,19.485881822263753,80.51411817773626,333036.3076923077,79.08229998587714,0.0,81.3076923076923,16633,0.21440068,0.005230466,22.692307692307693,0.0049613663,0.005230466,54075.14204096794,-36.82795688468353
3449919,0.3076923076923077,0.6923076923076923,-65.46153846153847,20.101379366008317,79.8986206339917,335556.92307692306,79.67536976101489,0.0,81.92307692307692,16672,0.22504658,0.00675672,22.05128205128205,0.0055602114,0.00675672,54208.48556017876,-36.88118078430284
3459897,0.425,0.575,-65.7,19.480513130474566,80.51948686952542,334131.2,79.33224997679363,0.0,81.575,16712,0.19105431,0.0064908722,22.425,0.006653255,0.0064908722,54350.14270186424,-38.17119540888777
3469842,0.39473684210526316,0.6052631578947368,-64.84210526315789,20.13745296069602,79.862547039304,332530.5263157895,78.96605939681949,0.0,81.1842105263158,16750,0.22840698,0.0057828696,22.81578947368421,0.0070670363,0.0057828696,54476.60651087761,-36.543853308399356
3479931,0.3076923076923077,0.6923076923076923,-64.61538461538461,20.562333101400334,79.43766689859966,333036.3076923077,79.08338256310206,0.0,81.3076923076923,16789,0.21499355,0.006956534,22.692307692307693,0.006115149,0.006956534,54611.98355913162,-36.5884398249388
3489885,0.38461538461538464,0.6153846153846154,-64.23076923076923,20.04532746178408,79.95467253821592,329045.3333333333,78.19596717546118,0.0,80.33333333333333,16828,0.19775634,0.0055865874,23.641025641025642,0.0061983066,0.0055865874,54748.995396614075,-36.29469460010008
3499773,0.3333333333333333,0.6666666666666666,-65.28205128205128,19.793722751201468,80.20627724879854,333141.3333333333,79.14517669292322,0.0,81.33333333333333,16867,0.19257003,0.0054851226,22.615384615384617,0.005027991,0.0054851226,54887.52858877182,-37.836512707509485
3509824,0.48717948717948717,0.5128205128205128,-65.87179487179488,20.049234336794278,79.95076566320573,337342.358974359,80.12057210401733,0.0,82.35897435897436,16906,0.1893772,0.0052509787,21.564102564102566,0.0051949564,0.0052509787,55023.32907342911,-36.79835284570495
3519814,0.3333333333333333,0.6666666666666666,-65.43589743589743,19.874183628858084,80.12581637114191,334296.6153846154,79.4066522699821,0.0,81.61538461538461,16945,0.17948222,0.0048859697,22.333333333333332,0.005540462,0.0048859697,55154.63314819336,-37.67214086732408
3529978,0.6842105263157895,0.3157894736842105,-64.05263157894737,20.871082227617936,79.12891777238204,331668.2105263158,78.7711339558465,0.0,80.97368421052632,16983,0.17550918,0.00491131,23.026315789473685,0.005394255,0.00491131,55288.09074831009,-35.1370625282647
3539845,0.34210526315789475,0.6578947368421053,-66.21052631578948,18.61484606958119,81.38515393041882,333177.2631578947,79.13419735003573,0.0,81.34210526315789,17021,0.17005657,0.0058822753,22.63157894736842,0.005725444,0.0058822753,55425.20470094681,-37.51087749522677
3549802,0.3076923076923077,0.6923076923076923,-67.05128205128206,18.71884362900527,81.28115637099475,337762.46153846156,80.17672013817005,0.0,82.46153846153847,17060,0.16404146,0.006793774,21.512820512820515,0.005931345,0.006793774,55551.35950279236,-38.54034747541446
3559887,0.4594594594594595,0.5405405405405406,-63.75675675675676,20.648146624854444,79.35185337514557,329008.4324324324,78.16475234079918,0.0,80.32432432432432,17097,0.17036667,0.008820325,23.675675675675677,0.009877248,0.008820325,55693.57326793671,-35.08675018584966
3569788,0.24324324324324326,0.7567567567567568,-65.13513513513513,20.07033678478516,79.92966321521484,333879.35135135136,79.29462458436197,0.0,81.51351351351352,17134,0.16604266,0.0062684077,22.45945945945946,0.0059030405,0.0062684077,55822.062353134155,-36.431894677821745
3579783,0.1891891891891892,0.8108108108108109,-64.08108108108108,20.578229962559472,79.42177003744054,330336.86486486485,78.48774389513396,0.0,80.64864864864865,17171,0.17580633,0.006200928,23.324324324324323,0.00511835,0.006200928,55948.01008582115,-35.720144417111534
3589798,0.2631578947368421,0.7368421052631579,-65.52631578947368,19.29647421214965,80.70352578785032,332638.3157894737,78.9940062940052,0.0,81.21052631578948,17209,0.17906599,0.0068293046,22.789473684210527,0.0050133597,0.0068293046,56084.93034482002,-37.151689120184486
3599944,0.46153846153846156,0.5384615384615384,-64.82051282051282,20.553762772911867,79.44623722708815,334086.5641025641,79.36173374630202,0.0,81.56410256410257,17248,0.16428342,0.0051569506,22.384615384615383,0.00594671,0.0051569506,56211.98653936386,-36.69471097993598
3609914,0.34210526315789475,0.6578947368421053,-64.76315789473684,20.559756913415423,79.44024308658457,333931.7894736842,79.28597364331848,0.0,81.52631578947368,17286,0.1575762,0.004750639,22.473684210526315,0.0062030647,0.004750639,56342.22254681587,-35.94504114501143
3619961,0.2631578947368421,0.7368421052631579,-66.0,18.92213564421558,81.07786435578441,333285.05263157893,79.13979448089545,0.0,81.36842105263158,17324,0.17561528,0.00699966,22.63157894736842,0.007075473,0.00699966,56476.86394023895,-37.220984113020194
3629788,0.24324324324324326,0.7567567567567568,-65.43243243243244,20.22099654775462,79.77900345224538,335761.2972972973,79.72321760992739,0.0,81.97297297297297,17361,0.18603519,0.007016973,22.0,0.0075962786,0.007016973,56602.063000679016,-36.59320018630164
3639972,0.41025641025641024,0.5897435897435898,-64.17948717948718,20.673498705313353,79.32650129468664,331145.8461538461,78.65251630909127,0.0,80.84615384615384,17400,0.17725794,0.005472821,23.153846153846153,0.0054619806,0.005472821,56743.311388492584,-35.81678869780106
3649849,0.21052631578947367,0.7894736842105263,-65.78947368421052,19.69218460119554,80.30781539880445,335440.84210526315,79.66944192860322,0.0,81.89473684210526,17438,0.16214816,0.0062077395,22.05263157894737,0.007145915,0.0062077395,56872.105296850204,-37.98979499407204
3659863,0.5526315789473685,0.4473684210526316,-64.55263157894737,20.446339327177014,79.55366067282297,332207.15789473685,78.91431850378945,0.0,81.10526315789474,17476,0.17813165,0.007607672,22.86842105263158,0.0065158186,0.007607672,57003.174359083176,-35.90159816487234
3669940,0.39473684210526316,0.6052631578947368,-64.84210526315789,20.00960314046024,79.99039685953977,331883.7894736842,78.820049387651,0.0,81.02631578947368,17514,0.18370354,0.007974042,22.973684210526315,0.006985982,0.007974042,57144.544495821,-36.79242134781555
3679786,0.3684210526315789,0.631578947368421,-65.78947368421052,19.298964820928507,80.70103517907148,333931.7894736842,79.28746423683427,0.0,81.52631578947368,17552,0.17553568,0.006086241,22.473684210526315,0.005836956,0.006086241,57274.41667890549,-36.998740302174006
3689759,0.5384615384615384,0.46153846153846156,-65.1025641025641,20.070906825973317,79.92909317402669,333666.46153846156,79.24653101885849,0.0,81.46153846153847,17591,0.19047038,0.006421198,22.512820512820515,0.0064547043,0.006421198,57413.79150938988,-36.83087848042761
3699908,0.55,0.45,-65.125,20.02276624746509,79.97723375253489,333516.8,79.21188091129278,0.0,81.425,17631,0.1686848,0.005549585,22.55,0.004542818,0.005549585,57551.78450465202,-36.75048206898253
3709963,0.45,0.55,-65.15,20.66145930924641,79.33854069075359,336281.6,79.81953601047029,0.0,82.1,17671,0.17127609,0.006146454,21.9,0.005258841,0.006146454,57685.0154299736,-37.1287214350925
3719882,0.4,0.6,-65.15,19.670361605123222,80.32963839487678,332083.2,78.8659608512003,0.0,81.075,17711,0.15824768,0.006185584,22.925,0.006563888,0.006185584,57830.60430574417,-37.87281600795592
3729770,0.23684210526315788,0.7631578947368421,-65.57894736842105,20.264568530749187,79.73543146925081,336518.7368421053,79.91419676242153,0.0,82.15789473684211,17749,0.17546114,0.007116651,21.789473684210527,0.0054164436,0.007116651,57961.37248778343,-36.87166268733202
3739741,0.39473684210526316,0.6052631578947368,-63.36842105263158,21.362459160901736,78.63754083909825,330266.94736842107,78.45327722140746,0.0,80.63157894736842,17787,0.18146051,0.0041678003,23.36842105263158,0.0026924403,0.0041678003,58091.86630511284,-35.085738947949096
3749996,0.3076923076923077,0.6923076923076923,-65.58974358974359,20.158942547607136,79.84105745239286,336292.10256410256,79.84357403413317,0.0,82.1025641025641,17826,0.18723461,0.006185986,21.871794871794872,0.006065552,0.006185986,58227.409694194794,-37.13786786216945
3759780,0.39473684210526316,0.6052631578947368,-65.55263157894737,19.971768475554097,80.02823152444591,335440.84210526315,79.6708914725163,0.0,81.89473684210526,17864,0.17181341,0.005171024,22.05263157894737,0.005175215,0.005171024,58356.22378087044,-36.85408378729861
3769872,0.41025641025641024,0.5897435897435898,-65.2051282051282,20.137446627143138,79.86255337285685,334401.641025641,79.47175854171859,0.0,81.64102564102564,17903,0.19419469,0.0065363557,22.256410256410255,0.004974741,0.0065363557,58491.989575624466,-36.290217657430844
3779889,0.358974358974359,0.6410256410256411,-64.84615384615384,20.036947025689628,79.96305297431036,331986.0512820513,78.86599970697254,0.0,81.05128205128206,17942,0.17968118,0.0055213743,22.923076923076923,0.0055853245,0.0055213743,58625.99371886253,-36.891448117237175
