EpisodesSoFar,AttNC,meankl,Ptt,TimestepsSoFar,entloss,Tmc,entropy,surrgain,MpbtN,MtR,optimgain,TimeElapsed,MpbtA,TtR,Tbt,Tmt,AttC
6268,2.9206349206349205,0.004725715,59.24280550867364,719909,0.0,44.20634920634921,0.37935013,0.0051406715,30.945536432361433,-12.844576431563594,0.0051406715,16262.047751903534,69.05446356763856,-189.04761904761904,249010.79365079364,60.79365079365079,7.079365079365079
6328,3.716666666666667,0.003398875,60.00319694054574,729901,0.0,43.416666666666664,0.35937548,0.0027027088,26.39005918846812,-11.256697192290419,0.0027027088,16416.55410218239,73.60994081153187,-163.16666666666666,252381.86666666667,61.61666666666667,6.283333333333333
6388,3.9833333333333334,0.0037707998,59.046417150415444,739953,0.0,44.43333333333333,0.3706726,0.0030089722,27.918298840990563,-11.822847314837569,0.0030089722,16579.86675095558,72.08170115900943,-169.5,248217.6,60.6,6.016666666666667
6449,3.5245901639344264,0.0027252496,59.768419082919905,749986,0.0,43.65573770491803,0.3738073,0.0027188747,30.384595897505115,-12.781385417791427,0.0027188747,16733.41025185585,69.6154041024949,-187.21311475409837,251333.24590163934,61.36065573770492,6.475409836065574
6508,3.0508474576271185,0.003193417,58.710224318090035,759870,0.0,44.779661016949156,0.3737924,0.0028834033,30.269374661466237,-12.312620687373284,0.0028834033,16888.094885587692,69.73062533853376,-182.71186440677965,246731.93220338982,60.23728813559322,6.9491525423728815
6568,4.133333333333334,0.004333417,59.17006226891447,769898,0.0,44.28333333333333,0.37034062,0.004618345,29.093488582990926,-12.277165856839094,0.004618345,17043.40056872368,70.90651141700904,-177.83333333333334,248695.46666666667,60.71666666666667,5.866666666666666
6627,3.559322033898305,0.0041974834,59.0306976193512,779914,0.0,44.440677966101696,0.3953249,0.0035425245,28.958508653791533,-11.8119871340621,0.0035425245,17195.5109231472,71.04149134620845,-175.59322033898306,248120.40677966102,60.57627118644068,6.440677966101695
6687,2.9,0.004359445,59.42096521216336,789912,0.0,44.03333333333333,0.39741892,0.0033524286,30.532365341105663,-12.431188957967851,0.0033524286,17358.345487833023,69.46763465889434,-187.16666666666666,249856.0,61.0,7.1
6748,2.1639344262295084,0.0034021332,59.5477296316724,799935,0.0,43.885245901639344,0.41074184,0.0035326595,31.161024582637484,-12.563422595362013,0.0035326595,17507.017004728317,68.8389754173625,-192.29508196721312,250326.03278688525,61.114754098360656,7.836065573770492
6809,2.2459016393442623,0.00327057,59.140139064502954,809941,0.0,44.32786885245902,0.39218077,0.002852495,30.78134067446713,-12.416862390956705,0.002852495,17663.551757335663,69.21865932553287,-188.19672131147541,248647.34426229508,60.704918032786885,7.754098360655738
6870,2.8524590163934427,0.00434993,58.99127349672366,819921,0.0,44.47540983606557,0.3823853,0.0034748677,29.50107806123929,-12.07633070537841,0.0034748677,17810.574962615967,70.49892193876072,-179.18032786885246,247908.7213114754,60.52459016393443,7.147540983606557
6931,2.4262295081967213,0.003430717,60.02726211032921,829967,0.0,43.36065573770492,0.3884875,0.003619838,33.58945249529026,-13.671637274616318,0.003619838,17988.11516714096,66.41054750470975,-209.01639344262296,252340.45901639343,61.60655737704918,7.573770491803279
6991,3.1666666666666665,0.0040779607,60.2308904576122,839936,0.0,43.15,0.36369652,0.003706408,29.607827055714253,-12.364109492969762,0.003706408,18165.13673877716,70.39217294428575,-184.5,253269.33333333334,61.833333333333336,6.833333333333333
7051,3.0166666666666666,0.0037319385,59.869751841284305,849950,0.0,43.53333333333333,0.37248704,0.0030147778,32.45196829962966,-13.451471770744028,0.0030147778,18341.798021793365,67.54803170037032,-200.16666666666666,251699.2,61.45,6.983333333333333
7109,3.4310344827586206,0.0039655953,60.04560919247999,859851,0.0,43.36206896551724,0.37223873,0.003229273,31.84348944190919,-13.28748335265671,0.003229273,18514.338728427887,68.15651055809082,-197.06896551724137,252539.58620689655,61.6551724137931,6.568965517241379
7169,2.816666666666667,0.0040931352,60.050513467050024,869966,0.0,43.35,0.39495417,0.0036406931,31.020644965562266,-13.00938606840803,0.0036406931,18676.329307079315,68.97935503443773,-192.0,252518.4,61.65,7.183333333333334
7229,3.216666666666667,0.0036307843,59.021474396156954,879937,0.0,44.45,0.3855003,0.003411256,29.96436351264278,-12.52200872714376,0.003411256,18838.321466445923,70.0356364873572,-182.83333333333334,248081.06666666668,60.56666666666667,6.783333333333333
7291,2.5,0.0047628465,59.715677015506245,889991,0.0,43.70967741935484,0.38610435,0.0032668,31.2204448505055,-12.923754276987033,0.0032668,18988.99450159073,68.77955514949451,-193.38709677419354,251045.16129032258,61.29032258064516,7.5
7351,3.3333333333333335,0.0040923646,59.81722748468193,899860,0.0,43.6,0.38220617,0.002945862,28.708914631120088,-12.003231162872085,0.002945862,19151.73939371109,71.29108536887992,-177.16666666666666,251494.4,61.4,6.666666666666667
7413,2.1774193548387095,0.0036708675,59.71947762509894,909922,0.0,43.693548387096776,0.39561117,0.0037101356,33.05910921594627,-13.191972486957487,0.0037101356,19298.211597442627,66.94089078405374,-203.38709677419354,251045.16129032258,61.29032258064516,7.82258064516129
7473,2.6666666666666665,0.0036946351,59.01181348005728,919830,0.0,44.46666666666667,0.3758811,0.003331601,31.407978684674564,-12.601312001476572,0.003331601,19454.726492404938,68.59202131532543,-191.33333333333334,248081.06666666668,60.56666666666667,7.333333333333333
7534,2.9672131147540983,0.003735456,59.821898539061415,929878,0.0,43.60655737704918,0.37133655,0.0029737372,29.38212262566274,-12.375514364949398,0.0029737372,19609.91594362259,70.61787737433725,-180.98360655737704,251601.83606557376,61.42622950819672,7.032786885245901
7593,2.5762711864406778,0.0034432397,59.38138262241259,939871,0.0,44.08474576271186,0.38496172,0.003082304,30.647651450959767,-12.678894200841016,0.003082304,19755.39020061493,69.3523485490402,-187.6271186440678,249717.15254237287,60.96610169491525,7.423728813559322
7653,2.2333333333333334,0.0031187818,59.192409353583436,949850,0.0,44.266666666666666,0.39895457,0.0029951686,29.448524387686284,-12.12082288648931,0.0029951686,19907.668818712234,70.55147561231371,-179.66666666666666,248832.0,60.75,7.766666666666667
7713,2.3,0.004218619,60.19863937462836,959910,0.0,43.2,0.37803298,0.0033889196,32.57693224842089,-13.546624493005234,0.0033889196,20055.301309108734,67.42306775157911,-202.5,253201.06666666668,61.81666666666667,7.7
7773,3.25,0.0040376172,59.0996949854163,969880,0.0,44.36666666666667,0.40071946,0.0029706042,28.060304493749072,-11.664857945130686,0.0029706042,20209.50339603424,71.93969550625094,-170.5,248422.4,60.65,6.75
7834,2.3114754098360657,0.0031318378,60.839442893189,979991,0.0,42.50819672131148,0.4088679,0.0027219257,32.53718155975208,-13.343782429175628,0.0027219257,20357.59564948082,67.46281844024796,-204.4262295081967,255899.2786885246,62.47540983606557,7.688524590163935
7892,2.0344827586206895,0.0036563172,61.15546080420776,989966,0.0,42.1551724137931,0.40978378,0.003183849,31.755452774538707,-12.90007362646929,0.003183849,20507.253756046295,68.24454722546128,-200.0,257200.55172413794,62.793103448275865,7.9655172413793105
7951,2.0508474576271185,0.0035700477,60.37994515829453,999837,0.0,43.0,0.39799532,0.0032758967,32.81949166171736,-13.355206632296127,0.0032758967,20652.987177848816,67.18050833828265,-205.25423728813558,253952.0,62.0,7.9491525423728815
8012,2.9672131147540983,0.0053444006,60.57508052607923,1009949,0.0,42.80327868852459,0.37905243,0.0039419294,30.34865703853424,-12.818390511187193,0.0039419294,20808.26262331009,69.65134296146574,-188.85245901639345,254824.9180327869,62.21311475409836,7.032786885245901
8074,1.7903225806451613,0.003518966,59.86659242168113,1019851,0.0,43.53225806451613,0.3823518,0.0031181192,32.77335152835263,-13.460154063777402,0.0031181192,20954.516692638397,67.2266484716474,-202.09677419354838,251639.74193548388,61.435483870967744,8.209677419354838
8136,2.5483870967741935,0.003814169,58.44878169323609,1029870,0.0,45.064516129032256,0.35623282,0.0033173969,31.43643967759394,-12.710245303757167,0.0033173969,21116.670248270035,68.56356032240603,-189.83870967741936,245627.87096774194,59.96774193548387,7.451612903225806
8199,1.873015873015873,0.0029963052,59.37387647887171,1039995,0.0,44.07936507936508,0.36628288,0.0028229377,34.4988650258925,-13.944138189586198,0.0028229377,21273.240583896637,65.50113497410752,-211.26984126984127,249660.95238095237,60.95238095238095,8.126984126984127
8260,2.7540983606557377,0.003192876,59.27570469996443,1049984,0.0,44.18032786885246,0.36705843,0.0029858036,30.390011836580452,-12.873043523740632,0.0029858036,21428.38494515419,69.60998816341959,-185.24590163934425,249184.52459016393,60.83606557377049,7.245901639344262
8320,2.8333333333333335,0.0042032995,58.98113007000526,1059835,0.0,44.5,0.37823483,0.0029779058,29.893106681715974,-12.501150956259401,0.0029779058,21583.148297548294,70.10689331828401,-182.66666666666666,247944.53333333333,60.53333333333333,7.166666666666667
8382,2.129032258064516,0.0044186213,60.56833950599652,1069962,0.0,42.806451612903224,0.37605324,0.003256793,33.529187876064555,-13.684139981846602,0.003256793,21733.38895535469,66.47081212393545,-210.16129032258064,254810.83870967742,62.20967741935484,7.870967741935484
8445,1.253968253968254,0.0034672644,60.81171043658391,1079865,0.0,42.523809523809526,0.3786267,0.0029422382,38.174390373956705,-15.301135683605668,0.0029422382,21896.295223474503,61.825609626043295,-241.26984126984127,255707.42857142858,62.42857142857143,8.746031746031745
8507,2.2580645161290325,0.004543295,59.92209132626732,1089883,0.0,43.483870967741936,0.3678339,0.0031261775,33.7579173680513,-13.833399678945362,0.0031261775,22049.106263637543,66.2420826319487,-209.03225806451613,251970.06451612903,61.516129032258064,7.741935483870968
8568,2.3114754098360657,0.002907533,59.721559873795165,1099931,0.0,43.704918032786885,0.36649218,0.003085491,33.48215523400528,-13.496720805482399,0.003085491,22211.110207796097,66.51784476599471,-207.04918032786884,251131.80327868852,61.31147540983606,7.688524590163935
