meankl,entloss,TimeElapsed,optimgain,entropy,surrgain,EpisodesSoFar,TtR,MtR,Fce,AttNC,AttC,TimestepsSoFar
0.0037447028,0.0,3958.154168367386,0.0008911473,0.9173986,0.0008911473,1889,2060.0,118.12557882084444,0.848501020991587,9.090909090909092,0.9090909090909091,329971
0.0014305139,0.0,4064.584404706955,0.00038022856,0.92579776,0.00038022856,1934,2038.2222222222222,116.91389649485427,0.8397930838786185,8.6,1.4,339855
0.008757295,0.0,4177.538578510284,0.00047405393,0.8358528,0.00047405393,1978,2159.7727272727275,123.48654946873079,0.8860097751710655,9.068181818181818,0.9318181818181818,349919
0.004531047,0.0,4285.82998085022,0.000115471456,0.7700248,0.000115471456,2022,2208.181818181818,126.40042019726916,0.8981706791232482,9.045454545454545,0.9545454545454546,359963
0.00041196143,0.0,4395.822939157486,5.3597927e-05,0.7884762,5.3597927e-05,2063,2387.317073170732,136.4739048894754,0.9549268292682928,9.75609756097561,0.24390243902439024,369970
0.01017476,0.0,4500.797052621841,0.00063424365,0.6908891,0.00063424365,2108,2126.0,121.66684989908669,0.875369696969697,8.666666666666666,1.3333333333333333,379770
0.00893351,0.0,4619.131495475769,0.00039822166,0.7884772,0.00039822166,2149,2416.3414634146343,138.19524980718344,0.9736510318949344,9.75609756097561,0.24390243902439024,389783
0.01017476,0.0,4720.896001577377,9.8478085e-05,0.6908891,9.8478085e-05,2192,2276.5116279069766,130.0732969441769,0.9235828047921071,9.232558139534884,0.7674418604651163,399826
0.010174863,0.0,4832.510359287262,0.00017572622,0.5932943,0.00017572622,2235,2305.3488372093025,131.7448062699367,0.9221395348837209,9.30232558139535,0.6976744186046512,409841
0.008933204,0.0,4941.685937404633,6.638393e-05,0.6908891,6.638393e-05,2278,2314.6511627906975,132.3060279165497,0.9399586563307492,9.30232558139535,0.6976744186046512,419860
0.008933196,0.0,5052.398492336273,0.0003323214,0.7884762,0.0003323214,2321,2308.6046511627906,131.98596072595265,0.9302254025044719,9.30232558139535,0.6976744186046512,429887
0.008933204,0.0,5161.807783603668,5.0555325e-05,0.8860656,5.0555325e-05,2362,2393.9024390243903,136.91444122757278,0.967121951219512,9.75609756097561,0.24390243902439024,439892
0.010174751,0.0,5271.319609880447,5.931099e-05,0.7884772,5.931099e-05,2408,2055.217391304348,117.84575504342116,0.8668769967760149,8.478260869565217,1.5217391304347827,449773
0.010174863,0.0,5381.4838745594025,0.00028503896,0.6908891,0.00028503896,2448,2457.5,140.55442561969895,0.9829999999999999,10.0,0.0,459773
0.010174863,0.0,5496.910569667816,0.00011441639,0.5932943,0.00011441639,2489,2416.5853658536585,138.16345081631874,0.9761951219512197,9.75609756097561,0.24390243902439024,469778
0.008933204,0.0,5603.647173166275,7.9525016e-05,0.6908891,7.9525016e-05,2529,2486.0,142.01079024738698,0.9944,10.0,0.0,479778
0.01017476,0.0,5709.037633657455,3.8955077e-05,0.5932944,3.8955077e-05,2570,2417.8048780487807,138.1622505780426,0.967121951219512,9.75609756097561,0.24390243902439024,489783
0.010174871,0.0,5819.940101861954,0.0003269432,0.49570653,0.0003269432,2610,2489.75,142.29508466802963,0.9958999999999998,10.0,0.0,499783
0.008933204,0.0,5926.284196138382,7.81237e-05,0.5932944,7.81237e-05,2650,2495.75,142.59206196977584,0.9983000000000001,9.975,0.025,509783
0.010174863,0.0,6034.8320100307465,0.00033649593,0.4957066,0.00033649593,2691,2426.3414634146343,138.67594321784992,0.9705365853658537,9.75609756097561,0.24390243902439024,519788
0.008933102,0.0,6142.347773551941,0.0005933825,0.5932944,0.0005933825,2731,2495.0,142.58478036062115,0.9980000000000002,10.0,0.0,529788
0.010174781,0.0,6253.223571300507,0.00016304333,0.49570653,0.00016304333,2772,2427.8048780487807,138.76466032559455,0.9778954703832751,9.75609756097561,0.24390243902439024,539795
0.010174871,0.0,6347.704546689987,8.0142825e-05,0.3981203,8.0142825e-05,2813,2436.829268292683,139.28866543715,0.9827642276422766,9.75609756097561,0.24390243902439024,549798
0.008933102,0.0,6449.949089050293,0.00034416924,0.4957065,0.00034416924,2853,2498.75,142.8030091216214,0.9994999999999999,10.0,0.0,559798
0.008933204,0.0,6547.460475444794,0.00015943796,0.5932943,0.00015943796,2893,2494.25,142.5513567587928,0.9977,10.0,0.0,569798
0.008932625,0.0,6648.506283521652,2.2158727e-05,0.6908858,2.2158727e-05,2933,2488.25,142.23401658428787,0.9953,10.0,0.0,579798
0.01017476,0.0,6749.570855855942,0.00048489845,0.59329283,0.00048489845,2976,2297.4418604651164,131.44145881532646,0.9428627697464907,9.255813953488373,0.7441860465116279,589841
0.008933196,0.0,6854.0620312690735,0.00014314459,0.6908858,0.00014314459,3018,2371.190476190476,135.57199181450645,0.9639682539682539,9.523809523809524,0.47619047619047616,599853
0.008933204,0.0,6951.818411827087,0.00041426558,0.78847593,0.00041426558,3058,2473.0,141.2712933247327,0.9891999999999997,10.0,0.0,609853
0.008933204,0.0,7053.6376321315765,4.029461e-05,0.8860646,4.029461e-05,3100,2342.3809523809523,133.80402459106583,0.9481244646006552,9.523809523809524,0.47619047619047616,619887
0.010174863,0.0,7154.748207092285,0.00046496192,0.78847593,0.00046496192,3143,2247.4418604651164,128.61219262685452,0.921793553651571,9.30232558139535,0.6976744186046512,629936
0.010174863,0.0,7256.071398258209,0.00047578063,0.6908858,0.00047578063,3188,2127.5555555555557,121.8753887717056,0.8949754610400993,8.622222222222222,1.3777777777777778,639756
0.010174871,0.0,7355.734765052795,0.00028934624,0.59329283,0.00028934624,3231,2299.5348837209303,131.4853156115291,0.9279291251384272,9.255813953488373,0.7441860465116279,649787
0.010174863,0.0,7449.357500553131,0.00023346476,0.49570465,0.00023346476,3272,2430.9756097560976,138.96837660513157,0.9791637630662019,9.75609756097561,0.24390243902439024,659794
0.01017476,0.0,7549.15881228447,2.3509883e-06,0.39811417,2.3509883e-06,3313,2439.0243902439024,139.46373462042402,0.9851846689895473,9.75609756097561,0.24390243902439024,669815
0.008933204,0.0,7648.008182764053,2.565094e-05,0.49570462,2.565094e-05,3353,2498.5,142.7933684812218,0.9994,10.0,0.0,679815
0.008933204,0.0,7745.946444272995,0.00014636783,0.59329283,0.00014636783,3393,2496.0,142.6478868729163,0.9984,10.0,0.0,689815
0.008933204,0.0,7838.793133020401,7.763382e-05,0.6908855,7.763382e-05,3434,2430.487804878049,138.9426567315541,0.9802276422764229,9.75609756097561,0.24390243902439024,699818
0.008933204,0.0,7935.675919294357,0.00015561287,0.78847593,0.00015561287,3476,2358.5714285714284,134.72823105360635,0.9574285714285713,9.523809523809524,0.47619047619047616,709828
0.008933196,0.0,8024.550135374069,0.00017478781,0.8860646,0.00017478781,3520,2231.818181818182,127.70283115767239,0.9133102227540729,9.090909090909092,0.9090909090909091,719902
0.008933204,0.0,8122.616740465164,3.5847723e-05,0.9836474,3.5847723e-05,3560,2404.75,137.3084332224713,0.9619000000000003,10.0,0.0,729902
0.010174863,0.0,8216.08041214943,0.0005513141,0.8860646,0.0005513141,3606,2010.6521739130435,115.51020653843493,0.8356138914799063,8.456521739130435,1.5434782608695652,739889
0.008932114,0.0,8320.048615455627,1.8323384e-05,0.98364383,1.8323384e-05,3646,2409.0,137.80726336328888,0.9636000000000002,10.0,0.0,749889
0.010165094,0.0,8417.464322566986,0.0002506642,0.886108,0.0002506642,3693,1972.127659574468,113.1139829775765,0.8133310187145153,8.297872340425531,1.702127659574468,759823
0.010174863,0.0,8523.743897914886,0.00088844943,0.7885133,0.00088844943,3736,2243.4883720930234,128.3887727666016,0.9056965669988926,9.30232558139535,0.6976744186046512,769856
0.010174863,0.0,8616.371018409729,9.5438234e-05,0.69091976,9.5438234e-05,3776,2443.75,139.62941250952093,0.9775,9.975,0.025,779856
0.01017476,0.0,8724.24402976036,9.7514e-05,0.5933308,9.7514e-05,3817,2420.243902439024,138.358735435974,0.974871080139373,9.75609756097561,0.24390243902439024,789863
0.008933204,0.0,8816.518603086472,0.00018873204,0.69091976,0.00018873204,3857,2491.5,142.36779438825502,0.9965999999999997,10.0,0.0,799863
0.010174863,0.0,8921.019828796387,0.0005528137,0.5933308,0.0005528137,3900,2300.9302325581393,131.49754710564977,0.938919158361019,9.255813953488373,0.7441860465116279,809876
0.010174781,0.0,9018.054264307022,8.829613e-06,0.4957485,8.829613e-06,3940,2482.75,141.8363670984892,0.9931000000000001,10.0,0.0,819876
0.008933102,0.0,9125.875620126724,0.00074545166,0.5933307,0.00074545166,3980,2494.0,142.5066448496656,0.9975999999999997,10.0,0.0,829876
0.010174863,0.0,9226.84738111496,0.00023773672,0.49574843,0.00023773672,4020,2493.25,142.50293982804237,0.9972999999999997,10.0,0.0,839876
0.01017476,0.0,9335.262596607208,0.00013171906,0.39815342,0.00013171906,4061,2435.609756097561,139.23844587563312,0.9849155722326454,9.75609756097561,0.24390243902439024,849889
0.010174863,0.0,9439.14238858223,0.00038697463,0.3005668,0.00038697463,4101,2499.75,142.85636838111995,0.9999,10.0,0.0,859889
0.010174863,0.0,9542.722532987595,0.00033848736,0.20297363,0.00033848736,4141,2499.5,142.84496317052543,0.9997999999999999,10.0,0.0,869889
0.01017476,0.0,9646.636940717697,9.323145e-05,0.10538487,9.323145e-05,4181,2500.0,142.8784238871937,1.0,10.0,0.0,879889
0.008933204,0.0,9749.378025770187,0.000113973445,0.20297387,0.000113973445,4221,2500.0,142.8784238871937,1.0,10.0,0.0,889889
0.010174863,0.0,9853.509722471237,0.00024189742,0.10538501,0.00024189742,4261,2500.0,142.8784238871937,1.0,10.0,0.0,899889
0.010174744,0.0,9958.042002439499,0.00036437775,0.00779613,0.00036437775,4301,2500.0,142.8784238871937,1.0,10.0,0.0,909889
0.008933204,0.0,10059.91503739357,0.00016637935,0.10538552,0.00016637935,4341,2500.0,142.8784238871937,1.0,10.0,0.0,919889
0.010174781,0.0,10168.85900092125,7.1466486e-05,0.007796249,7.1466486e-05,4381,2500.0,142.8784238871937,1.0,10.0,0.0,929889
0.010174871,0.0,10268.766635656357,0.00042151634,-0.08979383,0.00042151634,4421,2500.0,142.8784238871937,1.0,10.0,0.0,939889
0.008933196,0.0,10372.764687776566,0.0008474907,0.0077958107,0.0008474907,4461,2500.0,142.8784238871937,1.0,10.0,0.0,949889
0.008933204,0.0,10475.49407362938,0.00078236277,0.10538501,0.00078236277,4501,2500.0,142.8784238871937,1.0,10.0,0.0,959889
0.010174781,0.0,10575.222934246063,0.0001561556,0.0077954913,0.0001561556,4541,2500.0,142.8784238871937,1.0,10.0,0.0,969889
0.010174781,0.0,10675.09332561493,0.00073471526,-0.08979451,0.00073471526,4581,2500.0,142.8784238871937,1.0,10.0,0.0,979889
0.010174871,0.0,10778.227176904678,0.000103450235,-0.18738449,0.000103450235,4621,2500.0,142.8784238871937,1.0,10.0,0.0,989889
0.010174751,0.0,10876.695105552673,0.00036866448,-0.2849734,0.00036866448,4661,2500.0,142.8784238871937,1.0,10.0,0.0,999889
0.008933196,0.0,10980.835055828094,8.320776e-05,-0.18738458,8.320776e-05,4701,2500.0,142.8784238871937,1.0,10.0,0.0,1009889
0.008933196,0.0,11078.733483552933,0.00070141215,-0.08979516,0.00070141215,4741,2500.0,142.8784238871937,1.0,10.0,0.0,1019889
0.010174781,0.0,11174.920529127121,0.00021214779,-0.18738459,0.00021214779,4781,2500.0,142.8784238871937,1.0,10.0,0.0,1029889
0.010174781,0.0,11270.686756849289,0.0008698349,-0.2849734,0.0008698349,4821,2500.0,142.8784238871937,1.0,10.0,0.0,1039889
0.010174781,0.0,11360.778012752533,0.00020266415,-0.38256758,0.00020266415,4861,2500.0,142.8784238871937,1.0,10.0,0.0,1049889
0.008933204,0.0,11452.385400533676,0.00016836906,-0.28497398,0.00016836906,4901,2500.0,142.8784238871937,1.0,10.0,0.0,1059889
3.707409e-05,0.0,11558.251226902008,1.5384674e-07,-0.2788739,1.5384674e-07,4941,2500.0,142.8784238871937,1.0,10.0,0.0,1069889
0.010174863,0.0,11651.11704993248,0.000344272,-0.37646505,0.000344272,4981,2500.0,142.8784238871937,1.0,10.0,0.0,1079889
0.010157117,0.0,11753.432108163834,4.6881487e-06,-0.47397065,4.6881487e-06,5021,2500.0,142.8784238871937,1.0,10.0,0.0,1089889
0.010174863,0.0,11847.923022031784,3.6671772e-05,-0.5715637,3.6671772e-05,5061,2500.0,142.8784238871937,1.0,10.0,0.0,1099889
0.008933102,0.0,11949.522595405579,0.00039845167,-0.47397065,0.00039845167,5101,2500.0,142.8784238871937,1.0,10.0,0.0,1109889
0.010174871,0.0,12049.906931638718,0.00016341916,-0.5715637,0.00016341916,5141,2500.0,142.8784238871937,1.0,10.0,0.0,1119889
0.008933102,0.0,12150.38818025589,0.0003051101,-0.47397065,0.0003051101,5181,2500.0,142.8784238871937,1.0,10.0,0.0,1129889
0.008933204,0.0,12246.592252492905,0.00017660287,-0.37638402,0.00017660287,5221,2500.0,142.8784238871937,1.0,10.0,0.0,1139889
0.010174863,0.0,12347.075946092606,0.0003869931,-0.473971,0.0003869931,5261,2500.0,142.8784238871937,1.0,10.0,0.0,1149889
0.010174863,0.0,12443.484534025192,9.060075e-05,-0.5715637,9.060075e-05,5301,2500.0,142.8784238871937,1.0,10.0,0.0,1159889
0.01017476,0.0,12538.179330348969,0.0002792326,-0.66915685,0.0002792326,5341,2500.0,142.8784238871937,1.0,10.0,0.0,1169889
0.008933204,0.0,12635.628276586533,0.00030826035,-0.5715637,0.00030826035,5381,2500.0,142.8784238871937,1.0,10.0,0.0,1179889
0.010170945,0.0,12733.467417478561,0.0003353502,-0.6691341,0.0003353502,5421,2500.0,142.8784238871937,1.0,10.0,0.0,1189889
0.008933102,0.0,12828.750208616257,0.000126946,-0.57154155,0.000126946,5461,2500.0,142.8784238871937,1.0,10.0,0.0,1199889
0.0024602413,0.0,12932.028205394745,1.3226509e-06,-0.6203372,1.3226509e-06,5501,2500.0,142.8784238871937,1.0,10.0,0.0,1209889
0.008933102,0.0,13028.625424146652,2.5110055e-06,-0.52275646,2.5110055e-06,5541,2500.0,142.8784238871937,1.0,10.0,0.0,1219889
0.008933416,0.0,13123.59712433815,1.10319515e-05,-0.42516148,1.10319515e-05,5581,2500.0,142.8784238871937,1.0,10.0,0.0,1229889
0.008933196,0.0,13223.706578731537,0.00038344177,-0.32757264,0.00038344177,5621,2500.0,142.8784238871937,1.0,10.0,0.0,1239889
0.010174863,0.0,13321.567779064178,0.0004383896,-0.42516148,0.0004383896,5661,2500.0,142.8784238871937,1.0,10.0,0.0,1249889
0.010174245,0.0,13413.22108745575,0.0009105068,-0.52274334,0.0009105068,5701,2500.0,142.8784238871937,1.0,10.0,0.0,1259889
0.01017476,0.0,13514.672582626343,0.00019356595,-0.6203327,0.00019356595,5741,2500.0,142.8784238871937,1.0,10.0,0.0,1269889
0.008933102,0.0,13613.46876335144,4.5071916e-05,-0.52274334,4.5071916e-05,5781,2500.0,142.8784238871937,1.0,10.0,0.0,1279889
0.00058567524,0.0,13709.937590837479,3.2020187e-06,-0.49835157,3.2020187e-06,5821,2500.0,142.8784238871937,1.0,10.0,0.0,1289889
0.010174781,0.0,13812.216254234314,0.00053222955,-0.59594095,0.00053222955,5861,2500.0,142.8784238871937,1.0,10.0,0.0,1299889
0.010172003,0.0,13908.860572338104,6.72815e-05,-0.693515,6.72815e-05,5901,2500.0,142.8784238871937,1.0,10.0,0.0,1309889
0.008933204,0.0,14004.554659605026,0.0005785262,-0.5959231,0.0005785262,5941,2500.0,142.8784238871937,1.0,10.0,0.0,1319889
0.010174863,0.0,14104.346090078354,0.00014022132,-0.693515,0.00014022132,5981,2500.0,142.8784238871937,1.0,10.0,0.0,1329889
0.010174781,0.0,14197.854047060013,0.0003413546,-0.7911019,0.0003413546,6021,2500.0,142.8784238871937,1.0,10.0,0.0,1339889
0.008933102,0.0,14299.581981420517,0.00014703236,-0.693515,0.00014703236,6061,2500.0,142.8784238871937,1.0,10.0,0.0,1349889
0.008933204,0.0,14396.57709646225,0.00039955773,-0.5959234,0.00039955773,6101,2500.0,142.8784238871937,1.0,10.0,0.0,1359889
0.010174744,0.0,14495.165336370468,7.58129e-05,-0.693515,7.58129e-05,6141,2500.0,142.8784238871937,1.0,10.0,0.0,1369889
0.010174871,0.0,14591.21759390831,0.00020855409,-0.7911019,0.00020855409,6181,2500.0,142.8784238871937,1.0,10.0,0.0,1379889
0.010174863,0.0,14691.119131803513,0.00034833263,-0.88869303,0.00034833263,6221,2500.0,142.8784238871937,1.0,10.0,0.0,1389889
0.0023852813,0.0,14785.205753803253,7.0963574e-06,-0.9367623,7.0963574e-06,6261,2500.0,142.8784238871937,1.0,10.0,0.0,1399889
0.010132344,0.0,14882.031683921814,1.660553e-05,-1.0341376,1.660553e-05,6301,2500.0,142.8784238871937,1.0,10.0,0.0,1409889
0.00888932,0.0,14975.852668762207,0.00030679873,-0.9368086,0.00030679873,6341,2500.0,142.8784238871937,1.0,10.0,0.0,1419889
0.010051852,0.0,15064.315740585327,0.00011818431,-1.0338147,0.00011818431,6381,2500.0,142.8784238871937,1.0,10.0,0.0,1429889
0.008927697,0.0,15165.025173664093,0.0003528659,-0.9362632,0.0003528659,6421,2500.0,142.8784238871937,1.0,10.0,0.0,1439889
0.010172003,0.0,15259.488438606262,0.0003581063,-1.0338318,0.0003581063,6461,2500.0,142.8784238871937,1.0,10.0,0.0,1449889
0.008699746,0.0,15354.486826658249,0.00014245567,-0.93757814,0.00014245567,6501,2500.0,142.8784238871937,1.0,10.0,0.0,1459889
0.010102365,0.0,15450.726019859314,3.3047752e-05,-1.0348365,3.3047752e-05,6541,2500.0,142.8784238871937,1.0,10.0,0.0,1469889
0.010918614,0.0,15547.570179462433,0.00032113114,-1.1117089,0.00032113114,6581,2500.0,142.8784238871937,1.0,10.0,0.0,1479889
0.006906103,0.0,15644.685626029968,0.00055069395,-1.051407,0.00055069395,6621,2500.0,142.8784238871937,1.0,10.0,0.0,1489889
0.0076090423,0.0,15744.566745758057,0.0006439069,-1.1232766,0.0006439069,6661,2500.0,142.8784238871937,1.0,10.0,0.0,1499889
0.0067512956,0.0,15844.777100801468,0.0007199078,-1.1927333,0.0007199078,6701,2500.0,142.8784238871937,1.0,10.0,0.0,1509889
0.0030293202,0.0,15942.876425743103,0.0006934109,-1.15985,0.0006934109,6741,2500.0,142.8784238871937,1.0,10.0,0.0,1519889
0.0045325016,0.0,16039.385379076004,0.0003597911,-1.1218303,0.0003597911,6781,2500.0,142.8784238871937,1.0,10.0,0.0,1529889
0.0030647584,0.0,16139.880674600601,0.0003619324,-1.0677633,0.0003619324,6821,2500.0,142.8784238871937,1.0,10.0,0.0,1539889
0.0039885463,0.0,16234.871349096298,0.00045412368,-1.1080889,0.00045412368,6861,2500.0,142.8784238871937,1.0,10.0,0.0,1549889
0.004013122,0.0,16341.22798538208,0.0003745008,-1.1428212,0.0003745008,6901,2500.0,142.8784238871937,1.0,10.0,0.0,1559889
0.008124603,0.0,16437.80261850357,0.0005776594,-1.2237426,0.0005776594,6941,2500.0,142.8784238871937,1.0,10.0,0.0,1569889
0.0009734724,0.0,16537.435069084167,7.834067e-05,-1.1990324,7.834067e-05,6981,2500.0,142.8784238871937,1.0,10.0,0.0,1579889
0.008188374,0.0,16636.99337744713,0.0003346379,-1.1170825,0.0003346379,7021,2500.0,142.8784238871937,1.0,10.0,0.0,1589889
0.0030924503,0.0,16736.074768066406,0.00031003356,-1.0980182,0.00031003356,7061,2500.0,142.8784238871937,1.0,10.0,0.0,1599889
0.0050408337,0.0,16836.22061228752,0.0005874921,-1.0379491,0.0005874921,7101,2500.0,142.8784238871937,1.0,10.0,0.0,1609889
0.009074495,0.0,16940.395171642303,0.0017501755,-0.9666589,0.0017501755,7141,2500.0,142.8784238871937,1.0,10.0,0.0,1619889
0.003660108,0.0,17029.75502705574,0.0004740596,-0.9138958,0.0004740596,7181,2500.0,142.8784238871937,1.0,10.0,0.0,1629889
0.0021709006,0.0,17134.503334760666,0.00052815763,-0.87189186,0.00052815763,7221,2500.0,142.8784238871937,1.0,10.0,0.0,1639889
0.005341389,0.0,17232.583247184753,0.0006666141,-0.9174398,0.0006666141,7261,2500.0,142.8784238871937,1.0,10.0,0.0,1649889
0.005699754,0.0,17329.572420835495,0.0006076105,-0.9757639,0.0006076105,7301,2500.0,142.8784238871937,1.0,10.0,0.0,1659889
0.0052835476,0.0,17427.07689356804,0.000535083,-0.9038711,0.000535083,7341,2500.0,142.8784238871937,1.0,10.0,0.0,1669889
0.0074848183,0.0,17529.895796775818,0.0005540349,-0.9764408,0.0005540349,7381,2500.0,142.8784238871937,1.0,10.0,0.0,1679889
0.0019825497,0.0,17634.224780082703,0.00019237713,-1.0109214,0.00019237713,7421,2500.0,142.8784238871937,1.0,10.0,0.0,1689889
0.0041844505,0.0,17730.935658693314,0.00022750019,-1.0552368,0.00022750019,7461,2500.0,142.8784238871937,1.0,10.0,0.0,1699889
0.0007128774,0.0,17831.30996465683,7.0540234e-05,-1.0585936,7.0540234e-05,7501,2500.0,142.8784238871937,1.0,10.0,0.0,1709889
0.007263116,0.0,17925.554235696793,0.0002751157,-0.97353095,0.0002751157,7541,2500.0,142.8784238871937,1.0,10.0,0.0,1719889
0.0096111195,0.0,18035.73688864708,0.00024372173,-1.0673684,0.00024372173,7581,2500.0,142.8784238871937,1.0,10.0,0.0,1729889
0.009684482,0.0,18123.957135915756,0.0004895883,-1.1621085,0.0004895883,7621,2500.0,142.8784238871937,1.0,10.0,0.0,1739889
0.008586045,0.0,18227.6266977787,0.0002744529,-1.0670156,0.0002744529,7661,2500.0,142.8784238871937,1.0,10.0,0.0,1749889
0.010170583,0.0,18320.470596075058,0.00017067375,-1.1645671,0.00017067375,7701,2500.0,142.8784238871937,1.0,10.0,0.0,1759889
0.008602756,0.0,18420.35361599922,0.0004077958,-1.0700719,0.0004077958,7741,2500.0,142.8784238871937,1.0,10.0,0.0,1769889
0.008348179,0.0,18517.38259077072,0.00010285122,-0.9866942,0.00010285122,7781,2500.0,142.8784238871937,1.0,10.0,0.0,1779889
0.009332604,0.0,18621.52537894249,0.00019784017,-1.0799387,0.00019784017,7821,2500.0,142.8784238871937,1.0,10.0,0.0,1789889
0.00886155,0.0,18713.02248263359,0.00052766054,-0.9827688,0.00052766054,7861,2500.0,142.8784238871937,1.0,10.0,0.0,1799889
