entropy,Tbt,MtR,entloss,meankl,TtR,MpbtN,TimestepsSoFar,Tmc,Ptt,MpbtA,AttNC,EpisodesSoFar,TimeElapsed,Tmt,optimgain,AttC,surrgain
0.24244471,336410.94736842107,-39.28487614651124,0.0,0.0035157837,-70.07894736842105,85.30744779833651,799991,21.842105263157894,79.8680432660121,14.69255220166347,0.631578947368421,6459,17343.767874240875,82.13157894736842,0.0073466795,0.3684210526315789,0.0073466795
0.20973569,339860.2105263158,-39.661911181590014,0.0,0.0032669131,-70.89473684210526,85.40764205553592,809706,20.894736842105264,80.73243792615885,14.592357944464071,0.6578947368421053,6497,17454.552903175354,82.97368421052632,0.0075515625,0.34210526315789475,0.0075515625
0.23302862,336646.91891891893,-39.583201311496765,0.0,0.004871612,-71.05405405405405,86.41992588766755,819912,21.72972972972973,79.96564656494958,13.580074112332449,0.8378378378378378,6534,17568.41076350212,82.1891891891892,0.009498947,0.16216216216216217,0.009498947
0.24986582,340073.0256410256,-39.65529422186775,0.0,0.0036089397,-70.43589743589743,84.81194989068786,829754,20.82051282051282,80.80121550027428,15.188050109312108,0.5897435897435898,6573,17679.532738685608,83.02564102564102,0.008857129,0.41025641025641024,0.008857129
0.26928085,340070.4,-39.64659216230178,0.0,0.003582921,-70.45,84.82252602707638,839853,20.975,80.68016845008776,15.177473972923616,0.625,6613,17790.92700600624,83.025,0.00808234,0.375,0.00808234
0.26127106,341766.243902439,-40.10404868965405,0.0,0.003217775,-70.65853658536585,84.65085005728166,849960,20.51219512195122,81.10221309855083,15.34914994271833,0.5365853658536586,6654,17907.577408075333,83.4390243902439,0.0076657133,0.4634146341463415,0.0076657133
0.26330343,340267.7073170732,-40.255734567297985,0.0,0.0030080022,-70.1219512195122,84.41480854202234,859831,20.878048780487806,80.7615467456372,15.585191457977654,0.5365853658536586,6695,18038.906447172165,83.07317073170732,0.007391876,0.4634146341463415,0.007391876
0.25294068,337510.4,-38.166214956501406,0.0,0.0031022392,-68.625,83.29642898925513,869794,21.6,80.09726711331834,16.703571010744866,0.5,6735,18153.19337105751,82.4,0.0065048616,0.5,0.0065048616
0.24305336,338505.14285714284,-41.171588420029664,0.0,0.0036242905,-70.21428571428571,84.9415472429541,879909,21.30952380952381,80.36125457846876,15.058452757045906,0.6428571428571429,6777,18274.521352767944,82.64285714285714,0.008191938,0.35714285714285715,0.008191938
0.2378435,336067.04761904763,-39.55962181099899,0.0,0.0026100893,-69.21428571428571,84.35763649280474,889950,21.88095238095238,79.82460947471466,15.642363507195258,0.35714285714285715,6819,18394.984899759293,82.04761904761905,0.0071262238,0.6428571428571429,0.0071262238
0.24484804,338432.0,-39.61043009200881,0.0,0.0033366776,-69.775,84.42709207081168,899906,21.35,80.32635155422759,15.572907929188293,0.5,6859,18511.24805355072,82.625,0.007949155,0.5,0.007949155
0.24718526,337132.3076923077,-39.01308324708336,0.0,0.0038040017,-69.64102564102564,84.59679925474987,909850,21.615384615384617,80.07192310792615,15.403200745250096,0.6923076923076923,6898,18620.690307855606,82.3076923076923,0.008314968,0.3076923076923077,0.008314968
0.21595654,341438.358974359,-39.64853141609113,0.0,0.0036103814,-70.43589743589743,84.4824007725756,919805,20.615384615384617,81.01038823764684,15.517599227424402,0.6153846153846154,6937,18729.992785215378,83.35897435897436,0.0074414313,0.38461538461538464,0.0074414313
0.2507202,339862.9743589744,-40.121672048970055,0.0,0.004255498,-70.28205128205128,84.65933693870117,929948,21.0,80.65134872861358,15.340663061298837,0.7692307692307693,6976,18840.36536192894,82.97435897435898,0.008891687,0.23076923076923078,0.008891687
0.24476275,338022.4,-39.264926660169515,0.0,0.0034228286,-69.775,84.55044220854663,939927,21.475,80.21255086487807,15.449557791453348,0.575,7016,18962.241684913635,82.525,0.009121968,0.425,0.009121968
0.24556027,338124.8,-39.99814230038505,0.0,0.0030697715,-70.6,85.48653813749681,949945,21.425,80.25747266670524,14.513461862503181,0.65,7056,19077.77501130104,82.55,0.007850067,0.35,0.007850067
0.2669895,338027.7894736842,-38.472057919599436,0.0,0.005021609,-69.28947368421052,83.93626060840073,959786,21.44736842105263,80.23662417312612,16.063739391599274,0.6578947368421053,7094,19187.582979917526,82.52631578947368,0.007860971,0.34210526315789475,0.007860971
0.22900583,332511.1794871795,-38.03548236601319,0.0,0.0041434085,-67.87179487179488,83.61590820668164,969858,22.794871794871796,78.98264229423852,16.384091793318355,0.6153846153846154,7133,19302.727090358734,81.17948717948718,0.007930079,0.38461538461538464,0.007930079
0.22777663,337100.8,-39.875379823153104,0.0,0.003666391,-70.625,85.80030364958775,979867,21.65,80.04380509279994,14.199696350412259,0.55,7173,19416.644380807877,82.3,0.009251613,0.45,0.009251613
0.26190552,338458.94736842107,-38.82175588146962,0.0,0.0046795,-70.05263157894737,84.76343347210093,989850,21.36842105263158,80.31331693523688,15.236566527899063,0.5526315789473685,7211,19525.46134853363,82.63157894736842,0.008537184,0.4473684210526316,0.008537184
0.2615781,336082.0512820513,-38.61348373767588,0.0,0.0041565783,-69.61538461538461,84.84648859979526,999925,21.923076923076923,79.79299161144857,15.15351140020473,0.6410256410256411,7250,19640.789143562317,82.05128205128206,0.010892684,0.358974358974359,0.010892684
0.25274542,337089.7297297297,-38.103866513324554,0.0,0.0035490235,-69.43243243243244,84.33497167052093,1009776,21.64864864864865,80.04432597765167,15.665028329479052,0.7027027027027027,7287,19749.959646463394,82.29729729729729,0.007855521,0.2972972972972973,0.007855521
0.2459204,337205.5813953488,-40.13934118033266,0.0,0.004008567,-69.72093023255815,84.69298737363957,1019937,21.53488372093023,80.13692925774178,15.307012626360422,0.4418604651162791,7330,19867.649732351303,82.32558139534883,0.008418649,0.5581395348837209,0.008418649
0.2617495,337488.84210526315,-38.74411203277046,0.0,0.0033951725,-69.10526315789474,83.8367750683176,1029745,21.605263157894736,80.09262340852942,16.163224931682414,0.7105263157894737,7368,19980.87066411972,82.39473684210526,0.0069650603,0.2894736842105263,0.0069650603
0.24304448,339232.8205128205,-38.90376698434025,0.0,0.0042511765,-69.8974358974359,84.4305542348438,1039768,21.102564102564102,80.54842458749704,15.569445765156205,0.6923076923076923,7407,20096.389604330063,82.82051282051282,0.008175278,0.3076923076923077,0.008175278
0.24936308,334470.7368421053,-37.870878271430506,0.0,0.003752475,-68.34210526315789,83.64140631204924,1049936,22.31578947368421,79.42628761329978,16.358593687950748,0.7105263157894737,7445,20209.6122546196,81.65789473684211,0.008306176,0.2894736842105263,0.008306176
0.23318538,337203.2,-39.31702202812842,0.0,0.003187714,-69.5,84.39264327988927,1059856,21.65,80.04756922193371,15.607356720110749,0.6,7485,20324.936493635178,82.325,0.006021741,0.4,0.006021741
0.24431421,336998.4,-39.47847917225425,0.0,0.003759124,-69.9,84.91596889465403,1069918,21.675,80.02145609956476,15.084031105345975,0.7,7525,20437.210270643234,82.275,0.008836877,0.3,0.008836877
0.23616724,338917.74358974356,-39.28746446345249,0.0,0.0033108054,-69.87179487179488,84.44053953007534,1079995,21.23076923076923,80.43788611631255,15.559460469924652,0.6666666666666666,7564,20548.550583839417,82.74358974358974,0.007226587,0.3333333333333333,0.007226587
0.20677182,337342.358974359,-39.58929894058365,0.0,0.0043182867,-69.7948717948718,84.67665565181944,1089781,21.641025641025642,80.0577143100752,15.323344348180568,0.5384615384615384,7603,20669.113532543182,82.35897435897436,0.007085518,0.46153846153846156,0.007085518
0.2062101,335977.0256410256,-38.84253173879263,0.0,0.0038351952,-69.64102564102564,84.90787677733844,1099971,21.923076923076923,79.78955974372712,15.09212322266154,0.5897435897435898,7642,20781.328965187073,82.02564102564102,0.007933652,0.41025641025641024,0.007933652
0.20711209,338243.36842105264,-39.55665105434622,0.0,0.00436586,-71.21052631578948,86.21824500279615,1109768,21.31578947368421,80.34580588846137,13.781754997203812,0.6052631578947368,7680,20891.641569137573,82.57894736842105,0.00899215,0.39473684210526316,0.00899215
