entropy,Tbt,MtR,entloss,meankl,TtR,MpbtN,TimestepsSoFar,Tmc,Ptt,MpbtA,AttNC,EpisodesSoFar,TimeElapsed,Tmt,optimgain,AttC,surrgain
0.22666171,338086.0540540541,-38.4244830633703,0.0,0.004701896,-70.43243243243244,85.31771122890046,1119993,21.45945945945946,80.22788965579126,14.682288771099554,0.8108108108108109,7717,21003.669922351837,82.54054054054055,0.007453833,0.1891891891891892,0.007453833
0.20206475,341123.28205128206,-40.90651494145717,0.0,0.0034039582,-71.6923076923077,86.10180450271407,1129929,20.666666666666668,80.95867450306213,13.898195497285956,0.7692307692307693,7756,21115.114773511887,83.28205128205128,0.008166941,0.23076923076923078,0.008166941
0.2211039,338971.6756756757,-39.47770188418534,0.0,0.0041270773,-70.94594594594595,85.74506271044825,1139718,21.135135135135137,80.51331400767238,14.254937289551764,0.7297297297297297,7793,21224.3850376606,82.75675675675676,0.008332465,0.2702702702702703,0.008332465
0.24210405,338639.5675675676,-38.95265858976765,0.0,0.004222206,-70.24324324324324,84.93391755732867,1149805,21.2972972972973,80.37490339961747,15.066082442671341,0.7837837837837838,7830,21336.38304400444,82.67567567567568,0.007326438,0.21621621621621623,0.007326438
0.24662237,341123.28205128206,-39.56128483000259,0.0,0.0038702684,-71.0,85.19904087309726,1159913,20.615384615384617,80.99818517150325,14.80095912690272,0.6410256410256411,7869,21446.668824911118,83.28205128205128,0.008267873,0.358974358974359,0.008267873
0.23284712,341228.3076923077,-40.40660269140831,0.0,0.0039449004,-70.64102564102564,84.75747452007039,1169742,20.58974358974359,81.02261278227147,15.242525479929615,0.7435897435897436,7908,21562.153421640396,83.3076923076923,0.008428449,0.2564102564102564,0.008428449
0.23021658,337627.4285714286,-40.97183659238591,0.0,0.003401088,-70.69047619047619,85.72087488336403,1179856,21.523809523809526,80.1624018000548,14.279125116635964,0.6190476190476191,7950,21679.80179142952,82.42857142857143,0.0072677294,0.38095238095238093,0.0072677294
0.23031458,335776.74418604653,-39.29175688140007,0.0,0.003984165,-69.83720930232558,85.17672412458991,1189999,22.0,79.72246515617833,14.823275875410076,0.4186046511627907,7993,21801.420587062836,81.97674418604652,0.009583728,0.5813953488372093,0.009583728
0.23483686,340913.23076923075,-40.87273531184794,0.0,0.004011613,-70.97435897435898,85.25754428739467,1199835,20.71794871794872,80.91050378017844,14.74245571260531,0.7948717948717948,8032,21916.971350431442,83.23076923076923,0.0065726927,0.20512820512820512,0.0065726927
0.21923974,338917.74358974356,-38.99620907476601,0.0,0.003994793,-70.25641025641026,84.89218786044303,1209985,21.205128205128204,80.45680953054355,15.107812139556971,0.5384615384615384,8071,22032.069613456726,82.74358974358974,0.008203167,0.46153846153846156,0.008203167
0.20628259,336868.3243243243,-39.591487327356944,0.0,0.0032128426,-70.16216216216216,85.28923121511706,1219998,21.756756756756758,79.95205336172967,14.71076878488293,0.8378378378378378,8108,22139.74707007408,82.24324324324324,0.0058246693,0.16216216216216217,0.0058246693
0.22222143,337806.22222222225,-37.846216504401696,0.0,0.003655861,-69.47222222222223,84.20301874848396,1229820,21.52777777777778,80.16459731754661,15.796981251516039,0.7777777777777778,8144,22246.757226467133,82.47222222222223,0.008437369,0.2222222222222222,0.008437369
0.24795586,338566.7368421053,-39.284270126582534,0.0,0.0048918608,-71.13157894736842,86.03238350616998,1239859,21.31578947368421,80.35772800764892,13.967616493830022,0.7368421052631579,8182,22357.94013094902,82.65789473684211,0.009711276,0.2631578947368421,0.009711276
0.2363282,339752.4210526316,-38.5234837573949,0.0,0.0035575195,-69.57894736842105,83.885371840879,1249816,21.0,80.6489684470873,16.114628159121008,0.631578947368421,8220,22465.155319690704,82.94736842105263,0.008555491,0.3684210526315789,0.008555491
0.24513574,336518.7368421053,-38.65359794141229,0.0,0.004049754,-70.0,85.16267692489534,1259997,21.81578947368421,79.89197933027384,14.837323075104669,0.631578947368421,8258,22580.956972837448,82.15789473684211,0.008456713,0.3684210526315789,0.008456713
0.22548433,336397.1282051282,-39.429077059273084,0.0,0.002722222,-70.58974358974359,85.9044773448375,1269931,21.871794871794872,79.84455229172102,14.09552265516249,0.6153846153846154,8297,22697.639452695847,82.12820512820512,0.007740439,0.38461538461538464,0.007740439
0.28182927,339082.3783783784,-38.799602694117304,0.0,0.00667101,-69.51351351351352,83.98020432762446,1279935,21.135135135135137,80.51824297508715,16.019795672375558,0.7027027027027027,8334,22807.133898496628,82.78378378378379,0.011184231,0.2972972972972973,0.011184231
0.23204993,336793.6,-39.25836674468281,0.0,0.0038084046,-70.125,85.28084050890148,1289909,21.75,79.95458977531356,14.719159491098548,0.525,8374,22925.118440389633,82.225,0.009207947,0.475,0.009207947
0.2675278,338458.94736842107,-38.70453011413226,0.0,0.0051607145,-69.6842105263158,84.30264572816462,1299737,21.236842105263158,80.41664743994642,15.697354271835387,0.5789473684210527,8412,23038.15897512436,82.63157894736842,0.008528108,0.42105263157894735,0.008528108
0.21635576,339491.72093023255,-41.689914080432445,0.0,0.0057054786,-70.25581395348837,84.74760700066987,1309793,21.023255813953487,80.61954817479953,15.25239299933013,0.4883720930232558,8455,23156.52996468544,82.88372093023256,0.009105594,0.5116279069767442,0.009105594
0.22031404,339251.2,-39.546418953937554,0.0,0.0037674622,-70.55,85.14848869501664,1319804,21.125,80.53280365451415,14.85151130498339,0.625,8495,23269.235372543335,82.825,0.008593782,0.375,0.008593782
0.2513015,339232.8205128205,-39.681618911864334,0.0,0.003979701,-70.25641025641026,84.8144469947174,1329865,21.153846153846153,80.51051052806737,15.185553005282591,0.5897435897435898,8534,23383.074507951736,82.82051282051282,0.007417575,0.41025641025641024,0.007417575
0.23894139,336292.10256410256,-39.23088611985577,0.0,0.00410693,-70.15384615384616,85.41167611129224,1339784,21.871794871794872,79.84251817103144,14.588323888707768,0.5384615384615384,8573,23494.4914124012,82.1025641025641,0.008171359,0.46153846153846156,0.008171359
0.20068933,338017.5238095238,-41.29685662222871,0.0,0.004981287,-70.85714285714286,85.82093175795154,1349880,21.404761904761905,80.26827265063915,14.179068242048475,0.6428571428571429,8615,23617.216233730316,82.52380952380952,0.0107612675,0.35714285714285715,0.0107612675
0.20441093,336712.2051282051,-39.18537561194815,0.0,0.003693996,-70.41025641025641,85.67652400461236,1359812,21.743589743589745,79.9559705670382,14.323475995387675,0.5641025641025641,8654,23735.24606537819,82.2051282051282,0.007302399,0.4358974358974359,0.007302399
0.22540747,338602.6666666667,-39.49086646292903,0.0,0.003680947,-70.28205128205128,84.99768765168793,1369925,21.28205128205128,80.38647570290513,15.002312348312074,0.6666666666666666,8693,23846.741712093353,82.66666666666667,0.0075759613,0.3333333333333333,0.0075759613
0.22758166,337975.35135135136,-38.9526110845634,0.0,0.004939441,-70.29729729729729,85.15808836731875,1379840,21.45945945945946,80.22381156124706,14.84191163268123,0.5135135135135135,8730,23961.81800174713,82.51351351351352,0.010866993,0.4864864864864865,0.010866993
0.21779516,336998.4,-39.49185846737008,0.0,0.0028056274,-70.1,85.17414024781813,1389906,21.7,80.00056381749997,14.82585975218185,0.5,8770,24078.800681114197,82.275,0.0076071806,0.5,0.0076071806
0.21082632,338392.6153846154,-39.92735085550376,0.0,0.0041631935,-70.61538461538461,85.49001225006931,1399917,21.384615384615383,80.29931545449539,14.509987749930673,0.6153846153846154,8809,24188.78192090988,82.61538461538461,0.008959536,0.38461538461538464,0.008959536
0.2253304,338841.6,-39.006977032846756,0.0,0.0030955358,-69.725,84.26847712847356,1409851,21.15,80.4972123908867,15.73152287152644,0.475,8849,24302.712856292725,82.725,0.0072616697,0.525,0.0072616697
0.25071397,336536.2162162162,-37.55471003559344,0.0,0.0051589394,-69.1891891891892,84.17849128480937,1419737,21.783783783783782,79.91791094646598,15.821508715190598,0.5405405405405406,8886,24421.432867527008,82.16216216216216,0.010094026,0.4594594594594595,0.010094026
0.21911865,336076.8,-38.45326415960907,0.0,0.0045370795,-69.325,84.48837507064823,1429862,21.95,79.7735533893119,15.511624929351779,0.55,8926,24531.348704338074,82.05,0.010193509,0.45,0.010193509
0.24386309,336082.0512820513,-38.40942199350296,0.0,0.004093776,-69.1025641025641,84.1977002009955,1439918,21.897435897435898,79.81468279095782,15.802299799004487,0.5128205128205128,8965,24646.613565444946,82.05128205128206,0.009361518,0.48717948717948717,0.009361518
0.24827607,335241.8461538461,-38.35586036717374,0.0,0.0046992935,-69.6923076923077,85.13843539793977,1449902,22.128205128205128,79.60103323223679,14.86156460206024,0.48717948717948717,9004,24766.293503284454,81.84615384615384,0.008891671,0.5128205128205128,0.008891671
0.22433732,337627.4285714286,-40.10594620047281,0.0,0.0044197286,-69.26190476190476,84.00786887274538,1459911,21.5,80.17958276571687,15.992131127254632,0.3333333333333333,9046,24885.68434214592,82.42857142857143,0.008812088,0.6666666666666666,0.008812088
0.23672016,335761.2972972973,-37.58404434707764,0.0,0.004071785,-67.97297297297297,82.87665380553283,1469744,21.972972972972972,79.74332992155738,17.123346194467178,0.5405405405405406,9083,25004.064232587814,81.97297297297297,0.0065045874,0.4594594594594595,0.0065045874
0.22970444,335360.0,-39.43975992063005,0.0,0.004413221,-69.325,84.67033245419836,1479824,22.1,79.62935515141001,15.329667545801636,0.525,9123,25122.78287577629,81.875,0.008973163,0.475,0.008973163
0.22556311,339148.8,-39.65018995432289,0.0,0.0045431107,-69.425,83.8360132767927,1489759,21.1,80.54863558535173,16.163986723207312,0.675,9163,25236.625133275986,82.8,0.009620773,0.325,0.009620773
0.22326584,338707.6923076923,-39.543745594922235,0.0,0.004533876,-70.41025641025641,85.14379627317497,1499907,21.256410256410255,80.41137674193,14.85620372682502,0.6923076923076923,9202,25345.777430534363,82.6923076923077,0.0089433985,0.3076923076923077,0.0089433985
0.2608369,339022.76923076925,-39.449729918510606,0.0,0.0076522385,-69.92307692307692,84.49206560882381,1509863,21.205128205128204,80.46374743686287,15.507934391176176,0.5641025641025641,9241,25457.549313783646,82.76923076923077,0.012738662,0.4358974358974359,0.012738662
0.22565664,339022.76923076925,-38.33617115814063,0.0,0.0037911457,-69.28205128205128,83.70670564753375,1519884,21.17948717948718,80.48110074217334,16.29329435246625,0.38461538461538464,9280,25566.540094852448,82.76923076923077,0.008106669,0.6153846153846154,0.008106669
0.20993005,340178.0512820513,-39.18346887160256,0.0,0.0048313932,-70.61538461538461,84.98173631542386,1529966,20.871794871794872,80.76353764566905,15.018263684576127,0.5128205128205128,9319,25680.35011959076,83.05128205128206,0.008885711,0.48717948717948717,0.008885711
0.22260286,338182.5641025641,-38.64931372033317,0.0,0.0033612782,-69.53846153846153,84.15670497916413,1539749,21.384615384615383,80.28940989782834,15.843295020835889,0.358974358974359,9358,25796.891615867615,82.56410256410257,0.008274739,0.6410256410256411,0.008274739
0.22904189,338750.2702702703,-36.87669875034917,0.0,0.004545702,-68.72972972972973,83.0684754934535,1549819,21.243243243243242,80.41841369269554,16.931524506546502,0.5675675675675675,9395,25904.62580728531,82.70270270270271,0.008800351,0.43243243243243246,0.008800351
0.19975999,338077.53846153844,-39.03875010769445,0.0,0.0043252283,-70.02564102564102,84.85581924287678,1559832,21.46153846153846,80.22486429263378,15.144180757123255,0.6153846153846154,9434,26018.12443637848,82.53846153846153,0.0073817023,0.38461538461538464,0.0073817023
0.20038289,340073.0256410256,-40.0928370868953,0.0,0.0036877815,-71.71794871794872,86.37842339854187,1569991,20.923076923076923,80.72040268535619,13.621576601458154,0.6410256410256411,9473,26131.646198272705,83.02564102564102,0.0067745047,0.358974358974359,0.0067745047
0.19578943,339968.0,-39.54303765473602,0.0,0.003766781,-71.67567567567568,86.32396507641117,1579900,20.91891891891892,80.71939791188223,13.676034923588828,0.8378378378378378,9510,26238.119464874268,83.0,0.007747392,0.16216216216216217,0.007747392
0.20060351,337812.2105263158,-39.833982844243835,0.0,0.0042935107,-71.05263157894737,86.12160655722334,1589983,21.5,80.18606345967547,13.878393442776652,0.7631578947368421,9548,26351.342229366302,82.47368421052632,0.007667302,0.23684210526315788,0.007667302
0.23344035,335429.1891891892,-38.737021086080276,0.0,0.006041301,-70.08108108108108,85.54911146945142,1599742,22.08108108108108,79.64526484598109,14.450888530548598,0.5945945945945946,9585,26465.130850553513,81.89189189189189,0.009637463,0.40540540540540543,0.009637463
0.24179877,339429.05263157893,-39.59123189777049,0.0,0.0062403353,-70.73684210526316,85.34138886261682,1609870,21.05263157894737,80.59629714109712,14.658611137383197,0.7105263157894737,9623,26573.30553460121,82.86842105263158,0.013316974,0.2894736842105263,0.013316974
0.21654639,337203.2,-38.95756718818384,0.0,0.0034436707,-69.475,84.37606227757199,1619913,21.65,80.0468505149281,15.623937722428025,0.5,9663,26691.17044734955,82.325,0.0075062406,0.5,0.0075062406
0.20623305,341606.4,-40.65650523002213,0.0,0.004091986,-70.85,84.9697955469657,1629933,20.525,81.08696819168658,15.030204453034292,0.65,9703,26807.70680999756,83.4,0.007865841,0.35,0.007865841
0.22462422,338566.7368421053,-39.12603235731321,0.0,0.0048093307,-71.1842105263158,86.0810930375133,1639988,21.289473684210527,80.37872916517945,13.918906962486682,0.6842105263157895,9741,26920.20033764839,82.65789473684211,0.008719788,0.3157894736842105,0.008719788
0.23133574,338639.5675675676,-39.639829986139674,0.0,0.0040770564,-69.83783783783784,84.44056871136803,1649790,21.2972972972973,80.37692468343317,15.55943128863196,0.7297297297297297,9778,27030.55136871338,82.67567567567568,0.007381031,0.2702702702702703,0.007381031
0.2168036,339547.89743589744,-40.06580579850137,0.0,0.004255683,-70.71794871794872,85.30145326674922,1659761,21.025641025641026,80.61944720255467,14.698546733250769,0.6923076923076923,9817,27146.929288625717,82.8974358974359,0.007566972,0.3076923076923077,0.007566972
0.2278833,340178.0512820513,-39.98204476707872,0.0,0.0066159638,-71.1025641025641,85.56238248712827,1669900,20.846153846153847,80.78268656954823,14.437617512871745,0.7435897435897436,9856,27257.409756183624,83.05128205128206,0.012822837,0.2564102564102564,0.012822837
0.21297966,338674.5263157895,-38.30348310439739,0.0,0.003790994,-70.0,84.63184745204298,1679810,21.236842105263158,80.42218618210656,15.368152547957035,0.5263157894736842,9894,27375.775235176086,82.6842105263158,0.008990787,0.47368421052631576,0.008990787
0.22067046,338566.7368421053,-38.24888020121333,0.0,0.0034052064,-70.13157894736842,84.85030539223881,1689986,21.342105263157894,80.33797956583348,15.1496946077612,0.6578947368421053,9932,27490.106786489487,82.65789473684211,0.007847467,0.34210526315789475,0.007847467
0.2324664,337643.24324324325,-38.5335925615156,0.0,0.005020599,-69.72972972972973,84.5773898289392,1699951,21.54054054054054,80.14872614934787,15.422610171060809,0.7297297297297297,9969,27601.510578393936,82.43243243243244,0.009290335,0.2702702702702703,0.009290335
0.23445684,337381.05263157893,-39.66819097179956,0.0,0.003994092,-70.73684210526316,85.81983088542638,1709988,21.57894736842105,80.1099833606199,14.180169114573607,0.8157894736842105,10007,27715.028072595596,82.36842105263158,0.011735223,0.18421052631578946,0.011735223
0.22959292,340073.0256410256,-40.54224831701697,0.0,0.0041497475,-70.58974358974359,84.9620997290027,1719871,20.871794871794872,80.75978633674679,15.037900270997284,0.6153846153846154,10046,27829.494366645813,83.02564102564102,0.0077845217,0.38461538461538464,0.0077845217
0.25302705,338497.641025641,-39.05781069434055,0.0,0.0042235856,-69.48717948717949,84.07147005515695,1729831,21.307692307692307,80.36137677213092,15.928529944843067,0.5641025641025641,10085,27940.54842066765,82.64102564102564,0.007484534,0.4358974358974359,0.007484534
0.21323453,339652.92307692306,-39.351618948866125,0.0,0.0035480163,-69.71794871794872,84.02414365284399,1739775,21.05128205128205,80.60228096587811,15.975856347156032,0.5128205128205128,10124,28065.337980747223,82.92307692307692,0.0077675506,0.48717948717948717,0.0077675506
0.21991006,338602.6666666667,-40.199871078453896,0.0,0.003975588,-70.45238095238095,85.2331193465038,1749811,21.238095238095237,80.42154135903186,14.766880653496198,0.6428571428571429,10166,28183.067800045013,82.66666666666667,0.007087158,0.35714285714285715,0.007087158
0.21265455,339232.8205128205,-38.96813893889993,0.0,0.0031548734,-70.64102564102564,85.25092887000378,1759967,21.153846153846153,80.50861160971513,14.749071129996228,0.7692307692307693,10205,28293.213886022568,82.82051282051282,0.0056495634,0.23076923076923078,0.0056495634
0.23524755,338528.86486486485,-38.561236301507655,0.0,0.0040701902,-70.48648648648648,85.27537949378646,1769824,21.324324324324323,80.35050543353611,14.724620506213535,0.7567567567567568,10242,28410.47126698494,82.64864864864865,0.007876428,0.24324324324324326,0.007876428
0.20609882,341166.8292682927,-41.25254006445699,0.0,0.0045826114,-70.36585365853658,84.44956047632536,1779744,20.658536585365855,80.96665398879992,15.550439523674637,0.7073170731707317,10283,28530.84104704857,83.29268292682927,0.008030115,0.2926829268292683,0.008030115
0.22731508,340808.2051282051,-40.031344543639726,0.0,0.003733944,-70.64102564102564,84.87798880382736,1789804,20.692307692307693,80.92662551921035,15.122011196172625,0.717948717948718,10322,28638.32033419609,83.2051282051282,0.008444198,0.28205128205128205,0.008444198
0.22190502,340808.2051282051,-39.375240209427794,0.0,0.0039462005,-70.25641025641026,84.42057731792295,1799967,20.743589743589745,80.88725445818348,15.57942268207704,0.6923076923076923,10361,28756.156279325485,83.2051282051282,0.007971842,0.3076923076923077,0.007971842
0.22455852,342514.1621621622,-39.98141460591971,0.0,0.0031160393,-71.8108108108108,85.88500958526866,1809923,20.324324324324323,81.27553280853601,14.114990414731345,0.8378378378378378,10398,28864.054652690887,83.62162162162163,0.0076127076,0.16216216216216217,0.0076127076
0.26158154,337421.8378378378,-38.25227221912617,0.0,0.0058466825,-69.91891891891892,84.86194400765886,1819840,21.62162162162162,80.07704751963547,15.138055992341146,0.6756756756756757,10435,28969.543833971024,82.37837837837837,0.01048555,0.32432432432432434,0.01048555
0.24185777,337470.43902439025,-39.26317782271213,0.0,0.0034025207,-69.34146341463415,84.12626633731276,1829918,21.585365853658537,80.10868103778459,15.87373366268725,0.4634146341463415,10476,29090.658128261566,82.39024390243902,0.008643997,0.5365853658536586,0.008643997
0.2511123,336588.8,-38.62685036154861,0.0,0.0041492153,-69.7,84.78692917590128,1839980,21.75,79.94719397332703,15.213070824098745,0.525,10516,29212.59953904152,82.175,0.009076224,0.475,0.009076224
0.22955796,339644.63157894736,-39.79778613165337,0.0,0.0034078364,-70.55263157894737,85.0646386092203,1849848,20.973684210526315,80.66573586083688,14.935361390779693,0.7368421052631579,10554,29321.81989455223,82.92105263157895,0.006622693,0.2631578947368421,0.006622693
0.22456694,338077.53846153844,-38.149694250101824,0.0,0.0030787284,-69.33333333333333,83.99184637115698,1859935,21.384615384615383,80.28490686566192,16.008153628843033,0.5384615384615384,10593,29438.895208120346,82.53846153846153,0.0071624145,0.46153846153846156,0.0071624145
0.2566987,337381.05263157893,-39.03433348450033,0.0,0.0037119545,-69.89473684210526,84.81100990451569,1869992,21.57894736842105,80.10928820263729,15.188990095484314,0.7631578947368421,10631,29546.494401931763,82.36842105263158,0.008249754,0.23684210526315788,0.008249754
0.2418118,337812.2105263158,-38.10996787150698,0.0,0.0032066216,-68.73684210526316,83.33273734903185,1879955,21.473684210526315,80.20775024253766,16.667262650968137,0.6842105263157895,10669,29658.268166542053,82.47368421052632,0.0069927126,0.3157894736842105,0.0069927126
0.2808628,334875.6756756757,-37.84946143567729,0.0,0.0056774584,-67.83783783783784,83.01157454464972,1889851,22.216216216216218,79.51970956621705,16.98842545535029,0.7567567567567568,10706,29774.45997071266,81.75675675675676,0.008429734,0.24324324324324326,0.008429734
0.22978295,336771.1219512195,-39.620547180013276,0.0,0.0038564808,-68.46341463414635,83.22074904479358,1899762,21.75609756097561,79.94840222241324,16.779250955206404,0.43902439024390244,10747,29899.282980918884,82.21951219512195,0.008555327,0.5609756097560976,0.008555327
0.24187385,336187.07692307694,-38.974338669754346,0.0,0.003925561,-68.33333333333333,83.26272525842992,1909825,21.923076923076923,79.79895560589905,16.73727474157008,0.6666666666666666,10786,30008.112006425858,82.07692307692308,0.0069841095,0.3333333333333333,0.0069841095
0.23927505,335539.8918918919,-37.35650150534856,0.0,0.004212011,-68.08108108108108,83.13057337214673,1919843,22.054054054054053,79.67116110960141,16.86942662785325,0.7027027027027027,10823,30123.457735300064,81.91891891891892,0.007825648,0.2972972972972973,0.007825648
0.2687556,336087.5789473684,-38.438816183043876,0.0,0.006186947,-68.47368421052632,83.4391470712691,1929885,21.86842105263158,79.83669924528776,16.56085292873088,0.7105263157894737,10861,30233.508126974106,82.05263157894737,0.009599268,0.2894736842105263,0.009599268
0.234954,335556.92307692306,-38.96793322526395,0.0,0.004269679,-68.3076923076923,83.32844580433893,1939773,22.0,79.71239812802717,16.671554195661052,0.5384615384615384,10900,30349.721334695816,81.92307692307692,0.0075177397,0.46153846153846156,0.0075177397
0.23199861,340167.8048780488,-39.49344979887661,0.0,0.0045128493,-69.82926829268293,84.0712296977568,1949895,20.902439024390244,80.74008413861334,15.928770302243212,0.5609756097560976,10941,30466.23670053482,83.04878048780488,0.007922879,0.43902439024390244,0.007922879
0.24290971,339652.92307692306,-39.38686679293639,0.0,0.0039925734,-69.53846153846153,83.82111312865081,1959823,21.0,80.645550180486,16.17888687134921,0.6153846153846154,10980,30576.300240278244,82.92307692307692,0.008284079,0.38461538461538464,0.008284079
0.24398361,337657.4358974359,-38.56103844819384,0.0,0.004518888,-68.58974358974359,83.20057879396616,1969933,21.512820512820515,80.17206366780601,16.79942120603384,0.6153846153846154,11019,30683.58627986908,82.43589743589743,0.0082336245,0.38461538461538464,0.0082336245
0.24060708,337552.41025641025,-39.0833819591923,0.0,0.0039161346,-69.41025641025641,84.20518427037076,1979905,21.564102564102566,80.12848280800664,15.794815729629253,0.6666666666666666,11058,30800.9642932415,82.41025641025641,0.008990656,0.3333333333333333,0.008990656
0.25003818,336425.5135135135,-37.96118617332188,0.0,0.004289177,-68.64864864864865,83.61585205373314,1989843,21.783783783783782,79.91390013598217,16.384147946266843,0.7837837837837838,11095,30907.482714414597,82.13513513513513,0.008642531,0.21621621621621623,0.008642531
0.27026764,337237.3333333333,-39.45860090974546,0.0,0.0035570331,-68.88095238095238,83.62196588117942,1999991,21.61904761904762,80.07127657666226,16.378034118820608,0.40476190476190477,11137,31024.607625961304,82.33333333333333,0.0075265244,0.5952380952380952,0.0075265244
0.23361331,337270.6341463415,-39.92477593878747,0.0,0.0033908444,-69.4390243902439,84.31169399474648,2009730,21.634146341463413,80.06342576780064,15.688306005253525,0.5853658536585366,11178,31149.199328184128,82.34146341463415,0.0075993226,0.4146341463414634,0.0075993226
0.24410357,335462.4,-38.55865301871156,0.0,0.0047660917,-67.65,82.56572554141495,2019911,22.075,79.65301582266234,17.43427445858504,0.575,11218,31263.661408901215,81.9,0.007224666,0.425,0.007224666
0.24425967,336691.2,-38.9707032434684,0.0,0.003864029,-69.175,84.12942105329181,2029952,21.75,79.95197606237373,15.870578946708198,0.55,11258,31375.465329647064,82.2,0.009704566,0.45,0.009704566
0.27175316,339213.4736842105,-37.947820967445075,0.0,0.0059656906,-68.6842105263158,82.90298012755966,2039836,21.13157894736842,80.5256274632311,17.097019872440345,0.5789473684210527,11296,31490.779630184174,82.8157894736842,0.008949129,0.42105263157894735,0.008949129
0.2350914,337920.0,-40.539121389926834,0.0,0.0054549268,-68.61904761904762,83.16011102590161,2049853,21.476190476190474,80.21145031045191,16.839888974098386,0.5476190476190477,11338,31608.450745821,82.5,0.008106583,0.4523809523809524,0.008106583
0.21273746,338310.09523809527,-39.26785048013887,0.0,0.0041075028,-69.23809523809524,83.84553504676063,2059843,21.357142857142858,80.31714941540756,16.154464953239376,0.42857142857142855,11380,31726.807295084,82.5952380952381,0.0073331483,0.5714285714285714,0.0073331483
0.2047512,339353.6,-38.649401780960446,0.0,0.003856916,-69.475,83.8901507570686,2069782,21.075,80.575468322674,16.109849242931407,0.4,11420,31843.592625141144,82.85,0.007387381,0.6,0.007387381
0.2282813,337342.358974359,-38.15516182729897,0.0,0.0036593575,-69.07692307692308,83.8761757768192,2079704,21.564102564102566,80.11903499134047,16.12382422318081,0.3333333333333333,11459,31957.811079978943,82.35897435897436,0.0074865324,0.6666666666666666,0.0074865324
0.24705762,338124.8,-39.18201941093439,0.0,0.0050814296,-69.375,84.04029896632976,2089814,21.4,80.27644517985564,15.959701033670237,0.525,11499,32071.50852060318,82.55,0.009635086,0.475,0.009635086
0.2440703,336671.2195121951,-38.81100008135757,0.0,0.0041035926,-68.73170731707317,83.60922267817358,2099955,21.804878048780488,79.90814177532604,16.39077732182644,0.36585365853658536,11540,32192.452762126923,82.1951219512195,0.007755614,0.6341463414634146,0.007755614
0.24668624,337612.8,-37.62983117907244,0.0,0.0036344905,-68.675,83.28392980978042,2109824,21.525,80.1608887043682,16.716070190219572,0.375,11580,32306.015771389008,82.425,0.007822479,0.625,0.007822479
0.24956036,338169.756097561,-38.769153860152905,0.0,0.0035655494,-68.1219512195122,82.48136098490839,2119810,21.365853658536587,80.30484012691574,17.518639015091615,0.4634146341463415,11621,32422.21377968788,82.5609756097561,0.008018388,0.5365853658536586,0.008018388
0.25173545,335451.89743589744,-37.831768946291724,0.0,0.00318558,-67.46153846153847,82.36817959666428,2129963,22.076923076923077,79.6505614727486,17.631820403335706,0.5641025641025641,11660,32540.24561357498,81.8974358974359,0.006883789,0.4358974358974359,0.006883789
0.23405904,336187.07692307694,-37.55066779022843,0.0,0.003871463,-68.02564102564102,82.86337222012978,2139835,21.897435897435898,79.81654898187516,17.136627779870217,0.41025641025641024,11699,32655.25375699997,82.07692307692308,0.010186569,0.5897435897435898,0.010186569
0.27695695,337027.28205128206,-38.740799185379906,0.0,0.006687857,-68.17948717948718,82.85801328168978,2149828,21.692307692307693,80.00927485000147,17.141986718310246,0.5128205128205128,11738,32764.159541130066,82.28205128205128,0.010789109,0.48717948717948717,0.010789109
0.25297296,337670.243902439,-37.609707805489876,0.0,0.0045767017,-67.63414634146342,82.03024357431475,2159970,21.51219512195122,80.17216521345733,17.96975642568522,0.34146341463414637,11779,32883.502536058426,82.4390243902439,0.008762489,0.6585365853658537,0.008762489
0.24155562,337432.38095238095,-38.70759211837543,0.0,0.0039689154,-68.0952380952381,82.67295448376731,2169975,21.595238095238095,80.10054248287577,17.32704551623268,0.30952380952380953,11821,33002.85829138756,82.38095238095238,0.0075335936,0.6904761904761905,0.0075335936
0.2471709,333876.5128205128,-38.22340531512042,0.0,0.0045664315,-68.0,83.44222995082097,2179972,22.46153846153846,79.29268504465564,16.557770049179027,0.5641025641025641,11860,33116.52006602287,81.51282051282051,0.008818585,0.4358974358974359,0.008818585
0.25021678,338227.2,-39.180394881970535,0.0,0.0036931557,-68.925,83.42627686772511,2189938,21.425,80.26266454123427,16.573723132274893,0.55,11900,33234.74149489403,82.575,0.00777531,0.45,0.00777531
0.22760805,336652.1904761905,-39.947736504419716,0.0,0.0050777104,-69.38095238095238,84.42735364056695,2199868,21.80952380952381,79.90460584669661,15.57264635943305,0.42857142857142855,11942,33351.51866674423,82.19047619047619,0.008407786,0.5714285714285714,0.008407786
0.21624117,335440.84210526315,-37.542201114710004,0.0,0.0042674355,-67.71052631578948,82.6611943062921,2209914,22.07894736842105,79.64813244545836,17.338805693707954,0.5263157894736842,11980,33460.86300253868,81.89473684210526,0.008291589,0.47368421052631576,0.008291589
0.2387522,336712.2051282051,-38.72610053438633,0.0,0.0038394067,-68.74358974358974,83.62773714417125,2219930,21.692307692307693,79.99740557072526,16.37226285582875,0.6153846153846154,12019,33576.529730796814,82.2051282051282,0.0074265716,0.38461538461538464,0.0074265716
0.22980879,337972.5128205128,-38.68096172127154,0.0,0.0033702306,-68.74358974358974,83.28298002520981,2229996,21.46153846153846,80.22440931228252,16.717019974790222,0.6153846153846154,12058,33686.05774259567,82.51282051282051,0.0075750276,0.38461538461538464,0.0075750276
