Ptt,AttC,EpisodesSoFar,MpbtN,meankl,entropy,TtR,Tmt,Tmc,Tbt,MpbtA,TimestepsSoFar,MtR,optimgain,surrgain,TimeElapsed,AttNC,entloss
80.43868702580464,0.358974358974359,5000,83.23987540339785,0.0062995316,0.26264125,-68.8974358974359,82.74358974358974,21.23076923076923,338917.74358974356,16.76012459660214,439862,-38.70501973535699,0.005662286,0.005662286,12892.717919826508,0.6410256410256411,0.0
80.41733701451741,0.35,5040,83.837001157018,0.005726937,0.26435748,-69.35,82.7,21.25,338739.2,16.162998842982002,449961,-39.42602744715655,0.0069494485,0.0069494485,13000.392913103104,0.65,0.0
80.21805759519329,0.7073170731707317,5081,83.32457556538007,0.0060523925,0.21649618,-68.73170731707317,82.48780487804878,21.463414634146343,337870.0487804878,16.67542443461989,459928,-38.927843000935,0.006714148,0.006714148,13116.999186515808,0.2926829268292683,0.0
80.20409748158231,0.2894736842105263,5119,84.1568459588934,0.0036718945,0.25152764,-69.42105263157895,82.44736842105263,21.473684210526315,337704.4210526316,15.843154041106612,470000,-38.76401852150306,0.0035987701,0.0035987701,13224.35681605339,0.7105263157894737,0.0
80.28211676191653,0.42105263157894735,5157,83.85739194760835,0.003411988,0.2566117,-69.23684210526316,82.55263157894737,21.394736842105264,338135.5789473684,16.14260805239163,479951,-38.477768920561616,0.003985136,0.003985136,13332.40409564972,0.5789473684210527,0.0
80.12232095165152,0.45,5197,84.18686928920101,0.0051291627,0.23327622,-69.375,82.425,21.575,337612.8,15.813130710798998,489933,-39.237309652246395,0.005672841,0.005672841,13447.73597741127,0.55,0.0
80.1920243666139,0.358974358974359,5236,83.70964375064639,0.0048925346,0.21199043,-69.0,82.43589743589743,21.487179487179485,337657.4358974359,16.290356249353614,499944,-38.460888777925916,0.006032953,0.006032953,13557.738146305084,0.6410256410256411,0.0
80.37555107192755,0.18421052631578946,5274,85.28670460162742,0.004552338,0.21951865,-70.47368421052632,82.63157894736842,21.289473684210527,338458.94736842107,14.71329539837257,509919,-39.868240908634704,0.0046793707,0.0046793707,13664.917484521866,0.8157894736842105,0.0
79.37982467169562,0.2894736842105263,5312,85.31107604677928,0.005093523,0.2556401,-69.63157894736842,81.60526315789474,22.36842105263158,334255.15789473685,14.688923953220755,519903,-39.08552044132003,0.0064328783,0.0064328783,13772.557069778442,0.7105263157894737,0.0
80.25319010535983,0.525,5352,85.89642640837846,0.0050397087,0.21693754,-70.9,82.525,21.425,338022.4,14.10357359162156,529825,-39.69703288927835,0.006016828,0.006016828,13884.963880777359,0.475,0.0
80.09906651572913,0.2222222222222222,5388,85.91101730874604,0.005915572,0.25863144,-70.75,82.33333333333333,21.583333333333332,337237.3333333333,14.088982691253966,539751,-39.02870912410056,0.00536016,0.00536016,13989.35931444168,0.7777777777777778,0.0
79.74722206832676,0.13513513513513514,5425,84.70108738056486,0.0039798315,0.2565303,-69.45945945945945,82.0,21.972972972972972,335872.0,15.298912619435116,549906,-38.19366632520179,0.0046110214,0.0046110214,14096.4564807415,0.8648648648648649,0.0
80.74198375270039,0.13157894736842105,5463,84.74201299512116,0.0033887932,0.25282997,-70.36842105263158,83.02631578947368,20.894736842105264,340075.7894736842,15.25798700487888,559943,-39.49187042909607,0.004019153,0.004019153,14200.655964374542,0.868421052631579,0.0
80.32084728860693,0.375,5503,84.3873127626961,0.0039559286,0.23783723,-69.725,82.575,21.35,338227.2,15.612687237303879,569893,-38.931783731200696,0.0036854264,0.0036854264,14309.928833961487,0.625,0.0
79.67437331984573,0.08333333333333333,5539,83.83505332587401,0.005614605,0.27960318,-68.72222222222223,81.94444444444444,22.055555555555557,335644.44444444444,16.16494667412598,579821,-38.10897171508238,0.006157947,0.006157947,14417.34378361702,0.9166666666666666,0.0
80.1330750549029,0.38095238095238093,5581,83.9218263877436,0.0050328737,0.22863226,-69.16666666666667,82.35714285714286,21.547619047619047,337334.85714285716,16.078173612256435,589868,-40.53992328606735,0.0064921463,0.0064921463,14533.928363323212,0.6190476190476191,0.0
79.81389002031385,0.3157894736842105,5619,83.58941855141376,0.005172665,0.23020644,-68.60526315789474,82.05263157894737,21.894736842105264,336087.5789473684,16.41058144858626,599909,-38.08541669668918,0.0058790497,0.0058790497,14644.098767518997,0.6842105263157895,0.0
80.45214446680771,0.23684210526315788,5657,84.1908534111671,0.0043449798,0.2310503,-69.65789473684211,82.73684210526316,21.210526315789473,338890.1052631579,15.809146588832915,609884,-38.795677725923014,0.003924636,0.003924636,14753.12821650505,0.7631578947368421,0.0
80.57322042423054,0.18421052631578946,5695,84.90855215241493,0.00431175,0.22244878,-70.36842105263158,82.86842105263158,21.07894736842105,339429.05263157893,15.091447847585078,619956,-38.90079003544317,0.0048794164,0.0048794164,14862.275235652924,0.8157894736842105,0.0
80.64060563807224,0.08108108108108109,5732,85.39774693176996,0.0068405913,0.2680089,-70.8108108108108,82.89189189189189,21.0,339525.1891891892,14.602253068230034,629728,-40.26250065671289,0.0070984396,0.0070984396,14967.122656106949,0.918918918918919,0.0
80.17527470684293,0.3333333333333333,5771,83.3357031491744,0.0040916395,0.24353306,-68.71794871794872,82.46153846153847,21.512820512820515,337762.46153846156,16.664296850825597,639891,-38.521938707584084,0.0033899413,0.0033899413,15073.550115823746,0.6666666666666666,0.0
80.35710083294354,0.13157894736842105,5809,83.44537420894439,0.005003275,0.26349965,-69.0,82.65789473684211,21.31578947368421,338566.7368421053,16.554625791055603,649998,-39.066069700346624,0.0052265627,0.0052265627,15184.904899835587,0.868421052631579,0.0
79.90198520082917,0.2972972972972973,5846,83.18228174594323,0.004369274,0.23396912,-68.37837837837837,82.1891891891892,21.81081081081081,336646.91891891893,16.81771825405677,659957,-38.2285433796978,0.0039058556,0.0039058556,15293.127427101135,0.7027027027027027,0.0
80.30122689358802,0.13513513513513514,5883,83.35004739145721,0.008534343,0.2829434,-68.86486486486487,82.5945945945946,21.37837837837838,338307.45945945947,16.649952608542808,669772,-39.059669597780044,0.009528433,0.009528433,15402.528539419174,0.8648648648648649,0.0
80.74075885383841,0.4146341463414634,5924,83.46382221192086,0.005858454,0.27121046,-69.3170731707317,83.04878048780488,20.902439024390244,340167.8048780488,16.53617778807915,679745,-39.39847878607412,0.0065593277,0.0065593277,15513.712875843048,0.5853658536585366,0.0
79.76929675915785,0.3,5964,83.64003782781722,0.004439822,0.26744244,-68.6,82.025,21.95,335974.4,16.359962172182744,689812,-38.81083548495997,0.0047303988,0.0047303988,15624.678438186646,0.7,0.0
80.53957208199806,0.40476190476190477,6006,82.98314940032195,0.00460942,0.2498413,-68.73809523809524,82.83333333333333,21.11904761904762,339285.3333333333,17.016850599678044,699920,-39.100517635339486,0.0038394378,0.0038394378,15741.520049333572,0.5952380952380952,0.0
80.28561590090222,0.15789473684210525,6044,81.73394953070006,0.006519591,0.2857124,-67.52631578947368,82.57894736842105,21.394736842105264,338243.36842105264,18.266050469299948,709842,-37.8105300389452,0.0057601533,0.0057601533,15849.401609182358,0.8421052631578947,0.0
79.84409535969955,0.3333333333333333,6086,83.11797525405566,0.005884999,0.24473862,-68.26190476190476,82.04761904761905,21.857142857142858,336067.04761904763,16.882024745944324,719866,-40.422855939808315,0.007463566,0.007463566,15964.000226736069,0.6666666666666666,0.0
79.42959559125275,0.2894736842105263,6124,82.68842514341273,0.005828318,0.2405479,-67.52631578947368,81.65789473684211,22.31578947368421,334470.7368421053,17.311574856587296,729736,-37.894786442261655,0.005476944,0.005476944,16070.509008646011,0.7105263157894737,0.0
79.54240634152268,0.34210526315789475,6162,80.92096038956468,0.0064789825,0.27342823,-66.13157894736842,81.73684210526316,22.18421052631579,334794.1052631579,19.07903961043529,739886,-36.846347638515915,0.0076108663,0.0076108663,16179.290005683899,0.6578947368421053,0.0
80.31722986964934,0.4,6202,82.70635119248219,0.0063235243,0.25311884,-68.25,82.55,21.35,338124.8,17.293648807517798,749773,-38.840460784551794,0.0057661287,0.0057661287,16288.749454259872,0.6,0.0
79.68393161305153,0.4878048780487805,6243,81.8588831733724,0.005386803,0.25183412,-67.09756097560975,81.95121951219512,22.048780487804876,335672.1951219512,18.14111682662759,759705,-38.572841389444086,0.0059811217,0.0059811217,16400.532522439957,0.5121951219512195,0.0
80.26446178503159,0.28205128205128205,6282,81.0226179502698,0.0060746376,0.277935,-66.84615384615384,82.51282051282051,21.41025641025641,337972.5128205128,18.977382049730174,769802,-37.87530284682871,0.007872167,0.007872167,16507.98897099495,0.717948717948718,0.0
79.40787571626792,0.5128205128205128,6321,80.42917873349327,0.0041230875,0.2705238,-65.64102564102564,81.61538461538461,22.333333333333332,334296.6153846154,19.570821266506737,779789,-37.18634386238625,0.0043815672,0.0043815672,16619.648455142975,0.48717948717948717,0.0
80.41111825610861,0.3076923076923077,6360,79.31347044611557,0.0047148047,0.30061552,-65.58974358974359,82.6923076923077,21.256410256410255,338707.6923076923,20.686529553884412,789706,-37.24834702491768,0.0049101943,0.0049101943,16727.11726808548,0.6923076923076923,0.0
79.26483185054389,0.4888888888888889,6405,81.47645818539617,0.005886071,0.23148072,-66.44444444444444,81.46666666666667,22.488888888888887,333687.4666666667,18.52354181460383,799949,-40.05032204214649,0.006126407,0.006126407,16849.57439661026,0.5111111111111111,0.0
80.53542839192475,0.4878048780487805,6446,81.53587638797586,0.0056344345,0.23338394,-67.53658536585365,82.82926829268293,21.121951219512194,339268.68292682926,18.464123612024142,809852,-38.2771363453662,0.0065056127,0.0065056127,16962.609689712524,0.5121951219512195,0.0
79.9799432290768,0.2564102564102564,6485,81.02228299690739,0.004852642,0.23780894,-66.64102564102564,82.23076923076923,21.71794871794872,336817.23076923075,18.977717003092597,819948,-37.45899881979047,0.00457841,0.00457841,17070.13242316246,0.7435897435897436,0.0
79.3563107606632,0.07894736842105263,6523,82.93937224021452,0.0058260444,0.2636533,-67.63157894736842,81.57894736842105,22.394736842105264,334147.36842105264,17.06062775978547,829927,-38.43490850973302,0.005576056,0.005576056,17175.64041161537,0.9210526315789473,0.0
79.5893102763727,0.175,6563,81.7825306402496,0.0060794824,0.22300453,-66.95,81.85,22.15,335257.6,18.217469359750382,839952,-39.35460684786723,0.0064301635,0.0064301635,17284.093186616898,0.825,0.0
80.84244133064074,0.18421052631578946,6601,82.43916598379688,0.007451685,0.24819586,-68.52631578947368,83.13157894736842,20.789473684210527,340506.94736842107,17.560834016203128,849771,-38.66374368455894,0.0061005354,0.0061005354,17391.72487092018,0.8157894736842105,0.0
80.29024170843235,0.07894736842105263,6639,81.26085140937752,0.008032249,0.273911,-67.13157894736842,82.60526315789474,21.394736842105264,338351.15789473685,18.73914859062248,859891,-37.302647343098364,0.007033691,0.007033691,17495.322396993637,0.9210526315789473,0.0
79.72767327816965,0.23076923076923078,6678,80.32277192190047,0.0061861863,0.22497012,-65.8974358974359,82.0,22.0,335872.0,19.677228078099535,869750,-38.20209491051829,0.0053170477,0.0053170477,17606.19654083252,0.7692307692307693,0.0
79.50967965124815,0.2564102564102564,6717,80.48303808927446,0.0032222138,0.23007071,-65.7948717948718,81.74358974358974,22.23076923076923,334821.74358974356,19.516961910725517,879906,-37.204735050224095,0.0034316361,0.0034316361,17713.923198461533,0.7435897435897436,0.0
80.74814837206355,0.21052631578947367,6755,80.57495158615396,0.005340906,0.26266947,-66.94736842105263,83.05263157894737,20.894736842105264,340183.5789473684,19.425048413846024,889887,-37.40090192266415,0.00670018,0.00670018,17817.366508483887,0.7894736842105263,0.0
80.76480199242918,0.46153846153846156,6794,80.95832863137345,0.0065730093,0.2508129,-67.25641025641026,83.05128205128206,20.871794871794872,340178.0512820513,19.041671368626556,899759,-38.233302763778624,0.008120868,0.008120868,17925.60089492798,0.5384615384615384,0.0
80.46839436395568,0.4634146341463415,6835,81.2682610950634,0.004929607,0.23205127,-67.2439024390244,82.7560975609756,21.195121951219512,338968.9756097561,18.731738904936623,909991,-37.738314246725324,0.0062465155,0.0062465155,18034.661336183548,0.5365853658536586,0.0
79.41157433665015,0.5384615384615384,6874,80.9297065332904,0.0060847597,0.21886958,-66.07692307692308,81.64102564102564,22.333333333333332,334401.641025641,19.070293466709636,919781,-36.862184020564975,0.007324768,0.007324768,18150.420951366425,0.46153846153846156,0.0
79.96210674104744,0.20512820512820512,6913,81.4236851281295,0.005814971,0.25047675,-66.97435897435898,82.23076923076923,21.743589743589745,336817.23076923075,18.576314871870498,929847,-37.85369507483338,0.0070556495,0.0070556495,18255.485634088516,0.7948717948717948,0.0
79.69544560044989,0.2564102564102564,6952,80.00175734356245,0.0062787025,0.26508817,-65.58974358974359,81.92307692307692,22.025641025641026,335556.92307692306,19.99824265643755,939942,-36.95038727977356,0.005057904,0.005057904,18361.432210683823,0.7435897435897436,0.0
79.5941075516005,0.22727272727272727,6996,82.18297111284478,0.004757954,0.22149952,-67.25,81.81818181818181,22.136363636363637,335127.2727272727,17.817028887155228,949977,-41.606928784019765,0.0062992186,0.0062992186,18480.38457584381,0.7727272727272727,0.0
79.55962459827187,0.38461538461538464,7035,80.03121250326586,0.004232306,0.22848657,-65.51282051282051,81.82051282051282,22.17948717948718,335136.8205128205,19.968787496734137,959760,-37.60776296599876,0.0034599574,0.0034599574,18592.287783384323,0.6153846153846154,0.0
80.05431761978924,0.3333333333333333,7074,79.98985811749323,0.005704404,0.2690283,-65.84615384615384,82.3076923076923,21.641025641025642,337132.3076923077,20.01014188250676,969972,-36.58911733874985,0.005929642,0.005929642,18698.627335071564,0.6666666666666666,0.0
79.22416356101162,0.16216216216216217,7111,78.14704587303535,0.0060773203,0.2578308,-63.648648648648646,81.45945945945945,22.54054054054054,333657.9459459459,21.852954126964637,979951,-35.16816619580763,0.0060356325,0.0060356325,18801.20426273346,0.8378378378378378,0.0
80.40995769087007,0.2,7151,80.77033492682948,0.00564973,0.2434435,-66.775,82.65,21.25,338534.4,19.22966507317053,989776,-39.52947434856826,0.0055942354,0.0055942354,18910.39963388443,0.8,0.0
79.61290049145745,0.36585365853658536,7192,81.23627719521158,0.005070346,0.23771894,-66.51219512195122,81.8780487804878,22.121951219512194,335372.48780487804,18.763722804788433,999805,-38.52863242469388,0.0060222703,0.0060222703,19019.705832004547,0.6341463414634146,0.0
79.41791303526107,0.23076923076923078,7231,80.0214628213736,0.00546901,0.21034649,-65.33333333333333,81.66666666666667,22.333333333333332,334506.6666666667,19.978537178626407,1009975,-36.55704835144648,0.004546042,0.004546042,19123.989855766296,0.7692307692307693,0.0
79.5456454177507,0.05555555555555555,7267,79.79262349980658,0.0055341264,0.24397998,-65.30555555555556,81.80555555555556,22.194444444444443,335075.55555555556,20.2073765001934,1019891,-36.30641411627314,0.0067432555,0.0067432555,19227.143971443176,0.9444444444444444,0.0
78.82231136673916,0.34210526315789475,7305,80.30383888689072,0.0048489296,0.23834097,-65.07894736842105,81.02631578947368,22.973684210526315,331883.7894736842,19.69616111310931,1029765,-36.25863458513197,0.0054690773,0.0054690773,19336.395296812057,0.6578947368421053,0.0
79.74411549291717,0.35,7345,81.07631388676378,0.0054254164,0.22151299,-66.45,81.975,21.975,335769.6,18.923686113236222,1039913,-37.48348206340454,0.0044073197,0.0044073197,19442.686133146286,0.65,0.0
79.52747776594026,0.13157894736842105,7383,80.3373934157476,0.0048977756,0.2519698,-65.65789473684211,81.76315789473684,22.210526315789473,334901.8947368421,19.6626065842524,1049963,-36.97742826967235,0.004740631,0.004740631,19548.781488895416,0.868421052631579,0.0
79.42818399478298,0.2926829268292683,7424,81.12018205325364,0.0056734495,0.21913193,-66.3170731707317,81.65853658536585,22.317073170731707,334473.3658536585,18.87981794674636,1059810,-38.91157932255208,0.007903712,0.007903712,19660.62095761299,0.7073170731707317,0.0
80.30095759973466,0.15384615384615385,7463,81.98716974301344,0.00435029,0.20967485,-67.74358974358974,82.61538461538461,21.384615384615383,338392.6153846154,18.012830256986543,1069779,-38.60945444136777,0.0053441282,0.0053441282,19765.645965576172,0.8461538461538461,0.0
79.84240206677916,0.2564102564102564,7502,81.09887259968188,0.0038911293,0.2011663,-66.61538461538461,82.1025641025641,21.871794871794872,336292.10256410256,18.901127400318114,1079948,-37.04065336067997,0.004360541,0.004360541,19873.739687681198,0.7435897435897436,0.0
79.8692745976846,0.13513513513513514,7539,81.19819990476437,0.0052721854,0.22231738,-66.72972972972973,82.10810810810811,21.83783783783784,336314.8108108108,18.801800095235638,1089876,-37.83272825591141,0.0068910345,0.0068910345,19977.88268971443,0.8648648648648649,0.0
80.04506127473168,0.24324324324324326,7576,81.16803325735025,0.0053964285,0.22939298,-66.8108108108108,82.29729729729729,21.64864864864865,337089.7297297297,18.831966742649765,1099798,-37.38171165005135,0.0057570604,0.0057570604,20085.687486886978,0.7567567567567568,0.0
