AttC,TimeElapsed,MtR,AttNC,Tmt,entropy,EpisodesSoFar,Tbt,entloss,MpbtN,surrgain,Tmc,optimgain,TimestepsSoFar,Ptt,MpbtA,meankl,TtR
2.0217391304347827,12366.9998421669,-28.47175487170841,0.9782608695652174,77.28260869565217,0.2997638,4577,316549.5652173913,0.0,60.93864924068463,0.0027315938,26.717391304347824,0.0027315938,559837,75.33586758401393,39.06135075931536,0.004481121,-141.45652173913044
1.3953488372093024,12503.261338710785,-26.889610738364603,1.6046511627906976,75.83720930232558,0.34332618,4620,310629.20930232556,0.0,58.52834332928748,0.003843921,28.209302325581394,0.003843921,569929,73.95144536747864,41.47165667071251,0.005551766,-133.25581395348837
1.9772727272727273,12637.543831586838,-28.840832172333897,1.0227272727272727,78.11363636363636,0.2955995,4664,319953.45454545453,0.0,61.39971945004615,0.0026723363,25.886363636363637,0.0026723363,579910,76.10881643076692,38.600280549953844,0.0043282644,-144.0
1.697674418604651,12769.442243814468,-28.378070012413286,1.302325581395349,76.90697674418605,0.35192564,4707,315010.9767441861,0.0,62.006992463983934,0.0031141948,27.093023255813954,0.0031141948,589990,74.98351389936875,37.99300753601609,0.0045735845,-143.09302325581396
2.3636363636363638,12903.075617790222,-29.432674957059966,0.6363636363636364,78.29545454545455,0.30952168,4751,320698.1818181818,0.0,63.907515169035086,0.003586332,25.704545454545453,0.003586332,599863,76.27968461602903,36.09248483096492,0.0049652923,-150.20454545454547
1.6511627906976745,13036.201266765594,-29.111500952266205,1.3488372093023255,77.62790697674419,0.3516496,4794,317963.9069767442,0.0,61.86903387182897,0.00381081,26.3953488372093,0.00381081,609730,75.64359210532402,38.13096612817104,0.0058719013,-144.2093023255814
1.9545454545454546,13170.337450742722,-28.83990422508256,1.0454545454545454,77.20454545454545,0.35385358,4838,316229.8181818182,0.0,62.77942510036716,0.0038416286,26.772727272727273,0.0038416286,619946,75.27859449190579,37.220574899632865,0.0049565756,-145.29545454545453
2.159090909090909,13306.449004411697,-28.7242172584875,0.8409090909090909,77.72727272727273,0.32694465,4882,318370.9090909091,0.0,62.752777663221316,0.004228119,26.272727272727273,0.004228119,629819,75.7482085930278,37.24722233677866,0.0058202078,-146.52272727272728
2.116279069767442,13440.237432003021,-28.368253962667666,0.8837209302325582,76.53488372093024,0.32529157,4925,313486.88372093026,0.0,62.33491819923065,0.0041890685,27.46511627906977,0.0041890685,639833,74.6355386416347,37.665081800769336,0.0048251343,-143.30232558139534
1.3181818181818181,13577.551308393478,-28.85826810627535,1.6818181818181819,76.97727272727273,0.33181262,4969,315298.9090909091,0.0,62.084738102463575,0.0043929727,27.022727272727273,0.0043929727,649912,75.04895013770499,37.91526189753641,0.005335841,-143.45454545454547
1.8409090909090908,13713.272383213043,-28.555262360625488,1.1590909090909092,76.88636363636364,0.30876842,5013,314926.54545454547,0.0,61.5434449186919,0.002878238,27.113636363636363,0.002878238,659782,74.96462569515546,38.45655508130811,0.003994728,-142.1590909090909
1.6363636363636365,13848.311762094498,-27.735179207172475,1.3636363636363635,76.70454545454545,0.32612398,5057,314181.8181818182,0.0,59.94872442096064,0.0034819671,27.295454545454547,0.0034819671,669994,74.79342468805173,40.05127557903935,0.0044384743,-138.20454545454547
1.7333333333333334,13987.15085530281,-28.526650372742992,1.2666666666666666,76.95555555555555,0.28369632,5102,315209.9555555555,0.0,61.50671386999453,0.0031911905,27.044444444444444,0.0031911905,679967,75.0293766994127,38.49328613000547,0.005884279,-142.13333333333333
1.5813953488372092,14123.26404094696,-28.294224896529958,1.4186046511627908,77.13953488372093,0.31748578,5145,315963.5348837209,0.0,60.22630055166625,0.003982617,26.86046511627907,0.003982617,689888,75.2001887733167,39.773699448333744,0.0051481677,-139.46511627906978
1.8444444444444446,14257.32908654213,-28.13606890676562,1.1555555555555554,77.35555555555555,0.30699137,5190,316848.35555555555,0.0,59.73393849576682,0.0027398844,26.68888888888889,0.0027398844,699966,75.37511555274791,40.26606150423319,0.0037368464,-138.73333333333332
1.5952380952380953,14390.799183607101,-27.970385608852418,1.4047619047619047,76.71428571428571,0.32645625,5232,314221.71428571426,0.0,60.014545275788535,0.003648591,27.285714285714285,0.003648591,709792,74.80483921105909,39.98545472421146,0.004479408,-138.07142857142858
1.6444444444444444,14528.278876543045,-28.553504355485483,1.3555555555555556,77.71111111111111,0.34530827,5277,318304.7111111111,0.0,59.90494543753384,0.0032732706,26.288888888888888,0.0032732706,719768,75.73585472825934,40.095054562466146,0.004486824,-139.8
2.0,14666.942593574524,-28.35480619617631,1.0,77.18181818181819,0.3373252,5321,316136.7272727273,0.0,61.815028541736915,0.0037155873,26.818181818181817,0.0037155873,729858,75.23837863814,38.184971458263064,0.0031789322,-143.38636363636363
1.7209302325581395,14799.882635116577,-27.570990751452783,1.2790697674418605,76.46511627906976,0.33217597,5364,313201.11627906974,0.0,60.87739356633791,0.0037087458,27.6046511627907,0.0037087458,739947,74.52439598314123,39.12260643366209,0.0047810217,-139.74418604651163
1.744186046511628,14935.257982969284,-29.09797973952719,1.255813953488372,77.13953488372093,0.33628905,5407,315963.5348837209,0.0,62.54865821383516,0.0035777579,26.86046511627907,0.0035777579,749832,75.19981073498288,37.45134178616481,0.004296768,-144.7674418604651
1.8372093023255813,15069.391026258469,-28.427146928452434,1.1627906976744187,77.23255813953489,0.33654872,5450,316344.5581395349,0.0,61.448435389879734,0.004117517,26.767441860465116,0.004117517,759798,75.28778399667021,38.55156461012026,0.004983492,-142.3953488372093
2.282608695652174,15205.815211772919,-27.71866188319191,0.717391304347826,76.5,0.3219696,5496,313344.0,0.0,60.75222554002125,0.0032221293,27.543478260869566,0.0032221293,769949,74.57466448042783,39.24777445997874,0.004140378,-139.69565217391303
2.0638297872340425,15344.415267467499,-28.19803644593265,0.9361702127659575,76.63829787234043,0.29625064,5543,313910.4680851064,0.0,60.21912018400016,0.004839863,27.382978723404257,0.004839863,779943,74.71905119953537,39.78087981599985,0.0054921336,-138.5744680851064
1.7727272727272727,15477.138970375061,-28.243586278982548,1.2272727272727273,77.1590909090909,0.34030777,5587,316043.63636363635,0.0,60.16175138668718,0.0049198396,26.84090909090909,0.0049198396,789902,75.2193358282044,39.83824861331283,0.0064009307,-139.63636363636363
1.3111111111111111,15613.164431810379,-27.568236089573933,1.6888888888888889,75.77777777777777,0.34328398,5632,310385.77777777775,0.0,58.70676583858044,0.0032563289,28.244444444444444,0.0032563289,799974,73.91274556147029,41.293234161419576,0.0054684626,-133.73333333333332
2.255813953488372,15747.086193084717,-26.222520513382985,0.7441860465116279,76.4186046511628,0.33347428,5675,313010.6046511628,0.0,58.25703054442834,0.0034182984,27.6046511627907,0.0034182984,809954,74.50994415267601,41.74296945557165,0.0045226216,-133.74418604651163
2.5217391304347827,15885.731853961945,-28.815081328614955,0.4782608695652174,77.73913043478261,0.3183313,5721,318419.47826086957,0.0,61.38253479150999,0.0036614297,26.23913043478261,0.0036614297,819771,75.77638801896343,38.61746520849001,0.0055271657,-143.41304347826087
2.0425531914893615,16027.887200117111,-27.432219607261565,0.9574468085106383,76.93617021276596,0.30210894,5768,315130.55319148937,0.0,59.539194498158686,0.003198114,27.06382978723404,0.003198114,829960,75.00959145722581,40.46080550184129,0.004764845,-137.5531914893617
1.7906976744186047,16167.499188423157,-27.266139487940325,1.2093023255813953,76.69767441860465,0.28492624,5811,314153.67441860464,0.0,59.10310801796206,0.003647577,27.325581395348838,0.003647577,839782,74.77175825225142,40.89689198203792,0.0054484867,-136.1860465116279
1.511111111111111,16299.487802028656,-27.22945297499344,1.488888888888889,76.64444444444445,0.2950174,5856,313935.64444444445,0.0,58.097890965253264,0.0033074035,27.355555555555554,0.0033074035,849937,74.7391155166522,41.902109034746736,0.004090947,-133.8
1.6888888888888889,16437.10450553894,-27.838087954251648,1.3111111111111111,76.66666666666667,0.30418336,5901,314026.6666666667,0.0,58.42834201318289,0.0038477718,27.355555555555554,0.0038477718,859886,74.7465324838161,41.57165798681713,0.0060596466,-134.6
2.1555555555555554,16574.049659967422,-27.430953260609705,0.8444444444444444,76.71111111111111,0.27857426,5946,314208.7111111111,0.0,59.35082267269208,0.003545312,27.31111111111111,0.003545312,869873,74.78708989765252,40.649177327307925,0.0043074996,-136.66666666666666
1.744186046511628,16707.84367609024,-27.089924967893243,1.255813953488372,75.4186046511628,0.29320276,5989,308914.6046511628,0.0,59.06512303101144,0.004839334,28.627906976744185,0.004839334,879752,73.56153468648023,40.934876968988576,0.0052126115,-133.74418604651163
1.6046511627906976,16840.999658107758,-27.107398592078564,1.3953488372093024,75.5813953488372,0.2852776,6032,309581.3953488372,0.0,59.48059292702858,0.0046282127,28.41860465116279,0.0046282127,889911,73.74355400221928,40.51940707297142,0.005627606,-135.0
1.7333333333333334,16977.706789970398,-28.61705203346639,1.2666666666666666,77.02222222222223,0.31105414,6077,315483.02222222224,0.0,59.85290781081503,0.004261509,27.0,0.004261509,899910,75.07727154035504,40.14709218918496,0.005580616,-138.26666666666668
2.159090909090909,17115.630761146545,-26.81953111008306,0.8409090909090909,76.63636363636364,0.2811172,6121,313902.54545454547,0.0,58.519942760280266,0.003535031,27.363636363636363,0.003535031,909777,74.73041851592708,41.48005723971972,0.004540737,-134.72727272727272
1.8444444444444446,17254.79976940155,-27.620863096699217,1.1555555555555554,76.31111111111112,0.2800415,6166,312570.31111111114,0.0,58.915977960939664,0.0041119857,27.68888888888889,0.0041119857,919850,74.4280971667612,41.08402203906033,0.0044524404,-135.0
1.6590909090909092,17393.816900730133,-27.278001692451905,1.3409090909090908,75.43181818181819,0.27599353,6210,308968.7272727273,0.0,58.8394917343681,0.0052036205,28.636363636363637,0.0052036205,929880,73.55951773954828,41.160508265631904,0.0054078675,-133.1590909090909
1.4090909090909092,17528.87011361122,-27.04412779365398,1.5909090909090908,75.36363636363636,0.30558032,6254,308689.45454545453,0.0,58.89299355512936,0.0053997776,28.65909090909091,0.0053997776,939896,73.52557098489049,41.10700644487061,0.006720052,-133.1590909090909
1.8,17665.44520521164,-26.23810982004359,1.2,75.66666666666667,0.314122,6299,309930.6666666667,0.0,56.57369028307675,0.003940146,28.333333333333332,0.003940146,949957,73.82342539267628,43.42630971692325,0.0061460566,-128.46666666666667
1.9333333333333333,17802.603443145752,-26.80331382593337,1.0666666666666667,76.13333333333334,0.2946882,6344,311842.13333333336,0.0,58.66496527382349,0.004648191,27.933333333333334,0.004648191,959802,74.21633318930172,41.33503472617649,0.0046593375,-134.33333333333334
1.5454545454545454,17940.573150396347,-27.176686419841914,1.4545454545454546,76.25,0.30620924,6388,312320.0,0.0,59.17172164560213,0.0040094545,27.772727272727273,0.0040094545,969817,74.35442672286541,40.82827835439786,0.004406839,-135.54545454545453
1.6590909090909092,18073.333486795425,-26.759352334999775,1.3409090909090908,76.70454545454545,0.31046644,6432,314181.8181818182,0.0,58.740734344814264,0.0038727988,27.318181818181817,0.0038727988,979975,74.77980858697437,41.25926565518573,0.005280519,-135.27272727272728
1.5714285714285714,18210.398223161697,-27.068246355576466,1.4285714285714286,76.21428571428571,0.3180787,6474,312173.71428571426,0.0,59.227445639509675,0.0045319987,27.833333333333332,0.0045319987,989779,74.30462077563581,40.77255436049032,0.005010573,-135.64285714285714
1.5454545454545454,18344.416320085526,-28.412345991843278,1.4545454545454546,77.29545454545455,0.2917974,6518,316602.1818181818,0.0,61.53889870283243,0.0039827656,26.704545454545453,0.0039827656,999895,75.34552688400767,38.46110129716758,0.0053782184,-143.04545454545453
1.5227272727272727,18479.313294172287,-27.237475821948692,1.4772727272727273,77.18181818181819,0.2969526,6562,316136.7272727273,0.0,59.60316269296661,0.004054358,26.818181818181817,0.004054358,1009939,75.24112055281638,40.39683730703337,0.0046639945,-138.0681818181818
1.1162790697674418,18617.444535970688,-27.63581531691183,1.8837209302325582,76.79069767441861,0.31847888,6605,314534.6976744186,0.0,59.57077724419547,0.0055874838,27.232558139534884,0.0055874838,1019834,74.86136375517421,40.42922275580454,0.0062708557,-137.30232558139534
1.7333333333333334,18755.697928905487,-28.08853632307614,1.2666666666666666,75.95555555555555,0.28342685,6650,311113.9555555555,0.0,60.373942796291765,0.0040724874,28.066666666666666,0.0040724874,1029941,74.07906203478262,39.62605720370824,0.00504982,-138.2
1.4545454545454546,18891.00583934784,-26.885133572084737,1.5454545454545454,75.5,0.2777103,6694,309248.0,0.0,57.08643532002347,0.0040308684,28.522727272727273,0.0040308684,1039788,73.65284677013652,42.91356467997654,0.005407001,-129.3409090909091
1.8181818181818181,19025.06658911705,-26.619394358518516,1.1818181818181819,75.88636363636364,0.27890944,6738,310830.54545454547,0.0,57.653255597576845,0.0037511948,28.15909090909091,0.0037511948,1049864,73.99950376172984,42.34674440242315,0.004687892,-131.25
1.5,19158.76125073433,-26.978887644774094,1.5,75.79545454545455,0.31946176,6782,310458.1818181818,0.0,58.415467926157135,0.004895967,28.227272727272727,0.004895967,1059870,73.92917108261996,41.58453207384286,0.006697754,-133.02272727272728
1.8541666666666667,19301.43260359764,-27.75049842678223,1.1458333333333333,75.875,0.263946,6830,310784.0,0.0,59.79385369925984,0.0039609843,28.229166666666668,0.0039609843,1069931,73.952654650636,40.20614630074015,0.005664542,-136.375
1.813953488372093,19440.30037546158,-26.152697918966137,1.186046511627907,75.81395348837209,0.2754646,6873,310533.9534883721,0.0,57.141833076133004,0.0043758117,28.232558139534884,0.0043758117,1079814,73.93118897846222,42.858166923866975,0.0054697166,-130.1860465116279
1.6666666666666667,19578.83192229271,-27.04878249540244,1.3333333333333333,75.55555555555556,0.2624495,6918,309475.55555555556,0.0,58.872298644066966,0.0037783855,28.466666666666665,0.0037783855,1089864,73.70452838649959,41.127701355933034,0.005233605,-133.66666666666666
