entropy,meankl,TtR,AttC,EpisodesSoFar,AttNC,TimestepsSoFar,entloss,Fce,TimeElapsed,MtR,surrgain,optimgain
0.5226041,0.008933204,2498.0,0.0,2973,10.0,619928,0.0,0.9992000000000003,20505.179048538208,142.76355086156008,0.00038310184,0.00038310184
0.42501554,0.010174282,2491.5,0.0,3013,10.0,629928,0.0,0.9965999999999999,20792.830783605576,142.4309387165196,0.00064853457,0.00064853457
0.32742304,0.01017476,2499.25,0.0,3053,10.0,639928,0.0,0.9997,21077.363743066788,142.84131274986848,0.0005784447,0.0005784447
0.22983204,0.01017476,2499.75,0.0,3093,10.0,649928,0.0,0.9998999999999999,21383.963686943054,142.8665181591206,0.00024409985,0.00024409985
0.1322421,0.010174781,2500.0,0.0,3133,10.0,659928,0.0,1.0,21680.775688409805,142.8784238871937,0.00029476208,0.00029476208
0.0346527,0.010174781,2500.0,0.0,3173,10.0,669928,0.0,1.0,21992.515323877335,142.8784238871937,0.00021646393,0.00021646393
-0.062937684,0.010174863,2500.0,0.0,3213,10.0,679928,0.0,1.0,22299.789261817932,142.8784238871937,0.00045705336,0.00045705336
0.034652155,0.008933067,2500.0,0.0,3253,10.0,689928,0.0,1.0,22612.640495061874,142.8784238871937,1.3492203e-06,1.3492203e-06
-0.062938675,0.010174871,2500.0,0.0,3293,10.0,699928,0.0,1.0,22953.759506702423,142.8784238871937,0.00017045646,0.00017045646
-0.16052961,0.01017476,2500.0,0.0,3333,10.0,709928,0.0,1.0,23249.465059280396,142.8784238871937,0.00039973954,0.00039973954
-0.062938616,0.008933196,2500.0,0.0,3373,10.0,719928,0.0,1.0,23557.21205472946,142.8784238871937,0.00051268673,0.00051268673
-0.16052961,0.010174863,2500.0,0.0,3413,10.0,729928,0.0,1.0,23870.489483594894,142.8784238871937,0.00012606701,0.00012606701
-0.2581177,0.01017476,2500.0,0.0,3453,10.0,739928,0.0,1.0,24186.58680987358,142.8784238871937,6.545975e-05,6.545975e-05
-0.35569555,0.01017189,2500.0,0.0,3493,10.0,749928,0.0,1.0,24510.50446510315,142.8784238871937,0.00030989293,0.00030989293
-0.45328018,0.010174781,2500.0,0.0,3533,10.0,759928,0.0,1.0,24811.813487529755,142.8784238871937,0.00010433441,0.00010433441
-0.5508729,0.010174871,2500.0,0.0,3573,10.0,769928,0.0,1.0,25123.35657119751,142.8784238871937,0.00025537628,0.00025537628
-0.45328796,0.008932242,2500.0,0.0,3613,10.0,779928,0.0,1.0,25428.37594294548,142.8784238871937,0.0005639582,0.0005639582
-0.55087507,0.010174863,2500.0,0.0,3653,10.0,789928,0.0,1.0,25738.717008829117,142.8784238871937,0.00030435523,0.00030435523
-0.64846843,0.01017476,2500.0,0.0,3693,10.0,799928,0.0,1.0,26049.083467960358,142.8784238871937,0.00019961246,0.00019961246
-0.55087507,0.008933204,2500.0,0.0,3733,10.0,809928,0.0,1.0,26342.08237695694,142.8784238871937,0.00013349378,0.00013349378
-0.45328805,0.008933196,2500.0,0.0,3773,10.0,819928,0.0,1.0,26661.838807821274,142.8784238871937,0.000357042,0.000357042
-0.3598971,0.008206323,2500.0,0.0,3813,10.0,829928,0.0,1.0,26980.808912038803,142.8784238871937,3.0098533e-06,3.0098533e-06
-0.45660132,0.009985625,2500.0,0.0,3853,10.0,839928,0.0,1.0,27303.933574438095,142.8784238871937,0.00016973144,0.00016973144
-0.35908923,0.008918639,2500.0,0.0,3893,10.0,849928,0.0,1.0,27612.777532577515,142.8784238871937,0.0008261861,0.0008261861
-0.45660663,0.010159648,2500.0,0.0,3933,10.0,859928,0.0,1.0,27907.806171894073,142.8784238871937,0.00013479122,0.00013479122
-0.36062554,0.008657056,2500.0,0.0,3973,10.0,869928,0.0,1.0,28228.783024072647,142.8784238871937,0.00033033654,0.00033033654
-0.38917235,0.0008407782,2500.0,0.0,4013,10.0,879928,0.0,1.0,28523.49237036705,142.8784238871937,3.2218228e-05,3.2218228e-05
-0.48675796,0.010174863,2500.0,0.0,4053,10.0,889928,0.0,1.0,28808.06977391243,142.8784238871937,0.000118375814,0.000118375814
-0.584351,0.01017476,2500.0,0.0,4093,10.0,899928,0.0,1.0,29105.864160060883,142.8784238871937,0.00017938465,0.00017938465
-0.6819453,0.010174863,2500.0,0.0,4133,10.0,909928,0.0,1.0,29416.242000341415,142.8784238871937,0.00038329334,0.00038329334
-0.77953607,0.01017476,2500.0,0.0,4173,10.0,919928,0.0,1.0,29729.27489590645,142.8784238871937,0.00019772311,0.00019772311
-0.6819453,0.008933204,2500.0,0.0,4213,10.0,929928,0.0,1.0,30049.621615171432,142.8784238871937,0.0002666448,0.0002666448
-0.58435076,0.008933102,2500.0,0.0,4253,10.0,939928,0.0,1.0,30336.554978132248,142.8784238871937,0.00017345368,0.00017345368
-0.48675796,0.008933196,2500.0,0.0,4293,10.0,949928,0.0,1.0,30634.677308559418,142.8784238871937,0.00013301481,0.00013301481
-0.38917238,0.008933102,2500.0,0.0,4333,10.0,959928,0.0,1.0,30941.92150402069,142.8784238871937,6.290674e-05,6.290674e-05
-0.48676306,0.010174871,2500.0,0.0,4373,10.0,969928,0.0,1.0,31239.814158916473,142.8784238871937,0.00016998555,0.00016998555
-0.4623693,0.00058555603,2500.0,0.0,4413,10.0,979928,0.0,1.0,31587.09216094017,142.8784238871937,2.083454e-06,2.083454e-06
-0.36477655,0.008933196,2500.0,0.0,4453,10.0,989928,0.0,1.0,31891.882603883743,142.8784238871937,0.0006436555,0.0006436555
-0.267185,0.008933204,2500.0,0.0,4493,10.0,999928,0.0,1.0,32183.75501847267,142.8784238871937,0.00029912457,0.00029912457
-0.36477655,0.010174863,2500.0,0.0,4533,10.0,1009928,0.0,1.0,32469.78223848343,142.8784238871937,0.00016196977,0.00016196977
-0.46236962,0.010174751,2500.0,0.0,4573,10.0,1019928,0.0,1.0,32750.515303611755,142.8784238871937,0.00051559316,0.00051559316
-0.36477655,0.008933204,2500.0,0.0,4613,10.0,1029928,0.0,1.0,33038.51286435127,142.8784238871937,0.00018399868,0.00018399868
-0.4623693,0.010174863,2500.0,0.0,4653,10.0,1039928,0.0,1.0,33330.14677762985,142.8784238871937,0.00019367419,0.00019367419
-0.36477655,0.008933102,2500.0,0.0,4693,10.0,1049928,0.0,1.0,33635.34567332268,142.8784238871937,0.00031752628,0.00031752628
-0.46236923,0.010174781,2500.0,0.0,4733,10.0,1059928,0.0,1.0,33940.463104486465,142.8784238871937,8.545263e-05,8.545263e-05
-0.3647764,0.008933204,2500.0,0.0,4773,10.0,1069928,0.0,1.0,34267.759986162186,142.8784238871937,0.00065024564,0.00065024564
-0.38917235,0.00060504675,2500.0,0.0,4813,10.0,1079928,0.0,1.0,34677.15265917778,142.8784238871937,1.2609863e-06,1.2609863e-06
-0.48675796,0.01017476,2500.0,0.0,4853,10.0,1089928,0.0,1.0,34979.98864030838,142.8784238871937,0.00023794376,0.00023794376
-0.584351,0.010174781,2500.0,0.0,4893,10.0,1099928,0.0,1.0,35268.53333520889,142.8784238871937,6.497017e-05,6.497017e-05
-0.48675796,0.008933204,2500.0,0.0,4933,10.0,1109928,0.0,1.0,35563.796405792236,142.8784238871937,0.00035742798,0.00035742798
-0.53555477,0.0024604485,2500.0,0.0,4973,10.0,1119928,0.0,1.0,35861.25938677788,142.8784238871937,2.7891922e-06,2.7891922e-06
-0.43796688,0.008933204,2500.0,0.0,5013,10.0,1129928,0.0,1.0,36153.76367330551,142.8784238871937,0.00026779014,0.00026779014
-0.53555477,0.010174863,2500.0,0.0,5053,10.0,1139928,0.0,1.0,36463.95614004135,142.8784238871937,0.00039155234,0.00039155234
-0.43796688,0.008933102,2500.0,0.0,5093,10.0,1149928,0.0,1.0,36797.345328330994,142.8784238871937,0.00014268947,0.00014268947
-0.5355547,0.010174781,2500.0,0.0,5133,10.0,1159928,0.0,1.0,37112.632930755615,142.8784238871937,0.00038614235,0.00038614235
-0.43796688,0.008933102,2500.0,0.0,5173,10.0,1169928,0.0,1.0,37435.47409033775,142.8784238871937,0.00072032434,0.00072032434
-0.34037727,0.008933204,2500.0,0.0,5213,10.0,1179928,0.0,1.0,37734.36083626747,142.8784238871937,0.00012177962,0.00012177962
-0.24278653,0.008933196,2500.0,0.0,5253,10.0,1189928,0.0,1.0,38048.88373208046,142.8784238871937,0.00017185598,0.00017185598
-0.14519662,0.008933416,2500.0,0.0,5293,10.0,1199928,0.0,1.0,38355.03830456734,142.8784238871937,0.00021647828,0.00021647828
-0.047607105,0.008933204,2500.0,0.0,5333,10.0,1209928,0.0,1.0,38631.07540369034,142.8784238871937,0.0005094954,0.0005094954
0.049983595,0.008933204,2500.0,0.0,5373,10.0,1219928,0.0,1.0,38905.78482794762,142.8784238871937,0.00020838586,0.00020838586
-0.047607325,0.010174781,2500.0,0.0,5413,10.0,1229928,0.0,1.0,39178.4881105423,142.8784238871937,0.00038500258,0.00038500258
-0.14519665,0.010174871,2500.0,0.0,5453,10.0,1239928,0.0,1.0,39474.29337954521,142.8784238871937,0.00044170054,0.00044170054
-0.047607325,0.008933204,2499.75,0.0,5493,10.0,1249928,0.0,0.9998999999999999,39781.2560646534,142.86609299803825,2.2407045e-05,2.2407045e-05
-0.14519554,0.01017476,2500.0,0.0,5533,10.0,1259928,0.0,1.0,40101.6060757637,142.8784238871937,0.000535829,0.000535829
-0.047607105,0.008933204,2500.0,0.0,5573,10.0,1269928,0.0,1.0,40405.35942411423,142.8784238871937,0.0006877661,0.0006877661
-0.14519553,0.010174781,2500.0,0.0,5613,10.0,1279928,0.0,1.0,40723.103932619095,142.8784238871937,0.000102568476,0.000102568476
-0.24278645,0.010174781,2500.0,0.0,5653,10.0,1289928,0.0,1.0,41017.17205142975,142.8784238871937,0.00022873514,0.00022873514
-0.34037703,0.01017476,2500.0,0.0,5693,10.0,1299928,0.0,1.0,41285.29130649567,142.8784238871937,0.00022266987,0.00022266987
-0.24278645,0.008933204,2500.0,0.0,5733,10.0,1309928,0.0,1.0,41585.15125346184,142.8784238871937,0.0003441276,0.0003441276
-0.14519541,0.008933204,2500.0,0.0,5773,10.0,1319928,0.0,1.0,41870.50744009018,142.8784238871937,4.3649263e-05,4.3649263e-05
-0.047606092,0.008933204,2500.0,0.0,5813,10.0,1329928,0.0,1.0,42159.350036382675,142.8784238871937,0.0007001917,0.0007001917
0.049983885,0.008933204,2500.0,0.0,5853,10.0,1339928,0.0,1.0,42460.27074313164,142.8784238871937,0.0003737496,0.0003737496
0.14757484,0.008933204,2499.5,0.0,5893,10.0,1349928,0.0,0.9998000000000001,42721.738833904266,142.8483648209944,0.00082446774,0.00082446774
0.24516307,0.008933204,2500.0,0.0,5933,10.0,1359928,0.0,1.0,42971.668830394745,142.8784238871937,0.0005852473,0.0005852473
0.14757489,0.01017476,2499.75,0.0,5973,10.0,1369928,0.0,0.9999,43279.83400464058,142.86028472699317,0.00027989555,0.00027989555
0.24516307,0.008933204,2500.0,0.0,6013,10.0,1379928,0.0,1.0,43537.09411382675,142.8784238871937,0.00027295147,0.00027295147
0.3427547,0.008933196,2500.0,0.0,6053,10.0,1389928,0.0,1.0,43825.332589387894,142.8784238871937,0.00024998505,0.00024998505
0.245163,0.010174863,2499.0,0.0,6093,10.0,1399928,0.0,0.9996,44108.6923263073,142.80322731016963,0.00016334454,0.00016334454
0.3427547,0.008933204,2500.0,0.0,6133,10.0,1409928,0.0,1.0,44400.66780567169,142.8784238871937,0.00015438926,0.00015438926
0.245163,0.010174781,2499.75,0.0,6173,10.0,1419928,0.0,0.9998999999999999,44697.06911945343,142.87084102390523,0.0006399794,0.0006399794
0.25735956,0.0001475811,2499.75,0.0,6213,10.0,1429928,0.0,0.9998999999999999,45080.03033399582,142.86142904148537,1.223278e-07,1.223278e-07
0.35495064,0.008933204,2500.0,0.0,6253,10.0,1439928,0.0,1.0,45377.14599490166,142.8784238871937,0.00043138335,0.00043138335
0.25735962,0.010174863,2499.0,0.0,6293,10.0,1449928,0.0,0.9996,45650.78551006317,142.83354467426116,4.103821e-05,4.103821e-05
0.35495064,0.008933102,2500.0,0.0,6333,10.0,1459928,0.0,1.0,45931.07405924797,142.8784238871937,1.576601e-05,1.576601e-05
0.45254457,0.008933204,2499.25,0.0,6373,10.0,1469928,0.0,0.9997000000000001,46218.43764710426,142.84120148240336,0.0003410866,0.0003410866
0.5501335,0.008933204,2497.75,0.0,6413,10.0,1479928,0.0,0.9991,46490.16319727898,142.7472928034621,2.0131149e-05,2.0131149e-05
0.4525446,0.010174781,2490.5,0.0,6453,10.0,1489928,0.0,0.9962,46751.7600479126,142.37958247122214,0.00044733542,0.00044733542
0.5501381,0.008933204,2497.5,0.0,6493,10.0,1499928,0.0,0.9989999999999999,47033.11804437637,142.76417304552245,0.0007109797,0.0007109797
0.6477284,0.008933204,2492.5,0.0,6533,10.0,1509928,0.0,0.9969999999999999,47292.717133522034,142.4437366493466,5.3733787e-05,5.3733787e-05
0.74530673,0.008933196,2482.75,0.0,6573,10.0,1519928,0.0,0.9930999999999999,47563.06063199043,141.91266459858502,0.00013673957,0.00013673957
0.6477284,0.01017476,2346.6666666666665,0.47619047619047616,6615,9.523809523809524,1529958,0.0,0.9527331966279337,47818.297233343124,134.22620815313184,0.0005637789,0.0005637789
0.5501381,0.010174863,2415.121951219512,0.3170731707317073,6656,9.682926829268293,1539963,0.0,0.9708292682926828,48091.58017039299,138.04762362812798,0.0003190203,0.0003190203
0.4525446,0.010174863,2492.75,0.0,6696,10.0,1549963,0.0,0.9970999999999999,48378.786692619324,142.45282127702353,6.580068e-05,6.580068e-05
0.5501381,0.008933204,2497.0,0.0,6736,10.0,1559963,0.0,0.9987999999999999,48664.647476673126,142.70429787854164,0.00020176898,0.00020176898
0.6477284,0.008933204,2493.5,0.0,6776,10.0,1569963,0.0,0.9974000000000002,48960.8106610775,142.53374256999922,0.00025071533,0.00025071533
0.5501381,0.010174863,2480.75,0.0,6816,10.0,1579963,0.0,0.9922999999999998,49255.82870340347,141.76228900592614,0.0006008228,0.0006008228
0.45254496,0.01017476,2495.0,0.025,6856,9.975,1589963,0.0,0.998,49534.77465677261,142.59276301087084,0.0004900275,0.0004900275
0.5501381,0.008933204,2498.0,0.0,6896,10.0,1599963,0.0,0.9991999999999999,49826.24612855911,142.76481417365335,0.00068653276,0.00068653276
0.6477284,0.008933196,2490.75,0.0,6936,10.0,1609963,0.0,0.9962999999999997,50114.77255439758,142.346504534844,0.00012668602,0.00012668602
0.5501381,0.010174863,2411.2195121951218,0.24390243902439024,6977,9.75609756097561,1619974,0.0,0.9687272727272727,50404.55600833893,137.8651081368927,0.00031669342,0.00031669342
0.64772826,0.008933102,2433.4146341463415,0.24390243902439024,7018,9.75609756097561,1629981,0.0,0.9801393728222996,50687.502400159836,139.09849259262333,3.061549e-05,3.061549e-05
0.5501381,0.010174863,2485.5,0.0,7058,10.0,1639981,0.0,0.9942,50969.346118450165,142.08941750335018,0.00013186806,0.00013186806
0.45254457,0.010174863,2493.25,0.0,7098,10.0,1649981,0.0,0.9972999999999999,51259.777453660965,142.5034985752769,0.0008699138,0.0008699138
0.3549508,0.01017476,2437.560975609756,0.24390243902439024,7139,9.75609756097561,1659986,0.0,0.9798048780487805,51561.280495882034,139.34900413859302,0.00044897635,0.00044897635
0.25736523,0.01017476,2438.5365853658536,0.24390243902439024,7180,9.75609756097561,1669991,0.0,0.9801951219512196,51840.121549367905,139.38673780192934,0.00010628168,0.00010628168
0.1597743,0.010174781,2500.0,0.0,7220,10.0,1679991,0.0,1.0,52129.049625873566,142.8784238871937,0.00033545692,0.00033545692
0.2573652,0.008933204,2500.0,0.0,7260,10.0,1689991,0.0,1.0,52418.33070421219,142.8784238871937,0.00034217656,0.00034217656
0.3549508,0.008933204,2500.0,0.0,7300,10.0,1699991,0.0,1.0,52704.50401806831,142.8784238871937,0.00045172227,0.00045172227
0.4525446,0.008933204,2497.0,0.0,7340,10.0,1709991,0.0,0.9987999999999999,52998.0754468441,142.67656735669144,0.00012519081,0.00012519081
0.3549508,0.010174781,2436.829268292683,0.24390243902439024,7381,9.75609756097561,1719996,0.0,0.9795121951219515,53278.18000602722,139.27926111311137,0.00043823812,0.00043823812
0.4525446,0.008933204,2499.0,0.0,7421,10.0,1729996,0.0,0.9996,53566.094589710236,142.81782379439917,0.0005184201,0.0005184201
0.5501381,0.008933204,2498.25,0.0,7461,10.0,1739996,0.0,0.9993000000000002,53833.27047896385,142.77729785156103,0.00038018823,0.00038018823
0.64772826,0.008933102,2491.0,0.05,7501,9.95,1749996,0.0,0.9964000000000001,54117.98699307442,142.3704092685229,5.4854623e-05,5.4854623e-05
0.623323,0.00060510635,2480.0,0.0,7541,10.0,1759996,0.0,0.992,54424.339864730835,141.727125136467,2.433777e-08,2.433777e-08
0.5257336,0.01017476,2484.0,0.0,7581,10.0,1769996,0.0,0.9935999999999998,54688.0778067112,141.9423723393278,0.00027362377,0.00027362377
0.4281427,0.010174781,2496.5,0.0,7621,10.0,1779996,0.0,0.9986,54996.754480838776,142.6759695767518,0.00019436456,0.00019436456
0.33055413,0.010174871,2498.0,0.0,7661,10.0,1789996,0.0,0.9991999999999999,55283.97721219063,142.76559384730757,0.00015950893,0.00015950893
0.23296615,0.010174863,2499.25,0.0,7701,10.0,1799996,0.0,0.9997000000000001,55553.870399713516,142.8405011115912,0.00010329793,0.00010329793
0.33055222,0.008933204,2500.0,0.0,7741,10.0,1809996,0.0,1.0,55849.48883533478,142.8784238871937,0.00013482824,0.00013482824
