MpbtA,entloss,meankl,AttNC,Tmt,Tmc,Ptt,surrgain,TimestepsSoFar,EpisodesSoFar,TimeElapsed,optimgain,MtR,Tbt,MpbtN,AttC,TtR,entropy
37.56128909892967,0.0,0.005234606,1.2380952380952381,76.73809523809524,27.285714285714285,74.80917321641834,0.0028510275,529868,4552,12305.181647062302,0.0028510275,-28.519231883079783,314319.2380952381,62.43871090107032,1.7619047619047619,-144.07142857142858,0.2979107
39.92182320717178,0.0,0.0051782415,1.2272727272727273,76.93181818181819,27.068181818181817,75.0062678546901,0.0033683511,539940,4596,12442.034359455109,0.0033683511,-27.827427767499625,315112.7272727273,60.07817679282822,1.7727272727272727,-138.8181818181818,0.31432003
38.30157595992308,0.0,0.0039868155,1.1818181818181819,76.22727272727273,27.818181818181817,74.31888886598819,0.0034705952,549871,4640,12580.93360543251,0.0034705952,-28.172469324948747,312226.9090909091,61.69842404007692,1.8181818181818181,-141.20454545454547,0.32003286
36.67745643570522,0.0,0.0042577465,1.4883720930232558,77.20930232558139,26.790697674418606,75.26492412658867,0.004385126,559809,4683,12719.679497241974,0.004385126,-29.507632377141213,316249.3023255814,63.322543564294804,1.5116279069767442,-146.72093023255815,0.32664105
37.53194139303923,0.0,0.005854209,1.4186046511627908,77.09302325581395,26.930232558139537,75.14151408964895,0.0041407202,569911,4726,12854.63716840744,0.0041407202,-28.57558379232871,315773.0232558139,62.468058606960774,1.5813953488372092,-144.62790697674419,0.3175627
38.44260274855665,0.0,0.0055632256,1.0909090909090908,77.5,26.522727272727273,75.52229763541568,0.0039231577,579879,4770,12991.956967830658,0.0039231577,-28.795827399578044,317440.0,61.557397251443355,1.9090909090909092,-143.25,0.3511028
35.65007135339081,0.0,0.005635142,0.723404255319149,76.80851063829788,27.19148936170213,74.89010558817738,0.00427743,589914,4817,13136.736548185349,0.00427743,-29.873937855262138,314607.6595744681,64.34992864660919,2.276595744680851,-148.46808510638297,0.3150715
37.20739112107877,0.0,0.0047833365,0.9761904761904762,76.57142857142857,27.452380952380953,74.65432012911137,0.0036555908,599765,4859,13273.188798427582,0.0036555908,-28.650387392984097,313636.5714285714,62.792608878921186,2.0238095238095237,-144.57142857142858,0.32483652
35.66032452229886,0.0,0.0043006963,1.2093023255813953,77.13953488372093,26.906976744186046,75.16760877144385,0.003596047,609850,4902,13407.872040510178,0.003596047,-29.46395840271363,315963.5348837209,64.33967547770115,1.7906976744186047,-149.37209302325581,0.31332338
37.36753983097976,0.0,0.0046447623,1.3409090909090908,77.25,26.772727272727273,75.28972532332092,0.0043637166,619917,4946,13544.291137933731,0.0043637166,-28.72265334115648,316416.0,62.632460169020256,1.6590909090909092,-145.29545454545453,0.2903575
38.33742069777621,0.0,0.0057073543,1.619047619047619,76.21428571428571,27.785714285714285,74.33517008300689,0.0036603548,629838,4988,13681.651148557663,0.0036603548,-28.43302779084821,312173.71428571426,61.662579302223776,1.380952380952381,-141.0,0.29307914
37.8713542220906,0.0,0.004282195,1.1818181818181819,75.95454545454545,28.09090909090909,74.06408153357924,0.0030430614,639947,5032,13820.4586083889,0.0030430614,-28.46364139469715,311109.8181818182,62.1286457779094,1.8181818181818181,-141.75,0.27511093
38.2872320629223,0.0,0.0048998496,1.048780487804878,75.90243902439025,28.146341463414632,74.01046887255305,0.002886898,649752,5073,13961.435727596283,0.002886898,-28.48352786384298,310896.39024390245,61.71276793707771,1.951219512195122,-140.70731707317074,0.26787487
37.563036366544246,0.0,0.0049031866,1.6744186046511629,76.79069767441861,27.209302325581394,74.87440368993948,0.0040631825,659837,5116,14098.822116851807,0.0040631825,-29.00276467559492,314534.6976744186,62.43696363345574,1.3255813953488371,-143.86046511627907,0.30880976
37.7608694246613,0.0,0.004190855,1.3333333333333333,76.75555555555556,27.266666666666666,74.8253841338418,0.0033466257,669895,5161,14237.130915164948,0.0033466257,-28.755169884761145,314390.7555555556,62.23913057533868,1.6666666666666667,-143.6,0.2911181
38.4847306328696,0.0,0.0067696758,1.5348837209302326,77.30232558139535,26.697674418604652,75.354337016309,0.0039731464,679923,5204,14373.843676328659,0.0039731464,-28.799961097562992,316630.32558139536,61.51526936713041,1.4651162790697674,-142.67441860465115,0.272454
38.403956648561284,0.0,0.0036266171,1.6046511627906976,75.93023255813954,28.11627906976744,74.04028637688087,0.0035800538,689872,5247,14515.191343307495,0.0035800538,-28.186855731214813,311010.23255813954,61.59604335143872,1.3953488372093024,-140.30232558139534,0.3156276
37.38717680615105,0.0,0.0054647177,1.558139534883721,77.53488372093024,26.46511627906977,75.56853560005698,0.0036990743,699939,5290,14647.75159573555,0.0036990743,-29.02432405609695,317582.88372093026,62.612823193848946,1.441860465116279,-145.67441860465115,0.3233991
39.1983521212232,0.0,0.006023923,1.302325581395349,76.04651162790698,27.976744186046513,74.16378560775416,0.0032905873,709852,5333,14782.451748371124,0.0032905873,-27.7322627839158,311486.511627907,60.80164787877678,1.697674418604651,-138.97674418604652,0.2678935
40.32677127865734,0.0,0.002811944,1.9285714285714286,75.92857142857143,28.095238095238095,74.05252362027173,0.0025953024,719758,5375,14918.460691928864,0.0025953024,-27.699452961810774,311003.4285714286,59.673228721342674,1.0714285714285714,-136.14285714285714,0.29367754
39.228370210685235,0.0,0.005484,1.9772727272727273,76.97727272727273,27.022727272727273,75.05042536058852,0.004093461,729938,5419,15053.514692544937,0.004093461,-28.27526745592305,315298.9090909091,60.77162978931479,1.0227272727272727,-140.52272727272728,0.30038756
38.78639036686231,0.0,0.0035954616,1.9534883720930232,77.4186046511628,26.58139534883721,75.46111619659865,0.0035639831,739912,5462,15190.580919742584,0.0035639831,-28.58768275361012,317106.6046511628,61.21360963313769,1.0465116279069768,-142.25581395348837,0.28588212
39.79308348297316,0.0,0.00478308,1.627906976744186,76.34883720930233,27.674418604651162,74.44466236698862,0.0051569436,749901,5505,15327.485805988312,0.0051569436,-27.95690489625416,312724.83720930235,60.20691651702686,1.372093023255814,-137.93023255813952,0.28816298
39.133472727321234,0.0,0.005427633,1.3863636363636365,76.31818181818181,27.681818181818183,74.43283306726893,0.0033718485,759948,5549,15465.463118553162,0.0033718485,-27.642561369130895,312599.2727272727,60.86652727267879,1.6136363636363635,-139.5,0.25487056
42.05635667056201,0.0,0.0042944234,1.5348837209302326,76.76744186046511,27.25581395348837,74.83779532641815,0.002896235,769965,5592,15599.119180679321,0.002896235,-27.359956146364127,314439.4418604651,57.94364332943801,1.4651162790697674,-133.53488372093022,0.27717522
40.23594210178752,0.0,0.005761708,1.951219512195122,76.02439024390245,28.0,74.14111561354366,0.004809976,779789,5633,15736.68031668663,0.004809976,-27.27616959354497,311395.9024390244,59.76405789821248,1.048780487804878,-136.46341463414635,0.3090124
37.748928590774014,0.0,0.0052448343,1.5909090909090908,76.77272727272727,27.272727272727273,74.82923671057416,0.004244347,789888,5677,15873.850680589676,0.004244347,-28.32946775245532,314461.0909090909,62.251071409225986,1.4090909090909092,-143.72727272727272,0.2977439
35.940048869848816,0.0,0.0040705455,1.1063829787234043,77.34042553191489,26.659574468085108,75.3878593048119,0.002898413,799999,5724,16014.29847574234,0.002898413,-29.561824774042098,316786.3829787234,64.05995113015122,1.8936170212765957,-148.91489361702128,0.2668455
37.17391676817328,0.0,0.0065025515,1.6904761904761905,77.80952380952381,26.19047619047619,75.82568391277294,0.00341198,809789,5766,16150.525438308716,0.00341198,-29.165701471846415,318707.8095238095,62.8260832318267,1.3095238095238095,-146.78571428571428,0.2602682
40.31551971804989,0.0,0.0039023021,1.6363636363636365,77.25,26.772727272727273,75.28976622985219,0.0030004731,819907,5810,16283.907400608063,0.0030004731,-27.847448320825375,316416.0,59.684480281950094,1.3636363636363635,-138.3409090909091,0.3067111
39.75224267684817,0.0,0.0035598865,1.627906976744186,77.37209302325581,26.627906976744185,75.41832000815562,0.0027573353,829921,5853,16414.73840045929,0.0027573353,-27.65978054945872,316916.0930232558,60.24775732315184,1.372093023255814,-139.95348837209303,0.29526746
36.885149239050165,0.0,0.0051123616,1.5238095238095237,77.0,27.047619047619047,75.03698776170452,0.0040431563,839993,5895,16549.28745484352,0.0040431563,-28.792449171831034,315392.0,63.11485076094984,1.4761904761904763,-146.0,0.2962072
38.28277760311004,0.0,0.0046415916,1.4772727272727273,76.45454545454545,27.568181818181817,74.5450820799447,0.0035542317,849832,5939,16688.09955072403,0.0035542317,-28.23369575057452,313157.8181818182,61.71722239688995,1.5227272727272727,-141.61363636363637,0.27288175
39.53435593379321,0.0,0.0031231865,1.3111111111111111,77.22222222222223,26.77777777777778,75.27683646328745,0.0026041341,859966,5984,16826.520270586014,0.0026041341,-28.29825404371913,316302.22222222225,60.46564406620679,1.6888888888888889,-140.4,0.27641374
39.16345082639768,0.0,0.0060384497,1.3636363636363635,76.25,27.795454545454547,74.33990644594104,0.003987504,869962,6028,16966.87044930458,0.003987504,-28.05099816505888,312320.0,60.83654917360232,1.6363636363636365,-139.1590909090909,0.24943037
39.52140262458407,0.0,0.004539917,2.0238095238095237,76.76190476190476,27.285714285714285,74.81603293300186,0.0035294476,879895,6070,17103.42399764061,0.0035294476,-28.294873083981855,314416.7619047619,60.47859737541592,0.9761904761904762,-139.42857142857142,0.2735056
40.56462469235949,0.0,0.0052140113,1.7727272727272727,77.1590909090909,26.84090909090909,75.2204569519356,0.0041256715,889994,6114,17241.561396837234,0.0041256715,-28.279886163812645,316043.63636363635,59.43537530764051,1.2272727272727273,-137.5909090909091,0.29791808
39.57434174881307,0.0,0.0051609203,1.186046511627907,76.44186046511628,27.58139534883721,74.53444527339275,0.003489386,899825,6157,17379.757903575897,0.003489386,-27.868433281578778,313105.8604651163,60.42565825118693,1.813953488372093,-138.62790697674419,0.30812728
40.84799026531165,0.0,0.0037877483,0.9777777777777777,76.15555555555555,27.844444444444445,74.28088239051365,0.0028997161,909893,6202,17517.94161915779,0.0028997161,-27.417531895413113,311933.15555555554,59.15200973468834,2.022222222222222,-135.33333333333334,0.31711772
39.4184860516612,0.0,0.0041973796,0.9772727272727273,77.22727272727273,26.772727272727273,75.2833954484787,0.0032890767,919938,6246,17655.579464435577,0.0032890767,-28.126545793902356,316322.9090909091,60.58151394833881,2.022727272727273,-140.52272727272728,0.32236004
40.496898658666034,0.0,0.005088565,0.75,76.56818181818181,27.454545454545453,74.65180260407368,0.003656055,929833,6290,17792.637618541718,0.003656055,-27.461965281505226,313623.2727272727,59.50310134133397,2.25,-136.97727272727272,0.30514094
40.85138053518512,0.0,0.0052783825,0.8409090909090909,76.93181818181819,27.09090909090909,74.99165181450714,0.0032898637,939848,6334,17927.183683872223,0.0032898637,-27.221493874910358,315112.7272727273,59.14861946481487,2.159090909090909,-136.8409090909091,0.27274346
40.95249709067119,0.0,0.0038257116,0.8888888888888888,77.53333333333333,26.488888888888887,75.55643969296024,0.0028981953,949821,6379,18063.19642853737,0.0028981953,-27.837995117237888,317576.5333333333,59.04750290932878,2.111111111111111,-137.33333333333334,0.2857573
39.747407169007424,0.0,0.0049421918,0.6086956521739131,76.65217391304348,27.391304347826086,74.71872137854285,0.0031586862,959823,6425,18203.059315681458,0.0031586862,-27.810080700145814,313967.3043478261,60.25259283099257,2.391304347826087,-138.65217391304347,0.2836238
40.84721815804216,0.0,0.003921031,1.0638297872340425,76.70212765957447,27.319148936170212,74.77883752897668,0.0036893047,969980,6472,18344.17325949669,0.0036893047,-27.91103105322531,314171.91489361704,59.15278184195783,1.9361702127659575,-136.2127659574468,0.28143626
39.321789882288186,0.0,0.0070172995,0.8222222222222222,76.75555555555556,27.288888888888888,74.81301441931375,0.0036111586,979862,6517,18488.856293439865,0.0036111586,-27.981348942665626,314390.7555555556,60.678210117711814,2.1777777777777776,-139.93333333333334,0.25670087
38.226351342140184,0.0,0.007336136,1.4651162790697674,76.25581395348837,27.74418604651163,74.37237629736002,0.0049993144,989977,6560,18628.827266693115,0.0049993144,-28.02891051342451,312343.81395348837,61.77364865785982,1.5348837209302326,-141.48837209302326,0.25588933
39.32152883999232,0.0,0.0042161937,1.1136363636363635,76.95454545454545,27.045454545454547,75.02930027316714,0.0033772131,999841,6604,18767.59476995468,0.0033772131,-28.030621546733325,315205.8181818182,60.67847116000768,1.8863636363636365,-140.1818181818182,0.2587203
40.529877815788794,0.0,0.0054246075,0.8085106382978723,77.17021276595744,26.829787234042552,75.23072176726778,0.0051787747,1009966,6651,18906.125717401505,0.0051787747,-28.69841804659856,316089.1914893617,59.470122184211206,2.1914893617021276,-137.80851063829786,0.29171202
39.53422781627414,0.0,0.005256075,1.2790697674418605,76.44186046511628,27.558139534883722,74.54950019019644,0.0042891805,1019845,6694,19042.993391275406,0.0042891805,-28.037839381285604,313105.8604651163,60.46577218372587,1.7209302325581395,-138.69767441860466,0.29073307
40.441217516819385,0.0,0.0042197523,0.8181818181818182,76.04545454545455,28.0,74.1487462413022,0.0033898067,1029854,6738,19182.904042243958,0.0033898067,-27.22137665363831,311482.1818181818,59.55878248318061,2.1818181818181817,-135.8181818181818,0.29248893
40.72401958952904,0.0,0.005009537,1.3111111111111111,76.84444444444445,27.177777777777777,74.91108986791258,0.0035458263,1039989,6783,19319.14741253853,0.0035458263,-27.56971447460539,314754.84444444446,59.27598041047096,1.6888888888888889,-136.6,0.29468256
41.00714611306373,0.0,0.0074842502,1.6666666666666667,76.42857142857143,27.595238095238095,74.52037123607121,0.0048788656,1049842,6825,19456.31875014305,0.0048788656,-26.939368446635452,313051.4285714286,58.99285388693626,1.3333333333333333,-135.5,0.2898336
41.80619038530977,0.0,0.004903593,1.0227272727272727,76.3409090909091,27.65909090909091,74.45473262296198,0.0040121167,1059817,6869,19594.523205041885,0.0040121167,-26.57128368770209,312692.36363636365,58.19380961469023,1.9772727272727273,-133.4318181818182,0.26990414
41.3987072114112,0.0,0.004428959,1.2391304347826086,76.04347826086956,27.97826086956522,74.1628163478019,0.0034367463,1069870,6915,19733.89412379265,0.0034367463,-27.558995332906157,311474.0869565217,58.601292788588815,1.7608695652173914,-133.7608695652174,0.26987413
38.38868593292024,0.0,0.0055692494,0.8936170212765957,75.59574468085107,28.404255319148938,73.7566245704883,0.004595559,1079952,6962,19875.765728235245,0.004595559,-27.862172359689904,309640.170212766,61.61131406707975,2.106382978723404,-140.04255319148936,0.2722298
40.10782078255303,0.0,0.00590429,1.0444444444444445,75.42222222222222,28.6,73.58024875285524,0.0040535056,1089961,7007,20015.450837135315,0.0040535056,-27.21950565623133,308929.4222222222,59.892179217446966,1.9555555555555555,-135.6,0.2750251
