TimestepsSoFar,TimeElapsed,meankl,entloss,Fce,entropy,optimgain,AttNC,surrgain,EpisodesSoFar,TtR,AttC,MtR
369981,5100.428199768066,0.0007748899,0.0,0.08650000000000005,1.378785,0.0003947647,5.875,0.0003947647,1694,216.25,4.125,12.204354869721815
379882,5226.989685058594,0.0008235613,0.0,0.08868013245033117,1.3841084,0.0007262265,5.375,0.0007262265,1734,218.75,4.625,12.598708307413647
389904,5362.945567846298,0.0005933526,0.0,0.09166201869702233,1.3893578,0.0005855679,5.121951219512195,0.0005855679,1775,220.73170731707316,4.878048780487805,12.539689370473608
399904,5496.862676143646,0.00051428203,0.0,0.09050000000000005,1.3913134,0.0002723247,5.75,0.0002723247,1815,226.25,4.25,12.96723765358835
409904,5634.295251607895,0.014173196,0.0,0.09650000000000006,1.4187119,0.0006121237,5.775,0.0006121237,1855,241.25,4.225,13.56543584249962
419934,5761.95378112793,0.006030292,0.0,0.11252626412892931,1.4113003,0.0008800949,4.568181818181818,0.0008800949,1899,253.86363636363637,5.431818181818182,14.844546536708027
429934,5908.049100399017,0.0021259543,0.0,0.11100000000000006,1.4181025,0.00090116926,5.175,0.00090116926,1939,277.5,4.825,15.945570227920248
439966,6040.962374687195,0.003247209,0.0,0.1071884057971015,1.421196,0.0008313028,4.976190476190476,0.0008313028,1981,258.57142857142856,5.023809523809524,14.864970934805125
449874,6184.593432664871,0.005663736,0.0,0.12115176490938881,1.4234084,0.0020154878,4.7560975609756095,0.0020154878,2022,289.2682926829268,5.2439024390243905,16.609604795281363
459874,6310.774705886841,0.002482534,0.0,0.10730000000000003,1.4469098,0.000620849,5.125,0.000620849,2062,268.25,4.875,15.131054386793346
469874,6456.378589630127,0.0009960716,0.0,0.10880000000000005,1.4389536,0.001571989,5.225,0.001571989,2102,272.0,4.775,15.337321137960846
479874,6589.845745801926,0.002579039,0.0,0.09740000000000006,1.4603691,0.0009799559,5.425,0.0009799559,2142,243.5,4.575,13.836096558064977
489874,6723.531801939011,0.0010293253,0.0,0.08590000000000005,1.4899497,0.00015375244,5.775,0.00015375244,2182,214.75,4.225,12.389537239676155
499874,6856.640090942383,0.0067707873,0.0,0.09450000000000006,1.5717295,0.00039312776,5.55,0.00039312776,2222,236.25,4.45,13.548044490993174
509874,6990.253748893738,0.00044319298,0.0,0.10250000000000006,1.5807011,0.00018506164,5.225,0.00018506164,2262,256.25,4.775,14.613717040459488
519874,7125.9156329631805,0.00028056325,0.0,0.10430000000000006,1.5965694,0.00023773544,5.225,0.00023773544,2302,260.75,4.775,14.749359422544279
529874,7261.814123868942,0.008933196,0.0,0.09790000000000006,1.6941756,0.00010339737,5.2,0.00010339737,2342,244.75,4.8,13.935324554889036
539874,7391.976269721985,0.008933196,0.0,0.10960000000000006,1.7917509,3.819626e-05,5.1,3.819626e-05,2382,274.0,4.9,15.770054853241522
549874,7517.967924356461,0.008933204,0.0,0.11480000000000001,1.889364,4.992966e-05,4.675,4.992966e-05,2422,287.0,5.325,16.46768656869967
559874,7645.831554889679,0.00893351,0.0,0.12580000000000002,1.9869386,8.28508e-05,4.725,8.28508e-05,2462,314.5,5.275,17.899259690364183
569874,7771.113765716553,0.008933102,0.0,0.1256,2.084511,3.0278474e-05,4.725,3.0278474e-05,2502,314.0,5.275,17.825371373041015
579874,7903.725576877594,0.008933204,0.0,0.13410000000000002,2.1821282,7.680191e-05,4.725,7.680191e-05,2542,335.25,5.275,19.36713801782342
589874,8021.383156776428,0.008933196,0.0,0.13120000000000004,2.279696,7.373352e-06,4.4,7.373352e-06,2582,328.0,5.6,18.774566857584983
599874,8151.332569599152,0.008933204,0.0,0.1363,2.377313,2.24646e-05,4.4,2.24646e-05,2622,340.75,5.6,19.70579916864841
609874,8286.157967090607,0.008933196,0.0,0.1448,2.474878,3.215454e-05,4.025,3.215454e-05,2662,362.0,5.975,20.4865620946022
619874,8419.25727725029,0.008933204,0.0,0.1508,2.5725021,2.7365722e-05,4.175,2.7365722e-05,2702,377.0,5.825,21.62093547027167
629906,8551.589849948883,0.008933416,0.0,0.1460492293535772,2.6700537,8.277664e-06,4.071428571428571,8.277664e-06,2744,354.04761904761904,5.928571428571429,20.64296759469941
639911,8672.062645673752,0.008933204,0.0,0.14819512195121953,2.7676716,3.0702744e-05,4.0,3.0702744e-05,2785,358.5365853658537,6.0,20.57529299683809
649911,8798.692664861679,0.008933102,0.0,0.15239999999999998,2.8652396,7.842712e-06,3.875,7.842712e-06,2825,381.0,6.125,21.757369812236572
659911,8926.05028295517,0.008933204,0.0,0.15730000000000002,2.9628654,4.138565e-06,3.975,4.138565e-06,2865,393.25,6.025,22.558064286614478
669928,9064.163732767105,0.00893351,0.0,0.15082926829268292,3.060443,9.43985e-06,3.6097560975609757,9.43985e-06,2906,377.0731707317073,6.390243902439025,21.63953432888524
679928,9187.842436790466,0.008933196,0.0,0.1587,3.158035,3.4428406e-06,3.675,3.4428406e-06,2946,396.75,6.325,22.8621629518643
689928,9319.995488643646,0.008933196,0.0,0.15050000000000002,3.255615,7.635803e-06,3.45,7.635803e-06,2986,376.25,6.55,21.51112503024796
699995,9453.14522767067,0.01017476,0.0,0.14720495085547874,3.158035,3.21846e-06,3.1463414634146343,3.21846e-06,3027,362.6829268292683,6.853658536585366,20.947274296830237
709995,9574.95707154274,0.008933204,0.0,0.1625,3.255615,6.1157225e-06,3.675,6.1157225e-06,3067,406.25,6.325,23.260848118859343
