TtR,Tmc,AttC,surrgain,TimestepsSoFar,TimeElapsed,MtR,Tbt,meankl,entloss,Tmt,MpbtA,MpbtN,AttNC,optimgain,Ptt,entropy,EpisodesSoFar
-158.21428571428572,24.761904761904763,1.0952380952380953,0.0032033673,119803,6520.886121511459,-31.194518795142873,324559.2380952381,0.006327071,0.0,79.23809523809524,33.526799794436705,66.47320020556332,1.9047619047619047,0.0032033673,77.15892156248913,0.37317592,2819
-164.3125,25.270833333333332,2.0625,0.0036379073,129906,6646.721765756607,-33.20932786375587,322474.6666666667,0.007217836,0.0,78.72916666666667,30.58676440389652,69.41323559610348,0.9375,0.0036379073,76.68236318649566,0.36226144,2867
-165.0,24.0,0.5853658536585366,0.0030355225,139814,6762.970014572144,-32.86360607666782,327580.0975609756,0.007522144,0.0,79.97560975609755,31.29358927229165,68.70641072770835,2.4146341463414633,0.0030355225,77.86349936125784,0.3321817,2908
-153.8181818181818,24.90909090909091,1.6363636363636365,0.0024861735,149828,6881.559795379639,-30.212676101350894,323956.36363636365,0.0029885664,0.0,79.0909090909091,35.191632358560355,64.80836764143966,1.3636363636363635,0.0024861735,77.02206421496088,0.36508015,2952
-144.64285714285714,26.0,1.5952380952380953,0.0024144857,159764,6995.827131509781,-28.399068420402315,319488.0,0.0059256875,0.0,78.0,38.26022777264973,61.739772227350265,1.4047619047619047,0.0024144857,76.00171892509371,0.38464862,2994
-158.57142857142858,25.428571428571427,2.142857142857143,0.0031251118,169784,7120.939264059067,-31.927342160698508,321912.1632653061,0.00735795,0.0,78.59183673469387,32.85337958948426,67.14662041051574,0.8571428571428571,0.0031251118,76.54372924102509,0.32903412,3043
-154.57142857142858,26.357142857142858,0.8333333333333334,0.0025648132,179777,7238.120111465454,-30.903860344518595,318025.14285714284,0.005776566,0.0,77.64285714285714,33.69541762164469,66.30458237835528,2.1666666666666665,0.0025648132,75.67061943443846,0.34324837,3085
-150.0681818181818,25.363636363636363,1.5,0.0018371765,189952,7351.8773736953735,-29.342189748317285,322094.54545454547,0.0047581736,0.0,78.63636363636364,36.48182440801308,63.51817559198692,1.5,0.0018371765,76.59779231838,0.4043215,3129
-162.39622641509433,25.339622641509433,2.3773584905660377,0.0047935843,199966,7483.384614229202,-33.51745645053235,322192.90566037735,0.007652902,0.0,78.66037735849056,31.405990349214605,68.5940096507854,0.6226415094339622,0.0047935843,76.61805106977687,0.35898092,3182
-142.7560975609756,26.073170731707318,0.8780487804878049,0.0015286581,209812,7595.675249814987,-27.825084535407353,319288.1951219512,0.0029393742,0.0,77.95121951219512,38.94977384360805,61.05022615639198,2.1219512195121952,0.0015286581,75.94205095419167,0.29169047,3223
-148.35714285714286,25.761904761904763,0.6190476190476191,0.0036906886,219815,7713.646368026733,-29.914025717515333,320463.2380952381,0.008060672,0.0,78.23809523809524,36.80273746747318,63.19726253252683,2.380952380952381,0.0036906886,76.22723719086798,0.3357166,3265
-149.8695652173913,25.891304347826086,1.6521739130434783,0.0036353911,229840,7835.389067649841,-30.24646339733509,319933.2173913043,0.0047555487,0.0,78.1086956521739,36.120161908505786,63.8798380914942,1.3478260869565217,0.0036353911,76.10598853793101,0.32144457,3311
-144.13953488372093,26.558139534883722,0.8837209302325582,0.003201878,239946,7954.143718719482,-28.92924635322645,317297.11627906974,0.008120636,0.0,77.46511627906976,38.02144976929046,61.97855023070952,2.116279069767442,0.003201878,75.48870304402676,0.37246647,3354
-142.7872340425532,25.574468085106382,1.872340425531915,0.0022755808,249932,8073.171930074692,-28.809900991265888,321230.97872340423,0.0041457573,0.0,78.42553191489361,39.31762263165926,60.68237736834075,1.127659574468085,0.0022755808,76.40208393516941,0.31395528,3401
-140.02325581395348,25.906976744186046,0.9534883720930233,0.002737794,259791,8188.198161840439,-28.1719850805289,320059.5348837209,0.004270418,0.0,78.13953488372093,40.364074611616815,59.63592538838319,2.046511627906977,0.002737794,76.10527245917548,0.33652452,3444
-138.47727272727272,26.113636363636363,1.2045454545454546,0.003908957,269949,8302.565912008286,-28.063113916767932,319022.54545454547,0.0077969483,0.0,77.88636363636364,40.82663861270266,59.17336138729734,1.7954545454545454,0.003908957,75.89911494447678,0.38277337,3488
-148.3404255319149,26.06382978723404,1.8085106382978724,0.0041869595,279928,8421.000482559204,-30.718029433626125,319226.55319148937,0.0063752653,0.0,77.93617021276596,36.63585577244112,63.36414422755889,1.1914893617021276,0.0041869595,75.94302374659819,0.38091406,3535
-138.27272727272728,26.431818181818183,1.3636363636363635,0.0050807507,289796,8538.646954774857,-28.175947026009116,317719.2727272727,0.008408035,0.0,77.56818181818181,40.59585462535177,59.404145374648216,1.6363636363636365,0.0050807507,75.60280374910897,0.4038078,3579
-146.7058823529412,25.784313725490197,2.392156862745098,0.003300529,299999,8665.020820617676,-29.44119834916763,320371.45098039217,0.004770632,0.0,78.2156862745098,37.51090050515254,62.48909949484743,0.6078431372549019,0.003300529,76.204750141053,0.38704026,3630
-136.02272727272728,26.795454545454547,1.4318181818181819,0.0035095275,309962,8776.925297260284,-27.111933774529106,316229.8181818182,0.007998387,0.0,77.20454545454545,41.32126219956555,58.67873780043444,1.5681818181818181,0.0035095275,75.26241342963006,0.38983905,3674
-142.5,25.52173913043478,2.1739130434782608,0.0023702676,319914,8890.378200292587,-28.41490183076528,321536.0,0.0050843707,0.0,78.5,39.52460000806553,60.47539999193447,0.8260869565217391,0.0023702676,76.4577568848372,0.40357494,3720
-142.9375,26.125,2.2291666666666665,0.0036139851,329809,9011.231982707977,-28.9504109052305,319061.3333333333,0.005512734,0.0,77.89583333333333,38.95975294333393,61.04024705666607,0.7708333333333334,0.0036139851,75.89481369426791,0.38319418,3768
-141.55102040816325,27.142857142857142,2.306122448979592,0.002478071,339864,9132.557579994202,-28.90468738571035,314974.0408163265,0.004342139,0.0,76.89795918367346,38.72525161571263,61.27474838428735,0.6938775510204082,0.002478071,74.94976866881798,0.3646327,3817
-136.375,26.645833333333332,2.0,0.0014545472,349990,9249.569830656052,-27.887463895519204,316842.6666666667,0.003387357,0.0,77.35416666666667,41.266790030820026,58.733209969179974,1.0,0.0014545472,75.40454875547577,0.3362335,3865
-132.2,27.288888888888888,1.4444444444444444,0.0042394674,359958,9364.108201026917,-27.298467442141348,314208.7111111111,0.0082408,0.0,76.71111111111111,42.58835837770522,57.41164162229478,1.5555555555555556,0.0042394674,74.80154807304977,0.34908548,3910
-138.6,26.2,1.5555555555555556,0.0031970195,369793,9476.85445189476,-28.009331084385884,318668.8,0.0063094883,0.0,77.8,40.56091946082471,59.439080539175265,1.4444444444444444,0.0031970195,75.81989965247338,0.36307284,3955
-139.75,26.333333333333332,2.0625,0.0033294656,379814,9598.115953922272,-28.18463545190355,318208.0,0.0046860585,0.0,77.6875,40.0579403775412,59.94205962245879,0.9375,0.0033294656,75.69997961798337,0.3513466,4003
-135.06521739130434,26.608695652173914,1.326086956521739,0.0018186737,389881,9713.746534585953,-27.799627970566032,317083.82608695654,0.0036483733,0.0,77.41304347826087,41.88039853205722,58.119601467942786,1.673913043478261,0.0018186737,75.44356692443648,0.33845574,4049
-132.65217391304347,26.130434782608695,1.173913043478261,0.0025704538,399922,9826.312943935394,-27.511054446408004,318953.73913043475,0.005499145,0.0,77.8695652173913,43.30281339559188,56.69718660440812,1.826086956521739,0.0025704538,75.88375728010635,0.35522032,4095
-131.61702127659575,27.04255319148936,1.6170212765957446,0.0032690002,409952,9944.691751003265,-27.071022330039618,315304.8510638298,0.006485966,0.0,76.97872340425532,43.03593787306555,56.96406212693445,1.3829787234042554,0.0032690002,75.03756119081388,0.3780826,4142
-136.66666666666666,26.555555555555557,1.8444444444444446,0.0028750468,419829,10064.051546573639,-27.313260758070243,317303.4666666667,0.004798888,0.0,77.46666666666667,41.25659632493131,58.74340367506867,1.1555555555555554,0.0028750468,75.49066265237576,0.37419194,4187
-139.6,25.933333333333334,1.6888888888888889,0.0011470031,429806,10178.993437051773,-27.57876147820579,319852.0888888889,0.0060520777,0.0,78.08888888888889,40.521686957304915,59.47831304269508,1.3111111111111111,0.0011470031,76.07392276253462,0.40405175,4232
-159.5,25.270833333333332,1.9791666666666667,0.0020667734,439921,10300.254975557327,-31.89644636173567,322474.6666666667,0.0051633855,0.0,78.72916666666667,32.50599573324029,67.49400426675969,1.0208333333333333,0.0020667734,76.68518193057734,0.39273664,4280
-142.22727272727272,26.113636363636363,1.3636363636363635,0.0025110922,449817,10415.867969036102,-27.621110017717925,319022.54545454547,0.0056748036,0.0,77.88636363636364,39.22953777719918,60.77046222280082,1.6363636363636365,0.0025110922,75.89800437833696,0.38502988,4324
-141.0681818181818,25.84090909090909,1.5454545454545454,0.0029852213,459829,10529.266521930695,-28.046723078688444,320139.63636363635,0.004928711,0.0,78.1590909090909,39.95095693505586,60.04904306494413,1.4545454545454546,0.0029852213,76.15591183858382,0.38394797,4368
-136.53333333333333,26.044444444444444,1.3111111111111111,0.0033436797,469857,10639.685446739197,-27.00927387507774,319305.9555555555,0.0056342874,0.0,77.95555555555555,41.56156340629829,58.438436593701724,1.6888888888888889,0.0033436797,75.96393400077402,0.35647708,4413
-140.86666666666667,25.488888888888887,1.488888888888889,0.002084662,479802,10751.034101247787,-28.125329332369194,321581.5111111111,0.0057528787,0.0,78.5111111111111,40.205960140684546,59.79403985931548,1.511111111111111,0.002084662,76.4830939292062,0.3611108,4458
-133.2,27.155555555555555,1.4222222222222223,0.0035114258,489811,10862.346980333328,-26.930240944762918,314754.84444444446,0.008815766,0.0,76.84444444444445,42.335648322043866,57.664351677956134,1.5777777777777777,0.0035114258,74.92599668799957,0.3658753,4503
-137.36170212765958,26.80851063829787,1.8936170212765957,0.0047995728,499895,10980.316888570786,-28.124614818734926,316176.3404255319,0.007361882,0.0,77.19148936170212,40.77272726015145,59.22727273984855,1.1063829787234043,0.0047995728,75.24921411443073,0.33953282,4550
-123.91304347826087,27.652173913043477,1.5,0.002616213,509848,11095.446628808975,-25.294264040045746,312809.73913043475,0.009685738,0.0,76.3695652173913,45.86429827734031,54.13570172265969,1.5,0.002616213,74.46992523668293,0.30629757,4596
-125.08695652173913,27.91304347826087,0.8043478260869565,0.0025808203,519884,11208.414743185043,-26.03500706151014,311652.17391304346,0.0075524575,0.0,76.08695652173913,45.15392272875893,54.84607727124105,2.1956521739130435,0.0025808203,74.21951928062296,0.3184699,4642
-125.15217391304348,27.608695652173914,1.5434782608695652,0.0031389385,529860,11321.463234901428,-25.654865202643492,312898.7826086957,0.0069789602,0.0,76.3913043478261,45.45141797026139,54.5485820297386,1.4565217391304348,0.0031389385,74.50314826505307,0.34186432,4688
-127.8125,27.375,1.4375,0.0021005718,539993,11437.414798021317,-26.125399456902425,313856.0,0.004333437,0.0,76.625,44.44731072767454,55.552689272325466,1.5625,0.0021005718,74.72212268864023,0.3178258,4736
-123.32608695652173,28.152173913043477,1.1521739130434783,0.0013058431,549852,11551.107063293457,-25.69217852204296,310850.7826086957,0.0044616526,0.0,75.8913043478261,45.87340596535837,54.12659403464161,1.8478260869565217,0.0013058431,74.00760161589415,0.3075425,4782
-125.8125,27.9375,1.7083333333333333,0.0035287882,559954,11667.272578954697,-25.911566331542343,311552.0,0.0068416917,0.0,76.0625,44.88984794155861,55.11015205844138,1.2916666666666667,0.0035287882,74.19555760794724,0.28448015,4830
-124.82608695652173,28.17391304347826,0.9565217391304348,0.0027952753,569987,11783.149208545685,-25.765505113114724,310672.6956521739,0.006313282,0.0,75.84782608695652,45.233534036821005,54.76646596317899,2.0434782608695654,0.0027952753,73.98114598527931,0.28038496,4876
-122.02173913043478,27.956521739130434,0.5,0.0033114732,579902,11895.641830205917,-25.756456678774885,311652.17391304346,0.0086587975,0.0,76.08695652173913,46.50913312945117,53.49086687054883,2.5,0.0033114732,74.19072955612626,0.31610692,4922
-124.1086956521739,27.391304347826086,1.3695652173913044,0.0013381912,589967,12006.171127080917,-25.2347068432386,313789.2173913043,0.0032809458,0.0,76.6086956521739,46.10367662115884,53.89632337884116,1.6304347826086956,0.0013381912,74.70459840336049,0.33145112,4968
-125.02173913043478,28.02173913043478,1.326086956521739,0.0030468425,599921,12121.366856336594,-25.59555278186424,311385.04347826086,0.0058605457,0.0,76.02173913043478,45.250130593969196,54.74986940603079,1.673913043478261,0.0030468425,74.12737114189825,0.2916053,5014
-123.0,28.466666666666665,0.4666666666666667,0.002003471,609803,12238.100856542587,-25.57539633903227,309657.6,0.0072030965,0.0,75.6,45.85979576270425,54.14020423729574,2.533333333333333,0.002003471,73.71977445549099,0.2929972,5059
-119.54347826086956,28.304347826086957,0.8043478260869565,0.002937326,619912,12350.704375505447,-24.93380545477016,310049.39130434784,0.0072119175,0.0,75.69565217391305,47.37053744895676,52.629462551043254,2.1956521739130435,0.002937326,73.85261161594394,0.27866453,5105
-124.69565217391305,27.956521739130434,0.717391304347826,0.0027367768,629940,12463.77884221077,-25.88647939281049,311563.1304347826,0.008930827,0.0,76.06521739130434,45.33940402542379,54.660595974576246,2.282608695652174,0.0027367768,74.18457047065534,0.30721232,5151
-130.04347826086956,27.52173913043478,1.1521739130434783,0.0032321473,639899,12579.565596818924,-26.677463579053626,313433.04347826086,0.0064600776,0.0,76.52173913043478,43.46649402266712,56.53350597733286,1.8478260869565217,0.0032321473,74.59713249048012,0.29536548,5197
-123.91304347826087,27.347826086956523,0.9130434782608695,0.0032331208,649888,12694.187672376633,-26.013266247056915,313967.3043478261,0.0058361567,0.0,76.65217391304348,46.04159608882731,53.95840391117269,2.0869565217391304,0.0032331208,74.74659864509255,0.31473112,5243
-125.67391304347827,27.26086956521739,1.2608695652173914,0.0014132116,659835,12807.119195699692,-25.764438609248824,314412.52173913043,0.010048089,0.0,76.76086956521739,45.46002774848903,54.53997225151096,1.7391304347826086,0.0014132116,74.83465202806367,0.2777435,5289
-128.2826086956522,27.32608695652174,0.7608695652173914,0.004245515,669929,12921.037314891815,-26.544018411715022,314145.39130434784,0.0076409616,0.0,76.69565217391305,44.25923109569086,55.74076890430915,2.239130434782609,0.004245515,74.77434473150457,0.32839498,5335
-130.1086956521739,26.97826086956522,1.3043478260869565,0.0045792763,679917,13032.893477916718,-26.773063329606035,315481.04347826086,0.01077799,0.0,77.02173913043478,43.69900502899612,56.300994971003874,1.6956521739130435,0.0045792763,75.09258204497885,0.35363907,5381
-127.04347826086956,27.391304347826086,1.7826086956521738,0.002054367,689971,13145.518891572952,-25.655490180584515,313789.2173913043,0.0049958904,0.0,76.6086956521739,44.728149163416695,55.27185083658332,1.2173913043478262,0.002054367,74.70556309046886,0.33967146,5427
-114.33333333333333,28.511111111111113,1.4222222222222223,0.0022640198,699860,13260.793337106705,-23.572390410289135,309293.5111111111,0.005987832,0.0,75.5111111111111,49.55562144631097,50.44437855368903,1.5777777777777777,0.0022640198,73.66623856551865,0.31575146,5472
-126.12765957446808,27.78723404255319,1.5106382978723405,0.0034463897,709823,13373.526069402695,-26.060927753412933,312254.6382978723,0.008202195,0.0,76.23404255319149,44.935013229883516,55.0649867701165,1.4893617021276595,0.0034463897,74.34410798881946,0.3209279,5519
-126.0,27.782608695652176,1.5,0.002530055,719913,13487.671648979187,-25.62988601507062,312186.4347826087,0.006960108,0.0,76.21739130434783,44.875830995282875,55.124169004717125,1.5,0.002530055,74.33912060240792,0.30204794,5565
-127.76086956521739,27.41304347826087,1.5434782608695652,0.0020237868,729953,13601.709881067276,-25.977327342374934,313789.2173913043,0.005984347,0.0,76.6086956521739,44.43874946356241,55.56125053643758,1.4565217391304348,0.0020237868,74.6911041768099,0.27589986,5611
-125.8695652173913,28.217391304347824,0.9347826086956522,0.0016521108,739958,13713.859449863434,-25.69119411454415,310583.652173913,0.00675834,0.0,75.82608695652173,44.69212949669862,55.307870503301366,2.0652173913043477,0.0016521108,73.94816433516387,0.29285735,5657
-118.56521739130434,27.434782608695652,0.9130434782608695,0.0029901091,749851,13823.80942082405,-24.657701089241574,313611.1304347826,0.0068730516,0.0,76.56521739130434,48.358123717224274,51.641876282775726,2.0869565217391304,0.0029901091,74.66600384007008,0.2668837,5703
-118.5625,28.791666666666668,1.6041666666666667,0.0036404643,759843,13942.030557394028,-24.476333053330496,308394.6666666667,0.008020393,0.0,75.29166666666667,47.47470836248727,52.525291637512716,1.3958333333333333,0.0036404643,73.42157999156609,0.25698316,5751
-125.67391304347827,28.67391304347826,0.7608695652173914,0.0024921042,769924,14055.761396408081,-25.701496176944296,308624.6956521739,0.0072693015,0.0,75.34782608695652,44.47980300439443,55.52019699560556,2.239130434782609,0.0024921042,73.51450733192631,0.2698167,5797
-118.53191489361703,29.319148936170212,1.0212765957446808,0.00052314455,779959,14172.662645816803,-25.182742984116363,306154.21276595746,0.0054864385,0.0,74.74468085106383,47.12950904363794,52.87049095636205,1.9787234042553192,0.00052314455,72.92267293736896,0.28596509,5844
-126.625,26.791666666666668,1.6666666666666667,0.0029218139,789812,14289.035632133484,-25.775625748221938,316245.3333333333,0.007837857,0.0,77.20833333333333,45.33253170235884,54.667468297641136,1.3333333333333333,0.0029218139,75.26786917803462,0.22277673,5892
-119.48936170212765,27.361702127659573,0.6382978723404256,0.0027077068,799917,14402.440109491348,-24.74910874712346,313910.4680851064,0.0076473816,0.0,76.63829787234043,47.99737487204028,52.002625127959725,2.3617021276595747,0.0027077068,74.73564021109115,0.23204395,5939
-127.26666666666667,28.288888888888888,0.6666666666666666,0.0031720963,809938,14515.354057312012,-25.71799238779279,310203.73333333334,0.008337341,0.0,75.73333333333333,44.01577450491792,55.984225495082086,2.3333333333333335,0.0031720963,73.87362432326334,0.25785524,5984
-123.31914893617021,27.680851063829788,0.2978723404255319,0.0030359996,819874,14629.43718957901,-25.83099065881804,312864.6808510638,0.009794043,0.0,76.38297872340425,46.159454601672714,53.84054539832727,2.702127659574468,0.0030359996,74.4564632415123,0.28052378,6031
-119.73913043478261,28.08695652173913,1.0217391304347827,0.0013129262,829922,14739.371802806854,-24.626336008995548,311028.8695652174,0.006270434,0.0,75.93478260869566,47.45646712972702,52.54353287027298,1.9782608695652173,0.0013129262,74.06376484144714,0.2654935,6077
-129.26666666666668,27.77777777777778,1.4666666666666666,0.002386668,839805,14854.235204696655,-26.15966634631668,312297.2444444444,0.007206145,0.0,76.24444444444444,43.545560273834745,56.454439726165226,1.5333333333333334,0.002386668,74.35030366570186,0.23466815,6122
-122.67391304347827,28.23913043478261,0.9782608695652174,0.0015924983,849830,14968.991730213165,-26.059803867499316,310405.5652173913,0.0055981423,0.0,75.78260869565217,46.0336993254504,53.966300674549586,2.0217391304347827,0.0015924983,73.9208402008973,0.23979701,6168
-123.3913043478261,28.217391304347824,1.2173913043478262,0.001305719,859869,15083.238686323166,-25.717956094051768,310672.6956521739,0.010996578,0.0,75.84782608695652,45.827774899077916,54.172225100922084,1.7826086956521738,0.001305719,73.95301864495275,0.20530474,6214
-127.04347826086956,27.391304347826086,0.7391304347826086,0.00154888,869826,15198.78989315033,-26.764126391665126,313967.3043478261,0.0070550465,0.0,76.65217391304348,44.750317260362834,55.24968273963716,2.260869565217391,0.00154888,74.71849270926309,0.24457282,6260
-122.74468085106383,27.680851063829788,0.7872340425531915,0.005774762,879995,15310.964241743088,-25.81414399968304,312603.2340425532,0.009640786,0.0,76.31914893617021,46.4179327860599,53.58206721394011,2.2127659574468086,0.005774762,74.43522632175869,0.26121175,6307
-119.93333333333334,28.6,0.9777777777777777,0.0029312389,889833,15424.556989431381,-24.848070138273638,308838.4,0.0075205066,0.0,75.4,47.04818274052872,52.951817259471255,2.022222222222222,0.0029312389,73.57679706465204,0.28251874,6352
-121.625,28.479166666666668,1.2083333333333333,0.0019566182,899957,15538.368641138077,-25.404796924459486,309589.3333333333,0.0061375163,0.0,75.58333333333333,46.38030738225276,53.61969261774724,1.7916666666666667,0.0019566182,73.7097343891376,0.24168031,6400
-124.08510638297872,28.51063829787234,0.8085106382978723,0.0032614649,909941,15654.198845386505,-25.77062408716758,309204.42553191487,0.009195939,0.0,75.48936170212765,45.22377925974601,54.77622074025399,2.1914893617021276,0.0032614649,73.65925410945762,0.24367954,6447
-119.29787234042553,28.74468085106383,1.127659574468085,0.0029922393,919882,15770.00877404213,-24.961540459216582,308332.93617021275,0.0083703725,0.0,75.27659574468085,47.09123740903079,52.908762590969225,1.872340425531915,0.0029922393,73.44728317469497,0.23246318,6494
-121.97872340425532,28.340425531914892,1.2553191489361701,0.0026561117,929896,15883.432440757751,-25.480985776812407,310075.91489361704,0.008486652,0.0,75.70212765957447,46.308209740600674,53.69179025939932,1.7446808510638299,0.0026561117,73.8313816123788,0.20489517,6541
-128.2173913043478,27.02173913043478,1.2391304347826086,0.002898063,939807,15994.91780257225,-26.75828420717604,315302.95652173914,0.008227504,0.0,76.97826086956522,44.53565171286897,55.46434828713102,1.7608695652173914,0.002898063,75.05367239522984,0.20489085,6587
-125.0,27.844444444444445,1.1777777777777778,0.0009867635,949769,16107.394559383392,-25.24756752250023,311933.15555555554,0.0078113596,0.0,76.15555555555555,45.29554072101328,54.70445927898671,1.8222222222222222,0.0009867635,74.28250323180528,0.1991621,6632
-123.06521739130434,28.304347826086957,0.782608695652174,0.0012518961,959870,16219.02594447136,-25.242499894590274,310227.47826086957,0.0075862403,0.0,75.73913043478261,45.83805524792867,54.16194475207135,2.217391304347826,0.0012518961,73.86446138713991,0.19094266,6678
-121.65957446808511,28.680851063829788,0.574468085106383,0.0028583359,969891,16335.460561275482,-25.61353275515319,308768.6808510638,0.008261638,0.0,75.38297872340425,46.342554653551595,53.65744534644843,2.425531914893617,0.0028583359,73.51990071412027,0.20330507,6725
-120.8936170212766,28.04255319148936,0.40425531914893614,0.002797406,979827,16450.687213420868,-25.61830912105693,311470.2978723404,0.009274484,0.0,76.04255319148936,46.966024085715645,53.03397591428436,2.595744680851064,0.002797406,74.12325216923006,0.20885621,6772
-120.8936170212766,28.851063829787233,1.148936170212766,0.0010860534,989990,16564.346532821655,-25.095069084896124,307897.1914893617,0.0069815116,0.0,75.17021276595744,46.318383893337824,53.681616106662176,1.851063829787234,0.0010860534,73.34755585877048,0.17699072,6819
-123.26086956521739,28.67391304347826,0.5434782608695652,0.002747992,999917,16678.284025907516,-25.768565444103228,308713.73913043475,0.0066171754,0.0,75.3695652173913,45.49546608186425,54.504533918135756,2.4565217391304346,0.002747992,73.51964501346397,0.19666591,6865
-121.43478260869566,28.347826086956523,0.3695652173913043,0.0018035126,1009823,16794.02213382721,-25.687503309696034,309960.347826087,0.008963545,0.0,75.67391304347827,46.481981037897846,53.51801896210216,2.630434782608696,0.0018035126,73.82085862230352,0.20031123,6911
-123.06521739130434,28.804347826086957,0.7391304347826086,0.0023335023,1019809,16907.48881673813,-25.367632454305358,308357.5652173913,0.009085008,0.0,75.28260869565217,45.476861624453406,54.523138375546594,2.260869565217391,0.0023335023,73.41076332426806,0.17843516,6957
-120.26086956521739,28.0,0.6304347826086957,0.0024423401,1029746,17022.338688850403,-25.062917523764348,311563.1304347826,0.008541161,0.0,76.06521739130434,47.3268843479496,52.6731156520504,2.369565217391304,0.0024423401,74.15775015305077,0.18299843,7003
-118.91489361702128,28.595744680851062,0.9148936170212766,0.0024604055,1039942,17135.080109119415,-24.48942155620108,309030.12765957444,0.00833247,0.0,75.44680851063829,47.46807556622265,52.53192443377734,2.0851063829787235,0.0024604055,73.59239887575994,0.16821113,7050
-118.76086956521739,29.369565217391305,0.6956521739130435,0.002710728,1049871,17252.291516304016,-24.791230675165302,305953.39130434784,0.00817875,0.0,74.69565217391305,47.05627030058451,52.9437296994155,2.3043478260869565,0.002710728,72.87470317686379,0.15156177,7096
-117.38297872340425,28.80851063829787,0.3829787234042553,0.0019570964,1060000,17365.631418466568,-24.67146052706459,308332.93617021275,0.009960943,0.0,75.27659574468085,48.022483829192524,51.97751617080747,2.617021276595745,0.0019570964,73.40678209126135,0.19286233,7143
-123.95744680851064,28.46808510638298,0.7021276595744681,0.001466551,1069923,17480.160848140717,-25.953941728860375,309465.87234042556,0.0075858273,0.0,75.55319148936171,45.30350435117517,54.696495648824836,2.297872340425532,0.001466551,73.70563381622598,0.16521753,7190
-117.45652173913044,29.195652173913043,0.30434782608695654,0.0023036397,1079957,17595.385411977768,-24.641378534258212,306665.73913043475,0.00872382,0.0,74.8695652173913,47.75106311840785,52.24893688159215,2.6956521739130435,0.0023036397,73.03615471450736,0.16657802,7236
-119.6,27.666666666666668,0.28888888888888886,0.0024471644,1089806,17708.56756567955,-24.93833361723388,312843.3777777778,0.007025281,0.0,76.37777777777778,47.846070943496436,52.15392905650357,2.7111111111111112,0.0024471644,74.46148235927659,0.18784104,7281
-120.26666666666667,28.2,0.5111111111111111,0.0018956594,1099838,17822.64586663246,-24.715868895141856,310658.84444444446,0.009850325,0.0,75.84444444444445,47.134544662910855,52.86545533708915,2.488888888888889,0.0018956594,73.96300550252914,0.19502996,7326
