entropy,AttNC,entloss,surrgain,meankl,AttC,Fce,TimeElapsed,TtR,MtR,optimgain,EpisodesSoFar,TimestepsSoFar
-0.26131153,10.0,0.0,0.0006050994,0.010174781,0.0,1.0,28970.992441177368,2500.0,142.8784238871937,0.0006050994,4082,889773
-0.16372526,10.0,0.0,0.00019423632,0.008933196,0.0,1.0,29298.0072555542,2500.0,142.8784238871937,0.00019423632,4122,899773
-0.26131153,10.0,0.0,0.0008530072,0.010174871,0.0,1.0,29603.860584020615,2500.0,142.8784238871937,0.0008530072,4162,909773
-0.35890397,10.0,0.0,0.00023973343,0.010174781,0.0,1.0,29912.70509815216,2500.0,142.8784238871937,0.00023973343,4202,919773
-0.45649227,10.0,0.0,0.00048623717,0.01017476,0.0,1.0,30225.795392274857,2500.0,142.8784238871937,0.00048623717,4242,929773
-0.55407935,10.0,0.0,0.00011520477,0.01017476,0.0,1.0,30536.705509901047,2500.0,142.8784238871937,0.00011520477,4282,939773
-0.55255806,10.0,0.0,1.291275e-08,2.2649765e-06,0.0,1.0,30969.30584549904,2500.0,142.8784238871937,1.291275e-08,4322,949773
-0.65014696,10.0,0.0,0.0003482718,0.010174781,0.0,1.0,31275.69445824623,2500.0,142.8784238871937,0.0003482718,4362,959773
-0.5525581,10.0,0.0,1.3448754e-05,0.008933204,0.0,1.0,31581.53061580658,2500.0,142.8784238871937,1.3448754e-05,4402,969773
-0.65014696,10.0,0.0,7.6667406e-05,0.010174781,0.0,1.0,31871.200283527374,2500.0,142.8784238871937,7.6667406e-05,4442,979773
-0.5525581,10.0,0.0,0.00040065355,0.008933416,0.0,1.0,32159.221977949142,2500.0,142.8784238871937,0.00040065355,4482,989773
-0.45496687,10.0,0.0,3.4817047e-05,0.008933102,0.0,1.0,32446.70306277275,2500.0,142.8784238871937,3.4817047e-05,4522,999773
-0.5525581,10.0,0.0,0.00050315645,0.01017476,0.0,1.0,32762.784852981567,2500.0,142.8784238871937,0.00050315645,4562,1009773
-0.65014696,10.0,0.0,0.0004267559,0.010174781,0.0,1.0,33042.71686172485,2500.0,142.8784238871937,0.0004267559,4602,1019773
-0.5525582,10.0,0.0,0.00041310157,0.008933102,0.0,1.0,33371.834745407104,2500.0,142.8784238871937,0.00041310157,4642,1029773
-0.4549669,10.0,0.0,0.00044085478,0.008933196,0.0,1.0,33700.55109357834,2500.0,142.8784238871937,0.00044085478,4682,1039773
-0.35738,10.0,0.0,0.00063736003,0.008933204,0.0,1.0,33999.34464740753,2500.0,142.8784238871937,0.00063736003,4722,1049773
-0.4549669,10.0,0.0,0.00012257986,0.010174863,0.0,1.0,34336.07820057869,2500.0,142.8784238871937,0.00012257986,4762,1059773
-0.35738,10.0,0.0,0.00027056233,0.008933204,0.0,1.0,34639.038467645645,2500.0,142.8784238871937,0.00027056233,4802,1069773
-0.4549669,10.0,0.0,0.00030975376,0.010174863,0.0,1.0,34956.38575673103,2500.0,142.8784238871937,0.00030975376,4842,1079773
-0.43057254,10.0,0.0,7.969074e-06,0.00058567524,0.0,1.0,35295.21595239639,2500.0,142.8784238871937,7.969074e-06,4882,1089773
-0.5281658,10.0,0.0,1.3773003e-05,0.010174863,0.0,1.0,35611.74253511429,2500.0,142.8784238871937,1.3773003e-05,4922,1099773
-0.43057254,10.0,0.0,3.429018e-05,0.008933204,0.0,1.0,35918.157108068466,2500.0,142.8784238871937,3.429018e-05,4962,1109773
-0.3329803,10.0,0.0,8.22554e-05,0.008933102,0.0,1.0,36210.56437802315,2500.0,142.8784238871937,8.22554e-05,5002,1119773
-0.23539329,10.0,0.0,0.00021168496,0.008933204,0.0,1.0,36511.17886853218,2500.0,142.8784238871937,0.00021168496,5042,1129773
-0.3329803,10.0,0.0,0.00038408372,0.010174863,0.0,1.0,36823.91926288605,2500.0,142.8784238871937,0.00038408372,5082,1139773
-0.2353931,10.0,0.0,0.00044840627,0.008933204,0.0,1.0,37118.93730139732,2500.0,142.8784238871937,0.00044840627,5122,1149773
-0.13780224,10.0,0.0,0.0001520167,0.008933196,0.0,1.0,37417.371457099915,2500.0,142.8784238871937,0.0001520167,5162,1159773
-0.23539329,10.0,0.0,0.0005184818,0.010174781,0.0,1.0,37715.8450756073,2500.0,142.8784238871937,0.0005184818,5202,1169773
-0.13780217,10.0,0.0,0.0006960588,0.008933204,0.0,1.0,38035.22561955452,2500.0,142.8784238871937,0.0006960588,5242,1179773
-0.040212665,10.0,0.0,0.00074080727,0.008933196,0.0,1.0,38365.54279732704,2500.0,142.8784238871937,0.00074080727,5282,1189773
0.057376955,10.0,0.0,0.000607107,0.008933204,0.0,1.0,38658.09386944771,2500.0,142.8784238871937,0.000607107,5322,1199773
-0.040212747,10.0,0.0,9.510425e-05,0.010174863,0.0,1.0,38953.415509700775,2500.0,142.8784238871937,9.510425e-05,5362,1209773
-0.13780256,10.0,0.0,0.00036036255,0.010174863,0.0,1.0,39283.66528439522,2500.0,142.8784238871937,0.00036036255,5402,1219773
-0.040212754,10.0,0.0,6.804847e-05,0.008933204,0.0,1.0,39577.31352519989,2500.0,142.8784238871937,6.804847e-05,5442,1229773
0.057376884,10.0,0.0,0.00015659127,0.008933204,0.0,1.0,39897.802557229996,2500.0,142.8784238871937,0.00015659127,5482,1239773
-0.040212665,10.0,0.0,0.00046263673,0.010174781,0.0,1.0,40185.45441555977,2500.0,142.8784238871937,0.00046263673,5522,1249773
0.057376944,10.0,0.0,0.00014911706,0.008933204,0.0,1.0,40485.193173885345,2500.0,142.8784238871937,0.00014911706,5562,1259773
-0.040212642,10.0,0.0,0.00039091572,0.01017476,0.0,1.0,40771.74529004097,2500.0,142.8784238871937,0.00039091572,5602,1269773
-0.03411337,10.0,0.0,1.4217376e-07,3.707409e-05,0.0,1.0,41157.88025569916,2500.0,142.8784238871937,1.4217376e-07,5642,1279773
0.06347654,10.0,0.0,0.00033812443,0.008933204,0.0,1.0,41448.46526026726,2500.0,142.8784238871937,0.00033812443,5682,1289773
-0.03411337,10.0,0.0,0.0001763057,0.01017476,0.0,1.0,41736.3868393898,2500.0,142.8784238871937,0.0001763057,5722,1299773
0.06347656,10.0,0.0,0.0005469938,0.008933196,0.0,1.0,42003.904945373535,2500.0,142.8784238871937,0.0005469938,5762,1309773
0.16106573,10.0,0.0,0.0004467145,0.008933204,0.0,1.0,42297.55716443062,2500.0,142.8784238871937,0.0004467145,5802,1319773
0.25865558,10.0,0.0,0.00022691597,0.008933204,0.0,1.0,42578.450830221176,2500.0,142.8784238871937,0.00022691597,5842,1329773
0.3562457,10.0,0.0,0.0003586061,0.008933196,0.0,0.9998999999999999,42872.453293561935,2499.75,142.86621599865757,0.0003586061,5882,1339773
0.25865543,10.0,0.0,0.00015330329,0.010174751,0.0,0.9998999999999999,43167.32779216766,2499.75,142.87106568511635,0.00015330329,5922,1349773
0.3562457,10.0,0.0,0.00065422285,0.008933416,0.0,1.0,43450.66602897644,2500.0,142.8784238871937,0.00065422285,5962,1359773
0.25865543,10.0,0.0,0.0005793577,0.010174863,0.0,0.9999,43725.30078792572,2499.75,142.8673805032819,0.0005793577,6002,1369773
0.3562457,10.0,0.0,0.00032047904,0.008933204,0.0,1.0,44044.31985592842,2500.0,142.8784238871937,0.00032047904,6042,1379773
0.4538357,10.0,0.0,7.855118e-05,0.008933204,0.0,0.9994,44340.1842610836,2498.5,142.80406467507797,7.855118e-05,6082,1389773
0.3562457,10.0,0.0,0.00024226672,0.01017476,0.0,0.9994000000000002,44629.55359840393,2498.5,142.78477528888644,0.00024226672,6122,1399773
0.4538357,10.0,0.0,0.0003402102,0.00893351,0.0,0.9998999999999999,44906.815490722656,2499.75,142.8588682953075,0.0003402102,6162,1409773
0.3562481,10.0,0.0,0.00014880253,0.010174751,0.0,0.9991,45185.01608419418,2497.75,142.76708162757222,0.00014880253,6202,1419773
0.25865564,10.0,0.0,0.0003348938,0.010174781,0.0,0.9998000000000001,45489.079060554504,2499.5,142.85348274441986,0.0003348938,6242,1429773
0.16106573,10.0,0.0,0.00011328537,0.010174781,0.0,0.9998000000000001,45773.073247909546,2499.5,142.85383911565168,0.00011328537,6282,1439773
0.25865558,10.0,0.0,5.462223e-05,0.008933204,0.0,1.0,46057.09978103638,2500.0,142.8784238871937,5.462223e-05,6322,1449773
0.30745015,10.0,0.0,1.5597458e-05,0.0023053885,0.0,1.0,46372.348131895065,2500.0,142.8784238871937,1.5597458e-05,6362,1459773
0.20986348,10.0,0.0,0.00035678505,0.01017476,0.0,0.9998000000000001,46651.7776362896,2499.5,142.85421300357592,0.00035678505,6402,1469773
0.11227347,10.0,0.0,0.00023294427,0.01017476,0.0,1.0,46938.586384534836,2500.0,142.8784238871937,0.00023294427,6442,1479773
0.20986351,10.0,0.0,0.00014987838,0.008933204,0.0,1.0,47199.57107567787,2500.0,142.8784238871937,0.00014987838,6482,1489773
0.112273514,10.0,0.0,0.00030820022,0.010174781,0.0,0.9998999999999999,47475.82499074936,2499.75,142.86335534758595,0.00030820022,6522,1499773
0.20986351,10.0,0.0,0.00053937617,0.008933102,0.0,1.0,47757.758335351944,2500.0,142.8784238871937,0.00053937617,6562,1509773
0.30745035,10.0,0.0,0.00030402737,0.00893351,0.0,0.9998999999999999,48030.51172375679,2499.75,142.86242115287473,0.00030402737,6602,1519773
0.2098637,10.0,0.0,0.00018044555,0.01017476,0.0,1.0,48297.18556547165,2500.0,142.8784238871937,0.00018044555,6642,1529773
0.112273514,10.0,0.0,0.00023657795,0.010174781,0.0,1.0,48558.76151943207,2500.0,142.8784238871937,0.00023657795,6682,1539773
0.2098637,10.0,0.0,0.0004841266,0.008933204,0.0,1.0,48832.801213502884,2500.0,142.8784238871937,0.0004841266,6722,1549773
0.11227363,10.0,0.0,2.8066368e-05,0.010174781,0.0,0.9998000000000001,49118.63792657852,2499.5,142.8556258956437,2.8066368e-05,6762,1559773
0.014682749,10.0,0.0,0.0002849544,0.010174863,0.0,1.0,49396.564383506775,2500.0,142.8784238871937,0.0002849544,6802,1569773
0.112273514,10.0,0.0,0.000475055,0.008933204,0.0,1.0,49694.3474316597,2500.0,142.8784238871937,0.000475055,6842,1579773
0.014682749,10.0,0.0,0.00012007576,0.010174863,0.0,1.0,49971.038204193115,2500.0,142.8784238871937,0.00012007576,6882,1589773
-0.08290791,10.0,0.0,0.00024048027,0.010174781,0.0,1.0,50271.09417295456,2500.0,142.8784238871937,0.00024048027,6922,1599773
0.014682687,10.0,0.0,0.0001352122,0.008933204,0.0,1.0,50564.47668457031,2500.0,142.8784238871937,0.0001352122,6962,1609773
-0.08290787,10.0,0.0,0.00039076107,0.010174781,0.0,1.0,50844.43335413933,2500.0,142.8784238871937,0.00039076107,7002,1619773
0.014682687,10.0,0.0,0.00036959714,0.008933196,0.0,1.0,51125.405285835266,2500.0,142.8784238871937,0.00036959714,7042,1629773
-0.08290787,10.0,0.0,0.00025286374,0.010174781,0.0,1.0,51404.84357070923,2500.0,142.8784238871937,0.00025286374,7082,1639773
-0.18049634,10.0,0.0,0.000118274955,0.01017476,0.0,1.0,51665.61325645447,2500.0,142.8784238871937,0.000118274955,7122,1649773
-0.27808803,10.0,0.0,8.253525e-05,0.010174781,0.0,1.0,51926.00102376938,2500.0,142.8784238871937,8.253525e-05,7162,1659773
-0.37567455,10.0,0.0,0.00036520697,0.010174871,0.0,1.0,52198.84816288948,2500.0,142.8784238871937,0.00036520697,7202,1669773
-0.47326663,10.0,0.0,8.348804e-05,0.01017476,0.0,1.0,52459.671221256256,2500.0,142.8784238871937,8.348804e-05,7242,1679773
-0.37567455,10.0,0.0,0.0005700817,0.008933204,0.0,1.0,52746.68877053261,2500.0,142.8784238871937,0.0005700817,7282,1689773
-0.47326663,10.0,0.0,0.00020127128,0.010174863,0.0,1.0,53022.33714747429,2500.0,142.8784238871937,0.00020127128,7322,1699773
-0.57086015,10.0,0.0,4.8505785e-06,0.010174781,0.0,1.0,53317.37214589119,2500.0,142.8784238871937,4.8505785e-06,7362,1709773
-0.47326663,10.0,0.0,0.00021159832,0.008933204,0.0,1.0,53612.447304964066,2500.0,142.8784238871937,0.00021159832,7402,1719773
-0.57086015,10.0,0.0,0.0004159906,0.010174781,0.0,1.0,53910.781040906906,2500.0,142.8784238871937,0.0004159906,7442,1729773
-0.47326663,10.0,0.0,0.00072255236,0.008933416,0.0,1.0,54181.37734603882,2500.0,142.8784238871937,0.00072255236,7482,1739773
-0.37567455,10.0,0.0,0.00094357424,0.008933102,0.0,1.0,54473.683802604675,2500.0,142.8784238871937,0.00094357424,7522,1749773
-0.47326663,10.0,0.0,0.0004308214,0.010174863,0.0,1.0,54771.60487365723,2500.0,142.8784238871937,0.0004308214,7562,1759773
-0.57086015,10.0,0.0,0.00012414364,0.010174871,0.0,1.0,55063.99946427345,2500.0,142.8784238871937,0.00012414364,7602,1769773
-0.6684513,10.0,0.0,0.00070034515,0.010174863,0.0,1.0,55336.52963972092,2500.0,142.8784238871937,0.00070034515,7642,1779773
-0.5708612,10.0,0.0,0.0006847504,0.008933102,0.0,1.0,55617.12834382057,2500.0,142.8784238871937,0.0006847504,7682,1789773
-0.4732668,10.0,0.0,0.00020553333,0.008933196,0.0,1.0,55908.11901950836,2500.0,142.8784238871937,0.00020553333,7722,1799773
-0.5708612,10.0,0.0,0.0002283629,0.010174863,0.0,1.0,56204.90785431862,2500.0,142.8784238871937,0.0002283629,7762,1809773
-0.47326675,10.0,0.0,0.00047415652,0.008933204,0.0,1.0,56495.53705120087,2500.0,142.8784238871937,0.00047415652,7802,1819773
-0.37567455,10.0,0.0,0.0005173657,0.008933204,0.0,1.0,56760.93732213974,2500.0,142.8784238871937,0.0005173657,7842,1829773
