EpisodesSoFar,AttNC,MtR,TimeElapsed,TimestepsSoFar,optimgain,Fce,entloss,surrgain,AttC,TtR,meankl,entropy
2848,0.6557377049180327,12.595936124594363,2061.996784210205,469885,0.002933745,0.12340527784507434,0.0,0.002933745,0.3442622950819672,22.065573770491802,0.0034667526,0.9232789
2896,0.8333333333333334,15.244736520162027,2101.300256729126,479923,0.002105367,0.10952150537634409,0.0,0.002105367,0.16666666666666666,26.791666666666668,0.0014973974,0.92339534
2946,0.8,15.999680929076733,2146.904004096985,489991,0.0035098305,0.11194285714285714,0.0,0.0035098305,0.2,27.56,0.0017616348,0.9118043
2994,0.8125,16.82661831666471,2188.669864177704,499832,0.0021043655,0.1336205755029284,0.0,0.0021043655,0.1875,28.833333333333332,0.0044071283,0.8980922
3053,0.6779661016949152,12.432397703619495,2235.9313209056854,509909,0.00242487,0.09495888668770026,0.0,0.00242487,0.3220338983050847,21.64406779661017,0.001316176,0.8941926
3111,0.6896551724137931,13.128497728444112,2277.9602179527283,519965,0.0029404527,0.09998119122257051,0.0,0.0029404527,0.3103448275862069,22.93103448275862,0.0020349666,0.8815361
3162,0.7843137254901961,14.763540062563079,2317.0324738025665,529996,0.0025732345,0.10682419976537626,0.0,0.0025732345,0.21568627450980393,25.823529411764707,0.002238178,0.8557684
3213,0.7647058823529411,13.99639970902108,2363.1617300510406,539826,0.0031456451,0.10111218257794925,0.0,0.0031456451,0.23529411764705882,24.54901960784314,0.0021148894,0.855043
3270,0.7017543859649122,13.692976612257537,2407.273076057434,549901,0.0036085472,0.09901954126302473,0.0,0.0036085472,0.2982456140350877,23.894736842105264,0.0030225408,0.8380719
3319,0.8163265306122449,15.458462014657753,2446.4915161132812,559926,0.0022407775,0.11248979591836736,0.0,0.0022407775,0.1836734693877551,27.163265306122447,0.0012375839,0.8339304
3373,0.7407407407407407,13.92275505078967,2494.1241817474365,569946,0.0029127784,0.09688888888888891,0.0,0.0029127784,0.25925925925925924,24.22222222222222,0.0026703847,0.8331905
3425,0.7692307692307693,15.137373397170462,2543.4134271144867,579962,0.0032692445,0.12476923076923073,0.0,0.0032692445,0.23076923076923078,26.403846153846153,0.0049571292,0.79174757
3472,0.851063829787234,15.21230423772009,2581.833969116211,589981,0.003697287,0.10874704491725772,0.0,0.003697287,0.14893617021276595,26.617021276595743,0.004775997,0.796303
3533,0.639344262295082,12.018163486360931,2623.105060338974,599775,0.0032407227,0.08811734253666957,0.0,0.0032407227,0.36065573770491804,21.0327868852459,0.0024526527,0.7818054
3592,0.6779661016949152,12.836682683347588,2665.9694509506226,609814,0.0033229706,0.10738983050847455,0.0,0.0033229706,0.3220338983050847,22.627118644067796,0.0031855286,0.78219646
3642,0.8,15.865310943232656,2710.546718120575,619826,0.0027996185,0.11176000000000004,0.0,0.0027996185,0.2,27.94,0.0022131195,0.7782882
3691,0.8163265306122449,15.881197020660776,2751.5531833171844,629861,0.0033454194,0.11477551020408162,0.0,0.0033454194,0.1836734693877551,27.959183673469386,0.0019107166,0.78796434
3740,0.8163265306122449,17.30078989839999,2799.4899578094482,639900,0.0027557148,0.12331775787237974,0.0,0.0027557148,0.1836734693877551,29.897959183673468,0.002373199,0.78362393
3795,0.7272727272727273,14.545174140086587,2847.836597919464,649939,0.0033686263,0.11589379509379509,0.0,0.0033686263,0.2727272727272727,25.727272727272727,0.0029142837,0.77216184
3849,0.7222222222222222,13.44837656305506,2886.862004995346,659752,0.0028613147,0.10867190422745979,0.0,0.0028613147,0.2777777777777778,23.51851851851852,0.0017122936,0.77902836
3900,0.7843137254901961,15.083044569268493,2927.6278433799744,669769,0.0041483343,0.1248627450980392,0.0,0.0041483343,0.21568627450980393,26.333333333333332,0.0047775023,0.7504289
3950,0.8,15.677765830722421,2971.1333091259003,679847,0.003833197,0.11325081761006293,0.0,0.003833197,0.2,27.24,0.0030066008,0.7563859
4006,0.7142857142857143,13.232294369234635,3014.7378644943237,689891,0.0035743592,0.09777616501145915,0.0,0.0035743592,0.2857142857142857,23.178571428571427,0.003413393,0.75051934
4057,0.7843137254901961,16.464723247411158,3059.83186006546,699988,0.0036426105,0.11873982534190151,0.0,0.0036426105,0.21568627450980393,28.294117647058822,0.0025930668,0.73458916
4097,1.0,18.51200685107256,3101.99445605278,709988,0.003042183,0.12950000000000003,0.0,0.003042183,0.0,32.375,0.0021248471,0.74993074
4147,0.78,15.91924834347981,3146.566531896591,719775,0.0024830645,0.1138778947368421,0.0,0.0024830645,0.22,27.74,0.0025716831,0.7210084
4200,0.7547169811320755,14.995054433434072,3191.6700353622437,729794,0.0019723994,0.11680503144654086,0.0,0.0019723994,0.24528301886792453,26.09433962264151,0.004702719,0.71044207
4248,0.8333333333333334,14.960490478384726,3233.9254758358,739822,0.003980676,0.12280555555555556,0.0,0.003980676,0.16666666666666666,26.291666666666668,0.0033725505,0.70819795
4293,0.8888888888888888,16.854197484216147,3273.9062807559967,749827,0.0029643348,0.11955555555555557,0.0,0.0029643348,0.1111111111111111,29.88888888888889,0.002125042,0.7125265
4339,0.8695652173913043,17.067689376834785,3319.077490091324,759839,0.002763639,0.11965217391304349,0.0,0.002763639,0.13043478260869565,29.91304347826087,0.0047055706,0.71463025
4387,0.8333333333333334,15.060804393907496,3367.7573869228363,769863,0.003315692,0.11326298701298702,0.0,0.003315692,0.16666666666666666,26.416666666666668,0.0027259625,0.69144356
4432,0.8888888888888888,16.347767625807062,3415.265952348709,779872,0.002883423,0.11360000000000005,0.0,0.002883423,0.1111111111111111,28.4,0.001880319,0.68603474
4477,0.8888888888888888,16.497096830094858,3455.5884087085724,789879,0.0030198821,0.11315555555555556,0.0,0.0030198821,0.1111111111111111,28.288888888888888,0.0027889335,0.6837485
4522,0.8888888888888888,16.58950319340742,3500.3829157352448,799884,0.0031128342,0.13839999999999997,0.0,0.0031128342,0.1111111111111111,29.066666666666666,0.0023536873,0.6966225
4570,0.8333333333333334,15.734415831833003,3539.9197084903717,809918,0.0038931884,0.11532875457875458,0.0,0.0038931884,0.16666666666666666,27.729166666666668,0.002954635,0.6967158
4616,0.8695652173913043,16.740323316709077,3587.6781418323517,819938,0.0033143577,0.12446376811594205,0.0,0.0033143577,0.13043478260869565,29.32608695652174,0.0020298203,0.70770437
4667,0.7843137254901961,14.764231567540842,3634.367787837982,829959,0.0038446859,0.12672370766488414,0.0,0.0038446859,0.21568627450980393,26.372549019607842,0.005204611,0.6912541
4710,0.9302325581395349,17.414495672756775,3676.3505849838257,839962,0.0043500387,0.12241860465116278,0.0,0.0043500387,0.06976744186046512,30.6046511627907,0.005482295,0.6691303
4754,0.9090909090909091,17.766829062409023,3719.4691195487976,849966,0.003841301,0.1222727272727273,0.0,0.003841301,0.09090909090909091,30.568181818181817,0.0027447501,0.6369929
4796,0.9523809523809523,17.12644549319464,3764.9357590675354,859968,0.0032509826,0.11828571428571429,0.0,0.0032509826,0.047619047619047616,29.571428571428573,0.0035858338,0.61160344
4847,0.7843137254901961,14.009340847721196,3808.9516899585724,869985,0.0046499674,0.09733333333333334,0.0,0.0046499674,0.21568627450980393,24.333333333333332,0.0038443478,0.6275019
4896,0.7959183673469388,14.419863577355622,3851.385605573654,879751,0.0041795117,0.1012244897959184,0.0,0.0041795117,0.20408163265306123,25.306122448979593,0.005351688,0.625254
4942,0.8695652173913043,17.127714491233288,3894.9297065734863,889791,0.0034423592,0.12720128824476654,0.0,0.0034423592,0.13043478260869565,30.456521739130434,0.0016403885,0.63842756
4990,0.8333333333333334,16.16271513012749,3943.899284362793,899805,0.0032628754,0.11825000000000001,0.0,0.0032628754,0.16666666666666666,28.541666666666668,0.0032923059,0.61315095
5037,0.851063829787234,16.83879943572796,3990.946935892105,909828,0.0042744325,0.13339952718676124,0.0,0.0042744325,0.14893617021276595,29.27659574468085,0.0029688915,0.5916243
5079,0.9523809523809523,17.367013168925826,4029.0568947792053,919830,0.0029588416,0.1230476190476191,0.0,0.0029588416,0.047619047619047616,30.761904761904763,0.0017096401,0.6090083
5123,0.9090909090909091,17.08050714779571,4067.840831756592,929836,0.0033849105,0.11918181818181818,0.0,0.0033849105,0.09090909090909091,29.795454545454547,0.0021418447,0.6159974
5172,0.8163265306122449,15.478093996189338,4117.571696996689,939853,0.004903965,0.11208163265306124,0.0,0.004903965,0.1836734693877551,27.020408163265305,0.0044807936,0.61568975
5218,0.8695652173913043,17.210618624280272,4161.635826826096,949863,0.0045606145,0.15113043478260868,0.0,0.0045606145,0.13043478260869565,30.23913043478261,0.004447015,0.5955202
5267,0.8163265306122449,15.833789169162724,4205.080207586288,959876,0.0037169936,0.11542857142857144,0.0,0.0037169936,0.1836734693877551,27.857142857142858,0.0044269017,0.579692
5311,0.9090909090909091,17.626855798734308,4250.7127549648285,969914,0.0037949383,0.12941176470588237,0.0,0.0037949383,0.09090909090909091,30.795454545454547,0.0033331772,0.5872519
5362,0.7843137254901961,14.7730177230954,4296.971844673157,979941,0.003803975,0.10360784313725495,0.0,0.003803975,0.21568627450980393,25.901960784313726,0.0025403195,0.57045466
5409,0.851063829787234,15.593073974136901,4335.253018856049,989956,0.003364939,0.1094468085106383,0.0,0.003364939,0.14893617021276595,27.361702127659573,0.0028580064,0.5465506
5450,0.975609756097561,17.74230980866088,4377.628260850906,999957,0.0033081803,0.12409756097560976,0.0,0.0033081803,0.024390243902439025,31.024390243902438,0.0027756535,0.5652662
5494,0.9090909090909091,17.189849554223912,4419.308970689774,1009965,0.0044192565,0.11927272727272728,0.0,0.0044192565,0.09090909090909091,29.818181818181817,0.0036312072,0.59359956
5544,0.78,14.687765470204901,4468.763882637024,1019760,0.0037447086,0.13223064935064932,0.0,0.0037447086,0.22,25.82,0.0024752512,0.60157275
5591,0.851063829787234,17.441465212339892,4515.322353363037,1029773,0.0034703186,0.12448632218844984,0.0,0.0034703186,0.14893617021276595,30.382978723404257,0.0046602837,0.6159383
5638,0.851063829787234,15.54341293927512,4558.986631393433,1039798,0.0034470183,0.11025307950727883,0.0,0.0034470183,0.14893617021276595,26.78723404255319,0.0032890977,0.59389454
5682,0.9090909090909091,16.38201870440879,4600.1312510967255,1049802,0.0037959828,0.1161818181818182,0.0,0.0037959828,0.09090909090909091,29.045454545454547,0.0030257415,0.5995891
5725,0.9069767441860465,16.6574198202153,4642.081549882889,1059752,0.0046768463,0.11915145791524026,0.0,0.0046768463,0.09302325581395349,29.58139534883721,0.0038308555,0.6134645
5773,0.8333333333333334,16.097496864543015,4681.042678833008,1069806,0.0043608667,0.11766666666666666,0.0,0.0043608667,0.16666666666666666,28.5625,0.004170495,0.5779115
5822,0.7959183673469388,14.779139754044477,4733.4744181633,1079770,0.0023330275,0.10915452801167089,0.0,0.0023330275,0.20408163265306123,25.551020408163264,0.0019906226,0.5795206
5863,0.975609756097561,17.805813364964187,4783.109176158905,1089771,0.003949269,0.12507317073170737,0.0,0.003949269,0.024390243902439025,31.26829268292683,0.003914825,0.5926002
5908,0.8888888888888888,17.542294200835897,4823.0224459171295,1099778,0.004865715,0.12275555555555556,0.0,0.004865715,0.1111111111111111,30.68888888888889,0.0046230364,0.58150387
5952,0.9090909090909091,17.602934749240994,4866.6114909648895,1109784,0.0047876467,0.12318181818181818,0.0,0.0047876467,0.09090909090909091,30.795454545454547,0.0036051201,0.5703408
6000,0.8333333333333334,16.603034880218324,4913.622826099396,1119888,0.0038238158,0.1219178650915939,0.0,0.0038238158,0.16666666666666666,29.1875,0.0033106194,0.5750759
6051,0.7647058823529411,15.408053421017657,4951.728677034378,1129768,0.0049666143,0.1191094182786572,0.0,0.0049666143,0.23529411764705882,27.313725490196077,0.004123133,0.5952734
6108,0.7017543859649122,14.401165674651029,4995.075482368469,1139973,0.005031311,0.12085248401342985,0.0,0.005031311,0.2982456140350877,24.92982456140351,0.004053193,0.5756424
6151,0.9069767441860465,17.363352223116735,5044.504127025604,1149751,0.003470343,0.1302022215510588,0.0,0.003470343,0.09302325581395349,29.6046511627907,0.0030771522,0.5770046
6196,0.8888888888888888,16.311748073031204,5088.631849527359,1159796,0.0043809554,0.11804314108830238,0.0,0.0043809554,0.1111111111111111,28.4,0.005579003,0.55318934
6243,0.8297872340425532,16.34335968984935,5132.735283374786,1169922,0.0065628677,0.12408268767182927,0.0,0.0065628677,0.1702127659574468,28.595744680851062,0.004537558,0.5284841
6290,0.8297872340425532,15.612004430149911,5173.234574556351,1179850,0.0052457703,0.12268829187871072,0.0,0.0052457703,0.1702127659574468,27.04255319148936,0.00534887,0.52485996
6336,0.8478260869565217,15.432152221398528,5213.78387761116,1189823,0.004041102,0.11995572315168904,0.0,0.004041102,0.15217391304347827,26.369565217391305,0.002703016,0.5267756
6381,0.8888888888888888,16.715659867865618,5258.353474378586,1199898,0.004988661,0.12393343605546993,0.0,0.004988661,0.1111111111111111,28.866666666666667,0.0037210078,0.552011
6431,0.8,15.189252763398837,5307.912523508072,1209988,0.0044706375,0.11415587449518486,0.0,0.0044706375,0.2,26.5,0.0037694012,0.5489085
6477,0.8478260869565217,15.587837450888292,5349.6191346645355,1219795,0.0046830582,0.1172996154983733,0.0,0.0046830582,0.15217391304347827,27.0,0.003257255,0.5730597
6528,0.7843137254901961,14.656588900347085,5397.918213844299,1229848,0.0036391572,0.10738656340279057,0.0,0.0036391572,0.21568627450980393,25.098039215686274,0.003719532,0.5659986
6579,0.7450980392156863,13.187796063863253,5442.55383014679,1239781,0.003254046,0.10766836488087307,0.0,0.003254046,0.2549019607843137,23.235294117647058,0.0025549475,0.57779753
6621,0.9523809523809523,17.006200851302587,5483.124421834946,1249783,0.0037593627,0.1183809523809524,0.0,0.0037593627,0.047619047619047616,29.595238095238095,0.0028742622,0.5691418
6669,0.8333333333333334,14.39139088821537,5524.943212032318,1259863,0.0044266237,0.10920590249858542,0.0,0.0044266237,0.16666666666666666,25.208333333333332,0.004868089,0.5668723
6711,0.9523809523809523,16.543365862079224,5572.258585214615,1269885,0.0040722685,0.12272681704260653,0.0,0.0040722685,0.047619047619047616,29.523809523809526,0.0037762658,0.57469887
6766,0.7272727272727273,13.008234098434361,5617.035132408142,1279946,0.0038462784,0.09758262466562861,0.0,0.0038462784,0.2727272727272727,22.30909090909091,0.0030173943,0.56576604
6813,0.8297872340425532,16.806030239214383,5661.744141101837,1289804,0.005423076,0.130518762488198,0.0,0.005423076,0.1702127659574468,29.48936170212766,0.003633272,0.5474244
6861,0.8333333333333334,15.666148689561032,5707.291609764099,1299882,0.0037990478,0.11532180650037795,0.0,0.0037990478,0.16666666666666666,27.458333333333332,0.0039268066,0.5587575
6911,0.8,14.874741482102593,5746.983593463898,1309948,0.004116724,0.11234817610062892,0.0,0.004116724,0.2,25.92,0.00321464,0.53851324
6962,0.7647058823529411,14.50060568244112,5792.083802700043,1319756,0.0037361558,0.10559477124183009,0.0,0.0037361558,0.23529411764705882,25.07843137254902,0.004053572,0.5167548
7006,0.9090909090909091,17.042148075415437,5835.2265067100525,1329760,0.003797586,0.11918181818181822,0.0,0.003797586,0.09090909090909091,29.795454545454547,0.0035242275,0.5317079
7048,0.9523809523809523,17.896541487288854,5876.563623666763,1339762,0.0044416105,0.122952380952381,0.0,0.0044416105,0.047619047619047616,30.738095238095237,0.0039485046,0.51419073
7098,0.8,15.191931665458402,5919.978702068329,1349814,0.0043929573,0.1124345380934855,0.0,0.0043929573,0.2,26.58,0.0034528878,0.53308344
7150,0.7692307692307693,14.654074008009761,5972.3052723407745,1359900,0.004798753,0.10886158286158287,0.0,0.004798753,0.23076923076923078,25.923076923076923,0.003918839,0.49182191
7199,0.8163265306122449,15.246541498729291,6015.682410001755,1369953,0.0049342676,0.10925634644101545,0.0,0.0049342676,0.1836734693877551,26.897959183673468,0.003932425,0.46472442
7241,0.9523809523809523,16.76814346974184,6056.079826593399,1379957,0.004174727,0.12631746031746033,0.0,0.004174727,0.047619047619047616,29.61904761904762,0.0032487835,0.44182265
7292,0.7647058823529411,14.227452025829622,6096.788341522217,1389835,0.0054140077,0.11195036170678258,0.0,0.0054140077,0.23529411764705882,24.862745098039216,0.004507296,0.45797452
7345,0.7547169811320755,15.109661558432673,6138.78941822052,1399992,0.004757386,0.11698187490239845,0.0,0.004757386,0.24528301886792453,26.09433962264151,0.003597548,0.47584766
7390,0.8666666666666667,17.807547689083396,6190.357604265213,1409952,0.004145234,0.12581029810298106,0.0,0.004145234,0.13333333333333333,31.31111111111111,0.0042119324,0.43862563
7437,0.8297872340425532,16.194409908995002,6233.6256902217865,1419950,0.0042334013,0.12267106941819936,0.0,0.0042334013,0.1702127659574468,27.872340425531913,0.0035107392,0.47164923
7486,0.7755102040816326,16.02660161924668,6278.540148735046,1429819,0.004414195,0.12786397162722213,0.0,0.004414195,0.22448979591836735,27.591836734693878,0.0047931275,0.46780065
7528,0.9523809523809523,17.77903867002237,6322.474331140518,1439821,0.0036216294,0.12733333333333335,0.0,0.0036216294,0.047619047619047616,31.833333333333332,0.0024535682,0.44638056
7577,0.8163265306122449,14.749119646498583,6369.529373168945,1449830,0.0034455857,0.104,0.0,0.0034455857,0.1836734693877551,26.0,0.0036668752,0.4154166
7621,0.9090909090909091,16.576272786570044,6407.9229345321655,1459862,0.005098246,0.11933855799373042,0.0,0.005098246,0.09090909090909091,28.795454545454547,0.003716344,0.40423968
7666,0.8888888888888888,17.369197420954205,6448.309997320175,1469937,0.0056785094,0.1250023640661939,0.0,0.0056785094,0.1111111111111111,29.866666666666667,0.004636145,0.4181518
7713,0.851063829787234,15.863929733305605,6493.260004043579,1479954,0.0051243794,0.13487040618955512,0.0,0.0051243794,0.14893617021276595,27.95744680851064,0.0039229295,0.4350164
7761,0.8333333333333334,15.060025321365112,6544.688658952713,1489964,0.005176138,0.10508333333333335,0.0,0.005176138,0.16666666666666666,26.270833333333332,0.0043988107,0.4510531
7811,0.78,14.547769938803976,6583.857900619507,1499845,0.004284275,0.1089109113109113,0.0,0.004284275,0.22,24.86,0.0024843414,0.44888633
7855,0.9090909090909091,17.04591175493065,6626.278019189835,1509857,0.0036553994,0.11872727272727271,0.0,0.0036553994,0.09090909090909091,29.681818181818183,0.0031166053,0.45588458
7902,0.851063829787234,16.433830534901986,6671.922469615936,1519896,0.004408512,0.12380360065466448,0.0,0.004408512,0.14893617021276595,28.78723404255319,0.002357738,0.448558
7946,0.9090909090909091,17.791930454341585,6711.412656784058,1529900,0.0048277746,0.12409090909090909,0.0,0.0048277746,0.09090909090909091,31.022727272727273,0.004198968,0.42825595
7992,0.8260869565217391,15.839342618341796,6759.146919488907,1539774,0.0039126207,0.11492415480041324,0.0,0.0039126207,0.17391304347826086,27.52173913043478,0.0027578557,0.4327833
8036,0.9090909090909091,16.94754250161003,6806.469064950943,1549778,0.0049056574,0.1190909090909091,0.0,0.0049056574,0.09090909090909091,29.772727272727273,0.003349543,0.415436
8085,0.8163265306122449,14.943931432674479,6848.3607811927795,1559839,0.004447225,0.12128974666789791,0.0,0.004447225,0.1836734693877551,26.632653061224488,0.0024452626,0.40815738
8128,0.9302325581395349,18.115973847940726,6893.8510982990265,1569878,0.0051511475,0.13109742300439975,0.0,0.0051511475,0.06976744186046512,31.837209302325583,0.004804953,0.414094
8176,0.8333333333333334,15.18120157070396,6935.0663776397705,1579946,0.003922881,0.1075906432748538,0.0,0.003922881,0.16666666666666666,26.333333333333332,0.002687511,0.41185382
8221,0.8888888888888888,16.927722587721032,6974.449456214905,1589951,0.004413208,0.1408,0.0,0.004413208,0.1111111111111111,29.666666666666668,0.003377382,0.42359853
8262,0.975609756097561,17.322435737379905,7023.363151788712,1599952,0.0038972415,0.12195121951219512,0.0,0.0038972415,0.024390243902439025,30.48780487804878,0.0038207558,0.43426156
8305,0.9302325581395349,16.995850959430438,7071.089354515076,1609955,0.0050555877,0.11934883720930234,0.0,0.0050555877,0.06976744186046512,29.837209302325583,0.0056395307,0.4612934
8353,0.8125,15.016612337446837,7110.951313734055,1619766,0.004609126,0.11147706797706801,0.0,0.004609126,0.1875,26.604166666666668,0.0028322167,0.46491504
8401,0.8333333333333334,15.340921432321325,7154.387765169144,1629784,0.0053828093,0.11137962962962966,0.0,0.0053828093,0.16666666666666666,26.729166666666668,0.003944638,0.4578375
8446,0.8888888888888888,17.34514415303604,7196.080177783966,1639811,0.0038046387,0.12282751322751324,0.0,0.0038046387,0.1111111111111111,30.22222222222222,0.0080080535,0.44845253
8489,0.9302325581395349,17.05404903780943,7235.2530398368835,1649814,0.0038126053,0.141953488372093,0.0,0.0038126053,0.06976744186046512,29.697674418604652,0.004263488,0.43332186
8533,0.9090909090909091,17.268676920238605,7277.894673347473,1659826,0.0042596585,0.12443434343434348,0.0,0.0042596585,0.09090909090909091,30.5,0.0031509437,0.43073946
8577,0.9090909090909091,16.05967384766726,7326.074287414551,1669836,0.0039895647,0.11885714285714287,0.0,0.0039895647,0.09090909090909091,28.136363636363637,0.0043043434,0.47735864
8623,0.8695652173913043,15.705655246176592,7376.166511774063,1679872,0.0033582512,0.11166900420757365,0.0,0.0033582512,0.13043478260869565,27.456521739130434,0.0018859654,0.48554674
8671,0.8333333333333334,15.693470909645157,7425.204112529755,1689894,0.0042607132,0.13403787878787882,0.0,0.0042607132,0.16666666666666666,27.416666666666668,0.0026280263,0.4790037
8714,0.9302325581395349,17.257123037079626,7462.756179571152,1699897,0.0023818603,0.11916279069767444,0.0,0.0023818603,0.06976744186046512,29.790697674418606,0.006620265,0.5021363
8759,0.8888888888888888,15.305682484439437,7505.992397546768,1709908,0.0025612,0.10880000000000002,0.0,0.0025612,0.1111111111111111,27.2,0.0019125087,0.48401183
8802,0.9302325581395349,17.192032455109086,7548.928344964981,1719917,0.0036803787,0.12099667774086381,0.0,0.0036803787,0.06976744186046512,29.441860465116278,0.0041535418,0.5224208
8848,0.8695652173913043,16.222826753435935,7591.038678646088,1729923,0.0026832002,0.11426086956521742,0.0,0.0026832002,0.13043478260869565,28.565217391304348,0.0034486894,0.49629775
8894,0.8695652173913043,16.204517275864077,7632.460438489914,1739929,0.002303221,0.1334782608695652,0.0,0.002303221,0.13043478260869565,27.956521739130434,0.001763027,0.48635557
8937,0.9302325581395349,16.41693791010366,7679.868730545044,1749934,0.0055072634,0.11600000000000003,0.0,0.0055072634,0.06976744186046512,29.0,0.005189902,0.51997983
8984,0.851063829787234,16.27486158585235,7729.338492631912,1759941,0.0039723287,0.11157446808510639,0.0,0.0039723287,0.14893617021276595,27.893617021276597,0.006679652,0.51699543
9036,0.7692307692307693,14.395834726133774,7766.179362773895,1769961,0.0020533279,0.12267032967032963,0.0,0.0020533279,0.23076923076923078,25.21153846153846,0.0026314077,0.50653136
9084,0.8333333333333334,14.847202002963023,7810.305783510208,1779975,0.0038815918,0.12780952380952385,0.0,0.0038815918,0.16666666666666666,26.041666666666668,0.004184337,0.48989868
9130,0.8695652173913043,15.482088617365319,7852.78978228569,1789983,0.0035243179,0.12904347826086957,0.0,0.0035243179,0.13043478260869565,26.847826086956523,0.0031705522,0.4791597
9175,0.8888888888888888,17.08415889404556,7895.575812101364,1799988,0.0047327452,0.12062222222222224,0.0,0.0047327452,0.1111111111111111,30.155555555555555,0.0036349588,0.45713565
9217,0.9523809523809523,16.43905133813802,7947.268107891083,1809994,0.003462851,0.11761904761904765,0.0,0.003462851,0.047619047619047616,29.404761904761905,0.0022539222,0.46272084
9263,0.8478260869565217,14.791094518026007,7990.8633460998535,1819757,0.0046166014,0.10200000000000001,0.0,0.0046166014,0.15217391304347827,25.5,0.0035143318,0.46036866
9303,1.0,17.924434831391387,8031.315707445145,1829757,0.004451367,0.12560000000000002,0.0,0.004451367,0.0,31.4,0.0034387496,0.4843447
9349,0.8695652173913043,15.839111510968685,8079.650309562683,1839763,0.0033997113,0.11095652173913048,0.0,0.0033997113,0.13043478260869565,27.73913043478261,0.0023170714,0.49948058
9392,0.9302325581395349,16.430127595882375,8120.217030286789,1849766,0.0053794966,0.11413953488372094,0.0,0.0053794966,0.06976744186046512,28.53488372093023,0.0036017995,0.4965915
9442,0.8,15.180675751822214,8162.369617938995,1859778,0.0044266554,0.12495999999999999,0.0,0.0044266554,0.2,26.26,0.0036386924,0.47323862
9485,0.9302325581395349,17.041890219251467,8207.822744369507,1869781,0.0043358277,0.12037209302325584,0.0,0.0043358277,0.06976744186046512,30.093023255813954,0.003991181,0.44964337
9527,0.9523809523809523,17.696628033381778,8250.855989456177,1879783,0.0044049164,0.12552380952380954,0.0,0.0044049164,0.047619047619047616,31.38095238095238,0.0028112424,0.45886508
9570,0.9302325581395349,16.676270992868275,8295.36443567276,1889794,0.0044765165,0.14442377260981906,0.0,0.0044765165,0.06976744186046512,29.069767441860463,0.0032209428,0.49322587
9616,0.8695652173913043,16.082953959100017,8341.984844207764,1899800,0.004425188,0.13356521739130436,0.0,0.004425188,0.13043478260869565,27.97826086956522,0.0032598777,0.49469942
9659,0.9302325581395349,15.429923261744275,8380.79672908783,1909811,0.004278746,0.11160723514211891,0.0,0.004278746,0.06976744186046512,27.27906976744186,0.0027907968,0.48119855
9701,0.9523809523809523,17.858678904032406,8423.634157896042,1919821,0.0037097847,0.125687074829932,0.0,0.0037097847,0.047619047619047616,30.595238095238095,0.0025288116,0.47840357
9744,0.9302325581395349,16.673885063295838,8473.375366926193,1929826,0.0025788413,0.13916279069767443,0.0,0.0025788413,0.06976744186046512,29.0,0.0017307071,0.48634818
9791,0.851063829787234,14.912080557987878,8516.697055101395,1939833,0.0036694172,0.1266382978723404,0.0,0.0036694172,0.14893617021276595,26.361702127659573,0.0018642662,0.48551622
9832,0.975609756097561,17.455383131256635,8557.244086503983,1949834,0.0037302766,0.12156097560975614,0.0,0.0037302766,0.024390243902439025,30.390243902439025,0.0025284768,0.50161976
9877,0.8888888888888888,15.805256463741408,8603.41519331932,1959847,0.0042505325,0.10951111111111113,0.0,0.0042505325,0.1111111111111111,27.377777777777776,0.0023848948,0.5144683
9920,0.9302325581395349,17.319018566871158,8645.237809419632,1969850,0.003426062,0.1440930232558139,0.0,0.003426062,0.06976744186046512,30.232558139534884,0.003320755,0.5211062
9966,0.8695652173913043,15.73992941004001,8688.532162427902,1979880,0.0036882325,0.11173913043478265,0.0,0.0036882325,0.13043478260869565,27.543478260869566,0.0054829293,0.47726703
10014,0.8333333333333334,15.617234305808578,8730.273508310318,1989894,0.002590738,0.10975000000000001,0.0,0.002590738,0.16666666666666666,27.4375,0.004387133,0.44978735
10059,0.8888888888888888,14.991751406918024,8771.769218921661,1999901,0.003277301,0.10631111111111112,0.0,0.003277301,0.1111111111111111,26.57777777777778,0.0031056537,0.4530335
10103,0.9090909090909091,15.405768543866088,8824.121888875961,2009905,0.0029607231,0.1293636363636364,0.0,0.0029607231,0.09090909090909091,26.681818181818183,0.0036290046,0.44274613
10147,0.9090909090909091,16.244148574481635,8871.669029474258,2019909,0.004193599,0.11572727272727276,0.0,0.004193599,0.09090909090909091,28.931818181818183,0.0046844305,0.48004073
10192,0.8888888888888888,16.21295928062809,8909.287033081055,2029914,0.004248963,0.11342222222222224,0.0,0.004248963,0.1111111111111111,28.355555555555554,0.0037814423,0.44870257
10236,0.9090909090909091,16.555264676567713,8953.286108493805,2039936,0.003880475,0.11849760765550243,0.0,0.003880475,0.09090909090909091,28.795454545454547,0.0024264145,0.44440028
10279,0.9302325581395349,16.61573233882101,8995.486000299454,2049947,0.0027906066,0.12035142118863053,0.0,0.0027906066,0.06976744186046512,29.46511627906977,0.0018261841,0.42660177
10321,0.9523809523809523,17.845343736288545,9037.305565357208,2059949,0.003177652,0.12333333333333335,0.0,0.003177652,0.047619047619047616,30.833333333333332,0.0037905064,0.41351342
10363,0.9523809523809523,17.561115377333348,9084.238626003265,2069953,0.003402945,0.12285714285714289,0.0,0.003402945,0.047619047619047616,30.714285714285715,0.0023233246,0.42400777
