entloss,TtR,TimestepsSoFar,TimeElapsed,entropy,surrgain,meankl,optimgain,AttC,EpisodesSoFar,Fce,AttNC,MtR
0.0,90.55813953488372,1639963,10449.750076055527,1.4020611,0.0010629124,0.0045649176,0.0010629124,1.3255813953488371,7578,0.17029900332225917,1.6744186046511629,17.594500732955613
0.0,82.8,1649863,10505.269572257996,1.4191447,0.001031814,0.00083049876,0.001031814,1.3777777777777778,7623,0.1262194994754847,1.6222222222222222,16.10955194871883
0.0,78.33333333333333,1659894,10562.730923652649,1.3980706,0.00065985415,0.0015804739,0.00065985415,1.3111111111111111,7668,0.11169789397240382,1.6888888888888889,14.877468737395962
0.0,75.70212765957447,1669997,10631.719375133514,1.4233392,0.0006388931,0.0019011073,0.0006388931,1.2765957446808511,7715,0.11277640910787606,1.7234042553191489,14.555653267876753
0.0,77.6590909090909,1679866,10694.401009559631,1.4441706,0.00064227474,0.00088459294,0.00064227474,1.3181818181818181,7759,0.10760763516124876,1.6818181818181819,14.970565607510986
0.0,80.4,1689879,10764.836345911026,1.4309932,0.0010018107,0.0039056386,0.0010018107,1.3777777777777778,7804,0.12933333333333333,1.6222222222222222,15.431758719626366
0.0,78.0,1699920,10829.798825025558,1.457886,0.0005545558,0.0033647772,0.0005545558,1.3777777777777778,7849,0.10884656084656089,1.6222222222222222,15.046338643540171
0.0,84.28571428571429,1709833,10881.729677915573,1.4469086,0.00047143706,0.0034069163,0.00047143706,1.1666666666666667,7891,0.11488896496633576,1.8333333333333333,16.093573790700713
0.0,90.07317073170732,1719834,10952.201301813126,1.435794,0.00025314483,0.013734653,0.00025314483,1.0975609756097562,7932,0.1200975609756098,1.9024390243902438,16.975859598867615
0.0,78.3125,1729904,11022.232655763626,1.4399406,0.0012632955,0.004898757,0.0012632955,1.3333333333333333,7980,0.11388757810816635,1.6666666666666667,15.067218938232616
0.0,86.02325581395348,1739913,11081.281299114227,1.4420253,0.00044173584,0.00076559855,0.00044173584,1.255813953488372,8023,0.13786046511627906,1.744186046511628,16.65800265586135
0.0,82.78571428571429,1749933,11144.059510469437,1.4620383,0.0005924266,0.0025178848,0.0005924266,1.119047619047619,8065,0.11269674185463664,1.880952380952381,15.675149505865116
0.0,81.0,1759983,11205.791222333908,1.469838,0.0012622915,0.0042664865,0.0012622915,1.326086956521739,8111,0.1446393861892583,1.673913043478261,15.424073598392207
0.0,79.8,1769783,11263.675763368607,1.4683752,0.0010652506,0.0063078543,0.0010652506,1.511111111111111,8156,0.13617005789909017,1.488888888888889,15.223778288773445
0.0,80.1063829787234,1779814,11329.30531835556,1.4591936,0.00037495015,0.0023246645,0.00037495015,1.4893617021276595,8203,0.11408183306055646,1.5106382978723405,15.257328417814728
0.0,83.30232558139535,1789821,11395.493741989136,1.4973255,0.00095474714,0.0044384073,0.00095474714,1.1627906976744187,8246,0.1110697674418605,1.8372093023255813,16.13090323691172
0.0,92.92857142857143,1799823,11451.75149512291,1.5107086,0.0010157746,0.0038973491,0.0010157746,1.5238095238095237,8288,0.12390476190476193,1.4761904761904763,17.643572530181338
0.0,79.625,1809868,11526.725145339966,1.4931216,0.00082779577,0.005294221,0.00082779577,1.6458333333333333,8336,0.14369123978250442,1.3541666666666667,15.115112493198225
0.0,83.28571428571429,1819872,11583.746405601501,1.5142485,0.0005507665,0.0018564041,0.0005507665,1.0,8378,0.11104761904761909,2.0,15.859782528040878
0.0,74.87234042553192,1829917,11653.233535051346,1.5213292,0.0006504013,0.0017389918,0.0006504013,1.2340425531914894,8425,0.10446481178396075,1.7659574468085106,14.274830803035819
0.0,83.33333333333333,1839958,11715.609899997711,1.5347792,0.0014634592,0.0114307,0.0014634592,1.288888888888889,8470,0.11498835978835983,1.711111111111111,15.927805755602561
0.0,78.19148936170212,1849995,11770.320778131485,1.516393,0.0008617401,0.0024998414,0.0008617401,1.2553191489361701,8517,0.11392907801418442,1.7446808510638299,14.639033458287912
0.0,87.4090909090909,1859932,11837.049756526947,1.5093552,0.000718899,0.0037995498,0.000718899,1.2954545454545454,8561,0.1282227698309829,1.7045454545454546,16.931438378341372
0.0,77.44897959183673,1869868,11903.085987567902,1.4975224,0.00048034464,0.0031616073,0.00048034464,1.5714285714285714,8610,0.11595668655886716,1.4285714285714286,14.80232023432597
0.0,89.5813953488372,1879917,11962.808409452438,1.4670386,0.0005283681,0.0034197206,0.0005283681,1.2093023255813953,8653,0.12326675786593708,1.7906976744186047,17.309012125614423
0.0,84.27272727272727,1889878,12018.594388008118,1.4446168,0.0005850209,0.0014872442,0.0005850209,1.1363636363636365,8697,0.12359018324641441,1.8636363636363635,16.16741986196246
0.0,91.92857142857143,1899886,12086.012552022934,1.4293221,0.0007527964,0.0031396316,0.0007527964,1.0714285714285714,8739,0.12257142857142861,1.9285714285714286,17.385568402240704
0.0,81.93333333333334,1909909,12152.104651212692,1.4271612,0.00078679,0.0042077815,0.00078679,1.3333333333333333,8784,0.11598024691358028,1.6666666666666667,15.603561290737863
0.0,75.9,1919816,12219.054632425308,1.4084382,0.002287611,0.0062878816,0.002287611,1.44,8834,0.13251885367905328,1.56,14.71286559641104
0.0,88.43181818181819,1929842,12283.66341996193,1.3911898,0.00060042867,0.00377349,0.00060042867,1.2272727272727273,8878,0.15134498834498833,1.7727272727272727,16.904803514208442
0.0,75.06122448979592,1939971,12346.08632349968,1.3896577,0.0009371043,0.0033342142,0.0009371043,1.4285714285714286,8927,0.11371544691845444,1.5714285714285714,14.452195556297191
0.0,84.57142857142857,1949975,12402.816847324371,1.3743781,0.001085361,0.0026711088,0.001085361,1.0476190476190477,8969,0.13647619047619047,1.9523809523809523,15.855800725375982
0.0,74.34782608695652,1959772,12475.18481206894,1.3759768,0.0009721313,0.0020261842,0.0009721313,1.5434782608695652,9015,0.1328710516536604,1.4565217391304348,14.31560744657437
0.0,90.88636363636364,1969782,12535.530190467834,1.3623071,0.0009118622,0.0043105814,0.0009118622,1.3636363636363635,9059,0.12563636363636363,1.6363636363636365,17.463925274150487
