MpbtA,Tbt,entloss,Tmt,Tmc,MtR,entropy,AttC,optimgain,Ptt,TimestepsSoFar,meankl,TimeElapsed,EpisodesSoFar,AttNC,MpbtN,surrgain,TtR
64.3732959206118,264762.75409836066,0.0,64.63934426229508,40.31147540983606,-14.6900328953298,0.40756524,8.688524590163935,0.0028421069,62.890535477733394,269920,0.0022791934,8201.854945659637,3317,1.3114754098360655,35.626704079388205,0.0028421069,-231.14754098360655
67.07791553281804,260062.4262295082,0.0,63.49180327868852,41.47540983606557,-13.865478619296226,0.38344142,8.21311475409836,0.002525448,61.804115625441135,279968,0.0024018567,8371.347682476044,3378,1.7868852459016393,32.922084467181975,0.002525448,-211.14754098360655
69.09509168733896,252450.13333333333,0.0,61.63333333333333,43.36666666666667,-12.841245466829163,0.3577447,6.883333333333334,0.0023522486,60.034406945633485,289878,0.0023457003,8537.27678990364,3438,3.1166666666666667,30.904908312661,0.0023522486,-191.66666666666666
70.970677534751,255479.3220338983,0.0,62.3728813559322,42.610169491525426,-12.336068619599118,0.34015903,6.135593220338983,0.0022514123,60.74093053776581,299858,0.0025400224,8705.590524673462,3497,3.864406779661017,29.029322465248953,0.0022514123,-182.03389830508473
69.98532977284414,252108.8,0.0,61.55,43.45,-12.70825953465111,0.3443236,6.4,0.002147586,59.95683447763231,309869,0.0023990527,8884.274443626404,3557,3.6,30.014670227155843,0.002147586,-185.0
70.70004957402713,257214.91525423728,0.0,62.79661016949152,42.186440677966104,-12.575882569856695,0.36326632,6.101694915254237,0.0024387757,61.138852039990816,319856,0.0022283783,9044.352801561356,3616,3.8983050847457625,29.299950425972852,0.0024387757,-184.0677966101695
70.90291378013055,253414.81967213115,0.0,61.868852459016395,43.14754098360656,-12.303557922916461,0.36426374,6.80327868852459,0.002328593,60.24841798982708,329958,0.0021522497,9228.946635961533,3677,3.19672131147541,29.097086219869453,0.002328593,-179.34426229508196
68.99382730929676,254556.32786885247,0.0,62.14754098360656,42.85245901639344,-12.842911573643383,0.3538182,7.19672131147541,0.0023718625,60.51901807552765,339989,0.0024755248,9391.95475935936,3738,2.80327868852459,31.006172690703245,0.0023718625,-193.9344262295082
70.48894337170084,254634.66666666666,0.0,62.166666666666664,42.833333333333336,-12.70387397747796,0.38070592,6.683333333333334,0.0022848316,60.53662311213602,349971,0.0029043755,9569.943826675415,3798,3.316666666666667,29.511056628299137,0.0022848316,-183.83333333333334
69.868606641184,258189.24137931035,0.0,63.03448275862069,41.93103448275862,-12.488777846452464,0.39278227,8.172413793103448,0.0029189338,61.372610227844525,359905,0.0036703956,9732.157094478607,3856,1.8275862068965518,30.131393358815984,0.0029189338,-190.0
69.28896674027636,256887.46666666667,0.0,62.71666666666667,42.266666666666666,-13.153263110216129,0.42106944,7.566666666666666,0.0030682562,61.068144324378906,369932,0.004038586,9921.052647352219,3916,2.433333333333333,30.711033259723624,0.0030682562,-192.33333333333334
63.50562905851679,262606.4516129032,0.0,64.11290322580645,40.82258064516129,-14.751504416245604,0.40709823,8.935483870967742,0.0027525965,62.40452774271442,379970,0.0040463014,10085.727681875229,3978,1.064516129032258,36.49437094148322,0.0027525965,-235.6451612903226
65.48172507348232,257774.93333333332,0.0,62.93333333333333,42.06666666666667,-14.113586180278736,0.4069428,7.916666666666667,0.0025584283,61.25919620032429,389868,0.0029240292,10264.417991399765,4038,2.0833333333333335,34.51827492651766,0.0025584283,-218.33333333333334
65.51219156137213,257057.03225806452,0.0,62.75806451612903,42.20967741935484,-14.20798261232322,0.39210168,8.548387096774194,0.0028065732,61.112699743373966,399981,0.0027167138,10429.752247571945,4100,1.4516129032258065,34.487808438627866,0.0028065732,-218.2258064516129
69.29331315255472,250129.06666666668,0.0,61.06666666666667,43.96666666666667,-12.93512172127933,0.37317973,7.283333333333333,0.0023535383,59.48356695384556,409939,0.00262294,10607.240845680237,4160,2.716666666666667,30.706686847445294,0.0023535383,-187.66666666666666
69.80845861812044,255966.4262295082,0.0,62.49180327868852,42.52459016393443,-12.999992952987565,0.37906128,7.032786885245901,0.0029600551,60.8360918162514,419996,0.0028781688,10777.965689182281,4221,2.9672131147540983,30.191541381879535,0.0029600551,-188.85245901639345
71.60683769683244,251426.13333333333,0.0,61.38333333333333,43.61666666666667,-12.029946961710335,0.37919915,7.0,0.0024820534,59.803763361800115,429934,0.0026613513,10956.836839914322,4281,3.0,28.393162303167554,0.0024820534,-174.5
70.55707546602135,252071.868852459,0.0,61.540983606557376,43.47540983606557,-12.675962673812085,0.400589,6.754098360655738,0.0029940736,59.94038064014834,439976,0.0031050635,11118.56942820549,4342,3.2459016393442623,29.44292453397867,0.0029940736,-181.63934426229508
67.00863258621574,258542.3448275862,0.0,63.12068965517241,41.87931034482759,-13.701202430282521,0.42637888,8.0,0.0029242071,61.43653643991447,449975,0.003605711,11295.008836746216,4400,2.0,32.99136741378427,0.0029242071,-208.79310344827587
66.40036359670243,257911.46666666667,0.0,62.96666666666667,42.0,-13.934023974889731,0.427491,8.366666666666667,0.0025550302,61.308974252246706,459951,0.0025540362,11460.018620967865,4460,1.6333333333333333,33.59963640329754,0.0025550302,-212.16666666666666
67.67937375927029,255409.89830508476,0.0,62.355932203389834,42.610169491525426,-12.915028137927745,0.41879648,8.779661016949152,0.002829355,60.73676869765865,469998,0.0026800004,11641.824660778046,4519,1.2203389830508475,32.32062624072969,0.002829355,-201.864406779661
68.7120854839223,256104.13559322033,0.0,62.52542372881356,42.45762711864407,-12.953945733055532,0.43579718,7.932203389830509,0.004364933,60.884911736587185,479978,0.0056452565,11802.950526475906,4578,2.0677966101694913,31.287914516077702,0.004364933,-195.59322033898306
62.963187858472764,262894.93333333335,0.0,64.18333333333334,40.7,-15.205464467737642,0.4242669,8.8,0.003255815,62.50345238527684,489827,0.005154117,11978.612278461456,4638,1.2,37.036812141527236,0.003255815,-239.83333333333334
69.85209687937886,257846.55737704918,0.0,62.950819672131146,42.049180327868854,-12.854471962802576,0.39157072,7.180327868852459,0.0027704022,61.27433455210395,499845,0.0030287744,12136.019315481186,4699,2.819672131147541,30.14790312062107,0.0027704022,-189.672131147541
69.63935040014312,253201.06666666668,0.0,61.81666666666667,43.166666666666664,-12.608970855918146,0.3872581,7.466666666666667,0.0028515137,60.21827470166496,509979,0.0033248758,12330.549188375473,4759,2.533333333333333,30.360649599856878,0.0028515137,-188.66666666666666
69.1920664643832,249582.93333333332,0.0,60.93333333333333,44.083333333333336,-12.90835401031946,0.41185388,6.883333333333334,0.0035235053,59.36737595279112,519966,0.00442338,12499.8026740551,4819,3.1166666666666667,30.807933535616826,0.0035235053,-187.83333333333334
66.50834725691962,257423.18644067796,0.0,62.847457627118644,42.13559322033898,-13.728253952237262,0.41517946,8.101694915254237,0.0028222608,61.18715584013517,529948,0.003310452,12679.495021104813,4878,1.8983050847457628,33.49165274308035,0.0028222608,-211.35593220338984
69.88058508696807,252177.06666666668,0.0,61.56666666666667,43.43333333333333,-12.45156544710401,0.37977067,7.3,0.002840575,59.97369390899898,539964,0.003081736,12842.288388490677,4938,2.7,30.11941491303192,0.002840575,-186.5
72.1933880565496,252944.7868852459,0.0,61.75409836065574,43.24590163934426,-12.054202128123592,0.3896151,6.311475409836065,0.0032496615,60.146407688834884,549853,0.004454067,13031.943227529526,4999,3.6885245901639343,27.806611943450438,0.0032496615,-171.80327868852459
71.81545653972988,248781.6393442623,0.0,60.73770491803279,44.24590163934426,-11.716648024082836,0.39598078,6.967213114754099,0.0031645244,59.203512947534705,559984,0.0029726203,13207.08463191986,5060,3.0327868852459017,28.18454346027012,0.0031645244,-171.80327868852459
68.41747382143534,258518.03278688525,0.0,63.114754098360656,41.83606557377049,-13.401123574330315,0.41257516,7.950819672131147,0.002333291,61.45973515439653,569815,0.002837439,13391.989867687225,5121,2.0491803278688523,31.582526178564677,0.002333291,-200.65573770491804
65.49173889494487,257408.0,0.0,62.84375,42.15625,-14.36382749874621,0.40278515,8.1875,0.0031791888,61.173454735426176,579952,0.0034137422,13569.67216348648,5185,1.8125,34.508261105055134,0.0031791888,-217.8125
70.0333619224896,252944.7868852459,0.0,61.75409836065574,43.26229508196721,-12.461466238653628,0.39515492,7.934426229508197,0.0028324157,60.13893584041222,589919,0.0031375214,13749.439081907272,5246,2.0655737704918034,29.966638077510375,0.0028324157,-185.9016393442623
70.69930595685899,250896.25396825396,0.0,61.25396825396825,43.76190476190476,-12.47230517750255,0.36684337,7.031746031746032,0.0027269046,59.67022579108588,599887,0.0027170111,13920.94272184372,5309,2.9682539682539684,29.300694043141004,0.0027269046,-180.47619047619048
70.70671874233315,250318.4516129032,0.0,61.11290322580645,43.87096774193548,-12.482987662822582,0.37182507,6.661290322580645,0.0028692612,59.55389790012062,609963,0.0035229486,14111.101745843887,5371,3.338709677419355,29.29328125766683,0.0028692612,-179.3548387096774
69.94580232554368,249063.2258064516,0.0,60.806451612903224,44.20967741935484,-12.904933159205465,0.36258468,7.419354838709677,0.0031169653,59.24776993456738,619989,0.0031292816,14296.28314447403,5433,2.5806451612903225,30.054197674456304,0.0031169653,-182.90322580645162
70.02321385046567,246033.06666666668,0.0,60.06666666666667,44.983333333333334,-12.511562307630806,0.36539856,6.366666666666666,0.002866674,58.53267122778705,629953,0.0041657006,14472.003217935562,5493,3.6333333333333333,29.976786149534355,0.002866674,-180.33333333333334
67.89425484241107,254220.59016393442,0.0,62.0655737704918,42.91803278688525,-13.746601965992953,0.3739183,8.032786885245901,0.00240582,60.45047653029882,639893,0.0026447556,14645.41017961502,5554,1.9672131147540983,32.10574515758894,0.00240582,-200.0
69.93074034527464,248336.51612903227,0.0,60.62903225806452,44.403225806451616,-12.717171715017134,0.35175925,7.387096774193548,0.0031147113,59.07048563207903,649973,0.0031717354,14825.716571807861,5616,2.6129032258064515,30.069259654725364,0.0031147113,-183.5483870967742
68.92636791592618,246552.7741935484,0.0,60.193548387096776,44.83870967741935,-13.158657779854797,0.37340194,6.887096774193548,0.0028244795,58.662516440059086,659937,0.0039676204,15016.155939340591,5678,3.1129032258064515,31.073632084073832,0.0028244795,-187.41935483870967
67.15343155905812,254082.03174603175,0.0,62.03174603174603,42.93650793650794,-13.849198252406424,0.39286038,8.015873015873016,0.0031196217,60.42806363045174,669868,0.0032250017,15193.703872442245,5741,1.9841269841269842,32.84656844094187,0.0031196217,-204.76190476190476
69.79234012234801,250051.04761904763,0.0,61.04761904761905,43.96825396825397,-12.739023812047977,0.39762533,7.619047619047619,0.003255199,59.472389569127664,679957,0.0036400892,15380.753709554672,5804,2.380952380952381,30.207659877651984,0.003255199,-185.71428571428572
67.27681717912394,248402.5806451613,0.0,60.645161290322584,44.38709677419355,-13.160679334834041,0.40746266,8.483870967741936,0.0030260948,59.08523093984771,689902,0.0027722376,15548.160584688187,5866,1.5161290322580645,32.723182820876055,0.0030260948,-199.3548387096774
67.7049791243023,252961.03225806452,0.0,61.75806451612903,43.20967741935484,-13.221577425546323,0.38869035,7.661290322580645,0.002742194,60.16919219229835,699896,0.0034055447,15721.60186958313,5928,2.338709677419355,32.2950208756977,0.002742194,-201.4516129032258
67.45143425248352,254824.9180327869,0.0,62.21311475409836,42.80327868852459,-13.561643746910379,0.39105523,8.21311475409836,0.0033934258,60.57169636330416,709842,0.0035946968,15899.84007024765,5989,1.7868852459016393,32.54856574751646,0.0033934258,-203.7704918032787
70.04365025119256,252040.53333333333,0.0,61.53333333333333,43.5,-12.402168072765962,0.3834041,7.383333333333334,0.0035011175,59.92285112191893,719896,0.0030719803,16090.48082447052,6049,2.6166666666666667,29.956349748807458,0.0035011175,-185.16666666666666
69.60831972183438,253079.0819672131,0.0,61.78688524590164,43.21311475409836,-12.696230927286448,0.40891507,7.688524590163935,0.0027351705,60.177741539529045,729980,0.005205326,16251.996883392334,6110,2.3114754098360657,30.391680278165616,0.0027351705,-188.19672131147541
68.90693112852313,256068.26666666666,0.0,62.516666666666666,42.5,-12.88573598310489,0.40031296,8.25,0.0028308264,60.85646021738671,739930,0.0036100568,16426.92503094673,6170,1.75,31.093068871476866,0.0028308264,-195.66666666666666
68.2294424371796,252407.60655737706,0.0,61.622950819672134,43.377049180327866,-13.121937048302303,0.39069265,8.40983606557377,0.003083961,60.02554259592513,749946,0.0033994128,16595.801798820496,6231,1.5901639344262295,31.77055756282039,0.003083961,-197.37704918032787
70.10556644100384,251661.01694915254,0.0,61.440677966101696,43.559322033898304,-12.271731261108785,0.40914378,8.338983050847459,0.0031517982,59.852011744866886,759935,0.003673576,16777.21815776825,6290,1.6610169491525424,29.894433558996145,0.0031517982,-183.89830508474577
69.3378176946432,251699.2,0.0,61.45,43.55,-12.377337822483394,0.40535462,8.2,0.0027900771,59.86134399654921,769919,0.0031978951,16949.627496004105,6350,1.8,30.662182305356783,0.0027900771,-189.5
67.99177883433141,253817.70491803277,0.0,61.967213114754095,43.049180327868854,-12.900992353777946,0.40678492,8.540983606557377,0.0024617042,60.34115048762266,779981,0.003377494,17116.32989835739,6411,1.459016393442623,32.00822116566861,0.0024617042,-199.672131147541
68.76833580870877,254839.46666666667,0.0,62.21666666666667,42.766666666666666,-12.826651158592709,0.4029418,8.666666666666666,0.0030649719,60.59280839072424,789952,0.003210454,17288.607290267944,6471,1.3333333333333333,31.231664191291213,0.0030649719,-195.83333333333334
66.16907750164799,255385.6,0.0,62.35,42.63333333333333,-13.598838538785092,0.3989968,8.7,0.0030838014,60.720795620020255,799841,0.0028065937,17467.16282606125,6531,1.3,33.830922498351995,0.0030838014,-212.33333333333334
62.91744451116634,252651.68253968254,0.0,61.682539682539684,43.333333333333336,-14.660451664412907,0.38137105,8.682539682539682,0.0032715164,60.071593660153574,809929,0.0035257111,17657.214167118073,6594,1.3174603174603174,37.08255548883367,0.0032715164,-231.26984126984127
67.30965571897853,255548.74576271186,0.0,62.389830508474574,42.54237288135593,-13.30536176408797,0.36559564,8.305084745762711,0.0029730476,60.78549541831993,819982,0.0042396,17837.452707529068,6653,1.694915254237288,32.690344281021446,0.0029730476,-205.59322033898306
68.0135128745113,253347.67213114753,0.0,61.85245901639344,43.14754098360656,-13.432029053848177,0.3620021,7.622950819672131,0.0033960606,60.24254876694996,829920,0.0038547418,18004.197833776474,6714,2.377049180327869,31.986487125488665,0.0033960606,-198.0327868852459
69.8297132243733,247261.86666666667,0.0,60.36666666666667,44.65,-12.356846780645236,0.35939935,8.433333333333334,0.002668872,58.833493234318134,839898,0.002604108,18174.156023025513,6774,1.5666666666666667,30.1702867756267,0.002668872,-182.66666666666666
68.48062960953455,246767.2131147541,0.0,60.24590163934426,44.77049180327869,-12.759885785076166,0.35579726,8.475409836065573,0.0035628038,58.72147934006246,849953,0.0034330548,18360.542669296265,6835,1.5245901639344261,31.51937039046547,0.0035628038,-191.9672131147541
69.49477856130976,251357.86666666667,0.0,61.36666666666667,43.65,-12.719404128085356,0.35633886,8.233333333333333,0.0029070629,59.77415514335276,859905,0.0036596989,18545.395272493362,6895,1.7666666666666666,30.505221438690217,0.0029070629,-188.16666666666666
69.42067832403987,251562.66666666666,0.0,61.416666666666664,43.6,-12.458212873987712,0.35857177,8.016666666666667,0.0032597657,59.82077856611382,869933,0.0035993878,18713.115532159805,6955,1.9833333333333334,30.57932167596015,0.0032597657,-188.83333333333334
66.70000874893859,247940.12903225806,0.0,60.53225806451613,44.483870967741936,-13.461934083663348,0.3458192,8.387096774193548,0.0031263966,58.986925135174616,879928,0.0035241172,18892.550258874893,7017,1.6129032258064515,33.29999125106142,0.0031263966,-202.74193548387098
68.81848395737545,249105.06666666668,0.0,60.81666666666667,44.2,-12.89069145551485,0.33839226,8.15,0.0027457413,59.25503701037277,889913,0.0029262009,19068.564010620117,7077,1.85,31.18151604262457,0.0027457413,-190.66666666666666
68.06145186813443,248781.6393442623,0.0,60.73770491803279,44.295081967213115,-13.116661318130385,0.33715415,8.262295081967213,0.0030089733,59.17537092926036,899980,0.0032188082,19261.78644299507,7138,1.7377049180327868,31.93854813186558,0.0030089733,-194.2622950819672
69.67698986847353,249378.13333333333,0.0,60.88333333333333,44.1,-12.643931173415384,0.3254106,7.616666666666666,0.003210259,59.33523136636349,909903,0.0037980804,19441.125101566315,7198,2.3833333333333333,30.323010131526477,0.003210259,-186.0
67.59504885778372,243544.131147541,0.0,59.459016393442624,45.60655737704918,-13.2090667170425,0.3229374,7.60655737704918,0.0028062072,57.949931987231714,919874,0.0031523865,19625.286200523376,7259,2.3934426229508197,32.404951142216255,0.0028062072,-193.7704918032787
65.2162404284155,250648.7741935484,0.0,61.193548387096776,43.79032258064516,-14.330051659332632,0.32234496,8.161290322580646,0.0038229334,59.629837269391196,929882,0.0039066216,19798.654303073883,7321,1.8387096774193548,34.783759571584504,0.0038229334,-214.67741935483872
68.70399305810436,247438.68852459016,0.0,60.40983606557377,44.60655737704918,-12.808675970255925,0.3157611,8.262295081967213,0.0039321645,58.87294651634725,939989,0.0038604836,19977.89413690567,7382,1.7377049180327868,31.296006941895637,0.0039321645,-189.34426229508196
67.82828359035736,245009.06666666668,0.0,59.81666666666667,45.25,-13.22349114588359,0.31977522,7.983333333333333,0.0030338236,58.288279744167,949888,0.003003207,20163.559442281723,7442,2.0166666666666666,32.171716409642634,0.0030338236,-193.83333333333334
69.50713588825603,246618.83870967742,0.0,60.20967741935484,44.82258064516129,-12.57888659132287,0.33900803,8.14516129032258,0.0034058935,58.6748514270391,959976,0.0039748913,20353.455231428146,7504,1.8548387096774193,30.49286411174396,0.0034058935,-184.3548387096774
69.84031803444732,245692.8524590164,0.0,59.98360655737705,45.049180327868854,-12.279852800298288,0.32704312,7.983606557377049,0.0033008582,58.46405925887737,969855,0.0031936173,20527.702201128006,7565,2.0163934426229506,30.159681965552682,0.0033008582,-181.80327868852459
69.12673558310475,242192.51612903227,0.0,59.12903225806452,45.87096774193548,-12.463709921580616,0.33283448,8.290322580645162,0.0031963056,57.675362316451526,979897,0.0035459113,20703.078949689865,7627,1.7096774193548387,30.873264416895225,0.0031963056,-183.2258064516129
69.65765275864788,246834.3606557377,0.0,60.26229508196721,44.77049180327869,-12.477453202026691,0.33566833,7.983606557377049,0.0043195724,58.72464428026153,989850,0.0048969905,20873.97867321968,7688,2.0163934426229506,30.342347241352112,0.0043195724,-183.27868852459017
69.1819600042828,248555.68253968254,0.0,60.682539682539684,44.333333333333336,-12.98468529310279,0.33372444,8.079365079365079,0.0030627009,59.129366839233974,999984,0.0037889744,21068.426169633865,7751,1.9206349206349207,30.818039995717204,0.0030627009,-187.77777777777777
67.59959153914473,248600.7741935484,0.0,60.693548387096776,44.354838709677416,-13.157563237521064,0.33228132,8.935483870967742,0.0026522554,59.12243759976044,1009953,0.0026691298,21234.296407461166,7813,1.064516129032258,32.40040846085526,0.0026522554,-197.74193548387098
68.4711665212606,246540.19047619047,0.0,60.19047619047619,44.82539682539682,-12.657390812823397,0.34477624,8.317460317460318,0.0032304898,58.66714467847721,1019977,0.003971041,21414.12703704834,7876,1.6825396825396826,31.5288334787394,0.0032304898,-190.79365079365078
70.97465584446677,245693.93548387097,0.0,59.983870967741936,45.016129032258064,-11.870582771120398,0.3352632,8.32258064516129,0.0028549798,58.4790797329926,1029996,0.0035427501,21582.68656873703,7938,1.6774193548387097,29.02534415553323,0.0028549798,-174.3548387096774
68.31230630617517,243094.3492063492,0.0,59.34920634920635,45.682539682539684,-12.858265448153835,0.3186576,8.158730158730158,0.0028577782,57.864259259560924,1039907,0.0039009815,21773.780819892883,8001,1.8412698412698412,31.687693693824844,0.0028577782,-188.57142857142858
70.07626250368223,242390.70967741936,0.0,59.17741935483871,45.83870967741935,-12.033932132255828,0.34229836,8.14516129032258,0.0038594604,57.70976580904141,1049944,0.0036640002,21953.155574321747,8063,1.8548387096774193,29.92373749631776,0.0038594604,-177.25806451612902
70.77345694174605,245491.40983606558,0.0,59.9344262295082,45.09836065573771,-12.080481550495163,0.3356559,7.836065573770492,0.003076109,58.41596261822628,1059895,0.0034834885,22141.71053624153,8124,2.1639344262295084,29.226543058253945,0.003076109,-175.5737704918033
67.84181935806136,249205.84126984127,0.0,60.84126984126984,44.15873015873016,-12.905973772906703,0.3402866,8.412698412698413,0.0035719504,59.28927050050373,1069827,0.003857225,22309.822402238846,8187,1.5873015873015872,32.15818064193864,0.0035719504,-197.3015873015873
72.95223812243529,244459.68253968254,0.0,59.682539682539684,45.333333333333336,-11.046327364825537,0.3307453,7.492063492063492,0.0042073997,58.18855418393968,1079958,0.0041285832,22493.112310409546,8250,2.507936507936508,27.047761877564696,0.0042073997,-162.06349206349208
67.22082520801831,247261.86666666667,0.0,60.36666666666667,44.7,-13.2801224222046,0.33949202,8.2,0.0031619947,58.806643758363094,1089904,0.003780299,22673.39624285698,8310,1.8,32.77917479198168,0.0031619947,-199.33333333333334
69.72710655403019,249525.67741935485,0.0,60.91935483870968,44.11290322580645,-12.35681924569977,0.33499974,8.32258064516129,0.0028955573,59.345109871467486,1099960,0.0039047424,22864.778712034225,8372,1.6774193548387097,30.27289344596979,0.0028955573,-185.16129032258064
