Ptt,MpbtA,TtR,MpbtN,TimeElapsed,AttC,entloss,surrgain,optimgain,EpisodesSoFar,TimestepsSoFar,AttNC,meankl,MtR,Tmt,entropy,Tbt,Tmc
78.10574886319344,5.254310491300712,-228.06646971935007,94.74568950869921,1594.193290233612,3.0,0.0,0.009617332,0.009617332,677,9987,0.0,0.008508399,-71.01197797508993,80.25849335302806,0.6846927,328738.7887740029,23.74002954209749
78.57247505363327,6.18029874513455,-227.2310286677909,93.81970125486525,2976.1138591766357,3.0,0.0,0.007372866,0.007372866,1270,19985,0.0,0.009664468,-70.03112671452988,80.75716694772343,0.65699,330781.3558178752,23.23777403035413
78.76295550769322,7.150467280425453,-225.44262295081967,92.84953271957447,4139.463706254959,3.0,0.0,0.00861046,0.00861046,1758,29988,0.0,0.010301936,-68.29109428282854,80.9610655737705,0.6101968,331616.52459016396,23.0327868852459
79.2530583592345,8.2569972518358,-224.15051020408163,91.74300274816422,5046.308865308762,3.0,0.0,0.010276759,0.010276759,2150,39995,0.0,0.009722874,-66.37095427675935,81.4795918367347,0.5445562,333740.4081632653,22.505102040816325
79.1964130721521,10.493034486843065,-218.51694915254237,89.50696551315693,5593.609683513641,3.0,0.0,0.009225073,0.009225073,2386,49956,0.0,0.0085146725,-60.63014953988567,81.40677966101696,0.47966352,333442.16949152545,22.5635593220339
78.86042585621738,16.302204605801688,-203.55263157894737,83.69779539419832,5872.365458726883,2.973684210526316,0.0,0.008834659,0.008834659,2500,59909,0.02631578947368421,0.008990927,-49.40324542107983,81.0701754385965,0.40587434,332063.43859649124,22.92982456140351
77.38439919039264,26.20328814031212,-176.17241379310346,73.79671185968789,6034.098663568497,2.586206896551724,0.0,0.0046002045,0.0046002045,2558,69839,0.41379310344827586,0.007494293,-36.89208566987613,79.48275862068965,0.34712106,325561.3793103448,24.517241379310345
76.46225982786102,31.327117008383116,-162.14285714285714,68.67288299161689,6171.126631736755,1.7380952380952381,0.0,0.0038444742,0.0038444742,2600,79991,1.2619047619047619,0.0040959422,-31.001061134893327,78.47619047619048,0.31050476,321438.4761904762,25.5
76.79978302387711,32.41999131315935,-159.9512195121951,67.58000868684066,6302.533041000366,1.7073170731707317,0.0,0.0023076623,0.0023076623,2641,89960,1.2926829268292683,0.0044477475,-31.330826797423185,78.85365853658537,0.29622024,322984.5853658537,25.146341463414632
77.11161368943159,33.30094744242725,-158.65116279069767,66.69905255757276,6438.5241503715515,1.3488372093023255,0.0,0.002763326,0.002763326,2684,99847,1.6511627906976745,0.0051275245,-31.48298141868737,79.18604651162791,0.25483462,324346.0465116279,24.813953488372093
