AttC,EpisodesSoFar,Ptt,optimgain,TimeElapsed,MtR,AttNC,surrgain,TtR,TimestepsSoFar,entloss,MpbtN,MpbtA,Tbt,entropy,meankl,Tmc,Tmt
1.4666666666666666,6766,74.24092342266609,0.0030685766,18923.57655096054,-26.743893107389695,1.5333333333333334,0.0030685766,-132.0,1009990,0.0,57.759815139013114,42.2401848609869,311751.1111111111,0.28338268,0.003760632,27.88888888888889,76.11111111111111
1.4186046511627908,6809,73.8438536287715,0.0036625487,19056.29900097847,-26.40985603174814,1.5813953488372092,0.0036625487,-127.74418604651163,1019799,0.0,56.23295386211832,43.767046137881685,310152.93023255817,0.29631358,0.004125185,28.325581395348838,75.72093023255815
1.6956521739130435,6855,73.50542219447946,0.0041988245,19191.499766111374,-26.382937536483006,1.3043478260869565,0.0041988245,-127.3695652173913,1029928,0.0,56.362661288649406,43.63733871135059,308535.652173913,0.30681452,0.0055979188,28.67391304347826,75.32608695652173
1.2,6900,75.01613314146853,0.0038749105,19325.986258983612,-28.062053567651457,1.8,0.0038749105,-135.73333333333332,1039841,0.0,58.70324152360643,41.296758476393585,315209.9555555555,0.30079716,0.004920406,27.066666666666666,76.95555555555555
1.2727272727272727,6944,74.92188409464599,0.004580474,19460.289063453674,-27.790657122459834,1.7272727272727273,0.004580474,-138.27272727272728,1049939,0.0,59.927085130414305,40.072914869585695,314740.36363636365,0.30294564,0.005688228,27.15909090909091,76.8409090909091
1.2,6989,73.95616628653312,0.0037182374,19594.881259679794,-26.024282011123766,1.8,0.0037182374,-127.73333333333333,1059857,0.0,56.05458887166466,43.94541112833535,310567.8222222222,0.30001146,0.004948532,28.2,75.82222222222222
1.1333333333333333,7034,73.83080421280086,0.0034476176,19731.149333953857,-25.87398913064177,1.8666666666666667,0.0034476176,-125.6,1069854,0.0,55.22140323942147,44.77859676057851,310021.68888888886,0.27524945,0.0047130603,28.333333333333332,75.68888888888888
1.1111111111111112,7079,74.03397429147056,0.004170968,19869.545221567154,-26.505370277746024,1.8888888888888888,0.004170968,-129.73333333333332,1079815,0.0,56.89138343817206,43.10861656182796,310840.8888888889,0.27782074,0.0046794135,28.11111111111111,75.88888888888889
1.2045454545454546,7123,74.53113801298096,0.00433079,20003.90655565262,-26.18968558498422,1.7954545454545454,0.00433079,-127.0909090909091,1089786,0.0,55.39684363037329,44.60315636962672,313157.8181818182,0.28814408,0.006362107,27.59090909090909,76.45454545454545
1.1590909090909092,7167,73.49015881523455,0.0038320597,20139.045449256897,-25.589822199993467,1.8409090909090908,0.0038320597,-125.52272727272727,1099949,0.0,55.470003023860166,44.52999697613982,308596.36363636365,0.30092734,0.0049597947,28.704545454545453,75.3409090909091
1.673913043478261,7213,74.26923597304524,0.003979369,20276.072991132736,-27.219027038771227,1.326086956521739,0.003979369,-133.3695652173913,1109825,0.0,58.270740046041745,41.72925995395825,312008.347826087,0.31024784,0.0043378565,27.869565217391305,76.17391304347827
1.9574468085106382,7260,74.45212306940454,0.003389028,20415.913182735443,-26.564690217925353,1.0425531914893618,0.003389028,-131.04255319148936,1119880,0.0,57.108118243627196,42.891881756372804,312864.6808510638,0.3028781,0.0056721903,27.680851063829788,76.38297872340425
1.8372093023255813,7303,74.26659574042257,0.0048633097,20550.52694797516,-26.558429459126813,1.1627906976744187,0.0048633097,-133.11627906976744,1129923,0.0,58.224905988983494,41.775094011016506,311867.5348837209,0.30769372,0.005943885,27.86046511627907,76.13953488372093
1.3409090909090908,7347,74.66806086336078,0.0036047301,20690.764190912247,-27.1501030791131,1.6590909090909092,0.0036047301,-130.5,1139799,0.0,56.799026705446515,43.20097329455348,313623.2727272727,0.30875885,0.0043343087,27.431818181818183,76.56818181818181
0.9333333333333333,7392,74.82238718094887,0.0052349805,20824.22387933731,-26.83402276150005,2.066666666666667,0.0052349805,-130.8,1149824,0.0,56.765586574782645,43.23441342521735,314299.73333333334,0.32476678,0.0069455006,27.266666666666666,76.73333333333333
1.6818181818181819,7436,74.47610419487279,0.0049176496,20959.445371866226,-27.10583331057417,1.3181818181818181,0.0049176496,-135.4090909090909,1159874,0.0,59.00940320379395,40.99059679620606,312785.45454545453,0.31882703,0.006024593,27.636363636363637,76.36363636363636
1.4545454545454546,7480,75.43802459252511,0.00422999,21098.77921628952,-27.044674077776232,1.5454545454545454,0.00422999,-132.3409090909091,1169819,0.0,56.93394577228407,43.06605422771593,317067.63636363635,0.2950335,0.005782541,26.613636363636363,77.4090909090909
1.3863636363636365,7524,74.00780099197596,0.005040676,21236.66780948639,-26.376596870523464,1.6136363636363635,0.005040676,-127.5,1179818,0.0,55.90899801163473,44.091001988365264,310737.45454545453,0.31240073,0.005409777,28.136363636363637,75.86363636363636
1.6363636363636365,7568,74.87926482851604,0.0041309865,21370.883424282074,-26.223663055457806,1.3636363636363635,0.0041309865,-129.88636363636363,1189922,0.0,56.31258185653837,43.68741814346162,314554.1818181818,0.33405924,0.003930314,27.204545454545453,76.79545454545455
2.066666666666667,7613,75.12006690622734,0.005368265,21505.197783708572,-26.68425651948869,0.9333333333333333,0.005368265,-132.6,1199891,0.0,57.22357099404122,42.77642900595878,315665.06666666665,0.3734653,0.006449214,26.955555555555556,77.06666666666666
2.54,7663,75.16863627371166,0.005615031,21652.89248108864,-28.887176576467137,0.46,0.005615031,-143.82,1209956,0.0,61.96475195038492,38.03524804961507,315883.52,0.35002044,0.005861924,26.9,77.12
2.2222222222222223,7708,74.49567743022688,0.0051990803,21788.807174682617,-27.604387891256284,0.7777777777777778,0.0051990803,-137.53333333333333,1219970,0.0,59.94566862764863,40.054331372351356,312934.4,0.33625472,0.0061107143,27.622222222222224,76.4
1.9777777777777779,7753,74.17732084810515,0.0037387481,21926.451451778412,-26.86888634303061,1.0222222222222221,0.0037387481,-132.26666666666668,1229782,0.0,57.82260563912702,42.17739436087299,311660.0888888889,0.31755498,0.0047054957,27.977777777777778,76.08888888888889
1.6521739130434783,7799,74.66617235367195,0.005279628,22064.41823387146,-27.33117123451838,1.3478260869565217,0.005279628,-133.69565217391303,1239846,0.0,58.183642785727976,41.816357214272024,313611.1304347826,0.29733887,0.005623217,27.434782608695652,76.56521739130434
1.6444444444444444,7844,74.16289419205258,0.0051756655,22203.99197602272,-27.939722483904653,1.3555555555555556,0.0051756655,-137.53333333333333,1249786,0.0,60.31081907648733,39.68918092351268,311478.0444444445,0.30324167,0.0059913998,27.977777777777778,76.04444444444445
1.4782608695652173,7890,74.23879696183297,0.0042242166,22342.085626602173,-26.18181389223389,1.5217391304347827,0.0042242166,-126.65217391304348,1259905,0.0,55.47759002051174,44.52240997948827,311741.2173913043,0.2959516,0.004870203,27.891304347826086,76.1086956521739
1.4772727272727273,7934,74.9073276986612,0.004031842,22477.64583325386,-25.24979258208223,1.5227272727272727,0.004031842,-123.88636363636364,1269822,0.0,53.81928260520585,46.180717394794144,314740.36363636365,0.3163424,0.0045283623,27.181818181818183,76.8409090909091
