EpisodesSoFar,TtR,Fce,TimestepsSoFar,TimeElapsed,MtR,optimgain,entloss,AttNC,surrgain,meankl,AttC,entropy
1595,99.35714285714286,0.1360912420912421,329868,1727.6513321399689,19.185647872964516,0.0010717829,0.0,1.4285714285714286,0.0010717829,0.0056376792,1.5714285714285714,1.4271599
1640,89.26666666666667,0.14547442680776015,339909,1783.6256663799286,17.328670768488355,0.0014533168,0.0,1.4666666666666666,0.0014533168,0.0066039395,1.5333333333333334,1.4423922
1687,93.51063829787235,0.13317482229856603,349961,1835.451497077942,17.581364507740467,0.0011665507,0.0,1.5106382978723405,0.0011665507,0.0056870324,1.4893617021276595,1.447265
1733,90.52173913043478,0.13008846226237533,359780,1883.8025753498077,17.366203505882577,0.0012472239,0.0,1.1956521739130435,0.0012472239,0.0024202443,1.8043478260869565,1.4391656
1779,91.76086956521739,0.19032298136645961,369806,1937.3904085159302,17.347113060633482,0.001167866,0.0,1.4130434782608696,0.001167866,0.0020458691,1.5869565217391304,1.4482855
1825,99.91304347826087,0.13982056382567895,379910,1987.6953659057617,18.91852374243432,0.0008902336,0.0,1.434782608695652,0.0008902336,0.0048268675,1.565217391304348,1.4408422
1876,85.52941176470588,0.1271757400615532,389784,2041.255942106247,16.4123140057048,0.00092476653,0.0,1.2549019607843137,0.00092476653,0.001357916,1.7450980392156863,1.4363922
1926,89.4,0.1280799491821828,399962,2093.4110448360443,17.07246859537346,0.0011486085,0.0,1.2,0.0011486085,0.0036152701,1.8,1.4335588
1972,92.80434782608695,0.13603524707430256,409899,2150.4167120456696,17.539367307770878,0.0011377807,0.0,1.4782608695652173,0.0011377807,0.0014320841,1.5217391304347827,1.4263542
2020,87.8125,0.14072619047619045,419939,2200.1726031303406,16.761491759756918,0.0012895154,0.0,1.3125,0.0012895154,0.0021429688,1.6875,1.4255815
2065,93.73333333333333,0.13434011562825127,429881,2250.0996673107147,18.13471672339207,0.0010515852,0.0,1.4666666666666666,0.0010515852,0.0058552534,1.5333333333333334,1.4229826
2112,84.95744680851064,0.15910165484633565,439930,2300.8430552482605,16.32391545147752,0.0011668518,0.0,1.4893617021276595,0.0011668518,0.0015018949,1.5106382978723405,1.4248159
2156,88.63636363636364,0.12133766233766238,449950,2356.3290405273438,16.81823114435406,0.0010616241,0.0,1.5681818181818181,0.0010616241,0.0011137665,1.4318181818181819,1.4164927
2199,88.88372093023256,0.11851162790697675,459959,2406.2747604846954,16.867625214738148,0.0013473277,0.0,1.8604651162790697,0.0013473277,0.001584141,1.1395348837209303,1.4213865
2244,87.46666666666667,0.1432244496244496,469757,2456.2687406539917,16.672015218751632,0.0010107249,0.0,1.511111111111111,0.0010107249,0.0023761308,1.488888888888889,1.4121091
2290,82.30434782608695,0.11773987365291715,479815,2504.970485687256,15.720901602344282,0.0009317332,0.0,1.6521739130434783,0.0009317332,0.0025953313,1.3478260869565217,1.3840723
2332,85.85714285714286,0.1381904761904762,489819,2563.504195690155,16.46021814166716,0.0014820363,0.0,1.8571428571428572,0.0014820363,0.00572329,1.1428571428571428,1.3678832
2382,73.8,0.11821909722084074,499838,2614.323697090149,14.065118302865868,0.0011636312,0.0,1.44,0.0011636312,0.0013128981,1.56,1.363269
2428,82.30434782608695,0.11398458429993269,509964,2664.5252804756165,16.045256835397648,0.0013058513,0.0,1.7826086956521738,0.0013058513,0.00531492,1.2173913043478262,1.3608404
2473,86.13333333333334,0.13008462685698374,519761,2712.2776465415955,16.57712097066531,0.0014544626,0.0,1.511111111111111,0.0014544626,0.0031379408,1.488888888888889,1.3811044
2517,85.36363636363636,0.12433486544152625,529768,2772.8424623012543,16.352083218360924,0.0012279291,0.0,1.8636363636363635,0.0012279291,0.0015629702,1.1363636363636365,1.3778079
2567,83.4,0.14292512903443158,539926,2821.230859518051,15.929384778743271,0.00129932,0.0,1.44,0.00129932,0.007890254,1.56,1.3653588
2610,91.25581395348837,0.1317011980267794,549796,2874.6397161483765,17.5051331271947,0.0017930726,0.0,1.5348837209302326,0.0017930726,0.004521006,1.4651162790697674,1.3763419
2653,83.86046511627907,0.11520572450805011,559831,2921.8981108665466,16.011546754596548,6.744995e-05,0.0,1.8372093023255813,6.744995e-05,0.005563673,1.1627906976744187,1.3652717
2695,77.28571428571429,0.12676190476190474,569835,2981.6045985221863,14.61739195132009,0.0006625239,0.0,1.9761904761904763,0.0006625239,0.004767341,1.0238095238095237,1.3809792
2740,83.0,0.11375238095238097,579860,3027.5448961257935,15.993738629509272,0.0010526561,0.0,1.6,0.0010526561,0.0015909758,1.4,1.3824922
2783,88.04651162790698,0.1223200959945146,589822,3083.8683817386627,16.905040454760904,0.0010993076,0.0,1.7209302325581395,0.0010993076,0.0035496105,1.2790697674418605,1.403452
2824,89.04878048780488,0.11873170731707318,599823,3130.495703935623,16.902715088540155,0.0010004201,0.0,1.829268292682927,0.0010004201,0.0019977328,1.170731707317073,1.4166263
2874,70.26,0.10773026505658086,609899,3192.599492073059,13.40723599791667,0.001315078,0.0,1.62,0.001315078,0.0014377511,1.38,1.4259063
2919,79.86666666666666,0.12152863605861855,619996,3238.169321537018,15.166920367046345,0.00097595213,0.0,1.6666666666666667,0.00097595213,0.003991952,1.3333333333333333,1.4330297
2971,72.17307692307692,0.11602594787325925,629963,3294.750761985779,13.641893432513008,0.000997671,0.0,1.3846153846153846,0.000997671,0.0019388914,1.6153846153846154,1.437012
3014,88.32558139534883,0.1305072450534863,639779,3341.376051425934,17.049708805598446,0.00096324994,0.0,1.7209302325581395,0.00096324994,0.0016992398,1.2790697674418605,1.4472685
3068,74.27777777777777,0.1197000292625462,649934,3401.0269091129303,14.337969610785766,0.00096999865,0.0,1.3518518518518519,0.00096999865,0.0041505243,1.6481481481481481,1.4288703
3113,84.73333333333333,0.11626030250693464,659938,3447.4399366378784,16.293318689597847,0.0009201477,0.0,1.5333333333333334,0.0009201477,0.001234152,1.4666666666666666,1.4282111
3162,75.24489795918367,0.11594208592527919,669874,3505.3347799777985,14.527452710629191,0.0011044225,0.0,1.5714285714285714,0.0011044225,0.0026796807,1.4285714285714286,1.4247185
3213,71.94117647058823,0.11783667342718733,679795,3549.821938753128,13.924140369161979,0.001674937,0.0,1.5294117647058822,0.001674937,0.002492661,1.4705882352941178,1.4232154
3259,79.04347826086956,0.11273307810837002,689949,3607.3723649978638,15.047038146584464,0.00097647606,0.0,1.5434782608695652,0.00097647606,0.006829395,1.4565217391304348,1.4222763
3306,72.76595744680851,0.12054568210262825,699990,3654.25696349144,14.039011206188206,0.00032204232,0.0,1.7446808510638299,0.00032204232,0.011711892,1.2553191489361701,1.4073958
3353,81.38297872340425,0.1135035460992908,709810,3713.8901710510254,15.31072512807215,0.0008479131,0.0,1.5957446808510638,0.0008479131,0.0042680735,1.4042553191489362,1.395187
3398,85.0,0.12051856678444732,719766,3763.362992286682,16.2069171000793,0.001118841,0.0,1.5777777777777777,0.001118841,0.0030826812,1.4222222222222223,1.3915986
3440,94.21428571428571,0.12816931216931218,729778,3821.0154201984406,17.924952050556367,0.001223437,0.0,1.8571428571428572,0.001223437,0.0050270804,1.1428571428571428,1.3928612
3489,75.6734693877551,0.12505841150476363,739887,3867.534954071045,14.32837052673367,0.0008257599,0.0,1.530612244897959,0.0008257599,0.0024371583,1.469387755102041,1.3783329
3533,85.0909090909091,0.11357500935278715,749896,3921.7235250473022,15.809664014412617,0.0006814921,0.0,1.6590909090909092,0.0006814921,0.005517467,1.3409090909090908,1.382578
3573,88.125,0.11750000000000002,759896,3971.777629852295,16.781230655977755,0.00093173626,0.0,1.825,0.00093173626,0.0020236613,1.175,1.4139024
3616,84.48837209302326,0.1406258189934481,769933,4029.0264892578125,16.18125501342831,6.895294e-05,0.0,1.813953488372093,6.895294e-05,0.004388211,1.186046511627907,1.428702
3657,85.2439024390244,0.1136585365853659,779940,4079.5658531188965,16.28000537766113,0.00087768654,0.0,2.024390243902439,0.00087768654,0.0018369264,0.975609756097561,1.4634982
3699,87.42857142857143,0.11657142857142859,789944,4130.418964147568,16.594766630367864,0.00028274016,0.0,1.7619047619047619,0.00028274016,0.008190634,1.2380952380952381,1.556277
3744,80.2,0.15358024691358024,799959,4182.762686729431,15.218350899999905,0.0006638845,0.0,1.6222222222222222,0.0006638845,0.0037978396,1.3777777777777778,1.5647851
3786,86.28571428571429,0.11835374149659864,809971,4237.753158092499,16.56221883338853,0.0005263346,0.0,1.8333333333333333,0.0005263346,0.001262442,1.1666666666666667,1.5829175
3828,90.5,0.14438095238095236,819975,4287.676795721054,17.197058351269256,0.0005342811,0.0,1.7857142857142858,0.0005342811,8.7927365e-05,1.2142857142857142,1.5812672
3873,84.06666666666666,0.11644444444444449,829992,4341.773545265198,16.00313757003855,0.0011006421,0.0,1.5333333333333334,0.0011006421,0.0050954367,1.4666666666666666,1.5825276
3921,82.625,0.1547051282051282,839777,4393.12943816185,15.88840528881605,0.0011482097,0.0,1.3541666666666667,0.0011482097,0.002641644,1.6458333333333333,1.5407822
3963,89.5,0.11933333333333336,849787,4446.7823305130005,16.934158625045352,0.0010545306,0.0,1.8333333333333333,0.0010545306,0.0015604589,1.1666666666666667,1.5545547
4007,88.70454545454545,0.12272727272727275,859801,4498.445850610733,16.76006453772802,0.0004819702,0.0,1.5227272727272727,0.0004819702,0.0011331497,1.4772727272727273,1.5420817
4049,86.92857142857143,0.11792319508448543,869835,4552.719836235046,16.517233080443184,0.0007809565,0.0,1.7619047619047619,0.0007809565,0.0026335511,1.2380952380952381,1.5482279
4100,74.58823529411765,0.14233347519108605,879879,4607.411005496979,14.299782637615975,0.0010054403,0.0,1.3725490196078431,0.0010054403,0.0011232019,1.6274509803921569,1.5550617
4143,89.23255813953489,0.11897674418604652,889884,4655.94942855835,16.976038094265004,0.00089885,0.0,1.627906976744186,0.00089885,0.0058195004,1.372093023255814,1.5940745
4189,88.1086956521739,0.12173913043478261,899922,4705.346561431885,16.93748185137886,0.0007467768,0.0,1.4782608695652173,0.0007467768,0.0038677342,1.5217391304347827,1.5640544
4233,86.11363636363636,0.13745454545454547,909936,4761.4707844257355,16.181256877539393,0.0004631378,0.0,1.4545454545454546,0.0004631378,0.0016456865,1.5454545454545454,1.5324359
4277,89.04545454545455,0.1260948177100883,919819,4815.177907705307,16.99761162866025,0.0009995606,0.0,1.75,0.0009995606,0.003814573,1.25,1.5607909
4319,94.78571428571429,0.1341632653061225,929845,4867.57733631134,17.842648771881066,0.0013070037,0.0,1.7380952380952381,0.0013070037,0.0054083476,1.2619047619047619,1.5893581
4369,78.0,0.15362367661259763,939933,4917.19437789917,14.863802762536197,0.0008919123,0.0,1.4,0.0008919123,0.0010114964,1.6,1.5814546
4415,91.23913043478261,0.13226157366660798,949780,4972.597200393677,17.43704213224114,0.00085379946,0.0,1.5,0.00085379946,0.0032627655,1.5,1.5935398
4469,78.27777777777777,0.15322220789764188,959852,5019.773329496384,15.229150116128164,0.00092687266,0.0,1.2407407407407407,0.00092687266,0.004970573,1.7592592592592593,1.5825281
4520,88.47058823529412,0.13545991263638327,969995,5074.223893880844,16.76248581735623,0.0009908925,0.0,1.0980392156862746,0.0009908925,0.002550371,1.9019607843137254,1.5610677
4573,79.98113207547169,0.14693459119032495,979858,5124.399203300476,15.554265857463438,0.0012037244,0.0,1.2075471698113207,0.0012037244,0.0022998082,1.7924528301886793,1.5517149
4620,91.85106382978724,0.12669044504119903,989991,5179.99098277092,17.6670466664384,0.0009733337,0.0,1.4042553191489362,0.0009733337,0.0017707945,1.5957446808510638,1.5560644
4670,83.52,0.14126042007970635,999955,5227.760896682739,16.352933348744553,0.0012729766,0.0,1.22,0.0012729766,0.006067919,1.78,1.5528969
4712,93.28571428571429,0.12726038500506587,1009762,5279.74978852272,17.945468862681082,0.0004638901,0.0,1.5238095238095237,0.0004638901,0.0030199229,1.4761904761904763,1.5541115
4760,83.25,0.13619888427607682,1019872,5328.346994638443,15.898823593470283,0.00089474587,0.0,1.4791666666666667,0.00089474587,0.0015298573,1.5208333333333333,1.5413487
4803,89.79069767441861,0.11972093023255817,1029887,5384.461082935333,17.123565329968162,0.00069482217,0.0,1.697674418604651,0.00069482217,0.0019687985,1.302325581395349,1.5120498
4851,79.9375,0.11637724481520106,1039832,5433.947140693665,15.332776343159301,4.6453857e-05,0.0,1.4166666666666667,4.6453857e-05,0.0060082544,1.5833333333333333,1.5107449
4894,93.13953488372093,0.13311094440276736,1049875,5486.672039270401,18.1231517453072,0.00081826403,0.0,1.627906976744186,0.00081826403,0.0010438379,1.372093023255814,1.5068336
4941,79.59574468085107,0.12225553934587713,1059998,5530.955508947372,15.235933081941795,0.00096385094,0.0,1.6382978723404256,0.00096385094,0.00294874,1.3617021276595744,1.4973172
4987,79.43478260869566,0.11466840632257909,1069870,5587.038191795349,15.414010638278953,0.00039265543,0.0,1.4130434782608696,0.00039265543,0.000746822,1.5869565217391304,1.4951166
5031,81.68181818181819,0.13154545454545452,1079888,5637.750125646591,15.525645773625037,0.00066104176,0.0,1.6136363636363635,0.00066104176,0.0015783005,1.3863636363636365,1.5072024
5076,77.46666666666667,0.13196157401813055,1089790,5688.885426521301,14.995036465449326,0.0006506485,0.0,1.7777777777777777,0.0006506485,0.0020544836,1.2222222222222223,1.5364997
5120,81.4090909090909,0.11748387096774195,1099856,5737.080425262451,15.46882870231151,0.0010238009,0.0,1.6818181818181819,0.0010238009,0.00070984405,1.3181818181818181,1.5316954
5161,87.21951219512195,0.11629268292682926,1109861,5791.818483829498,16.24111349371869,0.0008065389,0.0,1.7560975609756098,0.0008065389,0.006515367,1.2439024390243902,1.5442766
5210,75.79591836734694,0.1082153001551498,1119970,5840.667001008987,14.436496096118995,0.00014030354,0.0,1.4081632653061225,0.00014030354,0.0016718535,1.5918367346938775,1.5483507
5254,88.1590909090909,0.12173218673218678,1129773,5895.28944849968,16.689288005399064,0.0012961741,0.0,1.4318181818181819,0.0012961741,0.0056959037,1.5681818181818181,1.5708426
5306,76.38461538461539,0.13537678030781478,1139778,5942.538288831711,14.920774047582405,0.00096323446,0.0,1.2884615384615385,0.00096323446,0.006242652,1.7115384615384615,1.578207
5361,76.0909090909091,0.13756318756746325,1149989,5998.9553508758545,14.749408436257363,0.001626725,0.0,1.3272727272727274,0.001626725,0.0034805029,1.6727272727272726,1.5938388
5409,81.8125,0.12349543321602147,1159836,6050.531296253204,15.86741156031293,0.00061617634,0.0,1.375,0.00061617634,0.0034183252,1.625,1.5774263
5457,84.3125,0.16525999560261131,1169964,6101.335885047913,16.315535301959315,0.00060585124,0.0,1.3333333333333333,0.00060585124,0.0047595673,1.6666666666666667,1.5690498
5503,84.06521739130434,0.11634782608695655,1179992,6147.995810031891,16.14676680495671,0.0004358607,0.0,1.326086956521739,0.0004358607,0.003630772,1.673913043478261,1.5604148
5553,76.68,0.12558847192211706,1189927,6203.6069049835205,14.630387036316066,0.000119441225,0.0,1.48,0.000119441225,0.0021590749,1.52,1.5607096
5600,81.12765957446808,0.11221429447265385,1199772,6252.774726629257,15.158489114804553,0.0004456777,0.0,1.6170212765957446,0.0004456777,0.0037472835,1.3829787234042554,1.5481752
5645,85.46666666666667,0.11995037657611918,1209899,6305.267580032349,16.41022362102364,0.0001041275,0.0,1.6444444444444444,0.0001041275,0.00030852683,1.3555555555555556,1.5485756
5693,73.8125,0.10496739130434783,1219967,6354.111835241318,14.043488361254717,0.000502889,0.0,1.5,0.000502889,0.010236648,1.5,1.5552571
5746,68.88679245283019,0.11659914154023876,1229826,6405.679278850555,13.18857568758515,0.0019506861,0.0,1.2452830188679245,0.0019506861,0.0067942576,1.7547169811320755,1.5495608
5789,89.37209302325581,0.12682170542635662,1239837,6455.9251272678375,16.93837397383116,0.0007953827,0.0,1.6744186046511629,0.0007953827,0.0013802607,1.3255813953488371,1.5397075
5834,85.46666666666667,0.12291216931216932,1249886,6509.1382875442505,16.3279616066281,0.0007417918,0.0,1.511111111111111,0.0007417918,0.0016031356,1.488888888888889,1.5076901
5880,77.67391304347827,0.10677988278587977,1259946,6563.896116018295,14.757810852261889,0.00029017945,0.0,1.6304347826086956,0.00029017945,0.0010143575,1.3695652173913044,1.511719
5926,77.41304347826087,0.11469078066009013,1269783,6619.026170253754,14.954658885478224,0.00056053937,0.0,1.5869565217391304,0.00056053937,0.0008563206,1.4130434782608696,1.5009323
5968,83.42857142857143,0.11436940836940841,1279819,6666.344042539597,16.049985341470766,0.0006672198,0.0,1.8571428571428572,0.0006672198,0.0053928406,1.1428571428571428,1.5018281
6014,83.93478260869566,0.12038711516832808,1289955,6717.6090259552,15.961571607324782,4.1015624e-05,0.0,1.6304347826086956,4.1015624e-05,0.006760554,1.3695652173913044,1.5029298
6056,84.42857142857143,0.11718706604296125,1299767,6774.192984819412,16.21937701714582,0.00016406046,0.0,1.8571428571428572,0.00016406046,0.004720971,1.1428571428571428,1.5235951
6101,77.13333333333334,0.10593015873015875,1309780,6826.748984336853,14.730353944528227,0.000349175,0.0,1.711111111111111,0.000349175,0.0007885707,1.288888888888889,1.539272
6149,73.5,0.09800000000000003,1319808,6878.709832668304,14.104432280501735,0.0006348094,0.0,1.5,0.0006348094,0.0013991024,1.5,1.5609127
6196,79.72340425531915,0.1698723404255319,1329829,6927.198918104172,15.189942619117165,0.0005876241,0.0,1.6382978723404256,0.0005876241,0.00377992,1.3617021276595744,1.5743513
6242,82.43478260869566,0.12310973084886129,1339849,6978.296643972397,15.718747072319836,0.001202828,0.0,1.7608695652173914,0.001202828,0.0019456121,1.2391304347826086,1.5539955
6287,79.86666666666666,0.10957460317460321,1349872,7031.27480006218,15.086607992161564,0.0002918396,0.0,1.5555555555555556,0.0002918396,0.007946552,1.4444444444444444,1.5593363
6336,73.28571428571429,0.1299901602160393,1359794,7086.657208681107,13.871386756312589,0.0009723913,0.0,1.4285714285714286,0.0009723913,0.001136699,1.5714285714285714,1.5632325
6381,81.53333333333333,0.11655731922398592,1369817,7136.578469991684,15.393253701032707,0.0010942942,0.0,1.6222222222222222,0.0010942942,0.0010092531,1.3777777777777778,1.5516331
6429,75.0625,0.11097830111065403,1379921,7191.359860897064,14.321218773856623,0.00045017953,0.0,1.6041666666666667,0.00045017953,0.0011887948,1.3958333333333333,1.552281
6472,88.67441860465117,0.12337295434969855,1389966,7242.092521905899,17.029333257333096,0.00022652792,0.0,1.6511627906976745,0.00022652792,0.012976561,1.3488372093023255,1.5410244
6521,81.91836734693878,0.13386380287900623,1399849,7293.115580797195,16.164899206039216,0.0010053894,0.0,1.3673469387755102,0.0010053894,0.005126171,1.6326530612244898,1.5405357
6571,78.6,0.12170498453927026,1409772,7344.799458026886,15.251494730494343,0.0011599787,0.0,1.46,0.0011599787,0.0010965562,1.54,1.5420004
6625,70.5,0.10718690665157145,1419935,7401.761446714401,13.621605028927295,0.0011325439,0.0,1.4074074074074074,0.0011325439,0.0015797222,1.5925925925925926,1.5255133
6671,86.73913043478261,0.15172869990953117,1429872,7454.098244905472,16.655738305595236,0.0012534505,0.0,1.5,0.0012534505,0.0023230484,1.5,1.5250578
6726,70.74545454545455,0.1266955638063059,1439969,7503.342463731766,14.205548678550802,0.0017207402,0.0,1.290909090909091,0.0017207402,0.0074558533,1.709090909090909,1.526012
6777,71.76470588235294,0.10894230338301977,1449921,7554.858885765076,13.904170911788391,0.00035026448,0.0,1.3725490196078431,0.00035026448,0.002521449,1.6274509803921569,1.5264804
6825,76.9375,0.12311958593756113,1459981,7609.998062849045,14.788795500355782,0.00215797,0.0,1.5625,0.00215797,0.0020821742,1.4375,1.5268471
6872,77.87234042553192,0.12079064535275856,1469883,7665.117460012436,14.821339359262778,0.0007397624,0.0,1.3829787234042554,0.0007397624,0.0016881553,1.6170212765957446,1.501911
6915,88.32558139534883,0.12158139534883726,1479934,7713.102434635162,16.771436586462944,0.0006596461,0.0,1.7906976744186047,0.0006596461,0.0009419862,1.2093023255813953,1.5129422
6965,72.48,0.11022198228786464,1489971,7767.136462688446,13.878270647176903,0.0010082036,0.0,1.48,0.0010082036,0.0020839542,1.52,1.5485841
7012,80.93617021276596,0.11358470721841125,1499896,7816.48061132431,15.615849337286782,0.0011587555,0.0,1.4893617021276595,0.0011587555,0.0032542914,1.5106382978723405,1.5698647
7058,82.6304347826087,0.12440833796330474,1509787,7869.442192316055,15.94797508921255,0.00068768364,0.0,1.4782608695652173,0.00068768364,0.00022336743,1.5217391304347827,1.5693464
7104,81.52173913043478,0.1114202898550725,1519811,7919.6771013736725,15.346630518015061,0.00029474232,0.0,1.5869565217391304,0.00029474232,0.0033874342,1.4130434782608696,1.5569721
7150,84.97826086956522,0.1482119370422316,1529983,7972.490096092224,16.44349902934439,0.0008495697,0.0,1.4130434782608696,0.0008495697,0.0011982898,1.5869565217391304,1.5561546
7194,77.31818181818181,0.10474825174825178,1539768,8024.804350137711,14.713192206500821,0.00042927754,0.0,1.6818181818181819,0.00042927754,0.0030937688,1.3181818181818181,1.5534265
7238,85.02272727272727,0.11336363636363639,1549774,8074.799073934555,16.043572153970317,5.8794656e-05,0.0,1.8409090909090908,5.8794656e-05,0.0008290538,1.1590909090909092,1.5424782
7279,88.7560975609756,0.11834146341463415,1559779,8127.95818400383,17.171192547821516,0.0015300934,0.0,1.8780487804878048,0.0015300934,0.002029267,1.1219512195121952,1.5584388
7324,81.73333333333333,0.11611851851851852,1569808,8183.017384052277,15.46023571458185,0.00016712061,0.0,1.711111111111111,0.00016712061,0.0053689927,1.288888888888889,1.5556238
7370,81.97826086956522,0.13526570048309178,1579886,8233.036855697632,16.074127730451774,0.00032032368,0.0,1.608695652173913,0.00032032368,0.00416451,1.391304347826087,1.5593259
7415,83.93333333333334,0.14350249784668387,1589945,8285.766400575638,16.261493016935166,0.00064897106,0.0,1.5777777777777777,0.00064897106,0.003319368,1.4222222222222223,1.5574154
7462,79.65957446808511,0.13305465164789324,1599779,8334.681624650955,15.270052685532718,0.0003209508,0.0,1.553191489361702,0.0003209508,0.002022187,1.446808510638298,1.539429
7505,82.04651162790698,0.11165728274173807,1609806,8386.655684232712,15.90900721134746,0.0004620107,0.0,1.7209302325581395,0.0004620107,0.003448184,1.2790697674418605,1.5622979
7549,80.86363636363636,0.12278787878787885,1619814,8436.311854839325,15.471579653725668,6.054484e-05,0.0,1.75,6.054484e-05,0.008113028,1.25,1.5940353
7598,81.61224489795919,0.12133841580846189,1629913,8488.471635103226,15.456559488964702,0.0006945422,0.0,1.5510204081632653,0.0006945422,0.0018050517,1.4489795918367347,1.5938826
7646,77.5625,0.11613732563732565,1639959,8542.420296907425,14.740389125366448,0.00023483022,0.0,1.6041666666666667,0.00023483022,0.004355779,1.3958333333333333,1.5969257
7686,94.2,0.12560000000000002,1649959,8591.627936124802,17.758230071847645,0.0006412059,0.0,1.75,0.0006412059,0.00045130495,1.25,1.5915946
7730,84.47727272727273,0.11736754729028656,1659800,8641.605350494385,16.015125319063127,0.00024412587,0.0,1.5454545454545454,0.00024412587,0.0017481827,1.4545454545454546,1.6175125
7774,84.47727272727273,0.11263636363636365,1669810,8693.108778715134,16.081277453181404,0.00023924051,0.0,1.6590909090909092,0.00023924051,0.008868691,1.3409090909090908,1.6097002
7824,74.46,0.1074121315124455,1679823,8744.357179880142,14.407280714131367,0.00050684816,0.0,1.32,0.00050684816,0.0003864635,1.68,1.6115394
7871,78.12765957446808,0.11584313725490196,1689860,8795.214106559753,14.729870084117607,0.00083768973,0.0,1.6382978723404256,0.00083768973,0.0032208168,1.3617021276595744,1.5860674
7919,79.0625,0.11835151115466035,1699809,8848.56872177124,15.210088467866425,0.00054317527,0.0,1.3958333333333333,0.00054317527,0.0015764297,1.6041666666666667,1.6086017
7965,83.02173913043478,0.113024154589372,1709833,8895.475336551666,15.94750504856027,0.0006625122,0.0,1.6956521739130435,0.0006625122,0.0008208874,1.3043478260869565,1.6088458
8008,86.23255813953489,0.11786992902071673,1719761,8946.711975336075,16.362048144754862,0.00057442527,0.0,1.6744186046511629,0.00057442527,0.004827131,1.3255813953488371,1.6765118
8055,82.27659574468085,0.14185721227231157,1729807,8999.21849322319,15.826234701594291,0.0002900785,0.0,1.3404255319148937,0.0002900785,0.0024174647,1.6595744680851063,1.6759406
8103,82.6875,0.12053851365436734,1739921,9052.918860197067,16.058832157159205,0.000892188,0.0,1.375,0.000892188,0.0016243758,1.625,1.6801677
8152,82.34693877551021,0.14234791059280852,1749978,9102.964805364609,15.586417338396846,0.00039041418,0.0,1.4285714285714286,0.00039041418,0.005841193,1.5714285714285714,1.6968901
8205,72.0,0.11541386338852425,1759955,9155.46569943428,13.758138959204667,0.0018378459,0.0,1.3773584905660377,0.0018378459,0.004412209,1.6226415094339623,1.6906369
8253,79.125,0.15286079280196924,1769763,9204.309213876724,15.419745860903253,0.00075873616,0.0,1.4375,0.00075873616,0.0019632522,1.5625,1.6643987
8302,79.53061224489795,0.13439574090505765,1779814,9254.54015302658,15.236735675430156,0.00028571713,0.0,1.6734693877551021,0.00028571713,0.0032131292,1.3265306122448979,1.6721196
8349,82.85106382978724,0.12401237548886633,1789752,9305.199265241623,16.106949442662195,0.00058932294,0.0,1.425531914893617,0.00058932294,0.0021402414,1.574468085106383,1.6964946
8399,83.28,0.12499037721187273,1799867,9357.972071170807,16.005102920389046,0.0017917288,0.0,1.36,0.0017917288,0.007748757,1.64,1.697227
8448,80.14285714285714,0.12170873070121188,1809922,9409.026812076569,15.507564956700056,0.00028530476,0.0,1.4285714285714286,0.00028530476,0.0055890917,1.5714285714285714,1.6760626
8492,87.4090909090909,0.12213564213564215,1819956,9458.358407020569,16.64519097528456,0.00084019214,0.0,1.6136363636363635,0.00084019214,0.0027142242,1.3863636363636365,1.6679368
8543,72.6470588235294,0.13971947822729658,1829848,9507.289255857468,13.932817950653552,0.00043939185,0.0,1.4313725490196079,0.00043939185,0.0025510655,1.5686274509803921,1.6629539
8594,77.3529411764706,0.12735347553563872,1839985,9555.932988405228,14.796703672404163,0.00042030946,0.0,1.3725490196078431,0.00042030946,0.0010243651,1.6274509803921569,1.6433104
8640,81.19565217391305,0.1394397432156405,1849912,9612.454240322113,15.646152792855435,0.00018467153,0.0,1.6304347826086956,0.00018467153,0.0047462005,1.3695652173913044,1.6397377
8682,87.0,0.1171578947368421,1859934,9662.56480050087,16.519452173148228,2.295812e-05,0.0,1.6904761904761905,2.295812e-05,0.0072627207,1.3095238095238095,1.6228921
8729,85.91489361702128,0.12052108278387616,1869820,9712.413670063019,16.2685330637662,0.00022382915,0.0,1.4680851063829787,0.00022382915,0.0032553433,1.5319148936170213,1.6296484
8771,94.21428571428571,0.13071957671957674,1879832,9761.687663555145,17.56779557555305,0.0004525345,0.0,1.6666666666666667,0.0004525345,0.0013083225,1.3333333333333333,1.6192294
8819,80.0,0.11148458948458949,1889976,9816.556492805481,15.419162798873728,0.0010354614,0.0,1.4791666666666667,0.0010354614,0.008744837,1.5208333333333333,1.6240138
8868,84.6734693877551,0.1262093417542605,1899926,9864.999023914337,16.453606007194,0.0005673075,0.0,1.3673469387755102,0.0005673075,0.0023940378,1.6326530612244898,1.6239091
8916,78.75,0.12567349213459905,1909806,9913.738273859024,15.170761706872446,0.00049982814,0.0,1.5208333333333333,0.00049982814,0.002305323,1.4791666666666667,1.6180013
8959,88.6046511627907,0.12063049095607235,1919821,9964.910883665085,16.801982366226657,0.00081957754,0.0,1.7209302325581395,0.00081957754,0.0015570648,1.2790697674418605,1.6073825
9005,84.45652173913044,0.15154219540947225,1929861,10019.162744283676,16.05738151366835,0.0007746399,0.0,1.5434782608695652,0.0007746399,0.0016983394,1.4565217391304348,1.5914313
9053,82.625,0.12500671550671552,1939933,10064.758863449097,16.10508787961459,0.0010000855,0.0,1.4583333333333333,0.0010000855,0.004183066,1.5416666666666667,1.6031414
