AttC,Fce,TimeElapsed,optimgain,TtR,TimestepsSoFar,entropy,surrgain,entloss,AttNC,MtR,EpisodesSoFar,meankl
7.7555555555555555,0.1717447470743882,3602.7133524417877,0.00022281738,388.22222222222223,359871,2.2084033,0.00022281738,0.0,2.2444444444444445,22.96288815389983,1513,0.0013637047
7.255813953488372,0.1879377515978608,3701.3224997520447,0.00012883179,456.27906976744185,369867,2.1998649,0.00012883179,0.0,2.744186046511628,26.980742262396387,1556,0.0020882804
6.666666666666667,0.17400453514739228,3806.7620947360992,0.00011856537,422.85714285714283,379949,2.2121305,0.00011856537,0.0,3.3333333333333335,24.645079475072976,1598,0.0090701785
5.675,0.1569,3906.390474796295,0.00022132385,392.25,389949,2.2133863,0.00022132385,0.0,4.325,22.540485056826135,1638,0.00741763
6.0,0.13440000000000002,3999.8327326774597,0.00033322113,336.0,399949,2.1881378,0.00033322113,0.0,4.0,18.961368937069942,1678,0.00084391516
5.575,0.13370000000000004,4096.970765352249,5.6010133e-05,334.25,409949,2.1727662,5.6010133e-05,0.0,4.425,19.39217100636049,1718,0.0017730923
6.15,0.13200000000000003,4194.646641731262,6.3118285e-05,330.0,419949,2.162081,6.3118285e-05,0.0,3.85,18.803894576918427,1758,0.0015277262
5.55,0.1341,4290.501138925552,1.295044e-05,335.25,429949,2.1618743,1.295044e-05,0.0,4.45,19.2711665073599,1798,0.0023412653
5.625,0.14070000000000002,4389.263796329498,1.5062104e-05,351.75,439949,2.1661375,1.5062104e-05,0.0,4.375,20.339808380695093,1838,0.0020982015
5.853658536585366,0.13084467265725286,4483.860632419586,3.0650328e-05,324.1463414634146,449968,2.1279302,3.0650328e-05,0.0,4.146341463414634,18.299090582265,1879,0.0043677166
5.625,0.13450000000000004,4578.083290576935,0.00014232277,336.25,459968,2.1238995,0.00014232277,0.0,4.375,19.31136588720897,1919,0.0064829784
6.15,0.1402,4676.182431936264,0.000110591776,350.5,469968,2.1240141,0.000110591776,0.0,3.85,19.99005785063572,1959,0.008694704
7.219512195121951,0.16115944313935707,4773.707012176514,3.8420716e-05,391.9512195121951,479826,2.1216738,3.8420716e-05,0.0,2.7804878048780486,22.5397352210333,2000,0.0016746295
7.5,0.17909215531203515,4868.104783296585,6.8269655e-05,422.39130434782606,489855,2.1018996,6.8269655e-05,0.0,2.5,24.685774837671577,2046,0.0019041373
6.825,0.16540000000000005,4968.5358464717865,3.351082e-05,413.5,499855,2.0985951,3.351082e-05,0.0,3.175,24.1188577913698,2086,0.0016740437
6.414634146341464,0.15678048780487808,5061.43506526947,0.0013250775,391.9512195121951,509860,2.1081452,0.0013250775,0.0,3.5853658536585367,22.411663305833905,2127,0.008483684
5.85,0.1337,5158.206920862198,4.2269898e-05,334.25,519860,2.0981524,4.2269898e-05,0.0,4.15,18.819641455801424,2167,0.010455642
5.825,0.13390000000000002,5252.738396406174,0.00011579895,334.75,529860,2.0912225,0.00011579895,0.0,4.175,19.32267434406144,2207,0.0027207334
5.575,0.13280000000000003,5346.675649404526,7.2122195e-05,332.0,539860,2.0402906,7.2122195e-05,0.0,4.425,19.11132887126878,2247,0.0032886383
5.075,0.13510000000000005,5441.100961685181,3.6562957e-05,337.75,549860,2.0203762,3.6562957e-05,0.0,4.925,19.445253853656247,2287,0.0016943311
5.625,0.1311,5537.040606498718,5.927513e-05,327.75,559860,2.0717683,5.927513e-05,0.0,4.375,18.671632325717916,2327,0.0030659253
5.35,0.1307,5625.844750165939,1.8092042e-05,326.75,569860,2.0524998,1.8092042e-05,0.0,4.65,18.7047763405429,2367,0.0053474735
5.825,0.1278,5723.164033651352,0.00016010956,319.5,579860,2.046377,0.00016010956,0.0,4.175,18.22323543419213,2407,0.0040843654
5.35,0.12930000000000003,5816.737467288971,0.00016583671,323.25,589860,2.0847478,0.00016583671,0.0,4.65,18.508771355449714,2447,0.0065559186
5.475,0.12369999999999999,5907.991760492325,0.00018901033,309.25,599860,2.0882478,0.00018901033,0.0,4.525,17.842987872540743,2487,0.010829003
5.725,0.12190000000000004,6008.460031270981,5.798149e-05,304.75,609860,2.0966706,5.798149e-05,0.0,4.275,17.192263566207803,2527,0.0029372864
5.275,0.12980000000000005,6101.812186717987,0.0002449672,324.5,619860,2.1577446,0.0002449672,0.0,4.725,18.747928587961592,2567,0.007128758
5.55,0.12900000000000003,6200.357747554779,9.854279e-06,322.5,629860,2.1940913,9.854279e-06,0.0,4.45,18.492361567601225,2607,0.011336102
5.35,0.13949999999999999,6302.204902410507,0.00012317253,348.75,639860,2.2527187,0.00012317253,0.0,4.65,19.535580358291078,2647,0.004572309
6.05,0.1439,6403.314590454102,0.0006320879,359.75,649860,2.261082,0.0006320879,0.0,3.95,20.33698702997779,2687,0.0069887475
6.780487804878049,0.16832224685883226,6501.966483831406,6.8412664e-05,414.390243902439,659893,2.2524765,6.8412664e-05,0.0,3.2195121951219514,24.19635605270886,2728,0.0019506096
6.7317073170731705,0.19123762501939653,6612.512032747269,0.00012038254,470.0,669789,2.2467058,0.00012038254,0.0,3.268292682926829,27.302126889068138,2769,0.00061151845
7.0,0.178,6708.393175840378,6.7358396e-06,445.0,679789,2.2217088,6.7358396e-06,0.0,3.0,26.04162772950206,2809,0.006224501
5.825,0.14810000000000004,6819.268185377121,0.0005397644,370.25,689789,2.2237573,0.0005397644,0.0,4.175,21.388264275211856,2849,0.0025980198
6.175,0.13090000000000002,6920.197057723999,6.8510286e-05,327.25,699789,2.2149727,6.8510286e-05,0.0,3.825,18.504610929321313,2889,0.012379949
5.95,0.13579999999999998,7022.545517683029,1.33406065e-05,339.5,709789,2.1947365,1.33406065e-05,0.0,4.05,19.07877043851542,2929,0.0030002296
5.175,0.12660000000000002,7118.997869968414,2.9275056e-05,316.5,719789,2.14713,2.9275056e-05,0.0,4.825,18.10242313911428,2969,0.003077196
5.65,0.13200000000000003,7222.517505168915,8.3648374e-05,330.0,729789,2.139433,8.3648374e-05,0.0,4.35,18.834671719537646,3009,0.0025902577
5.95,0.13579999999999998,7321.757064342499,4.1586227e-05,339.5,739789,2.14621,4.1586227e-05,0.0,4.05,19.14751620165493,3049,0.00829756
5.925,0.14059999999999997,7434.26518702507,2.6494294e-05,351.5,749789,2.2095003,2.6494294e-05,0.0,4.075,20.16394161239241,3089,0.008002527
5.725,0.13470000000000004,7532.465338468552,0.00012161598,336.75,759789,2.282349,0.00012161598,0.0,4.275,19.558866951635476,3129,0.0074467366
6.275,0.1315,7641.426198959351,0.0001989112,328.75,769789,2.3453352,0.0001989112,0.0,3.725,18.636106818999206,3169,0.0056152223
6.35,0.14440000000000003,7739.88880109787,0.000121706464,361.0,779789,2.3515646,0.000121706464,0.0,3.65,20.699395444217895,3209,0.009615292
7.782608695652174,0.17037241843565223,7842.677304506302,2.5869445e-05,396.7391304347826,789838,2.3483887,2.5869445e-05,0.0,2.217391304347826,23.160192886580084,3255,0.0024455807
6.1,0.17410000000000003,7937.753224611282,0.00017206726,435.25,799838,2.3648698,0.00017206726,0.0,3.9,25.230725956232593,3295,0.006789036
6.275,0.14650000000000002,8037.703334569931,9.143844e-05,366.25,809838,2.361336,9.143844e-05,0.0,3.725,20.95047609672118,3335,0.0024292478
5.7560975609756095,0.13830445752733386,8136.859656572342,4.2001953e-05,343.9024390243902,819867,2.3014855,4.2001953e-05,0.0,4.2439024390243905,19.73444491467081,3376,0.0039400663
6.15,0.13390000000000002,8239.774469614029,3.76091e-05,334.75,829867,2.2946782,3.76091e-05,0.0,3.85,19.203146672219475,3416,0.0022899245
5.775,0.1428,8330.50679564476,7.1704485e-06,357.0,839867,2.292107,7.1704485e-06,0.0,4.225,20.412516966587248,3456,0.0020064474
5.75,0.14200000000000002,8430.70087647438,1.6131364e-05,355.0,849867,2.319946,1.6131364e-05,0.0,4.25,20.760653973456463,3496,0.0018317605
5.975609756097561,0.13707317073170733,8522.17958164215,7.211288e-05,342.6829268292683,859874,2.3493328,7.211288e-05,0.0,4.024390243902439,19.65108060036709,3537,0.0061851577
5.275,0.14450000000000005,8622.980823993683,0.00016445984,361.25,869874,2.369351,0.00016445984,0.0,4.725,20.387334217272876,3577,0.014796904
5.682926829268292,0.14326385809312636,8718.266102790833,0.00032075928,347.5609756097561,879885,2.4018223,0.00032075928,0.0,4.317073170731708,20.499628326794248,3618,0.005036079
6.738095238095238,0.14904761904761904,8812.554256677628,8.04454e-05,372.6190476190476,889903,2.4012535,8.04454e-05,0.0,3.261904761904762,21.557586025334004,3660,0.0021695127
7.833333333333333,0.16329191381093863,8907.887036085129,3.2069704e-05,353.9583333333333,899885,2.394016,3.2069704e-05,0.0,2.1666666666666665,20.921870781901493,3708,0.00053885014
7.487804878048781,0.15844779391614144,9010.302578687668,0.00011695801,391.7073170731707,909974,2.4073157,0.00011695801,0.0,2.5121951219512195,22.589601438094007,3749,0.0029401819
5.85,0.1465,9104.861293554306,6.509735e-05,366.25,919974,2.4161315,6.509735e-05,0.0,4.15,20.951945835852893,3789,0.012651669
5.825,0.13700000000000004,9206.008685827255,4.9168398e-06,342.5,929974,2.4076245,4.9168398e-06,0.0,4.175,19.783410022891744,3829,0.00046667003
5.925,0.13701515151515153,9302.29356598854,3.635254e-06,339.25,939757,2.4073424,3.635254e-06,0.0,4.075,19.626975464450986,3869,0.0004994157
5.95,0.14719999999999997,9400.86352944374,2.2480774e-06,368.0,949757,2.3942888,2.2480774e-06,0.0,4.05,21.077461449037994,3909,0.0062705013
5.975,0.14430000000000004,9493.8058989048,9.933014e-05,360.75,959757,2.3958426,9.933014e-05,0.0,4.025,20.766650523051805,3949,0.004080106
5.8,0.14499999999999996,9590.576697349548,2.5709076e-05,362.5,969757,2.358529,2.5709076e-05,0.0,4.2,20.701351852417083,3989,0.0017038658
5.375,0.1451,9675.203546524048,0.00016026726,362.75,979757,2.3918462,0.00016026726,0.0,4.625,20.548613950842295,4029,0.0052171694
6.175,0.14150000000000001,9772.897035598755,9.4188006e-05,353.75,989757,2.422355,9.4188006e-05,0.0,3.825,20.282877336114062,4069,0.004975566
6.7073170731707314,0.1598048780487805,9865.958178758621,2.5357513e-05,395.1219512195122,999782,2.4131813,2.5357513e-05,0.0,3.292682926829268,22.52373519542461,4110,0.0016068018
7.519230769230769,0.1705621628268593,9962.011914253235,1.4137726e-05,367.3076923076923,1009999,2.4060328,1.4137726e-05,0.0,2.480769230769231,21.400211540442623,4162,0.0023637842
6.375,0.16659999999999997,10059.781950235367,3.8172606e-05,416.5,1019999,2.386605,3.8172606e-05,0.0,3.625,24.100046953102797,4202,0.006285177
7.78,0.19549331510694853,10157.307985067368,0.0006218747,408.2,1029783,2.3837974,0.0006218747,0.0,2.22,24.185331630958018,4252,0.0031594739
6.341463414634147,0.16985365853658532,10257.049566984177,2.9355773e-05,424.6341463414634,1039790,2.40073,2.9355773e-05,0.0,3.658536585365854,24.34166396324976,4293,0.00097111455
6.837209302325581,0.1595093831372901,10356.21683549881,0.0014439148,373.25581395348837,1049843,2.4100013,0.0014439148,0.0,3.1627906976744184,21.28304851701795,4336,0.009426676
6.2,0.14070000000000005,10451.881543397903,8.542542e-05,351.75,1059843,2.4017007,8.542542e-05,0.0,3.8,20.27112916790982,4376,0.0018115796
5.75,0.1489,10547.457845211029,8.122559e-06,372.25,1069843,2.387818,8.122559e-06,0.0,4.25,21.361549285148513,4416,0.002418146
5.975,0.13740000000000002,10645.45026397705,4.501251e-05,343.5,1079843,2.380617,4.501251e-05,0.0,4.025,19.364281483420108,4456,0.002244995
6.0,0.1342,10739.606813192368,1.867569e-05,335.5,1089843,2.3754904,1.867569e-05,0.0,4.0,19.041740602140088,4496,0.000608575
5.926829268292683,0.14271002710027103,10838.959522247314,9.32312e-06,350.2439024390244,1099852,2.35428,9.32312e-06,0.0,4.073170731707317,19.993233180987925,4537,0.001122558
5.675,0.14470000000000002,10929.256622314453,4.080803e-05,361.75,1109852,2.3517997,4.080803e-05,0.0,4.325,20.824385268951147,4577,0.0025409127
6.2,0.14650000000000002,11024.579924583435,0.00016879654,366.25,1119852,2.3988926,0.00016879654,0.0,3.8,20.84315808253914,4617,0.005051899
5.75,0.1416,11118.658253908157,5.353981e-05,354.0,1129852,2.4669256,5.353981e-05,0.0,4.25,20.598482768978997,4657,0.004785384
6.341463414634147,0.15632815964523283,11216.37262916565,0.00022405639,383.9024390243902,1139907,2.4742112,0.00022405639,0.0,3.658536585365854,21.865394837271158,4698,0.0061182035
7.512195121951219,0.16879095411643777,11307.303915977478,1.2275543e-05,404.1463414634146,1149811,2.4699404,1.2275543e-05,0.0,2.4878048780487805,23.35725210767586,4739,0.00092927064
7.702127659574468,0.18130464245049369,11402.595122814178,0.00017135956,413.40425531914894,1159772,2.4673996,0.00017135956,0.0,2.297872340425532,24.232648246196963,4786,0.0022900482
6.634146341463414,0.17344262295081972,11489.932475090027,1.1058655e-05,427.5609756097561,1169833,2.4621584,1.1058655e-05,0.0,3.3658536585365852,24.624272523442457,4827,0.00024859718
7.761904761904762,0.16126984126984123,11582.12224984169,0.000107842716,395.7142857142857,1179857,2.4838943,0.000107842716,0.0,2.238095238095238,22.481164876002488,4869,0.005744858
6.225,0.156,11674.80130982399,9.46167e-05,390.0,1189857,2.4815738,9.46167e-05,0.0,3.775,21.92999603266158,4909,0.0023926157
6.05,0.14630000000000004,11759.329082727432,3.072113e-05,365.75,1199857,2.460937,3.072113e-05,0.0,3.95,20.698328782095466,4949,0.0008691789
6.2682926829268295,0.1374355400696864,11850.670380115509,1.7260589e-05,335.1219512195122,1209864,2.4526389,1.7260589e-05,0.0,3.731707317073171,18.902485880989396,4990,0.0023607267
6.075,0.145,11935.8385617733,2.9952469e-05,362.5,1219864,2.499016,2.9952469e-05,0.0,3.925,20.857969930518216,5030,0.0043974584
6.214285714285714,0.14643202208419598,12029.675796985626,6.632965e-05,360.0,1229902,2.495598,6.632965e-05,0.0,3.7857142857142856,20.459324162201597,5072,0.0023878254
6.125,0.1464,12122.93300819397,7.808914e-06,366.0,1239902,2.5416334,7.808914e-06,0.0,3.875,20.777320449149137,5112,0.004559058
5.9,0.15199999999999997,12212.143944978714,2.7090988e-05,380.0,1249902,2.5466306,2.7090988e-05,0.0,4.1,21.389897967906887,5152,0.0075857807
6.6,0.14760000000000004,12297.35056757927,3.3388213e-05,369.0,1259902,2.563845,3.3388213e-05,0.0,3.4,20.96722337189435,5192,0.009499205
6.075,0.1406,12392.24905538559,6.359558e-06,351.5,1269902,2.5654604,6.359558e-06,0.0,3.925,20.15843251383234,5232,0.00049314124
6.219512195121951,0.15414634146341463,12479.714764118195,6.968849e-05,385.3658536585366,1279911,2.6149979,6.968849e-05,0.0,3.7804878048780486,22.29897282551901,5273,0.0025434706
6.3,0.15760000000000002,12567.893592357635,1.688141e-05,394.0,1289911,2.6375813,1.688141e-05,0.0,3.7,22.37817497352055,5313,0.0057987124
6.809523809523809,0.16190476190476188,12649.980207681656,4.8477174e-05,393.0952380952381,1299923,2.6336753,4.8477174e-05,0.0,3.1904761904761907,22.724671797146975,5355,0.003712174
7.717391304347826,0.18179332926923386,12736.175763130188,4.8921203e-05,409.3478260869565,1309996,2.6271987,4.8921203e-05,0.0,2.282608695652174,24.22716831461694,5401,0.0015116401
6.2,0.18309999999999998,12813.934763431549,8.9642335e-06,457.75,1319996,2.6155775,8.9642335e-06,0.0,3.8,26.65108176657448,5441,0.0009126317
7.904761904761905,0.15788245362110728,12894.791217327118,3.4449768e-05,381.42857142857144,1329788,2.6679456,3.4449768e-05,0.0,2.0952380952380953,22.338526991400894,5483,0.002699029
7.511111111111111,0.17243428601672425,12976.807839155197,1.3965911e-05,407.1111111111111,1339950,2.6630578,1.3965911e-05,0.0,2.488888888888889,23.544570690547946,5528,0.0015182926
7.309523809523809,0.15864431464431464,13055.97413277626,0.00034202027,384.5238095238095,1349759,2.6692796,0.00034202027,0.0,2.6904761904761907,22.263063366183683,5570,0.008228374
5.875,0.1556,13139.781245708466,5.9887693e-06,389.0,1359759,2.668365,5.9887693e-06,0.0,4.125,22.20976046958449,5610,0.0015395471
7.15,0.15130000000000002,13216.835091352463,2.0871277e-05,378.25,1369759,2.6628416,2.0871277e-05,0.0,2.85,21.531153687418794,5650,0.005715392
6.0,0.1477,13300.676782369614,5.7013704e-06,369.25,1379759,2.655887,5.7013704e-06,0.0,4.0,21.506628374218717,5690,0.00041653297
6.4,0.1495,13378.654245615005,4.2626953e-06,373.75,1389759,2.6595538,4.2626953e-06,0.0,3.6,21.32656322077464,5730,0.0022578216
6.2,0.14720000000000003,13459.204884767532,9.069977e-06,368.0,1399759,2.6667418,9.069977e-06,0.0,3.8,21.091086654336834,5770,0.001035785
6.325,0.1482,13538.629118204117,7.6461794e-07,370.5,1409759,2.6718824,7.6461794e-07,0.0,3.675,21.124065209146032,5810,0.00046303193
5.790697674418604,0.1598139534883721,13616.29124879837,4.2454223e-05,383.95348837209303,1419796,2.7106912,4.2454223e-05,0.0,4.209302325581396,22.167633991586147,5853,0.0016806934
6.275,0.15849999999999997,13693.773159980774,1.2034149e-05,396.25,1429796,2.736445,1.2034149e-05,0.0,3.725,23.236367775785403,5893,0.00084137835
6.414634146341464,0.15514446529080678,13769.910861730576,9.715057e-05,383.4146341463415,1439809,2.7521682,9.715057e-05,0.0,3.5853658536585367,22.179988075782127,5934,0.0019694944
6.404761904761905,0.1718228406116545,13849.17607998848,5.7880403e-05,418.57142857142856,1449955,2.7518032,5.7880403e-05,0.0,3.5952380952380953,24.236969042361824,5976,0.0029926277
7.0,0.17829990716968405,13924.387678146362,9.209274e-05,414.22222222222223,1459813,2.7462032,9.209274e-05,0.0,3.0,23.992441649674497,6021,0.00015754535
6.046511627906977,0.21450704559042616,14005.789125442505,8.334061e-05,514.8837209302326,1469902,2.7359724,8.334061e-05,0.0,3.953488372093023,30.068603065996374,6064,0.00055187347
6.666666666666667,0.18110533910533907,14081.438678979874,1.780243e-05,429.04761904761904,1479950,2.7361062,1.780243e-05,0.0,3.3333333333333335,25.17804958350591,6106,0.00031525083
7.2272727272727275,0.1802900128062502,14158.211005687714,1.6376343e-05,416.3636363636364,1489875,2.6879957,1.6376343e-05,0.0,2.772727272727273,24.156782859449695,6150,0.0037666564
6.7272727272727275,0.17169490453524067,14233.916812419891,0.00032383943,391.1363636363636,1499794,2.6947339,0.00032383943,0.0,3.272727272727273,22.51253789930756,6194,0.0068363426
6.125,0.1571,14310.24674654007,0.00017185288,392.75,1509794,2.6800444,0.00017185288,0.0,3.875,22.53074612510321,6234,0.00038673836
6.0,0.1537560975609756,14385.737625360489,2.5790558e-05,384.390243902439,1519801,2.6419706,2.5790558e-05,0.0,4.0,22.047253094503095,6275,0.0019145184
6.225,0.1492,14463.026194095612,3.4775392e-05,373.0,1529801,2.6370614,3.4775392e-05,0.0,3.775,21.395074911914165,6315,0.00265706
6.073170731707317,0.14124168514412416,14539.305993795395,1.5988158e-05,347.8048780487805,1539812,2.6326895,1.5988158e-05,0.0,3.926829268292683,19.766728257960327,6356,0.00047805402
6.025,0.1569,14616.73283815384,1.5568237e-05,392.25,1549812,2.6218493,1.5568237e-05,0.0,3.975,22.127592009100802,6396,0.0040334407
6.744186046511628,0.1421423325756251,14692.32453417778,7.4964904e-05,330.2325581395349,1559843,2.620995,7.4964904e-05,0.0,3.255813953488372,18.920878698326053,6439,0.0042149797
6.2,0.14550000000000002,14771.309766054153,1.6872558e-05,363.75,1569843,2.627045,1.6872558e-05,0.0,3.8,21.1171711685973,6479,0.0015663565
6.2,0.14909999999999998,14848.939184427261,5.4745484e-05,372.75,1579843,2.6266844,5.4745484e-05,0.0,3.8,21.043339984625888,6519,0.0030044226
6.175,0.1517,14928.916908502579,2.5945968e-05,379.25,1589843,2.6637056,2.5945968e-05,0.0,3.825,21.400422030152534,6559,0.0033323902
6.2926829268292686,0.15086944045911047,15008.836246728897,6.7659836e-05,370.4878048780488,1599860,2.6773782,6.7659836e-05,0.0,3.707317073170732,21.297129301504814,6600,0.00942083
6.2,0.1432,15084.684658050537,2.4517974e-05,358.0,1609860,2.7172856,2.4517974e-05,0.0,3.8,20.50095376717992,6640,0.0024523002
6.439024390243903,0.14663414634146338,15164.009311437607,4.3998716e-06,366.5853658536585,1619871,2.6197515,4.3998716e-06,0.0,3.5609756097560976,21.107675441915084,6681,0.01016191
5.976190476190476,0.13872150072150072,15239.994042158127,1.5496673e-05,345.23809523809524,1629915,2.709095,1.5496673e-05,0.0,4.023809523809524,19.80661592211098,6723,0.0077668023
6.175,0.1479,15319.998819589615,1.2466126e-05,369.75,1639915,2.729092,1.2466126e-05,0.0,3.825,21.294660244699966,6763,0.012821252
6.609756097560975,0.1491428571428572,15397.882694721222,4.756897e-05,364.390243902439,1649922,2.7351134,4.756897e-05,0.0,3.3902439024390243,21.154751284713235,6804,0.0031901232
6.904761904761905,0.17003007518796992,15481.111310005188,9.7585296e-05,420.23809523809524,1659984,2.6646426,9.7585296e-05,0.0,3.0952380952380953,24.354596300556267,6846,0.0053573633
6.634146341463414,0.17955312979703222,15558.608003616333,1.914688e-05,430.7317073170732,1669780,2.628931,1.914688e-05,0.0,3.3658536585365852,24.881153317852426,6887,0.0014489825
6.977777777777778,0.16521072796934863,15639.45900273323,1.9229126e-05,409.3333333333333,1679885,2.6211,1.9229126e-05,0.0,3.022222222222222,23.66727611766294,6932,0.0004285961
7.093023255813954,0.16871076210611094,15717.279955863953,0.00029433286,391.16279069767444,1689980,2.6479475,0.00029433286,0.0,2.9069767441860463,22.635581888800314,6975,0.0038355219
6.682926829268292,0.14333247753530168,15799.09167599678,0.00022381333,355.3658536585366,1699999,2.6464782,0.00022381333,0.0,3.317073170731707,20.371946434990978,7016,0.002950181
6.15,0.1421705882352941,15878.828070878983,2.8775483e-05,352.5,1709800,2.5955815,2.8775483e-05,0.0,3.85,20.015552902253372,7056,0.002911878
6.15,0.1491,15968.762016534805,4.214859e-06,372.75,1719800,2.5924149,4.214859e-06,0.0,3.85,21.136552534445478,7096,0.0001377348
5.175,0.14100000000000001,16051.06082034111,8.915527e-05,352.5,1729800,2.6368418,8.915527e-05,0.0,4.825,20.049622005843084,7136,0.004965888
5.875,0.14610000000000004,16134.287508249283,3.0209121e-05,365.25,1739800,2.6446774,3.0209121e-05,0.0,4.125,20.878633603264383,7176,0.003772069
