entropy,MtR,Tmt,TimestepsSoFar,Tbt,Ptt,EpisodesSoFar,AttNC,Tmc,MpbtA,TimeElapsed,TtR,optimgain,surrgain,AttC,MpbtN,meankl,entloss
0.37697515,-11.5643542536081,60.04761904761905,429889,245955.04761904763,58.52223849238072,4312,2.0634920634920637,44.98412698412698,70.93301731412546,16823.823350906372,-175.55555555555554,0.0021417884,0.0021417884,7.936507936507937,29.066982685874542,0.0064341975,0.0
0.35713202,-10.225150959920283,58.58064516129032,439898,239946.32258064515,57.15649781643715,4374,4.741935483870968,46.41935483870968,75.82147654627678,17134.578077554703,-141.93548387096774,0.0020390805,0.0020390805,5.258064516129032,24.178523453723216,0.0051269545,0.0
0.35213313,-10.201882790819809,57.76190476190476,449975,236592.7619047619,56.367573037541426,4437,4.920634920634921,47.26984126984127,75.63843936599152,17449.483017921448,-140.47619047619048,0.0016621564,0.0016621564,5.079365079365079,24.3615606340085,0.004253205,0.0
0.354905,-10.641292242011698,58.725806451612904,460000,240540.90322580645,57.27775168533119,4499,3.4516129032258065,46.306451612903224,74.21011478290741,17756.199338674545,-151.7741935483871,0.0019693577,0.0019693577,6.548387096774194,25.78988521709256,0.00463118,0.0
0.37700483,-10.401523046076813,56.44444444444444,469970,231196.44444444444,55.06173573649768,4562,2.5555555555555554,48.714285714285715,74.55966221339786,18065.84113931656,-143.4920634920635,0.0017440264,0.0017440264,7.444444444444445,25.44033778660215,0.0042119324,0.0
0.38453126,-10.86367121006348,59.42857142857143,479930,243419.42857142858,57.942316676785246,4625,1.4603174603174602,45.6031746031746,73.06193198122091,18401.31501889229,-161.74603174603175,0.0015635364,0.0015635364,8.53968253968254,26.93806801877911,0.0041944636,0.0
0.38332078,-11.023883442523525,58.84126984126984,489980,241013.84126984127,57.37079701465974,4688,1.507936507936508,46.22222222222222,72.50062175444785,18738.249551534653,-162.53968253968253,0.0015176056,0.0015176056,8.492063492063492,27.499378245552165,0.003345516,0.0
0.37036952,-10.307324335104948,58.8125,499921,240896.0,57.35835798243715,4752,1.703125,46.21875,74.40480511702371,19082.680115699768,-150.625,0.001673808,0.001673808,8.296875,25.595194882976276,0.0043194434,0.0
0.3662172,-11.042205860751261,57.98461538461538,509928,237504.9846153846,56.56421714817777,4817,1.8461538461538463,47.07692307692308,73.17007971896439,19419.90603661537,-155.23076923076923,0.0021802147,0.0021802147,8.153846153846153,26.829920281035616,0.0047316356,0.0
0.3379796,-10.518978171079036,58.34848484848485,519956,238995.39393939395,56.92204466519685,4883,1.6818181818181819,46.68181818181818,73.81052354306246,19771.16429591179,-152.72727272727272,0.0019083609,0.0019083609,8.318181818181818,26.189476456937534,0.0049184104,0.0
0.33724397,-10.81405421939289,58.09375,529924,237952.0,56.658011237670564,4947,3.21875,46.984375,74.24412117034899,20125.163434028625,-149.375,0.0014743656,0.0014743656,6.78125,25.755878829651024,0.0030805585,0.0
0.34739342,-10.237686805062177,57.484375,539842,235456.0,56.08309395557426,5011,3.71875,47.59375,75.62582630210248,20484.461901903152,-140.625,0.0019896145,0.0019896145,6.28125,24.37417369789754,0.0047981124,0.0
0.36795914,-11.437052273213348,58.56716417910448,549885,239891.10447761195,57.11160043405222,5078,2.1343283582089554,46.492537313432834,72.10839648277219,20841.863837003708,-164.47761194029852,0.001725083,0.001725083,7.865671641791045,27.891603517227814,0.0030277178,0.0
0.34950426,-11.751451971618255,59.0,559883,241664.0,57.51469179208692,5146,2.838235294117647,46.0735294117647,71.20787785560505,21194.799294948578,-171.91176470588235,0.0019457663,0.0019457663,7.161764705882353,28.792122144394916,0.0048937914,0.0
0.33054036,-10.265715118935631,57.378787878787875,569980,235023.51515151514,55.92443638144721,5212,4.121212121212121,47.81818181818182,74.87368011073224,21555.395468473434,-143.78787878787878,0.0013924298,0.0013924298,5.878787878787879,25.126319889267766,0.0033867792,0.0
0.31126943,-10.093157909812684,57.44615384615385,579912,235299.44615384616,56.009409560531566,5277,4.369230769230769,47.707692307692305,75.58972740500748,21907.887356042862,-141.07692307692307,0.001561849,0.001561849,5.630769230769231,24.410272594992524,0.0049508456,0.0
