meankl,optimgain,surrgain,AttC,entropy,EpisodesSoFar,AttNC,MtR,TtR,Tmc,entloss,TimeElapsed,Ptt,TimestepsSoFar,Tbt,MpbtN,MpbtA,Tmt
0.0047921347,0.004445659,0.004445659,0.18421052631578946,0.26055244,4806,0.8157894736842105,-40.52194726224183,-71.8157894736842,21.394736842105264,0.0,13567.329895734787,80.27997978778946,429954,338135.5789473684,86.95888561958672,13.041114380413282,82.55263157894737
0.0039669196,0.0052330224,0.0052330224,0.3076923076923077,0.20585331,4845,0.6923076923076923,-40.05839907715908,-72.07692307692308,21.102564102564102,0.0,13710.070170879364,80.54389925212986,439935,339127.7948717949,87.00218679424736,12.997813205752642,82.7948717948718
0.00489328,0.00588898,0.00588898,0.2222222222222222,0.26795965,4881,0.7777777777777778,-38.45262757550419,-70.63888888888889,22.38888888888889,0.0,13836.291485786438,79.36240077062548,449963,334279.1111111111,86.54597008444934,13.454029915550656,81.61111111111111
0.0037435738,0.0058853454,0.0058853454,0.3157894736842105,0.23568814,4919,0.6842105263157895,-39.53654774092363,-70.76315789473684,21.63157894736842,0.0,13968.175583839417,80.06842928390046,459845,337381.05263157893,85.90869279976846,14.091307200231544,82.36842105263158
0.005433146,0.0056774216,0.0056774216,0.55,0.19786547,4959,0.45,-38.886376696747725,-70.125,21.75,0.0,14109.489993333817,79.9506716355536,469970,336691.2,85.28793133846224,14.712068661537753,82.2
0.0025039425,0.0036496825,0.0036496825,0.5263157894736842,0.21209936,4997,0.47368421052631576,-39.84981220866964,-71.42105263157895,21.68421052631579,0.0,14234.584647893906,80.01693631228291,479850,337057.6842105263,86.79096996456894,13.209030035431056,82.28947368421052
0.006959088,0.0072377394,0.0072377394,0.3684210526315789,0.28705576,5035,0.631578947368421,-39.783431996780806,-71.97368421052632,20.657894736842106,0.0,14376.604960680008,80.96915252580057,489991,341261.4736842105,86.35033731922776,13.649662680772241,83.3157894736842
0.0028145046,0.0026982361,0.0026982361,0.525,0.23008907,5075,0.475,-39.58719415429176,-70.25,20.85,0.0,14506.760621547699,80.77670834602914,499915,340070.4,84.56770366393772,15.43229633606228,83.025
0.005087316,0.005098816,0.005098816,0.525,0.23327678,5115,0.475,-40.13239625315252,-70.2,21.1,0.0,14640.245927333832,80.55627899227228,509862,339353.6,84.69188565396065,15.308114346039366,82.85
0.0027938858,0.0036402436,0.0036402436,0.48717948717948717,0.26833588,5154,0.5128205128205128,-40.01742965686646,-70.48717948717949,20.974358974358974,0.0,14785.62095451355,80.66854183187048,519795,339757.9487179487,84.96804869227347,15.03195130772653,82.94871794871794
0.0055575883,0.0061728293,0.0061728293,0.813953488372093,0.20424646,5197,0.18604651162790697,-40.09061445446723,-71.27906976744185,21.186046511627907,0.0,14925.116831541061,80.47953502770346,529928,339110.6976744186,86.10356432662574,13.89643567337426,82.79069767441861
0.0036361106,0.0051928526,0.0051928526,0.5,0.23214863,5235,0.5,-39.44922334619852,-70.34210526315789,21.289473684210527,0.0,15061.941402435303,80.38229040507707,539780,338674.5263157895,85.04774461988848,14.952255380111529,82.6842105263158
0.0040120124,0.0041049547,0.0041049547,0.2564102564102564,0.22783667,5274,0.7435897435897436,-40.12280854696757,-71.0,21.05128205128205,0.0,15191.303355932236,80.60548956428073,549982,339652.92307692306,85.61661795245755,14.383382047542435,82.92307692307692
0.004968138,0.0058980254,0.0058980254,0.2222222222222222,0.2571333,5310,0.7777777777777778,-39.889562895752434,-71.63888888888889,20.77777777777778,0.0,15319.935183763504,80.8528293945439,559811,340650.6666666667,86.10457899443723,13.895421005562755,83.16666666666667
0.0033538558,0.0035945496,0.0035945496,0.34210526315789475,0.24552964,5348,0.6578947368421053,-38.957231264235155,-69.52631578947368,21.289473684210527,0.0,15460.729657411575,80.3707849894589,569809,338351.15789473685,84.1613581263398,15.8386418736602,82.60526315789474
0.003496801,0.0032213836,0.0032213836,0.3333333333333333,0.2423301,5384,0.6666666666666666,-37.35830262165919,-68.66666666666667,22.055555555555557,0.0,15584.759433031082,79.66391837258841,579751,335416.8888888889,83.80062262551995,16.19937737448005,81.88888888888889
0.0063781096,0.0056777033,0.0056777033,0.20512820512820512,0.26648346,5423,0.7948717948717948,-39.552390943026566,-70.84615384615384,21.23076923076923,0.0,15717.364433288574,80.43854661700135,589983,338917.74358974356,85.61540996416235,14.384590035837624,82.74358974358974
0.006047579,0.005501995,0.005501995,0.45,0.27224264,5463,0.55,-40.586851820937,-70.7,21.075,0.0,15855.641210079193,80.57869826345532,599878,339456.0,85.33235028499493,14.667649715005064,82.875
0.0053132256,0.0049674627,0.0049674627,0.7,0.27738783,5503,0.3,-38.65513117168769,-68.75,22.025,0.0,15988.81707072258,79.69788975505,609840,335667.2,83.89067125562738,16.109328744372625,81.95
0.004468759,0.0046889526,0.0046889526,0.5714285714285714,0.2495572,5545,0.42857142857142855,-39.59090813279776,-68.5952380952381,21.904761904761905,0.0,16134.66120004654,79.80794471694237,619962,336067.04761904763,83.60769634866367,16.392303651336338,82.04761904761905
0.006138992,0.006200545,0.006200545,0.6341463414634146,0.2123096,5586,0.36585365853658536,-39.32646642188859,-69.04878048780488,21.658536585365855,0.0,16270.683381080627,80.03654643544544,629966,337070.8292682927,83.8819810945734,16.118018905426595,82.29268292682927
0.0048968736,0.006045111,0.006045111,0.23684210526315788,0.23672064,5624,0.7631578947368421,-39.57080436613719,-70.10526315789474,21.789473684210527,0.0,16398.634555101395,79.91482774643298,639966,336518.7368421053,85.32594923059834,14.674050769401656,82.15789473684211
0.0068490957,0.00710466,0.00710466,0.32432432432432434,0.27565482,5661,0.6756756756756757,-38.47895342168654,-68.91891891891892,21.7027027027027,0.0,16534.721560001373,79.99477820206273,649931,336868.3243243243,83.73390868045335,16.26609131954665,82.24324324324324
0.0039939657,0.0027116272,0.0027116272,0.6410256410256411,0.22640751,5700,0.358974358974359,-37.624647912438256,-68.0,22.0,0.0,16660.488503217697,79.72147857327062,659921,335766.9743589744,82.95355484532706,17.046445154672945,81.97435897435898
0.0044665583,0.0045819795,0.0045819795,0.6666666666666666,0.23907717,5742,0.3333333333333333,-40.01462240920421,-69.35714285714286,21.547619047619047,0.0,16803.09600710869,80.1353722172841,669959,337432.38095238095,84.17748066101728,15.822519338982737,82.38095238095238
0.004827002,0.007667551,0.007667551,0.46153846153846156,0.22953996,5781,0.5384615384615384,-38.85973651446937,-69.1025641025641,22.153846153846153,0.0,16939.786208629608,79.57819128019317,679978,335136.8205128205,84.45364075275357,15.546359247246434,81.82051282051282
0.006104251,0.0049470244,0.0049470244,0.4473684210526316,0.21688096,5819,0.5526315789473685,-37.98960483657211,-68.55263157894737,21.710526315789473,0.0,17062.476357460022,79.99156520085744,689960,336949.8947368421,83.33111596824381,16.668884031756214,82.26315789473684
0.0033633385,0.004716104,0.004716104,0.5405405405405406,0.25058603,5856,0.4594594594594595,-37.31868752454606,-67.64864864864865,22.45945945945946,0.0,17196.872222423553,79.29853825516867,699827,333990.0540540541,82.94109134931658,17.05890865068342,81.54054054054055
0.0062975683,0.0062700836,0.0062700836,0.39473684210526316,0.27715802,5894,0.6052631578947368,-38.374047930043375,-68.28947368421052,21.157894736842106,0.0,17322.332550048828,80.50835408042916,709711,339213.4736842105,82.44398762760406,17.556012372395937,82.8157894736842
0.0044875788,0.0060396316,0.0060396316,0.475,0.22310571,5934,0.525,-38.432618715295405,-67.75,22.15,0.0,17459.410972833633,79.58502522089651,719901,335257.6,82.69572090395907,17.304279096040958,81.85
0.0040361257,0.004824788,0.004824788,0.34210526315789475,0.23732866,5972,0.6578947368421053,-38.43896626660648,-69.52631578947368,21.68421052631579,0.0,17593.97892332077,80.02014530032643,729828,337165.4736842105,84.41491731858464,15.585082681415345,82.3157894736842
0.005111476,0.0043945434,0.0043945434,0.34210526315789475,0.26773524,6010,0.6578947368421053,-37.829039850607465,-67.55263157894737,22.394736842105264,0.0,17719.50680208206,79.35208084414583,739882,334039.5789473684,82.81804482226687,17.181955177733116,81.55263157894737
0.0059989016,0.008124304,0.008124304,0.24390243902439024,0.2237051,6051,0.7560975609756098,-40.91413328654905,-68.6829268292683,21.902439024390244,0.0,17866.506783246994,79.80634924040045,749832,335971.9024390244,83.6495445325299,16.350455467470102,82.02439024390245
0.0041343514,0.004336197,0.004336197,0.21052631578947367,0.24029541,6089,0.7894736842105263,-37.786387655952936,-68.13157894736842,22.526315789473685,0.0,17994.030182123184,79.2367539841208,759973,333716.2105263158,83.64019253909699,16.359807460903045,81.47368421052632
0.004116105,0.004018927,0.004018927,0.2702702702702703,0.22005484,6126,0.7297297297297297,-37.961004354929166,-68.56756756756756,22.324324324324323,0.0,18125.27175092697,79.41938412095698,769819,334432.86486486485,83.95617900174186,16.043820998258145,81.64864864864865
0.006861708,0.0068344222,0.0068344222,0.3157894736842105,0.27542222,6164,0.6842105263157895,-38.69732281972451,-68.78947368421052,21.36842105263158,0.0,18258.789474010468,80.31103323414531,779774,338351.15789473685,83.29051927722334,16.70948072277666,82.60526315789474
0.006233811,0.0052922578,0.0052922578,0.5609756097560976,0.24172617,6205,0.43902439024390244,-39.37856521892965,-68.60975609756098,21.341463414634145,0.0,18392.955524921417,80.31371700919783,789852,337870.0487804878,83.1140023299638,16.885997670036197,82.48780487804878
0.0059585045,0.006040596,0.006040596,0.4,0.22503491,6245,0.6,-40.24086193706596,-69.875,20.975,0.0,18530.001532554626,80.66501483170472,799799,339660.8,84.24032577593624,15.759674224063769,82.925
0.005888569,0.0057618883,0.0057618883,0.1891891891891892,0.25180846,6282,0.8108108108108109,-38.049186298097815,-68.51351351351352,21.35135135135135,0.0,18657.52720308304,80.3224776234104,809764,338307.45945945947,82.96572908482119,17.034270915178798,82.5945945945946
0.0040704026,0.0039220094,0.0039220094,0.5384615384615384,0.24981333,6321,0.46153846153846156,-38.80631996754174,-69.05128205128206,20.53846153846154,0.0,18785.04782652855,81.07380996543544,819821,341543.3846153846,82.8052828093089,17.1947171906911,83.38461538461539
0.0046877037,0.003270401,0.003270401,0.38461538461538464,0.22045085,6360,0.6153846153846154,-37.704759581730755,-68.15384615384616,22.41025641025641,0.0,18918.15224456787,79.34131843297361,829985,334086.5641025641,83.55323731665673,16.44676268334329,81.56410256410257
0.0053054946,0.004150244,0.004150244,0.39473684210526316,0.22475635,6398,0.6052631578947368,-37.97509086391508,-68.71052631578948,21.05263157894737,0.0,19050.095891714096,80.59879496799931,839896,339536.84210526315,82.87671740284063,17.123282597159378,82.89473684210526
0.006677745,0.0070112343,0.0070112343,0.23684210526315788,0.26309747,6436,0.7631578947368421,-38.16287112438866,-68.60526315789474,21.473684210526315,0.0,19177.08553624153,80.2155450238318,849933,338027.7894736842,83.14659650282036,16.85340349717965,82.52631578947368
0.0070132925,0.009072247,0.009072247,0.32432432432432434,0.25572369,6473,0.6756756756756757,-37.50714994017721,-67.56756756756756,22.37837837837838,0.0,19312.41458630562,79.37484631463307,859772,334322.1621621622,82.77539411716728,17.2246058828327,81.62162162162163
0.0045534903,0.005757958,0.005757958,0.525,0.23007236,6513,0.475,-38.710617018047486,-68.725,21.525,0.0,19444.074258565903,80.1650472546882,869975,337715.2,83.31384079228154,16.68615920771844,82.45
0.0064822617,0.0071518905,0.0071518905,0.2972972972972973,0.24548599,6550,0.7027027027027027,-37.79825944118054,-68.05405405405405,22.08108108108108,0.0,19570.986459970474,79.6454194541641,879918,335429.1891891892,83.07776128340595,16.92223871659404,81.89189189189189
0.0052960305,0.0048423805,0.0048423805,0.55,0.23870341,6590,0.45,-38.57931179408921,-68.8,21.775,0.0,19714.922700166702,79.9356294997558,889946,336793.6,83.6626002165983,16.337399783401672,82.225
0.0100330645,0.0069751283,0.0069751283,0.2972972972972973,0.2579253,6627,0.7027027027027027,-37.50062918640852,-67.45945945945945,21.89189189189189,0.0,19838.858677625656,79.8232959749926,899906,336204.1081081081,82.17544820859777,17.824551791402232,82.08108108108108
0.004890572,0.0084728915,0.0084728915,0.475,0.23117879,6667,0.525,-38.54661524003147,-68.75,21.925,0.0,19973.60474538803,79.79014986925513,909919,335974.4,83.79764616296985,16.202353837030163,82.025
0.007975842,0.0067764283,0.0067764283,0.6341463414634146,0.2497478,6708,0.36585365853658536,-38.76010660479183,-68.1951219512195,21.70731707317073,0.0,20117.80419421196,79.98913604793627,919790,336871.0243902439,82.90784604230119,17.092153957698812,82.2439024390244
0.005543396,0.00801732,0.00801732,0.7073170731707317,0.26779702,6749,0.2926829268292683,-38.97659275353354,-68.3170731707317,21.390243902439025,0.0,20250.611189365387,80.27895501688104,929910,337969.9512195122,82.77419818024622,17.225801819753794,82.51219512195122
0.004759956,0.004692852,0.004692852,0.7317073170731707,0.23561674,6790,0.2682926829268293,-38.326648504365735,-68.04878048780488,21.829268292682926,0.0,20403.983974933624,79.88518719527625,939801,336571.31707317074,82.83107297216614,17.168927027833846,82.17073170731707
0.006998213,0.008287207,0.008287207,0.6521739130434783,0.20577507,6836,0.34782608695652173,-42.04960790921394,-69.32608695652173,21.934782608695652,0.0,20551.42889356613,79.78172086662164,949898,336050.0869565217,84.52016956616374,15.479830433836222,82.04347826086956
0.005223457,0.004161262,0.004161262,0.6666666666666666,0.22569917,6875,0.3333333333333333,-38.373420005745885,-67.58974358974359,22.794871794871796,0.0,20689.263515472412,78.98537729495597,959805,332616.2051282051,83.21977971120126,16.78022028879875,81.2051282051282
0.0041285236,0.0045855097,0.0045855097,0.8571428571428571,0.23843515,6917,0.14285714285714285,-38.6193013935187,-68.78571428571429,21.928571428571427,0.0,20836.04601597786,79.78840361546706,969870,336067.04761904763,83.85561907447038,16.14438092552965,82.04761904761905
0.0061095697,0.0068613775,0.0068613775,0.7317073170731707,0.24230103,6958,0.2682926829268293,-39.30780689659667,-69.17073170731707,21.926829268292682,0.0,20967.88826560974,79.7861186761956,979752,335971.9024390244,84.34307285816413,15.656927141835862,82.02439024390245
0.0059579643,0.0068504317,0.0068504317,0.7804878048780488,0.25383297,6999,0.21951219512195122,-38.017810692329036,-68.21951219512195,22.170731707317074,0.0,21113.262072324753,79.55849854243147,989917,334972.8780487805,83.43721221453185,16.562787785468167,81.78048780487805
0.005191709,0.005414608,0.005414608,0.8048780487804879,0.24558562,7040,0.1951219512195122,-37.63724947052719,-67.70731707317073,21.609756097560975,0.0,21244.423329114914,80.08929347684835,999889,337470.43902439025,82.18910637274251,17.810893627257464,82.39024390243902
0.0055335383,0.005395831,0.005395831,0.7857142857142857,0.22634459,7082,0.21428571428571427,-38.971959907807744,-68.97619047619048,21.142857142857142,0.0,21384.86658525467,80.51592861767566,1009884,339187.8095238095,83.29586736384144,16.70413263615855,82.80952380952381
0.004429219,0.004188977,0.004188977,0.6,0.21718042,7122,0.4,-38.801960692510775,-69.45,21.95,0.0,21529.780342817307,79.76972638874211,1019885,335974.4,84.67533501274812,15.324664987251868,82.025
0.0053039063,0.006774948,0.006774948,0.675,0.23628162,7162,0.325,-38.49980135927277,-68.675,22.45,0.0,21660.90971493721,79.29920800824394,1029949,333824.0,84.25370859396843,15.746291406031565,81.5
0.004595814,0.0054158396,0.0054158396,0.7380952380952381,0.20676546,7204,0.2619047619047619,-38.92419511552727,-68.35714285714286,21.952380952380953,0.0,21811.753146648407,79.7707395847419,1039869,336067.04761904763,83.29448028413603,16.705519715863975,82.04761904761905
0.0070698303,0.007141327,0.007141327,0.8048780487804879,0.23263794,7245,0.1951219512195122,-38.649251960847785,-68.04878048780488,21.975609756097562,0.0,21951.112801790237,79.7449374489976,1049928,335872.0,82.99877555533226,17.001224444667763,82.0
0.005446914,0.0055457163,0.0055457163,0.65,0.20615125,7285,0.35,-38.901740103966034,-69.825,21.375,0.0,22083.122895479202,80.3000113984992,1059891,338227.2,84.56841633545211,15.431583664547901,82.575
0.00557034,0.00498454,0.00498454,0.825,0.21798828,7325,0.175,-38.024812587649,-68.6,21.9,0.0,22231.817830324173,79.81013531686258,1069959,336076.8,83.61089516684423,16.389104833155763,82.05
0.004631155,0.005208728,0.005208728,0.6666666666666666,0.21794866,7364,0.3333333333333333,-37.68906109940499,-68.28205128205128,22.58974358974359,0.0,22362.75809121132,79.17801852862834,1079857,333456.41025641025,83.86516438773504,16.134835612264993,81.41025641025641
0.0057895305,0.0058128936,0.0058128936,0.6829268292682927,0.18820669,7405,0.3170731707317073,-39.377997904208655,-68.36585365853658,22.195121951219512,0.0,22506.738191366196,79.53685050948845,1089891,334872.9756097561,83.59030834690478,16.409691653095233,81.7560975609756
0.0071382965,0.0042659086,0.0042659086,0.3902439024390244,0.19394937,7446,0.6097560975609756,-39.7984694942298,-70.17073170731707,20.804878048780488,0.0,22647.48062300682,80.83841380196873,1099993,340767.2195121951,84.3392795285924,15.660720471407586,83.1951219512195
0.0060205124,0.0058788653,0.0058788653,0.6153846153846154,0.18562976,7485,0.38461538461538464,-39.325343977720486,-69.46153846153847,22.28205128205128,0.0,22780.697227478027,79.46419546643632,1109856,334716.71794871794,85.01453218984713,14.985467810152873,81.71794871794872
