entropy,AttNC,surrgain,Fce,TtR,TimestepsSoFar,optimgain,TimeElapsed,MtR,AttC,meankl,EpisodesSoFar,entloss
1.3215306,1.0980392156862746,0.0005772344,0.14653663895799945,85.17647058823529,319919,0.0005772344,1469.4223546981812,16.4071238875258,1.9019607843137254,0.0022707896,1646,0.0
1.3248698,1.1956521739130435,0.0007220591,0.1357345249728766,94.95652173913044,329926,0.0007220591,1511.0468356609344,18.1456699889098,1.8043478260869565,0.011600078,1692,0.0
1.3611943,1.4545454545454546,0.0002326182,0.14016169672799783,97.43181818181819,339777,0.0002326182,1553.9826774597168,18.406991955445523,1.5454545454545454,0.002181488,1736,0.0
1.3458352,1.2916666666666667,0.0007579188,0.13494444444444448,93.0,349823,0.0007579188,1598.4984202384949,17.515136973801557,1.7083333333333333,0.005208429,1784,0.0
1.3307987,1.196078431372549,0.0009241119,0.13291517563963384,88.94117647058823,359912,0.0009241119,1642.2550840377808,16.74794423076538,1.803921568627451,0.0070881997,1835,0.0
1.3395965,1.3137254901960784,0.00070905866,0.1486471974992584,84.0,369904,0.00070905866,1684.6858191490173,16.20184497703885,1.6862745098039216,0.0019044558,1886,0.0
1.3342168,1.1333333333333333,0.00057228596,0.1384903714144024,98.2,379995,0.00057228596,1727.3878605365753,18.87515060217653,1.8666666666666667,0.00639893,1931,0.0
1.3280778,1.5116279069767442,0.0006304164,0.13787373410902823,99.4186046511628,389879,0.0006304164,1772.2780528068542,18.906795487939622,1.4883720930232558,0.004643283,1974,0.0
1.3229477,1.627906976744186,0.0009052751,0.12974086378737545,94.88372093023256,399890,0.0009052751,1814.1048271656036,17.791220813488923,1.372093023255814,0.009609747,2017,0.0
1.31649,1.7560975609756098,0.00053389993,0.13239024390243903,99.29268292682927,409893,0.00053389993,1860.0564832687378,18.916084087981652,1.2439024390243902,0.001593111,2058,0.0
1.2966303,1.5909090909090908,0.00090324145,0.14924675324675324,92.72727272727273,419923,0.00090324145,1901.3648934364319,17.757143855684536,1.4090909090909092,0.006946829,2102,0.0
1.2951652,1.7045454545454546,0.0004984273,0.11209090909090912,84.06818181818181,429929,0.0004984273,1945.014848947525,15.958742486564,1.2954545454545454,0.005924824,2146,0.0
1.3148192,1.8333333333333333,0.0005580053,0.11914285714285718,85.85714285714286,439941,0.0005580053,1985.057677745819,16.349140549508338,1.1666666666666667,0.0062681977,2188,0.0
1.3391954,1.8604651162790697,0.00082357455,0.11097674418604651,79.81395348837209,449948,0.00082357455,2029.8883464336395,15.215246840441457,1.1395348837209303,0.0062271943,2231,0.0
1.3607908,1.8372093023255813,0.0009033844,0.11335400516795867,81.27906976744185,459959,0.0009033844,2071.8580055236816,15.385626832587015,1.1627906976744187,0.0066728597,2274,0.0
1.3570554,1.4375,0.0011987529,0.11734353741496599,85.5625,469878,0.0011987529,2114.4443950653076,16.328091054723778,1.5625,0.00814024,2322,0.0
1.339675,0.9836065573770492,0.0015917633,0.15256225887766628,76.18032786885246,479821,0.0015917633,2157.1635138988495,14.642730938906958,2.0163934426229506,0.0054185493,2383,0.0
1.316418,0.7627118644067796,0.0010906535,0.1450717604649555,80.7457627118644,489985,0.0010906535,2200.1419920921326,15.971005589352517,2.23728813559322,0.002974711,2442,0.0
1.2862542,1.148936170212766,0.0009737839,0.1444960941956156,94.40425531914893,499919,0.0009737839,2242.4866507053375,18.17460571376437,1.851063829787234,0.008560392,2489,0.0
1.3125097,1.697674418604651,0.0009809468,0.12965867172122184,93.06976744186046,509964,0.0009809468,2284.4035098552704,17.62561951596737,1.302325581395349,0.006514413,2532,0.0
1.3098528,1.7380952380952381,0.00036301473,0.12578354978354983,92.78571428571429,519988,0.00036301473,2329.2341635227203,17.765023037891165,1.2619047619047619,0.0034383573,2574,0.0
1.348313,1.5238095238095237,0.0006680977,0.14717259927226706,103.35714285714286,529789,0.0006680977,2369.9351522922516,19.698727388964425,1.4761904761904763,0.003964603,2616,0.0
1.3609992,1.3,0.0007165408,0.13303113874982506,88.08,539876,0.0007165408,2414.667222738266,17.374968593569758,1.7,0.0032409604,2666,0.0
1.3840219,1.0384615384615385,0.0007565114,0.15405329847368343,89.3076923076923,549796,0.0007565114,2456.299840450287,17.059425396090624,1.9615384615384615,0.008566886,2718,0.0
1.3773586,1.3863636363636365,0.00049664156,0.1333766233766234,96.4090909090909,559850,0.00049664156,2498.018937587738,18.57426075246129,1.6136363636363635,0.0024310343,2762,0.0
1.3457873,1.1320754716981132,0.00073111773,0.1535675315283717,88.52830188679245,569950,0.00073111773,2538.4157133102417,17.153632003499975,1.8679245283018868,0.0070061726,2815,0.0
1.3244504,1.297872340425532,0.00023948008,0.13349228855100273,88.97872340425532,579864,0.00023948008,2582.623193502426,16.708984621674507,1.702127659574468,0.0022139272,2862,0.0
1.3104123,1.7555555555555555,0.0005094142,0.1231957671957672,87.4,589911,0.0005094142,2622.9545471668243,16.58361238953458,1.2444444444444445,0.0025711143,2907,0.0
1.3184004,1.7619047619047619,0.0006668757,0.12241269841269845,89.57142857142857,599931,0.0006668757,2665.086950778961,17.045297309713327,1.2380952380952381,0.0053527546,2949,0.0
1.3400997,1.3541666666666667,0.00088860065,0.1245285400758857,86.375,609890,0.00088860065,2706.006225824356,16.870010037874057,1.6458333333333333,0.005923289,2997,0.0
1.3319193,1.125,0.0016282916,0.13539301479844376,93.1875,619883,0.0016282916,2750.0673339366913,17.93335134781526,1.875,0.007829555,3045,0.0
1.3667457,0.6190476190476191,0.0005673645,0.14511789888069002,76.38095238095238,629935,0.0005673645,2791.2986299991608,15.423373519471964,2.380952380952381,0.0025897918,3108,0.0
1.3878266,0.7454545454545455,0.00088644103,0.1476562300806963,85.47272727272727,639832,0.00088644103,2833.1280024051666,17.048270714286573,2.2545454545454544,0.004992273,3163,0.0
1.3975803,1.2765957446808511,0.0011351827,0.1500815049209702,97.53191489361703,649802,0.0011351827,2874.617668867111,18.700974448228315,1.7234042553191489,0.010520738,3210,0.0
1.4179246,1.4222222222222223,0.00096294837,0.1481169590643275,92.86666666666666,659837,0.00096294837,2917.293180704117,17.525101174470578,1.5777777777777777,0.008450781,3255,0.0
1.3908325,1.7142857142857142,0.00040964052,0.14580952380952383,91.57142857142857,669845,0.00040964052,2960.8197445869446,17.408609274766885,1.2857142857142858,0.003783552,3297,0.0
1.3998256,1.6590909090909092,0.00095376075,0.11405642633228844,85.02272727272727,679895,0.00095376075,3002.2744166851044,16.117778100173027,1.3409090909090908,0.00823365,3341,0.0
1.4183438,1.6585365853658536,0.0008471481,0.1288780487804878,96.65853658536585,689900,0.0008471481,3045.1145288944244,18.208559929825153,1.3414634146341464,0.0044857105,3382,0.0
1.4308645,1.3404255319148937,0.0006696843,0.15813219077350826,94.91489361702128,699841,0.0006696843,3086.088121175766,18.21239481020235,1.6595744680851063,0.0067092627,3429,0.0
1.4180151,0.6875,0.0010839691,0.13554031794864502,71.484375,709846,0.0010839691,3129.5864923000336,14.348288623570188,2.3125,0.0031577675,3493,0.0
1.478152,1.18,0.0005813466,0.16044967675206617,90.48,719808,0.0005813466,3171.106956720352,17.73720366190685,1.82,0.004384535,3543,0.0
1.469395,1.02,0.00040684256,0.1650513976085406,89.52,729756,0.00040684256,3213.04442691803,17.31664656955782,1.98,0.007095456,3593,0.0
1.4715552,1.5609756097560976,0.001394855,0.13326829268292686,99.95121951219512,739763,0.001394855,3255.5516443252563,19.05750033336009,1.4390243902439024,0.01078373,3634,0.0
1.4833957,1.8604651162790697,0.00045852154,0.11534883720930235,86.51162790697674,749770,0.00045852154,3298.768509864807,16.07180065772905,1.1395348837209303,0.0060590883,3677,0.0
1.435137,1.2826086956521738,0.00061149953,0.14417391304347826,91.8913043478261,759788,0.00061149953,3341.8313450813293,17.43888422415145,1.7173913043478262,0.007188506,3723,0.0
1.4547484,1.5227272727272727,0.00043526918,0.12008046976946497,87.75,769830,0.00043526918,3383.67102766037,16.447767268005244,1.4772727272727273,0.0027258347,3767,0.0
1.4364772,1.5869565217391304,0.00058771565,0.12569169960474308,89.08695652173913,779900,0.00058771565,3424.9047088623047,16.722128339491277,1.4130434782608696,0.007461261,3813,0.0
1.3802466,1.0576923076923077,0.00015055516,0.15775917334539089,88.32692307692308,789995,0.00015055516,3466.1778695583344,17.089573845976453,1.9423076923076923,0.0053592063,3865,0.0
1.3771206,1.2340425531914894,0.0003751831,0.14251229910911592,92.68085106382979,799987,0.0003751831,3508.9312314987183,17.640915908360142,1.7659574468085106,0.0019013828,3912,0.0
1.3573822,1.3125,0.00014181926,0.14050224529312402,90.6875,809906,0.00014181926,3550.3827776908875,17.49136516624414,1.6875,0.0022246449,3960,0.0
1.3588021,1.627906976744186,0.0012013997,0.14009302325581394,105.06976744186046,819917,0.0012013997,3592.631769657135,19.817486881877503,1.372093023255814,0.006837183,4003,0.0
1.3449304,0.9056603773584906,0.0012813273,0.16213659256280893,83.94339622641509,829944,0.0012813273,3634.419463157654,16.33741847400636,2.0943396226415096,0.003805424,4056,0.0
1.3259308,0.9285714285714286,0.0012020773,0.14888926642988515,84.0,839895,0.0012020773,3677.5115237236023,16.523631481075444,2.0714285714285716,0.006071471,4112,0.0
1.2707027,1.3958333333333333,0.0010252366,0.12471040349292382,89.875,849983,0.0010252366,3719.1027643680573,16.981548689217743,1.6041666666666667,0.0060030194,4160,0.0
1.3295872,1.3409090909090908,0.00069490663,0.1541724151254914,102.81818181818181,859992,0.00069490663,3762.2064275741577,19.82403313527004,1.6590909090909092,0.0045210663,4204,0.0
1.3188475,1.0833333333333333,0.00031349793,0.14451525403080975,93.5,869769,0.00031349793,3804.0170345306396,18.149303584339794,1.9166666666666667,0.0014459897,4252,0.0
1.2712002,0.9230769230769231,0.0008330561,0.16465051129142744,86.9423076923077,879867,0.0008330561,3845.769814014435,16.85975706292222,2.076923076923077,0.0056245495,4304,0.0
1.3103439,1.5,0.00095756224,0.13779020979020984,99.61363636363636,889899,0.00095756224,3889.3118448257446,18.68076448565378,1.5,0.0035894846,4348,0.0
1.263926,1.3404255319148937,0.0010253581,0.13405751695113396,94.46808510638297,899797,0.0010253581,3931.5740978717804,18.031643920233154,1.6595744680851063,0.007227951,4395,0.0
1.240354,1.0,0.0007568254,0.15170803098338648,98.20408163265306,909812,0.0007568254,3973.4823880195618,19.169395284325585,2.0,0.0037810353,4444,0.0
1.2859596,0.7333333333333333,0.00068319094,0.15861525730614548,79.7,919911,0.00068319094,4014.5488510131836,15.784483577384758,2.2666666666666666,0.005097925,4504,0.0
1.2114154,1.163265306122449,0.00091060536,0.14540874810130947,96.0,929991,0.00091060536,4059.29554271698,18.633997103835345,1.836734693877551,0.0072803036,4553,0.0
1.1615448,1.2391304347826086,0.0007025019,0.14972946343000368,102.91304347826087,939904,0.0007025019,4100.786675930023,19.69717788225873,1.7608695652173914,0.004612124,4599,0.0
1.108081,1.1041666666666667,0.0013425843,0.13882183183846794,95.625,949936,0.0013425843,4143.039697170258,18.50586159252576,1.8958333333333333,0.008740229,4647,0.0
1.159001,1.813953488372093,0.0008344503,0.14782255114340384,106.11627906976744,959832,0.0008344503,4184.691342353821,20.395995896700825,1.186046511627907,0.00436202,4690,0.0
1.18298,1.5227272727272727,0.00087665964,0.1280909090909091,96.06818181818181,969842,0.00087665964,4228.320602655411,18.488626494720094,1.4772727272727273,0.0048650047,4734,0.0
1.1541775,1.1063829787234043,0.00053530274,0.14440431481486193,100.02127659574468,979896,0.00053530274,4269.991627931595,19.125383362441266,1.8936170212765957,0.006057298,4781,0.0
1.178289,0.4246575342465753,0.0010803457,0.15277031582469855,65.3013698630137,989918,0.0010803457,4313.80704498291,13.677973662718415,2.5753424657534247,0.0045298827,4854,0.0
1.172963,1.1428571428571428,0.0009842254,0.1479636454205548,96.12244897959184,999900,0.0009842254,4355.780557870865,18.689511872735014,1.8571428571428572,0.007417266,4903,0.0
1.1727949,1.6590909090909092,0.0015243022,0.1348379035330907,96.75,1009966,0.0015243022,4398.271020650864,18.15203288188119,1.3409090909090908,0.010856031,4947,0.0
1.1375175,1.711111111111111,0.0007904628,0.1267360854967608,89.0,1019844,0.0007904628,4440.114829778671,17.19148398184751,1.288888888888889,0.0059917336,4992,0.0
1.1659614,1.5909090909090908,0.0008995019,0.1313198653198653,97.36363636363636,1029884,0.0008995019,4482.642887830734,18.18679838931452,1.4090909090909092,0.005699117,5036,0.0
1.1843693,1.7619047619047619,0.00091048836,0.13276190476190478,99.57142857142857,1039888,0.00091048836,4526.825856924057,19.13458212313888,1.2380952380952381,0.006519932,5078,0.0
1.2162305,1.4545454545454546,0.0005103643,0.12028365156264846,86.93181818181819,1049988,0.0005103643,4567.051885128021,16.55215465593233,1.5454545454545454,0.0031234582,5122,0.0
1.2296271,1.7857142857142858,0.0009367798,0.12573023055376,91.0,1059795,0.0009367798,4611.165412902832,17.325528164290265,1.2142857142857142,0.0068093995,5164,0.0
1.250191,1.7906976744186047,0.0005747131,0.1330542635658915,94.04651162790698,1069808,0.0005747131,4652.271925210953,17.824314926362657,1.2093023255813953,0.0026317667,5207,0.0
1.3054678,1.7804878048780488,0.0006568186,0.13073170731707318,98.04878048780488,1079809,0.0006568186,4699.926375627518,18.802688877482808,1.2195121951219512,0.006610805,5248,0.0
1.3268644,1.4893617021276595,0.0009508564,0.12055800952573605,87.63829787234043,1089926,0.0009508564,4740.418778419495,16.680841997097325,1.5106382978723405,0.0069449204,5295,0.0
1.3432734,1.2272727272727273,0.0009279999,0.13524703876040775,97.70454545454545,1099875,0.0009279999,4786.983765125275,18.953411602593405,1.7727272727272727,0.005518522,5339,0.0
1.3426018,0.703125,0.0009812061,0.1552780430783367,71.4375,1109809,0.0009812061,4827.546213626862,14.200420576063836,2.296875,0.0032578665,5403,0.0
1.3565282,1.2352941176470589,0.00045039342,0.13789065637902126,88.05882352941177,1119873,0.00045039342,4872.051769733429,16.994293173869558,1.7647058823529411,0.0024799423,5454,0.0
1.3517219,0.9649122807017544,0.0007997851,0.13514783252501675,78.10526315789474,1129914,0.0007997851,4912.439216136932,15.216186460017813,2.0350877192982457,0.0075487015,5511,0.0
1.3561987,1.608695652173913,0.0008866806,0.12551945080091537,91.76086956521739,1139942,0.0008866806,4955.925551891327,17.17781679575664,1.391304347826087,0.008944157,5557,0.0
1.384201,1.7209302325581395,0.00032356314,0.12723673225998808,87.27906976744185,1149973,0.00032356314,4997.4146020412445,16.595703297461895,1.2790697674418605,0.0044759503,5600,0.0
1.3727641,1.697674418604651,0.00053428346,0.1207475202133867,86.72093023255815,1159773,0.00053428346,5039.878250360489,16.564073347079077,1.302325581395349,0.007926871,5643,0.0
1.401292,1.8,0.0002945455,0.12430000000000005,93.225,1169773,0.0002945455,5080.982586622238,17.465084293659906,1.2,0.004052956,5683,0.0
1.4260716,2.025,0.0008307251,0.11610000000000005,87.075,1179773,0.0008307251,5123.089025735855,16.248846431350458,0.975,0.0116601605,5723,0.0
1.4563016,1.7954545454545454,0.00035758744,0.13186724386724388,87.13636363636364,1189827,0.00035758744,5165.247299671173,16.655595926315478,1.2045454545454546,0.003037366,5767,0.0
1.4325393,1.75,0.00043139583,0.1202727272727273,86.86363636363636,1199849,0.00043139583,5207.076837539673,16.768189730962703,1.25,0.0036556348,5811,0.0
1.3992558,1.5625,0.00039529928,0.11155952380952383,81.5,1209879,0.00039529928,5251.570655107498,15.241785738130298,1.4375,0.0038550089,5859,0.0
1.4577731,1.6428571428571428,0.00057056884,0.13343977591036418,97.57142857142857,1219931,0.00057056884,5292.818453073502,18.37677665495402,1.3571428571428572,0.0069524474,5901,0.0
1.4521397,1.3061224489795917,0.001543103,0.16036739680304524,93.18367346938776,1229802,0.001543103,5335.4968819618225,18.06609524636055,1.6938775510204083,0.0061871507,5950,0.0
1.4251357,0.8909090909090909,0.0005701289,0.1809802330361643,88.52727272727273,1239824,0.0005701289,5376.796761751175,17.367526627582667,2.109090909090909,0.0050429506,6005,0.0
1.4395297,0.3058823529411765,0.0018556307,0.1465565869717175,56.258823529411764,1249913,0.0018556307,5420.920373916626,12.022183185784566,2.6941176470588237,0.010017556,6090,0.0
1.421131,1.3043478260869565,0.0004707372,0.13824543482581908,97.76086956521739,1259804,0.0004707372,5462.172050952911,18.549362258741102,1.6956521739130435,0.0011049391,6136,0.0
1.4151723,1.1923076923076923,0.0004658305,0.13414656116496887,86.88461538461539,1269903,0.0004658305,5504.301127672195,16.771488090942334,1.8076923076923077,0.0015559536,6188,0.0
1.3984846,1.0,0.00038299663,0.14924654344270533,83.03571428571429,1279974,0.00038299663,5545.924699783325,16.160099269613244,2.0,0.0019617076,6244,0.0
1.3817883,1.0,0.0005913282,0.13488808406665512,84.49090909090908,1289955,0.0005913282,5586.657621383667,16.35863906628322,2.0,0.0081432685,6299,0.0
1.4135766,1.6046511627906976,0.000570283,0.13358905810207727,95.79069767441861,1299805,0.000570283,5628.228289842606,18.401405095962932,1.3953488372093024,0.0041131717,6342,0.0
1.4133413,1.8780487804878048,0.0007936422,0.13061246612466126,96.0,1309814,0.0007936422,5669.356415510178,18.32867205792384,1.1219512195121952,0.005261889,6383,0.0
1.4281031,1.5957446808510638,0.0008680216,0.13472340425531912,82.02127659574468,1319839,0.0008680216,5711.699659824371,15.68784107228542,1.4042553191489362,0.004065548,6430,0.0
1.3971783,1.6818181818181819,0.0004050926,0.1368987141890368,97.5,1329887,0.0004050926,5753.030653715134,18.50272242409441,1.3181818181818181,0.0028433038,6474,0.0
1.4140719,1.7209302325581395,0.0005598488,0.12492137320044296,92.93023255813954,1339912,0.0005598488,5795.180708169937,17.422559418370835,1.2790697674418605,0.0037053418,6517,0.0
1.4336782,1.5555555555555556,0.0007589545,0.13851533793680687,99.06666666666666,1349798,0.0007589545,5836.265551567078,18.949128036019985,1.4444444444444444,0.004770399,6562,0.0
1.3788699,1.0357142857142858,0.0006848923,0.13366931167688842,81.26785714285714,1359768,0.0006848923,5877.662745952606,15.739632605882182,1.9642857142857142,0.0041042888,6618,0.0
1.3151135,1.2083333333333333,0.00057662354,0.1339573503715508,92.1875,1369892,0.00057662354,5921.729244470596,17.89780870683929,1.7916666666666667,0.007057134,6666,0.0
1.3020825,0.94,0.0007946289,0.1382233459763903,91.08,1379843,0.0007946289,5963.23561501503,17.926611144924685,2.06,0.008697554,6716,0.0
1.3545413,1.5555555555555556,0.00050586625,0.13400238948626045,97.0,1389900,0.00050586625,6006.8068606853485,18.616653195752917,1.4444444444444444,0.0043573664,6761,0.0
1.389282,1.3695652173913044,0.0006459783,0.12923956135397785,89.41304347826087,1399751,0.0006459783,6047.794082164764,16.96380031247256,1.6304347826086956,0.0038207178,6807,0.0
1.4377433,1.5869565217391304,0.00030177878,0.1315959620563201,92.21739130434783,1409907,0.00030177878,6089.65398144722,17.466502166390818,1.4130434782608696,0.004334871,6853,0.0
1.4050301,1.5227272727272727,0.00023073833,0.17809090909090908,99.61363636363636,1419925,0.00023073833,6131.248975276947,18.962424913696353,1.4772727272727273,0.002468341,6897,0.0
1.4082869,1.4651162790697674,0.00045419592,0.14553618207507538,103.81395348837209,1429819,0.00045419592,6174.629936695099,19.77717208222841,1.5348837209302326,0.00314994,6940,0.0
1.4131726,1.0980392156862746,0.0008057409,0.1386909963450189,89.82352941176471,1439765,0.0008057409,6216.002749681473,17.351009398038578,1.9019607843137254,0.0071135447,6991,0.0
1.4084918,0.6153846153846154,0.0008622999,0.15659163865794584,77.86153846153846,1449807,0.0008622999,6257.614145040512,15.863808600119004,2.3846153846153846,0.0018791375,7056,0.0
1.4291532,0.9245283018867925,0.0007777723,0.14607281827100926,88.81132075471699,1459867,0.0007777723,6299.270219564438,17.631183750933417,2.0754716981132075,0.007817727,7109,0.0
1.4016559,1.3043478260869565,0.0011066897,0.14741242176629255,95.41304347826087,1469802,0.0011066897,6341.224848985672,18.239526835450434,1.6956521739130435,0.009963411,7155,0.0
1.391355,1.4545454545454546,0.00088883337,0.13870122714750813,97.9090909090909,1479952,0.00088883337,6383.233515024185,18.50549768890428,1.5454545454545454,0.0108762225,7199,0.0
1.374586,1.744186046511628,0.0007928327,0.12860981912144698,93.0,1489987,0.0007928327,6424.874544143677,17.87542759353084,1.255813953488372,0.0089815855,7242,0.0
1.3841667,1.558139534883721,0.00042960155,0.12058751529987763,88.74418604651163,1499769,0.00042960155,6466.056049823761,16.87572392636365,1.441860465116279,0.002039572,7285,0.0
1.4070208,1.7560975609756098,0.0003791542,0.119609756097561,89.70731707317073,1509770,0.0003791542,6508.540241718292,17.15589901177937,1.2439024390243902,0.0049552904,7326,0.0
1.4776609,1.6,0.00051032205,0.11528888888888893,83.2,1519787,0.00051032205,6549.519995927811,15.605063860611239,1.4,0.0051618167,7371,0.0
1.5063059,1.9761904761904763,0.0007900365,0.12219047619047621,88.14285714285714,1529797,0.0007900365,6590.479390859604,17.186705915418504,1.0238095238095237,0.008164392,7413,0.0
1.5178227,1.4772727272727273,0.00086440734,0.13029629629629633,97.1590909090909,1539835,0.00086440734,6632.071145772934,18.43191871132889,1.5227272727272727,0.0076283705,7457,0.0
1.5004882,1.18,0.00083775254,0.1479300565268752,85.38,1549768,0.00083775254,6675.305846452713,16.551232680428676,1.82,0.006681832,7507,0.0
1.4827769,1.0185185185185186,0.00019306132,0.1427477536252748,84.88888888888889,1559794,0.00019306132,6718.170397758484,16.481440634221517,1.9814814814814814,0.005525581,7561,0.0
1.4957719,0.4578313253012048,0.0011563314,0.1338686043797397,57.83132530120482,1569788,0.0011563314,6759.677942991257,11.870760564676488,2.5421686746987953,0.008664207,7644,0.0
1.4438366,1.018181818181818,0.0006141174,0.16225847663528042,79.30909090909091,1579849,0.0006141174,6802.837339401245,15.434048553882503,1.981818181818182,0.0067121987,7699,0.0
1.4050294,0.7704918032786885,0.0006581374,0.12951502678566967,76.72131147540983,1589941,0.0006581374,6843.115442276001,15.148376591852804,2.2295081967213113,0.009306484,7760,0.0
1.3900617,1.4186046511627908,0.00035872243,0.16035226839496752,101.16279069767442,1599757,0.00035872243,6887.399034976959,19.462181363544335,1.5813953488372092,0.0019876738,7803,0.0
1.4018437,1.1346153846153846,0.0006015554,0.13849726095405476,87.40384615384616,1609809,0.0006015554,6928.484612464905,16.86774138752451,1.8653846153846154,0.008200927,7855,0.0
1.4134986,1.558139534883721,0.0013527059,0.13968347931138625,94.46511627906976,1619828,0.0013527059,6970.914321184158,17.894591331376585,1.441860465116279,0.011579774,7898,0.0
