Tbt,optimgain,Tmc,Tmt,EpisodesSoFar,meankl,AttNC,MtR,Ptt,AttC,entropy,TimestepsSoFar,TtR,surrgain,entloss,MpbtA,MpbtN,TimeElapsed
339525.1891891892,0.008383191,21.08108108108108,82.89189189189189,4169,0.004482125,0.7567567567567568,-40.79325495374943,80.5745707096553,0.24324324324324326,0.24667202,199781,-73.78378378378379,0.008383191,0.0,11.017384463032261,88.98261553696773,10836.84239768982
341811.2,0.0058161253,20.425,83.45,4209,0.0025698964,0.6,-41.25138703839811,81.17084955837475,0.4,0.19034274,209978,-73.675,0.0058161253,0.0,11.740488592370204,88.25951140762979,10960.83337521553
339860.2105263158,0.005965742,20.94736842105263,82.97368421052632,4247,0.0020483693,0.5526315789473685,-40.50745831225203,80.69131684183742,0.4473684210526316,0.19455709,219930,-73.15789473684211,0.005965742,0.0,11.85043037354809,88.1495696264519,11078.922217607498
338446.6285714286,0.0062010055,21.257142857142856,82.62857142857143,4282,0.001973218,0.7714285714285715,-39.88614140648068,80.39601093331336,0.22857142857142856,0.19867194,229766,-73.14285714285714,0.0062010055,0.0,11.540002552464811,88.45999744753522,11195.610330820084
343118.76923076925,0.0072992775,20.076923076923077,83.76923076923077,4321,0.003078995,0.7435897435897436,-41.52337376504833,81.49046560540634,0.2564102564102564,0.18091452,239804,-74.23076923076923,0.0072992775,0.0,11.422889915629012,88.577110084371,11317.100254535675
340195.55555555556,0.0052285157,20.86111111111111,83.05555555555556,4357,0.002394467,0.6666666666666666,-40.902788249057295,80.77001541759863,0.3333333333333333,0.19693859,249822,-74.30555555555556,0.0052285157,0.0,10.562323809211868,89.43767619078814,11428.788838148117
342447.15789473685,0.0059025697,20.289473684210527,83.60526315789474,4395,0.0021606812,0.7631578947368421,-41.797877345805766,81.29992538743731,0.23684210526315788,0.19405578,259805,-74.26315789473684,0.0059025697,0.0,11.199286169568786,88.80071383043123,11546.892257928848
336213.3333333333,0.006560298,21.916666666666668,82.08333333333333,4431,0.0028797167,0.8333333333333334,-39.57404796597807,79.80326700511662,0.16666666666666666,0.21346997,269891,-72.44444444444444,0.006560298,0.0,11.748450889889286,88.25154911011072,11668.409091949463
344064.0,0.005401622,19.94736842105263,84.0,4469,0.0019110235,0.5789473684210527,-40.95982775578958,81.62653642283084,0.42105263157894735,0.20139985,279733,-73.94736842105263,0.005401622,0.0,11.979065164554418,88.02093483544559,11786.086673498154
342908.71794871794,0.008246636,20.17948717948718,83.71794871794872,4508,0.0023887893,0.6923076923076923,-41.49904584348432,81.40164683003569,0.3076923076923077,0.21187754,289821,-74.48717948717949,0.008246636,0.0,11.048916333156013,88.951083666844,11907.16540813446
339968.0,0.008606388,20.972972972972972,83.0,4545,0.005944851,0.5945945945945946,-40.25831856989936,80.6758929258852,0.40540540540540543,0.25349835,299881,-72.89189189189189,0.008606388,0.0,12.209314368134136,87.79068563186586,12024.074474573135
340061.0909090909,0.008417576,20.84090909090909,83.02272727272727,4589,0.0042704786,0.5227272727272727,-42.75502906221873,80.78064188720188,0.4772727272727273,0.21765542,309978,-72.38636363636364,0.008417576,0.0,12.876000129277116,87.1239998707229,12150.303955554962
341299.2,0.00832981,20.575,83.325,4629,0.0029812919,0.575,-41.398132837861326,81.03440018986348,0.425,0.22870742,319989,-72.925,0.00832981,0.0,12.535668424911622,87.46433157508838,12277.936777830124
338432.0,0.00608179,21.375,82.625,4669,0.0029452946,0.375,-41.42931813034147,80.30777574151242,0.625,0.22477739,329722,-72.725,0.00608179,0.0,11.9929812665895,88.00701873341049,12403.612126350403
340598.1538461539,0.0061253235,20.76923076923077,83.15384615384616,4708,0.002568188,0.6153846153846154,-40.98190326358357,80.85863557651396,0.38461538461538464,0.19933306,339830,-73.2051282051282,0.0061253235,0.0,11.98953060195345,88.01046939804655,12518.582717180252
341800.4210526316,0.0058752075,20.42105263157895,83.44736842105263,4746,0.003437314,0.5526315789473685,-40.28843433027754,81.17396714925515,0.4473684210526316,0.2424051,349993,-72.94736842105263,0.0058752075,0.0,12.62533876137554,87.37466123862445,12636.635345220566
336397.1282051282,0.008083962,21.871794871794872,82.12820512820512,4785,0.0030425948,0.358974358974359,-38.914084337435675,79.84454193628713,0.6410256410256411,0.24599668,359874,-70.71794871794872,0.008083962,0.0,13.908258982243206,86.0917410177568,12759.08898639679
340067.9024390244,0.006558415,20.829268292682926,83.02439024390245,4826,0.0031462735,0.5365853658536586,-41.716111457737306,80.79011075246189,0.4634146341463415,0.2240344,369885,-72.07317073170732,0.006558415,0.0,13.253040737074238,86.74695926292576,12884.391883850098
337342.358974359,0.0061788023,21.615384615384617,82.35897435897436,4865,0.0028819793,0.5641025641025641,-40.53503443902977,80.0792952746621,0.4358974358974359,0.22773589,379760,-72.35897435897436,0.0061788023,0.0,12.151901835102832,87.84809816489717,13017.156616449356
339213.4736842105,0.007879578,21.157894736842106,82.8157894736842,4903,0.003501122,0.631578947368421,-40.20585681263251,80.50511649455326,0.3684210526315789,0.23491699,389929,-72.6842105263158,0.007879578,0.0,12.229403099262363,87.77059690073763,13133.91635465622
342265.756097561,0.00902388,20.365853658536587,83.5609756097561,4944,0.0035496128,0.4878048780487805,-41.84495797395773,81.23338615128111,0.5121951219512195,0.20744692,399916,-74.0,0.00902388,0.0,11.48418391402248,88.51581608597752,13258.704323530197
338707.6923076923,0.0053060744,21.205128205128204,82.6923076923077,4983,0.002530508,0.46153846153846156,-40.18754647092489,80.44825815361621,0.5384615384615384,0.22480889,409761,-72.97435897435898,0.0053060744,0.0,11.75285284548282,88.24714715451717,13381.7998213768
340283.07692307694,0.007145389,20.871794871794872,83.07692307692308,5022,0.0023829616,0.48717948717948717,-40.75641335025359,80.76682350283434,0.5128205128205128,0.21845862,419702,-72.66666666666667,0.007145389,0.0,12.552891806019689,87.44710819398028,13501.439650058746
338674.5263157895,0.0054973634,21.263157894736842,82.6842105263158,5060,0.0030848666,0.5,-39.62326764409505,80.40221287663617,0.5,0.20110239,429780,-71.52631578947368,0.0054973634,0.0,13.533353674937482,86.46664632506251,13624.502351522446
340300.1081081081,0.006817072,20.81081081081081,83.08108108108108,5097,0.0031684786,0.8648648648648649,-40.893315148206334,80.81462136589263,0.13513513513513514,0.22499101,439822,-73.97297297297297,0.006817072,0.0,10.959003069129547,89.04099693087045,13741.102097511292
337704.4210526316,0.006284299,21.473684210526315,82.44736842105263,5135,0.0022828048,0.6842105263157895,-40.439448551592314,80.20169496192659,0.3157894736842105,0.2501126,449899,-71.78947368421052,0.006284299,0.0,12.940186617724084,87.0598133822759,13860.21786236763
339547.89743589744,0.007593732,21.025641025641026,82.8974358974359,5174,0.0036157395,0.6153846153846154,-41.17457388552747,80.62077388025266,0.38461538461538464,0.22557244,459907,-72.87179487179488,0.007593732,0.0,12.120360455116876,87.8796395448831,13982.003730773926
338707.6923076923,0.0052633286,21.23076923076923,82.6923076923077,5213,0.002574313,0.38461538461538464,-39.72595276258077,80.42944623367387,0.6153846153846154,0.21774536,469908,-71.61538461538461,0.0052633286,0.0,13.404237586648183,86.59576241335184,14109.041274785995
340703.1794871795,0.005923758,20.794871794871796,83.17948717948718,5252,0.0022733496,0.5384615384615384,-40.27754175422808,80.84147104757685,0.46153846153846156,0.22335654,479850,-72.41025641025641,0.005923758,0.0,12.971843718562766,87.02815628143723,14228.454853773117
341094.4,0.007554965,20.675,83.275,5292,0.0027488274,0.75,-41.40094413505686,80.95111993783334,0.25,0.21182132,489978,-72.575,0.007554965,0.0,12.852334200794349,87.14766579920565,14354.01914191246
339321.2631578947,0.0074881925,21.05263157894737,82.84210526315789,5330,0.003401381,0.5526315789473685,-39.563719762548395,80.590952055263,0.4473684210526316,0.24534175,499999,-71.44736842105263,0.0074881925,0.0,13.782502217745687,86.21749778225431,14471.120317935944
339429.05263157893,0.0072728554,21.105263157894736,82.86842105263158,5368,0.0032145244,0.7894736842105263,-39.77209745023599,80.554834053678,0.21052631578947367,0.2621336,509897,-71.8157894736842,0.0072728554,0.0,13.358146135916842,86.64185386408316,14583.99114704132
337273.2631578947,0.0072249,21.657894736842106,82.34210526315789,5406,0.0027505418,0.8157894736842105,-39.63536226273187,80.043846937013,0.18421052631578946,0.25323844,519822,-71.39473684210526,0.0072249,0.0,13.301010398584646,86.69898960141536,14706.549632072449
338348.6511627907,0.007149835,21.302325581395348,82.6046511627907,5449,0.0036292595,0.5581395348837209,-41.88238932922872,80.36047705604615,0.4418604651162791,0.20954429,529934,-71.81395348837209,0.007149835,0.0,13.104492253346422,86.89550774665359,14839.347527265549
338782.3157894737,0.0061407867,21.289473684210527,82.71052631578948,5487,0.0032156708,0.7368421052631579,-40.28480125922822,80.38512405095327,0.2631578947368421,0.19803677,539752,-72.3157894736842,0.0061407867,0.0,12.542092944195229,87.45790705580475,14964.202886343002
337643.24324324325,0.007876273,21.54054054054054,82.43243243243244,5524,0.0023734388,0.7837837837837838,-39.277053923042374,80.14845479930172,0.21621621621621623,0.23318833,549906,-71.67567567567568,0.007876273,0.0,13.046853628398209,86.95314637160178,15080.697631835938
338917.74358974356,0.0064842347,21.205128205128204,82.74358974358974,5563,0.0031806827,0.6153846153846154,-40.356057120083115,80.45643997710593,0.38461538461538464,0.20186758,559824,-72.05128205128206,0.0064842347,0.0,12.94251681591524,87.05748318408476,15201.89544582367
339082.3783783784,0.003980695,21.16216216216216,82.78378378378379,5600,0.00284515,0.7837837837837838,-40.587639536443525,80.49692282073129,0.21621621621621623,0.19842273,569775,-73.67567567567568,0.003980695,0.0,10.999044609977535,89.00095539002245,15316.612219572067
337975.35135135136,0.008400896,21.45945945945946,82.51351351351352,5637,0.005167766,0.8378378378378378,-39.74644748904734,80.22479812635231,0.16216216216216217,0.23531792,579902,-72.54054054054055,0.008400896,0.0,12.112197504731625,87.88780249526836,15436.94244647026
339414.4864864865,0.008924839,20.972972972972972,82.86486486486487,5674,0.0037634252,0.8378378378378378,-40.78612792799979,80.65353027660223,0.16216216216216217,0.1829064,589708,-73.5945945945946,0.008924839,0.0,11.231218160662358,88.76878183933765,15555.537487268448
342584.8888888889,0.0074122115,20.25,83.63888888888889,5710,0.0038359165,0.9444444444444444,-40.05891366552907,81.33444912041338,0.05555555555555555,0.21793605,599929,-73.94444444444444,0.0074122115,0.0,11.565886421156248,88.43411357884376,15669.021061182022
341517.8378378378,0.0057848543,20.54054054054054,83.37837837837837,5747,0.0027474414,0.8108108108108109,-39.427264957724994,81.0702716276755,0.1891891891891892,0.21205598,609912,-71.64864864864865,0.0057848543,0.0,14.087226621099818,85.9127733789002,15786.13251900673
341407.13513513515,0.007833032,20.62162162162162,83.35135135135135,5784,0.0036595496,0.918918918918919,-40.20678929113381,81.00426963494628,0.08108108108108109,0.24713024,619929,-72.97297297297297,0.007833032,0.0,12.473126043774323,87.5268739562257,15901.264307498932
338750.2702702703,0.0060972045,21.27027027027027,82.70270270270271,5821,0.0022794518,0.8108108108108109,-39.40835898646277,80.40000456881884,0.1891891891891892,0.2306959,629977,-71.35135135135135,0.0060972045,0.0,13.736591345375375,86.26340865462461,16020.210677146912
338797.71428571426,0.008223147,21.2,82.71428571428571,5856,0.005896564,0.9142857142857143,-39.08719332113308,80.4547459130676,0.08571428571428572,0.2702753,639803,-71.62857142857143,0.008223147,0.0,13.410780911749528,86.58921908825046,16140.394895792007
340260.5714285714,0.008691565,20.785714285714285,83.07142857142857,5898,0.0045306557,0.7142857142857143,-42.59672711119999,80.83152077951752,0.2857142857142857,0.2081461,649807,-72.16666666666667,0.008691565,0.0,13.178462251739228,86.82153774826078,16270.32833313942
341123.28205128206,0.006864595,20.641025641025642,83.28205128205128,5937,0.003553032,0.8717948717948718,-40.99827087363489,80.97903523554783,0.1282051282051282,0.1999836,659863,-72.94871794871794,0.006864595,0.0,12.408835987113902,87.59116401288611,16387.79348373413
339337.8461538461,0.0068605896,21.128205128205128,82.84615384615384,5976,0.002958136,0.717948717948718,-41.26965578649373,80.5326775076047,0.28205128205128205,0.23382856,669858,-72.61538461538461,0.0068605896,0.0,12.37120694661719,87.62879305338281,16509.77371788025
338528.86486486485,0.008552807,21.2972972972973,82.64864864864865,6013,0.0035770088,0.7297297297297297,-39.26546100876915,80.37001594907356,0.2702702702702703,0.23322915,679906,-71.97297297297297,0.008552807,0.0,12.91233443121435,87.08766556878567,16622.94859647751
336314.8108108108,0.0068807052,21.83783783783784,82.10810810810811,6050,0.0027149345,0.6756756756756757,-38.40843904435002,79.86699096764877,0.32432432432432434,0.23200542,689856,-70.29729729729729,0.0068807052,0.0,14.41721831659217,85.58278168340784,16741.272721767426
337089.7297297297,0.0048658876,21.64864864864865,82.29729729729729,6087,0.0024274066,0.8378378378378378,-39.40008145680347,80.0441272723172,0.16216216216216217,0.24288332,699886,-70.94594594594595,0.0048658876,0.0,13.823313351868165,86.17668664813182,16856.949773073196
343464.5853658537,0.0064567346,20.073170731707318,83.85365853658537,6128,0.0028381974,0.6829268292682927,-41.76959262596013,81.5069783588404,0.3170731707317073,0.23500313,709747,-72.0,0.0064567346,0.0,14.14280437907157,85.85719562092842,16981.094222784042
338497.641025641,0.007062085,21.307692307692307,82.64102564102564,6167,0.0030401673,0.6666666666666666,-39.90550965860278,80.3613223078784,0.3333333333333333,0.23834077,719961,-71.61538461538461,0.007062085,0.0,13.352695787717286,86.64730421228272,17099.486217975616
339547.89743589744,0.0054635727,21.025641025641026,82.8974358974359,6206,0.0022220283,0.6666666666666666,-39.88911722669151,80.61982953730781,0.3333333333333333,0.22036733,729990,-71.38461538461539,0.0054635727,0.0,13.889836258499084,86.11016374150088,17226.38044166565
337753.9459459459,0.00692911,21.54054054054054,82.45945945945945,6243,0.002605299,0.7297297297297297,-38.805216273835434,80.15141713329035,0.2702702702702703,0.20401396,739992,-71.16216216216216,0.00692911,0.0,13.730697465888582,86.26930253411142,17343.12805223465
340992.0,0.011109766,20.75,83.25,6279,0.0067310026,0.9166666666666666,-39.716853185709425,80.88718155022005,0.08333333333333333,0.27445382,749984,-72.97222222222223,0.011109766,0.0,12.344564290092327,87.65543570990765,17461.215953826904
339046.4,0.006651828,21.225,82.775,6319,0.00350346,0.675,-40.27671457087525,80.44692380897423,0.325,0.21671653,759957,-71.35,0.006651828,0.0,13.809587367442248,86.19041263255774,17585.20834851265
339757.9487179487,0.009640776,21.0,82.94871794871794,6358,0.0032908325,0.5897435897435898,-40.04634821766164,80.64682218265816,0.41025641025641024,0.21169034,769789,-71.46153846153847,0.009640776,0.0,13.90332055001083,86.09667944998915,17707.28541827202
335982.7027027027,0.009010245,21.972972972972972,82.02702702702703,6395,0.00484413,0.6756756756756757,-39.2695074800846,79.75014123317631,0.32432432432432434,0.26018134,779927,-70.5945945945946,0.009010245,0.0,13.94025311555807,86.05974688444195,17822.678853034973
341299.2,0.005697709,20.6,83.325,6435,0.0030015407,0.6,-40.92014330404816,81.01568551879475,0.4,0.21367683,789986,-71.625,0.005697709,0.0,14.056550719677247,85.94344928032274,17951.528902053833
342447.15789473685,0.005536133,20.394736842105264,83.60526315789474,6473,0.0021540457,0.7368421052631579,-40.28751409961965,81.21666068585607,0.2631578947368421,0.21266347,799975,-71.8157894736842,0.005536133,0.0,14.13115222190633,85.8688477780937,18068.701489925385
337200.4324324324,0.010449094,21.64864864864865,82.32432432432432,6510,0.0058901994,0.6756756756756757,-40.07708608775671,80.04931400461594,0.32432432432432434,0.26887262,809816,-71.1891891891892,0.010449094,0.0,13.569798279209174,86.43020172079083,18186.796459436417
337552.41025641025,0.007388336,21.512820512820515,82.41025641025641,6549,0.003499254,0.5641025641025641,-39.33419115968593,80.1684574686318,0.4358974358974359,0.26251605,819933,-70.1025641025641,0.007388336,0.0,14.931504861428872,85.0684951385711,18307.849244356155
340521.5135135135,0.0059395586,20.83783783783784,83.13513513513513,6586,0.003933984,0.8918918918918919,-39.64388668103598,80.80272198806017,0.10810810810810811,0.2570488,829748,-71.10810810810811,0.0059395586,0.0,14.478129647634917,85.52187035236508,18424.732692956924
338895.2380952381,0.006253119,21.214285714285715,82.73809523809524,6628,0.0025101916,0.5238095238095238,-40.28772559796919,80.45039748122295,0.47619047619047616,0.25461215,839797,-70.54761904761905,0.006253119,0.0,14.756944510322269,85.24305548967773,18553.01943898201
339768.1951219512,0.007375183,21.0,82.95121951219512,6669,0.0028438552,0.5853658536585366,-39.56821670335469,80.6488868803556,0.4146341463414634,0.26375636,849933,-70.1951219512195,0.007375183,0.0,15.386812623331075,84.61318737666892,18675.934103012085
338182.5641025641,0.006230368,21.384615384615383,82.56410256410257,6708,0.003022178,0.6153846153846154,-38.83161269223594,80.29065051462457,0.38461538461538464,0.28024536,860000,-68.84615384615384,0.006230368,0.0,16.655546420957617,83.34445357904238,18791.911219596863
338602.6666666667,0.006401544,21.307692307692307,82.66666666666667,6747,0.0028332716,0.5128205128205128,-38.68203753940688,80.36530987665056,0.48717948717948717,0.2736497,869987,-69.28205128205128,0.006401544,0.0,16.180219787560976,83.81978021243901,18913.708285093307
339763.2,0.007263864,20.975,82.95,6787,0.0030263572,0.675,-40.65454345412657,80.66816628160267,0.325,0.23736529,879919,-70.425,0.007263864,0.0,15.141003591113565,84.85899640888644,19041.974126815796
337657.4358974359,0.008917077,21.512820512820515,82.43589743589743,6826,0.0040802825,0.41025641025641024,-39.56758045401754,80.17218959357398,0.5897435897435898,0.27877378,889943,-70.41025641025641,0.008917077,0.0,14.581354592063352,85.41864540793665,19159.789968252182
337967.62790697673,0.00827291,21.41860465116279,82.51162790697674,6869,0.0033957767,0.4418604651162791,-40.54814373651166,80.25575173849687,0.5581395348837209,0.21576406,899949,-70.65116279069767,0.00827291,0.0,14.397158339296999,85.60284166070302,19296.51075387001
341018.25641025644,0.0074523683,20.692307692307693,83.25641025641026,6908,0.0030750197,0.5897435897435898,-40.614733753216406,80.93438208215852,0.41025641025641024,0.25327364,909740,-71.84615384615384,0.0074523683,0.0,13.7063678180115,86.29363218198851,19415.984230279922
339168.7804878049,0.008576133,21.146341463414632,82.8048780487805,6949,0.0049815383,0.5121951219512195,-40.79569383226393,80.51054413172655,0.4878048780487805,0.21503997,919807,-70.48780487804878,0.008576133,0.0,14.920349730972308,85.07965026902768,19539.537180900574
338027.7894736842,0.0091701,21.42105263157895,82.52631578947368,6987,0.0047987127,0.5,-39.5546286922826,80.25663424154088,0.5,0.25879258,929821,-71.42105263157895,0.0091701,0.0,13.47961063187936,86.52038936812062,19658.568558454514
339046.4,0.0052486085,21.15,82.775,7027,0.0029664782,0.375,-39.59920857460536,80.5041807602818,0.625,0.23427022,939915,-70.525,0.0052486085,0.0,14.83294991094856,85.16705008905144,19782.938067674637
341296.4324324324,0.010463043,20.675675675675677,83.32432432432432,7064,0.00768414,0.5675675675675675,-38.795259523328895,80.95678788676564,0.43243243243243246,0.29737198,949775,-71.8108108108108,0.010463043,0.0,13.847887320481846,86.15211267951815,19898.180988550186
339110.6976744186,0.007650551,21.162790697674417,82.79069767441861,7107,0.0033663688,0.4186046511627907,-40.73546720391109,80.49630582595643,0.5813953488372093,0.24381943,959750,-70.04651162790698,0.007650551,0.0,15.440086535568229,84.55991346443176,20029.87850213051
342016.0,0.007394966,20.40909090909091,83.5,7151,0.0028130307,0.3409090909090909,-41.05970149866926,81.19106102436962,0.6590909090909091,0.22858125,969944,-71.0,0.007394966,0.0,15.014879824536536,84.98512017546346,20162.84722685814
338392.6153846154,0.007345041,21.28205128205128,82.61538461538461,7190,0.0040889545,0.358974358974359,-39.11430703182992,80.37643089736939,0.6410256410256411,0.24133682,979802,-70.2051282051282,0.007345041,0.0,15.023559158009174,84.97644084199085,20284.227974891663
336793.6,0.006341892,21.675,82.225,7230,0.0025045658,0.55,-39.445233899679934,80.01200032611918,0.45,0.22457099,989930,-69.875,0.006341892,0.0,15.042631621174692,84.95736837882532,20415.55644607544
339757.9487179487,0.006601483,21.05128205128205,82.94871794871794,7269,0.002844892,0.6666666666666666,-39.56294734458342,80.60892807128265,0.3333333333333333,0.24176809,999938,-71.0,0.006601483,0.0,14.422283178616881,85.57771682138312,20531.84878873825
335333.05263157893,0.008066462,22.13157894736842,81.86842105263158,7307,0.0050868485,0.42105263157894735,-38.420027384030845,79.6041560858881,0.5789473684210527,0.22937745,1009740,-69.78947368421052,0.008066462,0.0,14.742186084075062,85.25781391592494,20651.313957214355
332800.0,0.009751251,22.75,81.25,7343,0.004322264,0.7777777777777778,-37.25277099648678,79.02618152873613,0.2222222222222222,0.23763391,1019755,-69.25,0.009751251,0.0,14.768306984125113,85.2316930158749,20771.29887866974
339968.0,0.008310768,20.94736842105263,83.0,7381,0.004113165,0.7894736842105263,-38.824550193260016,80.69734035278138,0.21052631578947367,0.27469814,1029875,-69.92105263157895,0.008310768,0.0,15.757777202233717,84.24222279776629,20888.323775053024
334716.71794871794,0.007669336,22.28205128205128,81.71794871794872,7420,0.0030780362,0.5897435897435898,-39.06124557964407,79.46278733071976,0.41025641025641024,0.24521746,1039741,-68.74358974358974,0.007669336,0.0,15.941583634656682,84.05841636534333,21012.998996257782
338022.4,0.0067112534,21.375,82.525,7460,0.002728659,0.6,-40.582088807163494,80.29155191595122,0.4,0.23009203,1049958,-70.5,0.0067112534,0.0,14.622247121128476,85.37775287887153,21141.69971895218
334279.1111111111,0.0071303085,22.38888888888889,81.61111111111111,7496,0.0031026728,0.6666666666666666,-38.1531647133007,79.3636559010141,0.3333333333333333,0.25476986,1059724,-68.83333333333333,0.0071303085,0.0,15.692613878851246,84.30738612114874,21258.07544016838
334901.8947368421,0.009490905,22.18421052631579,81.76315789473684,7534,0.0040025082,0.6842105263157895,-39.28495343658127,79.5460071488584,0.3157894736842105,0.2723557,1069746,-70.07894736842105,0.009490905,0.0,14.287495263337313,85.71250473666268,21375.679055690765
337070.8292682927,0.0062844367,21.658536585365855,82.29268292682927,7575,0.0031210163,0.5121951219512195,-39.40553944443249,80.0348684064359,0.4878048780487805,0.23444556,1079756,-69.3170731707317,0.0062844367,0.0,15.793914493103504,84.2060855068965,21507.47435760498
337342.358974359,0.00749958,21.564102564102566,82.35897435897436,7614,0.004663057,0.6410256410256411,-38.7062515562639,80.11794807085887,0.358974358974359,0.25506192,1090000,-69.1025641025641,0.00749958,0.0,16.10661510728169,83.89338489271832,21623.69001865387
339337.8461538461,0.0071369433,21.102564102564102,82.84615384615384,7653,0.0029686317,0.5384615384615384,-39.6176832577434,80.55305206656811,0.46153846153846156,0.25871587,1099981,-69.92307692307692,0.0071369433,0.0,15.591970645971841,84.40802935402817,21748.33555984497
338782.3157894737,0.007271034,21.289473684210527,82.71052631578948,7691,0.0036658912,0.6578947368421053,-38.89562623247613,80.38572976410344,0.34210526315789475,0.23455288,1109822,-70.21052631578948,0.007271034,0.0,15.150178085014614,84.8498219149854,21866.779628753662
341908.2105263158,0.009688095,20.36842105263158,83.47368421052632,7729,0.0033634934,0.7368421052631579,-40.83250919566175,81.21896026394573,0.2631578947368421,0.23678337,1119762,-71.73684210526316,0.009688095,0.0,14.08590365299378,85.91409634700621,21986.89190340042
